 (-0.750122+0.004206j)  (-0.161993+0.000164j)  (0.074168+0.021340j)  (0.105761-0.018068j)  (0.067875-0.016453j)  (-0.036136+0.061963j)  (0.064130-0.022821j)  (-0.046910-0.041866j)  (0.126377+0.075152j)  (-0.105290-0.046502j)  (0.021659+0.016586j)  (-0.062393+0.028417j)  (-0.041227-0.084238j)  (0.024141-0.009184j)  (0.073001+0.026381j)  (-0.048712-0.011357j)  (-0.019022-0.055898j)  (-0.033993-0.058584j)  (0.007666+0.000450j)  (0.050583-0.063835j)  (-0.008450+0.001425j)  (-0.079733-0.018705j)  (-0.065046+0.027883j)  (-0.042294+0.004584j)  (0.006257-0.048671j)  (0.085246-0.002361j)  (0.010385+0.062853j)  (0.005343+0.019212j)  (0.031039-0.033777j)  (-0.055346+0.013786j)  (-0.020133+0.022349j)  (-0.032952-0.031077j)  (0.014360+0.030043j)  (-0.028745+0.085399j)  (0.070305+0.011940j)  (-0.045996+0.027901j)  (0.004792+0.022192j)  (0.013170-0.072299j)  (0.052845-0.034703j)  (-0.017253+0.002125j)  (-0.053796+0.010531j)  (-0.029369-0.066444j)  (0.024140-0.031588j)  (-0.014643+0.072707j)  (-0.023993+0.033474j)  (0.014456-0.013841j)  (0.008944+0.080216j)  (-0.017566-0.004437j)  (-0.019088-0.011416j)  (0.002417+0.017446j)  (-0.006342+0.003567j)  (-0.027020-0.038820j)  (0.019692+0.013964j)  (-0.022521+0.037167j)  (0.005762+0.012061j)  (0.011219-0.028740j)  (-0.037277-0.070234j)  (0.022725+0.022912j)  (0.059665+0.072857j)  (-0.016358+0.093809j)  (0.003756-0.036548j)  (0.013860+0.092045j)  (0.056244-0.019958j)  (-0.009214-0.007445j)  (0.014979+0.026243j)  (0.022429-0.005193j)  (0.003197+0.038824j)  (-0.014775+0.049771j)  (-0.063625-0.023824j)  (-0.055199-0.014605j)  (-0.012465+0.039624j)  (0.031688-0.058190j)  (-0.006623+0.009927j)  (-0.013428-0.026780j)  (-0.020519+0.050705j)  (0.038498-0.004405j)  (-0.001198+0.047859j)  (-0.016960+0.031205j)  (-0.011916-0.021170j)  (0.029318+0.076841j)  (0.016106-0.055309j)  (-0.038165+0.000262j)  (0.048080-0.039654j)  (0.013773+0.123929j)  (0.006407+0.048452j)  (0.005680+0.022969j)  (-0.017695+0.007523j)  (0.017359+0.004660j)  (0.044901-0.042271j)  (0.028304-0.084368j)  (0.031615-0.014400j)  (0.024309-0.011105j)  (0.025224-0.017689j)  (-0.007059-0.058030j)  (0.016441-0.010657j)  (0.008018-0.020448j)  (-0.071136-0.012103j)  (0.049108+0.078503j)  (-0.031226-0.008967j)  (-0.060966+0.037579j)  (0.023997-0.004986j)  (-0.018508+0.022259j)  (0.060895+0.049330j)  (0.015768+0.029996j)  (0.091372+0.010062j)  (0.030390-0.035034j)  (-0.004083+0.050780j)  (0.033936+0.038670j)  (0.000750+0.031722j)  (0.003459-0.033642j)  (0.015034+0.017730j)  (-0.016921-0.017025j)  (-0.009559-0.032287j)  (0.006379+0.017875j)  (0.011438-0.021252j)  (0.054857+0.034623j)  (0.009325-0.070790j)  (-0.024276-0.067147j)  (-0.032645-0.002483j)  (-0.021757-0.016822j)  (-0.008139-0.011490j)  (0.028494-0.013150j)  (-0.026927-0.067564j)  (-0.006203+0.015036j)  (-0.014168-0.024677j)  (-0.002798-0.042143j)  (-0.095129+0.022006j)  (-0.005681-0.024499j)
 (0.185190-0.053253j)  (-0.649992+0.008958j)  (0.021918+0.000382j)  (-0.138029-0.083413j)  (-0.162344-0.068514j)  (0.053306+0.014530j)  (-0.106998-0.096487j)  (-0.000912-0.051255j)  (0.155567+0.156417j)  (-0.084869-0.080860j)  (-0.026951+0.070847j)  (-0.000900+0.047941j)  (-0.076092-0.041931j)  (-0.073915-0.088778j)  (0.070147+0.033874j)  (0.080092+0.054247j)  (0.064607+0.016696j)  (-0.021950-0.101173j)  (0.001675+0.008536j)  (-0.034092-0.150714j)  (0.013996+0.095693j)  (-0.047247+0.019670j)  (0.007469+0.072093j)  (0.027727+0.089658j)  (-0.028788+0.072706j)  (-0.012881+0.046531j)  (0.040095+0.028346j)  (-0.052920-0.040800j)  (0.048270+0.009462j)  (0.063817+0.016154j)  (0.000856+0.007563j)  (-0.041284+0.003988j)  (-0.082117+0.104488j)  (-0.007716-0.003116j)  (-0.007547-0.019127j)  (-0.040581-0.031398j)  (-0.055359+0.009201j)  (-0.008563-0.002408j)  (-0.027187+0.019671j)  (-0.002532+0.020947j)  (-0.000379-0.010716j)  (-0.048387+0.044280j)  (0.017630-0.090715j)  (-0.016614+0.043143j)  (0.032461-0.021917j)  (0.019459+0.059378j)  (0.005698+0.013356j)  (0.017104+0.011840j)  (-0.040828+0.067531j)  (-0.009158-0.032776j)  (-0.019674+0.024849j)  (0.052953-0.038898j)  (-0.026012-0.006141j)  (0.063966+0.057548j)  (0.050291-0.055961j)  (-0.030462-0.013010j)  (0.003335+0.031462j)  (0.025055+0.035930j)  (0.038692-0.095308j)  (-0.044400+0.018087j)  (0.013393+0.043668j)  (0.010145-0.035312j)  (-0.001900+0.050307j)  (0.007238-0.016901j)  (0.031472+0.061338j)  (-0.004490+0.047752j)  (-0.032276+0.012897j)  (-0.000695+0.039184j)  (-0.050363-0.045526j)  (-0.008281+0.032838j)  (0.003490+0.009536j)  (-0.011545-0.047806j)  (0.005359+0.037068j)  (0.063269+0.019584j)  (-0.017823+0.060176j)  (0.022146+0.005881j)  (-0.008095+0.048015j)  (-0.044720+0.015621j)  (-0.031393+0.063232j)  (0.029803+0.012830j)  (0.070262+0.016482j)  (-0.012547-0.050951j)  (0.035669+0.038268j)  (-0.017891-0.029993j)  (0.026783+0.008583j)  (-0.022090+0.062186j)  (0.007098-0.027447j)  (-0.001773+0.008610j)  (0.032228-0.005963j)  (0.006371+0.001399j)  (-0.018482-0.004153j)  (0.001361-0.056870j)  (-0.000523-0.055166j)  (-0.071270+0.053899j)  (-0.027230-0.017497j)  (0.015393+0.000021j)  (0.068561-0.039357j)  (0.019465-0.055154j)  (0.054651-0.013707j)  (0.018199-0.040516j)  (0.062968-0.067423j)  (-0.016030+0.067899j)  (-0.064859-0.023845j)  (0.009009+0.017679j)  (0.060122-0.008051j)  (-0.009869+0.004967j)  (-0.006508+0.008722j)  (0.035684+0.035534j)  (-0.055235-0.039891j)  (0.023651+0.022272j)  (0.006850+0.005053j)  (-0.011153+0.032940j)  (-0.038089+0.031898j)  (0.045772-0.061582j)  (0.035386-0.013435j)  (0.001121+0.002711j)  (-0.026018+0.039885j)  (0.023835+0.013216j)  (0.028467+0.031359j)  (0.016314+0.025910j)  (-0.027699-0.070154j)  (0.007784-0.008513j)  (0.002533+0.000961j)  (-0.045927+0.011511j)  (0.050405-0.064953j)  (-0.019903-0.009217j)  (0.071625-0.064257j)  (0.045146-0.034494j)
 (-0.014278-0.010207j)  (-0.007578-0.021235j)  (-0.856572-0.007495j)  (0.022282+0.041856j)  (0.001835-0.015260j)  (0.034508+0.009460j)  (0.014360+0.042591j)  (-0.020899-0.016021j)  (0.001446+0.026168j)  (-0.012212+0.020811j)  (0.035486+0.064936j)  (0.000556+0.052899j)  (0.013527-0.023202j)  (0.025493+0.008251j)  (0.021886+0.032543j)  (-0.022801+0.012268j)  (-0.013597+0.012114j)  (0.029023-0.000403j)  (0.004835+0.001668j)  (-0.006477+0.023491j)  (0.015836+0.002875j)  (0.002412+0.108998j)  (-0.043079+0.065985j)  (-0.007567+0.026818j)  (-0.000243+0.006765j)  (0.029836-0.016684j)  (-0.005790+0.027297j)  (0.006286+0.063830j)  (0.023395-0.003472j)  (0.015288+0.063679j)  (-0.007389-0.026822j)  (-0.036081+0.035067j)  (0.015019+0.004061j)  (0.036209+0.028437j)  (0.013163+0.007515j)  (-0.039445+0.000829j)  (0.010368+0.078014j)  (-0.026720-0.020450j)  (0.015529-0.013323j)  (-0.020907+0.043934j)  (0.006767+0.028259j)  (-0.011097+0.010025j)  (0.018380+0.023770j)  (0.005129+0.011549j)  (-0.011414+0.030040j)  (0.005643-0.004483j)  (-0.057274+0.058650j)  (-0.006067+0.046835j)  (0.006053-0.009162j)  (0.027289-0.094637j)  (-0.002244-0.012794j)  (-0.015192-0.072092j)  (0.011832+0.005122j)  (-0.003952+0.002309j)  (-0.053207+0.027210j)  (-0.011098-0.085815j)  (0.025752+0.102963j)  (0.012208-0.029801j)  (0.039398+0.014930j)  (0.024684+0.084057j)  (-0.028432+0.020636j)  (-0.005351+0.027984j)  (0.021652-0.026214j)  (-0.003980+0.030683j)  (0.020423-0.000279j)  (-0.021236-0.007517j)  (0.011877+0.003454j)  (0.022120-0.009602j)  (-0.065338+0.057749j)  (0.005712+0.003543j)  (0.000444-0.029945j)  (0.041708-0.001603j)  (-0.014793-0.025019j)  (-0.010256+0.019624j)  (0.001965+0.009652j)  (-0.008381+0.032902j)  (-0.013722+0.046210j)  (-0.032236+0.045090j)  (0.008206+0.001019j)  (0.012807+0.019598j)  (0.005757+0.065158j)  (-0.033985-0.046532j)  (0.043718-0.007512j)  (0.028160-0.077875j)  (-0.007163-0.005217j)  (0.002116+0.048155j)  (-0.024586+0.024535j)  (0.001041-0.021623j)  (0.031828-0.004310j)  (0.042034+0.002260j)  (-0.008176+0.059798j)  (-0.002650-0.031668j)  (-0.024245-0.000692j)  (-0.014813-0.023274j)  (-0.000550-0.066885j)  (0.039288+0.072085j)  (-0.002609+0.003453j)  (0.008679+0.033917j)  (-0.007153-0.004138j)  (-0.057291+0.072133j)  (-0.017148+0.003104j)  (-0.016666-0.010075j)  (0.034201-0.001959j)  (-0.047518-0.021893j)  (0.061619+0.035514j)  (-0.022587+0.028866j)  (-0.000071+0.001146j)  (0.009491-0.071246j)  (-0.033271+0.033277j)  (0.021079-0.008329j)  (0.055198-0.027940j)  (0.030131+0.058486j)  (0.004930+0.089805j)  (0.016977+0.020555j)  (-0.004214+0.027573j)  (0.053323-0.065541j)  (-0.019997+0.004401j)  (-0.007637-0.001850j)  (-0.001901+0.034426j)  (0.021477-0.069874j)  (0.006501+0.035708j)  (0.035758+0.039610j)  (-0.005035+0.054929j)  (-0.007937-0.006057j)  (-0.010353+0.010126j)  (0.039556-0.003888j)  (-0.004818-0.018323j)  (0.014876+0.015400j)
 (-0.162353-0.026649j)  (-0.018248-0.077145j)  (-0.031743+0.019616j)  (-0.801488-0.032530j)  (0.060288+0.026014j)  (-0.052628+0.021240j)  (0.171825-0.027438j)  (0.048968-0.009441j)  (-0.134660-0.138773j)  (0.038284-0.023486j)  (0.007515+0.032737j)  (0.051411+0.098536j)  (0.029218+0.073453j)  (-0.055488-0.063100j)  (-0.018658-0.025576j)  (0.026637+0.052683j)  (-0.038634+0.052449j)  (-0.018069+0.048156j)  (-0.022719+0.080951j)  (0.055573+0.032779j)  (-0.014324-0.003246j)  (0.055752-0.040614j)  (0.009800+0.031432j)  (-0.005146+0.037700j)  (0.016935-0.026099j)  (0.020983+0.003968j)  (-0.014614-0.027960j)  (0.081567+0.009635j)  (0.010290+0.044394j)  (-0.015580+0.008469j)  (0.033393-0.014542j)  (0.037523-0.028481j)  (-0.004118+0.025851j)  (0.033488-0.020646j)  (-0.008653+0.004105j)  (0.029539-0.081628j)  (0.026647-0.009120j)  (-0.006037+0.010198j)  (0.018033-0.004549j)  (0.067563+0.003909j)  (0.018691+0.003690j)  (0.021723+0.033509j)  (0.017051-0.049412j)  (0.002406-0.054500j)  (0.001740+0.036506j)  (0.004313-0.072485j)  (0.027967+0.023901j)  (-0.010385+0.044615j)  (0.005744+0.041383j)  (-0.003119+0.014652j)  (0.023554-0.000762j)  (-0.005199-0.013128j)  (0.005130-0.005293j)  (0.056029-0.021039j)  (0.017427+0.019647j)  (-0.011219+0.033657j)  (-0.001225-0.002018j)  (-0.017889+0.019719j)  (-0.057951+0.032863j)  (0.007184-0.040100j)  (-0.036708+0.018994j)  (0.065089-0.028400j)  (-0.006667-0.000896j)  (-0.030582+0.068142j)  (0.022191+0.025882j)  (-0.028265-0.000687j)  (0.025131-0.016512j)  (-0.086057+0.035234j)  (0.000828+0.001684j)  (0.021141+0.036913j)  (0.028710-0.011445j)  (-0.002344+0.013062j)  (-0.026818-0.017704j)  (0.011575-0.026309j)  (0.024472-0.039448j)  (0.026512+0.017961j)  (0.009148-0.023392j)  (0.031295+0.006007j)  (0.004578-0.021556j)  (0.027246+0.067342j)  (-0.016639+0.009513j)  (0.027875-0.008036j)  (-0.038706-0.054810j)  (0.011564+0.024435j)  (0.018935+0.002743j)  (0.039835+0.040461j)  (-0.002418-0.023040j)  (-0.066078+0.008878j)  (-0.014158-0.025986j)  (-0.012667+0.027793j)  (0.000938+0.012976j)  (0.014210+0.006102j)  (0.022634+0.006388j)  (-0.015929+0.026518j)  (0.014006-0.007062j)  (-0.013095+0.000360j)  (-0.071513-0.005358j)  (-0.014794+0.022318j)  (-0.029788+0.012454j)  (-0.052580+0.010381j)  (0.024451-0.021785j)  (0.004356-0.029108j)  (-0.038557-0.021961j)  (0.010113-0.039042j)  (-0.047084-0.001878j)  (-0.014836+0.038032j)  (0.006712-0.006215j)  (-0.027182-0.029546j)  (0.042532+0.016999j)  (-0.019854+0.011163j)  (-0.015856+0.012843j)  (-0.010386-0.042016j)  (-0.019322+0.053761j)  (-0.015456+0.020096j)  (0.031971-0.031347j)  (0.005677+0.040400j)  (-0.046426-0.060004j)  (0.029422-0.035926j)  (-0.037445-0.026253j)  (0.024887-0.055025j)  (0.029319-0.012503j)  (0.005850+0.004540j)  (-0.061776-0.000034j)  (-0.004903+0.033723j)  (-0.039975-0.082047j)  (-0.010319-0.022687j)  (0.023239-0.019081j)  (-0.011502+0.006040j)
 (-0.092560+0.010921j)  (0.042276+0.016459j)  (-0.002262-0.013648j)  (-0.011747-0.025007j)  (-0.852408-0.013305j)  (0.034902+0.043428j)  (0.027498-0.004013j)  (0.036902+0.002634j)  (-0.059235+0.011914j)  (0.023994+0.000959j)  (-0.005659-0.057724j)  (-0.039372+0.006078j)  (0.044359-0.035471j)  (-0.059874+0.062880j)  (-0.003644-0.012455j)  (0.009479+0.012557j)  (-0.035571+0.035596j)  (0.023543+0.053576j)  (0.027320+0.013898j)  (0.067852-0.007746j)  (-0.044635-0.007310j)  (-0.007633+0.041014j)  (0.004395+0.042002j)  (0.009938-0.030686j)  (-0.015182+0.078202j)  (-0.031013-0.023612j)  (0.016399+0.001815j)  (0.015085-0.002014j)  (-0.046714+0.029016j)  (-0.004968+0.019335j)  (-0.020806+0.018297j)  (0.024264+0.017368j)  (-0.083115-0.021066j)  (0.042925-0.100892j)  (0.001853+0.024976j)  (-0.009733-0.049201j)  (0.070376-0.026268j)  (-0.004152-0.021856j)  (0.001227-0.002359j)  (-0.020405+0.006547j)  (0.030244-0.000153j)  (-0.001356-0.019812j)  (0.038224+0.062200j)  (-0.052247-0.058304j)  (0.026388+0.089955j)  (0.001399-0.011222j)  (-0.047024+0.024105j)  (-0.034927+0.020423j)  (0.027315+0.020778j)  (0.009925-0.010218j)  (0.020508+0.012963j)  (-0.048969+0.047866j)  (0.051364-0.012908j)  (-0.015317+0.013663j)  (-0.032875+0.017975j)  (0.073988-0.015520j)  (-0.003480-0.014124j)  (-0.030764-0.008804j)  (0.005573+0.061155j)  (-0.025384-0.021229j)  (0.010363+0.012667j)  (0.008423+0.053015j)  (0.005689-0.029737j)  (0.012354+0.022399j)  (-0.047895-0.062518j)  (-0.009392+0.009881j)  (-0.015608+0.021243j)  (0.000885+0.003099j)  (0.028038-0.019243j)  (-0.036204-0.072535j)  (-0.021850-0.030409j)  (0.018262+0.001084j)  (0.011618-0.027349j)  (-0.028100-0.078950j)  (-0.008729-0.069819j)  (-0.001833-0.035025j)  (0.000239-0.034746j)  (-0.002675+0.007608j)  (-0.009962-0.044351j)  (-0.006991-0.036396j)  (0.017967-0.023810j)  (0.004661+0.055899j)  (0.007223-0.022050j)  (-0.008695-0.000668j)  (-0.040400-0.022187j)  (0.054738-0.044999j)  (0.031978+0.020130j)  (0.066864-0.038080j)  (0.006872-0.009481j)  (-0.039937+0.039563j)  (0.003594-0.021085j)  (0.017273+0.019487j)  (0.016547-0.054002j)  (-0.003279-0.029377j)  (-0.014595-0.027058j)  (-0.024275+0.008644j)  (-0.012331+0.021940j)  (-0.023434+0.021688j)  (0.015205-0.012083j)  (-0.020470+0.036963j)  (-0.034788+0.062983j)  (0.011211-0.015918j)  (0.036217+0.064073j)  (0.010505+0.009543j)  (0.028785+0.063422j)  (-0.008194+0.025825j)  (0.038415-0.021430j)  (0.013937+0.049371j)  (0.055605+0.015766j)  (-0.009588+0.028686j)  (-0.014648+0.016355j)  (0.008601-0.047495j)  (0.014329+0.003732j)  (-0.052426+0.015611j)  (-0.019885-0.002570j)  (0.005388+0.001389j)  (-0.030220-0.048902j)  (-0.004348-0.012543j)  (-0.021479+0.032999j)  (0.018367+0.038215j)  (-0.011022+0.002099j)  (-0.028989-0.005360j)  (0.009157-0.007786j)  (-0.039234+0.009759j)  (-0.045467-0.002041j)  (0.040878-0.038352j)  (-0.026956-0.058733j)  (-0.042258-0.001131j)
 (0.015115+0.053138j)  (0.009387+0.046974j)  (-0.001337-0.019020j)  (0.022181-0.013511j)  (-0.025396+0.003002j)  (-0.850207+0.015339j)  (0.026167-0.047065j)  (-0.048020-0.005449j)  (0.024828+0.094016j)  (0.027954+0.021301j)  (-0.012752-0.037988j)  (-0.024903+0.097010j)  (0.001864+0.003111j)  (-0.020204-0.004896j)  (0.052157-0.058267j)  (0.057742+0.021308j)  (0.006686+0.005924j)  (0.024673+0.005952j)  (0.036906+0.080068j)  (-0.024328+0.018722j)  (-0.020032-0.039946j)  (-0.032900+0.022287j)  (0.053198+0.062496j)  (0.013983+0.020999j)  (-0.004393-0.062382j)  (-0.011713+0.015631j)  (0.010488+0.038756j)  (-0.023263+0.093739j)  (-0.016235-0.029650j)  (-0.030956-0.030103j)  (0.010271-0.008801j)  (0.009582+0.020834j)  (-0.041969-0.007012j)  (-0.034707+0.004654j)  (-0.033314+0.006880j)  (-0.000985-0.018487j)  (-0.068064+0.052360j)  (-0.009095+0.060143j)  (0.006503+0.133269j)  (0.021055+0.054185j)  (0.000061-0.018929j)  (0.008895-0.051643j)  (-0.037988-0.001925j)  (-0.016294+0.018903j)  (0.061050-0.016275j)  (-0.041668-0.025276j)  (0.021696+0.016854j)  (0.046944+0.013826j)  (0.087095-0.041680j)  (-0.020301-0.094421j)  (0.000737-0.010689j)  (0.014057-0.016865j)  (0.016694-0.056439j)  (0.032597+0.009999j)  (-0.024797-0.065128j)  (0.036282-0.058657j)  (-0.002380-0.008199j)  (0.003331+0.089992j)  (0.039273-0.024972j)  (0.037031-0.007686j)  (-0.027129+0.011090j)  (-0.030635+0.022267j)  (0.005249+0.026168j)  (0.010194-0.042841j)  (-0.025075-0.023443j)  (0.017229-0.017552j)  (-0.013838-0.005531j)  (0.003167+0.028417j)  (0.009328+0.000736j)  (0.019993-0.020767j)  (0.004874-0.024702j)  (-0.029672+0.005456j)  (-0.000688+0.020051j)  (-0.015361+0.011362j)  (-0.009284-0.003130j)  (0.031243-0.026158j)  (0.048654-0.036094j)  (-0.000429+0.034861j)  (-0.001382+0.015313j)  (-0.010379-0.032321j)  (0.008949+0.039583j)  (-0.012647+0.014819j)  (-0.032968+0.002621j)  (-0.033912-0.067249j)  (-0.038134-0.029362j)  (0.013884+0.003330j)  (0.030125-0.004722j)  (-0.015000-0.046020j)  (-0.013696+0.050339j)  (0.005381+0.008496j)  (-0.010717+0.019534j)  (-0.047059-0.026815j)  (-0.009767-0.001550j)  (-0.027715+0.018398j)  (-0.001301-0.063115j)  (-0.028396-0.001766j)  (-0.011170-0.037953j)  (0.047267+0.033891j)  (0.015093+0.031847j)  (-0.003318-0.040515j)  (-0.010938-0.022534j)  (-0.013938-0.020782j)  (0.021112-0.001412j)  (-0.042739+0.065567j)  (-0.007013-0.009678j)  (-0.012932-0.004570j)  (0.022471-0.002641j)  (0.017140-0.016226j)  (-0.022591-0.032483j)  (-0.004562+0.012884j)  (0.012366+0.038938j)  (0.004611-0.050604j)  (0.054852-0.003382j)  (0.041164+0.080722j)  (0.037013+0.044046j)  (0.015279-0.015998j)  (-0.004071+0.026226j)  (0.027230+0.048391j)  (0.041036+0.038864j)  (0.010344+0.030009j)  (0.010210-0.010553j)  (0.016313-0.017261j)  (0.018238+0.032288j)  (0.016057+0.013967j)  (0.006300-0.003306j)  (-0.000429-0.033913j)  (0.008982+0.001675j)  (0.003627-0.003382j)
 (-0.118975+0.029069j)  (0.088026-0.069294j)  (-0.008638+0.045940j)  (-0.071246-0.065444j)  (-0.001286-0.019903j)  (-0.017183+0.003470j)  (-0.840560+0.084275j)  (0.027666-0.029736j)  (-0.146324+0.030724j)  (-0.007032-0.012254j)  (0.001635-0.013083j)  (0.013035-0.032319j)  (0.036748+0.026546j)  (-0.052697+0.020013j)  (-0.005759+0.021219j)  (-0.020100+0.041429j)  (-0.036648-0.008198j)  (-0.039457-0.033509j)  (0.002107-0.016335j)  (0.026108-0.042075j)  (0.035782-0.026633j)  (0.058120-0.016875j)  (-0.023150+0.059799j)  (-0.000882+0.040298j)  (-0.023160-0.016282j)  (-0.001603-0.022824j)  (-0.013383-0.019580j)  (-0.028866+0.142608j)  (0.012833+0.029779j)  (-0.007612+0.011390j)  (0.042865+0.004463j)  (-0.009400-0.028275j)  (0.003024-0.056201j)  (0.038250+0.022241j)  (-0.001420-0.001886j)  (0.013009+0.008412j)  (-0.011670-0.025988j)  (-0.028890-0.017490j)  (-0.027806-0.007330j)  (0.008599-0.020865j)  (-0.028326-0.119693j)  (0.023591+0.002645j)  (0.004249-0.032748j)  (-0.062819-0.010475j)  (-0.005550-0.000125j)  (0.053841-0.008068j)  (-0.003512+0.013200j)  (0.021162+0.084127j)  (0.032191+0.055898j)  (-0.041604-0.026537j)  (0.017930-0.057266j)  (0.028928+0.031903j)  (0.022771-0.007682j)  (-0.005789+0.036283j)  (-0.002500-0.005117j)  (-0.001335+0.035981j)  (-0.024794+0.005191j)  (-0.017057+0.020162j)  (0.016789-0.029345j)  (0.000731-0.003667j)  (-0.015273-0.005480j)  (0.034481-0.006115j)  (-0.035072+0.070506j)  (-0.030475-0.000192j)  (-0.051901-0.010450j)  (0.032800-0.009212j)  (0.010077+0.013456j)  (-0.045549+0.059934j)  (-0.027823-0.059004j)  (0.021173+0.051393j)  (0.005200+0.019959j)  (-0.005841+0.018712j)  (-0.055774+0.010869j)  (0.001904-0.032312j)  (-0.029622+0.009572j)  (0.012277+0.042398j)  (0.023337-0.026287j)  (0.014809+0.005298j)  (0.006200-0.027665j)  (0.010436+0.046462j)  (-0.023592-0.032738j)  (0.008399-0.016268j)  (-0.000811+0.013879j)  (-0.041055-0.022109j)  (-0.012831+0.005108j)  (0.021480-0.011682j)  (-0.001521-0.080474j)  (-0.010809+0.001825j)  (-0.029126-0.023366j)  (0.032143-0.011126j)  (0.005131+0.051922j)  (-0.003214-0.002586j)  (0.031303+0.041127j)  (0.010423-0.014265j)  (-0.035643+0.020207j)  (0.016171+0.042338j)  (-0.039166+0.012184j)  (0.056814+0.012718j)  (0.008582-0.011257j)  (0.007344+0.025854j)  (-0.024368-0.038066j)  (-0.005167-0.028354j)  (-0.007555+0.036734j)  (-0.049464-0.004617j)  (-0.031683+0.022367j)  (0.010194-0.027677j)  (0.000890-0.033795j)  (-0.027044-0.015365j)  (0.034451+0.000730j)  (0.011231-0.050403j)  (0.003482-0.003899j)  (0.000719-0.022873j)  (-0.017988-0.024228j)  (-0.009779+0.044557j)  (0.041270-0.038143j)  (-0.016156-0.006747j)  (-0.036311+0.053255j)  (0.029844-0.053218j)  (0.004795+0.026410j)  (-0.008464-0.030592j)  (-0.026708+0.005847j)  (-0.011504+0.044734j)  (-0.021111+0.014413j)  (0.012694-0.054403j)  (-0.013551+0.005916j)  (0.010615+0.020208j)  (0.033525-0.019731j)  (-0.033363+0.000661j)
 (0.015708-0.012233j)  (0.026580-0.045746j)  (0.007842-0.001173j)  (-0.024885-0.004473j)  (-0.033337+0.006548j)  (0.030107-0.036533j)  (-0.030427-0.037866j)  (-0.905818+0.024111j)  (-0.051646+0.011364j)  (0.051513-0.047305j)  (-0.035342-0.010695j)  (-0.001330-0.029461j)  (0.057152+0.040099j)  (-0.004412+0.018999j)  (0.031585-0.031967j)  (-0.009869-0.071638j)  (-0.043796+0.031344j)  (-0.010046+0.002337j)  (0.021175+0.004574j)  (-0.001528+0.051718j)  (0.008372-0.052474j)  (0.001711-0.019276j)  (0.009568+0.014375j)  (0.007723-0.014298j)  (0.032261+0.038299j)  (-0.026910-0.005753j)  (0.032993-0.007486j)  (0.001478-0.004872j)  (0.041770+0.017432j)  (-0.001657+0.023529j)  (0.012802-0.016876j)  (-0.004182-0.018936j)  (-0.027072-0.005969j)  (0.012359+0.025770j)  (0.004596+0.005430j)  (0.013778-0.003105j)  (0.029629+0.036451j)  (0.026097-0.032644j)  (0.028112-0.084333j)  (-0.013032-0.019929j)  (0.018337+0.005791j)  (-0.001574-0.023435j)  (-0.024066-0.033232j)  (-0.016656+0.039989j)  (-0.022293+0.004475j)  (-0.030142+0.052670j)  (-0.009278-0.015857j)  (-0.012874+0.011261j)  (-0.017824+0.014250j)  (-0.002343+0.014468j)  (0.013652-0.008655j)  (-0.031096-0.064949j)  (-0.030245-0.013778j)  (0.022561-0.010715j)  (-0.001020-0.003180j)  (-0.005829-0.027058j)  (-0.001746+0.056182j)  (-0.015081+0.064439j)  (0.013428-0.062164j)  (-0.003647-0.059215j)  (-0.046281-0.050796j)  (0.037522-0.041155j)  (0.009777+0.020948j)  (-0.048758-0.046705j)  (0.005903+0.066690j)  (-0.048229-0.030463j)  (-0.011879-0.019047j)  (0.003419-0.003697j)  (0.012909-0.020528j)  (-0.013664-0.026244j)  (0.014173-0.035263j)  (0.015726+0.013094j)  (0.034833+0.010384j)  (0.004475-0.000522j)  (-0.032554-0.028153j)  (-0.016507+0.014658j)  (-0.002951+0.000784j)  (-0.000521-0.009401j)  (-0.016453-0.014625j)  (0.005197+0.030566j)  (0.007077+0.014563j)  (0.025548-0.039274j)  (-0.012136-0.030562j)  (0.006620+0.040854j)  (-0.011766+0.035394j)  (0.027492-0.058543j)  (0.014123+0.003041j)  (-0.001958-0.009593j)  (-0.009074-0.001827j)  (-0.011932+0.022243j)  (0.004299+0.005528j)  (0.027528-0.015918j)  (-0.017293-0.007717j)  (-0.016241-0.016184j)  (-0.015495-0.003831j)  (-0.013289-0.007497j)  (0.004341-0.012441j)  (-0.041292+0.001539j)  (-0.017842+0.006607j)  (0.020794-0.019528j)  (0.006282-0.007446j)  (-0.040236+0.048367j)  (-0.026571-0.007969j)  (-0.000242-0.016312j)  (0.002856-0.002672j)  (0.002739+0.008040j)  (-0.042394-0.002056j)  (0.010234+0.006120j)  (-0.009966-0.000348j)  (0.005573-0.007719j)  (-0.026951+0.020501j)  (0.031329-0.021924j)  (0.002562+0.043180j)  (0.000148-0.038924j)  (-0.009819+0.039679j)  (-0.000848+0.030460j)  (-0.000076-0.040186j)  (0.045120-0.024220j)  (-0.022303-0.002407j)  (-0.006213+0.008313j)  (0.051064+0.028952j)  (-0.014088-0.047740j)  (-0.014041-0.017952j)  (-0.033396+0.004019j)  (0.030616-0.045558j)  (0.026638-0.008028j)  (0.019071-0.021059j)  (-0.025453-0.032399j)
