 (-0.316773+0.000319j)  (-0.000732+0.046885j)  (-0.241420-0.021960j)  (0.047829+0.196117j)  (-0.007528-0.077612j)  (0.032011+0.021279j)  (0.165417-0.018801j)  (-0.187653-0.051624j)  (0.006807-0.042745j)  (-0.077202+0.016206j)  (0.037645+0.001620j)  (-0.144946+0.029512j)  (-0.018252+0.071583j)  (-0.069437+0.062520j)  (0.034937-0.026494j)  (0.005993-0.003133j)  (0.087929-0.024268j)  (-0.076727-0.028174j)  (-0.021839+0.029139j)  (-0.113595-0.067050j)  (-0.032784-0.029042j)  (0.015799+0.041067j)  (0.044422-0.002589j)  (-0.061341-0.009557j)  (0.033085+0.023563j)  (-0.018549+0.041517j)  (0.002825+0.035493j)  (0.029469+0.053601j)  (0.018934-0.047005j)  (-0.001445-0.049101j)  (0.011259+0.008262j)  (-0.005124-0.041453j)  (-0.049812-0.055730j)  (-0.068396+0.068107j)  (0.035843-0.151841j)  (0.056943+0.038171j)  (-0.066670-0.035100j)  (0.068712-0.010599j)  (-0.009569-0.023779j)  (0.018818-0.039828j)  (-0.000760-0.041341j)  (-0.024250-0.082203j)  (-0.009030-0.023640j)  (-0.030166-0.026792j)  (0.046729-0.009725j)  (-0.052432+0.008504j)  (-0.054557+0.017108j)  (-0.036253+0.049807j)  (0.030415-0.029855j)  (0.018907-0.058476j)  (-0.065400-0.065051j)  (0.009543+0.006168j)  (-0.035443+0.087780j)  (-0.021185+0.030839j)  (-0.101224-0.032610j)  (-0.015026-0.022360j)  (0.038734-0.014322j)  (0.047768-0.046043j)  (-0.011342-0.044508j)  (0.006918+0.037556j)  (-0.035163+0.028813j)  (-0.015949-0.047700j)  (-0.014409+0.028875j)  (-0.012355-0.026142j)  (0.025335-0.006593j)  (0.093224+0.019980j)  (-0.041369-0.007555j)  (-0.032151+0.047818j)  (0.014502+0.004949j)  (0.058144-0.011669j)  (-0.059823-0.024915j)  (-0.030295+0.021625j)  (0.022535+0.024265j)  (0.040240+0.011061j)  (-0.023100-0.031723j)  (0.007231+0.084467j)  (-0.014145-0.013005j)  (-0.000310+0.010048j)  (-0.021367+0.009973j)  (-0.040146-0.028027j)  (0.056352+0.025359j)  (0.030573+0.018139j)  (0.019689-0.027329j)  (-0.000114+0.073192j)  (-0.056969-0.054702j)  (0.024515-0.019886j)  (0.025193-0.016904j)  (-0.007982-0.010957j)  (0.063201+0.026678j)  (0.053424+0.027713j)  (0.030120-0.028103j)  (-0.065488+0.018652j)  (0.012807+0.005219j)  (-0.012501-0.038692j)  (0.002629+0.000940j)  (0.042006-0.062360j)  (-0.061915-0.004167j)  (-0.030805-0.007661j)  (-0.008555+0.030787j)  (-0.030900+0.082093j)  (0.003295-0.071814j)  (-0.011361+0.023829j)  (-0.005450+0.000919j)  (-0.076938+0.015427j)  (-0.027363-0.005060j)  (0.001338-0.041383j)  (0.017867-0.057772j)  (-0.007322-0.019760j)  (-0.056176+0.053294j)  (0.011573+0.057510j)  (-0.037597+0.039391j)  (0.021464-0.039353j)  (-0.046891-0.009135j)  (-0.013676-0.101285j)  (0.046868-0.023758j)  (-0.012838-0.003652j)  (0.024959-0.032589j)  (0.036702-0.020866j)  (-0.000453+0.001298j)  (0.014507+0.062301j)  (0.025638-0.016945j)  (-0.021434+0.025662j)  (0.048632-0.013355j)  (-0.014992-0.066871j)  (-0.021283-0.039860j)  (-0.055805+0.005634j)  (-0.017607-0.002433j)  (-0.039231+0.023718j)  (-0.003778+0.004602j)  (-0.035187-0.028678j)  (-0.057668+0.002925j)  (-0.039846-0.026104j)  (-0.039993-0.006636j)  (0.003853-0.062110j)  (0.031692+0.008539j)  (-0.023675+0.039579j)  (-0.098725+0.004901j)  (-0.024714-0.010645j)  (-0.017072+0.038731j)  (-0.020617-0.039644j)  (0.030923+0.004104j)  (-0.003400+0.008068j)  (0.066022-0.012762j)  (-0.017953+0.000137j)  (-0.035298-0.003276j)  (0.045125+0.009861j)  (-0.024183-0.000328j)  (-0.031381+0.072295j)  (-0.000185-0.017251j)  (-0.009850+0.007294j)  (-0.036015+0.051053j)  (-0.016644+0.014564j)  (0.019744-0.008818j)  (-0.020201-0.024400j)  (0.011703+0.009336j)  (-0.030797+0.003503j)  (-0.078049+0.060450j)  (-0.002777+0.013274j)  (0.001495+0.008412j)  (-0.030270+0.028488j)  (-0.008808-0.006077j)  (-0.003976-0.025104j)  (0.019203+0.028029j)  (0.047606+0.000375j)  (0.012617-0.006821j)  (-0.017716-0.020483j)  (-0.004519-0.035729j)  (-0.019832-0.026476j)  (-0.038670+0.009544j)  (-0.088945-0.025404j)  (0.055830-0.012603j)  (-0.019348+0.034713j)  (-0.030022-0.025834j)  (-0.040663+0.048831j)  (0.000515+0.034313j)  (0.010734+0.007439j)  (0.053780+0.037072j)  (-0.001698-0.046271j)  (-0.023760+0.022808j)  (0.039527+0.001954j)  (-0.017428-0.006976j)  (-0.017739-0.007542j)  (-0.014709+0.035913j)  (-0.033632+0.005520j)  (-0.026295-0.020290j)  (0.017833-0.006391j)  (0.023752+0.005545j)  (0.062221+0.014189j)  (0.016777-0.013744j)  (-0.028436-0.014198j)  (-0.043581-0.056208j)  (-0.012934-0.043240j)  (0.002514-0.002110j)  (0.062675-0.029104j)  (-0.015208+0.029957j)  (0.059552+0.024150j)  (0.031334+0.064651j)  (-0.012104+0.002767j)  (0.027765+0.043267j)  (-0.029701-0.077735j)  (-0.003694-0.003307j)  (0.046287-0.039134j)  (-0.041933-0.000656j)  (0.003131+0.030043j)  (0.004140-0.005392j)  (-0.019300-0.025744j)  (0.067892-0.009830j)  (-0.012264+0.029649j)  (0.019798-0.029867j)  (0.013446-0.003824j)  (0.045352-0.018472j)  (0.036688+0.031382j)  (-0.011897-0.044956j)  (0.034504-0.002219j)  (0.017182-0.057640j)  (0.055667+0.001978j)  (-0.020275+0.032471j)  (-0.014773-0.010110j)  (0.028719+0.017819j)  (0.026855+0.032435j)  (0.018405-0.004354j)  (-0.010096+0.035149j)  (0.037331-0.002356j)  (-0.044976+0.031314j)  (0.023396-0.006448j)  (0.031444-0.006909j)  (0.006218-0.026519j)  (-0.030230-0.054379j)  (-0.006257-0.026431j)  (-0.023533+0.030813j)  (-0.047135-0.011004j)  (0.004474-0.005963j)  (0.036542-0.021973j)  (0.004481+0.013811j)  (0.014617-0.015848j)  (-0.000982+0.032666j)  (-0.044649+0.016258j)  (0.025667-0.033646j)  (-0.032009+0.022322j)  (0.004808+0.042687j)  (-0.044059-0.027688j)  (0.095178-0.029120j)  (0.055985+0.016039j)  (0.004481-0.020604j)  (-0.037044+0.025099j)  (-0.000632-0.021905j)  (0.045495+0.010274j)  (-0.036236-0.011051j)  (-0.029777-0.009560j)  (-0.052323-0.010076j)  (0.044236-0.004597j)  (-0.003802+0.002296j)  (0.020504+0.015517j)  (-0.073524-0.017285j)  (0.263967+0.049101j)  (0.003934+0.017470j)
 (0.026658-0.030484j)  (-0.376724+0.020215j)  (-0.026584-0.041470j)  (0.122073+0.036821j)  (-0.165390+0.095821j)  (0.164242+0.007242j)  (0.015032-0.029810j)  (0.077868-0.023115j)  (0.183963-0.061836j)  (-0.053852+0.052333j)  (-0.132242-0.005134j)  (0.044943-0.070575j)  (0.020486+0.004784j)  (-0.029159+0.061812j)  (-0.022593-0.035869j)  (-0.019274-0.016268j)  (-0.051523+0.064235j)  (-0.044149-0.098670j)  (-0.057857+0.021527j)  (0.072482+0.124617j)  (-0.001377+0.053507j)  (0.002505+0.065807j)  (-0.053006-0.055141j)  (0.056701+0.022006j)  (-0.016892+0.006520j)  (0.068977+0.033796j)  (0.000917-0.031466j)  (-0.023302-0.020798j)  (-0.048472+0.001538j)  (0.040486-0.088211j)  (-0.116388-0.042502j)  (0.065077+0.074552j)  (-0.053911+0.019796j)  (0.039705-0.000747j)  (-0.005279-0.026095j)  (0.131747+0.031006j)  (-0.014687-0.046450j)  (0.040470+0.001643j)  (-0.018100-0.077057j)  (0.051734+0.031468j)  (0.015353+0.013710j)  (0.041355+0.035092j)  (-0.035122-0.018447j)  (0.053944+0.044760j)  (0.065743+0.040055j)  (-0.004848-0.014679j)  (0.061786+0.034017j)  (-0.090543+0.018014j)  (-0.005345+0.048024j)  (0.066022+0.039445j)  (-0.005398-0.003936j)  (-0.015805-0.060703j)  (0.039993+0.036475j)  (0.040015-0.016876j)  (0.051863-0.022993j)  (0.023908-0.051580j)  (0.062478+0.025754j)  (-0.028273-0.052497j)  (0.015071-0.010271j)  (0.000970-0.001790j)  (-0.022668-0.004121j)  (-0.006067-0.031971j)  (-0.023736+0.010010j)  (0.002615-0.007183j)  (0.033760+0.005992j)  (-0.040191+0.013547j)  (0.032059-0.009069j)  (0.014390-0.043676j)  (0.020695-0.047478j)  (0.013204+0.022458j)  (0.014297-0.025537j)  (-0.009692+0.048063j)  (0.012975+0.054805j)  (0.012773-0.033369j)  (0.001023+0.018266j)  (0.027142+0.013087j)  (0.000321+0.023991j)  (-0.092701+0.062149j)  (0.048544-0.041038j)  (0.018395+0.035349j)  (0.007571-0.003083j)  (0.000940-0.011198j)  (0.035006-0.041047j)  (0.042122-0.019051j)  (0.055827+0.022467j)  (-0.031677+0.047654j)  (-0.006067+0.005669j)  (0.073839+0.011708j)  (-0.035125+0.020530j)  (-0.020948+0.061506j)  (-0.012091-0.045630j)  (0.011929+0.002616j)  (0.027750+0.025029j)  (0.008687-0.074808j)  (-0.084063-0.000862j)  (-0.050063-0.042121j)  (0.031834+0.040332j)  (0.008477+0.016271j)  (0.047544+0.033626j)  (-0.044913+0.006944j)  (-0.061553-0.025351j)  (-0.018886+0.017555j)  (-0.011175-0.029570j)  (0.033693+0.017254j)  (-0.005872-0.005215j)  (0.049371-0.027332j)  (-0.043139-0.047308j)  (-0.003602-0.024331j)  (-0.067042-0.015083j)  (0.071608+0.001107j)  (-0.032884+0.033328j)  (-0.021026-0.018726j)  (-0.002814-0.034949j)  (-0.013368+0.023836j)  (-0.067448-0.055748j)  (0.059457+0.002788j)  (-0.025540+0.018034j)  (-0.012801+0.039077j)  (0.032187+0.046199j)  (-0.017375+0.034307j)  (0.035464+0.000368j)  (0.061442-0.012053j)  (0.055269-0.006045j)  (0.012675-0.031519j)  (0.028556-0.029725j)  (-0.009453+0.042141j)  (0.023655+0.001207j)  (-0.025671+0.017257j)  (0.015551-0.001758j)  (-0.037241+0.002388j)  (0.034015+0.023071j)  (-0.007248+0.028216j)  (0.018293-0.006093j)  (0.052898-0.015883j)  (0.036675-0.002016j)  (0.014835-0.049156j)  (-0.038753+0.062400j)  (0.027955+0.025737j)  (-0.000198-0.009236j)  (-0.002379+0.038364j)  (0.009204+0.014806j)  (-0.029954+0.001182j)  (0.021957+0.010187j)  (-0.006552-0.047704j)  (-0.027548+0.025421j)  (0.040872-0.047275j)  (-0.027421+0.003403j)  (-0.034747-0.091023j)  (-0.056183+0.058861j)  (0.000191-0.015728j)  (0.003926-0.005224j)  (0.002426+0.021830j)  (-0.022657-0.058880j)  (0.008320+0.048560j)  (0.017870-0.027481j)  (0.013079-0.021387j)  (0.042775+0.011757j)  (0.002356-0.028627j)  (0.008697+0.041487j)  (0.016952+0.029488j)  (-0.029608-0.000221j)  (0.030398+0.013819j)  (-0.010054+0.040216j)  (-0.041521-0.033365j)  (0.010554-0.061653j)  (-0.011396-0.057729j)  (-0.019932+0.013586j)  (-0.079715-0.064990j)  (0.064097-0.011113j)  (-0.027769-0.010569j)  (-0.024838-0.027134j)  (0.003317+0.044426j)  (0.014733-0.013682j)  (-0.005421+0.011896j)  (0.007606+0.053620j)  (0.044142+0.005036j)  (-0.026548+0.026137j)  (-0.003810+0.019696j)  (-0.025631-0.014337j)  (-0.068136+0.033608j)  (-0.006571-0.005029j)  (0.064257-0.002750j)  (0.031875-0.029585j)  (0.010321+0.019797j)  (-0.035386+0.031476j)  (0.056473-0.002507j)  (0.048429-0.015065j)  (-0.014021+0.004281j)  (0.041939+0.036016j)  (0.032705+0.058164j)  (-0.082907-0.030725j)  (0.043783-0.025971j)  (-0.004612+0.014730j)  (0.005810+0.011204j)  (-0.074952-0.020623j)  (-0.092644-0.051522j)  (0.019209+0.057730j)  (0.042128-0.019177j)  (0.021768-0.033260j)  (-0.051680-0.003537j)  (-0.028837-0.054683j)  (0.051318-0.044327j)  (0.006528-0.005572j)  (-0.010928+0.014704j)  (0.028112-0.031596j)  (0.056550-0.011560j)  (-0.012442-0.019020j)  (0.010421-0.006087j)  (-0.022273-0.013942j)  (-0.037626+0.002635j)  (-0.009728-0.004061j)  (0.053662+0.053790j)  (-0.042531+0.040828j)  (0.028608-0.008848j)  (-0.053684+0.022196j)  (0.029341+0.040549j)  (0.060387+0.045516j)  (0.024325-0.007629j)  (-0.102644+0.007352j)  (-0.016352+0.028409j)  (0.009278-0.024812j)  (0.024785+0.006730j)  (-0.069868-0.009784j)  (-0.014206-0.011326j)  (-0.045595-0.037122j)  (0.004071-0.011295j)  (0.012495+0.049824j)  (-0.100454-0.057004j)  (0.012150+0.024648j)  (-0.030223+0.016232j)  (0.073593-0.028657j)  (0.081999+0.007555j)  (-0.044539-0.000004j)  (-0.002271+0.039758j)  (-0.012007+0.039192j)  (-0.051293-0.005471j)  (0.037213-0.051879j)  (0.064360+0.028787j)  (0.067299+0.025891j)  (0.039108-0.044374j)  (-0.018659-0.015581j)  (0.050215+0.026880j)  (-0.021132+0.075327j)  (-0.041548-0.002040j)  (-0.003610+0.069226j)  (-0.020428-0.014683j)  (-0.025135-0.028395j)  (-0.022861-0.019203j)  (-0.026263+0.061455j)  (0.040809-0.013593j)  (-0.000018+0.016806j)  (-0.024370-0.002082j)  (-0.023199+0.060071j)  (0.086297+0.013676j)  (0.028811+0.030477j)  (-0.056542-0.027474j)
 (-0.154265-0.024003j)  (-0.097484+0.067508j)  (-0.426151-0.015776j)  (-0.005367-0.056099j)  (0.054948-0.052902j)  (-0.012277+0.056977j)  (-0.223686-0.010463j)  (0.140827+0.050059j)  (-0.089966-0.093232j)  (-0.122800-0.047596j)  (0.058380+0.019523j)  (0.045283-0.020722j)  (0.000330+0.044841j)  (-0.026582+0.097142j)  (-0.090899-0.003039j)  (0.073116+0.057450j)  (-0.070607-0.126289j)  (-0.021261+0.016652j)  (0.042918-0.014678j)  (-0.045471+0.023166j)  (0.028880-0.008120j)  (-0.126498+0.049629j)  (-0.141341-0.076837j)  (0.016362-0.033983j)  (0.002166-0.002294j)  (-0.059930+0.025225j)  (-0.063974-0.000344j)  (0.012863+0.028967j)  (0.070452+0.028696j)  (-0.059506+0.025280j)  (-0.047935-0.013403j)  (0.015726-0.006747j)  (0.082946-0.036342j)  (-0.009738-0.042731j)  (-0.055948+0.007404j)  (-0.014093-0.019496j)  (-0.009779-0.041357j)  (-0.101213+0.021014j)  (0.037467+0.051077j)  (-0.026930+0.029645j)  (0.063160-0.035936j)  (-0.056421+0.006789j)  (-0.070295-0.028680j)  (0.066316-0.055721j)  (0.012197+0.139111j)  (0.038186+0.013647j)  (0.019293-0.089660j)  (0.007002-0.016943j)  (0.016708-0.002158j)  (0.002236+0.023022j)  (0.022817-0.005274j)  (-0.010838+0.010258j)  (-0.013394-0.049118j)  (0.006321-0.003230j)  (0.019025+0.046826j)  (0.055967+0.044033j)  (-0.076244-0.035910j)  (0.039470+0.021286j)  (-0.061330-0.051174j)  (-0.022770-0.001796j)  (0.009037+0.023855j)  (-0.043338+0.021044j)  (-0.031115+0.049665j)  (-0.041274+0.078005j)  (0.011653+0.066249j)  (-0.014899+0.025138j)  (-0.012063-0.006459j)  (-0.036787+0.035402j)  (-0.000325+0.047435j)  (-0.049783+0.045271j)  (0.049013+0.066841j)  (0.044603-0.036282j)  (0.001671-0.009423j)  (0.007448+0.020101j)  (0.042038+0.035401j)  (-0.033184-0.009461j)  (-0.021769+0.014149j)  (0.007736-0.024834j)  (0.001286+0.029754j)  (0.079591-0.039678j)  (-0.028030+0.080858j)  (0.013945-0.023295j)  (0.013767-0.052468j)  (-0.074721-0.038681j)  (0.000308+0.007439j)  (-0.057617-0.017505j)  (-0.000969+0.028571j)  (-0.029718+0.034041j)  (-0.048588-0.023530j)  (-0.030854-0.027428j)  (-0.043652-0.008689j)  (-0.017636-0.025522j)  (-0.014129-0.010872j)  (0.017811+0.018103j)  (0.072479+0.000316j)  (-0.034046+0.007849j)  (0.010500-0.052491j)  (-0.009995-0.047367j)  (0.020560+0.031410j)  (0.003094+0.026878j)  (0.010018-0.020950j)  (-0.033627-0.013810j)  (0.025403+0.020296j)  (0.082384+0.020859j)  (0.070597+0.008617j)  (-0.009509-0.021609j)  (-0.020850+0.030181j)  (0.077388+0.013433j)  (0.027310+0.025442j)  (0.027073+0.008593j)  (0.001654+0.023364j)  (-0.028650-0.018423j)  (0.084423+0.003609j)  (-0.043663-0.003476j)  (-0.021329-0.062224j)  (0.036390-0.005171j)  (-0.040303-0.001564j)  (-0.014093-0.047069j)  (0.021639-0.016385j)  (-0.005886+0.012785j)  (0.004019+0.012120j)  (0.003534-0.013708j)  (-0.015643-0.004345j)  (-0.048303-0.015101j)  (-0.003584-0.002352j)  (0.032473+0.014049j)  (0.061779-0.032110j)  (-0.022302-0.012226j)  (-0.054872+0.010742j)  (0.005016+0.014793j)  (0.010854+0.066526j)  (0.049178+0.031111j)  (0.014645-0.010554j)  (0.003193+0.013136j)  (-0.006586+0.009711j)  (-0.049721+0.017433j)  (0.066392-0.008808j)  (0.046532-0.035628j)  (0.037405-0.030403j)  (-0.005043-0.048551j)  (-0.014376+0.022480j)  (-0.013176+0.004605j)  (-0.002850+0.001241j)  (0.011012+0.019411j)  (0.012032+0.004815j)  (-0.022169+0.045504j)  (0.038843-0.000060j)  (0.038391-0.043382j)  (-0.062030+0.005685j)  (0.031161+0.003569j)  (0.033735+0.005862j)  (-0.031846+0.050501j)  (-0.020817-0.042498j)  (0.029584-0.010779j)  (0.010109-0.001556j)  (0.004224-0.041886j)  (-0.017732+0.012900j)  (-0.001349-0.005088j)  (0.010645-0.016086j)  (-0.017332+0.011835j)  (0.043045-0.079848j)  (0.011461+0.017648j)  (0.006999-0.015889j)  (0.010441-0.018307j)  (0.036826+0.002532j)  (0.053714-0.022943j)  (0.017093+0.000766j)  (0.002606-0.030726j)  (0.055980-0.003844j)  (0.037912-0.025573j)  (-0.058976+0.003702j)  (0.042808-0.015326j)  (-0.020650+0.052024j)  (0.035711-0.023123j)  (-0.031615+0.021966j)  (-0.017486-0.012852j)  (-0.093533-0.039854j)  (0.029295+0.018766j)  (-0.048646+0.012877j)  (0.016425+0.014116j)  (-0.045440+0.032140j)  (-0.029497-0.010396j)  (-0.007622-0.035245j)  (0.002688+0.047071j)  (-0.011703+0.029265j)  (0.012713+0.006253j)  (-0.054359-0.003016j)  (-0.005496-0.042171j)  (-0.044503+0.004557j)  (0.008499-0.033857j)  (-0.012221-0.042682j)  (0.018191+0.025000j)  (-0.047368-0.018363j)  (-0.032637-0.007544j)  (-0.057022-0.008292j)  (0.023000-0.027383j)  (0.048020+0.016782j)  (0.005833-0.007084j)  (-0.121986-0.011955j)  (-0.003436-0.018744j)  (-0.013363+0.016447j)  (-0.020185-0.006562j)  (0.034433-0.015299j)  (0.034756-0.035487j)  (-0.005219+0.041957j)  (0.075890+0.023258j)  (-0.017576+0.015854j)  (-0.002135+0.038782j)  (0.014736-0.039728j)  (0.040879-0.021169j)  (0.009101+0.079018j)  (0.032609+0.029121j)  (-0.002067-0.073839j)  (-0.066852+0.036757j)  (-0.041207-0.013059j)  (-0.024330+0.005564j)  (-0.025547+0.021188j)  (0.028938+0.035821j)  (0.000311+0.011789j)  (-0.032374-0.040128j)  (0.011715-0.039851j)  (0.030226-0.000853j)  (0.055512+0.039112j)  (0.033469+0.063986j)  (-0.032106-0.024915j)  (-0.018679-0.028734j)  (0.002496-0.012325j)  (0.001833+0.013548j)  (-0.022491-0.023700j)  (-0.019040-0.014280j)  (-0.014584+0.033281j)  (0.010319+0.010674j)  (-0.059552+0.001884j)  (-0.002206-0.026696j)  (0.023777+0.002980j)  (0.065862-0.003426j)  (0.010416+0.003685j)  (0.003634+0.013840j)  (0.030176+0.033505j)  (0.003788+0.018385j)  (0.026707-0.030814j)  (-0.017432-0.011660j)  (-0.039057-0.030716j)  (0.027362-0.024696j)  (0.052416-0.051838j)  (-0.045703+0.038371j)  (0.013817+0.032715j)  (0.039252+0.003066j)  (-0.042110-0.024051j)  (-0.032737-0.010378j)  (0.016829+0.025873j)  (0.036152-0.030363j)  (0.005020-0.001046j)  (0.033458+0.029534j)  (0.055889+0.028637j)  (0.065238-0.048071j)
 (0.052971-0.010242j)  (0.008411-0.141880j)  (-0.008569-0.072741j)  (-0.415918+0.001344j)  (0.266054-0.010015j)  (0.228558+0.083946j)  (-0.006875+0.017750j)  (0.033190+0.012083j)  (0.099142+0.037997j)  (0.075938-0.081138j)  (0.090019+0.015470j)  (-0.048727+0.004362j)  (0.107957+0.007796j)  (0.103470+0.019044j)  (-0.076755-0.020801j)  (0.087029+0.016423j)  (0.020940-0.024773j)  (-0.063435+0.018532j)  (-0.024625-0.027376j)  (0.080165+0.054096j)  (-0.063832-0.040871j)  (-0.040762+0.022117j)  (-0.088349-0.070065j)  (0.014601+0.086059j)  (0.034970+0.053453j)  (0.030406+0.014960j)  (-0.036558-0.031358j)  (-0.010493+0.040160j)  (-0.066369+0.033629j)  (-0.081957+0.061275j)  (-0.062380+0.015476j)  (-0.029715-0.018179j)  (0.007179+0.031604j)  (0.041067+0.077932j)  (0.056907+0.004234j)  (-0.011413-0.035715j)  (0.059899+0.019534j)  (0.062399-0.026311j)  (0.057550-0.032946j)  (0.074519-0.000725j)  (-0.054124-0.039253j)  (-0.045748-0.047934j)  (-0.056966+0.020942j)  (0.047476-0.005923j)  (0.096755-0.007882j)  (0.005491-0.013973j)  (0.044178+0.029612j)  (0.042738+0.081446j)  (-0.023329-0.013989j)  (0.016694+0.021376j)  (0.015720+0.023759j)  (-0.102219-0.001498j)  (0.050380+0.012407j)  (0.020247-0.050978j)  (-0.043241+0.033043j)  (-0.029487-0.023329j)  (-0.055997-0.047142j)  (-0.034875-0.058573j)  (-0.011845-0.012168j)  (-0.009123+0.025532j)  (0.039030-0.021357j)  (-0.050007+0.032901j)  (-0.021344-0.052044j)  (-0.018838-0.002261j)  (-0.024864-0.075543j)  (0.058567-0.009191j)  (-0.022550-0.042333j)  (0.042654+0.014954j)  (0.007292-0.051930j)  (-0.057163-0.009678j)  (0.026772-0.001889j)  (-0.043350+0.014823j)  (0.026407+0.008728j)  (-0.021077-0.008114j)  (-0.095685+0.018711j)  (0.012373+0.014451j)  (0.017537-0.012754j)  (-0.037833-0.026760j)  (0.021581-0.023363j)  (-0.034470-0.014859j)  (0.050910+0.043847j)  (0.025565+0.043938j)  (-0.010347+0.027090j)  (0.013526+0.066770j)  (0.004085-0.047992j)  (0.041847-0.024995j)  (-0.052350+0.035020j)  (0.045659-0.025171j)  (0.035283+0.022529j)  (0.027059-0.068355j)  (-0.003186+0.023417j)  (0.020225+0.026082j)  (0.027320+0.083030j)  (0.021359+0.023772j)  (0.022498+0.001936j)  (-0.030142+0.008866j)  (0.022961+0.018738j)  (0.032736+0.003368j)  (0.043625-0.023809j)  (0.024009-0.017601j)  (-0.041289+0.028400j)  (0.054035+0.027196j)  (0.002978+0.025567j)  (-0.018505-0.021897j)  (-0.026517-0.000785j)  (0.032043+0.003334j)  (-0.013863+0.008148j)  (0.024397-0.014170j)  (-0.029819+0.000468j)  (0.070677+0.009943j)  (0.023653-0.012972j)  (-0.003482-0.058407j)  (-0.045700-0.037269j)  (-0.018482-0.002903j)  (-0.060426-0.040328j)  (-0.022001+0.021866j)  (0.004977-0.005408j)  (-0.008590-0.024188j)  (0.023886+0.055188j)  (0.023602-0.041198j)  (0.013512+0.007368j)  (0.015502-0.032668j)  (-0.032441+0.001623j)  (-0.014153-0.042061j)  (-0.002673+0.012763j)  (0.023403+0.039355j)  (-0.034830+0.032965j)  (0.050176-0.052023j)  (0.006407+0.031166j)  (-0.012302+0.057558j)  (-0.006752+0.033586j)  (-0.044934+0.051626j)  (-0.048146-0.013856j)  (-0.035259+0.014310j)  (-0.032403+0.001643j)  (0.002861-0.036591j)  (-0.033468-0.010212j)  (0.007609+0.009138j)  (-0.036402-0.001813j)  (0.052601-0.016546j)  (0.023338+0.004598j)  (0.050997+0.015675j)  (-0.013345+0.004669j)  (-0.039757+0.019979j)  (-0.003728-0.005545j)  (0.010122+0.006615j)  (0.020320+0.036503j)  (-0.042219-0.001011j)  (0.050760-0.046849j)  (-0.046556-0.010885j)  (0.052077+0.005807j)  (-0.024753+0.012744j)  (-0.040849+0.023496j)  (0.007436-0.038441j)  (0.019968-0.034001j)  (0.014019+0.017296j)  (-0.003959+0.037160j)  (-0.005028+0.011281j)  (0.035131+0.015898j)  (0.015408+0.018396j)  (0.016142-0.015190j)  (-0.042962-0.004062j)  (0.001252+0.017784j)  (0.015137-0.004678j)  (0.015257+0.050795j)  (-0.015822+0.035353j)  (-0.002771-0.062315j)  (-0.008342-0.055827j)  (-0.047408+0.039978j)  (0.030732-0.004552j)  (-0.004539-0.014478j)  (0.008491-0.028072j)  (0.007321+0.012189j)  (-0.034490-0.031820j)  (0.031066+0.011277j)  (-0.074353-0.005269j)  (0.049913+0.066211j)  (-0.010071-0.002496j)  (-0.015452+0.065321j)  (0.010317+0.004892j)  (-0.006689-0.032257j)  (0.017911+0.025074j)  (-0.029757+0.043470j)  (-0.047562+0.001839j)  (-0.002114-0.006379j)  (0.041312+0.001438j)  (0.007620+0.026911j)  (0.047201-0.004434j)  (0.059077+0.002220j)  (0.024715-0.004543j)  (-0.087200-0.000149j)  (-0.033783+0.020503j)  (-0.049147+0.022161j)  (0.002941-0.025050j)  (-0.009190+0.018248j)  (-0.008174-0.020066j)  (0.036703+0.041038j)  (-0.059772-0.013129j)  (0.012144+0.011656j)  (-0.052769+0.017892j)  (-0.016946-0.033926j)  (0.019005-0.003489j)  (-0.017769+0.009438j)  (0.032730-0.050241j)  (-0.050250+0.029971j)  (-0.013692-0.000883j)  (-0.005348-0.049134j)  (0.074287+0.044741j)  (0.000901-0.071236j)  (-0.005190-0.021311j)  (0.011605-0.020855j)  (0.052492+0.001890j)  (-0.037104-0.025016j)  (-0.039310-0.011925j)  (-0.028715-0.006263j)  (0.002341-0.002873j)  (0.033025-0.014798j)  (-0.026059-0.045490j)  (-0.019616+0.014419j)  (0.030515+0.024147j)  (-0.041645+0.022309j)  (0.002045+0.022357j)  (-0.004325+0.011711j)  (0.021382-0.049275j)  (-0.050432-0.076017j)  (-0.091806+0.005878j)  (-0.017191+0.058669j)  (-0.070458-0.001316j)  (-0.023535+0.011470j)  (0.074919-0.038246j)  (-0.059126+0.058772j)  (-0.028199+0.003821j)  (0.068588+0.033450j)  (-0.008240-0.025779j)  (-0.048147+0.038592j)  (0.011179-0.025417j)  (-0.021368+0.032797j)  (0.003080-0.047513j)  (0.093885-0.002365j)  (-0.012875-0.008088j)  (0.007247-0.006583j)  (-0.032888+0.011847j)  (0.049470+0.038494j)  (-0.059547+0.009720j)  (0.000324+0.011239j)  (-0.020736-0.053779j)  (0.025681+0.024663j)  (-0.051001-0.048097j)  (0.002518+0.022011j)  (-0.061132-0.004782j)  (0.012528-0.007491j)  (0.044533-0.018162j)  (0.026577-0.010267j)  (-0.001433+0.041079j)  (0.006725+0.017465j)  (-0.018847+0.000829j)
