 (-0.781448-0.018153j)  (-0.154069+0.197509j)  (0.013174+0.015130j)  (-0.050669-0.037618j)  (0.020258+0.016302j)  (-0.033671-0.057394j)  (0.081853+0.057186j)  (-0.018554-0.004920j)  (0.024372+0.039322j)  (-0.014006+0.033589j)  (0.004305-0.010480j)  (0.029371+0.000341j)  (-0.039796+0.000196j)  (0.023843+0.072480j)  (-0.013441+0.022342j)  (0.024088+0.055754j)  (0.031991-0.012796j)  (-0.079971-0.010926j)  (-0.014590-0.093344j)  (0.010964+0.061055j)  (0.036202-0.020373j)  (0.015570-0.111948j)  (-0.052582+0.059665j)  (-0.017783-0.014466j)  (-0.027176+0.022588j)  (-0.010746-0.016703j)  (0.039774-0.017953j)  (0.034815-0.054594j)  (0.100102-0.062372j)  (-0.044224+0.051017j)  (0.021882-0.040720j)  (-0.046690-0.078161j)  (-0.014907-0.088155j)  (-0.012900+0.010868j)  (0.006339-0.037358j)  (-0.006785-0.058680j)  (0.010808-0.082909j)  (-0.017753-0.023589j)  (0.029615-0.040282j)  (-0.021961-0.030257j)  (-0.007706-0.018066j)  (-0.023281-0.010607j)  (-0.034984+0.004188j)  (-0.052793-0.065121j)  (-0.026445+0.038335j)  (0.023444+0.028383j)  (-0.026161+0.064728j)  (0.038811-0.006357j)  (0.014731+0.007987j)  (0.027506+0.013171j)  (-0.000306+0.027713j)  (-0.006704-0.040309j)  (0.032175+0.013469j)  (-0.019402+0.148885j)  (-0.014578+0.049118j)  (0.051440+0.005584j)  (0.012396-0.084935j)  (-0.018909-0.002020j)  (0.037640-0.030739j)  (0.006640+0.035679j)  (0.028544-0.013758j)  (0.022788+0.018919j)  (0.028790+0.012634j)  (-0.032507-0.015467j)  (0.039287+0.029638j)  (-0.028303-0.050173j)  (0.027388+0.056127j)  (-0.011478+0.020161j)  (-0.016746-0.014420j)  (0.009561-0.016747j)  (-0.002137+0.046016j)  (-0.012948-0.059294j)  (0.001028+0.009024j)  (0.004967-0.001507j)  (0.000595-0.037277j)  (0.006547+0.033444j)  (0.015139+0.054536j)  (-0.011982+0.008693j)  (-0.032521+0.077171j)  (0.045813-0.057488j)  (-0.005363-0.046898j)  (0.014197-0.005210j)  (0.004831+0.027008j)  (-0.011259+0.031162j)  (-0.022257-0.019108j)  (-0.019236+0.022009j)  (-0.002287-0.006104j)  (0.008128+0.021483j)  (-0.066516+0.049585j)  (0.022743-0.002271j)  (-0.000489-0.035617j)  (-0.024354+0.002957j)  (-0.029510-0.001960j)  (0.000205-0.011487j)  (0.017863-0.026103j)  (0.031652-0.004564j)  (-0.011660+0.012015j)  (0.003415+0.005625j)  (-0.007184+0.065043j)  (0.008386-0.015572j)  (-0.012721-0.015903j)  (0.010384-0.027785j)  (0.022619-0.025948j)  (-0.021604-0.061761j)  (-0.009998+0.033755j)  (-0.004864-0.031838j)  (-0.013729-0.031511j)  (0.035772-0.007925j)  (-0.001111-0.035283j)  (-0.010133-0.076652j)  (0.051346-0.045528j)  (0.020177+0.063908j)  (0.018312-0.033490j)  (-0.004459+0.010524j)  (0.010545+0.037650j)  (0.040954+0.023188j)  (-0.032879-0.023878j)  (0.011393-0.011916j)  (-0.051328+0.017558j)  (0.005602+0.044203j)  (0.051748+0.024442j)  (-0.012797-0.032173j)  (-0.017872+0.018466j)  (0.005445-0.006209j)  (0.037007+0.047651j)  (-0.087073+0.029481j)  (-0.043602-0.019678j)  (-0.017873+0.003167j)
 (0.086472+0.144050j)  (-0.720667+0.023187j)  (-0.026246+0.012382j)  (0.039170+0.046752j)  (0.012767+0.108879j)  (-0.048478+0.006929j)  (-0.089611+0.069558j)  (-0.015346+0.107498j)  (-0.156512+0.022877j)  (0.004050-0.027671j)  (0.066342-0.011158j)  (0.004655-0.010674j)  (0.002448+0.070196j)  (-0.089479+0.005683j)  (0.054906-0.029629j)  (-0.071654+0.055131j)  (-0.021787+0.020537j)  (0.151140+0.050411j)  (0.022842-0.018251j)  (0.023444+0.015202j)  (-0.041180-0.015499j)  (-0.057647+0.035480j)  (-0.036882-0.037777j)  (-0.002052+0.044438j)  (0.025145-0.039548j)  (-0.073658+0.050129j)  (-0.029059+0.006405j)  (-0.044389-0.017191j)  (-0.017670-0.047531j)  (-0.057546+0.017962j)  (-0.016356-0.006159j)  (-0.012477-0.079201j)  (-0.032510+0.084955j)  (-0.032888-0.001891j)  (0.004615-0.007646j)  (0.021256+0.007419j)  (-0.002362+0.017356j)  (-0.027849+0.053112j)  (0.001640-0.074823j)  (0.001665+0.040805j)  (-0.031782+0.019879j)  (-0.011453+0.013501j)  (0.024754-0.002212j)  (-0.057765-0.083932j)  (-0.041994-0.052105j)  (0.028602+0.038479j)  (0.039347+0.065942j)  (-0.006223+0.020127j)  (0.010715+0.121255j)  (-0.012311-0.001120j)  (-0.025762+0.009325j)  (0.003740+0.008978j)  (0.024221-0.029819j)  (0.109688+0.011566j)  (-0.013478+0.004628j)  (-0.009639+0.026225j)  (0.006412-0.018636j)  (-0.024955-0.051375j)  (0.017935+0.004943j)  (-0.024753+0.087744j)  (0.008348+0.010948j)  (0.004366-0.050643j)  (-0.007570+0.023227j)  (-0.046043-0.030078j)  (0.002655-0.016679j)  (-0.017593+0.086173j)  (-0.048899-0.044480j)  (0.023394-0.033980j)  (0.011421+0.012893j)  (-0.006670+0.026842j)  (0.025607+0.041068j)  (-0.000912+0.052606j)  (0.033313-0.013463j)  (-0.018328-0.001026j)  (-0.043872+0.015452j)  (-0.034115+0.002465j)  (-0.048567+0.007096j)  (0.000454-0.014519j)  (0.003749-0.084439j)  (-0.032443+0.010335j)  (0.044533+0.069943j)  (0.002395-0.066571j)  (0.039548-0.029713j)  (0.038350-0.038415j)  (-0.044819-0.043681j)  (-0.019479-0.053116j)  (0.026601-0.036472j)  (-0.012502-0.039988j)  (0.073339+0.010251j)  (0.071903-0.018456j)  (-0.020038-0.012891j)  (-0.019207-0.036227j)  (0.031066+0.059691j)  (-0.031576-0.035703j)  (-0.052815-0.013476j)  (0.006191+0.021906j)  (0.008031-0.043805j)  (-0.029531-0.056525j)  (0.065524+0.041476j)  (0.016850+0.044017j)  (0.017183-0.055986j)  (-0.002715+0.022551j)  (0.028512+0.031216j)  (-0.055616-0.012926j)  (0.052527-0.085774j)  (-0.036814-0.005819j)  (0.033943+0.012227j)  (-0.037258-0.033977j)  (0.011565+0.023429j)  (-0.043549+0.028124j)  (-0.084339+0.090016j)  (-0.012690+0.060967j)  (0.054678+0.011620j)  (0.016329-0.017529j)  (0.069774-0.023305j)  (0.025835-0.030044j)  (-0.054456+0.009085j)  (-0.003477+0.025830j)  (0.008421-0.056072j)  (0.017134-0.005066j)  (0.056090+0.005196j)  (-0.009719+0.031897j)  (0.005180-0.017701j)  (-0.033987-0.031302j)  (0.079045+0.047303j)  (0.009736+0.004736j)  (0.071745+0.029696j)  (0.058567-0.007489j)
 (-0.019083+0.007508j)  (0.041811-0.001964j)  (-0.909929+0.006075j)  (-0.022855+0.008173j)  (0.011348-0.002825j)  (0.017511+0.023658j)  (0.003443+0.010078j)  (0.015321+0.002931j)  (-0.023155+0.033749j)  (-0.012368+0.004581j)  (0.013178-0.014962j)  (-0.027088+0.002819j)  (0.031152-0.008651j)  (-0.003483+0.020993j)  (0.031258-0.012014j)  (-0.002833-0.036396j)  (-0.039860+0.003745j)  (0.026807-0.047111j)  (-0.008311-0.013259j)  (0.003380-0.010743j)  (-0.078801-0.043282j)  (0.000210+0.020597j)  (-0.044771-0.028509j)  (0.012170+0.008403j)  (-0.014538-0.043444j)  (0.000296+0.002301j)  (-0.006377-0.004409j)  (-0.011723+0.044185j)  (0.015674-0.045920j)  (0.054974+0.078462j)  (0.018322+0.009897j)  (-0.002762+0.023532j)  (0.006252+0.000158j)  (-0.004267-0.006012j)  (0.014615+0.010309j)  (-0.003015-0.061983j)  (0.006392+0.010898j)  (-0.028407+0.000578j)  (0.011471+0.013159j)  (0.000029-0.016879j)  (-0.002388-0.011308j)  (-0.011043-0.047973j)  (-0.029013+0.008392j)  (0.026774+0.026652j)  (-0.030956-0.021577j)  (0.044983-0.055261j)  (0.004952+0.015074j)  (-0.001516+0.003755j)  (-0.008442-0.021727j)  (0.020863-0.035149j)  (0.015659-0.027323j)  (0.021125-0.095312j)  (0.000745+0.024120j)  (0.020993+0.089190j)  (0.008426-0.012603j)  (-0.008559+0.007185j)  (0.026643+0.034374j)  (-0.005173+0.001813j)  (0.003807-0.002817j)  (0.013544+0.014145j)  (0.009132+0.066673j)  (-0.001332-0.011007j)  (0.003465+0.007064j)  (-0.014110-0.020433j)  (0.019626+0.076964j)  (0.024047+0.002728j)  (0.007252-0.018985j)  (-0.017574-0.015127j)  (-0.015155+0.035254j)  (-0.008322-0.022195j)  (0.013099-0.014896j)  (0.026293+0.010688j)  (-0.009502-0.001262j)  (-0.009846-0.014123j)  (0.023981+0.064654j)  (-0.038298+0.049196j)  (-0.022754-0.025478j)  (-0.005701+0.000478j)  (0.017537+0.002909j)  (0.030412-0.002279j)  (0.008598-0.008857j)  (0.002224+0.000061j)  (-0.027010-0.021794j)  (-0.017690-0.002963j)  (-0.011592-0.011922j)  (-0.006078+0.024009j)  (-0.010021+0.018114j)  (0.023115-0.003422j)  (-0.001298+0.001643j)  (0.017976+0.008301j)  (0.014865-0.018328j)  (0.007370-0.035580j)  (0.001555-0.024356j)  (-0.008268+0.024887j)  (-0.019139-0.010991j)  (-0.014946-0.016631j)  (0.012416+0.011303j)  (0.039920+0.023698j)  (0.004920+0.011733j)  (-0.020566+0.057433j)  (0.000146+0.064694j)  (-0.013630+0.049545j)  (-0.022809+0.016638j)  (-0.054316-0.063525j)  (0.025335+0.004819j)  (-0.014168+0.087927j)  (-0.005434-0.005276j)  (0.003373-0.005705j)  (-0.002048-0.059630j)  (0.004763-0.009238j)  (0.013031-0.014187j)  (-0.018499-0.045609j)  (0.003007+0.019748j)  (-0.011164-0.004729j)  (-0.015780-0.007472j)  (-0.023834+0.022222j)  (-0.007027+0.037049j)  (0.017104+0.005913j)  (0.004100-0.000286j)  (0.012270+0.018910j)  (0.009946-0.012599j)  (-0.015264+0.066738j)  (0.017930-0.010230j)  (-0.005948-0.016605j)  (-0.027280-0.003313j)  (-0.009810+0.030907j)  (-0.003283-0.011432j)  (0.020038+0.039052j)
 (0.011911-0.032218j)  (-0.019833-0.017551j)  (0.005862-0.010039j)  (-0.871633+0.028544j)  (0.025709+0.003248j)  (0.000109-0.052216j)  (-0.061218+0.048036j)  (0.003577+0.020694j)  (-0.060272-0.016897j)  (-0.030384+0.029310j)  (0.008916-0.040179j)  (-0.021965+0.012475j)  (0.039852-0.026889j)  (0.006518+0.105840j)  (0.011436+0.017527j)  (0.002462+0.043489j)  (-0.002792+0.011395j)  (-0.025051-0.066542j)  (0.018203+0.007952j)  (0.028388-0.071730j)  (0.001078+0.034048j)  (-0.002691+0.037037j)  (0.037634+0.042778j)  (-0.023540+0.012925j)  (0.010056+0.011674j)  (0.005432+0.016254j)  (-0.040197-0.006295j)  (-0.011760+0.023271j)  (0.021594+0.004467j)  (0.019021+0.068343j)  (-0.019726-0.016857j)  (-0.006952-0.006744j)  (0.010679+0.016551j)  (0.028817+0.012127j)  (-0.004517+0.021135j)  (-0.003376+0.025744j)  (0.003576+0.019687j)  (0.002141-0.023089j)  (0.008492+0.034377j)  (-0.014115+0.025882j)  (-0.050175+0.106708j)  (-0.004144-0.017652j)  (-0.011027+0.007912j)  (-0.032924+0.061099j)  (0.008185+0.009478j)  (-0.002532+0.052726j)  (0.005649-0.008703j)  (-0.010823-0.010207j)  (-0.002802+0.003975j)  (-0.004501+0.032229j)  (-0.004623+0.060869j)  (0.005254+0.011726j)  (0.013848+0.009316j)  (0.015774-0.106626j)  (0.019487-0.010331j)  (-0.000431+0.002234j)  (-0.017375-0.004756j)  (0.000088-0.054978j)  (0.021316+0.022987j)  (-0.008352-0.012570j)  (-0.038498+0.072125j)  (-0.009401+0.017289j)  (-0.019092-0.047420j)  (0.007401-0.038573j)  (0.026912-0.028556j)  (0.010330-0.040371j)  (-0.030478-0.077889j)  (-0.003196+0.005527j)  (0.000968+0.052827j)  (-0.042086+0.054398j)  (-0.038481-0.009172j)  (0.014750-0.030884j)  (-0.027201+0.016466j)  (-0.004014-0.026955j)  (0.027262+0.004571j)  (-0.008557+0.060864j)  (-0.012774-0.015300j)  (0.030939+0.007491j)  (0.010378-0.014937j)  (-0.003209-0.010878j)  (-0.005096+0.013449j)  (0.045787-0.051578j)  (-0.014325+0.056746j)  (0.011994+0.056001j)  (0.022383+0.084632j)  (0.022438-0.031737j)  (-0.020080-0.033568j)  (-0.015129+0.018443j)  (-0.005802+0.005365j)  (0.006605-0.021798j)  (0.017686+0.050618j)  (-0.000683+0.016333j)  (0.008418-0.007964j)  (-0.017182-0.062689j)  (-0.017678+0.004729j)  (0.040164-0.030291j)  (-0.047586-0.017906j)  (-0.032384-0.060202j)  (0.001985-0.012167j)  (-0.047682-0.039936j)  (0.019775-0.013617j)  (0.012810+0.031778j)  (0.038488+0.059351j)  (-0.050239+0.059022j)  (-0.018408-0.017142j)  (-0.008247-0.001782j)  (-0.005056-0.054817j)  (-0.058573+0.000188j)  (0.027901+0.067070j)  (0.022021+0.012451j)  (-0.018377-0.056279j)  (0.023744+0.019682j)  (-0.016627+0.012098j)  (-0.013021-0.035142j)  (-0.009019-0.001433j)  (0.020357-0.021150j)  (0.010492+0.008785j)  (-0.030896+0.003922j)  (-0.015642+0.055208j)  (0.005103+0.007493j)  (-0.003149-0.013844j)  (0.023979+0.039788j)  (-0.011626-0.016978j)  (-0.005052-0.005953j)  (0.000884-0.000448j)  (0.006617-0.017528j)  (0.001087+0.000273j)  (-0.014564-0.016375j)
 (0.010011+0.008897j)  (0.000117+0.115865j)  (-0.017847+0.011387j)  (-0.007676-0.018467j)  (-0.872912-0.031012j)  (0.012569-0.063596j)  (0.028953+0.001201j)  (0.017295-0.004763j)  (-0.030234-0.023220j)  (0.009196+0.011050j)  (-0.026179+0.000106j)  (0.003077+0.029387j)  (0.024200-0.007161j)  (0.014088+0.026641j)  (0.017335-0.002808j)  (-0.009284-0.032517j)  (0.000284-0.000620j)  (0.010977+0.013053j)  (-0.011891+0.001491j)  (-0.001912-0.002089j)  (-0.006268+0.039837j)  (0.026642+0.005029j)  (-0.000044-0.005222j)  (-0.002122+0.084848j)  (-0.022989-0.015544j)  (-0.012657-0.005335j)  (0.022233+0.000977j)  (0.018429-0.009788j)  (-0.014374+0.001413j)  (-0.002828+0.038508j)  (0.001859+0.006356j)  (-0.014441-0.006329j)  (-0.009927-0.013717j)  (0.001531+0.002440j)  (-0.001360+0.008039j)  (-0.010074+0.006829j)  (0.013446+0.079267j)  (-0.000620+0.006902j)  (-0.012073-0.010563j)  (0.005205+0.092668j)  (0.052426+0.068573j)  (0.009950-0.005755j)  (0.000443+0.014105j)  (-0.032739+0.005152j)  (-0.008401+0.021842j)  (0.002999-0.033426j)  (0.012619-0.006882j)  (0.003810-0.024361j)  (0.017274+0.014535j)  (-0.028510+0.011239j)  (-0.010287-0.006925j)  (-0.014672+0.001392j)  (0.007682-0.003316j)  (0.024189+0.044571j)  (-0.005862-0.013004j)  (0.016753-0.112995j)  (0.022851+0.029965j)  (-0.025169-0.101750j)  (0.037288-0.021423j)  (0.030076-0.002672j)  (0.000872+0.003181j)  (-0.006096-0.068475j)  (-0.003870-0.029154j)  (0.008656-0.030974j)  (0.005519+0.009995j)  (-0.028599+0.036070j)  (-0.012259+0.023108j)  (0.005448+0.020915j)  (0.019453-0.007579j)  (0.010041+0.018727j)  (0.030628+0.007650j)  (0.070077+0.000210j)  (-0.047503-0.001607j)  (0.001829-0.058604j)  (-0.051435-0.066587j)  (0.019070-0.096263j)  (-0.020585-0.089469j)  (0.015192-0.024113j)  (-0.022417+0.019685j)  (0.015818+0.031954j)  (-0.003647-0.007562j)  (-0.012293-0.018253j)  (0.003376-0.018273j)  (-0.058424-0.016962j)  (-0.039930-0.008073j)  (-0.007742-0.018013j)  (-0.029749-0.052514j)  (-0.016593+0.018063j)  (-0.011487-0.011921j)  (-0.001215+0.082605j)  (0.031202+0.011183j)  (-0.015815-0.012404j)  (-0.026089-0.089660j)  (0.039649-0.082348j)  (0.006640-0.047924j)  (-0.008585+0.069986j)  (-0.043882+0.048966j)  (-0.014143-0.038820j)  (-0.002564-0.009849j)  (-0.024963-0.025224j)  (0.003585-0.020889j)  (0.024790-0.010716j)  (0.029757-0.023346j)  (-0.008082+0.018197j)  (-0.043016+0.009670j)  (-0.025333-0.023176j)  (0.003060+0.014573j)  (-0.005174+0.071040j)  (0.018076-0.011394j)  (-0.018682+0.002117j)  (0.021819-0.018950j)  (-0.000618-0.001344j)  (0.020341+0.008823j)  (-0.020873-0.004671j)  (-0.030239-0.017692j)  (-0.033214+0.010906j)  (-0.002679-0.027735j)  (-0.006161-0.057069j)  (0.028611-0.007673j)  (-0.018324-0.030240j)  (0.053199+0.038225j)  (0.023160+0.014230j)  (-0.005980+0.001045j)  (0.060918-0.002882j)  (0.029073-0.000630j)  (-0.022803-0.021882j)  (0.028548-0.007708j)  (0.001580+0.029764j)
 (0.034560-0.092804j)  (0.024853+0.016991j)  (-0.020823+0.030882j)  (0.005294-0.038866j)  (-0.005522-0.078149j)  (-0.885382-0.013334j)  (-0.103990+0.019784j)  (0.015964-0.003172j)  (0.030596-0.029328j)  (0.000594+0.035777j)  (-0.021113+0.019760j)  (-0.003363-0.018111j)  (0.019910+0.127641j)  (0.016295-0.008455j)  (-0.018586-0.008600j)  (-0.054480-0.010593j)  (-0.012622-0.058223j)  (0.047531+0.037548j)  (-0.027987-0.004234j)  (0.007148+0.002909j)  (0.026351-0.039003j)  (0.060723+0.056387j)  (0.005818+0.057782j)  (-0.048835+0.062680j)  (0.021420+0.017056j)  (0.011056-0.028289j)  (0.001723-0.024243j)  (0.004913-0.024814j)  (0.013480+0.020286j)  (0.011661+0.021892j)  (0.020574-0.061352j)  (-0.017263-0.008280j)  (-0.002575-0.032497j)  (-0.011680+0.026042j)  (-0.004462-0.014083j)  (0.009836+0.006905j)  (0.052966-0.007966j)  (0.020800+0.005029j)  (-0.029540-0.041042j)  (-0.004308-0.001109j)  (-0.003268-0.010578j)  (-0.016454-0.026870j)  (-0.018950+0.001082j)  (0.007156+0.017422j)  (0.006062-0.038192j)  (-0.025853-0.011552j)  (-0.020164+0.003929j)  (-0.014633-0.009673j)  (-0.010096-0.029815j)  (0.014130-0.013953j)  (-0.005092+0.046205j)  (0.006572-0.013542j)  (0.001774+0.006124j)  (0.013617+0.004631j)  (0.010229-0.050098j)  (0.006332-0.021298j)  (0.007357+0.036789j)  (0.006857-0.020593j)  (0.003732-0.059089j)  (-0.053535-0.007970j)  (0.011871-0.041247j)  (-0.002129+0.027525j)  (0.000921-0.007621j)  (0.003706+0.075059j)  (0.005522-0.053425j)  (-0.024295-0.045553j)  (0.000533+0.004248j)  (-0.004548-0.000276j)  (-0.035380-0.005265j)  (-0.015798-0.020657j)  (0.004386-0.001610j)  (0.014965+0.049721j)  (0.006893-0.021556j)  (0.009809-0.037641j)  (0.021658+0.044837j)  (0.016872-0.009364j)  (-0.008641-0.034038j)  (0.002829-0.017905j)  (0.022443+0.013998j)  (0.025469-0.009969j)  (0.005228-0.009254j)  (0.006817-0.073024j)  (0.025100+0.026841j)  (0.021093+0.071564j)  (-0.006011+0.062972j)  (-0.026855+0.002529j)  (-0.011942+0.009362j)  (0.014919+0.029079j)  (0.007829+0.011675j)  (-0.019735+0.008684j)  (0.030970-0.053809j)  (0.018049+0.061359j)  (0.006608+0.004800j)  (-0.016668-0.005725j)  (0.006680-0.000205j)  (0.002223+0.050744j)  (-0.019563-0.026424j)  (-0.017120+0.008803j)  (-0.028636-0.009714j)  (0.008494+0.006569j)  (0.007387+0.014119j)  (0.002896-0.003190j)  (-0.016393+0.017195j)  (-0.021817+0.004002j)  (0.028167+0.000909j)  (0.037126+0.077138j)  (-0.008787+0.038496j)  (-0.002187+0.034376j)  (-0.038344-0.015790j)  (-0.004575+0.018570j)  (0.012066+0.041800j)  (0.008270+0.000421j)  (-0.022529-0.011437j)  (0.049797+0.011591j)  (0.009266+0.022648j)  (-0.001373-0.027160j)  (-0.025231-0.036839j)  (0.033751-0.029265j)  (0.003243+0.026035j)  (-0.014568+0.021347j)  (0.002925-0.000946j)  (-0.009460-0.054551j)  (0.037626+0.050707j)  (-0.000353-0.015649j)  (-0.025659-0.025536j)  (-0.005907+0.013046j)  (-0.018140-0.021805j)  (0.016148-0.029767j)
 (-0.069124+0.014491j)  (0.091337+0.121593j)  (0.006690+0.026603j)  (0.022654+0.018487j)  (-0.015392-0.004751j)  (0.065838+0.018606j)  (-0.894652+0.042689j)  (0.097357+0.035771j)  (-0.006298+0.061062j)  (-0.018914-0.073795j)  (-0.015964+0.009656j)  (0.015626-0.015459j)  (0.009030-0.013427j)  (0.035049-0.048989j)  (0.033923-0.000619j)  (0.015461+0.016332j)  (0.000489-0.015887j)  (-0.053965+0.022170j)  (0.006479+0.000091j)  (-0.003260-0.001815j)  (0.032887-0.042438j)  (-0.019264+0.034248j)  (0.002433-0.016938j)  (-0.012793-0.042071j)  (-0.020853+0.087363j)  (-0.005702-0.008450j)  (-0.000084-0.003769j)  (0.026956-0.012705j)  (-0.014081-0.043468j)  (-0.002607-0.018142j)  (0.032022+0.023613j)  (-0.009882+0.051220j)  (-0.025003-0.038396j)  (-0.016739+0.013485j)  (-0.018111-0.006070j)  (-0.004671+0.004563j)  (-0.040175+0.005156j)  (-0.014538-0.012334j)  (-0.002458-0.001264j)  (0.000796+0.005712j)  (0.043411-0.054794j)  (-0.005485+0.005456j)  (0.004963+0.018990j)  (0.014492-0.001329j)  (-0.008669-0.061817j)  (-0.010174+0.088830j)  (0.010138+0.012544j)  (-0.012095-0.002492j)  (0.006647-0.022714j)  (0.004659+0.040068j)  (-0.010208-0.008332j)  (0.015717+0.001612j)  (0.002788+0.006074j)  (0.002360+0.040130j)  (-0.031098+0.011625j)  (-0.026474-0.032598j)  (0.006035-0.033214j)  (-0.015483-0.021087j)  (-0.014922+0.073247j)  (0.045180+0.004575j)  (0.011885-0.004824j)  (0.030369+0.000112j)  (0.015798+0.052933j)  (-0.008013+0.001855j)  (-0.040485-0.030888j)  (-0.027701+0.020665j)  (0.009378-0.012442j)  (0.003654+0.009633j)  (0.028777-0.002571j)  (-0.002696-0.024065j)  (-0.001226+0.058750j)  (-0.005476-0.026886j)  (0.004411-0.007479j)  (-0.011748+0.015216j)  (0.011958+0.035184j)  (0.023934+0.012722j)  (0.008244-0.007453j)  (0.008277+0.007598j)  (0.005216-0.017925j)  (-0.014837+0.003784j)  (-0.001979+0.000782j)  (-0.047133+0.030465j)  (-0.009149+0.015979j)  (-0.027625-0.038497j)  (-0.002097-0.000791j)  (-0.001677+0.004405j)  (-0.042470-0.025740j)  (0.009693+0.008304j)  (-0.032429-0.053026j)  (-0.006417+0.000861j)  (-0.005114+0.019340j)  (-0.021358-0.011370j)  (-0.019858-0.041466j)  (0.026369+0.000700j)  (0.023972-0.019554j)  (-0.017628-0.030908j)  (-0.002874-0.002413j)  (0.004689+0.030277j)  (0.013520+0.020211j)  (-0.013961-0.010608j)  (-0.005777+0.025860j)  (0.018959+0.002846j)  (-0.022069-0.000823j)  (0.008683-0.034214j)  (-0.000579+0.037694j)  (0.027899-0.028479j)  (-0.013612-0.016614j)  (-0.003470-0.007832j)  (0.001850-0.004248j)  (0.020098-0.025974j)  (-0.053557-0.016660j)  (0.023851-0.005721j)  (0.020494+0.044641j)  (0.017719+0.038792j)  (-0.004139+0.000289j)  (0.017026+0.009184j)  (0.001315+0.008361j)  (-0.007728+0.027917j)  (0.035967-0.062287j)  (-0.001845+0.002720j)  (0.006086+0.030703j)  (-0.008238+0.043359j)  (-0.004174-0.042231j)  (0.026626+0.001344j)  (0.020538-0.000976j)  (-0.002792+0.009129j)  (0.001485-0.001498j)  (-0.029293+0.067117j)
 (-0.014698+0.000116j)  (0.030646+0.064067j)  (0.010649-0.007904j)  (0.016248+0.014753j)  (-0.019099+0.002680j)  (-0.007915-0.008220j)  (-0.093260+0.037609j)  (-0.913946-0.025837j)  (0.035159+0.036873j)  (0.013034+0.008293j)  (-0.016170+0.001556j)  (-0.021796+0.009338j)  (0.007531-0.000013j)  (0.012525-0.003386j)  (-0.023165-0.033510j)  (0.015551+0.050044j)  (0.011011+0.017372j)  (-0.017918-0.063123j)  (0.038652+0.093669j)  (0.019162-0.025478j)  (-0.048126+0.054570j)  (0.036537+0.034210j)  (-0.018337-0.043624j)  (0.000652-0.028658j)  (0.006247-0.059576j)  (0.005503+0.023197j)  (-0.004565+0.067990j)  (-0.027635+0.032988j)  (-0.051042-0.017695j)  (0.041463+0.054543j)  (0.044444-0.036037j)  (0.001139+0.018256j)  (-0.002188-0.000232j)  (-0.029451+0.005998j)  (0.002476-0.013560j)  (0.023648+0.008333j)  (0.016986+0.006831j)  (0.051457-0.018908j)  (-0.011093+0.000860j)  (0.012631-0.012295j)  (-0.010365-0.016708j)  (-0.005612-0.001596j)  (0.014211-0.002119j)  (-0.026462+0.047539j)  (0.001590+0.011357j)  (0.026329+0.002129j)  (0.025242+0.005303j)  (0.021451-0.005240j)  (0.043630-0.033588j)  (0.028938+0.009573j)  (0.024866+0.016213j)  (0.016516-0.008496j)  (-0.042833-0.014353j)  (-0.007602+0.000040j)  (0.042190-0.014159j)  (0.037286+0.050257j)  (-0.014138-0.003554j)  (0.004192-0.015577j)  (-0.004763-0.022196j)  (0.012994-0.011697j)  (0.000502-0.002021j)  (-0.007960-0.017130j)  (0.013064+0.004109j)  (-0.002123-0.028999j)  (0.004495-0.025489j)  (0.003053-0.019515j)  (-0.022551-0.028677j)  (0.017874+0.021775j)  (0.003725+0.009199j)  (0.040461-0.003404j)  (0.025904-0.004320j)  (0.007194-0.016235j)  (0.042749+0.000682j)  (-0.008556-0.012693j)  (0.021025-0.000058j)  (0.010046-0.015571j)  (0.006660-0.036912j)  (0.003332+0.016754j)  (0.011855-0.010870j)  (-0.019072-0.046500j)  (-0.003475+0.056352j)  (-0.013694-0.030663j)  (-0.026025-0.013989j)  (0.010403-0.024498j)  (-0.006072+0.022018j)  (0.007831+0.017572j)  (0.000263+0.007244j)  (0.024702-0.067671j)  (0.005855-0.041584j)  (0.024339+0.017295j)  (-0.016632+0.009407j)  (-0.020537-0.007540j)  (0.017374-0.026497j)  (0.017246-0.013737j)  (-0.011085+0.007454j)  (-0.036772+0.006848j)  (-0.024205-0.021630j)  (0.015993+0.029160j)  (0.015015+0.009069j)  (-0.006506-0.011761j)  (0.003216-0.037703j)  (-0.016336+0.007874j)  (-0.001957-0.011333j)  (0.026759-0.011494j)  (0.007686+0.003710j)  (0.003100+0.067305j)  (0.034374-0.007485j)  (-0.005009-0.007704j)  (0.014506+0.022186j)  (-0.000170+0.004835j)  (0.005545+0.056681j)  (-0.018499-0.008329j)  (0.010094-0.001716j)  (-0.029440+0.015619j)  (0.012980+0.055175j)  (0.004263+0.011250j)  (0.002385+0.014642j)  (0.064937-0.030054j)  (-0.014329-0.005367j)  (-0.020942+0.011938j)  (0.009833-0.002180j)  (0.021854+0.027345j)  (0.008636-0.018685j)  (-0.013977-0.011843j)  (-0.032566+0.038481j)  (-0.001111+0.001673j)  (-0.017496+0.007918j)  (-0.014852-0.002457j)
