 (-0.708718+0.001475j)  (0.226347+0.089936j)  (-0.005180-0.015708j)  (0.085879-0.135015j)  (0.051629-0.045602j)  (0.080254+0.022132j)  (-0.073279-0.012448j)  (0.034227+0.012116j)  (0.104560-0.032315j)  (-0.033653+0.056117j)  (-0.033167+0.076533j)  (0.052383-0.037026j)  (-0.026870+0.004876j)  (-0.017022-0.093092j)  (-0.068431-0.037500j)  (-0.061946+0.000986j)  (-0.051439+0.005539j)  (0.097876+0.049129j)  (0.071900+0.065897j)  (0.052280-0.020398j)  (-0.022530-0.017898j)  (-0.024941-0.059094j)  (-0.023946-0.066334j)  (0.001448-0.027439j)  (-0.006712+0.010905j)  (-0.010991-0.019688j)  (-0.063257+0.006652j)  (-0.014397-0.076804j)  (-0.045118-0.010290j)  (-0.011502-0.003645j)  (-0.026427-0.018462j)  (0.062809-0.007294j)  (-0.042152+0.041822j)  (-0.069055+0.006116j)  (-0.052178+0.121986j)  (-0.032304-0.013499j)  (-0.016658-0.002650j)  (0.026268-0.002698j)  (0.006298-0.024364j)  (0.033234-0.030032j)  (-0.046484+0.001877j)  (0.016516+0.008855j)  (-0.024980+0.055146j)  (0.053563-0.048102j)  (0.035750-0.058633j)  (-0.043190+0.054924j)  (0.028843+0.004729j)  (0.025222+0.017432j)  (0.070630-0.049297j)  (-0.064703-0.009096j)  (-0.017261+0.038939j)  (0.060025+0.055084j)  (0.063197-0.083646j)  (0.048656+0.037413j)  (0.005236+0.022256j)  (0.029551+0.009480j)  (-0.071532+0.027359j)  (0.016134+0.017422j)  (0.004503-0.033474j)  (0.009923-0.030059j)  (-0.017448+0.025058j)  (-0.016688+0.003927j)  (0.006921+0.020741j)  (-0.014080-0.035755j)  (-0.053692-0.045139j)  (0.083859+0.032601j)  (-0.010856-0.069183j)  (0.017813+0.030340j)  (-0.063660-0.051076j)  (0.039588+0.023170j)  (-0.036088-0.002108j)  (-0.043692+0.110132j)  (0.084625-0.007574j)  (0.021112+0.059333j)  (0.026176-0.007073j)  (-0.004067+0.029493j)  (0.014158-0.037088j)  (0.075759-0.013062j)  (0.013648+0.001409j)  (0.004993-0.023982j)  (0.081244-0.040594j)  (0.017803+0.017643j)  (-0.013587+0.023879j)  (0.052563-0.034530j)  (-0.079698+0.017375j)  (-0.016664+0.006129j)  (0.035725-0.043982j)  (-0.015102+0.015446j)  (0.044209-0.032260j)  (-0.021061+0.004787j)  (0.001150-0.014426j)  (0.042212+0.022692j)  (-0.056899+0.050362j)  (-0.006719-0.082702j)  (-0.014377+0.005883j)  (-0.040567+0.015927j)  (-0.029777+0.020183j)  (-0.006485-0.000494j)  (0.025653+0.018896j)  (-0.027616-0.024053j)  (-0.001756+0.042110j)  (-0.036650+0.010875j)  (0.043507+0.003190j)  (-0.006528-0.010448j)  (0.009074+0.006374j)  (0.074028-0.013859j)  (0.043680+0.023520j)  (-0.004982+0.026879j)  (0.014689-0.007331j)  (-0.004023+0.073243j)  (-0.058564-0.010241j)  (-0.089723-0.052396j)  (-0.018784-0.018971j)  (0.007730+0.010291j)  (0.011551-0.097386j)  (0.021609+0.032381j)  (0.028859+0.013548j)  (0.044195+0.007631j)  (-0.027184-0.005650j)  (-0.015265+0.030869j)  (0.034040+0.025535j)  (-0.025999+0.018624j)  (-0.006231-0.005739j)  (0.043410-0.010553j)  (-0.046982+0.079175j)  (-0.019192+0.025857j)  (0.055476+0.071089j)  (-0.040905-0.026121j)
 (-0.111708-0.071230j)  (-0.539646-0.007758j)  (-0.140235-0.116131j)  (-0.132440+0.050714j)  (-0.089448-0.017927j)  (-0.025881-0.049280j)  (-0.101430-0.099409j)  (0.016754+0.055633j)  (-0.001763+0.039070j)  (0.278434-0.052507j)  (-0.106057+0.000082j)  (0.000144-0.043342j)  (0.122732-0.011865j)  (0.056138-0.010244j)  (-0.057303+0.031885j)  (0.013555-0.007993j)  (-0.033544-0.030602j)  (0.128824-0.039689j)  (0.025462+0.001851j)  (-0.042831-0.028542j)  (-0.099693+0.009250j)  (-0.023477-0.047172j)  (-0.095039-0.052678j)  (-0.100629-0.002987j)  (0.013145-0.002061j)  (-0.028958+0.007062j)  (-0.062134+0.061078j)  (0.001704+0.022573j)  (-0.002100-0.022596j)  (-0.115386+0.132015j)  (-0.005801+0.017050j)  (0.039386+0.058259j)  (-0.038919+0.096649j)  (0.000525-0.018079j)  (-0.007758-0.003987j)  (0.029640+0.033754j)  (-0.024167+0.009105j)  (-0.038529-0.005159j)  (-0.051342+0.042613j)  (0.007295-0.041332j)  (-0.102075+0.047639j)  (-0.001934-0.009278j)  (0.082336-0.027710j)  (0.044487+0.011410j)  (-0.006983-0.037533j)  (0.029726-0.002314j)  (-0.028797-0.015022j)  (-0.093312-0.069297j)  (-0.067575-0.009677j)  (-0.017017+0.018721j)  (-0.096904-0.004222j)  (0.005533+0.008112j)  (0.049647-0.034033j)  (0.022867-0.107113j)  (0.005662-0.034079j)  (-0.039015+0.049040j)  (0.012138+0.027333j)  (0.046887-0.000479j)  (0.047036+0.033747j)  (0.004967-0.070655j)  (0.034170-0.006050j)  (0.038027+0.062912j)  (-0.092232-0.019859j)  (0.045678-0.048481j)  (-0.017685-0.074162j)  (0.104470-0.044501j)  (-0.102190-0.015472j)  (0.103407+0.000314j)  (-0.080663-0.010962j)  (-0.054490-0.073537j)  (0.019176-0.030679j)  (0.078182-0.017899j)  (0.092588-0.017131j)  (-0.050432-0.007058j)  (0.013110-0.027739j)  (0.009615-0.001763j)  (-0.051084+0.012283j)  (0.044351+0.026403j)  (-0.022089-0.010348j)  (-0.091355+0.076127j)  (-0.003928+0.032400j)  (0.025481-0.031274j)  (0.009953+0.001710j)  (0.096946-0.047811j)  (-0.022416-0.065124j)  (0.059262-0.011621j)  (-0.017888-0.076246j)  (-0.015887-0.046341j)  (0.039613-0.025554j)  (0.057058-0.021961j)  (-0.000701-0.025508j)  (-0.074510-0.009674j)  (0.039328+0.023318j)  (0.048351+0.025889j)  (-0.032829+0.058553j)  (-0.089232+0.059396j)  (0.011483+0.030118j)  (-0.046903+0.010596j)  (0.085415-0.014585j)  (-0.039721-0.017284j)  (0.045281+0.028831j)  (0.088431-0.005875j)  (0.051286-0.030688j)  (-0.044530-0.002675j)  (0.026696-0.103883j)  (0.033990-0.020531j)  (0.017409-0.022788j)  (0.039176-0.029481j)  (-0.010674+0.013023j)  (0.039377-0.009324j)  (0.037059-0.029641j)  (-0.020301-0.030646j)  (-0.008300-0.006004j)  (0.044312+0.008395j)  (-0.035143+0.000444j)  (0.001589-0.000247j)  (-0.008169+0.041397j)  (0.043295-0.010794j)  (0.013854+0.048752j)  (-0.003750+0.001830j)  (0.038863+0.012148j)  (-0.024684+0.034481j)  (0.019962-0.029877j)  (0.050796-0.016933j)  (0.071310+0.015578j)  (0.118407-0.021427j)  (-0.023180+0.025185j)  (0.039177-0.045691j)
 (0.119164-0.010517j)  (-0.016412+0.086674j)  (-0.862413+0.032631j)  (0.075455-0.079113j)  (0.026073-0.035648j)  (0.014272+0.018078j)  (0.019290+0.004886j)  (0.013340-0.031110j)  (0.015101-0.007285j)  (-0.050529+0.144306j)  (0.051276-0.040420j)  (-0.013081-0.001787j)  (-0.020000+0.037023j)  (-0.004918-0.003648j)  (-0.047548-0.014785j)  (-0.028578+0.034947j)  (-0.002951+0.012176j)  (0.063119+0.012618j)  (0.030169-0.004133j)  (-0.009478-0.031447j)  (0.043489-0.053663j)  (0.010664-0.016323j)  (-0.029533+0.010119j)  (0.023558-0.050721j)  (-0.012280+0.056938j)  (0.022392-0.089339j)  (-0.028584-0.027960j)  (-0.029716-0.013999j)  (0.002982-0.002575j)  (0.072069-0.005433j)  (-0.000447+0.004554j)  (0.002022-0.007399j)  (0.004284-0.046546j)  (-0.038599+0.034525j)  (0.011174-0.018234j)  (-0.001637+0.044946j)  (-0.008231-0.008967j)  (0.006407-0.012724j)  (0.007145-0.011174j)  (0.019540-0.016353j)  (0.009964-0.020311j)  (0.029487-0.088090j)  (-0.013942+0.035352j)  (-0.013533-0.028330j)  (0.007319-0.007212j)  (0.004350+0.035876j)  (0.003954+0.046698j)  (0.029405-0.019491j)  (0.056605-0.045438j)  (-0.009133-0.001919j)  (0.023427-0.097086j)  (0.029826-0.016897j)  (-0.025892-0.031139j)  (0.009786-0.004341j)  (-0.003243+0.003820j)  (0.025520-0.016888j)  (-0.026826-0.009965j)  (-0.024729+0.023121j)  (-0.051089+0.076872j)  (0.028142-0.007010j)  (-0.010222+0.037233j)  (-0.014532-0.026391j)  (0.022641+0.011536j)  (-0.020597+0.003579j)  (-0.018170-0.035129j)  (0.006236+0.033031j)  (0.009537-0.036840j)  (-0.026666+0.000406j)  (-0.015534-0.030009j)  (0.023014-0.018541j)  (-0.028439-0.054699j)  (-0.026684-0.055434j)  (0.033721+0.005689j)  (0.006134+0.020996j)  (-0.009353-0.050085j)  (0.011232-0.007224j)  (0.021119+0.009053j)  (-0.026009-0.005704j)  (0.001121-0.013268j)  (0.029202-0.039476j)  (0.010121-0.027687j)  (0.010323-0.046341j)  (-0.026386-0.000891j)  (-0.018106+0.050986j)  (0.021299+0.032926j)  (0.037076+0.029109j)  (0.046437-0.003194j)  (0.001303+0.003618j)  (0.029409+0.002304j)  (-0.016408+0.035857j)  (0.008556+0.032247j)  (0.020339-0.024173j)  (-0.027013+0.010546j)  (-0.000741+0.005176j)  (-0.009780-0.017953j)  (-0.011982-0.052245j)  (-0.033647-0.017860j)  (0.000827-0.005500j)  (-0.000672+0.016948j)  (-0.000475+0.002742j)  (-0.016922+0.060959j)  (-0.050667+0.009844j)  (-0.040664+0.022828j)  (-0.003585-0.045179j)  (0.000587+0.025663j)  (0.014284+0.043080j)  (-0.017186+0.011254j)  (-0.035876-0.003261j)  (-0.000591+0.030933j)  (0.022938-0.035645j)  (-0.011897-0.000135j)  (-0.015235+0.061358j)  (-0.021252+0.024698j)  (-0.017249+0.034258j)  (-0.017665-0.001904j)  (0.010384+0.026591j)  (-0.009309+0.010928j)  (0.010560+0.008378j)  (-0.055242+0.001653j)  (0.001822+0.024250j)  (-0.012659-0.011282j)  (0.004145+0.005331j)  (-0.025172+0.013070j)  (-0.022068+0.035529j)  (-0.017856+0.012066j)  (0.002268+0.045361j)  (0.008471-0.047100j)  (-0.051415-0.046352j)
 (0.120053+0.083688j)  (0.149337+0.051228j)  (-0.036292+0.013542j)  (-0.798563+0.035830j)  (0.070556+0.021962j)  (0.008191+0.040411j)  (-0.053908-0.045243j)  (0.054642+0.026936j)  (0.079764+0.076567j)  (-0.119182-0.084249j)  (-0.054272+0.031748j)  (0.033825-0.007064j)  (-0.006919+0.032715j)  (0.065720-0.001306j)  (0.020955-0.046124j)  (-0.061251-0.073610j)  (-0.026541+0.016019j)  (0.051457+0.082116j)  (0.019359+0.054834j)  (0.053851-0.005516j)  (0.002340-0.005707j)  (0.026866-0.065040j)  (-0.001077-0.047169j)  (-0.014035+0.021916j)  (-0.010494+0.015645j)  (0.056052-0.012702j)  (-0.019965-0.037721j)  (0.022812+0.028401j)  (-0.058318-0.013039j)  (-0.012915-0.034775j)  (-0.025658+0.022731j)  (0.033598+0.065165j)  (-0.016295+0.022284j)  (-0.038124-0.064466j)  (-0.042505-0.043795j)  (0.001525-0.019437j)  (0.004053+0.004412j)  (0.042613+0.025743j)  (-0.026159+0.104165j)  (0.020680-0.003915j)  (-0.025543-0.034838j)  (0.044961+0.013663j)  (-0.057545+0.005820j)  (0.005154+0.069687j)  (0.022753+0.011617j)  (-0.046629+0.045568j)  (-0.017791+0.019611j)  (-0.001354+0.016427j)  (0.042927+0.059161j)  (-0.009978-0.023329j)  (-0.052032-0.033332j)  (-0.009571+0.049477j)  (0.024391+0.000659j)  (0.031256-0.006066j)  (-0.006163-0.014324j)  (0.040991+0.031921j)  (-0.045932-0.055902j)  (0.021824+0.056678j)  (0.014831-0.005690j)  (0.055294-0.002839j)  (-0.009763+0.019676j)  (0.024681-0.007784j)  (0.018754+0.016169j)  (-0.025000-0.069408j)  (-0.039891-0.010151j)  (0.009269+0.056695j)  (-0.010102-0.026839j)  (0.006491+0.022318j)  (-0.025111+0.030983j)  (-0.004200-0.004142j)  (-0.004344+0.002465j)  (-0.072285-0.017708j)  (0.067308+0.047169j)  (-0.022349+0.058670j)  (0.005971-0.016534j)  (0.032236+0.096275j)  (0.026354+0.032294j)  (0.035966+0.008929j)  (0.010546+0.012416j)  (0.028221+0.004892j)  (0.065482+0.023189j)  (-0.010164+0.015770j)  (-0.022238-0.063956j)  (0.022020-0.027729j)  (-0.008132+0.043361j)  (0.045210+0.010751j)  (0.034104+0.030447j)  (-0.008074+0.091964j)  (0.038938+0.017591j)  (-0.022932-0.035596j)  (0.000213-0.032046j)  (0.026687-0.062300j)  (-0.050930+0.027198j)  (0.008002+0.039786j)  (-0.008212-0.011093j)  (-0.020654-0.024584j)  (-0.009962-0.027501j)  (-0.011440+0.014664j)  (0.008324+0.008717j)  (-0.015481-0.018779j)  (-0.027568-0.019091j)  (-0.000129-0.004519j)  (0.028762+0.012040j)  (-0.004506+0.066206j)  (-0.002297+0.023821j)  (0.022021+0.019330j)  (-0.013341+0.022753j)  (-0.042159-0.010125j)  (0.049162-0.029806j)  (0.009423-0.006260j)  (-0.022453-0.014381j)  (-0.014532-0.058658j)  (0.001555-0.016514j)  (0.018365+0.030969j)  (0.028327+0.009808j)  (-0.006264+0.028692j)  (-0.002195-0.012645j)  (-0.015052-0.003635j)  (0.018228-0.036719j)  (-0.032434+0.005029j)  (0.005942-0.001095j)  (-0.013074-0.004851j)  (0.010546-0.019175j)  (0.007959+0.059165j)  (-0.040353-0.024673j)  (-0.032243-0.028826j)  (0.040123+0.034147j)  (-0.002385-0.031462j)
 (0.058915+0.024058j)  (-0.001746+0.058594j)  (0.037905-0.006869j)  (0.022001-0.023308j)  (-0.902483+0.025386j)  (-0.009283+0.003144j)  (-0.021264+0.038797j)  (0.036467-0.026188j)  (0.031529+0.002615j)  (-0.061634+0.039056j)  (0.026326+0.021003j)  (-0.019992+0.000458j)  (-0.035922+0.017276j)  (0.001704-0.020800j)  (0.021784-0.020720j)  (-0.026000+0.001830j)  (-0.018570+0.012117j)  (0.036076+0.023123j)  (0.027235+0.043292j)  (0.017443+0.008751j)  (0.024579+0.014133j)  (-0.000005-0.022756j)  (0.012414-0.044448j)  (0.009647-0.009889j)  (0.013867+0.004997j)  (0.012079-0.010518j)  (-0.032623-0.029856j)  (0.056730+0.019309j)  (-0.045115+0.012555j)  (0.025238+0.012262j)  (-0.004378+0.026082j)  (0.038771+0.034223j)  (-0.023518-0.008602j)  (-0.025810-0.004605j)  (-0.006917+0.007736j)  (-0.005783+0.002397j)  (-0.030977-0.008026j)  (0.014753-0.066398j)  (0.005069+0.007084j)  (0.020183-0.005580j)  (-0.005925-0.026805j)  (0.003496-0.001183j)  (-0.031221-0.065830j)  (0.004379-0.010747j)  (0.022899-0.010093j)  (-0.040003+0.043335j)  (0.028872+0.034835j)  (-0.016040-0.010247j)  (0.009344-0.015057j)  (-0.008971-0.000536j)  (-0.001109-0.021576j)  (0.003791+0.008604j)  (-0.020081+0.030830j)  (0.006934+0.003637j)  (0.020689-0.008158j)  (-0.005784+0.041835j)  (-0.051776+0.051588j)  (-0.014594+0.016239j)  (-0.027632+0.011672j)  (-0.005858-0.021565j)  (-0.023509-0.004145j)  (-0.024402-0.012762j)  (0.020198-0.059398j)  (-0.002727-0.006358j)  (-0.034119+0.006629j)  (-0.017928+0.088649j)  (0.034584-0.025770j)  (-0.023732-0.008086j)  (0.012486+0.003969j)  (0.011082+0.011929j)  (0.019360-0.008768j)  (-0.025825+0.006285j)  (0.024182+0.053460j)  (0.069276+0.072645j)  (-0.004568+0.013246j)  (0.001382+0.033492j)  (0.020089+0.003107j)  (-0.005042+0.005385j)  (0.004219-0.004235j)  (-0.001633-0.006858j)  (0.022385-0.009468j)  (-0.029667+0.019365j)  (-0.041774+0.038959j)  (0.020438-0.013943j)  (0.008069+0.035065j)  (-0.027752+0.013009j)  (0.027221-0.009236j)  (0.017779-0.003173j)  (0.025939-0.005280j)  (-0.039089-0.004692j)  (0.011400-0.008570j)  (0.016500-0.027010j)  (-0.050875-0.064985j)  (0.035756-0.017644j)  (0.005812+0.011932j)  (0.017502-0.000103j)  (0.002902-0.014415j)  (0.018315-0.001134j)  (-0.013103+0.003344j)  (0.003629-0.008346j)  (-0.023423-0.048015j)  (-0.008353+0.010347j)  (0.021216-0.031845j)  (0.021073-0.004116j)  (0.005593-0.010759j)  (0.002944-0.015832j)  (0.039715+0.065539j)  (-0.029154+0.009141j)  (0.025839-0.030590j)  (0.009553+0.030195j)  (0.014352-0.011322j)  (-0.011493-0.012709j)  (-0.020730+0.034681j)  (-0.003161+0.023531j)  (-0.000243-0.027360j)  (-0.003638+0.004092j)  (-0.018027+0.034430j)  (0.019306-0.081402j)  (-0.012128+0.018791j)  (-0.002175-0.080655j)  (-0.028609-0.003075j)  (-0.022586-0.004196j)  (-0.013282-0.001762j)  (-0.021707+0.067811j)  (-0.041145+0.081380j)  (-0.010368+0.006956j)  (0.002129+0.009264j)  (-0.010081+0.013658j)
 (0.030138-0.038667j)  (0.060707-0.012165j)  (0.007601-0.016609j)  (0.009351-0.033745j)  (0.020049-0.040472j)  (-0.899867+0.028930j)  (0.009761+0.049839j)  (0.009663-0.019625j)  (0.017193+0.010060j)  (-0.006432+0.026494j)  (0.014303-0.013624j)  (0.036505-0.010485j)  (0.052366+0.002593j)  (-0.037872-0.001154j)  (-0.035424+0.012226j)  (0.001724+0.007955j)  (-0.035984-0.054469j)  (-0.002348+0.035437j)  (0.000352+0.014351j)  (0.003586+0.000166j)  (-0.019983-0.023382j)  (0.010905+0.001299j)  (-0.012202-0.017680j)  (0.010896-0.016778j)  (0.010873-0.000099j)  (-0.007778+0.004794j)  (-0.022693+0.027131j)  (-0.003818-0.076341j)  (-0.006175+0.009656j)  (0.013302-0.005585j)  (-0.007958-0.014075j)  (0.007174-0.003800j)  (-0.036793+0.026657j)  (-0.009341+0.000346j)  (0.034974+0.014645j)  (-0.017667+0.000428j)  (-0.006381+0.003060j)  (0.006621+0.007620j)  (-0.011780-0.062474j)  (-0.001675-0.004937j)  (0.016115+0.041472j)  (-0.023119+0.019069j)  (-0.007223+0.039392j)  (0.023631+0.003396j)  (-0.014250-0.095067j)  (0.016874-0.065936j)  (0.009844+0.011336j)  (-0.009270-0.000342j)  (0.016827-0.011445j)  (0.046322+0.052686j)  (-0.024379+0.049630j)  (0.026010+0.011589j)  (0.012075+0.012645j)  (-0.034575-0.011425j)  (-0.054115-0.080756j)  (0.019407-0.021606j)  (-0.029253+0.025292j)  (0.014651+0.032951j)  (0.019684+0.081604j)  (0.018192-0.021799j)  (0.017937+0.023928j)  (0.003668+0.000749j)  (0.012931+0.004763j)  (-0.038359-0.017194j)  (-0.028251+0.024308j)  (0.029356-0.016691j)  (-0.015912-0.020387j)  (0.005970-0.000345j)  (-0.026436-0.015167j)  (0.006348-0.019077j)  (0.015453+0.000765j)  (-0.028101-0.017201j)  (-0.009904-0.000553j)  (-0.005434+0.014609j)  (0.000816-0.009112j)  (0.010819+0.016576j)  (0.003101-0.000809j)  (0.004098-0.033974j)  (-0.009200-0.000021j)  (0.018701+0.008277j)  (0.024583+0.009069j)  (0.006084+0.018999j)  (-0.002402+0.011080j)  (-0.017228-0.032651j)  (-0.006426+0.013862j)  (0.002044+0.001612j)  (0.001941+0.038303j)  (-0.008633+0.007631j)  (0.021294-0.031376j)  (-0.009045-0.011326j)  (-0.020789-0.060001j)  (0.012803-0.089651j)  (-0.007181+0.031432j)  (0.011273+0.050049j)  (-0.001348+0.007494j)  (-0.048342+0.028832j)  (-0.033273-0.017140j)  (0.005980-0.024400j)  (0.017367+0.005336j)  (0.012155+0.001330j)  (0.020525+0.024544j)  (0.005079+0.024765j)  (0.004678+0.013825j)  (0.011765-0.004998j)  (-0.008868-0.000336j)  (0.011889-0.050898j)  (0.017625+0.018795j)  (-0.008465+0.042353j)  (-0.000939-0.010691j)  (0.013896+0.066004j)  (-0.023205-0.044816j)  (0.037851+0.000283j)  (0.002097+0.006320j)  (0.031947-0.048258j)  (-0.026535-0.105763j)  (0.012790+0.002915j)  (0.025026-0.067925j)  (-0.005793-0.015682j)  (-0.019834-0.043013j)  (-0.014933+0.010334j)  (0.004448+0.004290j)  (0.031738+0.007778j)  (-0.014927+0.003690j)  (0.003532-0.023691j)  (-0.021386+0.099992j)  (-0.025439+0.010808j)  (0.023192+0.004420j)  (-0.025823+0.014486j)
 (-0.000557-0.061561j)  (-0.067314+0.005083j)  (0.048554-0.000390j)  (-0.029337-0.048611j)  (0.018058+0.003521j)  (0.018627+0.047993j)  (-0.867015-0.003791j)  (-0.013956-0.017411j)  (-0.022691-0.044022j)  (-0.027955+0.110647j)  (0.077785-0.033177j)  (-0.006703+0.020449j)  (-0.015577+0.035819j)  (-0.088050+0.070399j)  (-0.007580-0.035975j)  (0.025011+0.022592j)  (0.018512-0.069537j)  (-0.080190+0.014184j)  (-0.027201-0.016964j)  (0.007021+0.027723j)  (0.087200-0.026885j)  (0.015023+0.030856j)  (0.003351+0.011663j)  (0.029018-0.011473j)  (0.014902+0.036495j)  (0.000236+0.010799j)  (0.030667-0.018484j)  (-0.045785-0.015079j)  (0.037641+0.049053j)  (0.010046-0.043324j)  (-0.014223-0.138762j)  (-0.002517-0.045784j)  (0.003733-0.063128j)  (-0.004561-0.042189j)  (0.014103+0.025059j)  (-0.017671+0.049624j)  (-0.014169+0.005585j)  (-0.013733-0.018251j)  (0.030261-0.001409j)  (0.002985+0.025760j)  (0.029387+0.025161j)  (-0.008658-0.008594j)  (-0.001201+0.015209j)  (-0.039869+0.006946j)  (-0.005361+0.015840j)  (-0.002856+0.007096j)  (0.021683-0.048429j)  (0.004789-0.010969j)  (0.003507+0.001770j)  (0.027492+0.025471j)  (0.014110-0.025746j)  (0.006950-0.014150j)  (-0.003742+0.002276j)  (-0.009685+0.026289j)  (-0.011433-0.044689j)  (0.023464-0.045111j)  (-0.024667+0.016712j)  (-0.001945+0.021449j)  (-0.024350+0.025832j)  (-0.019292+0.005074j)  (-0.003712-0.011851j)  (-0.001389+0.070027j)  (0.019293+0.043791j)  (-0.015856+0.025715j)  (-0.009813+0.071340j)  (-0.026265+0.026044j)  (0.030872-0.000689j)  (-0.040710-0.050858j)  (-0.007067+0.053520j)  (0.061044-0.022066j)  (0.024981+0.030241j)  (0.017073-0.058981j)  (-0.003454-0.031658j)  (0.033767-0.029667j)  (-0.003157+0.011316j)  (0.017950+0.020497j)  (0.028275-0.029731j)  (-0.019397-0.006136j)  (-0.008114+0.004051j)  (0.023061-0.003839j)  (-0.027159-0.007493j)  (0.013376+0.007923j)  (0.015845-0.066213j)  (-0.007221+0.042244j)  (0.019228+0.002427j)  (0.031712+0.016361j)  (0.010869+0.005843j)  (0.006732+0.006637j)  (-0.007424+0.007188j)  (0.006032+0.004178j)  (0.008587-0.023333j)  (-0.027981-0.005879j)  (-0.037342+0.057419j)  (-0.006270+0.015241j)  (0.003259+0.013300j)  (0.032693-0.030264j)  (-0.016341-0.056539j)  (-0.009711-0.026065j)  (-0.041433+0.015073j)  (0.023357+0.043548j)  (-0.005358-0.004882j)  (-0.023807-0.009220j)  (-0.004765+0.011486j)  (0.011652+0.000295j)  (-0.007600-0.003354j)  (-0.013957-0.032470j)  (0.009037-0.021539j)  (0.002271-0.060761j)  (-0.000310+0.002287j)  (0.021518-0.022440j)  (0.036952+0.008214j)  (0.037931-0.004881j)  (-0.040468-0.035644j)  (-0.009867-0.018654j)  (0.007565-0.049601j)  (0.022980-0.013756j)  (-0.002286+0.038937j)  (-0.014340-0.017804j)  (-0.044367+0.071493j)  (0.010592+0.002828j)  (-0.007444-0.006553j)  (0.008720+0.018091j)  (0.031916-0.016844j)  (-0.018569+0.012744j)  (0.042024+0.051139j)  (0.000836+0.029378j)  (-0.036398-0.036130j)  (-0.017682-0.043719j)
 (0.047381+0.037192j)  (0.028203+0.019287j)  (-0.006622+0.007881j)  (0.023098+0.012833j)  (-0.012226-0.012601j)  (-0.000108-0.011622j)  (-0.039070-0.003467j)  (-0.923270+0.021758j)  (0.054387-0.031396j)  (0.017516-0.030529j)  (-0.026767+0.117716j)  (0.008992-0.013981j)  (0.033145-0.009655j)  (0.016816-0.008883j)  (-0.037325-0.016827j)  (-0.018886-0.016134j)  (-0.015970+0.034534j)  (0.045947+0.033446j)  (0.011992+0.035151j)  (0.005494-0.013566j)  (0.008006+0.002450j)  (0.023289-0.014113j)  (0.030854-0.009535j)  (-0.008080+0.008135j)  (0.002311-0.019759j)  (0.023262+0.016292j)  (-0.026459+0.026432j)  (-0.027380+0.006528j)  (-0.017683+0.050986j)  (-0.007089+0.062084j)  (-0.017444+0.011236j)  (0.049905+0.036480j)  (-0.010444+0.009458j)  (-0.032644-0.008897j)  (-0.008986-0.058894j)  (0.009320-0.001495j)  (-0.004900-0.007571j)  (-0.030867+0.010005j)  (-0.030249-0.014673j)  (0.013819-0.021681j)  (-0.010013+0.014912j)  (0.008072+0.016163j)  (0.003066+0.004126j)  (-0.005003-0.027125j)  (0.017628-0.023589j)  (-0.016515+0.019830j)  (-0.024455+0.088793j)  (-0.018450+0.001191j)  (0.009723+0.044434j)  (-0.016037+0.008087j)  (0.022683+0.002507j)  (-0.001953+0.015142j)  (-0.013389-0.045864j)  (0.001749-0.007947j)  (-0.002857-0.003506j)  (0.004859+0.025422j)  (0.014487+0.020041j)  (0.002771+0.000380j)  (0.005794-0.004806j)  (0.033359-0.023936j)  (0.039748+0.003990j)  (-0.009541+0.034591j)  (-0.015013+0.003414j)  (-0.029150+0.057965j)  (-0.029785+0.028440j)  (-0.000288-0.004106j)  (0.001558-0.009307j)  (0.001057+0.054737j)  (0.007228-0.008963j)  (0.002593+0.001973j)  (-0.014717-0.013735j)  (0.003346-0.021374j)  (0.027327+0.020086j)  (-0.018071+0.033289j)  (-0.004404-0.011976j)  (-0.004303+0.007070j)  (0.010202+0.027860j)  (0.012244+0.005104j)  (-0.021839+0.009732j)  (0.002935-0.053344j)  (0.010649+0.051986j)  (0.017044+0.010984j)  (0.008343-0.009269j)  (-0.013757-0.008046j)  (-0.013161+0.078748j)  (-0.013579-0.000731j)  (0.019566-0.001736j)  (-0.003469+0.037209j)  (0.016816-0.005225j)  (0.002326+0.043091j)  (-0.004456-0.012248j)  (-0.009453+0.029731j)  (0.004427-0.005566j)  (-0.002670-0.014826j)  (0.018272-0.001675j)  (-0.027442+0.007793j)  (0.030730-0.016097j)  (-0.010920+0.007529j)  (-0.004245-0.036988j)  (0.021465+0.001671j)  (-0.016624+0.012274j)  (-0.011104-0.013212j)  (-0.012213+0.002042j)  (-0.013768+0.054356j)  (-0.000283-0.014047j)  (0.000018+0.072550j)  (-0.028600+0.007903j)  (0.005930-0.006524j)  (-0.010793-0.003744j)  (-0.004694+0.034269j)  (-0.015947-0.022459j)  (-0.042475-0.009834j)  (0.013611+0.005052j)  (-0.010170-0.014438j)  (0.038037-0.037277j)  (-0.009061+0.024219j)  (0.007193-0.015222j)  (-0.000148-0.022058j)  (0.009273+0.005719j)  (-0.011114-0.005674j)  (0.020655-0.016870j)  (0.026950+0.033886j)  (0.009022-0.014137j)  (-0.016541+0.000671j)  (-0.020032+0.003058j)  (-0.006614-0.011084j)  (0.005363-0.004946j)  (0.030113+0.009975j)
