 (-0.824736+0.001914j)  (-0.246775+0.141802j)  (-0.031629+0.007189j)  (-0.015298-0.027793j)  (0.025858-0.007142j)  (-0.011154-0.071862j)  (0.039734+0.036195j)  (0.007970+0.015394j)  (0.029612+0.046955j)  (-0.023313+0.016426j)  (-0.044611+0.020607j)  (0.001613-0.045915j)  (-0.065124-0.013559j)  (-0.003040-0.002900j)  (-0.005304+0.054849j)  (-0.061776-0.005516j)  (-0.029346-0.007616j)  (-0.011640+0.013820j)  (-0.019586-0.070863j)  (0.030558-0.011896j)  (0.018670-0.017515j)  (-0.004548-0.049666j)  (0.006131-0.002183j)  (-0.026841-0.006022j)  (-0.048574+0.020221j)  (-0.003766+0.005087j)  (-0.012803+0.008389j)  (0.050764+0.011657j)  (0.070511-0.038193j)  (-0.008608-0.002808j)  (0.016879+0.031212j)  (-0.024766-0.038274j)  (-0.003435-0.023865j)  (-0.014133+0.025814j)  (0.019044-0.012430j)  (-0.018099-0.027085j)  (0.033679-0.025932j)  (-0.005843+0.017242j)  (0.019902-0.021401j)  (0.015335+0.036682j)  (-0.001398-0.039303j)  (-0.026315-0.030161j)  (-0.010881+0.045115j)  (0.029385-0.058719j)  (-0.029280-0.003404j)  (0.002402+0.078781j)  (-0.041181-0.020266j)  (-0.003442-0.044609j)  (-0.026193+0.022760j)  (0.012360+0.036168j)  (0.004392-0.012748j)  (0.013597+0.004412j)  (0.017903-0.023576j)  (-0.008813+0.119242j)  (0.030471-0.024999j)  (-0.011500+0.012552j)  (0.024179-0.071542j)  (-0.010830-0.029910j)  (-0.001579-0.038264j)  (-0.008210-0.044880j)  (-0.045538+0.013863j)  (-0.024710-0.003709j)  (-0.024143-0.040454j)  (-0.036731-0.033959j)  (0.003713+0.016114j)  (0.017981-0.000555j)  (0.015270+0.018325j)  (0.019811+0.000305j)  (-0.030105-0.013679j)  (-0.008505+0.019268j)  (-0.006961+0.003677j)  (-0.000073+0.006338j)  (0.022387-0.022690j)  (0.018062-0.011363j)  (-0.014300-0.004795j)  (0.000138+0.022037j)  (0.005178+0.010704j)  (0.065033+0.054502j)  (-0.011188+0.045840j)  (0.024416+0.036838j)  (-0.060683+0.010502j)  (-0.024274-0.004315j)  (0.039364-0.003325j)  (-0.029837+0.010633j)  (-0.008524-0.015296j)  (0.021381-0.021027j)  (0.015908-0.044329j)  (-0.023083+0.062041j)  (-0.028346-0.029820j)  (0.030907+0.001403j)  (0.006057-0.014096j)  (0.048463+0.068769j)  (-0.003025-0.024009j)  (0.023930-0.006267j)  (-0.032132+0.053608j)  (0.046104+0.040557j)  (-0.012061+0.015171j)  (0.021829+0.073007j)  (0.031303+0.078421j)  (0.027624+0.000393j)  (-0.018604+0.004169j)  (0.002230-0.006493j)  (0.008964+0.005284j)  (-0.020706-0.048208j)  (-0.011378+0.063201j)  (0.036819-0.008640j)  (0.025493-0.045374j)  (-0.013368-0.010933j)  (0.042745-0.049580j)  (-0.012759-0.055408j)  (-0.007253+0.059157j)  (0.003331+0.007772j)  (0.012569-0.034618j)  (-0.021112+0.015730j)  (0.013572+0.006339j)  (-0.015403-0.007802j)  (-0.016168-0.005039j)  (-0.033788+0.028125j)  (-0.047989+0.017686j)  (-0.019849-0.056652j)  (0.001903+0.009366j)  (0.005322+0.001976j)  (-0.005618+0.037981j)  (-0.001295-0.041989j)  (-0.009203+0.071155j)  (-0.024658+0.012109j)  (-0.057995-0.023388j)  (-0.020361+0.044938j)
 (0.164798+0.060296j)  (-0.670365+0.009435j)  (0.000971-0.011217j)  (0.109444+0.013812j)  (0.034673-0.033598j)  (-0.171533-0.012526j)  (-0.004714-0.081038j)  (-0.055936+0.071567j)  (-0.101816+0.082792j)  (0.133345-0.016166j)  (0.019794+0.027151j)  (0.033211-0.044205j)  (0.060132+0.116873j)  (-0.114858-0.032940j)  (-0.022042-0.035116j)  (-0.141710+0.064420j)  (0.019228+0.029314j)  (0.198678+0.086408j)  (0.080215+0.075290j)  (-0.044125-0.034027j)  (-0.076508-0.004835j)  (-0.080449-0.023445j)  (0.051746+0.039547j)  (-0.052132+0.028752j)  (-0.021518-0.044720j)  (-0.066681+0.030342j)  (-0.005605-0.011626j)  (-0.093864-0.087662j)  (-0.016122-0.030576j)  (-0.063733+0.048165j)  (-0.010817+0.009764j)  (-0.028613+0.016422j)  (-0.012891+0.107150j)  (-0.007589+0.014918j)  (0.025085-0.043611j)  (0.067289-0.018450j)  (0.009815-0.024457j)  (-0.046704+0.059118j)  (0.002292-0.077932j)  (-0.000230+0.037818j)  (0.003482-0.077833j)  (-0.051671+0.012574j)  (-0.024759-0.014321j)  (0.009454-0.006284j)  (-0.017680-0.050794j)  (0.048926+0.033622j)  (-0.039837+0.068228j)  (0.046040+0.023749j)  (-0.022397-0.027332j)  (-0.013762+0.022306j)  (0.040997-0.064995j)  (0.003332+0.017177j)  (0.045788+0.030360j)  (0.015224-0.003924j)  (-0.035717-0.005586j)  (-0.092325+0.039007j)  (-0.024238+0.034115j)  (0.004853-0.033862j)  (0.011634-0.022371j)  (-0.099074-0.024197j)  (-0.014528+0.029994j)  (0.033189+0.008579j)  (-0.050281+0.005712j)  (0.002414-0.031159j)  (-0.025970-0.029234j)  (0.020033+0.035066j)  (-0.056054-0.009731j)  (-0.012390+0.023952j)  (-0.024646-0.045532j)  (-0.019735-0.037897j)  (0.035664+0.041802j)  (0.005391+0.027816j)  (-0.038619+0.015274j)  (0.002775+0.036745j)  (-0.051091+0.005351j)  (0.024345+0.044739j)  (-0.033998-0.015204j)  (-0.003853-0.090431j)  (-0.016912-0.013773j)  (0.000863+0.026893j)  (0.041080+0.034141j)  (0.051759-0.063549j)  (-0.005906+0.002936j)  (0.051699+0.047763j)  (-0.056867+0.024656j)  (0.013572-0.000092j)  (-0.033089-0.008317j)  (-0.028386-0.008207j)  (-0.000124-0.027228j)  (0.040870+0.019231j)  (0.024849-0.041707j)  (0.032040-0.080871j)  (0.044946+0.021638j)  (0.003158+0.003536j)  (-0.030115-0.006346j)  (-0.034525+0.053924j)  (-0.038402-0.034398j)  (-0.031697-0.012599j)  (0.016356+0.044532j)  (0.025731+0.040721j)  (-0.007508+0.000184j)  (0.026687+0.022083j)  (0.015765-0.012366j)  (-0.018096+0.014960j)  (0.006718-0.040497j)  (-0.034686-0.016034j)  (0.003597+0.066630j)  (-0.025323-0.001758j)  (0.016706+0.032109j)  (-0.008775+0.072739j)  (0.048426-0.035626j)  (0.005207-0.041928j)  (0.036707+0.072782j)  (0.034203+0.018479j)  (0.032729+0.029890j)  (0.020276+0.051190j)  (0.020203-0.028240j)  (0.006580-0.012405j)  (0.008753+0.039931j)  (0.004717+0.026283j)  (0.027041+0.033605j)  (0.007006+0.028296j)  (0.000443-0.053838j)  (-0.029624+0.001337j)  (0.064466+0.018106j)  (0.026870-0.000430j)  (0.100994+0.004930j)  (0.011760+0.000197j)
 (0.023011-0.012765j)  (-0.004928+0.000618j)  (-0.919249+0.016390j)  (0.031292+0.003903j)  (0.015955-0.013871j)  (0.004901-0.002405j)  (0.036616-0.012864j)  (-0.011740-0.003208j)  (-0.014262-0.006942j)  (-0.027129+0.019514j)  (0.010500+0.004822j)  (0.005854-0.023817j)  (0.001003+0.014559j)  (-0.029387+0.021817j)  (0.034684-0.006082j)  (-0.005856-0.101663j)  (-0.003965+0.007952j)  (-0.004955+0.003536j)  (0.007211+0.013420j)  (-0.017742-0.011997j)  (-0.000825+0.003020j)  (0.028885-0.000071j)  (-0.012952+0.000917j)  (0.004789+0.016670j)  (0.015748+0.042918j)  (-0.039813+0.016217j)  (-0.047929+0.004963j)  (-0.027810+0.063318j)  (0.007901-0.033246j)  (0.009869+0.056857j)  (0.007178-0.004327j)  (-0.016020+0.012905j)  (-0.031560-0.001294j)  (-0.020364+0.006285j)  (0.006131-0.012011j)  (0.015486+0.061058j)  (-0.009666+0.007883j)  (-0.025092+0.006923j)  (0.004048+0.028616j)  (0.013465-0.018664j)  (-0.039557-0.008675j)  (-0.010915-0.050049j)  (0.010547+0.009286j)  (-0.020707+0.004343j)  (0.008649+0.002206j)  (0.026424-0.007855j)  (0.017404+0.001260j)  (-0.012870+0.020566j)  (0.008836-0.004945j)  (0.022350-0.001922j)  (-0.013479+0.018316j)  (-0.060649+0.029272j)  (-0.013044-0.065746j)  (-0.023088-0.013189j)  (-0.020684+0.052082j)  (-0.011902-0.008756j)  (0.000780+0.014254j)  (0.015115+0.010918j)  (-0.008675-0.028698j)  (0.010318+0.013510j)  (-0.002417+0.019921j)  (-0.012381+0.005001j)  (0.020389+0.014262j)  (0.038893+0.002394j)  (0.007587+0.074677j)  (0.009482-0.008205j)  (-0.012411-0.005075j)  (-0.020298-0.036660j)  (-0.018120+0.046405j)  (0.001083-0.006905j)  (-0.003607+0.000539j)  (-0.001792-0.020365j)  (0.015248-0.009086j)  (-0.017327+0.000403j)  (0.009045+0.061225j)  (0.005173+0.003949j)  (0.017079+0.032395j)  (0.003897+0.002596j)  (-0.010669-0.049754j)  (0.014661-0.007284j)  (-0.006876-0.002249j)  (-0.012299+0.024626j)  (0.015344-0.027299j)  (0.021378-0.025593j)  (-0.001477-0.032603j)  (0.015229+0.019175j)  (-0.006402-0.020432j)  (0.001502-0.002325j)  (-0.008451+0.014640j)  (-0.010733-0.008577j)  (0.020258-0.065115j)  (0.014789-0.045828j)  (-0.007460-0.012638j)  (-0.009181+0.015854j)  (0.034041-0.072311j)  (0.022097+0.063199j)  (-0.002100-0.011680j)  (0.022059-0.023373j)  (-0.007406-0.019733j)  (-0.000943-0.010746j)  (-0.050319+0.062990j)  (-0.023003-0.026568j)  (-0.002244+0.010189j)  (0.032657+0.051371j)  (0.019967-0.004075j)  (-0.016121-0.029230j)  (-0.018495-0.017717j)  (-0.006063-0.006723j)  (-0.006369-0.037338j)  (0.008703-0.039176j)  (0.000850-0.057491j)  (-0.000267-0.019716j)  (-0.034018+0.014130j)  (-0.037053+0.047088j)  (-0.029798-0.032969j)  (-0.013755-0.025460j)  (-0.006836+0.027609j)  (0.007753+0.011915j)  (-0.022935+0.035393j)  (-0.006728+0.027894j)  (-0.009963+0.004794j)  (0.010000+0.001111j)  (0.019574-0.012857j)  (-0.022405-0.048454j)  (0.004266+0.016638j)  (0.022797+0.015615j)  (0.024629-0.034015j)  (-0.019091+0.023801j)
 (0.000037-0.004801j)  (-0.051980-0.030546j)  (-0.018058-0.006912j)  (-0.896549+0.009264j)  (0.021718-0.004863j)  (-0.018649-0.032186j)  (-0.010586+0.013166j)  (0.003620+0.015444j)  (-0.062277-0.010173j)  (0.016545-0.033608j)  (0.008114-0.160391j)  (0.017439-0.022786j)  (0.023061+0.007876j)  (-0.022659+0.004823j)  (-0.012010-0.027574j)  (-0.013308+0.010096j)  (0.005849-0.011315j)  (0.061745-0.035595j)  (-0.009886+0.006412j)  (0.016144-0.065522j)  (-0.016491+0.001201j)  (-0.002333+0.010353j)  (0.004213-0.014667j)  (0.020092+0.011809j)  (-0.007662-0.028979j)  (0.004156+0.014645j)  (-0.005354+0.005656j)  (-0.007723+0.022937j)  (-0.021303+0.006808j)  (-0.032234+0.008942j)  (0.023299+0.017662j)  (0.008012-0.013288j)  (-0.016034+0.053413j)  (0.014962-0.008887j)  (-0.004439-0.010132j)  (0.006614-0.020569j)  (0.022643-0.022359j)  (-0.021820+0.006457j)  (-0.015833+0.044560j)  (-0.005438-0.000625j)  (0.003163-0.101985j)  (0.020023+0.001118j)  (-0.006388+0.002099j)  (-0.071252+0.048126j)  (-0.009823-0.002693j)  (0.044245-0.031884j)  (0.029059+0.010239j)  (0.014176+0.004414j)  (-0.006592-0.011788j)  (-0.004675+0.020270j)  (0.013855-0.056662j)  (-0.009031+0.003904j)  (-0.001305+0.022622j)  (-0.009357+0.008338j)  (-0.055556-0.013717j)  (-0.021088-0.010330j)  (-0.029091-0.004641j)  (0.005112-0.047334j)  (0.010097+0.020219j)  (-0.005847-0.050379j)  (-0.011501+0.001137j)  (0.019892-0.008079j)  (0.020742-0.007921j)  (-0.029625-0.081623j)  (-0.015359-0.018398j)  (-0.008216-0.085432j)  (-0.014273-0.032754j)  (-0.004764+0.027437j)  (0.026656+0.080104j)  (0.009821+0.063367j)  (0.030064+0.002764j)  (-0.001203-0.011760j)  (-0.015535+0.007388j)  (0.024284+0.009800j)  (0.015926-0.011226j)  (-0.003396-0.035301j)  (-0.007399+0.000308j)  (-0.005117+0.003222j)  (-0.032972-0.005524j)  (0.000126-0.049135j)  (-0.017653-0.007297j)  (-0.031172+0.061405j)  (-0.006860-0.059487j)  (-0.028363-0.003951j)  (-0.012756+0.030371j)  (0.006443+0.044948j)  (-0.007147+0.047493j)  (-0.028713-0.006931j)  (0.000012-0.023148j)  (0.006812+0.018541j)  (-0.017230-0.000589j)  (-0.005426-0.099686j)  (0.002783+0.027757j)  (0.051300-0.038647j)  (0.012266-0.006060j)  (0.010738+0.062324j)  (-0.011138-0.000562j)  (-0.000284-0.034334j)  (0.013358+0.029094j)  (-0.003333-0.054130j)  (-0.010789-0.013237j)  (-0.017985+0.008964j)  (-0.001139-0.028251j)  (-0.003928+0.036602j)  (0.005480+0.012213j)  (0.018271-0.003438j)  (-0.002521-0.003735j)  (0.013296-0.002460j)  (0.008921-0.005758j)  (-0.001018+0.026645j)  (-0.004025-0.052268j)  (-0.028855+0.022034j)  (0.018745+0.019360j)  (-0.000667+0.020091j)  (0.010880-0.002058j)  (0.005033+0.006164j)  (-0.012378-0.000923j)  (-0.020155+0.004706j)  (-0.000251-0.003650j)  (0.024088+0.011812j)  (0.012322+0.019522j)  (-0.000181+0.009141j)  (-0.024795-0.014416j)  (-0.010144+0.000892j)  (-0.018524-0.020988j)  (-0.032184-0.032131j)  (0.015343+0.017436j)  (0.007845-0.001044j)
 (0.011527+0.012956j)  (-0.009051-0.001042j)  (-0.008445+0.004133j)  (-0.010293+0.004409j)  (-0.903381-0.050238j)  (-0.019862-0.011746j)  (0.059142-0.006874j)  (0.008432+0.000028j)  (-0.033357+0.009831j)  (0.007635+0.007497j)  (-0.028306-0.004788j)  (-0.012911-0.005120j)  (-0.004483+0.017384j)  (-0.052159+0.063094j)  (0.005732-0.009709j)  (-0.033413-0.000685j)  (0.007050+0.016412j)  (-0.024841+0.040504j)  (0.003832-0.016182j)  (0.055559+0.011855j)  (-0.016338-0.036511j)  (-0.006021-0.016581j)  (0.006720-0.002155j)  (-0.041993+0.002469j)  (0.019661-0.030942j)  (-0.011780+0.004420j)  (0.000313-0.017297j)  (0.001367+0.013618j)  (0.014877+0.001946j)  (-0.039049+0.017540j)  (-0.006336+0.021211j)  (-0.008156-0.015834j)  (-0.010921-0.025925j)  (-0.009342+0.018534j)  (0.050736+0.027704j)  (-0.005383+0.030568j)  (0.000877+0.066668j)  (0.023107-0.029085j)  (-0.000038-0.006841j)  (0.007421+0.077340j)  (0.011662-0.071495j)  (-0.002941-0.021284j)  (0.010666+0.050578j)  (-0.001211-0.002738j)  (-0.019275+0.009141j)  (-0.013723-0.033992j)  (-0.010261+0.073008j)  (-0.025545-0.005485j)  (-0.009848+0.026383j)  (-0.011731+0.024405j)  (-0.013476+0.014979j)  (-0.025623+0.001178j)  (0.001522-0.012576j)  (-0.039173+0.027065j)  (0.010389-0.033257j)  (-0.010399-0.097265j)  (0.025215+0.002634j)  (-0.023435-0.074224j)  (0.023657-0.022342j)  (0.039130-0.012438j)  (-0.022066+0.006310j)  (0.000488-0.052958j)  (-0.009001-0.066380j)  (-0.014031-0.023110j)  (-0.018861-0.012382j)  (0.029510+0.036613j)  (-0.009242-0.041631j)  (-0.003525-0.011001j)  (0.007294-0.006642j)  (0.002670+0.007827j)  (-0.002913+0.003798j)  (0.015957+0.019291j)  (0.004779+0.008611j)  (0.000398+0.067856j)  (-0.020352+0.086898j)  (-0.003168-0.045739j)  (0.023234+0.002972j)  (0.012611-0.006093j)  (-0.011265-0.019528j)  (-0.005421-0.006266j)  (0.015363+0.002440j)  (-0.008209+0.013046j)  (-0.002974+0.084708j)  (0.026970-0.042097j)  (0.002893-0.026209j)  (0.027109-0.018155j)  (-0.027885+0.037100j)  (-0.010156-0.000877j)  (-0.020318+0.004159j)  (0.021671+0.012382j)  (-0.006040+0.029797j)  (0.001572+0.001239j)  (-0.021010+0.066312j)  (-0.001879-0.006157j)  (-0.013850-0.000897j)  (0.004535+0.008757j)  (-0.010910-0.025473j)  (0.036653+0.000110j)  (0.017155+0.003138j)  (-0.001801+0.008459j)  (-0.017251-0.014173j)  (-0.003793-0.021049j)  (-0.043615-0.059322j)  (-0.021258+0.004268j)  (0.018307-0.019034j)  (0.002507-0.028950j)  (0.023466+0.000449j)  (-0.061005+0.020401j)  (0.015580+0.005384j)  (-0.017269+0.007177j)  (-0.009658+0.033723j)  (0.008925-0.054760j)  (-0.011417+0.021249j)  (-0.025621-0.024269j)  (-0.012667+0.005960j)  (0.023565+0.001888j)  (0.001355-0.007602j)  (-0.009671+0.036469j)  (-0.000217-0.049801j)  (-0.009687-0.005668j)  (-0.024840-0.020527j)  (0.018049+0.008625j)  (-0.056394+0.020537j)  (0.060375+0.023020j)  (-0.037450-0.020206j)  (0.003243+0.020361j)  (-0.000640-0.009317j)  (-0.002742+0.046842j)
 (-0.052198-0.140409j)  (0.156453+0.010526j)  (-0.005795-0.007472j)  (-0.009554-0.030927j)  (-0.012059-0.018535j)  (-0.867496-0.017349j)  (-0.002517+0.055893j)  (-0.014099+0.000665j)  (0.005362-0.052518j)  (0.050384+0.073546j)  (-0.008436+0.026812j)  (-0.034842-0.016597j)  (-0.055639+0.058112j)  (0.062779+0.015876j)  (0.015297-0.013246j)  (0.022347-0.024327j)  (-0.050982+0.035825j)  (0.034055+0.007488j)  (-0.041724-0.002291j)  (-0.018199+0.010976j)  (0.004712-0.002213j)  (0.027142+0.043636j)  (-0.007151+0.072462j)  (0.039164+0.033042j)  (-0.010721+0.018018j)  (0.003452-0.015690j)  (-0.013773-0.014126j)  (0.007655-0.102445j)  (0.003355+0.022445j)  (-0.007559-0.015808j)  (-0.023038+0.018221j)  (0.016737-0.019183j)  (-0.015146+0.006904j)  (0.012731+0.010822j)  (0.003294+0.003910j)  (-0.015284-0.016958j)  (-0.007338-0.008230j)  (-0.027126-0.055516j)  (-0.020657-0.037292j)  (-0.003873-0.028579j)  (-0.010513-0.005642j)  (-0.028285+0.012740j)  (0.006213+0.004203j)  (-0.009536+0.001348j)  (0.018320-0.027667j)  (-0.009276-0.049331j)  (-0.009376-0.001247j)  (-0.002131-0.007943j)  (0.012388+0.000976j)  (0.039419+0.031325j)  (0.010348+0.047829j)  (0.025094-0.002247j)  (0.032900+0.062463j)  (0.013028-0.031618j)  (-0.009456+0.072193j)  (0.003578-0.035684j)  (-0.009211+0.016785j)  (0.024039+0.003831j)  (-0.014511+0.068806j)  (0.001697-0.043645j)  (0.068510-0.017225j)  (-0.011244+0.044872j)  (0.006034-0.001695j)  (0.029137+0.086261j)  (0.006836+0.002844j)  (0.009578-0.026109j)  (0.014788+0.018408j)  (-0.003404+0.011221j)  (-0.007510-0.001945j)  (0.030806-0.009968j)  (-0.014277-0.019974j)  (-0.000974-0.044959j)  (-0.055550+0.020999j)  (0.030189-0.016691j)  (0.005661+0.025013j)  (0.012558-0.027246j)  (-0.005556-0.014037j)  (0.002758-0.011738j)  (0.016496+0.023653j)  (0.008566+0.061874j)  (0.011237-0.003518j)  (0.018388+0.054443j)  (-0.001316+0.009423j)  (0.008750+0.060779j)  (0.005667-0.009456j)  (-0.006580-0.002818j)  (-0.020674+0.033665j)  (-0.001955+0.015477j)  (-0.006456+0.018149j)  (-0.024000+0.004782j)  (0.010108-0.046297j)  (-0.011935+0.043428j)  (0.013201-0.041386j)  (0.013187-0.054362j)  (-0.003444+0.002958j)  (0.026556-0.031825j)  (-0.008302-0.008226j)  (-0.010177-0.057766j)  (0.002048+0.003801j)  (-0.019226-0.025601j)  (0.010175+0.018042j)  (0.038827+0.019019j)  (0.006386-0.007182j)  (0.029737+0.006285j)  (-0.003674+0.028774j)  (-0.021295-0.053380j)  (0.010272-0.050637j)  (0.013801+0.042776j)  (0.023632-0.012333j)  (0.030753-0.051914j)  (0.018637-0.022470j)  (0.018685-0.027065j)  (0.000946-0.029532j)  (0.010110-0.002207j)  (-0.015551-0.077607j)  (-0.009066-0.003822j)  (0.012541-0.031413j)  (0.020087-0.034459j)  (0.011818-0.010029j)  (0.026422-0.004288j)  (0.003220-0.015656j)  (-0.010438-0.048032j)  (-0.019680-0.034879j)  (-0.022900-0.032083j)  (0.006159-0.015048j)  (-0.001894+0.011343j)  (-0.061374-0.004462j)  (0.039585+0.009127j)
 (-0.044987+0.005373j)  (-0.005589-0.008113j)  (-0.010826-0.007974j)  (0.010977+0.008082j)  (-0.032350-0.000633j)  (0.001678+0.035655j)  (-0.881262-0.055357j)  (-0.008807+0.001169j)  (-0.016156-0.018367j)  (-0.006471+0.060634j)  (-0.038788+0.000125j)  (0.012570-0.008209j)  (-0.028323+0.041328j)  (-0.000129-0.020926j)  (0.028710-0.037929j)  (-0.021124-0.042760j)  (0.001882+0.017124j)  (-0.074298+0.042997j)  (-0.007349+0.012708j)  (0.000959-0.003730j)  (0.006497-0.049093j)  (0.024166+0.058653j)  (-0.025690-0.010959j)  (0.015860-0.031658j)  (0.000636+0.070857j)  (0.025240-0.021615j)  (0.036521+0.003931j)  (-0.022670-0.009448j)  (0.043162+0.000451j)  (0.001893-0.029531j)  (-0.020362-0.031315j)  (-0.076059+0.112753j)  (-0.017817+0.012257j)  (-0.020896-0.008124j)  (0.012600+0.033818j)  (0.028696+0.033000j)  (0.024689-0.012220j)  (-0.011197+0.018500j)  (0.003757+0.008628j)  (-0.032446+0.024131j)  (-0.001588-0.103619j)  (0.018813+0.021051j)  (0.027539+0.014012j)  (0.027230-0.004130j)  (-0.017058-0.016315j)  (-0.001393-0.004735j)  (0.001478+0.023937j)  (-0.001590-0.007827j)  (0.017822+0.010133j)  (0.035467-0.030472j)  (-0.025716-0.119646j)  (0.005206-0.006840j)  (-0.027366-0.043249j)  (0.021607+0.072657j)  (0.045357-0.068054j)  (0.002308-0.017068j)  (0.023083-0.001721j)  (0.026747+0.022752j)  (0.024355-0.008398j)  (0.006106-0.003410j)  (-0.007064-0.006315j)  (0.013733-0.012127j)  (-0.014875+0.079046j)  (-0.007905+0.010081j)  (0.013867-0.010398j)  (-0.047005+0.023059j)  (-0.010911-0.017126j)  (-0.034951+0.016549j)  (0.007032-0.008113j)  (-0.015668-0.005866j)  (0.009963+0.055778j)  (-0.025083-0.005396j)  (0.004934+0.000205j)  (-0.005860-0.005607j)  (-0.021926+0.040202j)  (0.012070-0.005625j)  (0.014823-0.028705j)  (0.017516-0.062837j)  (0.018394+0.007123j)  (-0.017694+0.002996j)  (-0.019419+0.009015j)  (-0.007077+0.032930j)  (0.009654+0.006544j)  (0.002701+0.027328j)  (-0.021988-0.023841j)  (0.005190+0.027958j)  (0.031077+0.038652j)  (0.032227-0.011318j)  (-0.021072+0.003721j)  (-0.053528+0.009068j)  (0.032245+0.021099j)  (0.001680+0.000024j)  (-0.020687+0.061792j)  (-0.013674-0.014077j)  (-0.017184+0.005316j)  (0.010295-0.005179j)  (-0.016470-0.052419j)  (0.019391-0.007741j)  (-0.033276-0.014051j)  (-0.056816-0.020959j)  (0.000244-0.013519j)  (-0.007205+0.005485j)  (0.012934+0.001779j)  (0.011479+0.003174j)  (0.008265+0.021717j)  (-0.018476-0.022673j)  (-0.033797-0.016822j)  (0.004775-0.048142j)  (-0.027433-0.028561j)  (-0.012237-0.006317j)  (0.032285-0.071314j)  (-0.034782-0.013791j)  (-0.013688-0.046635j)  (-0.018551+0.079713j)  (-0.018457-0.011196j)  (0.009511-0.004747j)  (-0.011860-0.000198j)  (0.003223+0.022308j)  (-0.011370-0.067045j)  (-0.020522-0.025162j)  (0.020471-0.049737j)  (-0.022701-0.010486j)  (0.029206+0.006950j)  (0.012900-0.006303j)  (0.018443-0.048743j)  (-0.009389+0.036270j)  (0.015223-0.051043j)  (-0.000116+0.063687j)
 (-0.015973-0.015667j)  (0.090850+0.075422j)  (-0.004680+0.003007j)  (0.001981+0.000013j)  (-0.010096-0.007774j)  (0.011426-0.001006j)  (-0.002866-0.004176j)  (-0.920887+0.002419j)  (-0.024885+0.020283j)  (0.019625-0.027006j)  (-0.019476-0.031585j)  (0.001263-0.005114j)  (0.031274+0.009592j)  (0.004625+0.002947j)  (-0.026555-0.008310j)  (0.026367+0.012994j)  (-0.012464-0.009623j)  (-0.045943-0.021229j)  (-0.010110+0.089530j)  (-0.000459+0.005541j)  (0.023162+0.046057j)  (-0.022232-0.000891j)  (0.028625+0.050620j)  (-0.005328-0.012664j)  (-0.011419+0.001129j)  (-0.019256+0.007831j)  (-0.038443-0.059303j)  (-0.025228+0.011943j)  (-0.023238+0.052809j)  (-0.017360-0.002637j)  (0.036323-0.013578j)  (0.002800-0.018291j)  (-0.016422+0.014685j)  (0.017016-0.008130j)  (-0.008429-0.010523j)  (0.010547+0.019117j)  (0.014690-0.015619j)  (-0.023299-0.019284j)  (-0.029315+0.008015j)  (0.051343-0.008093j)  (-0.036934-0.000270j)  (0.005743+0.010538j)  (-0.017679-0.008284j)  (0.015297+0.012860j)  (0.009891-0.016210j)  (0.001268+0.007562j)  (0.032802-0.000815j)  (0.004020+0.025122j)  (-0.020436-0.037722j)  (0.008765-0.009063j)  (-0.004807+0.012371j)  (0.005821-0.006122j)  (-0.007794-0.037875j)  (0.044653+0.008924j)  (0.021947-0.004059j)  (0.025715-0.016842j)  (0.017539-0.054984j)  (0.006414+0.009431j)  (0.018282-0.058582j)  (-0.001253-0.005771j)  (0.049281+0.036388j)  (0.015103-0.071699j)  (-0.034557+0.010055j)  (-0.014875-0.030523j)  (-0.035453-0.047636j)  (0.001464+0.002425j)  (0.002807-0.039152j)  (-0.011775-0.014164j)  (-0.004144-0.012859j)  (-0.003541+0.008245j)  (-0.001782-0.007199j)  (-0.011014+0.043714j)  (-0.006303-0.017784j)  (-0.009954-0.025290j)  (0.010311-0.012041j)  (0.003525+0.001606j)  (0.005531-0.012313j)  (0.016050-0.011179j)  (0.019406-0.000585j)  (0.007031-0.006918j)  (-0.002311+0.074183j)  (0.003045-0.006219j)  (0.000022-0.001307j)  (0.010794+0.035306j)  (-0.024662-0.029292j)  (-0.040144-0.002272j)  (0.008681+0.004429j)  (-0.015152-0.053376j)  (-0.013698-0.026544j)  (0.009464-0.017072j)  (-0.022128+0.017714j)  (0.015785+0.005086j)  (-0.034781-0.004918j)  (0.037168-0.043478j)  (0.007025+0.023349j)  (0.020426+0.035310j)  (-0.004914+0.021253j)  (0.008530+0.007303j)  (0.000543+0.029916j)  (0.017732+0.012269j)  (0.076285-0.022980j)  (-0.005184+0.000385j)  (-0.014262+0.007542j)  (0.008024+0.001991j)  (-0.005674-0.006119j)  (0.000459+0.059907j)  (0.043585+0.023578j)  (-0.014472-0.014304j)  (0.007387+0.017659j)  (0.029262-0.031213j)  (-0.037549+0.019779j)  (-0.008116+0.021683j)  (0.016333+0.010598j)  (0.007523-0.019942j)  (0.010718+0.005005j)  (0.008662+0.012832j)  (-0.004238-0.000699j)  (-0.019599+0.014849j)  (-0.019434+0.012670j)  (0.000910-0.038386j)  (0.022886-0.021218j)  (0.020036+0.048994j)  (-0.016276+0.007048j)  (-0.010767-0.024232j)  (-0.030187+0.044059j)  (0.016579+0.004613j)  (0.007039+0.004655j)  (0.016519+0.005496j)
