 (-0.779806-0.000639j)  (-0.287450-0.085724j)  (-0.035159-0.021795j)  (0.066442-0.067413j)  (0.037926+0.005851j)  (0.052294+0.046125j)  (-0.042330+0.034543j)  (-0.001112-0.052215j)  (0.067993-0.035445j)  (-0.032942-0.001484j)  (-0.006898+0.006074j)  (-0.047858+0.042246j)  (0.043687+0.005951j)  (-0.034918-0.031243j)  (0.059925+0.037926j)  (-0.138707+0.041973j)  (0.045259+0.001980j)  (0.037110+0.057514j)  (-0.005332-0.031772j)  (-0.006926-0.011997j)  (-0.026809-0.012738j)  (-0.058479-0.026618j)  (-0.071746+0.078094j)  (-0.053920+0.015500j)  (0.030084-0.046033j)  (0.014192-0.042188j)  (0.045107+0.060214j)  (-0.043006+0.024479j)  (0.028585-0.066130j)  (0.012639+0.000688j)  (-0.025546+0.057891j)  (0.004980+0.008134j)  (-0.013259-0.037231j)  (0.051753+0.017432j)  (0.031962-0.028422j)  (-0.019510-0.034686j)  (0.050841+0.018864j)  (0.019454+0.007566j)  (0.027854+0.045546j)  (0.019504+0.036751j)  (0.024363+0.029732j)  (-0.004581-0.024394j)  (-0.016282+0.021726j)  (0.061022-0.067033j)  (-0.006691-0.064412j)  (-0.010106+0.005104j)  (0.020245+0.018921j)  (0.020784-0.088242j)  (-0.030564+0.004218j)  (-0.029454+0.001831j)  (-0.016255+0.051130j)  (-0.055619-0.044871j)  (-0.004658+0.033777j)  (-0.026611-0.005343j)  (0.002033-0.031713j)  (0.030400+0.027573j)  (0.000276+0.025572j)  (0.004872+0.036675j)  (0.000898-0.003459j)  (0.060829+0.056998j)  (0.024857-0.060813j)  (-0.018932+0.048694j)  (0.046529+0.009626j)  (0.008054-0.063991j)  (0.006731+0.009091j)  (0.030563-0.050921j)  (-0.010222-0.002861j)  (0.023530-0.026390j)  (-0.040964-0.003349j)  (-0.012358-0.026332j)  (0.011762+0.070085j)  (-0.001375+0.046837j)  (-0.005660+0.009372j)  (0.017470-0.007032j)  (-0.004240+0.068932j)  (0.006416-0.034481j)  (-0.015086+0.012349j)  (0.033836+0.007069j)  (-0.014733-0.027693j)  (-0.024924+0.062882j)  (-0.017786+0.072428j)  (-0.014679+0.004333j)  (0.011846-0.024641j)  (-0.007703+0.010991j)  (0.002011+0.024498j)  (-0.003853-0.017586j)  (-0.005358+0.004790j)  (0.013366+0.042736j)  (-0.045659-0.086118j)  (-0.009032-0.045956j)  (-0.002643-0.067390j)  (0.051729+0.027989j)  (-0.000085-0.000398j)  (0.017235-0.012161j)  (-0.012479-0.005771j)  (-0.041719-0.023681j)  (-0.020922+0.007217j)  (-0.002793-0.031523j)  (-0.015381-0.010526j)  (-0.014156+0.020411j)  (-0.030002+0.014611j)  (-0.023053+0.003384j)  (-0.052067-0.087497j)  (0.025503+0.001542j)  (-0.018807-0.024520j)  (0.018060-0.009937j)  (0.027303+0.010804j)  (0.007557+0.040787j)  (0.017541-0.003454j)  (-0.021492-0.011384j)  (-0.044120+0.044148j)  (0.046195+0.006186j)  (-0.010120+0.009881j)  (-0.042592+0.041563j)  (-0.032273+0.057187j)  (0.015317+0.025283j)  (-0.028863-0.018122j)  (0.005614-0.012818j)  (-0.044540+0.019189j)  (0.031745+0.036091j)  (-0.007996-0.008615j)  (-0.015683-0.021735j)  (-0.012791-0.044801j)  (0.012762-0.013871j)  (0.005207-0.036096j)  (0.014430+0.052930j)  (-0.020958-0.002410j)  (0.014125-0.026836j)
 (0.234864-0.029451j)  (-0.660856+0.005029j)  (0.133710-0.027945j)  (0.041486+0.057925j)  (-0.121478-0.046061j)  (-0.005873+0.000917j)  (0.140643+0.031708j)  (-0.171321+0.044519j)  (-0.007171+0.013840j)  (0.179577-0.004938j)  (0.057975+0.017763j)  (0.002932+0.031592j)  (0.082537+0.036464j)  (-0.026154-0.013440j)  (0.022908+0.102542j)  (0.011915-0.087165j)  (0.016575-0.014981j)  (0.018587-0.049965j)  (0.061798+0.019204j)  (-0.009529+0.006322j)  (-0.025428-0.042100j)  (-0.097926+0.070727j)  (-0.103095-0.027479j)  (-0.030727+0.064967j)  (0.052261-0.042858j)  (-0.068667-0.038186j)  (0.056654-0.020586j)  (-0.031778-0.005765j)  (-0.021155-0.012270j)  (-0.019763+0.039183j)  (-0.019930-0.046192j)  (-0.055085+0.071029j)  (-0.032959+0.089328j)  (-0.017341+0.032041j)  (-0.080527+0.017092j)  (-0.002111+0.040789j)  (-0.036337-0.048772j)  (0.006344+0.022690j)  (-0.047635-0.007618j)  (-0.016677+0.008785j)  (-0.003156-0.101189j)  (0.005527+0.021898j)  (-0.008633+0.010080j)  (-0.007958-0.008862j)  (-0.042132-0.010617j)  (0.058911+0.013060j)  (-0.058167+0.017048j)  (0.007264-0.036227j)  (0.046542+0.011986j)  (-0.013490-0.002887j)  (-0.028726+0.020280j)  (0.033608-0.014019j)  (-0.015117-0.057125j)  (0.016699-0.116006j)  (-0.004800-0.060941j)  (-0.020077+0.060606j)  (-0.035847-0.000533j)  (0.021375+0.010841j)  (0.050940-0.066237j)  (0.065078-0.006777j)  (-0.013946-0.001644j)  (-0.026396+0.042295j)  (-0.046047+0.033629j)  (-0.025298-0.082121j)  (0.027402+0.012016j)  (0.060003+0.010235j)  (0.003710-0.004937j)  (0.028306+0.015162j)  (0.008264-0.049433j)  (-0.041511+0.008782j)  (0.011418-0.026468j)  (0.029283+0.026625j)  (-0.062847-0.009332j)  (-0.022834-0.035535j)  (-0.084499-0.065355j)  (-0.008415-0.030493j)  (-0.019789-0.012732j)  (0.027505-0.069613j)  (0.054291-0.048202j)  (-0.042682+0.009007j)  (-0.000517-0.032853j)  (0.034739+0.028034j)  (0.034113+0.007376j)  (0.035857-0.022193j)  (-0.057232+0.063455j)  (0.029710+0.010382j)  (-0.029591+0.008554j)  (-0.042342-0.032962j)  (0.088665-0.058820j)  (-0.005705+0.015665j)  (-0.006825+0.002848j)  (-0.003450-0.006535j)  (-0.055477+0.011694j)  (0.019609-0.005466j)  (-0.053030-0.003805j)  (-0.012483+0.008315j)  (0.008514-0.027399j)  (0.000193-0.030597j)  (0.035951-0.038910j)  (-0.046283+0.023337j)  (-0.007894+0.079187j)  (0.005353-0.005167j)  (0.026717+0.016819j)  (0.007085+0.027891j)  (0.027598+0.057020j)  (0.003179-0.023135j)  (-0.003921+0.006435j)  (0.023167+0.010583j)  (0.002836+0.062221j)  (-0.043881+0.051784j)  (0.006278-0.005517j)  (0.055106-0.035609j)  (0.049428-0.044056j)  (0.024819-0.059921j)  (-0.055056+0.007081j)  (-0.096982+0.018223j)  (-0.016890+0.054373j)  (0.051411-0.002991j)  (0.014725+0.021310j)  (-0.074542+0.019539j)  (0.018286+0.036007j)  (-0.065127-0.056976j)  (0.006047-0.000024j)  (0.034324-0.029500j)  (0.001346+0.086963j)  (0.027866+0.038714j)  (0.006085-0.055062j)  (0.042722-0.042038j)
 (-0.009719+0.025609j)  (0.072710+0.014292j)  (-0.826119-0.036119j)  (-0.024361+0.036405j)  (-0.120248-0.023088j)  (0.011901+0.029676j)  (0.080459+0.057807j)  (-0.129217-0.017807j)  (-0.035942+0.025249j)  (0.063093-0.028300j)  (0.051485+0.033557j)  (-0.026888-0.013004j)  (0.059000+0.065990j)  (-0.002475+0.001335j)  (-0.017673+0.062981j)  (0.040833-0.063979j)  (0.008455+0.016845j)  (-0.042130-0.040132j)  (0.028355+0.024792j)  (-0.030949+0.016663j)  (0.001753-0.061509j)  (0.046751+0.008729j)  (-0.010032-0.004068j)  (0.000156-0.038096j)  (0.061926+0.012374j)  (0.049649-0.105862j)  (-0.025766-0.025947j)  (0.025506-0.009532j)  (0.031600-0.048446j)  (-0.010197+0.018680j)  (0.008983-0.016813j)  (-0.044438+0.063256j)  (0.032157+0.002229j)  (-0.017225-0.000982j)  (0.012287+0.015414j)  (-0.052409+0.019597j)  (-0.037055-0.000529j)  (0.022271-0.067316j)  (-0.029506-0.009809j)  (0.008722+0.041465j)  (0.010558-0.063311j)  (0.002463+0.009383j)  (0.049863-0.024445j)  (0.042777-0.001724j)  (-0.039194+0.001494j)  (0.002026+0.051446j)  (0.017985+0.017116j)  (-0.036860-0.038366j)  (0.006193+0.038187j)  (-0.006020+0.018143j)  (-0.024646-0.003298j)  (0.033653-0.037193j)  (-0.013948-0.046417j)  (0.022346-0.048377j)  (-0.012473+0.015945j)  (-0.026078+0.021220j)  (0.032141-0.030204j)  (0.011502+0.031151j)  (0.013349+0.023995j)  (0.003490+0.041875j)  (0.010162+0.016042j)  (-0.020235+0.026241j)  (0.034824-0.051855j)  (0.020271+0.007221j)  (-0.048594+0.041165j)  (0.016391+0.013438j)  (0.011116-0.006247j)  (0.013140-0.041017j)  (0.035831-0.035391j)  (-0.026618-0.029185j)  (0.008936+0.003449j)  (0.046259+0.013826j)  (-0.008184+0.044021j)  (0.007126-0.062189j)  (-0.037148-0.023010j)  (0.052631+0.042258j)  (0.040364-0.013183j)  (-0.019883+0.039801j)  (0.007311-0.039900j)  (-0.004302-0.083249j)  (-0.006684-0.035467j)  (-0.003906-0.019773j)  (0.005052+0.002948j)  (0.008789-0.034273j)  (0.032247+0.069849j)  (0.016952-0.025351j)  (0.009634-0.017293j)  (0.000106-0.015704j)  (0.059626+0.030782j)  (0.014204-0.061377j)  (-0.007014+0.003306j)  (0.026641+0.004923j)  (-0.059165+0.098930j)  (0.021989+0.017761j)  (-0.018772+0.016309j)  (-0.016086+0.017818j)  (-0.008404-0.017790j)  (-0.018595+0.028802j)  (0.038360-0.024638j)  (-0.018553+0.049788j)  (-0.007830+0.047600j)  (0.012855-0.007973j)  (0.021747-0.013401j)  (0.055285-0.007272j)  (0.024545+0.007039j)  (0.011520+0.017326j)  (0.011563-0.002627j)  (0.011836+0.022009j)  (-0.025539-0.053351j)  (-0.017617+0.043851j)  (-0.049676+0.039873j)  (0.005823-0.029208j)  (-0.007179-0.031493j)  (-0.015221-0.049179j)  (-0.042410-0.030353j)  (-0.039019-0.023614j)  (-0.006958-0.002517j)  (0.054093+0.016677j)  (0.009739+0.009294j)  (-0.008569-0.034784j)  (0.014493+0.048816j)  (0.023074+0.053301j)  (-0.021352-0.047937j)  (0.050447-0.084084j)  (-0.006631+0.004704j)  (0.055881+0.032578j)  (-0.053193-0.001839j)  (-0.004101+0.036998j)
 (-0.041756-0.093237j)  (-0.100205-0.037012j)  (-0.018882+0.007484j)  (-0.858207-0.048804j)  (-0.038184+0.074420j)  (-0.006481-0.005140j)  (0.058878-0.001717j)  (0.032277-0.008459j)  (-0.040881+0.053130j)  (0.045811-0.002978j)  (-0.043249-0.009495j)  (0.046078+0.018104j)  (-0.018750-0.049860j)  (0.027291+0.020587j)  (-0.045318-0.001989j)  (0.005831-0.032158j)  (0.016988-0.011569j)  (0.000914-0.118863j)  (0.022609+0.007192j)  (0.020644+0.051481j)  (-0.007431-0.040879j)  (0.015021-0.028938j)  (-0.003503+0.021345j)  (-0.066645+0.001796j)  (-0.032727-0.000471j)  (0.021852+0.066470j)  (-0.024088+0.032163j)  (0.014038+0.047445j)  (-0.004840-0.012436j)  (0.000740-0.017629j)  (-0.012831+0.024119j)  (0.019225-0.064632j)  (-0.028759+0.003491j)  (0.026246+0.026442j)  (-0.021413-0.031657j)  (-0.005299-0.025658j)  (-0.024650-0.054893j)  (-0.019990-0.002666j)  (0.025002+0.003411j)  (0.043667+0.003177j)  (-0.002519-0.012436j)  (0.009944+0.006483j)  (0.050949-0.011043j)  (0.010907-0.089146j)  (0.032026-0.012243j)  (0.042579-0.064831j)  (-0.002815+0.018264j)  (-0.027296+0.043889j)  (-0.004199+0.006827j)  (-0.003361+0.000900j)  (0.023804+0.032038j)  (0.015210-0.016608j)  (0.023594-0.017985j)  (-0.011823+0.014249j)  (0.015396-0.006967j)  (-0.001969+0.004156j)  (-0.016721-0.006666j)  (-0.019384+0.036777j)  (-0.042325+0.008772j)  (-0.019993-0.028101j)  (-0.015195-0.005308j)  (0.058368+0.123581j)  (-0.019780+0.000132j)  (-0.037518+0.038693j)  (0.041993+0.013442j)  (-0.032684-0.004484j)  (-0.013385+0.007146j)  (0.020542+0.032461j)  (-0.012382+0.059335j)  (-0.037448+0.008212j)  (-0.039978+0.005671j)  (-0.041717-0.014378j)  (-0.000317+0.017716j)  (-0.017835+0.000468j)  (0.007974-0.028228j)  (0.047027+0.054496j)  (-0.036573+0.050328j)  (-0.004456-0.027961j)  (-0.012312+0.000071j)  (-0.038965+0.039738j)  (-0.001188-0.001088j)  (0.027920+0.025223j)  (0.012816+0.020227j)  (0.001662-0.040281j)  (0.008517-0.003159j)  (-0.008277-0.007597j)  (0.012723+0.038042j)  (-0.014171+0.091455j)  (-0.031508+0.037407j)  (0.040284+0.106377j)  (-0.018472-0.017999j)  (-0.015194-0.018245j)  (-0.002555-0.023968j)  (0.004635-0.007859j)  (0.024640-0.003091j)  (-0.041407-0.030877j)  (-0.025210-0.058736j)  (-0.008548+0.012645j)  (-0.036671-0.028815j)  (0.035360-0.045768j)  (0.022378+0.014503j)  (0.011155+0.007098j)  (-0.000697-0.042964j)  (0.008064-0.054129j)  (0.004472-0.028534j)  (-0.032215+0.027301j)  (0.020347+0.002451j)  (-0.049093-0.018157j)  (-0.016853-0.013735j)  (0.000971-0.041771j)  (-0.017999-0.015633j)  (0.006518-0.011535j)  (0.005299-0.004647j)  (0.000691+0.026838j)  (-0.008526+0.005718j)  (0.022166+0.016059j)  (0.011178-0.005511j)  (0.002280-0.033037j)  (0.012056-0.043223j)  (0.009761+0.025524j)  (0.027865-0.021909j)  (0.003898-0.009259j)  (-0.002796-0.037067j)  (-0.055345-0.045827j)  (-0.021865-0.030541j)  (0.026376-0.024507j)  (-0.016355+0.022095j)  (0.013102+0.001190j)
 (-0.079929+0.003407j)  (0.073028+0.049222j)  (0.097276+0.020488j)  (0.046582+0.042444j)  (-0.815439+0.050744j)  (-0.020300+0.054796j)  (-0.017647+0.018340j)  (0.045909-0.023390j)  (0.021466-0.013722j)  (-0.069243+0.042531j)  (-0.034837-0.029149j)  (0.039042-0.012232j)  (-0.082866+0.067289j)  (0.043876-0.000745j)  (-0.025524-0.060761j)  (0.007748-0.004524j)  (-0.022014-0.015004j)  (0.004968+0.036120j)  (0.006642+0.051931j)  (0.023745+0.032511j)  (-0.003542+0.033354j)  (0.052367-0.026768j)  (-0.006895+0.002644j)  (-0.018269-0.008490j)  (-0.013669-0.032214j)  (0.007971+0.016706j)  (-0.037224+0.060696j)  (-0.019358+0.090629j)  (0.028790-0.005367j)  (-0.014148+0.031056j)  (0.024216+0.049698j)  (0.054419+0.041349j)  (-0.099271-0.113262j)  (-0.020056+0.084500j)  (-0.011086-0.023293j)  (0.000553+0.003957j)  (0.009419-0.146183j)  (-0.011299+0.024167j)  (-0.029391-0.027753j)  (-0.022879-0.055474j)  (0.022465+0.002932j)  (-0.012070-0.010917j)  (0.028465-0.040225j)  (-0.021293+0.021114j)  (0.013504-0.010005j)  (-0.015953+0.021675j)  (-0.029510+0.019561j)  (0.008825-0.033877j)  (0.037756-0.053877j)  (-0.003461+0.061228j)  (0.000668-0.008670j)  (0.008758-0.003219j)  (0.024794+0.043215j)  (0.016179+0.010809j)  (0.023213+0.001693j)  (0.011567+0.046537j)  (-0.000819+0.011012j)  (0.007711-0.003419j)  (-0.023714+0.027107j)  (0.011162+0.002317j)  (0.036396-0.024564j)  (0.036196+0.026763j)  (-0.050815+0.031548j)  (0.024041+0.045305j)  (-0.029326+0.136544j)  (-0.023518-0.010060j)  (0.001266+0.009550j)  (0.017936+0.018415j)  (0.100091-0.016109j)  (0.019699-0.005158j)  (0.012705+0.006110j)  (0.003983-0.029517j)  (-0.011421-0.022354j)  (0.053841-0.074449j)  (0.012084-0.065539j)  (0.024345-0.098309j)  (0.019515+0.017428j)  (-0.014435-0.033200j)  (-0.014741-0.037477j)  (0.026697+0.014510j)  (0.031968+0.008657j)  (0.015416+0.010694j)  (0.006832-0.001377j)  (0.007065-0.036382j)  (-0.017518-0.029184j)  (-0.025628-0.015700j)  (0.027844+0.056778j)  (0.008691+0.027474j)  (0.024134-0.002283j)  (0.023318-0.035325j)  (-0.058399-0.091802j)  (0.061322-0.010560j)  (0.012309+0.010508j)  (0.004888+0.003936j)  (0.036991-0.009752j)  (-0.020539-0.018089j)  (0.020953+0.014489j)  (-0.007956-0.035640j)  (0.032361+0.043977j)  (0.014929-0.038399j)  (-0.015852-0.013734j)  (0.025906-0.001286j)  (0.004396+0.045806j)  (-0.007167+0.068782j)  (-0.009397+0.044293j)  (0.042426+0.037655j)  (-0.043295-0.009900j)  (-0.004339-0.029959j)  (-0.010689+0.005003j)  (-0.032428-0.018335j)  (0.020103-0.010337j)  (0.030395-0.012752j)  (-0.027408-0.042523j)  (0.037843+0.028534j)  (0.009298-0.026465j)  (0.002066-0.012864j)  (0.020095+0.039607j)  (-0.051999-0.024957j)  (-0.008761-0.017218j)  (0.033482-0.035211j)  (-0.049061+0.013568j)  (0.014838+0.051017j)  (0.001973-0.028592j)  (0.025752+0.018082j)  (0.002952+0.012067j)  (-0.022535-0.013499j)  (0.004388+0.009428j)  (0.033717+0.023072j)
 (-0.022581+0.004152j)  (-0.012761-0.015767j)  (-0.022514-0.012641j)  (0.012935-0.021002j)  (0.014509+0.053756j)  (-0.871730-0.000864j)  (0.032525-0.022171j)  (-0.020553+0.016597j)  (0.058720-0.008375j)  (0.023143-0.016620j)  (0.006726+0.024646j)  (-0.033465+0.054880j)  (-0.017400-0.047096j)  (-0.004024+0.025416j)  (-0.010776-0.006341j)  (-0.011332+0.018851j)  (0.002920-0.002571j)  (-0.000407+0.005229j)  (-0.080932-0.021809j)  (-0.005743+0.031503j)  (0.045658+0.099369j)  (-0.013350-0.028612j)  (0.048935+0.020697j)  (-0.006971+0.103546j)  (-0.013705+0.026144j)  (-0.043362-0.045783j)  (-0.002961-0.019260j)  (-0.003168+0.014467j)  (0.029938-0.013792j)  (0.064266-0.077168j)  (0.008369+0.032920j)  (-0.016126-0.002715j)  (-0.032499-0.007141j)  (-0.003435+0.060149j)  (0.039408-0.000883j)  (0.003784+0.008700j)  (0.014338-0.027973j)  (0.020844-0.017575j)  (0.013409-0.085453j)  (0.005364-0.054246j)  (0.001750+0.018709j)  (-0.003107-0.009152j)  (-0.005369+0.038560j)  (0.047509+0.041234j)  (-0.007902+0.070807j)  (-0.034074+0.008099j)  (-0.024497-0.025166j)  (0.002640+0.000628j)  (0.011166+0.004890j)  (-0.003319-0.046286j)  (0.024935+0.077990j)  (-0.015376+0.104669j)  (-0.004176-0.044908j)  (-0.019535-0.002475j)  (-0.008835-0.049442j)  (0.019792+0.001363j)  (-0.024777-0.016206j)  (-0.006868+0.011618j)  (0.027818+0.029900j)  (0.023808-0.002028j)  (-0.049513-0.046884j)  (-0.018215+0.064748j)  (-0.000110-0.040829j)  (-0.023820-0.014674j)  (0.031431+0.026812j)  (0.004900+0.012340j)  (0.012974+0.008400j)  (0.000585-0.021032j)  (0.028448+0.004199j)  (0.003262+0.002375j)  (-0.013463-0.003131j)  (-0.017079+0.009517j)  (-0.002995-0.014198j)  (0.015208+0.009416j)  (-0.021575+0.020788j)  (0.013967-0.019954j)  (0.034717-0.026530j)  (-0.017973+0.015000j)  (0.006259+0.018593j)  (-0.003836+0.069981j)  (-0.007700+0.019188j)  (-0.009399+0.013681j)  (0.009441-0.045186j)  (0.017178-0.017554j)  (0.011737+0.104512j)  (-0.011087-0.033094j)  (0.004628-0.019937j)  (0.041848-0.061651j)  (-0.031395+0.008682j)  (0.002334-0.019739j)  (-0.027410+0.010950j)  (-0.018029+0.028206j)  (0.018479+0.007011j)  (-0.035199-0.038983j)  (0.003854-0.028678j)  (0.008792+0.014622j)  (-0.017760+0.030282j)  (0.009063-0.000761j)  (0.008427-0.012463j)  (-0.023789-0.000200j)  (-0.006696+0.050314j)  (0.000505-0.013708j)  (0.000483-0.003790j)  (-0.008074-0.031333j)  (-0.018725-0.011489j)  (-0.019136+0.059218j)  (0.013085+0.020317j)  (0.000296+0.049710j)  (-0.017200+0.070032j)  (0.000693+0.043084j)  (0.008484+0.017714j)  (-0.036080+0.019135j)  (-0.034037-0.013941j)  (-0.025198+0.016079j)  (-0.017080+0.008365j)  (-0.010352-0.042631j)  (0.029246+0.020892j)  (0.025241+0.000611j)  (-0.007275-0.047224j)  (0.003851-0.045538j)  (-0.008658-0.010484j)  (0.045177-0.041067j)  (-0.032324+0.013026j)  (-0.026058-0.076490j)  (-0.014540-0.033840j)  (-0.042369-0.009846j)  (-0.041309+0.029190j)  (-0.016118+0.015429j)
 (0.057624+0.027791j)  (-0.096539+0.029017j)  (-0.038292+0.023478j)  (0.001506+0.012017j)  (-0.020658+0.015256j)  (-0.034125-0.030974j)  (-0.839376-0.036895j)  (-0.127907+0.027659j)  (-0.015937+0.022680j)  (0.033017+0.019049j)  (-0.009388-0.014212j)  (-0.021107+0.051832j)  (0.020793-0.015082j)  (0.045746-0.028996j)  (0.027027+0.045540j)  (-0.015837-0.043540j)  (0.026390-0.009622j)  (-0.044159-0.048274j)  (0.010779-0.049431j)  (-0.020806-0.024195j)  (-0.036811-0.028330j)  (0.005097+0.024774j)  (0.025349+0.019043j)  (-0.034372+0.024334j)  (0.022854+0.075917j)  (-0.018470+0.055576j)  (-0.015197-0.008373j)  (0.003000+0.004367j)  (0.036930-0.013091j)  (-0.008012-0.005173j)  (-0.018754-0.014374j)  (-0.066419-0.001367j)  (-0.032337+0.046149j)  (0.023436+0.014925j)  (0.025394-0.019457j)  (0.003587-0.011424j)  (-0.030008-0.080360j)  (-0.056664+0.022513j)  (0.002544+0.020444j)  (-0.012271+0.052131j)  (0.004422-0.112388j)  (-0.009142-0.012659j)  (0.008853-0.001192j)  (0.026238-0.030181j)  (-0.034277+0.004450j)  (0.048450+0.003837j)  (-0.021826-0.044751j)  (-0.016722+0.027548j)  (0.001308-0.004579j)  (0.056482+0.005140j)  (0.021108-0.014680j)  (0.013202-0.006071j)  (0.005974+0.011316j)  (-0.050103+0.066440j)  (-0.010347+0.073443j)  (-0.027298+0.048988j)  (0.026857-0.004444j)  (-0.005629+0.030877j)  (0.011838+0.090070j)  (0.026489-0.024404j)  (0.009654-0.002596j)  (0.007840+0.018954j)  (0.018535+0.053145j)  (0.003399+0.023573j)  (0.046367+0.060963j)  (0.001130-0.056465j)  (0.002822-0.002837j)  (0.029481+0.004617j)  (0.039303+0.099193j)  (-0.049742-0.038781j)  (-0.026243+0.011037j)  (0.001559-0.019947j)  (-0.014850+0.021079j)  (-0.036996+0.003194j)  (-0.012030+0.018572j)  (0.003233+0.035594j)  (0.012606-0.118343j)  (-0.006512+0.009799j)  (0.006317-0.039993j)  (-0.015238+0.023194j)  (-0.034350-0.012809j)  (-0.047148-0.000613j)  (0.027244-0.076708j)  (-0.000180-0.022218j)  (0.003282-0.007883j)  (-0.014149-0.028658j)  (-0.019311+0.013890j)  (-0.061711-0.000444j)  (0.015444+0.082111j)  (-0.008938-0.029080j)  (0.026423+0.029883j)  (0.019734-0.019143j)  (-0.019561-0.045323j)  (-0.012481+0.072665j)  (-0.013179-0.006830j)  (0.024052-0.052630j)  (0.007713-0.011237j)  (0.011766-0.031623j)  (-0.030198-0.029136j)  (0.013473+0.011388j)  (0.023475+0.010997j)  (0.036679-0.061247j)  (0.003731+0.029124j)  (0.002778+0.009676j)  (0.017149-0.008819j)  (-0.054849-0.013838j)  (-0.011521+0.007780j)  (0.043171-0.040081j)  (-0.033244-0.007697j)  (0.052949-0.059253j)  (0.015794+0.024229j)  (0.012787-0.020642j)  (-0.017820-0.007108j)  (0.009738-0.021905j)  (-0.052377-0.006374j)  (-0.029656+0.015786j)  (0.009364-0.093155j)  (0.011479+0.015504j)  (0.006281+0.005765j)  (0.005438+0.020858j)  (-0.000016-0.034958j)  (0.043699+0.048423j)  (-0.001243-0.013951j)  (-0.010034-0.006620j)  (-0.004327-0.040575j)  (0.001674+0.000509j)  (0.012577-0.025624j)  (0.002794-0.046698j)
 (-0.093271-0.110555j)  (0.138953+0.036868j)  (0.100955+0.029700j)  (-0.024472-0.041765j)  (0.015607+0.012351j)  (0.021652-0.000266j)  (0.066105-0.006780j)  (-0.844642+0.002566j)  (-0.013080-0.049030j)  (-0.024576+0.020910j)  (-0.037654+0.034416j)  (0.026224+0.000145j)  (-0.055973-0.066684j)  (0.039722+0.024648j)  (0.016505+0.017962j)  (0.060519+0.046377j)  (-0.018980-0.069709j)  (0.006972+0.024357j)  (-0.004572+0.094816j)  (0.025751-0.060231j)  (0.019986+0.017205j)  (0.048615+0.004950j)  (0.045633-0.010201j)  (0.069970+0.005294j)  (-0.015131+0.035079j)  (-0.029926+0.047424j)  (0.019928-0.027084j)  (-0.002406+0.033919j)  (0.004053-0.009874j)  (-0.011639-0.002300j)  (0.016972+0.046312j)  (0.053828-0.024520j)  (-0.020045-0.019659j)  (-0.038207-0.108851j)  (0.001810-0.029302j)  (-0.007410-0.013215j)  (0.042992-0.024525j)  (-0.022289-0.019980j)  (0.002010+0.039761j)  (0.028083-0.066309j)  (-0.009653-0.033432j)  (-0.032813+0.043706j)  (0.011637+0.032917j)  (-0.049909-0.017392j)  (0.056957-0.032259j)  (-0.039618+0.011675j)  (0.032355+0.010103j)  (-0.017571+0.033786j)  (-0.010288-0.031695j)  (-0.015265-0.038412j)  (0.025770-0.010041j)  (0.017300+0.005768j)  (-0.036778-0.032744j)  (0.026775+0.005831j)  (-0.001392+0.015830j)  (0.010036+0.018159j)  (-0.021099-0.035036j)  (0.011708+0.020497j)  (0.036676-0.026444j)  (-0.011085+0.016467j)  (0.048619-0.037638j)  (0.012940-0.023977j)  (-0.020592+0.000462j)  (0.006371+0.034540j)  (-0.010905-0.032552j)  (-0.027648+0.001437j)  (0.001727+0.026416j)  (-0.024422-0.041053j)  (0.012894+0.029566j)  (0.011911+0.005702j)  (0.013893+0.028496j)  (-0.002667-0.007059j)  (-0.003769+0.002585j)  (0.034581-0.000282j)  (0.016536-0.016672j)  (0.025829-0.003432j)  (-0.018743+0.050689j)  (0.022316-0.013899j)  (0.015805+0.020151j)  (0.006790+0.026656j)  (0.042098+0.034821j)  (-0.002680-0.012863j)  (0.008596-0.010978j)  (0.007492+0.006384j)  (-0.007712-0.004824j)  (-0.038998+0.043637j)  (0.014667+0.079231j)  (0.012151+0.030767j)  (-0.000114-0.018626j)  (0.031130-0.056371j)  (-0.001787+0.039188j)  (0.007757+0.020231j)  (-0.009732-0.046136j)  (0.009490-0.020664j)  (0.030359-0.023876j)  (-0.030244-0.000977j)  (-0.000958-0.001892j)  (-0.004361+0.042692j)  (-0.023382-0.056445j)  (0.011833+0.004464j)  (0.012262-0.034773j)  (0.048676-0.069482j)  (-0.053670-0.003423j)  (0.009154+0.036149j)  (-0.010519-0.002908j)  (-0.009375+0.041643j)  (0.009303+0.011688j)  (-0.032849+0.009435j)  (-0.022470+0.033540j)  (-0.015266+0.023615j)  (-0.036911-0.036739j)  (-0.036440-0.007436j)  (-0.009956-0.021252j)  (-0.048171-0.053287j)  (0.053872-0.001623j)  (0.021416-0.034463j)  (0.008575+0.017316j)  (0.015411+0.014877j)  (-0.025731+0.041820j)  (0.013599+0.034445j)  (-0.025802+0.023847j)  (0.005663-0.001077j)  (0.036424+0.066357j)  (0.040020-0.058206j)  (0.016612+0.021836j)  (-0.019536-0.002912j)  (-0.000032-0.050969j)  (0.002114-0.011841j)
