 (-0.804977-0.001492j)  (0.156651+0.101571j)  (-0.007426+0.009870j)  (0.180052-0.030536j)  (0.046228-0.021517j)  (0.011536+0.028152j)  (-0.090316-0.043198j)  (0.030325+0.051077j)  (0.091673-0.006486j)  (-0.117848+0.014807j)  (0.013570+0.029515j)  (0.022221-0.001456j)  (-0.042200+0.029172j)  (-0.037486+0.015216j)  (-0.012802-0.001677j)  (-0.081186-0.001476j)  (0.025674-0.009406j)  (0.026927+0.045304j)  (0.059265+0.020238j)  (0.048019+0.048293j)  (-0.004568-0.022187j)  (-0.048765-0.073026j)  (0.020847-0.024188j)  (0.038764+0.013334j)  (0.002384+0.018185j)  (0.016092-0.061041j)  (-0.020616+0.021285j)  (0.044314-0.088246j)  (-0.039056-0.008302j)  (0.008710+0.020589j)  (-0.030659-0.062061j)  (0.050145-0.025218j)  (0.005536+0.018976j)  (-0.042002+0.003783j)  (-0.011556+0.049058j)  (0.026652+0.014201j)  (0.032665-0.011697j)  (0.047876-0.015193j)  (-0.000225+0.015602j)  (-0.030651+0.000192j)  (0.006227+0.002748j)  (0.017823-0.011500j)  (-0.035728+0.006416j)  (0.027056-0.022448j)  (0.031929-0.025102j)  (-0.003969-0.025570j)  (0.012459-0.010012j)  (0.035714+0.040192j)  (0.062312+0.017838j)  (-0.020166-0.026762j)  (-0.006249-0.040318j)  (-0.031578+0.017742j)  (0.008634+0.054853j)  (0.015875+0.041444j)  (-0.011399-0.027590j)  (0.010399-0.008600j)  (-0.074005+0.026582j)  (0.012715+0.019538j)  (-0.000459+0.010358j)  (0.021417-0.032962j)  (-0.020711-0.017086j)  (0.036940-0.013479j)  (-0.008487+0.013035j)  (-0.071834-0.003452j)  (-0.049661+0.018786j)  (0.021204+0.042981j)  (0.014328-0.019570j)  (-0.006110-0.106309j)  (-0.005768+0.005366j)  (0.011745+0.001916j)  (0.011067+0.073808j)  (-0.017506+0.030501j)  (0.055590+0.018224j)  (-0.014956+0.004660j)  (-0.018208-0.010064j)  (0.005305+0.016280j)  (0.010509+0.014910j)  (0.022462-0.050926j)  (0.017030+0.000861j)  (0.074351+0.051270j)  (0.055825-0.007249j)  (0.034145+0.040596j)  (-0.030069-0.074906j)  (0.012255-0.002917j)  (-0.069392-0.018350j)  (0.000278+0.010040j)  (0.035104-0.007662j)  (-0.020361+0.005393j)  (0.063243+0.051266j)  (-0.019184-0.008627j)  (0.008182+0.002574j)  (0.015062-0.030400j)  (-0.052728-0.013581j)  (-0.021529-0.001198j)  (-0.033244+0.025253j)  (-0.049403-0.055299j)  (-0.048239+0.004427j)  (-0.005717-0.014230j)  (-0.017398+0.021256j)  (0.012251+0.006500j)  (-0.047343+0.013250j)  (0.008581-0.056247j)  (0.020178-0.003458j)  (0.003009+0.057957j)  (-0.025802+0.031195j)  (0.033174+0.015571j)  (-0.017929+0.013606j)  (-0.026386-0.010976j)  (-0.008668+0.015996j)  (-0.054425+0.015343j)  (-0.012071-0.018452j)  (-0.017589-0.020745j)  (-0.008578-0.008802j)  (0.008226-0.008195j)  (-0.005685-0.020038j)  (0.050045-0.028905j)  (0.048618+0.022654j)  (0.049811+0.073248j)  (-0.040161-0.030750j)  (-0.035642+0.029063j)  (0.026356-0.016611j)  (-0.006653-0.007709j)  (0.012716+0.011946j)  (0.041461+0.023946j)  (-0.063749+0.006396j)  (0.005070+0.012714j)  (0.059295+0.042573j)  (-0.013527+0.003575j)
 (-0.201391-0.043754j)  (-0.608815+0.036009j)  (-0.111850-0.102966j)  (0.035553-0.002975j)  (-0.080455-0.028020j)  (0.109276+0.004527j)  (-0.039002+0.002419j)  (-0.041146-0.011042j)  (-0.068984-0.053320j)  (0.267946+0.051155j)  (-0.024502-0.051427j)  (0.057121-0.019395j)  (0.089494+0.053201j)  (0.025496-0.012364j)  (-0.043867-0.009845j)  (0.076170-0.004889j)  (-0.078909-0.034145j)  (0.127153+0.047638j)  (0.022189-0.049418j)  (-0.004901+0.004686j)  (-0.081276-0.032104j)  (-0.017596+0.017069j)  (-0.092570+0.007766j)  (-0.042904-0.009907j)  (0.037489+0.044738j)  (0.006204-0.048514j)  (-0.038290-0.002055j)  (-0.051902-0.015485j)  (-0.000791+0.011495j)  (-0.052738+0.014511j)  (-0.033274+0.000035j)  (-0.046384-0.042702j)  (0.024949+0.020339j)  (0.016743+0.040208j)  (-0.032921-0.013889j)  (-0.016198+0.013813j)  (-0.078679-0.032545j)  (0.001447+0.011624j)  (-0.027849+0.056636j)  (-0.045854+0.027288j)  (-0.097603-0.028898j)  (0.053899-0.058429j)  (0.012296-0.003484j)  (0.021408-0.024877j)  (-0.061003-0.020128j)  (-0.058318+0.079594j)  (-0.016590-0.060103j)  (-0.034604-0.087038j)  (-0.082532-0.047522j)  (0.005365-0.020062j)  (-0.084268+0.043299j)  (0.015413-0.031950j)  (0.077117+0.044901j)  (0.009267+0.039917j)  (-0.011143+0.048573j)  (-0.086373+0.030786j)  (0.078656+0.007145j)  (0.085267-0.049973j)  (0.094911-0.015218j)  (-0.029883-0.054049j)  (0.038631+0.063702j)  (0.003459+0.005738j)  (-0.057354+0.020283j)  (0.022181-0.001102j)  (0.024632+0.058893j)  (0.089200-0.017258j)  (-0.079011-0.016166j)  (0.055130+0.012968j)  (-0.026122-0.033965j)  (-0.006792-0.023505j)  (-0.017193+0.029907j)  (-0.029818-0.100320j)  (0.029488+0.011336j)  (-0.035828+0.009137j)  (-0.029846+0.005245j)  (-0.095552-0.026216j)  (-0.050973-0.046378j)  (0.008002+0.019848j)  (-0.091261+0.011376j)  (-0.063806-0.054415j)  (0.013944+0.004048j)  (0.017868-0.032284j)  (0.000272+0.024538j)  (0.089928-0.038637j)  (-0.017970-0.019479j)  (0.019453+0.044299j)  (-0.059300-0.029493j)  (-0.031278-0.022534j)  (0.048319+0.004170j)  (0.034261+0.019741j)  (-0.006438+0.006408j)  (0.021392+0.002359j)  (0.066513+0.111344j)  (-0.018860-0.002313j)  (-0.022406-0.005236j)  (-0.034192+0.010830j)  (0.024954-0.073496j)  (-0.037381+0.000956j)  (0.084835+0.022797j)  (-0.004445-0.011071j)  (0.038644-0.013752j)  (-0.002654+0.029131j)  (0.094425+0.027321j)  (-0.004213-0.049461j)  (-0.002970-0.000707j)  (0.063695-0.014513j)  (-0.010906-0.013271j)  (-0.037796+0.014457j)  (0.024500+0.090817j)  (0.029590+0.001467j)  (-0.036034-0.055812j)  (-0.020151-0.033777j)  (0.035592+0.034583j)  (-0.025510-0.014941j)  (-0.066655-0.066440j)  (-0.003407-0.022668j)  (0.056563-0.059536j)  (0.073704+0.006046j)  (0.023089+0.034797j)  (-0.006158-0.002403j)  (0.019552+0.037082j)  (0.021037+0.008788j)  (0.032749-0.010772j)  (0.020658-0.028166j)  (0.030878-0.005816j)  (0.092602+0.040461j)  (-0.021676-0.105829j)  (0.031949+0.009339j)
 (0.115515-0.035917j)  (0.051359+0.062513j)  (-0.884249+0.012848j)  (0.050799-0.012832j)  (0.000238-0.009616j)  (-0.000750+0.008582j)  (-0.059299-0.003324j)  (0.034969-0.034345j)  (0.023809-0.012349j)  (-0.051460+0.122262j)  (0.023487-0.014557j)  (0.006902-0.011012j)  (-0.025663+0.016195j)  (0.025973+0.061660j)  (0.003609-0.026703j)  (-0.026673+0.036968j)  (-0.021131-0.004577j)  (0.040009+0.048868j)  (0.033453+0.004719j)  (-0.002778-0.003021j)  (0.028831-0.038904j)  (-0.018133-0.020850j)  (0.021430-0.047533j)  (0.037225-0.001369j)  (-0.010207-0.031008j)  (-0.005815+0.008327j)  (-0.012919-0.006415j)  (0.016634-0.011483j)  (-0.004206-0.005882j)  (0.030761-0.017218j)  (-0.025690-0.005091j)  (0.015311-0.028066j)  (-0.010124+0.004071j)  (-0.046845-0.083534j)  (-0.001027-0.016409j)  (0.033344-0.009693j)  (0.031379+0.001744j)  (0.019916+0.021911j)  (0.034035+0.022109j)  (-0.028727-0.025637j)  (0.008904+0.001172j)  (0.007811-0.070529j)  (-0.012342+0.000750j)  (-0.026407-0.025924j)  (0.018420-0.022688j)  (0.012577+0.041480j)  (-0.001399+0.023621j)  (0.056604+0.007767j)  (0.026268-0.017517j)  (-0.048250+0.012759j)  (0.028345-0.045593j)  (-0.000028-0.018888j)  (-0.010394-0.016545j)  (0.002478-0.019689j)  (0.004086-0.055465j)  (0.004388-0.015942j)  (-0.004321+0.018040j)  (0.013207+0.006701j)  (-0.002580+0.067759j)  (-0.006058+0.003507j)  (-0.034169+0.047038j)  (-0.000183-0.001279j)  (-0.005292+0.006893j)  (-0.032788+0.017000j)  (0.001586+0.002138j)  (0.031517+0.016689j)  (0.003171-0.014884j)  (-0.014518+0.097822j)  (-0.011863-0.021253j)  (0.013806-0.005814j)  (0.007325-0.007855j)  (0.025177+0.022212j)  (0.016129+0.010763j)  (0.047258+0.067202j)  (-0.018637-0.087506j)  (0.051495-0.008960j)  (0.040882-0.021419j)  (0.009440-0.003277j)  (0.052549-0.020349j)  (0.036948-0.015147j)  (0.005981-0.017662j)  (0.042218+0.015374j)  (-0.015218-0.007508j)  (-0.008699+0.025569j)  (0.006480-0.020767j)  (0.022630-0.031494j)  (0.002422+0.021246j)  (-0.002637-0.024305j)  (0.030663+0.004954j)  (0.002354-0.002099j)  (-0.005933-0.010424j)  (0.010730+0.004960j)  (-0.030483-0.009622j)  (-0.009970+0.013844j)  (-0.005614-0.050137j)  (-0.023994+0.000958j)  (-0.032984+0.023805j)  (0.004693-0.000268j)  (-0.022416-0.000366j)  (0.040988+0.044611j)  (-0.019388-0.018460j)  (0.019085+0.008396j)  (-0.043246-0.001428j)  (0.013061-0.036611j)  (-0.014071+0.005642j)  (-0.021351+0.029690j)  (-0.015815+0.026391j)  (-0.000272-0.011052j)  (-0.010814-0.019361j)  (-0.053056-0.063827j)  (-0.015878-0.001525j)  (-0.005308-0.052157j)  (0.014426-0.039798j)  (-0.002064+0.032061j)  (0.016912-0.008888j)  (0.003149-0.004705j)  (-0.003790-0.022533j)  (0.016099+0.027480j)  (-0.041529+0.003459j)  (0.015241+0.022854j)  (0.026437+0.013548j)  (0.036171+0.058056j)  (-0.020577-0.007188j)  (-0.003367+0.009776j)  (-0.012230+0.026906j)  (-0.020242+0.022388j)  (0.032116-0.028415j)  (-0.046434+0.009859j)
 (-0.033648+0.002645j)  (0.156309+0.052269j)  (-0.027438-0.002394j)  (-0.810508+0.014321j)  (0.015478-0.028123j)  (0.109194-0.009531j)  (-0.110884-0.092092j)  (0.067509+0.068241j)  (0.057132+0.034936j)  (0.038954-0.047440j)  (-0.010502+0.044295j)  (0.054705+0.008689j)  (0.071890+0.033429j)  (0.058437-0.042055j)  (-0.007458-0.046554j)  (-0.039259-0.053903j)  (-0.019600-0.032914j)  (0.054761+0.074568j)  (0.035216+0.067589j)  (0.005677+0.042012j)  (-0.009593+0.025928j)  (0.018741+0.029016j)  (-0.022288-0.046346j)  (0.022713+0.018123j)  (0.042676+0.039465j)  (0.043124+0.012699j)  (-0.040197-0.079445j)  (-0.004509+0.009977j)  (-0.057664-0.044882j)  (-0.030471+0.022442j)  (-0.026803-0.043189j)  (0.037317+0.074694j)  (0.000135+0.036807j)  (-0.039743+0.008813j)  (-0.007829-0.039153j)  (-0.024406+0.025100j)  (-0.050046+0.014527j)  (0.028034+0.004234j)  (-0.049663+0.097795j)  (0.045933+0.041973j)  (-0.049080-0.003572j)  (0.053914-0.010767j)  (-0.026964+0.008271j)  (0.022416-0.013033j)  (-0.021196-0.043924j)  (-0.026560-0.044104j)  (0.004701+0.004161j)  (0.034590-0.017940j)  (-0.012117+0.004021j)  (-0.041760-0.021279j)  (-0.057802-0.059918j)  (-0.012963-0.004719j)  (0.019670+0.002912j)  (0.036426-0.025715j)  (0.011802+0.015837j)  (-0.000778-0.020495j)  (-0.015879-0.006168j)  (0.081598-0.055719j)  (0.032210+0.023187j)  (0.026522+0.000655j)  (-0.008799-0.023527j)  (0.005255-0.081973j)  (-0.027748-0.044271j)  (-0.056528-0.033473j)  (-0.033509-0.014147j)  (0.008278+0.046531j)  (0.013605-0.017574j)  (0.015025+0.013951j)  (-0.022035-0.029165j)  (0.009044-0.006414j)  (-0.036410+0.026836j)  (-0.024116-0.016444j)  (0.039773+0.047014j)  (0.018796+0.000762j)  (-0.003066-0.004982j)  (-0.076141+0.088883j)  (-0.023575+0.005603j)  (-0.000937+0.030312j)  (-0.025224-0.050288j)  (-0.055075-0.013666j)  (0.052828+0.019084j)  (0.035763+0.030694j)  (-0.024180-0.015903j)  (0.017692-0.003396j)  (-0.066401-0.028316j)  (0.023634-0.005731j)  (0.016304+0.009197j)  (-0.006644-0.025511j)  (0.002270+0.031242j)  (-0.028597-0.014133j)  (0.002109-0.053205j)  (-0.010778+0.008546j)  (-0.043947+0.037290j)  (-0.002622-0.041906j)  (0.022679-0.007519j)  (-0.025079-0.052000j)  (-0.015740-0.031879j)  (-0.004305-0.027162j)  (0.027395-0.000595j)  (-0.020327-0.043856j)  (0.008304-0.010943j)  (0.011331-0.029659j)  (0.031363-0.009539j)  (0.016734-0.016575j)  (-0.017189-0.095006j)  (0.050247+0.041435j)  (-0.010798+0.009461j)  (-0.047750-0.023680j)  (-0.017463+0.008410j)  (0.011492-0.007389j)  (-0.058997-0.032911j)  (-0.023431-0.030085j)  (-0.020737-0.003135j)  (0.009750-0.037941j)  (-0.017540-0.005534j)  (0.030337-0.000581j)  (0.040531+0.015231j)  (0.020233+0.014256j)  (0.004137+0.022636j)  (-0.022251-0.012319j)  (0.014003-0.015292j)  (0.019222+0.007653j)  (-0.021415-0.012152j)  (0.019499+0.007906j)  (-0.014894-0.011830j)  (0.021032-0.012449j)  (0.067483-0.001722j)  (-0.009937-0.025852j)
 (0.064161+0.014181j)  (0.018498+0.041265j)  (0.053802+0.010877j)  (0.060649-0.010997j)  (-0.862608-0.011125j)  (0.008975-0.038040j)  (-0.041677-0.032117j)  (0.049510-0.074740j)  (0.041323+0.016097j)  (-0.077579-0.009498j)  (0.025479+0.038454j)  (0.021398+0.002702j)  (-0.032440+0.090787j)  (0.064445-0.031240j)  (0.015861-0.019046j)  (-0.029523-0.018782j)  (-0.004340-0.014320j)  (0.022426+0.026622j)  (0.037107+0.051922j)  (-0.051728-0.018372j)  (0.009472-0.010150j)  (0.005152-0.034169j)  (0.014914-0.037421j)  (-0.001490-0.010598j)  (-0.039254-0.008683j)  (-0.003332-0.019917j)  (0.021345-0.023956j)  (0.022804-0.000859j)  (0.004656+0.001131j)  (0.024202+0.023061j)  (0.000641+0.005125j)  (0.051326-0.003000j)  (0.001438-0.030136j)  (-0.058019+0.013992j)  (0.010124+0.004955j)  (-0.017155+0.033438j)  (0.011160+0.008028j)  (0.033401-0.023789j)  (-0.039322+0.002367j)  (0.011095-0.001641j)  (-0.001882-0.005319j)  (0.003914-0.004409j)  (-0.015445-0.066855j)  (0.032244-0.007500j)  (0.068100+0.032953j)  (-0.002459+0.044941j)  (-0.002861-0.028386j)  (0.042562+0.007012j)  (-0.006112-0.056396j)  (-0.030948-0.017088j)  (-0.014329+0.012344j)  (-0.002880-0.005097j)  (-0.012867+0.007252j)  (0.021242+0.029034j)  (0.026230-0.019138j)  (-0.001006-0.045506j)  (-0.006710-0.064980j)  (-0.018002+0.015352j)  (0.001420-0.026049j)  (-0.027423-0.034975j)  (-0.031868-0.023570j)  (0.025575+0.043466j)  (0.009148-0.087110j)  (-0.009726-0.010693j)  (-0.029863+0.037734j)  (-0.000559+0.020181j)  (0.026744-0.001649j)  (0.014469-0.013478j)  (0.008318+0.018048j)  (-0.001902-0.036816j)  (-0.001630+0.012021j)  (0.005252-0.038410j)  (-0.005273+0.071994j)  (0.034848+0.047399j)  (-0.073787+0.046035j)  (0.007223+0.029048j)  (0.013314-0.008301j)  (0.008623-0.007300j)  (0.014690-0.004548j)  (0.011256+0.020744j)  (0.038371+0.026669j)  (-0.002747+0.033851j)  (-0.009919+0.074695j)  (-0.042077-0.008116j)  (-0.012785-0.097182j)  (0.011385-0.001108j)  (0.015162-0.002398j)  (0.018125+0.013135j)  (0.054434-0.001545j)  (-0.007489-0.013042j)  (0.007673+0.009544j)  (-0.016187-0.007116j)  (-0.052393-0.021303j)  (-0.013811-0.037873j)  (0.022272-0.003359j)  (0.018287-0.004269j)  (0.015601+0.006267j)  (0.007987-0.010870j)  (-0.003895-0.003925j)  (0.030571-0.046402j)  (-0.055262-0.050165j)  (0.004232-0.006296j)  (0.021840-0.062262j)  (0.021413+0.063755j)  (0.011114-0.005166j)  (-0.004449+0.037820j)  (-0.006835+0.028789j)  (-0.035030-0.017463j)  (-0.009391+0.075417j)  (-0.011626+0.004430j)  (-0.002608-0.007921j)  (-0.016727-0.087775j)  (-0.028187-0.046124j)  (-0.003096-0.000826j)  (-0.056166-0.021813j)  (0.030920-0.015312j)  (-0.025255+0.022846j)  (0.004404-0.024106j)  (0.008124-0.036857j)  (-0.050762-0.057647j)  (-0.034896-0.060297j)  (-0.032286+0.008408j)  (-0.021103-0.001419j)  (0.001490+0.094640j)  (-0.047640+0.029976j)  (-0.016688-0.018764j)  (0.024555-0.020151j)  (0.006908+0.011722j)
 (-0.001336+0.006975j)  (0.070949-0.001071j)  (-0.014882-0.031200j)  (-0.005340-0.005395j)  (-0.010411-0.049217j)  (-0.886146+0.015891j)  (-0.006479+0.012554j)  (-0.037139+0.007892j)  (-0.010141-0.033879j)  (0.083519-0.007678j)  (-0.012140+0.028563j)  (0.027533-0.001446j)  (0.036377-0.008950j)  (0.033464-0.007031j)  (0.006624-0.064710j)  (0.015213-0.080186j)  (-0.022500+0.050678j)  (0.105239+0.071671j)  (0.004429+0.015299j)  (0.013296+0.007518j)  (-0.040458+0.010041j)  (-0.003119+0.003347j)  (0.000318+0.009716j)  (0.002109+0.002910j)  (0.023231+0.026840j)  (0.023460-0.027069j)  (-0.034229-0.004252j)  (-0.020489-0.054974j)  (0.005546-0.025876j)  (-0.029546-0.012351j)  (-0.017335+0.016132j)  (-0.015503+0.010326j)  (0.019491+0.041056j)  (-0.036625+0.021287j)  (0.004559-0.068767j)  (-0.006807-0.010573j)  (-0.018254-0.004689j)  (-0.009603+0.086406j)  (-0.037800+0.001621j)  (-0.026326+0.017915j)  (-0.017293-0.043165j)  (0.004289+0.011892j)  (0.001774+0.010145j)  (0.035602-0.003069j)  (-0.030834-0.023057j)  (-0.021185+0.030163j)  (-0.024876+0.019414j)  (0.010819-0.022423j)  (-0.034438+0.033796j)  (-0.012774-0.104505j)  (-0.041766-0.071065j)  (-0.008719+0.011985j)  (0.014169-0.031358j)  (0.039734+0.008671j)  (-0.013698+0.013463j)  (-0.009921+0.005863j)  (0.028945-0.044164j)  (0.056078-0.021911j)  (0.039243+0.012637j)  (0.011246-0.020153j)  (0.007974+0.027673j)  (0.002352+0.003779j)  (0.003749-0.007658j)  (-0.022842+0.035849j)  (0.049655+0.033084j)  (0.018580+0.039552j)  (0.000650+0.005785j)  (0.019343+0.029664j)  (0.013828-0.010723j)  (-0.021007+0.006575j)  (-0.001885-0.012089j)  (0.029273+0.004616j)  (0.018962+0.017837j)  (0.014320+0.009405j)  (-0.023432-0.015413j)  (0.009397-0.003201j)  (-0.022073+0.003960j)  (-0.015429-0.013900j)  (-0.013051+0.005622j)  (-0.017933+0.019185j)  (0.025886-0.000123j)  (0.006580-0.015762j)  (0.003994+0.031461j)  (0.033586+0.000001j)  (-0.027025-0.018608j)  (0.028960+0.064212j)  (-0.028865-0.042395j)  (-0.028845+0.020483j)  (0.000873+0.010835j)  (0.004514+0.003667j)  (-0.014928-0.098835j)  (-0.020797+0.068775j)  (0.009056-0.003698j)  (0.002875-0.042190j)  (-0.006190+0.023479j)  (-0.007907+0.000544j)  (-0.000890-0.025014j)  (0.032021-0.008740j)  (0.015849+0.017537j)  (0.004691-0.042463j)  (-0.008606+0.002639j)  (0.034124+0.021874j)  (0.058696-0.027416j)  (-0.014251-0.006692j)  (0.007581+0.015890j)  (0.027962-0.004808j)  (0.002731+0.018494j)  (-0.020131+0.055947j)  (-0.003269+0.020591j)  (0.010459+0.047663j)  (-0.022482+0.020898j)  (0.011054+0.021984j)  (-0.005889+0.030237j)  (-0.015618-0.057830j)  (-0.033934+0.031325j)  (0.000958-0.002718j)  (0.006610-0.021124j)  (0.006829+0.020993j)  (0.007903-0.043209j)  (-0.002988-0.004224j)  (0.020150+0.035714j)  (0.009523-0.074626j)  (-0.001440-0.046525j)  (0.000630-0.010653j)  (0.004519+0.010853j)  (0.047809-0.029534j)  (0.022707+0.024819j)  (0.012957+0.006527j)
 (0.004557+0.024365j)  (-0.117959-0.042636j)  (0.012003+0.040182j)  (-0.030287-0.012592j)  (0.017672-0.000626j)  (-0.070787+0.040223j)  (-0.842280+0.045674j)  (-0.050796-0.021141j)  (-0.093763-0.027666j)  (-0.034311-0.026513j)  (-0.009508-0.045426j)  (-0.010150+0.008120j)  (-0.046945-0.014616j)  (-0.031094+0.063021j)  (-0.014615+0.061826j)  (0.021209-0.101547j)  (0.091329-0.019294j)  (-0.121764-0.032521j)  (-0.047623-0.035925j)  (0.006155-0.003796j)  (0.017689-0.029492j)  (0.020355+0.002764j)  (0.040894+0.039810j)  (-0.037945-0.007891j)  (-0.035175+0.022096j)  (-0.026217+0.051987j)  (0.061284+0.019003j)  (-0.032192+0.011508j)  (0.078233+0.055302j)  (0.009609+0.007006j)  (-0.006651-0.106421j)  (-0.018902-0.013644j)  (0.004458-0.040790j)  (0.057672+0.045941j)  (0.047783+0.017272j)  (0.025315+0.004904j)  (0.005385+0.017015j)  (-0.006524-0.019971j)  (-0.020717-0.011240j)  (0.032374-0.017304j)  (0.037973-0.002305j)  (-0.028641+0.016780j)  (-0.002551-0.018141j)  (-0.008472+0.016663j)  (0.032066+0.021252j)  (0.035698+0.001543j)  (-0.013128-0.020463j)  (-0.051676+0.027612j)  (-0.013722+0.030782j)  (-0.014712+0.009422j)  (0.065029-0.046813j)  (-0.013229-0.005598j)  (-0.031504-0.008466j)  (-0.025057+0.051201j)  (-0.021255-0.047320j)  (-0.037818+0.004423j)  (0.018028-0.001736j)  (0.002075+0.015409j)  (-0.000426-0.028882j)  (-0.001214+0.028587j)  (-0.002211+0.006488j)  (-0.010574-0.005078j)  (-0.029085-0.053530j)  (0.029459-0.017751j)  (0.009743+0.023070j)  (-0.062624-0.021916j)  (0.003245+0.029737j)  (-0.016397-0.063551j)  (-0.007284+0.035778j)  (-0.014738-0.005178j)  (0.007812+0.027163j)  (0.018610-0.007274j)  (-0.058841-0.018997j)  (-0.027125+0.026549j)  (0.032681-0.008961j)  (0.019729-0.010912j)  (-0.033084-0.000340j)  (-0.008644+0.004503j)  (0.008560+0.025485j)  (-0.027350+0.003126j)  (-0.029473-0.007284j)  (-0.008611-0.011675j)  (-0.002223-0.007000j)  (-0.027975+0.005241j)  (0.002427-0.113969j)  (0.004159-0.007739j)  (-0.015774+0.006829j)  (0.015767-0.010415j)  (-0.024096+0.050416j)  (0.022775+0.003829j)  (-0.003545+0.007648j)  (-0.030808-0.005655j)  (-0.009180+0.082063j)  (-0.012421+0.000319j)  (0.010269-0.033046j)  (0.043119-0.055839j)  (0.030518+0.029644j)  (-0.009769+0.032306j)  (-0.033334-0.003876j)  (0.015381+0.070597j)  (0.022173-0.001516j)  (-0.006322+0.004914j)  (-0.041040-0.003092j)  (-0.014843-0.010943j)  (0.019438-0.009641j)  (-0.016479+0.053024j)  (0.009762-0.016743j)  (0.047270-0.025956j)  (-0.026170-0.034651j)  (-0.000537-0.021684j)  (-0.014456+0.013021j)  (-0.018125+0.021511j)  (0.041587+0.003319j)  (0.031486+0.037537j)  (0.009290-0.012604j)  (-0.030320-0.023873j)  (-0.025626+0.035802j)  (-0.051279-0.034553j)  (0.022931-0.015970j)  (0.022842-0.016130j)  (0.001092+0.006100j)  (0.019324+0.022526j)  (-0.001284-0.054167j)  (-0.060350+0.037040j)  (0.002546-0.003954j)  (-0.053169+0.003007j)  (-0.040303+0.071770j)  (0.014391-0.002403j)
 (0.054724+0.012762j)  (0.091149-0.007823j)  (0.009213-0.013572j)  (0.027981-0.009828j)  (-0.007459-0.096252j)  (0.054302-0.015299j)  (-0.045962+0.001379j)  (-0.891192+0.014713j)  (0.087812-0.023058j)  (-0.007602-0.017201j)  (0.015472-0.040178j)  (0.024125-0.012061j)  (0.025039-0.029150j)  (-0.012051-0.021272j)  (0.030297-0.004772j)  (-0.038092+0.081400j)  (-0.033943-0.001732j)  (0.021374+0.003117j)  (0.056721+0.061841j)  (0.029912+0.016234j)  (-0.002969-0.027270j)  (0.012972-0.022415j)  (0.008697+0.002184j)  (0.005014+0.010644j)  (0.023955+0.000488j)  (-0.002921-0.010003j)  (-0.064611-0.019405j)  (-0.021749-0.051161j)  (-0.090774-0.003254j)  (-0.010057+0.002608j)  (-0.023876-0.003766j)  (0.022987-0.016528j)  (0.022860-0.003943j)  (-0.033323-0.015991j)  (-0.032814-0.009453j)  (-0.007742+0.014911j)  (-0.034373-0.002198j)  (0.031169+0.021267j)  (-0.022503+0.034338j)  (-0.017750-0.017754j)  (-0.006115+0.008176j)  (0.020909-0.001183j)  (-0.002153+0.006018j)  (-0.000683+0.002611j)  (0.005432+0.002645j)  (-0.051750+0.018410j)  (0.031463+0.041605j)  (0.050876-0.002568j)  (-0.002980+0.006478j)  (-0.009967-0.009095j)  (0.000567+0.006492j)  (0.032844+0.001028j)  (0.006669-0.051656j)  (0.020923-0.106246j)  (0.021918+0.000618j)  (0.020839+0.003590j)  (-0.003230+0.054549j)  (0.016182-0.016148j)  (-0.010653-0.098235j)  (-0.002219-0.015807j)  (-0.016692+0.002146j)  (-0.019638+0.026720j)  (0.013042+0.000134j)  (-0.028062-0.000540j)  (0.027124-0.023814j)  (0.020175+0.021061j)  (0.002615+0.002837j)  (0.012128+0.037073j)  (-0.012123+0.010993j)  (0.017196+0.020139j)  (-0.010431+0.007388j)  (-0.003826-0.017736j)  (0.027508+0.040307j)  (-0.012230+0.004261j)  (-0.019896-0.006000j)  (-0.007918+0.061680j)  (0.020895-0.002992j)  (0.026088-0.011765j)  (0.026637+0.005928j)  (-0.000845+0.019390j)  (0.043187+0.033074j)  (0.004881+0.018889j)  (-0.024429+0.005965j)  (0.025337-0.063196j)  (-0.019221+0.020228j)  (0.011550+0.000705j)  (0.035165-0.017102j)  (0.008931-0.034360j)  (-0.009520-0.001756j)  (-0.010603+0.022207j)  (-0.001769+0.036248j)  (-0.009373-0.026040j)  (-0.018810+0.008809j)  (-0.011983-0.002300j)  (0.046108-0.017937j)  (-0.025590-0.045458j)  (-0.021074-0.009609j)  (-0.014573-0.007563j)  (0.005628-0.007838j)  (0.017575+0.007475j)  (0.017323-0.025918j)  (-0.020690+0.019933j)  (0.013090-0.008121j)  (0.009673+0.062275j)  (0.001162+0.045938j)  (0.032282+0.036779j)  (-0.001578+0.029560j)  (-0.006950+0.006628j)  (0.009924+0.013111j)  (0.007617+0.003930j)  (-0.006503-0.033281j)  (-0.000163-0.026180j)  (0.012771-0.003041j)  (-0.004983+0.014285j)  (-0.014334+0.006700j)  (0.007491-0.079121j)  (0.006485+0.019889j)  (-0.009393-0.051928j)  (-0.000444+0.009357j)  (-0.051556+0.070586j)  (0.010904-0.028767j)  (-0.008907+0.051620j)  (0.003884+0.003048j)  (-0.005481-0.001962j)  (0.028846-0.042975j)  (0.011811-0.031134j)  (0.001905-0.027867j)  (-0.010189-0.012177j)
