 (-0.649798-0.000810j)  (0.261976+0.098952j)  (0.004300-0.017986j)  (0.207603-0.021531j)  (0.109945+0.035458j)  (0.048099+0.026351j)  (-0.052185+0.029622j)  (0.069315+0.023561j)  (0.110355-0.035997j)  (-0.087313+0.046061j)  (0.025098-0.024683j)  (0.038060+0.017791j)  (-0.007869-0.000184j)  (-0.041171-0.034114j)  (0.022237+0.008604j)  (-0.094891-0.024608j)  (-0.010375-0.040983j)  (0.116148+0.094299j)  (0.091463-0.012052j)  (0.076901+0.067751j)  (0.064263-0.044507j)  (0.001378-0.020402j)  (0.047720-0.058580j)  (0.071742-0.007469j)  (0.003163-0.046932j)  (0.015666-0.042764j)  (-0.023293-0.027524j)  (0.003055-0.074824j)  (-0.102383-0.038020j)  (-0.009010-0.002581j)  (-0.049448+0.031673j)  (0.116544+0.026985j)  (-0.020004+0.027795j)  (-0.120196+0.045842j)  (-0.005835-0.010102j)  (0.003239+0.003775j)  (-0.028361-0.016868j)  (-0.048316+0.029252j)  (0.010075+0.052130j)  (0.005980+0.007266j)  (-0.033145-0.002269j)  (0.046619-0.032370j)  (-0.070989+0.047433j)  (0.027469-0.059782j)  (0.019845+0.003945j)  (-0.021370+0.039383j)  (0.004334-0.020712j)  (0.065771-0.007112j)  (0.035125-0.028031j)  (-0.088763+0.001747j)  (-0.021028+0.006387j)  (-0.021367+0.075335j)  (0.015967+0.002580j)  (0.066050+0.100462j)  (0.013871+0.001552j)  (0.015894+0.000563j)  (-0.024104+0.009397j)  (0.035930+0.028267j)  (0.046613-0.034216j)  (0.057618-0.011686j)  (0.006144+0.039603j)  (-0.042902+0.012779j)  (0.027588+0.017633j)  (-0.077413-0.002400j)  (-0.045666+0.010942j)  (0.075953+0.075305j)  (-0.039675-0.041025j)  (0.007337+0.106521j)  (-0.046890-0.096081j)  (-0.043278-0.008354j)  (-0.001660-0.005661j)  (0.055583-0.060111j)  (0.057685+0.030573j)  (-0.017286+0.004591j)  (-0.008285-0.002199j)  (0.038032-0.009368j)  (-0.026646+0.021979j)  (0.024978+0.002878j)  (-0.018874-0.009287j)  (0.006441-0.058178j)  (0.082656+0.016574j)  (0.010772+0.056570j)  (-0.078840-0.006019j)  (-0.001671-0.032217j)  (-0.009954+0.010896j)  (0.012962-0.012665j)  (0.069438-0.026542j)  (-0.042310-0.000056j)  (0.088230-0.011060j)  (-0.008553-0.023679j)  (0.036230+0.021483j)  (0.083512+0.037304j)  (-0.081765+0.008844j)  (-0.009847-0.011669j)  (-0.043227+0.017529j)  (-0.037428-0.021146j)  (-0.008006-0.062130j)  (-0.058662+0.031207j)  (0.047503+0.002261j)  (-0.011358-0.029336j)  (-0.026626-0.000215j)  (-0.021607+0.047692j)  (0.042251-0.007777j)  (-0.004386-0.056895j)  (-0.026834-0.052449j)  (0.062809-0.010329j)  (0.021824+0.017023j)  (-0.094198+0.019427j)  (-0.002998+0.023281j)  (0.002041+0.013966j)  (-0.075079-0.016949j)  (-0.009241-0.037356j)  (-0.013632+0.046494j)  (-0.013306-0.006829j)  (-0.043308+0.021979j)  (0.061805+0.019496j)  (0.027503-0.030416j)  (-0.011491+0.013873j)  (-0.025529+0.006565j)  (-0.040670+0.023672j)  (0.015272+0.006332j)  (-0.043733-0.002192j)  (-0.009437-0.035279j)  (0.007366+0.009690j)  (-0.041612+0.022403j)  (0.055055+0.040972j)  (0.002552-0.006589j)  (-0.050461-0.018973j)
 (-0.119594-0.078867j)  (-0.554284+0.022888j)  (-0.084234-0.104096j)  (0.026874+0.027369j)  (-0.080466-0.040373j)  (0.139728-0.027176j)  (-0.203978-0.007878j)  (0.075709+0.031480j)  (0.019785-0.016226j)  (0.265747-0.003085j)  (0.005887-0.014805j)  (0.060585+0.025349j)  (0.134810-0.021339j)  (0.092133+0.025412j)  (0.018273+0.035728j)  (0.039789-0.021892j)  (-0.061801+0.000491j)  (0.118927-0.019720j)  (-0.035669-0.013240j)  (-0.062521+0.004852j)  (-0.135842-0.061590j)  (-0.022308-0.014359j)  (-0.021811-0.048514j)  (-0.016668+0.000109j)  (0.050743-0.016444j)  (-0.020402+0.023524j)  (-0.083840+0.065467j)  (-0.045096+0.032643j)  (-0.058142+0.045650j)  (-0.005589+0.011555j)  (-0.036233-0.028692j)  (0.035865+0.017726j)  (0.051094+0.047922j)  (-0.004190+0.014943j)  (-0.042555-0.020523j)  (-0.005789-0.020924j)  (-0.069985-0.002280j)  (-0.022628-0.003986j)  (-0.004479-0.028089j)  (0.025639-0.025424j)  (-0.030178-0.005367j)  (0.015066+0.013419j)  (0.052130-0.029605j)  (0.009438-0.003390j)  (-0.057842-0.009829j)  (-0.058794-0.003640j)  (-0.032431-0.001084j)  (-0.068476-0.081914j)  (-0.046209-0.085819j)  (-0.055968+0.016836j)  (-0.056785-0.069662j)  (0.013142+0.069029j)  (0.060704-0.034729j)  (0.064770-0.012598j)  (0.050690+0.039906j)  (-0.019359+0.064654j)  (0.004696+0.000900j)  (0.091041-0.038897j)  (0.023258-0.049423j)  (-0.037921-0.125010j)  (0.078087-0.061951j)  (-0.016431-0.020450j)  (0.027771-0.005456j)  (0.019022-0.025560j)  (-0.010641+0.015619j)  (0.121427+0.050070j)  (-0.081931-0.048758j)  (0.091992+0.026659j)  (-0.056539-0.025499j)  (-0.003909+0.015572j)  (-0.034607-0.015207j)  (0.009799+0.008177j)  (0.061496+0.013695j)  (-0.065972+0.017713j)  (0.007928-0.008530j)  (-0.057752-0.000981j)  (-0.099051+0.022746j)  (0.026058-0.041102j)  (0.005728-0.023339j)  (-0.034755-0.007217j)  (0.059529+0.044443j)  (0.021190-0.001110j)  (0.016649+0.011069j)  (0.052975-0.018328j)  (-0.056364+0.048137j)  (-0.020632+0.034860j)  (-0.102240-0.046509j)  (0.008692-0.032398j)  (0.099565-0.013416j)  (0.016790-0.014715j)  (0.007063+0.015774j)  (-0.045126-0.022310j)  (0.089280-0.031966j)  (0.038070-0.038018j)  (0.000279+0.028678j)  (-0.101911+0.003423j)  (0.010385-0.066939j)  (-0.031456-0.059348j)  (0.080771-0.046168j)  (-0.046021-0.020892j)  (0.088670+0.096829j)  (-0.001062-0.001253j)  (0.058201+0.059311j)  (-0.062804+0.006248j)  (-0.037691+0.011224j)  (0.039685-0.011195j)  (0.038687+0.008670j)  (-0.006152-0.016712j)  (0.018117-0.032036j)  (0.036613+0.005485j)  (0.022493-0.017156j)  (-0.024623-0.072328j)  (0.028499-0.034979j)  (-0.000031-0.006502j)  (0.006300-0.000840j)  (0.004116+0.007921j)  (0.042852+0.002855j)  (0.092840+0.025821j)  (0.044318+0.052451j)  (-0.000321+0.003134j)  (0.072081-0.023327j)  (0.010915+0.015746j)  (0.001415+0.015955j)  (0.080465+0.027876j)  (0.089476+0.014627j)  (0.134388+0.028230j)  (-0.076665+0.043668j)  (0.016066-0.005073j)
 (0.111022-0.002136j)  (-0.003941+0.021318j)  (-0.895852-0.002051j)  (0.003244+0.006034j)  (0.037793-0.004691j)  (0.008794+0.028636j)  (0.022777-0.003611j)  (0.006753+0.015279j)  (0.003268+0.020526j)  (-0.056197+0.097376j)  (0.003310+0.044954j)  (-0.007231+0.021391j)  (-0.043580+0.015976j)  (-0.037369+0.064700j)  (0.014340+0.007039j)  (-0.000033-0.014229j)  (-0.035113-0.020857j)  (0.008484+0.029396j)  (0.016668-0.024383j)  (0.034534-0.010652j)  (0.004703-0.037993j)  (-0.012747-0.016311j)  (0.034204-0.030008j)  (0.037690-0.005401j)  (0.006643-0.031311j)  (0.007606+0.011947j)  (0.004430-0.017994j)  (0.036981+0.009553j)  (-0.015386-0.035050j)  (0.006491+0.012315j)  (0.019405+0.023193j)  (0.016996+0.036306j)  (-0.001181+0.013226j)  (-0.029569+0.028429j)  (0.010814+0.002965j)  (0.002591+0.078673j)  (0.031258-0.008812j)  (0.015388+0.047009j)  (0.002803+0.012072j)  (0.031644+0.007771j)  (-0.035478+0.003175j)  (0.034076-0.062050j)  (-0.015686-0.003303j)  (-0.007027-0.011350j)  (0.016272+0.019808j)  (-0.003116+0.044689j)  (-0.020440+0.015707j)  (-0.000586+0.002856j)  (0.033365+0.003389j)  (-0.011991+0.003081j)  (0.029668-0.077209j)  (-0.003728-0.083935j)  (-0.028293+0.018904j)  (0.017915+0.004726j)  (0.014259-0.061873j)  (0.003581+0.013643j)  (-0.014256-0.003565j)  (0.005580+0.017851j)  (-0.031642+0.017597j)  (0.021497-0.000205j)  (-0.060291+0.062964j)  (-0.039644-0.001605j)  (0.026520+0.030995j)  (-0.018669-0.004914j)  (-0.005259+0.040438j)  (-0.004851-0.000341j)  (0.029127+0.004366j)  (0.009426-0.021002j)  (-0.020566+0.033987j)  (-0.021494-0.000839j)  (0.051740+0.001815j)  (-0.029385+0.009620j)  (0.022566+0.009996j)  (0.020108+0.061261j)  (0.013504+0.073227j)  (0.019864-0.002988j)  (0.015469-0.008181j)  (-0.000951+0.015893j)  (0.012620+0.012365j)  (0.022970-0.009712j)  (-0.000741+0.061169j)  (0.020508+0.019464j)  (-0.004294-0.009613j)  (-0.010446+0.000152j)  (0.000816+0.010060j)  (0.005641-0.000235j)  (0.009513-0.002479j)  (-0.011229+0.003368j)  (0.023320+0.022064j)  (-0.003765+0.006472j)  (-0.003513+0.023234j)  (0.021468+0.057064j)  (-0.011610+0.027610j)  (0.002309+0.017009j)  (-0.017520+0.059071j)  (-0.004422-0.017135j)  (-0.002244+0.002388j)  (-0.036393+0.011925j)  (0.000906+0.001701j)  (0.004814+0.034590j)  (-0.052384+0.098336j)  (-0.004415+0.006804j)  (0.000437+0.010237j)  (0.003985-0.014702j)  (0.017730-0.011268j)  (-0.006730+0.067895j)  (-0.004535+0.018647j)  (-0.018388+0.014757j)  (-0.013652+0.043645j)  (-0.027158+0.025710j)  (-0.044442-0.000389j)  (0.004733+0.039952j)  (-0.015912+0.052548j)  (0.007153-0.051584j)  (-0.024996-0.031483j)  (-0.042669+0.014132j)  (-0.011226-0.014515j)  (0.001745+0.033721j)  (-0.012376+0.000539j)  (-0.001975+0.019008j)  (0.012585+0.019874j)  (0.026377-0.038169j)  (-0.023965-0.001592j)  (-0.018346-0.005439j)  (-0.017107+0.020291j)  (-0.002375+0.030934j)  (0.005820-0.018668j)  (0.000170+0.019547j)
 (0.004871+0.071883j)  (0.148927+0.025227j)  (0.002095+0.012362j)  (-0.829378+0.038662j)  (0.039163+0.079701j)  (0.045655-0.006490j)  (-0.083841-0.007062j)  (0.080820+0.038388j)  (0.062604-0.008432j)  (-0.010635-0.029427j)  (-0.013999-0.013908j)  (0.019953+0.015858j)  (0.052782+0.017070j)  (0.046986-0.036920j)  (0.009679-0.017337j)  (-0.025308-0.070360j)  (-0.015852-0.004534j)  (0.081139+0.059670j)  (0.014449+0.045812j)  (0.029505-0.037705j)  (0.011818-0.012521j)  (-0.008929+0.017199j)  (0.053956-0.039809j)  (0.045545+0.009559j)  (0.030496-0.023429j)  (0.001482+0.009271j)  (-0.011951+0.003993j)  (-0.012289+0.042470j)  (-0.066054-0.064743j)  (-0.018523+0.052725j)  (-0.012916+0.007839j)  (0.051653+0.058707j)  (-0.004516-0.026920j)  (-0.022740+0.009183j)  (-0.046928-0.058229j)  (-0.006186-0.019160j)  (-0.021220-0.013266j)  (-0.045523+0.012396j)  (-0.049031+0.092969j)  (0.012979-0.070379j)  (-0.019706-0.040326j)  (0.040781-0.017326j)  (-0.043838-0.011909j)  (0.030873+0.049358j)  (-0.022140+0.021193j)  (-0.053609-0.034654j)  (-0.008228+0.013147j)  (-0.014738-0.003829j)  (0.020592+0.013581j)  (-0.039037-0.014205j)  (-0.063220+0.059611j)  (-0.006953+0.027681j)  (-0.011366+0.030505j)  (0.004505-0.025477j)  (-0.008757+0.011252j)  (-0.021369+0.020454j)  (-0.063342-0.005185j)  (-0.033726-0.038735j)  (0.018081-0.023967j)  (-0.019757+0.027186j)  (0.031857-0.021620j)  (-0.015441-0.044422j)  (0.019864+0.046381j)  (-0.019416-0.047118j)  (-0.026121-0.026091j)  (0.029543+0.050476j)  (-0.015060-0.078451j)  (0.005487+0.072471j)  (-0.030218+0.022803j)  (-0.018484+0.104090j)  (-0.009884-0.016360j)  (-0.013362-0.022130j)  (0.015720+0.053425j)  (-0.036927+0.015618j)  (-0.008690-0.009090j)  (0.002409-0.013255j)  (-0.037173+0.014245j)  (-0.006370+0.000968j)  (-0.007008-0.035225j)  (0.031866-0.000772j)  (0.029835+0.010480j)  (-0.048302+0.067447j)  (-0.009690-0.053381j)  (0.038056-0.011556j)  (-0.041363+0.067085j)  (0.026290-0.001486j)  (0.005291+0.013507j)  (0.001261+0.028765j)  (0.031812-0.004627j)  (-0.011616-0.021301j)  (-0.021977+0.010330j)  (-0.005630-0.075743j)  (0.003324+0.034976j)  (-0.007563-0.041798j)  (-0.015369+0.022583j)  (-0.051411+0.021320j)  (-0.014808+0.044796j)  (-0.028413-0.038635j)  (-0.007717-0.019287j)  (0.024090-0.052331j)  (-0.005617-0.013247j)  (0.001741+0.008839j)  (0.043800-0.012062j)  (-0.003242+0.011179j)  (0.016937-0.024138j)  (0.008673-0.005627j)  (0.002188-0.017303j)  (-0.025625+0.002254j)  (-0.060209-0.038536j)  (-0.003918+0.071360j)  (-0.018939+0.038095j)  (0.019578-0.018390j)  (0.001617-0.018517j)  (-0.006098-0.040338j)  (-0.029847+0.011964j)  (-0.012963+0.020662j)  (0.019015-0.017030j)  (-0.003521+0.011179j)  (0.003328-0.010464j)  (-0.016550-0.008366j)  (0.004193+0.008997j)  (0.011422-0.095771j)  (0.003508+0.007310j)  (0.014795-0.007943j)  (-0.049906+0.002616j)  (0.009021+0.009622j)  (-0.034665+0.051419j)  (0.025556-0.028250j)
 (0.120474-0.001217j)  (0.060883+0.019028j)  (0.029546-0.007088j)  (0.033494-0.002668j)  (-0.876738-0.032582j)  (-0.034545-0.011049j)  (-0.014550+0.049162j)  (0.017813-0.089185j)  (0.053129-0.015600j)  (-0.090969+0.050547j)  (0.006540+0.016225j)  (0.004583+0.002921j)  (-0.032837-0.020084j)  (-0.057824-0.042196j)  (0.025172-0.007887j)  (-0.058984+0.017873j)  (-0.005520-0.005158j)  (0.044194+0.003693j)  (0.016540+0.017621j)  (0.064721+0.001647j)  (-0.004840-0.021431j)  (-0.022338-0.012678j)  (-0.009300-0.035717j)  (0.074565-0.005748j)  (0.004809-0.021372j)  (0.000537-0.040711j)  (-0.014410-0.014889j)  (0.042513+0.015400j)  (-0.069438-0.016748j)  (0.007543+0.004071j)  (0.014441+0.008724j)  (0.070132+0.002431j)  (-0.059384-0.003509j)  (-0.042275+0.044206j)  (-0.014629-0.033713j)  (0.001313+0.013143j)  (-0.002048-0.001057j)  (0.000392+0.020649j)  (0.006250+0.033441j)  (-0.001771+0.052022j)  (-0.046841-0.010834j)  (0.006722-0.019722j)  (-0.054017+0.033192j)  (0.020377-0.026566j)  (0.014499-0.000669j)  (-0.022368-0.052925j)  (0.032416+0.047966j)  (0.023932+0.011037j)  (0.012921-0.079703j)  (-0.021672+0.001796j)  (-0.004957+0.018305j)  (-0.009803+0.017483j)  (0.012545-0.007836j)  (-0.005114+0.050582j)  (-0.005080-0.022905j)  (-0.000685-0.027278j)  (-0.006017-0.063633j)  (-0.017586-0.007147j)  (0.004060+0.002850j)  (0.047194-0.008452j)  (-0.014051+0.011225j)  (0.011843-0.085546j)  (0.041653+0.001779j)  (-0.016914-0.005650j)  (-0.022110+0.002745j)  (0.034325+0.014971j)  (0.026590+0.007435j)  (-0.014520+0.037724j)  (-0.001683-0.013378j)  (0.001476-0.005340j)  (0.015403+0.000149j)  (-0.009339+0.053100j)  (0.016275+0.054076j)  (0.036057+0.065048j)  (-0.009271-0.022071j)  (0.005935-0.067517j)  (0.007147+0.010925j)  (0.024134+0.005042j)  (0.001341+0.008232j)  (0.022275-0.017111j)  (0.043366+0.005810j)  (0.025526+0.046488j)  (-0.054753+0.090491j)  (-0.008105-0.022794j)  (-0.004490+0.015577j)  (0.007517-0.018475j)  (0.026345-0.013306j)  (-0.022283+0.028745j)  (0.033091-0.029370j)  (0.036731+0.005706j)  (-0.001018+0.009888j)  (0.022683-0.018530j)  (-0.034022+0.004653j)  (-0.007760-0.003847j)  (-0.009082+0.032050j)  (-0.059797-0.023417j)  (-0.000591+0.005717j)  (-0.006448-0.009101j)  (0.010458-0.016630j)  (-0.006152-0.019483j)  (-0.035865+0.026181j)  (-0.013851+0.015353j)  (-0.000075+0.011380j)  (0.016752+0.036201j)  (0.011959+0.001686j)  (0.001706-0.000138j)  (-0.005328+0.017876j)  (-0.021765+0.002974j)  (-0.010918-0.047102j)  (0.005431+0.009138j)  (-0.038087+0.013980j)  (0.010871-0.002499j)  (-0.001194+0.034135j)  (-0.008361+0.004191j)  (0.021865+0.012720j)  (0.030795-0.017925j)  (-0.000609-0.038061j)  (0.049355-0.010557j)  (-0.000303+0.054167j)  (-0.045261-0.023503j)  (-0.022990+0.014418j)  (-0.033820-0.010687j)  (-0.025922-0.016970j)  (0.009912+0.032526j)  (-0.049405+0.000064j)  (0.013050+0.009173j)  (0.006288+0.024087j)  (-0.036104-0.012924j)
 (-0.027545-0.074702j)  (0.084876-0.022227j)  (-0.036898-0.043706j)  (0.003533-0.013130j)  (0.008564-0.038222j)  (-0.859624+0.046728j)  (-0.084777-0.091334j)  (0.025887-0.031594j)  (0.035227-0.011933j)  (0.108398-0.033445j)  (0.070202+0.017515j)  (0.025251-0.007274j)  (0.046417+0.004770j)  (0.016360-0.058186j)  (-0.001255+0.003867j)  (-0.007261-0.011088j)  (-0.012136+0.007646j)  (0.123138+0.028645j)  (-0.004994+0.026811j)  (-0.009189+0.007687j)  (-0.049657-0.013256j)  (-0.008779-0.014433j)  (-0.020618-0.015222j)  (0.002198-0.141985j)  (0.024932-0.002650j)  (0.019090+0.008500j)  (-0.018795-0.002527j)  (-0.036671-0.073030j)  (0.021896-0.007486j)  (-0.016315+0.008620j)  (0.029511-0.005343j)  (0.000195+0.039096j)  (0.020241+0.011639j)  (0.007426-0.006820j)  (0.004398-0.010646j)  (-0.002481+0.008198j)  (-0.047114-0.001914j)  (0.001166-0.027843j)  (-0.062748-0.056701j)  (0.029522-0.044728j)  (-0.007912+0.023852j)  (-0.004309+0.008266j)  (0.011040+0.005954j)  (0.004618-0.030877j)  (-0.030830+0.059391j)  (-0.009119-0.017285j)  (0.029793+0.008908j)  (-0.028327-0.015038j)  (-0.024686-0.010425j)  (0.051092+0.001530j)  (-0.018078+0.037447j)  (0.006865+0.010144j)  (0.026775-0.021436j)  (0.020455-0.067939j)  (-0.005032-0.051915j)  (-0.020903-0.001441j)  (0.024562+0.023300j)  (0.028749-0.016953j)  (-0.022781+0.029806j)  (0.000671-0.054697j)  (-0.008504+0.073077j)  (0.019734+0.005206j)  (-0.000484+0.008772j)  (0.011295+0.036946j)  (-0.007567+0.013654j)  (0.010946+0.005216j)  (-0.008943-0.020347j)  (0.047369+0.023497j)  (-0.016889-0.015885j)  (0.034748+0.047961j)  (-0.042886+0.011359j)  (-0.022929-0.027888j)  (0.004790+0.002579j)  (-0.024736-0.007249j)  (0.004382+0.008664j)  (-0.003546-0.003157j)  (-0.043074+0.021685j)  (0.010145+0.037935j)  (-0.025560-0.016271j)  (-0.009291+0.003343j)  (0.000405+0.004413j)  (0.035501-0.082235j)  (0.025835+0.003448j)  (0.038048+0.056159j)  (-0.019437-0.008454j)  (-0.009804-0.009255j)  (0.024047-0.021767j)  (-0.025328+0.003969j)  (-0.009876+0.005514j)  (-0.018622+0.019370j)  (0.018837-0.017473j)  (-0.037400+0.033080j)  (0.042555+0.017707j)  (0.009467+0.034336j)  (0.027492+0.023139j)  (0.003767-0.000561j)  (-0.011848-0.006977j)  (-0.018954-0.037651j)  (-0.002197-0.006603j)  (-0.042205-0.003424j)  (0.017766+0.009418j)  (-0.006249-0.018738j)  (0.013948-0.025178j)  (-0.012115-0.014182j)  (-0.022534+0.002682j)  (0.011313-0.036344j)  (0.024215-0.037468j)  (0.021403+0.052426j)  (0.000469-0.003157j)  (0.007407+0.030723j)  (0.027841+0.040804j)  (-0.007729-0.034622j)  (0.016131+0.015230j)  (-0.009116-0.006576j)  (0.009169-0.000219j)  (0.012891+0.016286j)  (0.034111-0.012035j)  (0.074352-0.029590j)  (-0.008077-0.006036j)  (0.019610-0.013509j)  (0.026162-0.002797j)  (0.020009-0.107509j)  (0.009079-0.032471j)  (0.015031-0.038451j)  (0.048985-0.000428j)  (0.048025-0.031923j)  (-0.059071-0.000247j)  (0.007675+0.000215j)
 (0.061445-0.042170j)  (-0.119611-0.021443j)  (0.047605+0.032731j)  (0.013660-0.077257j)  (0.068026+0.001597j)  (-0.016239-0.078110j)  (-0.803149+0.007770j)  (-0.013534-0.054444j)  (0.012881-0.096563j)  (-0.137090+0.052935j)  (0.010902+0.011273j)  (-0.065415-0.029798j)  (-0.109186+0.009321j)  (-0.100031+0.014739j)  (0.015590-0.084986j)  (0.005188-0.012469j)  (0.047712+0.004143j)  (0.006319-0.048368j)  (0.012742-0.045270j)  (0.056702-0.019066j)  (0.002212-0.024256j)  (0.032726+0.067534j)  (-0.007881-0.001113j)  (0.030557+0.003042j)  (-0.006309-0.012045j)  (-0.024377+0.000576j)  (0.031766+0.015354j)  (0.080641-0.043137j)  (0.006806+0.023387j)  (0.030030+0.002615j)  (-0.048559-0.025951j)  (-0.008073+0.019652j)  (-0.045074-0.005574j)  (-0.015784-0.020855j)  (-0.057830+0.008060j)  (0.024394+0.007482j)  (0.015173-0.003404j)  (0.010295-0.000455j)  (-0.006560+0.031531j)  (-0.022901+0.019782j)  (0.011256-0.027091j)  (0.025382-0.025396j)  (-0.024470+0.036089j)  (-0.044885+0.000530j)  (-0.017631+0.029564j)  (0.032096+0.014165j)  (0.036354-0.014737j)  (0.058758+0.016458j)  (0.007924+0.031846j)  (0.005067+0.031953j)  (0.012570-0.001180j)  (0.014082-0.036291j)  (-0.029604+0.039042j)  (-0.008968+0.027866j)  (0.022660+0.033576j)  (0.004970-0.015577j)  (0.007322+0.043777j)  (-0.013659+0.001782j)  (-0.033381+0.100293j)  (0.011138-0.006636j)  (-0.032407-0.002740j)  (-0.027845+0.018533j)  (-0.019627-0.011851j)  (-0.009182+0.036448j)  (-0.019271+0.073482j)  (-0.036428-0.072783j)  (0.055928+0.002656j)  (-0.046205+0.009301j)  (0.012361+0.018552j)  (-0.006347-0.019137j)  (0.021543+0.093989j)  (0.014036-0.041503j)  (-0.056547-0.064410j)  (0.016582+0.000191j)  (-0.019662-0.008237j)  (0.042886-0.114555j)  (0.080393-0.044729j)  (-0.021938-0.027419j)  (-0.010617+0.017577j)  (0.032353-0.003484j)  (-0.015809-0.063048j)  (0.048333+0.073903j)  (0.015679-0.051370j)  (-0.049930-0.053345j)  (0.026602+0.023652j)  (0.021038-0.006587j)  (0.049075+0.014031j)  (-0.023095+0.018231j)  (-0.066903+0.009857j)  (-0.004699+0.006048j)  (0.013220+0.060433j)  (0.011724-0.025635j)  (-0.060105+0.058043j)  (-0.027545+0.032686j)  (0.026110-0.020739j)  (0.009025-0.005065j)  (-0.034600+0.017111j)  (-0.016828+0.025045j)  (-0.011081-0.012369j)  (0.047381+0.085019j)  (-0.034032+0.028359j)  (0.012510-0.019532j)  (-0.011052-0.017348j)  (0.026408-0.017865j)  (0.000738+0.000710j)  (-0.016436+0.003556j)  (0.025749+0.019702j)  (-0.010327+0.050787j)  (-0.025833+0.010921j)  (-0.022341-0.026855j)  (-0.058168+0.035839j)  (-0.020448+0.017125j)  (0.000201-0.057143j)  (0.015871-0.016947j)  (0.002128-0.014086j)  (-0.002174-0.009006j)  (-0.021204-0.016030j)  (-0.030339-0.006136j)  (-0.019173+0.025793j)  (-0.021348+0.016324j)  (-0.013655+0.012952j)  (-0.033098+0.002388j)  (-0.022376-0.016226j)  (0.007530-0.071007j)  (-0.043864-0.010143j)  (-0.067334+0.044197j)  (0.039353+0.026365j)  (-0.002075+0.011349j)
 (0.023789+0.026748j)  (0.077482-0.013925j)  (-0.012729+0.011134j)  (0.003876+0.026132j)  (0.025653-0.048876j)  (0.024945-0.050320j)  (-0.071590+0.006723j)  (-0.907794+0.008348j)  (0.051014+0.025759j)  (0.041379-0.047369j)  (-0.006445+0.000531j)  (0.030860-0.000936j)  (0.032859-0.031857j)  (0.046167-0.031543j)  (0.036948-0.019936j)  (-0.006281-0.034280j)  (-0.029172+0.004898j)  (0.077134-0.002110j)  (0.032084-0.015233j)  (0.017978+0.011452j)  (0.007239-0.011321j)  (0.020993-0.023259j)  (0.010100-0.009005j)  (0.021666-0.007678j)  (0.033511-0.013639j)  (0.016951+0.016319j)  (-0.026926+0.055600j)  (-0.017142+0.038911j)  (-0.030562-0.050526j)  (-0.010191+0.010005j)  (0.006495+0.003449j)  (0.032585+0.002799j)  (0.016599-0.030121j)  (-0.020374-0.010929j)  (0.000821-0.004406j)  (-0.002566+0.028652j)  (-0.012293-0.013758j)  (0.048620+0.013978j)  (0.017691-0.000550j)  (-0.041701-0.089883j)  (-0.023568+0.013396j)  (-0.000093-0.007280j)  (0.020924-0.012815j)  (0.014534-0.011301j)  (0.008558-0.005274j)  (-0.010442+0.007580j)  (-0.001196+0.106598j)  (0.024310+0.039644j)  (-0.000193-0.049019j)  (-0.048934+0.002376j)  (-0.012789+0.006715j)  (-0.016243-0.004681j)  (0.006406-0.059890j)  (0.014312-0.030513j)  (0.012778+0.020940j)  (-0.007461-0.011657j)  (-0.003251-0.011909j)  (0.012647-0.003427j)  (-0.004216-0.013547j)  (-0.000521+0.001534j)  (-0.008965-0.017526j)  (0.004526-0.042827j)  (0.014439-0.013303j)  (0.013044+0.029433j)  (-0.003198-0.006124j)  (0.017042+0.023994j)  (-0.025908-0.001271j)  (0.014466+0.066929j)  (-0.000607-0.032728j)  (-0.014192+0.018887j)  (-0.007661-0.005785j)  (-0.016799-0.017475j)  (0.038010+0.028058j)  (-0.038387+0.026263j)  (-0.008844+0.000809j)  (0.000757+0.016889j)  (-0.021141+0.023781j)  (-0.001893-0.004545j)  (-0.020734-0.020225j)  (-0.008491+0.003504j)  (0.018379+0.012527j)  (-0.015988-0.026322j)  (-0.005061-0.000870j)  (0.013430-0.002006j)  (-0.033560+0.008840j)  (0.009038-0.017602j)  (0.004372+0.011074j)  (-0.033277+0.014183j)  (0.038019+0.007628j)  (-0.005414-0.003256j)  (0.015881-0.029646j)  (-0.000513+0.003008j)  (0.013077+0.024252j)  (-0.002015-0.029982j)  (-0.021534-0.031277j)  (-0.037186-0.051520j)  (-0.009867-0.032330j)  (-0.021507-0.015505j)  (0.030389+0.034774j)  (-0.015230-0.003400j)  (-0.000973-0.011957j)  (0.002309-0.000161j)  (0.039333+0.027518j)  (-0.028484+0.087377j)  (-0.001763-0.011897j)  (0.028975+0.087845j)  (0.005106-0.037791j)  (-0.002395-0.015462j)  (-0.010139-0.017435j)  (0.021359+0.003233j)  (-0.007510-0.022203j)  (0.020498-0.019209j)  (-0.003111-0.000926j)  (-0.001004+0.005656j)  (0.028528-0.037365j)  (-0.006889-0.034577j)  (-0.008989-0.017956j)  (0.019928-0.059630j)  (-0.006001+0.006851j)  (-0.025642+0.003078j)  (0.012100+0.000605j)  (0.007547+0.026367j)  (0.001707-0.005522j)  (0.004891-0.009220j)  (-0.005650-0.033420j)  (0.026130-0.011677j)  (-0.013861-0.033337j)  (0.014988+0.001304j)
