 (-0.665885-0.001077j)  (0.208388+0.019306j)  (-0.035234-0.041281j)  (0.106970+0.063270j)  (0.173542+0.047252j)  (-0.042805+0.006933j)  (-0.181332-0.007030j)  (0.081665+0.035932j)  (0.096754+0.013459j)  (-0.107039-0.015462j)  (0.000113+0.060798j)  (0.080212+0.022781j)  (0.021220+0.001573j)  (-0.077227-0.014938j)  (0.009615-0.027209j)  (-0.139309-0.035252j)  (-0.017978-0.018728j)  (0.111778+0.058820j)  (0.102360-0.037705j)  (0.075221+0.018256j)  (0.006429-0.052832j)  (-0.055618+0.020286j)  (-0.007745-0.030265j)  (0.016040+0.010549j)  (-0.005781-0.060222j)  (0.048507-0.012621j)  (0.050220+0.003212j)  (0.034565-0.105150j)  (-0.101302-0.033415j)  (0.048708+0.053842j)  (-0.005634-0.022226j)  (0.067450-0.013604j)  (-0.000709+0.015271j)  (-0.059336-0.057447j)  (-0.084187-0.053194j)  (-0.010740-0.019750j)  (-0.035342+0.044512j)  (0.052352-0.013937j)  (0.030125+0.011743j)  (-0.009318+0.025305j)  (-0.041824-0.018513j)  (0.021376-0.061693j)  (-0.029747+0.012123j)  (-0.029559-0.033338j)  (-0.003331+0.032305j)  (-0.052248+0.070943j)  (-0.005419+0.100073j)  (0.049152+0.000484j)  (0.050982+0.043710j)  (-0.059325+0.005653j)  (-0.007053+0.058755j)  (-0.044254+0.016841j)  (-0.007557-0.024944j)  (-0.010004+0.042920j)  (-0.001011+0.054106j)  (0.056515-0.033302j)  (-0.046078-0.003613j)  (-0.032848-0.001668j)  (0.036315-0.022164j)  (0.062184+0.004537j)  (-0.010197+0.009102j)  (-0.017744-0.026254j)  (0.057556-0.024612j)  (-0.054318+0.004096j)  (-0.072126-0.006889j)  (0.005297+0.020656j)  (-0.013732-0.078676j)  (0.009430+0.043832j)  (-0.011314-0.037484j)  (-0.005545-0.015095j)  (-0.040964-0.013342j)  (0.033070+0.054475j)  (0.111788+0.025239j)  (0.009863+0.021002j)  (-0.027341+0.002179j)  (0.011514+0.033025j)  (0.053170+0.008752j)  (-0.014257+0.021503j)  (-0.001963+0.013014j)  (0.047440-0.001490j)  (0.092132-0.028819j)  (0.052580+0.019576j)  (-0.027811+0.011412j)  (-0.001053-0.048434j)  (-0.066709+0.012073j)  (0.052405+0.006870j)  (0.070826+0.002394j)  (-0.010141+0.024881j)  (0.017637-0.046724j)  (-0.035811+0.006892j)  (0.043189+0.007024j)  (-0.025506+0.016737j)  (-0.059549-0.005541j)  (0.022847+0.000144j)  (-0.006630+0.019184j)  (-0.035206+0.017570j)  (-0.040199-0.029550j)  (-0.092167+0.062230j)  (0.005677+0.001019j)  (-0.049575-0.064138j)  (-0.082821+0.015552j)  (-0.015410+0.028107j)  (0.071420+0.003702j)  (0.015926-0.012914j)  (-0.032986-0.028035j)  (0.006409-0.037740j)  (0.063069-0.004659j)  (-0.031831-0.017504j)  (0.036262-0.018615j)  (-0.044421+0.001938j)  (-0.017619+0.008131j)  (0.003919-0.001672j)  (-0.019032-0.019815j)  (0.026231-0.100882j)  (-0.027628-0.036813j)  (0.027383-0.047537j)  (0.033017+0.015382j)  (0.037181+0.043444j)  (-0.031925-0.012240j)  (-0.042814+0.029846j)  (0.033219+0.020566j)  (-0.034946+0.056848j)  (-0.030619-0.036002j)  (0.001958+0.002442j)  (-0.060485-0.038035j)  (-0.042675-0.032224j)  (0.015921+0.010653j)  (-0.049930-0.019200j)
 (-0.172253+0.051275j)  (-0.448221-0.000697j)  (-0.022022-0.120289j)  (0.063725+0.036088j)  (0.047119+0.043928j)  (-0.149006+0.003351j)  (0.094908-0.015319j)  (0.083010+0.019844j)  (-0.068449+0.038531j)  (0.230096-0.026287j)  (-0.072751+0.034949j)  (-0.074270-0.034004j)  (0.050834-0.002625j)  (0.154903-0.041355j)  (0.098101-0.039054j)  (0.004793+0.066659j)  (-0.106595-0.045569j)  (0.177268-0.045209j)  (0.011757+0.045821j)  (0.004730+0.064641j)  (-0.037411+0.125301j)  (0.010514-0.049653j)  (-0.103674+0.014375j)  (-0.105955+0.025816j)  (0.018904+0.047764j)  (-0.043348-0.007186j)  (-0.099889+0.047860j)  (-0.013330+0.027088j)  (-0.095367-0.015928j)  (0.018791+0.075681j)  (0.001342+0.006754j)  (0.059125+0.010956j)  (-0.009550+0.038861j)  (-0.180842+0.064759j)  (0.008372-0.051132j)  (-0.054067-0.003592j)  (-0.064669+0.073898j)  (-0.061023+0.021890j)  (-0.119508-0.082023j)  (0.011948-0.002650j)  (-0.023776+0.071122j)  (-0.078504+0.012902j)  (0.036006+0.009323j)  (0.084400+0.023012j)  (0.037484+0.029443j)  (-0.034098+0.024362j)  (-0.081027-0.007681j)  (-0.073190+0.003780j)  (-0.041099-0.016499j)  (0.033958-0.013622j)  (-0.068553-0.036009j)  (-0.050207+0.040258j)  (0.046920-0.031638j)  (0.058292-0.041067j)  (0.045798-0.039375j)  (-0.044095-0.000047j)  (0.008060-0.023357j)  (-0.000679-0.012571j)  (0.103068-0.104096j)  (0.016387-0.013118j)  (0.099959+0.031102j)  (0.013184-0.049434j)  (-0.033294+0.049729j)  (0.103209-0.017270j)  (-0.026524+0.024654j)  (0.044212+0.022715j)  (-0.097009-0.033308j)  (0.041371+0.049887j)  (-0.004019-0.057071j)  (0.058001-0.062472j)  (0.052641-0.004896j)  (0.030505+0.022013j)  (-0.015975+0.001590j)  (-0.059658+0.001801j)  (-0.037687+0.022735j)  (-0.049370-0.064618j)  (-0.036231+0.014747j)  (0.027564-0.028108j)  (-0.056575-0.058249j)  (-0.072427+0.101391j)  (0.008009+0.018282j)  (-0.035888-0.000004j)  (-0.025536-0.021783j)  (0.106530-0.040039j)  (0.012774-0.041614j)  (0.007279+0.049097j)  (-0.011522+0.009114j)  (0.044121-0.005279j)  (0.100758-0.034138j)  (0.061654-0.033359j)  (-0.038771+0.023309j)  (-0.084358-0.057609j)  (0.077916+0.020682j)  (0.015463+0.048577j)  (-0.016322-0.007206j)  (-0.074249+0.040182j)  (0.032128-0.030139j)  (0.047094+0.075438j)  (0.100467+0.043363j)  (0.027950+0.062253j)  (0.007274-0.013018j)  (0.053337+0.020762j)  (0.016491-0.049592j)  (-0.014980+0.018741j)  (-0.001417-0.034739j)  (0.073373-0.019327j)  (0.005623-0.038195j)  (-0.078916+0.011305j)  (0.073252-0.015157j)  (0.043475-0.019119j)  (-0.025693-0.004555j)  (0.035748+0.082823j)  (0.054433-0.002863j)  (-0.018566-0.059094j)  (-0.012712-0.018949j)  (-0.009254+0.009374j)  (0.004499-0.009379j)  (0.070974+0.034309j)  (0.053138+0.003066j)  (0.013879-0.003822j)  (0.025768+0.033329j)  (-0.051184-0.032546j)  (0.044494+0.062448j)  (0.018231+0.025990j)  (-0.016423+0.003286j)  (0.145867+0.009515j)  (-0.002423-0.054583j)  (0.009648+0.051487j)
 (0.014477-0.086404j)  (-0.008378+0.016037j)  (-0.897531-0.008585j)  (0.013449+0.099934j)  (-0.002440-0.011420j)  (-0.020663-0.005092j)  (0.050340+0.001031j)  (-0.020686-0.000217j)  (-0.013161-0.019390j)  (0.027616+0.043145j)  (-0.023197-0.002612j)  (-0.008680-0.017689j)  (0.022537+0.004336j)  (-0.008774+0.061035j)  (-0.006450+0.016659j)  (-0.063258+0.065551j)  (-0.016175-0.041403j)  (-0.011620-0.003348j)  (-0.030216-0.011667j)  (0.001430-0.015723j)  (0.021110-0.002105j)  (0.000958+0.069417j)  (-0.008661-0.016418j)  (0.002861+0.078431j)  (0.007765-0.042674j)  (-0.003385+0.008577j)  (-0.050177-0.029511j)  (0.001035-0.001873j)  (0.025578-0.010101j)  (-0.008433+0.017454j)  (0.002727-0.008218j)  (-0.013430+0.010366j)  (0.016825-0.003391j)  (-0.000736+0.005606j)  (0.018427-0.004675j)  (-0.021671+0.015565j)  (-0.010962-0.003037j)  (0.034436-0.017767j)  (0.025233-0.016823j)  (0.009406+0.006358j)  (0.003292-0.009708j)  (-0.001305+0.022376j)  (-0.028940+0.016123j)  (-0.035700+0.030166j)  (-0.017291+0.019811j)  (0.001451-0.009694j)  (-0.001669+0.002326j)  (0.015440-0.009651j)  (0.009539-0.004727j)  (0.016818+0.038159j)  (-0.004417-0.031775j)  (-0.012758-0.023727j)  (-0.001726+0.018770j)  (-0.020828+0.040960j)  (0.014608+0.035132j)  (-0.009944-0.048619j)  (0.017632-0.054962j)  (0.012200+0.003769j)  (0.009674+0.075445j)  (0.021550-0.013256j)  (-0.050002+0.082243j)  (0.016176+0.090747j)  (0.004206+0.005786j)  (-0.016841+0.007112j)  (-0.012293-0.050503j)  (-0.026052+0.036281j)  (-0.003728+0.019877j)  (0.028733-0.049621j)  (0.015965-0.029835j)  (-0.020742-0.001250j)  (0.002535-0.081893j)  (-0.022910-0.006978j)  (0.000006+0.000717j)  (-0.009531-0.023051j)  (-0.006807+0.047001j)  (0.011597-0.027351j)  (-0.008178+0.071851j)  (-0.001545+0.008108j)  (-0.003983+0.041480j)  (-0.024664+0.004843j)  (0.014257+0.019381j)  (0.010154-0.000120j)  (0.038462-0.008329j)  (0.000463-0.050057j)  (0.006744+0.056479j)  (-0.003387-0.004975j)  (0.005966-0.016444j)  (-0.012518-0.000352j)  (-0.000933+0.066429j)  (-0.037400+0.009201j)  (-0.028785-0.055555j)  (0.019900+0.002243j)  (0.001834+0.038070j)  (-0.031488-0.012045j)  (-0.000389-0.003439j)  (0.008616-0.005437j)  (-0.002618+0.016196j)  (0.000886-0.002944j)  (-0.018059+0.012326j)  (-0.007069+0.048279j)  (0.001358+0.029195j)  (-0.010397-0.007894j)  (-0.027990-0.011865j)  (-0.010575-0.010269j)  (0.024144+0.022840j)  (-0.013014-0.018700j)  (-0.006017-0.016418j)  (0.046144-0.006323j)  (0.010582+0.049135j)  (0.011105+0.002345j)  (-0.008255-0.051792j)  (-0.002710+0.003737j)  (0.008715+0.015268j)  (-0.021423-0.004102j)  (-0.001933+0.001833j)  (0.012230+0.004464j)  (0.004946+0.064995j)  (0.009022+0.010277j)  (-0.014118+0.024976j)  (0.006329-0.069044j)  (-0.016103+0.001790j)  (0.027848+0.027363j)  (-0.019197+0.057007j)  (-0.004392-0.039644j)  (0.016547-0.000139j)  (-0.002205+0.031603j)  (-0.026261-0.011494j)  (-0.022012+0.029727j)
 (0.017854+0.038217j)  (0.140002-0.029976j)  (-0.038205+0.068682j)  (-0.870422-0.002313j)  (0.076542-0.017925j)  (-0.064429-0.027166j)  (-0.061643-0.000348j)  (0.051795-0.015865j)  (0.023557+0.033137j)  (-0.019844+0.020404j)  (0.006162+0.028627j)  (-0.000496-0.015822j)  (0.028533-0.010975j)  (0.025417+0.002832j)  (-0.000620+0.003348j)  (-0.015969+0.026666j)  (-0.035274+0.057306j)  (0.109360-0.045524j)  (0.017569+0.032804j)  (0.002721+0.008250j)  (-0.028537+0.015027j)  (0.014269-0.014976j)  (-0.053552+0.023492j)  (-0.009412+0.023011j)  (-0.012407-0.002716j)  (-0.012895-0.005060j)  (-0.025426-0.019872j)  (0.008274+0.031035j)  (-0.073886+0.006404j)  (0.021838+0.004693j)  (-0.011427-0.008125j)  (0.026393+0.005716j)  (0.003206-0.001085j)  (-0.045431-0.039738j)  (-0.008484-0.079839j)  (-0.017315-0.019704j)  (0.020182+0.027806j)  (-0.023900-0.004862j)  (-0.048257+0.094343j)  (0.022272+0.052285j)  (-0.017013+0.016682j)  (0.006343-0.002419j)  (-0.009995-0.006573j)  (0.018728+0.009225j)  (0.004196+0.013047j)  (-0.038432-0.018227j)  (-0.015544-0.018836j)  (-0.009741+0.003114j)  (0.001042-0.000312j)  (-0.012945-0.018133j)  (-0.023628-0.008224j)  (-0.005544-0.006763j)  (0.024817+0.003985j)  (0.015373+0.002417j)  (0.022365-0.001880j)  (-0.026073-0.023732j)  (-0.020529+0.002041j)  (0.000239+0.065574j)  (0.115964-0.045788j)  (0.020459+0.047002j)  (0.044602+0.001637j)  (0.023889+0.030886j)  (-0.032520+0.028927j)  (-0.000422-0.038007j)  (-0.022637+0.028035j)  (0.016702+0.007305j)  (-0.053983-0.024983j)  (0.014472+0.011018j)  (-0.001548+0.025937j)  (0.013442-0.034270j)  (0.011249+0.017758j)  (0.003821+0.008428j)  (0.015822+0.002454j)  (0.004082-0.007789j)  (0.021555-0.006467j)  (-0.054014+0.000534j)  (0.015152-0.006902j)  (0.012474+0.008399j)  (-0.008975+0.002434j)  (-0.012509-0.025974j)  (-0.002901-0.010764j)  (0.011226+0.042178j)  (-0.009404+0.085050j)  (-0.017134-0.000231j)  (0.003689-0.039811j)  (0.035807+0.022626j)  (0.010919-0.031047j)  (-0.004272+0.005707j)  (0.046518-0.036041j)  (0.011493+0.036471j)  (-0.001392-0.010728j)  (-0.017657-0.006000j)  (-0.031036+0.001127j)  (-0.001674-0.074084j)  (0.007048+0.008460j)  (-0.038935-0.018520j)  (-0.003535-0.001567j)  (0.030964+0.010469j)  (0.036349-0.002146j)  (0.004258-0.100482j)  (0.009421-0.001057j)  (-0.010643+0.002151j)  (-0.004276-0.002997j)  (-0.013258+0.074225j)  (0.018019+0.051009j)  (-0.016257-0.006168j)  (-0.007491-0.021843j)  (-0.007095-0.001536j)  (0.017048-0.005558j)  (0.011110-0.019287j)  (0.043582-0.086321j)  (0.021278-0.008481j)  (0.015996-0.011639j)  (0.000743+0.012469j)  (-0.014944+0.006585j)  (0.019202+0.013951j)  (0.007747+0.008076j)  (0.044117+0.004778j)  (-0.006483-0.043362j)  (-0.013693-0.016301j)  (0.020736+0.034024j)  (0.038914-0.012545j)  (0.024799+0.002806j)  (0.009208-0.011469j)  (0.006497-0.003272j)  (0.032642-0.059212j)  (-0.008823-0.003264j)  (-0.041259+0.007193j)
 (0.133892-0.040556j)  (0.222082+0.001396j)  (-0.015132-0.008948j)  (0.065318-0.024089j)  (-0.778005+0.029626j)  (-0.058284+0.024901j)  (-0.085858+0.011427j)  (0.051629-0.008937j)  (0.061423+0.005768j)  (-0.034627+0.007509j)  (0.007779+0.059718j)  (-0.003211-0.008589j)  (-0.017604-0.028963j)  (0.031223-0.030046j)  (0.022693-0.051726j)  (-0.080840+0.027580j)  (-0.009452-0.012013j)  (0.137666-0.033437j)  (0.020079+0.025754j)  (0.036838-0.000458j)  (0.010063+0.126968j)  (-0.023852-0.028057j)  (-0.057607+0.023417j)  (-0.017619+0.003793j)  (0.012238-0.009110j)  (0.009653-0.026953j)  (0.022421+0.022126j)  (0.007197-0.081830j)  (-0.067286-0.053048j)  (-0.010427-0.004295j)  (0.031351+0.013614j)  (0.064933+0.000967j)  (0.026029+0.015295j)  (-0.132269+0.007795j)  (-0.036415+0.001715j)  (-0.014407+0.039779j)  (-0.001801+0.027852j)  (0.015797-0.017715j)  (-0.011875+0.023892j)  (-0.007415-0.046201j)  (-0.039431+0.005159j)  (0.021757+0.024630j)  (-0.023342+0.033864j)  (0.010906+0.001442j)  (-0.020163+0.037400j)  (-0.044360-0.030523j)  (-0.014398-0.030263j)  (0.053802-0.025014j)  (0.030586-0.009259j)  (-0.034794+0.004098j)  (-0.030366-0.027781j)  (-0.030320+0.021595j)  (0.030068+0.012623j)  (0.026711-0.012280j)  (0.005950-0.034255j)  (0.000180-0.034094j)  (-0.039121+0.031720j)  (-0.009395+0.021214j)  (0.031428-0.010321j)  (0.018816-0.009570j)  (0.016852+0.027231j)  (-0.015648-0.088157j)  (0.025467-0.010344j)  (-0.027620+0.019741j)  (-0.035156+0.070711j)  (0.052866+0.116361j)  (-0.053601-0.035855j)  (0.012642+0.029785j)  (0.004236-0.005282j)  (0.012836-0.048419j)  (0.014230+0.008280j)  (0.040635+0.048675j)  (0.060255+0.021952j)  (0.015715+0.002093j)  (-0.036163+0.015246j)  (-0.047855-0.043694j)  (0.009637+0.017917j)  (0.000646-0.008415j)  (0.009134-0.016947j)  (0.034835-0.000936j)  (0.064351-0.012205j)  (-0.014241+0.036251j)  (0.022739+0.035056j)  (0.031141+0.006582j)  (-0.048706-0.012227j)  (0.003994-0.000121j)  (0.084482-0.071090j)  (0.059112-0.035105j)  (0.008023-0.023132j)  (-0.002373+0.000048j)  (0.030082+0.009265j)  (0.002414-0.010917j)  (-0.022768+0.037497j)  (0.020685+0.012510j)  (0.002590+0.017668j)  (-0.010072+0.017353j)  (-0.000820+0.015749j)  (-0.038580+0.022403j)  (0.032463-0.007638j)  (-0.037529-0.033132j)  (-0.057340+0.050257j)  (-0.000137+0.024814j)  (-0.009143+0.021766j)  (0.000127+0.000068j)  (-0.013641+0.003075j)  (0.011515-0.021219j)  (-0.024711-0.021754j)  (-0.034850+0.109082j)  (0.034325-0.031882j)  (-0.040155-0.015827j)  (-0.000661+0.057162j)  (-0.021496+0.038600j)  (-0.008048-0.041200j)  (-0.040387-0.047496j)  (0.010392+0.065663j)  (0.036240+0.000665j)  (0.059802+0.078900j)  (0.034908-0.019655j)  (-0.017230-0.004016j)  (0.020490+0.014858j)  (0.010180+0.009285j)  (-0.008469+0.015756j)  (0.006002-0.013982j)  (0.001303-0.047694j)  (-0.024168+0.014334j)  (0.062942+0.008806j)  (0.027266-0.012008j)  (-0.038226+0.037937j)
 (0.086211-0.002921j)  (-0.094512-0.035669j)  (0.010631+0.039594j)  (0.004548-0.045990j)  (0.022266+0.021849j)  (-0.887378-0.035072j)  (-0.026698-0.032347j)  (-0.011222+0.006998j)  (0.031291-0.012231j)  (-0.050562-0.017505j)  (0.036069+0.002269j)  (0.019115+0.016643j)  (-0.020011+0.007338j)  (-0.064482+0.092707j)  (-0.022493-0.017275j)  (-0.028199-0.049604j)  (0.002210+0.020842j)  (-0.049306+0.035614j)  (0.001652-0.002953j)  (-0.003412+0.005512j)  (0.022131-0.029038j)  (0.026059-0.006746j)  (0.009751-0.001162j)  (0.029763-0.016888j)  (0.000168-0.002345j)  (-0.002018+0.004612j)  (0.026941-0.007852j)  (0.020205+0.002904j)  (0.012999-0.007590j)  (0.024112-0.018372j)  (-0.001669+0.010636j)  (-0.004791-0.053012j)  (-0.075065+0.044608j)  (0.007055+0.003992j)  (-0.000199+0.028529j)  (-0.033344-0.006972j)  (-0.012726-0.122113j)  (0.051420-0.009422j)  (0.017991+0.016688j)  (-0.007269-0.034925j)  (-0.000988-0.016453j)  (0.001776-0.036674j)  (-0.021459-0.015757j)  (-0.037281-0.055018j)  (-0.002965+0.038463j)  (0.012426-0.020806j)  (0.014805+0.012611j)  (0.024202+0.006719j)  (0.019248+0.012689j)  (-0.009352+0.004127j)  (0.021297+0.007924j)  (0.025859+0.000390j)  (-0.014706-0.008372j)  (-0.006842-0.009951j)  (-0.000644+0.008968j)  (0.019676+0.015903j)  (-0.021643-0.007318j)  (-0.010183-0.020402j)  (-0.055752-0.012669j)  (0.015168-0.008890j)  (-0.063011-0.058097j)  (-0.018473+0.000202j)  (0.004344-0.037346j)  (-0.026565-0.007961j)  (0.012563+0.009472j)  (0.003563+0.004211j)  (0.008763-0.017749j)  (0.011790-0.002997j)  (0.017016-0.000401j)  (-0.025701+0.078090j)  (-0.022759-0.026309j)  (-0.021413-0.036492j)  (0.022917+0.026370j)  (-0.002266-0.004858j)  (-0.014567+0.017136j)  (0.000289+0.000468j)  (0.030586-0.049384j)  (0.001827+0.004157j)  (-0.001720+0.013641j)  (0.041561+0.045107j)  (0.003042+0.012041j)  (0.032634-0.009726j)  (0.002148-0.003319j)  (-0.045249+0.032624j)  (0.015160+0.013760j)  (-0.024462-0.024338j)  (-0.024519+0.019958j)  (0.005316+0.008264j)  (-0.014627+0.003935j)  (-0.023737+0.000232j)  (0.047434+0.045668j)  (-0.001029-0.035318j)  (0.005930-0.007444j)  (-0.007714+0.005407j)  (-0.002630+0.014689j)  (0.066168+0.027938j)  (-0.000418-0.015005j)  (-0.012135-0.020151j)  (-0.006115-0.028833j)  (0.029555+0.001185j)  (-0.011336+0.014189j)  (0.012665-0.025704j)  (0.020738-0.066526j)  (0.013316-0.110384j)  (-0.024841+0.014558j)  (-0.044745+0.043769j)  (-0.018283+0.013632j)  (0.018556+0.037615j)  (0.015900+0.020667j)  (-0.028138-0.004955j)  (0.035427-0.033022j)  (0.007375-0.026212j)  (-0.020026+0.001236j)  (-0.016728-0.007946j)  (0.020878+0.028808j)  (0.005043+0.003164j)  (-0.002654+0.010558j)  (-0.019660+0.027218j)  (-0.042960-0.013604j)  (-0.027365+0.024149j)  (-0.003235+0.069455j)  (0.026846-0.013199j)  (-0.053882+0.023221j)  (-0.023892-0.003685j)  (-0.039414+0.008020j)  (-0.039822-0.042250j)  (0.028894+0.000106j)  (0.006828+0.020798j)
 (-0.107088+0.016768j)  (-0.109704-0.033668j)  (-0.023588-0.010653j)  (-0.032419-0.008703j)  (-0.079470-0.029972j)  (0.018621+0.003085j)  (-0.823189-0.046349j)  (-0.064151+0.005023j)  (-0.061064+0.020317j)  (0.099919-0.029924j)  (0.019212+0.004133j)  (-0.071327-0.019504j)  (0.019411+0.012503j)  (0.046238+0.002563j)  (0.051364+0.027737j)  (0.061387-0.032550j)  (-0.010239-0.013657j)  (-0.099130+0.068828j)  (-0.085169+0.030091j)  (-0.036872+0.022198j)  (0.025642+0.035905j)  (0.038284-0.035101j)  (0.012528+0.041620j)  (-0.000585+0.003245j)  (-0.012511+0.053511j)  (-0.034922+0.025109j)  (-0.065351-0.064105j)  (0.003715+0.022621j)  (0.073475-0.021378j)  (0.032378+0.025920j)  (0.030047-0.081497j)  (-0.051617-0.032974j)  (-0.008712-0.006651j)  (0.044285+0.025544j)  (-0.005980+0.007925j)  (0.020868-0.055838j)  (-0.006413-0.015548j)  (-0.043719+0.016786j)  (-0.000711-0.030811j)  (0.002983+0.010240j)  (0.039717-0.094815j)  (-0.035699+0.008570j)  (0.000300+0.015364j)  (0.014760+0.008418j)  (-0.005395-0.018502j)  (0.048390-0.011725j)  (0.011280-0.002991j)  (-0.068048-0.015397j)  (-0.007306+0.006331j)  (0.062922+0.015069j)  (0.022157-0.032401j)  (-0.012344-0.006672j)  (0.012272+0.007760j)  (-0.008587+0.018317j)  (-0.036883-0.021109j)  (-0.039776-0.020408j)  (0.047786+0.000636j)  (-0.012881-0.063468j)  (-0.077224+0.018701j)  (0.006768-0.022284j)  (-0.001248+0.011181j)  (0.025431+0.020805j)  (-0.070777-0.053463j)  (0.025100-0.031640j)  (0.022467-0.007330j)  (-0.030445+0.076924j)  (0.007297+0.034139j)  (0.028616+0.015776j)  (0.019584+0.049774j)  (-0.001706-0.006650j)  (0.039517-0.018456j)  (0.002144+0.002007j)  (-0.065007+0.004790j)  (-0.012419-0.028127j)  (-0.027347-0.000724j)  (0.004960+0.018879j)  (-0.029117-0.008511j)  (-0.004003-0.023156j)  (-0.003360+0.024036j)  (-0.038097+0.001215j)  (-0.045870-0.055724j)  (-0.031122-0.011927j)  (0.028726-0.030436j)  (0.008825+0.015292j)  (0.027218+0.014853j)  (-0.016450-0.087839j)  (-0.034665-0.021580j)  (-0.000725-0.013609j)  (-0.044112-0.040680j)  (0.033094-0.025965j)  (-0.015521+0.010414j)  (0.010753+0.028156j)  (0.056447+0.037322j)  (-0.020180-0.047804j)  (0.001139+0.045023j)  (0.006893+0.034247j)  (0.044725-0.055993j)  (0.059152-0.004992j)  (-0.002722-0.022416j)  (0.027351+0.064965j)  (0.062637+0.007653j)  (0.053191+0.040977j)  (-0.024401+0.017827j)  (0.017813-0.002742j)  (0.021315-0.003156j)  (-0.000394+0.008439j)  (-0.007567+0.044559j)  (0.039581+0.018568j)  (-0.031948+0.011950j)  (0.038064-0.017606j)  (0.012789+0.013691j)  (0.025506+0.028848j)  (0.012408-0.009927j)  (-0.012702+0.040194j)  (0.010773+0.012723j)  (-0.037093-0.019681j)  (-0.020178-0.004236j)  (-0.009188-0.018896j)  (0.011166+0.035021j)  (0.035518-0.041938j)  (-0.024418-0.008761j)  (0.033955+0.059719j)  (-0.015870-0.040233j)  (-0.001691-0.029391j)  (0.067804+0.012057j)  (-0.000923-0.056788j)  (-0.018265-0.008771j)  (0.020887+0.034566j)
 (-0.021738+0.019125j)  (0.095435-0.017467j)  (-0.009602-0.009243j)  (0.018193-0.018608j)  (0.014705-0.016096j)  (-0.032713+0.015384j)  (0.015777+0.012337j)  (-0.892099-0.025319j)  (-0.001436+0.053551j)  (0.016065+0.021466j)  (0.027059-0.024087j)  (-0.036151-0.020895j)  (0.017687-0.017725j)  (0.019193-0.028355j)  (-0.011220-0.000552j)  (-0.018063+0.022003j)  (-0.048397-0.041064j)  (0.032363+0.008554j)  (0.047342-0.012117j)  (0.029306-0.026629j)  (-0.014362-0.012376j)  (0.001929-0.005352j)  (-0.023896+0.019420j)  (-0.029254+0.016669j)  (0.007732-0.011869j)  (0.000632-0.087229j)  (-0.033693+0.065427j)  (-0.039258+0.008142j)  (-0.003937+0.011056j)  (-0.000442-0.006859j)  (0.000226+0.002315j)  (0.040446-0.038934j)  (-0.010977+0.013433j)  (-0.015201+0.006045j)  (-0.011863-0.025721j)  (-0.006488+0.000666j)  (-0.004378+0.040116j)  (-0.015530-0.014606j)  (-0.018456+0.005977j)  (0.021530+0.027915j)  (-0.020732-0.011829j)  (-0.021649-0.014791j)  (0.021321-0.018038j)  (0.007952-0.020467j)  (0.012670+0.014527j)  (-0.034543+0.013569j)  (0.000673-0.015164j)  (-0.003547+0.011171j)  (-0.021409+0.019585j)  (0.000317-0.022048j)  (-0.024058+0.014742j)  (0.027409-0.036457j)  (0.011725+0.054367j)  (0.014969+0.020374j)  (0.016651-0.015403j)  (-0.020364+0.032492j)  (-0.026328+0.073285j)  (-0.004686+0.010112j)  (0.014105+0.012557j)  (0.068687+0.042960j)  (0.034215-0.045984j)  (-0.009814-0.030668j)  (-0.015753+0.047116j)  (0.011936+0.004990j)  (-0.017637+0.030088j)  (0.037293-0.015670j)  (-0.024228-0.087117j)  (0.003957-0.015365j)  (0.001445-0.085307j)  (0.001184-0.038886j)  (-0.000714+0.010457j)  (-0.017844+0.058641j)  (0.006510+0.004543j)  (-0.029664+0.037049j)  (0.015430+0.025930j)  (-0.023963-0.009575j)  (-0.016103+0.044615j)  (-0.016060-0.007771j)  (-0.011766-0.002892j)  (-0.019415-0.009955j)  (-0.030980+0.038577j)  (0.011661-0.060088j)  (-0.023903+0.010255j)  (0.042621-0.024929j)  (0.022094-0.020456j)  (0.003715-0.001758j)  (0.026836+0.005167j)  (-0.023161-0.030792j)  (0.019032-0.025684j)  (0.010239+0.007282j)  (-0.018256-0.020557j)  (0.011739-0.058799j)  (-0.001722-0.011384j)  (0.008707-0.017038j)  (0.015422-0.017159j)  (-0.035128+0.026801j)  (0.003267-0.031724j)  (0.049692-0.015761j)  (0.039257-0.004612j)  (-0.012272-0.008395j)  (-0.036815+0.005373j)  (-0.012219-0.054942j)  (0.026407+0.003882j)  (0.028022+0.001353j)  (-0.012010+0.068287j)  (0.013701+0.069990j)  (-0.007313-0.030396j)  (-0.034572+0.015109j)  (0.033334-0.021574j)  (0.007495+0.010128j)  (-0.000621-0.002545j)  (-0.025940-0.006942j)  (0.020035+0.022367j)  (0.005044-0.024375j)  (0.004563-0.050716j)  (-0.011299-0.038566j)  (0.021122+0.006530j)  (-0.012054+0.018780j)  (-0.004859-0.020068j)  (0.037832+0.086003j)  (0.031430-0.004960j)  (-0.026623+0.070042j)  (0.014853-0.019282j)  (0.004195+0.020451j)  (0.030979-0.041287j)  (0.007055-0.058693j)  (0.015690-0.053145j)  (-0.012853-0.002314j)
