 (-0.352666+0.000991j)  (-0.193417+0.030483j)  (-0.043541+0.107046j)  (-0.155314+0.062304j)  (0.112947-0.048006j)  (-0.034863-0.041958j)  (0.021141+0.059319j)  (-0.083599-0.020895j)  (-0.018335-0.098192j)  (-0.190683+0.115705j)  (-0.039483+0.004897j)  (-0.130633+0.180106j)  (-0.009245-0.008968j)  (-0.153012+0.099421j)  (0.058531-0.058333j)  (0.038335-0.021345j)  (0.089835+0.003445j)  (-0.009335-0.083360j)  (-0.048672+0.019134j)  (-0.099313+0.020209j)  (0.013859-0.018548j)  (0.039229+0.046071j)  (0.097107+0.037150j)  (-0.025192+0.034455j)  (0.020752+0.046240j)  (-0.062562+0.064830j)  (-0.002476+0.018310j)  (0.083071-0.003272j)  (-0.035098-0.100437j)  (0.048355-0.051568j)  (0.015408+0.003875j)  (0.058867-0.047403j)  (-0.000917-0.055955j)  (-0.051216+0.058178j)  (-0.012964+0.025208j)  (0.036603+0.031011j)  (-0.052922+0.051496j)  (0.071055+0.008474j)  (0.048608+0.018158j)  (-0.003073-0.000729j)  (0.022557-0.046277j)  (0.004415-0.021899j)  (0.037807-0.030046j)  (0.069695-0.023593j)  (0.025264-0.029656j)  (-0.022981-0.009625j)  (-0.063999-0.016272j)  (-0.029346+0.016199j)  (-0.010196+0.044305j)  (0.070988-0.025122j)  (0.065787-0.027873j)  (0.025567+0.023239j)  (-0.004329+0.008216j)  (-0.014839+0.040555j)  (-0.018191+0.029182j)  (0.021059+0.053061j)  (-0.069620-0.009152j)  (0.022274-0.038104j)  (-0.007856+0.065413j)  (-0.002588+0.002785j)  (0.053875+0.049888j)  (-0.077512+0.031504j)  (-0.059022+0.029705j)  (0.005354-0.037752j)  (0.056785+0.006549j)  (0.091263+0.023106j)  (-0.016030+0.037812j)  (0.053971-0.037887j)  (-0.028566-0.019659j)  (0.072923+0.004698j)  (0.012923+0.026047j)  (0.026748-0.005083j)  (0.009134-0.060266j)  (0.023308-0.006444j)  (-0.049388-0.002580j)  (0.018970+0.025880j)  (-0.000941-0.003480j)  (-0.053719-0.024296j)  (0.005684+0.005525j)  (-0.057884-0.008374j)  (0.025917+0.004609j)  (-0.016338-0.006440j)  (-0.024561-0.030678j)  (0.013074+0.029647j)  (-0.008057+0.025357j)  (0.033711-0.029268j)  (-0.015605-0.002335j)  (0.008329-0.029757j)  (-0.014721+0.036065j)  (0.063247+0.035982j)  (0.024925+0.060807j)  (0.019754-0.025811j)  (-0.037805-0.052402j)  (-0.011046-0.054969j)  (-0.022471+0.086883j)  (0.070655+0.022291j)  (-0.081245+0.058667j)  (-0.029149-0.035620j)  (-0.008099+0.029909j)  (0.002154-0.010420j)  (-0.002863-0.028745j)  (0.009415+0.000825j)  (0.012676-0.063165j)  (-0.028225-0.046128j)  (0.060171-0.008531j)  (-0.015274-0.047957j)  (0.056835-0.052472j)  (0.021343-0.022347j)  (-0.029209+0.001517j)  (0.046403+0.018943j)  (0.017989-0.024915j)  (0.029387+0.018756j)  (-0.047090-0.031708j)  (-0.025777+0.017072j)  (0.028627+0.027388j)  (-0.058038-0.007702j)  (-0.021032+0.027273j)  (-0.054964-0.034975j)  (-0.029307+0.037692j)  (-0.055996-0.023533j)  (0.021268+0.035828j)  (-0.031648+0.005394j)  (-0.030851+0.004746j)  (0.036886-0.011029j)  (0.059574-0.033418j)  (-0.012437-0.016739j)  (-0.032794-0.045158j)  (-0.051959-0.046873j)  (0.014218-0.032210j)  (-0.048380-0.002392j)  (-0.123095+0.043737j)  (0.030279+0.026643j)  (-0.009851-0.055231j)  (0.010447-0.047047j)  (-0.024531+0.027684j)  (-0.049820+0.061305j)  (-0.005092-0.023034j)  (-0.021065+0.042496j)  (0.014257-0.005451j)  (-0.033466-0.054675j)  (0.074740+0.006935j)  (0.007369-0.023910j)  (-0.018535+0.047440j)  (-0.023420+0.001674j)  (0.001793-0.009174j)  (0.015532+0.022446j)  (-0.042098-0.026717j)  (-0.003038+0.056807j)  (0.025811-0.037287j)  (-0.039754+0.018227j)  (-0.000349-0.022597j)  (0.006616-0.032004j)  (-0.024416-0.027851j)  (-0.006240-0.005811j)  (0.025919-0.039828j)  (0.008716-0.115821j)  (-0.026305-0.046128j)  (0.037857+0.010262j)  (0.002389+0.020626j)  (-0.064696-0.000662j)  (0.020775+0.009324j)  (0.034339+0.026332j)  (0.008924+0.026348j)  (0.049840-0.020820j)  (0.007122-0.015155j)  (-0.042433+0.014641j)  (-0.030389+0.049519j)  (0.088766+0.000203j)  (-0.006582-0.050919j)  (0.028691+0.026748j)  (-0.010436-0.004740j)  (0.020579+0.044966j)  (-0.048367-0.031578j)  (-0.008992-0.039708j)  (-0.018787-0.013352j)  (0.086508+0.000848j)  (-0.009891+0.052632j)  (0.021720-0.012417j)  (0.000308-0.023954j)  (0.044824-0.024609j)  (0.048290-0.021098j)  (0.017829-0.005099j)  (0.034104-0.007574j)  (0.025664+0.026065j)  (0.025807+0.028072j)  (-0.007933-0.008910j)  (-0.031935-0.027222j)  (0.009597-0.049249j)  (-0.003157-0.009549j)  (0.005498-0.026734j)  (-0.011070+0.032404j)  (0.039549-0.014483j)  (-0.032129+0.000175j)  (-0.012434-0.049005j)  (-0.058648+0.009466j)  (-0.011967-0.029947j)  (-0.045090+0.045423j)  (-0.020674-0.007437j)  (-0.015217+0.000345j)  (-0.012213+0.001475j)  (-0.024380-0.022647j)  (0.011756+0.028933j)  (0.020946-0.012451j)  (-0.068718-0.014345j)  (-0.000092-0.019429j)  (0.035015-0.016750j)  (-0.040891+0.019974j)  (-0.011888+0.075031j)  (-0.019439-0.015072j)  (0.037779-0.007802j)  (-0.058447+0.016472j)  (0.031688-0.034059j)  (0.080683+0.022528j)  (-0.045254+0.022417j)  (0.003689-0.021236j)  (0.017193-0.042714j)  (0.032856-0.045946j)  (0.027320-0.010792j)  (-0.007696+0.012233j)  (0.019189-0.025949j)  (-0.037540+0.064710j)  (0.014970-0.009667j)  (-0.048072-0.026090j)  (-0.027332+0.038004j)  (0.010056+0.032732j)  (0.012455+0.001501j)  (-0.045917-0.015153j)  (-0.038040+0.013405j)  (0.026446+0.049765j)  (-0.006974+0.013209j)  (0.017489+0.032673j)  (-0.025713-0.001976j)  (0.010426+0.022537j)  (0.046607-0.031212j)  (-0.021957-0.000164j)  (-0.013392+0.007454j)  (-0.065081-0.003780j)  (0.048254-0.028954j)  (-0.005639-0.007592j)  (-0.028318+0.001640j)  (-0.006472-0.014434j)  (0.014182+0.010948j)  (0.015171-0.023671j)  (0.011037-0.053228j)  (-0.027529+0.018440j)  (0.024558-0.058731j)  (0.020105-0.001897j)  (-0.013488-0.013059j)  (0.047061-0.057517j)  (-0.000486+0.017517j)  (-0.000139-0.020207j)  (-0.006908-0.003169j)  (-0.047594-0.001551j)  (-0.079369-0.022502j)  (0.042125+0.004516j)  (0.026762-0.061417j)
 (0.156394-0.018897j)  (-0.306332+0.002499j)  (-0.048993-0.022865j)  (-0.023571+0.124868j)  (-0.135966+0.022868j)  (-0.009658-0.014183j)  (0.157123+0.076538j)  (0.155478+0.076859j)  (0.068869+0.013857j)  (-0.041180-0.042522j)  (-0.271197-0.037301j)  (-0.028949+0.014739j)  (-0.105429-0.025659j)  (-0.034684-0.041106j)  (-0.010362+0.033198j)  (0.035045+0.032480j)  (0.054578+0.032445j)  (0.043004+0.057718j)  (-0.068881-0.029671j)  (0.058391+0.020180j)  (0.045956+0.002484j)  (0.082055+0.008693j)  (-0.053062+0.025528j)  (0.073949-0.005393j)  (-0.053214+0.002365j)  (0.019137-0.072633j)  (-0.051324-0.025164j)  (0.034952+0.061580j)  (-0.021120-0.013641j)  (-0.032737+0.007656j)  (-0.067989-0.007280j)  (0.065325+0.068165j)  (0.039931+0.041109j)  (0.076063+0.015876j)  (0.075231-0.058469j)  (0.128209-0.016610j)  (0.009328+0.028881j)  (0.049077+0.058292j)  (0.032916-0.057291j)  (0.018717-0.024458j)  (0.022793-0.083384j)  (-0.089843-0.007640j)  (-0.015064+0.029994j)  (0.058962+0.063040j)  (0.033310+0.016860j)  (0.041448-0.039590j)  (0.078206-0.062071j)  (-0.061827+0.025277j)  (0.080314-0.002630j)  (0.086294+0.066366j)  (0.061388-0.010836j)  (-0.083792-0.006947j)  (0.037351+0.005724j)  (0.035784+0.035469j)  (0.047297-0.058290j)  (-0.025213-0.022438j)  (0.011143+0.012498j)  (0.005440-0.025431j)  (0.017392-0.018175j)  (0.008630-0.003914j)  (0.048173-0.009280j)  (-0.068824-0.008459j)  (0.000634+0.027868j)  (-0.018647-0.003695j)  (0.048368+0.017061j)  (-0.030266+0.014818j)  (0.015396-0.057999j)  (-0.065344+0.028529j)  (-0.037611-0.049673j)  (0.044076-0.056587j)  (0.022840-0.016014j)  (0.002707-0.003700j)  (-0.042179-0.000799j)  (0.013117+0.021679j)  (-0.002144+0.044426j)  (0.023794-0.003462j)  (-0.029566+0.028877j)  (-0.032260+0.013384j)  (0.008213-0.015758j)  (0.002279+0.031174j)  (0.036909+0.092829j)  (0.012870+0.025898j)  (-0.045905-0.068912j)  (0.069854-0.035697j)  (0.010765+0.042491j)  (0.004001+0.046902j)  (-0.037399-0.002623j)  (0.076510+0.017931j)  (0.032201+0.059163j)  (-0.019339-0.013852j)  (0.007637-0.049088j)  (-0.033565+0.016217j)  (0.090984+0.052340j)  (-0.018407-0.038686j)  (0.005709+0.062760j)  (0.005919-0.007489j)  (0.024900+0.017620j)  (0.009720-0.004229j)  (0.069398+0.042836j)  (0.010915+0.005055j)  (0.050338-0.016662j)  (0.007568+0.018277j)  (0.035703-0.025322j)  (0.049109+0.058234j)  (-0.002151-0.040764j)  (-0.013968-0.025720j)  (0.022819-0.009503j)  (0.014902-0.005026j)  (-0.023150+0.004954j)  (0.013226-0.033803j)  (0.002883+0.004992j)  (-0.070828+0.031035j)  (-0.008077+0.012056j)  (0.015987+0.005633j)  (0.004001+0.009290j)  (-0.015287+0.043924j)  (0.031584+0.016707j)  (0.028573+0.027142j)  (-0.023517+0.010298j)  (-0.029592-0.070370j)  (0.061525+0.044631j)  (0.042604-0.035177j)  (0.099293-0.063470j)  (0.004704-0.007086j)  (-0.014467-0.012559j)  (0.001301+0.017718j)  (-0.007100-0.001571j)  (-0.032628-0.003209j)  (0.064845+0.016319j)  (-0.052257-0.035951j)  (0.035137-0.002818j)  (-0.086968+0.074699j)  (-0.004801+0.055666j)  (-0.031080+0.010311j)  (0.065986+0.005712j)  (0.035611-0.036041j)  (-0.059306+0.040414j)  (0.067483-0.023911j)  (-0.022235-0.026806j)  (0.074091+0.025927j)  (0.024549+0.012002j)  (-0.065623+0.005828j)  (0.052218-0.026768j)  (-0.031881+0.012344j)  (-0.017273+0.023047j)  (0.028315+0.022756j)  (-0.036895-0.002249j)  (-0.027742-0.049168j)  (-0.079482-0.053671j)  (0.071712-0.026109j)  (0.018142+0.004538j)  (0.004940-0.002437j)  (0.030977-0.065846j)  (-0.064600+0.062446j)  (0.002595-0.041536j)  (0.008863-0.029884j)  (0.046003+0.013585j)  (0.016440-0.006957j)  (0.074941+0.013979j)  (-0.020400+0.030395j)  (-0.008745-0.014582j)  (0.006889-0.002234j)  (0.023873+0.005987j)  (-0.010882-0.028847j)  (-0.011211-0.030357j)  (0.043431-0.027736j)  (0.005169+0.007990j)  (-0.074367-0.026171j)  (0.032156+0.026560j)  (-0.016085-0.043079j)  (0.009140+0.014880j)  (0.047469+0.015510j)  (0.006498-0.024941j)  (0.001796+0.024784j)  (0.068124+0.009474j)  (0.024298+0.019534j)  (-0.017198+0.039552j)  (0.015655+0.018025j)  (-0.102523+0.003332j)  (-0.003090-0.026215j)  (-0.078854-0.005524j)  (-0.054734-0.014535j)  (-0.010241-0.011135j)  (-0.042257-0.035807j)  (-0.025019-0.019233j)  (-0.003414+0.019149j)  (-0.060350-0.026863j)  (-0.002562-0.009100j)  (0.018395+0.027338j)  (0.047251+0.002148j)  (-0.062573-0.013053j)  (0.030127-0.008372j)  (-0.018770+0.029115j)  (0.016600-0.020866j)  (-0.042631+0.005904j)  (-0.026109-0.008135j)  (-0.013500-0.043584j)  (0.012578+0.030105j)  (-0.060940-0.000491j)  (-0.063034-0.007292j)  (-0.014745-0.022758j)  (0.067043-0.000396j)  (-0.027438-0.017163j)  (0.031262-0.003042j)  (0.061063+0.027746j)  (0.054548-0.028683j)  (-0.021848+0.033900j)  (0.044720+0.048121j)  (-0.042247+0.014583j)  (-0.013655-0.011400j)  (-0.015403+0.027914j)  (0.062229-0.009806j)  (0.004802-0.038047j)  (-0.033907+0.013228j)  (-0.024545+0.037967j)  (-0.021271-0.010309j)  (0.014811-0.015023j)  (-0.037138+0.033694j)  (-0.031225+0.002820j)  (0.032161-0.044727j)  (0.018424+0.000014j)  (-0.013718-0.013028j)  (0.028833+0.050156j)  (-0.008819+0.009696j)  (0.009561+0.018083j)  (-0.056803+0.011619j)  (-0.000095+0.048507j)  (-0.076540-0.036274j)  (-0.005293-0.047511j)  (-0.010894-0.016181j)  (0.051031-0.001488j)  (0.054807-0.000134j)  (-0.017369+0.001282j)  (-0.040472-0.008423j)  (0.002535-0.004634j)  (-0.053414+0.027742j)  (0.045999+0.043855j)  (0.013992+0.006614j)  (0.115631+0.011841j)  (-0.037053-0.029049j)  (0.030249+0.005192j)  (0.010586-0.074517j)  (0.024871+0.004571j)  (-0.019632-0.049668j)  (-0.030877+0.014959j)  (-0.034871-0.011952j)  (-0.014093-0.018658j)  (-0.062671+0.017949j)  (-0.023514-0.000818j)  (0.012824+0.002665j)  (0.021967+0.069777j)  (0.019733-0.013237j)  (0.003098+0.027193j)  (0.016398-0.012546j)  (-0.040455+0.023177j)  (0.002423+0.006574j)
 (0.128650+0.036630j)  (0.091042-0.009129j)  (-0.283961-0.013349j)  (0.215525-0.007024j)  (0.104810-0.074864j)  (-0.043464+0.040171j)  (-0.044804+0.013654j)  (0.137645+0.037582j)  (-0.152549-0.044628j)  (-0.125814+0.038457j)  (0.119507-0.041691j)  (-0.088762-0.037884j)  (0.055128+0.008368j)  (-0.041615+0.133013j)  (-0.032362+0.018612j)  (-0.012353+0.013531j)  (-0.024045-0.078474j)  (0.075959+0.000884j)  (0.084697-0.034999j)  (-0.037174-0.074868j)  (-0.000303+0.010941j)  (-0.086967+0.022974j)  (-0.102379+0.013044j)  (-0.014345-0.061093j)  (-0.023942+0.035327j)  (-0.109049-0.010041j)  (0.000864-0.034676j)  (0.140298-0.021604j)  (-0.053730+0.007959j)  (0.006016+0.023783j)  (-0.019378-0.013269j)  (-0.047415-0.007185j)  (0.067437-0.066827j)  (-0.029685+0.031368j)  (-0.027474+0.001114j)  (0.039256+0.000097j)  (0.068482+0.029623j)  (-0.074399-0.100475j)  (0.000562+0.067707j)  (0.036760+0.037279j)  (-0.002348-0.015752j)  (-0.130520+0.005914j)  (-0.008425-0.010546j)  (0.048439-0.006564j)  (0.021173+0.084309j)  (-0.011221-0.042473j)  (-0.013288+0.012014j)  (-0.024439-0.063264j)  (0.084880+0.075324j)  (0.042692+0.023658j)  (-0.041613-0.019815j)  (-0.033298-0.031820j)  (-0.001409+0.038402j)  (0.007626+0.018091j)  (0.033490+0.057456j)  (0.033958+0.040493j)  (-0.068088+0.018515j)  (-0.019618-0.046735j)  (0.011181-0.076246j)  (0.007645-0.009495j)  (0.066594+0.020636j)  (-0.105726+0.032860j)  (-0.098295+0.000607j)  (-0.007647+0.001852j)  (0.009437-0.095606j)  (0.018393+0.047085j)  (-0.043329+0.001317j)  (0.041420+0.018422j)  (0.038056-0.049670j)  (-0.013966+0.024982j)  (0.090720-0.003081j)  (0.059043-0.020351j)  (0.006948-0.016811j)  (0.035691-0.012820j)  (0.026872+0.037728j)  (-0.024441+0.011933j)  (0.037385+0.012989j)  (-0.022711+0.031578j)  (0.025298-0.026934j)  (0.026845-0.002927j)  (-0.050246-0.003651j)  (0.085750+0.026083j)  (-0.014193+0.025925j)  (-0.046007+0.068230j)  (-0.007523+0.015906j)  (0.005481+0.047513j)  (-0.042435-0.006046j)  (0.016237+0.055185j)  (-0.031314-0.036426j)  (0.034325-0.028130j)  (-0.047427-0.007368j)  (-0.040049+0.019662j)  (0.069080+0.009919j)  (-0.002890-0.027624j)  (0.013609-0.014162j)  (0.025951-0.016910j)  (0.070614+0.010855j)  (-0.026846+0.053602j)  (0.071871+0.065990j)  (0.002374-0.043500j)  (0.070769+0.006063j)  (0.049843-0.051122j)  (0.009699+0.000533j)  (0.023055+0.024709j)  (0.042737-0.010501j)  (0.007256-0.003957j)  (0.026099-0.008481j)  (0.038811-0.073304j)  (-0.005117-0.004708j)  (0.030790+0.017996j)  (-0.012237+0.015403j)  (0.054376+0.011801j)  (0.027915+0.023919j)  (-0.005171-0.026801j)  (0.022329-0.077368j)  (-0.020484-0.043665j)  (-0.056146-0.026245j)  (0.010140-0.018362j)  (-0.063607-0.000259j)  (0.020662-0.026845j)  (0.024509+0.002454j)  (-0.061856+0.024201j)  (-0.032016-0.022567j)  (-0.057832-0.006448j)  (-0.012287-0.025217j)  (0.049017-0.004586j)  (0.014643+0.040488j)  (0.014991-0.035079j)  (-0.044369-0.000934j)  (-0.047401-0.061462j)  (-0.038831+0.004957j)  (-0.034535+0.001309j)  (0.031784+0.007367j)  (-0.007038+0.039591j)  (-0.012611-0.018283j)  (-0.049173+0.000607j)  (-0.004512+0.000177j)  (0.013888+0.055583j)  (0.018149-0.010815j)  (-0.031920+0.049312j)  (-0.005415+0.018554j)  (-0.040761-0.022288j)  (-0.011354+0.010218j)  (0.017996+0.015148j)  (0.024185+0.001002j)  (-0.096140-0.053691j)  (0.046610-0.032008j)  (-0.026844+0.028611j)  (0.048230+0.021879j)  (0.028514+0.015072j)  (0.005742-0.004534j)  (0.000136+0.048847j)  (0.007379+0.010218j)  (-0.011890-0.049974j)  (0.008536+0.025199j)  (-0.036358-0.010682j)  (-0.059092+0.032865j)  (0.016554+0.025369j)  (-0.072356+0.012443j)  (0.010094+0.006974j)  (0.103889-0.000261j)  (0.014970+0.000216j)  (-0.013735-0.005434j)  (0.000710-0.046569j)  (-0.006241+0.062901j)  (0.073009-0.030779j)  (0.034636-0.069050j)  (0.021438-0.008697j)  (-0.033862+0.029786j)  (0.029416+0.031025j)  (-0.003736+0.017974j)  (0.018169+0.006881j)  (-0.051615-0.015376j)  (0.064117-0.016103j)  (0.030171-0.011816j)  (0.025946-0.045612j)  (-0.032328+0.004653j)  (0.012046-0.017097j)  (-0.072444-0.020332j)  (0.010985-0.030487j)  (-0.060073-0.014234j)  (-0.006682-0.069625j)  (0.019768-0.019340j)  (0.012682+0.068512j)  (-0.096289-0.037280j)  (-0.013828-0.002804j)  (-0.025343-0.007667j)  (-0.027968+0.001288j)  (-0.071898+0.021595j)  (-0.004890-0.023043j)  (-0.057876-0.004011j)  (-0.037634-0.003428j)  (-0.044478+0.008775j)  (0.011345-0.029008j)  (-0.060617+0.028979j)  (-0.000408-0.006952j)  (0.046161+0.014948j)  (0.057148-0.031715j)  (-0.032725-0.000975j)  (0.000743+0.028209j)  (-0.001810+0.006716j)  (-0.002255-0.007930j)  (0.001317+0.048527j)  (0.028297+0.022721j)  (0.006217+0.019285j)  (0.032767+0.007473j)  (-0.093998-0.056546j)  (-0.051818+0.016795j)  (0.040908+0.071831j)  (-0.011129+0.039491j)  (0.020931+0.028753j)  (0.049917-0.016224j)  (0.002382-0.033381j)  (0.001498-0.017467j)  (-0.012907+0.003219j)  (-0.043879-0.000600j)  (-0.064720+0.019514j)  (0.018136-0.019182j)  (0.040400-0.024980j)  (0.019655+0.001764j)  (-0.031207-0.017376j)  (-0.055774+0.019708j)  (0.017220-0.000317j)  (0.085826+0.028672j)  (-0.051713-0.019283j)  (-0.041332+0.001838j)  (-0.053104+0.022920j)  (-0.028420+0.005964j)  (0.025726+0.026651j)  (-0.015655-0.002758j)  (0.014186+0.016601j)  (-0.056636+0.028123j)  (-0.063798-0.071531j)  (0.003075-0.039798j)  (0.000377+0.005428j)  (0.061319-0.028846j)  (0.014854+0.070700j)  (-0.041557+0.017472j)  (-0.015449+0.012188j)  (-0.022162+0.028437j)  (-0.007021-0.021881j)  (-0.050850-0.075121j)  (0.001772+0.014567j)  (0.022583-0.041480j)  (0.026184+0.069930j)  (-0.028178+0.040047j)  (0.027151+0.025621j)  (0.027658-0.064443j)  (0.003157+0.007718j)  (-0.015603-0.005899j)  (0.072157+0.013328j)  (0.031496+0.001661j)  (-0.005325-0.005159j)  (0.024550+0.001214j)  (0.046335-0.025910j)  (0.023096-0.008247j)
 (0.025402-0.004596j)  (0.017844-0.014113j)  (-0.128065-0.032894j)  (-0.438887-0.007359j)  (0.012149-0.014424j)  (0.118739+0.112554j)  (0.039146-0.045591j)  (0.023295-0.038466j)  (0.077120+0.068306j)  (0.104391+0.036515j)  (0.078048+0.022332j)  (-0.072456+0.016905j)  (0.203094+0.100448j)  (0.077951+0.062861j)  (-0.083268-0.075003j)  (0.093470+0.014925j)  (-0.083981+0.027539j)  (0.065370+0.067948j)  (-0.039719+0.026818j)  (0.059382+0.023773j)  (-0.011706+0.015988j)  (-0.067192+0.023044j)  (-0.147262-0.079453j)  (-0.073761-0.008383j)  (-0.022419+0.007654j)  (0.033517+0.023940j)  (0.031160+0.014558j)  (-0.068601+0.024662j)  (-0.043667+0.071492j)  (0.079658+0.027001j)  (0.030457-0.057439j)  (0.027092-0.034948j)  (0.137676-0.011269j)  (0.021291+0.000197j)  (0.077473-0.026681j)  (-0.043500-0.040765j)  (0.035936-0.006948j)  (0.041777+0.008356j)  (0.026698+0.077682j)  (0.036257+0.004881j)  (-0.096643-0.014093j)  (0.057891-0.048731j)  (-0.014987+0.088839j)  (0.042272+0.071560j)  (0.021037+0.013496j)  (0.016038-0.034290j)  (0.049379-0.023866j)  (-0.014067+0.083823j)  (-0.035081-0.078713j)  (-0.035849-0.011733j)  (0.046122-0.063379j)  (-0.020022+0.007777j)  (-0.004776+0.019596j)  (0.042525-0.005143j)  (0.029240+0.050323j)  (-0.097851+0.064509j)  (0.017593-0.018663j)  (-0.030322-0.090722j)  (-0.011450-0.023497j)  (0.026370+0.060382j)  (0.010270+0.012837j)  (-0.016759-0.073360j)  (-0.047271-0.023400j)  (0.095581+0.061988j)  (-0.014446-0.046245j)  (0.049343-0.012881j)  (0.012578-0.013800j)  (0.080884+0.024176j)  (-0.018050+0.005063j)  (0.007677-0.009151j)  (0.021756-0.078283j)  (0.051343-0.044055j)  (-0.063614+0.013927j)  (-0.015309+0.001288j)  (-0.011211-0.016311j)  (-0.067532+0.023236j)  (-0.029039-0.008627j)  (-0.019832+0.000929j)  (0.033966+0.003715j)  (0.024262+0.047250j)  (-0.010171-0.041171j)  (0.047186+0.031514j)  (0.006341-0.019265j)  (-0.032238-0.006307j)  (-0.014904+0.004668j)  (0.021449-0.028752j)  (-0.022167-0.030149j)  (-0.064508-0.023954j)  (0.051033+0.065552j)  (0.000085+0.031687j)  (-0.007800+0.054575j)  (0.000653+0.002255j)  (0.015251-0.006297j)  (0.012138+0.033189j)  (-0.028276+0.003357j)  (0.055820+0.006466j)  (0.020321+0.033295j)  (-0.004872-0.029555j)  (0.045574-0.003369j)  (0.039009+0.034570j)  (-0.015572+0.006964j)  (0.047283-0.024245j)  (0.032706-0.060891j)  (-0.012666+0.034917j)  (-0.016733-0.078792j)  (-0.029981-0.032626j)  (0.025609-0.024908j)  (-0.003763-0.039045j)  (0.036984+0.042501j)  (0.006188-0.046747j)  (0.001481+0.026578j)  (-0.001923-0.001558j)  (-0.004857+0.011839j)  (-0.018154-0.044732j)  (-0.050369-0.018791j)  (-0.013394-0.079971j)  (0.048929-0.004184j)  (-0.042662-0.003349j)  (0.039569+0.042260j)  (0.004243-0.011627j)  (0.081572+0.022948j)  (-0.005379+0.025410j)  (-0.023196+0.008146j)  (-0.022593-0.057241j)  (0.010134+0.008489j)  (0.000788-0.005956j)  (-0.017183-0.011708j)  (0.010375+0.004461j)  (0.027013+0.038005j)  (0.006539-0.005460j)  (0.043130+0.003271j)  (0.031945+0.016624j)  (-0.067716-0.000144j)  (-0.015465-0.035064j)  (-0.018768-0.005108j)  (0.036040-0.012697j)  (0.014184+0.018585j)  (-0.060552+0.017728j)  (0.004599-0.042923j)  (0.047309-0.009227j)  (0.018041+0.020490j)  (0.014536+0.026098j)  (-0.032006-0.001193j)  (0.027123+0.004970j)  (0.026313+0.087186j)  (0.000460-0.011412j)  (0.041281+0.042937j)  (0.037061+0.001141j)  (0.044330-0.066956j)  (-0.011515+0.015425j)  (0.024462+0.017958j)  (-0.033468-0.029655j)  (-0.046612+0.001754j)  (0.050887-0.008569j)  (-0.008194+0.008474j)  (-0.039536+0.010459j)  (-0.008315-0.055090j)  (0.053263-0.015254j)  (-0.048542-0.027047j)  (0.009379+0.007364j)  (-0.019229+0.002723j)  (-0.012859-0.011739j)  (-0.037217-0.012774j)  (-0.015365+0.001566j)  (-0.001682-0.004226j)  (-0.011955-0.053495j)  (0.028735+0.002877j)  (0.011518+0.067528j)  (-0.014928+0.069522j)  (0.032352+0.025499j)  (-0.067947+0.054417j)  (-0.023286+0.012128j)  (0.005866-0.002338j)  (-0.055392-0.016577j)  (0.028995+0.015877j)  (-0.012162+0.003790j)  (0.041822+0.016134j)  (-0.059214+0.048957j)  (-0.035039+0.033760j)  (0.072734+0.026883j)  (-0.048623-0.022514j)  (-0.010069+0.006513j)  (-0.006452+0.009573j)  (-0.000730-0.033370j)  (-0.034217-0.016092j)  (0.038829+0.019128j)  (-0.027129+0.014819j)  (0.017143-0.068660j)  (0.005786-0.017900j)  (-0.024033-0.005242j)  (-0.021820+0.053168j)  (-0.030849+0.036913j)  (-0.072422-0.003227j)  (0.043078+0.038086j)  (0.022406-0.026881j)  (0.008650+0.028206j)  (0.019877+0.018967j)  (-0.066918-0.010593j)  (-0.044483+0.000020j)  (-0.034333+0.023274j)  (-0.011064+0.007683j)  (-0.046278+0.031326j)  (0.007824+0.026015j)  (0.018640+0.039400j)  (-0.051074-0.017286j)  (0.004326-0.049414j)  (-0.010643-0.018878j)  (0.043674-0.045876j)  (-0.038731-0.005220j)  (-0.019836-0.041762j)  (0.016079-0.026267j)  (-0.001243-0.020379j)  (-0.063214-0.046008j)  (-0.006734+0.017700j)  (0.037249+0.019529j)  (-0.063071+0.024846j)  (0.001297-0.023287j)  (0.047837+0.004182j)  (-0.035865+0.043360j)  (-0.002260+0.021863j)  (0.006955+0.017032j)  (-0.030616-0.001388j)  (-0.035683-0.002970j)  (0.033058+0.012828j)  (-0.028842+0.000884j)  (-0.055666-0.000451j)  (-0.008521-0.006318j)  (-0.076913-0.009361j)  (-0.018878+0.003533j)  (0.037112+0.010027j)  (0.002161+0.020531j)  (-0.005550+0.020835j)  (0.044016+0.012288j)  (-0.003491-0.015553j)  (-0.030753+0.037061j)  (0.054522+0.046295j)  (-0.006027+0.025083j)  (-0.046143-0.032102j)  (0.014514-0.037225j)  (-0.002855+0.069377j)  (0.017653+0.013635j)  (-0.017625-0.001457j)  (0.052831-0.025859j)  (0.001271+0.002802j)  (-0.021656-0.016334j)  (-0.051672-0.012044j)  (0.011287+0.009119j)  (-0.067069-0.057322j)  (0.003685-0.001371j)  (-0.017574+0.006364j)  (-0.020123+0.000782j)  (-0.045320+0.000809j)  (0.047197+0.076358j)  (-0.004602-0.007544j)  (-0.003004-0.011518j)  (0.018196+0.005831j)
