 (-0.613347-0.017916j)  (0.021302-0.070542j)  (0.046406+0.002231j)  (0.077388+0.047025j)  (0.089860+0.006561j)  (-0.070527+0.008382j)  (-0.084531+0.043181j)  (0.065319+0.056604j)  (0.158934-0.040264j)  (-0.159319+0.071773j)  (-0.017427+0.063468j)  (0.123988+0.013036j)  (-0.043583+0.077590j)  (-0.098923+0.026738j)  (-0.056619+0.088011j)  (-0.147813+0.001669j)  (0.030713+0.017654j)  (0.133733-0.010549j)  (0.097981-0.023530j)  (0.119054+0.015895j)  (0.065434-0.003058j)  (-0.009956-0.002911j)  (0.016935-0.090981j)  (0.027503+0.004760j)  (0.023786-0.030489j)  (0.049543+0.024476j)  (-0.013778+0.048327j)  (0.023387-0.123472j)  (-0.094173-0.003387j)  (0.091512+0.053288j)  (0.015459+0.016143j)  (0.065312+0.031585j)  (-0.009157+0.027779j)  (-0.092229+0.071854j)  (-0.060152+0.051963j)  (0.013867+0.055888j)  (-0.022936+0.038806j)  (0.020125-0.057286j)  (0.013229+0.061968j)  (-0.049996-0.005492j)  (-0.058794-0.015300j)  (-0.013425-0.079103j)  (-0.035829+0.049769j)  (0.040876-0.035631j)  (0.000130-0.026437j)  (-0.008583+0.050098j)  (0.022774+0.043972j)  (0.047613-0.029079j)  (0.050993+0.011428j)  (-0.054364-0.035403j)  (-0.040804+0.023509j)  (-0.024122-0.026658j)  (-0.027962-0.007474j)  (0.029190+0.019430j)  (-0.011427+0.004904j)  (0.061735+0.013656j)  (-0.070188+0.024746j)  (-0.043339-0.032631j)  (0.027886-0.025956j)  (0.086564+0.005051j)  (0.013228-0.025248j)  (0.020523+0.005246j)  (0.033734-0.009753j)  (-0.058058-0.028230j)  (-0.090622-0.011130j)  (0.103846-0.019849j)  (0.010174-0.008052j)  (-0.010962+0.018196j)  (-0.008128+0.013836j)  (-0.011084+0.002772j)  (-0.010185-0.031394j)  (-0.012574-0.026071j)  (0.133302-0.059603j)  (0.019948-0.007354j)  (0.021578+0.014464j)  (-0.080552+0.054187j)  (0.089450+0.025259j)  (0.013114+0.035227j)  (0.005806-0.006857j)  (0.079083-0.012228j)  (0.071153-0.082761j)  (0.043653-0.037325j)  (-0.056232-0.028986j)  (0.024682-0.050246j)  (-0.091452+0.004116j)  (0.008547-0.004425j)  (0.000743+0.001189j)  (-0.024645+0.041781j)  (0.030261-0.008282j)  (-0.002789+0.014244j)  (-0.013243+0.005510j)  (0.040672+0.030482j)  (-0.037782-0.014062j)  (0.006677+0.021803j)  (-0.029336+0.001494j)  (-0.089812-0.025698j)  (0.000553-0.053811j)  (-0.065165+0.012762j)  (0.059337-0.003602j)  (-0.069002-0.001622j)  (-0.085396+0.048925j)  (-0.058114-0.033113j)  (0.067586-0.061033j)  (-0.009342+0.038744j)  (-0.008131-0.108709j)  (0.069748-0.087072j)  (0.027256-0.004798j)  (-0.065175-0.080348j)  (-0.001664-0.053495j)  (0.011518+0.006826j)  (-0.009066-0.015082j)  (-0.077252+0.011772j)  (0.009571-0.006028j)  (-0.002194-0.030613j)  (-0.052108-0.022264j)  (0.024577-0.027242j)  (-0.012982-0.023748j)  (0.021029+0.017808j)  (-0.039850+0.043984j)  (-0.023706+0.009601j)  (0.028994-0.015240j)  (-0.048319+0.033803j)  (0.048026-0.026267j)  (0.014689+0.036145j)  (-0.047274+0.077434j)  (0.036289+0.016555j)  (-0.018927+0.029977j)  (-0.065135+0.004369j)
 (0.187428+0.063353j)  (-0.447813+0.039247j)  (-0.086672+0.018861j)  (0.247930+0.105859j)  (-0.027203-0.008482j)  (-0.131927+0.123714j)  (0.014226-0.010175j)  (0.052888+0.006399j)  (0.149860+0.068664j)  (0.106852+0.019307j)  (-0.046035+0.005208j)  (0.001617-0.029748j)  (0.071719+0.099174j)  (0.075518-0.008266j)  (-0.017432+0.038021j)  (-0.061235+0.001669j)  (-0.065924+0.005931j)  (0.101574+0.043039j)  (0.023549+0.006755j)  (-0.042702+0.014023j)  (-0.074768+0.072562j)  (0.002415-0.070313j)  (-0.080440-0.038299j)  (-0.080206+0.032096j)  (0.041574-0.009040j)  (-0.038612-0.020413j)  (-0.090108+0.050562j)  (0.049169+0.027860j)  (-0.151922+0.010076j)  (0.028683+0.025931j)  (0.027092-0.021204j)  (0.115226-0.009429j)  (-0.034672+0.126560j)  (-0.148099-0.017247j)  (0.004493-0.028647j)  (0.006313-0.016485j)  (-0.043152-0.030121j)  (-0.006164-0.004199j)  (-0.015372+0.011310j)  (0.015645+0.032418j)  (-0.047198+0.013448j)  (-0.037121-0.032575j)  (-0.003987-0.024223j)  (0.057491+0.038920j)  (0.046513+0.016856j)  (-0.024086-0.046738j)  (-0.077345-0.010804j)  (-0.043497-0.009900j)  (-0.020083+0.029984j)  (-0.034396-0.022273j)  (-0.111589-0.015359j)  (-0.005865+0.058624j)  (0.002577+0.016929j)  (0.084254-0.130625j)  (0.020271-0.040670j)  (-0.067018-0.022880j)  (-0.008946-0.037638j)  (0.013118+0.065513j)  (0.107913-0.048663j)  (-0.014179-0.042355j)  (0.088501+0.058191j)  (0.046349-0.032456j)  (-0.093886+0.039459j)  (0.049807-0.089178j)  (-0.067966-0.012390j)  (0.128325+0.020755j)  (-0.117535-0.022064j)  (0.087424+0.022574j)  (-0.045675-0.072840j)  (0.005790-0.042094j)  (0.019121-0.048382j)  (0.030319-0.048600j)  (0.083582+0.007586j)  (-0.004035+0.007888j)  (-0.011176+0.007084j)  (-0.025890-0.047356j)  (-0.090207+0.002118j)  (0.018455-0.011145j)  (-0.062614-0.013529j)  (0.006225-0.002665j)  (-0.008984+0.075342j)  (0.019809+0.024778j)  (-0.013122+0.023852j)  (0.125006+0.004900j)  (-0.011693-0.033322j)  (-0.025835-0.043398j)  (-0.051720+0.046880j)  (-0.042396-0.034401j)  (0.072394-0.025357j)  (0.098712-0.034526j)  (0.038021-0.027306j)  (-0.027493+0.019104j)  (0.098140-0.022942j)  (-0.064041+0.024691j)  (-0.003310+0.008712j)  (-0.076859-0.032229j)  (-0.017597-0.041221j)  (0.017031-0.019443j)  (0.084285-0.009057j)  (-0.013943+0.036256j)  (0.003333+0.041090j)  (0.110039-0.006506j)  (0.072591+0.047885j)  (-0.027051-0.020166j)  (0.060888-0.011533j)  (0.092374+0.022952j)  (-0.030360-0.089670j)  (-0.040670-0.008480j)  (0.061670+0.082004j)  (0.093381-0.001873j)  (0.005324-0.028755j)  (0.036071+0.012172j)  (0.038321+0.014292j)  (0.032698+0.015774j)  (-0.017360-0.017750j)  (-0.047949-0.017009j)  (0.005132+0.013699j)  (0.023030+0.002347j)  (-0.054233-0.010041j)  (0.008510-0.000575j)  (0.058365-0.016604j)  (-0.001501+0.051102j)  (0.051822-0.001353j)  (0.053735+0.006773j)  (0.071322+0.062128j)  (0.099317+0.007801j)  (-0.042175-0.032788j)  (-0.009805+0.087291j)
 (-0.016847-0.072958j)  (-0.051308+0.038699j)  (-0.918386-0.003001j)  (-0.021054-0.003733j)  (0.022874-0.006544j)  (-0.016954-0.004223j)  (0.011216-0.002739j)  (0.024086+0.014134j)  (-0.016582-0.004265j)  (-0.031131+0.032357j)  (-0.008163+0.024410j)  (-0.008490+0.009039j)  (0.004422-0.012106j)  (-0.049315+0.026599j)  (0.016724+0.025259j)  (-0.005587+0.000889j)  (0.018276-0.013978j)  (-0.017859-0.013116j)  (-0.007800-0.012753j)  (0.029924+0.003499j)  (0.010519-0.011066j)  (-0.007496+0.071963j)  (-0.005326-0.051654j)  (0.007870+0.009086j)  (-0.022031+0.058554j)  (0.041581+0.019822j)  (-0.058585-0.028479j)  (0.004362-0.014696j)  (0.016460-0.018740j)  (0.038173+0.053615j)  (-0.015654+0.002978j)  (0.000240+0.020899j)  (-0.007754-0.000036j)  (0.033244+0.012768j)  (-0.025843+0.006676j)  (0.005850+0.015773j)  (-0.008100-0.020966j)  (0.005347-0.014566j)  (0.004917+0.003617j)  (0.013318-0.012146j)  (0.014080+0.006421j)  (-0.005288+0.004073j)  (0.001680+0.027701j)  (-0.035063-0.008304j)  (-0.002175+0.008829j)  (-0.005138+0.020109j)  (0.009260+0.050703j)  (0.023322+0.008328j)  (0.001119-0.004961j)  (0.020524+0.039394j)  (0.022549+0.067860j)  (0.011796-0.018049j)  (-0.003465-0.001683j)  (-0.035067-0.006728j)  (0.011646-0.025977j)  (0.009793-0.054011j)  (-0.001073-0.001708j)  (-0.018570+0.004418j)  (-0.008268+0.007378j)  (0.027086+0.002053j)  (-0.024730-0.020488j)  (-0.015084+0.109565j)  (0.005620-0.009614j)  (-0.019243+0.011597j)  (0.006059+0.012090j)  (-0.015864-0.006996j)  (0.000903-0.003172j)  (-0.010834+0.028470j)  (0.001618+0.040318j)  (-0.017879-0.004954j)  (-0.001444+0.064126j)  (0.008499+0.009652j)  (-0.009796-0.000620j)  (0.007802+0.035150j)  (-0.046458+0.009200j)  (0.014537-0.004945j)  (0.017824-0.016589j)  (-0.004072-0.008137j)  (-0.005128-0.002221j)  (0.015214-0.003701j)  (0.007917-0.002986j)  (0.012062-0.020044j)  (0.012537+0.005032j)  (-0.008403+0.022756j)  (-0.005732+0.058944j)  (0.018298-0.031650j)  (-0.001478+0.023515j)  (0.007723+0.015878j)  (-0.020547-0.002514j)  (-0.023496-0.003031j)  (-0.020022+0.000656j)  (-0.000032-0.018054j)  (-0.004128-0.000470j)  (0.005557+0.017601j)  (0.016570-0.008231j)  (0.015419+0.006007j)  (0.015162+0.024017j)  (0.016954+0.003908j)  (-0.035142+0.002602j)  (-0.024091+0.052074j)  (-0.020236+0.001564j)  (-0.042632+0.014693j)  (-0.006731-0.029013j)  (-0.001615+0.063121j)  (-0.015409+0.012701j)  (-0.056164-0.015061j)  (-0.005557-0.001527j)  (0.016673-0.048806j)  (-0.031735-0.046607j)  (-0.003529+0.066235j)  (0.016187+0.010102j)  (0.003985-0.016880j)  (0.005105-0.011329j)  (-0.026848+0.009466j)  (-0.002654+0.016085j)  (-0.008573+0.020488j)  (-0.020381+0.021825j)  (-0.006338+0.002188j)  (0.003436+0.012749j)  (-0.009309-0.049412j)  (-0.000436+0.010847j)  (0.003896+0.070137j)  (-0.023656-0.050099j)  (-0.028165-0.049649j)  (-0.025544-0.004796j)  (0.001615-0.008126j)  (-0.022027+0.065171j)  (0.009733+0.030282j)
 (0.135688-0.020451j)  (0.178511+0.010624j)  (-0.029857+0.010135j)  (-0.796050+0.018242j)  (0.036660-0.004879j)  (-0.052876+0.090012j)  (-0.011392+0.049813j)  (0.016692-0.027098j)  (0.064655-0.022953j)  (0.011764+0.056770j)  (-0.027098+0.040078j)  (0.005137-0.049196j)  (0.030069+0.058104j)  (0.002568-0.033929j)  (-0.030458+0.029513j)  (-0.061480+0.041603j)  (-0.010743+0.023038j)  (0.131616-0.015057j)  (0.026890-0.007282j)  (0.043099+0.001521j)  (-0.037166-0.020051j)  (-0.005237-0.036916j)  (-0.041734-0.045928j)  (-0.019900+0.003027j)  (-0.018210-0.021186j)  (0.026143-0.014800j)  (-0.041207+0.035413j)  (0.015273+0.037776j)  (-0.080319+0.016377j)  (0.009817-0.000531j)  (0.001554-0.017893j)  (0.075736-0.018828j)  (-0.003006+0.043236j)  (-0.067720+0.062686j)  (-0.015500-0.076831j)  (0.019058-0.032705j)  (0.017706+0.001520j)  (-0.040740-0.023988j)  (0.057994+0.065908j)  (0.029424+0.032611j)  (-0.046263-0.032212j)  (0.004660+0.013618j)  (-0.015391-0.001142j)  (0.026258-0.089987j)  (0.009788-0.020806j)  (-0.024896-0.053709j)  (-0.025099+0.004070j)  (0.006000+0.005148j)  (0.001802-0.030014j)  (-0.013219-0.010001j)  (-0.046441+0.006503j)  (0.006397+0.012363j)  (-0.010888+0.002076j)  (0.049919-0.033890j)  (-0.007011+0.008364j)  (-0.023844-0.003061j)  (0.008142+0.006984j)  (-0.017443-0.062265j)  (0.083887-0.015574j)  (-0.000620+0.021940j)  (0.072368-0.023003j)  (0.029719-0.014548j)  (-0.028102-0.021507j)  (0.038155+0.020912j)  (-0.048504+0.021035j)  (0.084791-0.013068j)  (-0.057770+0.058721j)  (0.045281+0.016517j)  (-0.000171-0.016408j)  (0.019163-0.028779j)  (0.008550+0.001955j)  (-0.020582-0.014679j)  (0.057199-0.069281j)  (0.003861+0.007316j)  (0.034041-0.008519j)  (-0.035479+0.011893j)  (-0.012124-0.007356j)  (0.021432-0.000114j)  (-0.032182-0.002250j)  (-0.018534-0.028064j)  (0.021063-0.017672j)  (0.012589+0.019713j)  (-0.024878+0.126907j)  (0.023978+0.004566j)  (-0.040468-0.008735j)  (0.009342-0.004484j)  (-0.029766-0.009812j)  (-0.028310-0.005827j)  (0.022498-0.042627j)  (0.034551+0.017399j)  (0.000352-0.001915j)  (-0.013404+0.024506j)  (0.020274+0.105927j)  (-0.063418-0.047576j)  (-0.009930-0.007825j)  (-0.037685-0.005818j)  (0.021520-0.025250j)  (0.003992-0.039361j)  (0.061126-0.020101j)  (0.023796-0.038948j)  (0.012143+0.015563j)  (0.062621-0.011393j)  (0.004607+0.013836j)  (0.028279+0.069060j)  (0.013065+0.040111j)  (0.048587+0.009516j)  (-0.028010-0.002677j)  (-0.023247+0.019767j)  (0.039487-0.005669j)  (0.033090-0.069101j)  (0.054167-0.088980j)  (-0.028280+0.007629j)  (0.022762-0.012597j)  (-0.022855+0.026004j)  (-0.005569-0.005326j)  (0.003980+0.003457j)  (0.015785-0.007397j)  (0.055278-0.002287j)  (-0.003851+0.017462j)  (-0.033297+0.020960j)  (0.025301-0.024019j)  (0.008408+0.018606j)  (0.021890-0.013857j)  (0.035811-0.010257j)  (0.074600+0.016761j)  (0.050789-0.022679j)  (-0.020691+0.016279j)  (-0.006639+0.035173j)
 (0.105553-0.032840j)  (-0.063890+0.043732j)  (0.018822+0.009562j)  (-0.008720+0.016213j)  (-0.874980-0.014855j)  (-0.026407-0.037961j)  (0.000846+0.048626j)  (0.011845+0.010967j)  (-0.001289-0.045337j)  (-0.122478+0.042622j)  (0.024831-0.001484j)  (0.027130-0.031488j)  (-0.026801+0.075918j)  (-0.057731+0.015728j)  (-0.004438+0.039091j)  (-0.040482+0.016148j)  (0.022494-0.018050j)  (0.019033+0.000804j)  (0.025300+0.032964j)  (0.072701+0.011535j)  (0.017532-0.046645j)  (-0.001568+0.006396j)  (-0.059890-0.058563j)  (0.029223-0.000703j)  (0.016227+0.006105j)  (0.016892-0.007443j)  (0.032868-0.002049j)  (0.027273+0.013955j)  (-0.020082-0.022277j)  (0.044033+0.002420j)  (-0.007189+0.026404j)  (0.000280+0.013874j)  (-0.016471-0.031135j)  (-0.013536+0.005851j)  (-0.010635+0.029643j)  (-0.032660+0.039008j)  (0.027727+0.020628j)  (0.007195-0.008658j)  (-0.014546+0.022029j)  (0.005796-0.094942j)  (-0.011593+0.031929j)  (0.024559-0.005183j)  (-0.026767+0.000944j)  (0.015829-0.019691j)  (-0.021947+0.018916j)  (-0.001263-0.000554j)  (0.038206+0.056723j)  (0.018217+0.008518j)  (0.005085-0.002286j)  (-0.020843-0.024329j)  (0.005554+0.068527j)  (-0.003260-0.014311j)  (-0.021898+0.023593j)  (0.007077+0.073611j)  (-0.015972+0.011263j)  (0.040727+0.028129j)  (-0.011543+0.073998j)  (-0.039229-0.002100j)  (0.004623-0.002778j)  (0.008832-0.002380j)  (-0.027747-0.027854j)  (0.002282-0.005626j)  (0.010655-0.031258j)  (-0.036107+0.032102j)  (-0.037939+0.000594j)  (0.030246+0.079188j)  (0.025397+0.015645j)  (-0.007416-0.013658j)  (-0.011082-0.001635j)  (-0.001641-0.009781j)  (-0.002904+0.002889j)  (-0.033964+0.008040j)  (0.027116-0.039434j)  (0.011033+0.012285j)  (-0.022418-0.095247j)  (-0.000633+0.027154j)  (0.063916-0.003116j)  (0.033200+0.005191j)  (0.000372-0.005365j)  (0.025928-0.015055j)  (0.030707-0.024031j)  (-0.033656-0.013678j)  (-0.023960+0.012531j)  (0.001205+0.019148j)  (-0.014343-0.000233j)  (-0.006155+0.002492j)  (0.035926-0.004945j)  (0.015506+0.005124j)  (-0.027738+0.004510j)  (-0.012375-0.001233j)  (0.023131-0.008250j)  (-0.027554+0.026648j)  (-0.031373+0.026240j)  (-0.014424-0.012013j)  (0.003768+0.007290j)  (0.002568-0.011090j)  (-0.010443+0.012525j)  (-0.035476+0.009067j)  (0.006462-0.015593j)  (-0.028073-0.008600j)  (-0.052915+0.005149j)  (-0.033466-0.005379j)  (0.013148+0.084804j)  (0.005468+0.006301j)  (-0.015911+0.017651j)  (0.011427-0.015915j)  (0.015961-0.037053j)  (-0.026619+0.021321j)  (-0.014586+0.016137j)  (-0.015212+0.012442j)  (-0.018851+0.015189j)  (-0.026368+0.002908j)  (-0.049883-0.062185j)  (0.033167+0.006665j)  (0.005868+0.019283j)  (0.030597+0.021545j)  (-0.015154-0.002174j)  (0.014024-0.080353j)  (0.009447+0.010727j)  (-0.030778-0.022308j)  (0.036324-0.003989j)  (-0.003958+0.024927j)  (0.009063-0.001125j)  (-0.016135-0.085844j)  (-0.037674+0.031043j)  (-0.001856+0.017473j)  (0.005428+0.018504j)  (-0.023266-0.072775j)
 (-0.062606-0.067078j)  (-0.102895-0.070010j)  (0.025807+0.016840j)  (-0.055471-0.024573j)  (-0.002931-0.018546j)  (-0.851090-0.001628j)  (0.024567-0.012172j)  (-0.009805-0.014512j)  (-0.040961+0.008171j)  (-0.001924-0.034119j)  (0.049565-0.002550j)  (-0.036982+0.029873j)  (0.035982-0.078240j)  (0.032137-0.006769j)  (0.026186-0.008501j)  (0.050930-0.009218j)  (-0.000067+0.016133j)  (-0.049185-0.058187j)  (-0.040429+0.016450j)  (-0.019217+0.015109j)  (0.034109+0.005723j)  (-0.008560+0.000777j)  (0.016301+0.092503j)  (-0.013456-0.037043j)  (-0.028198+0.008090j)  (-0.026037+0.029077j)  (0.016161+0.025399j)  (0.010628+0.013279j)  (0.045111+0.116102j)  (-0.004202+0.010119j)  (-0.031655+0.015005j)  (-0.033833-0.037997j)  (0.047577-0.116295j)  (0.033534+0.008711j)  (0.015847+0.047810j)  (-0.048203+0.074256j)  (-0.017326+0.024453j)  (-0.008999-0.032819j)  (0.036080-0.017666j)  (-0.009238+0.011087j)  (0.016394+0.091970j)  (-0.001158-0.007508j)  (0.000073-0.001221j)  (0.002500-0.117524j)  (0.021240-0.018880j)  (-0.025574-0.002649j)  (0.018158+0.013078j)  (-0.035538+0.024575j)  (0.001734-0.008468j)  (0.023230+0.070963j)  (-0.010106-0.001361j)  (0.017362-0.021516j)  (0.012939-0.012356j)  (-0.048614-0.009961j)  (0.012524+0.006060j)  (-0.019215-0.082252j)  (-0.016043+0.016197j)  (0.032316+0.004294j)  (-0.022472-0.063601j)  (-0.008300+0.010256j)  (0.001833-0.011452j)  (-0.041234-0.021402j)  (0.031025-0.015551j)  (-0.003570-0.019458j)  (0.030304+0.019209j)  (-0.028954-0.031646j)  (0.006514+0.044638j)  (-0.011822-0.016551j)  (0.006537+0.039523j)  (-0.040235-0.035637j)  (0.006766-0.005163j)  (0.010503-0.074552j)  (-0.028796-0.017604j)  (-0.024697+0.011222j)  (-0.019290+0.019773j)  (0.010939+0.015538j)  (0.013034-0.009122j)  (-0.009676-0.012449j)  (0.013704+0.048191j)  (0.011974+0.032045j)  (-0.014493+0.020415j)  (-0.014728-0.074225j)  (0.032046+0.007159j)  (-0.031090-0.020871j)  (-0.013479-0.035234j)  (-0.009493+0.009314j)  (0.008066-0.011630j)  (-0.018045+0.023158j)  (-0.007701-0.043929j)  (-0.033041-0.032038j)  (0.025248+0.002443j)  (-0.023248-0.008708j)  (-0.023173-0.018789j)  (0.018138+0.007035j)  (0.011279+0.006174j)  (0.049589+0.022237j)  (-0.026094+0.016321j)  (-0.005491-0.013566j)  (-0.053558-0.009699j)  (0.027482+0.038655j)  (-0.014571-0.012528j)  (0.007167-0.001652j)  (-0.021059-0.013965j)  (-0.007523+0.004019j)  (-0.024903-0.022535j)  (-0.050738+0.012998j)  (0.028485-0.002814j)  (-0.009619+0.051464j)  (0.005870-0.014596j)  (0.022565-0.083122j)  (-0.021486-0.044666j)  (0.025148-0.000694j)  (-0.017761-0.029229j)  (0.004699-0.001543j)  (-0.004022-0.027620j)  (-0.023579+0.013043j)  (-0.001363+0.005120j)  (0.011191+0.030878j)  (0.000774-0.001752j)  (-0.026349-0.003912j)  (-0.027852-0.004369j)  (0.010328-0.005755j)  (-0.056509+0.089533j)  (0.005761+0.009569j)  (-0.017192-0.013938j)  (-0.028349-0.003543j)  (-0.037431-0.021946j)  (-0.027618-0.087749j)
 (-0.055871-0.004711j)  (0.051161-0.033425j)  (-0.025765-0.003887j)  (0.013809-0.013569j)  (-0.044785+0.005674j)  (-0.002978+0.018976j)  (-0.889484-0.013503j)  (0.032107-0.020258j)  (-0.006226+0.008500j)  (0.077979-0.023020j)  (-0.005790-0.000680j)  (-0.055538-0.003209j)  (0.038105+0.013332j)  (0.018663+0.002626j)  (0.015306-0.009817j)  (0.014491+0.032494j)  (-0.012237-0.009495j)  (-0.001934-0.040690j)  (-0.040900-0.023800j)  (-0.047723-0.032841j)  (-0.027920+0.009488j)  (-0.027835-0.004413j)  (-0.024663+0.038259j)  (-0.035779+0.016215j)  (-0.032724-0.031530j)  (-0.016142-0.016666j)  (-0.022806-0.079059j)  (-0.007398+0.031394j)  (0.035643+0.032132j)  (-0.031838-0.016018j)  (0.021376+0.064716j)  (0.004713-0.130326j)  (0.014340-0.006677j)  (-0.019702-0.051633j)  (-0.022325-0.025648j)  (-0.011300+0.028570j)  (0.009884-0.014305j)  (-0.004400+0.008942j)  (0.030194-0.023258j)  (0.022118-0.011265j)  (-0.030747-0.058330j)  (-0.017609+0.002169j)  (-0.014903+0.039316j)  (-0.017376+0.015714j)  (0.037114+0.019466j)  (0.020134+0.014184j)  (-0.004263-0.014578j)  (-0.012624-0.098090j)  (0.004564+0.005308j)  (0.004357-0.031014j)  (0.005515-0.029133j)  (-0.010832-0.022076j)  (0.022527-0.000825j)  (0.019136-0.019378j)  (0.047723+0.089152j)  (-0.004860+0.021878j)  (0.012195+0.001801j)  (0.002203+0.010063j)  (0.012243-0.057654j)  (-0.014420-0.016782j)  (0.019530-0.004964j)  (0.020243-0.020632j)  (-0.038001-0.054673j)  (-0.001629-0.002295j)  (0.004408-0.014821j)  (-0.022872+0.011100j)  (-0.011947+0.009532j)  (-0.009045-0.002237j)  (-0.015948-0.028043j)  (0.007484-0.013384j)  (-0.020338-0.032180j)  (0.029803+0.035204j)  (-0.048725+0.031092j)  (-0.005659+0.008972j)  (-0.026974-0.024364j)  (0.021831-0.028103j)  (-0.020869-0.033355j)  (-0.022881+0.029944j)  (0.011936-0.004097j)  (-0.035577+0.007084j)  (0.002630+0.012330j)  (-0.013463-0.000023j)  (0.011689+0.006223j)  (0.004125-0.031141j)  (0.021423-0.005509j)  (-0.018800-0.039401j)  (-0.005675-0.006679j)  (0.026944-0.013598j)  (-0.016068+0.014315j)  (0.023261-0.021769j)  (0.023159-0.048712j)  (-0.009629+0.034477j)  (0.043464+0.035833j)  (-0.008791-0.030063j)  (-0.014663+0.066846j)  (0.024753-0.008566j)  (-0.011314+0.019891j)  (-0.000226+0.002761j)  (-0.021094-0.001523j)  (0.004413+0.080212j)  (0.017105-0.005512j)  (0.017741-0.051017j)  (-0.005801+0.012512j)  (0.005805+0.005646j)  (-0.008969+0.009399j)  (-0.021268+0.001822j)  (-0.015830-0.053915j)  (0.045209+0.007404j)  (-0.005017-0.025588j)  (0.002818-0.033428j)  (0.019966+0.005531j)  (-0.004026+0.000149j)  (0.008597-0.007850j)  (0.006765+0.018891j)  (-0.005070+0.048506j)  (0.003637-0.024161j)  (0.007749+0.015820j)  (-0.040145-0.017589j)  (0.008638-0.030266j)  (0.020839-0.002072j)  (-0.008305-0.004008j)  (-0.020735+0.067398j)  (-0.058637+0.052413j)  (-0.010454-0.085798j)  (0.003382+0.008621j)  (0.011793-0.003859j)  (-0.034926+0.009588j)  (0.006450+0.015022j)
 (0.032325+0.010062j)  (0.071415-0.010769j)  (-0.016315+0.005140j)  (0.071289-0.030169j)  (0.009155-0.008312j)  (-0.026806+0.014235j)  (-0.022287+0.001475j)  (-0.923436-0.021503j)  (0.007576+0.034180j)  (-0.020616+0.043576j)  (-0.001367+0.026397j)  (0.005282-0.011326j)  (-0.007734+0.017475j)  (0.011238+0.019786j)  (-0.000702+0.024525j)  (-0.022533-0.010007j)  (-0.020886-0.009988j)  (0.015483-0.002825j)  (0.018044-0.004293j)  (0.022941-0.030609j)  (0.034749-0.015123j)  (0.021872-0.008643j)  (-0.050055-0.035038j)  (-0.005416-0.050629j)  (0.006807+0.007088j)  (0.015412-0.084987j)  (0.000578-0.036947j)  (0.011683-0.072522j)  (-0.023920+0.000451j)  (0.025683+0.007125j)  (0.020603-0.006744j)  (0.030104-0.018031j)  (-0.006382-0.020886j)  (-0.009791+0.033598j)  (-0.025425+0.011217j)  (0.033738+0.008212j)  (0.013811+0.011320j)  (-0.006161-0.009629j)  (-0.004841-0.000906j)  (-0.005833+0.001190j)  (-0.005940-0.007645j)  (-0.023652-0.019790j)  (-0.026233-0.010571j)  (0.005370-0.001584j)  (-0.000619+0.018598j)  (0.013042+0.014438j)  (-0.002295+0.009010j)  (0.022471-0.017385j)  (-0.027367-0.066336j)  (-0.021357+0.003992j)  (-0.021528+0.013650j)  (0.007705-0.017475j)  (-0.043665-0.036920j)  (-0.006680-0.033093j)  (-0.006172-0.005587j)  (-0.029805-0.017739j)  (-0.015105+0.014436j)  (-0.022209+0.007094j)  (0.018029-0.036281j)  (0.023484+0.000554j)  (0.022938-0.037754j)  (0.003948-0.004007j)  (0.005940-0.006132j)  (0.034222-0.045397j)  (-0.035331+0.016893j)  (0.042844-0.009897j)  (-0.029423+0.011662j)  (0.000038+0.027635j)  (-0.024133-0.015550j)  (0.001910-0.014162j)  (0.001634+0.007028j)  (0.017847+0.053674j)  (0.021094-0.020249j)  (0.007421+0.001595j)  (0.002957+0.002664j)  (-0.007956+0.020716j)  (0.008902-0.011802j)  (0.012543+0.004107j)  (-0.002566-0.003345j)  (-0.009542+0.000350j)  (-0.029105+0.028808j)  (0.000148-0.010768j)  (-0.023671-0.003367j)  (-0.010516+0.003250j)  (-0.004513+0.023990j)  (-0.014882-0.012912j)  (-0.006111-0.007466j)  (-0.009607-0.053606j)  (-0.011683-0.011438j)  (0.024702-0.002203j)  (0.040459+0.013222j)  (0.047370+0.035608j)  (-0.010244+0.016691j)  (0.001043+0.000170j)  (-0.026498-0.006024j)  (-0.027094+0.009764j)  (-0.006372+0.020650j)  (-0.002553-0.055170j)  (0.034990-0.018130j)  (-0.002840+0.039207j)  (-0.012339+0.016189j)  (-0.037749+0.013783j)  (0.006487-0.011207j)  (-0.001263-0.000211j)  (0.005343+0.051782j)  (0.016645+0.060578j)  (-0.018316+0.008979j)  (-0.027868+0.004646j)  (0.003958-0.033799j)  (0.003835-0.010248j)  (-0.005698-0.016983j)  (0.003686-0.032336j)  (0.027601+0.001410j)  (0.015077-0.067595j)  (-0.020428+0.037455j)  (0.027269-0.051598j)  (-0.000252+0.001761j)  (0.034272-0.002412j)  (-0.020583+0.017348j)  (-0.022353-0.016726j)  (-0.007703+0.025076j)  (0.012457+0.035036j)  (0.003175+0.017407j)  (0.007394-0.023512j)  (0.035754-0.010269j)  (-0.010453+0.056865j)  (-0.016115+0.048742j)  (-0.006712+0.008747j)
