 (-0.002220-0.079110j)  (0.025630-0.003974j)  (-0.092401-0.071249j)  (-0.029826-0.040839j)  (0.071586+0.004880j)  (-0.051213+0.048745j)  (0.031271-0.020521j)  (0.011724-0.003505j)  (0.053361+0.058579j)  (-0.032072-0.032516j)  (0.048369+0.052661j)  (-0.063574-0.007462j)  (0.015582+0.054837j)  (0.072085-0.010199j)  (-0.032955+0.044075j)  (-0.033469-0.005906j)  (0.039763+0.022671j)  (0.009737+0.016663j)  (0.042521-0.023998j)  (0.053295-0.089142j)  (-0.070512+0.002452j)  (0.040127-0.013187j)  (-0.032202-0.055736j)  (0.035803+0.042816j)  (0.008327-0.030807j)  (0.013797+0.003116j)  (0.025804-0.022877j)  (0.087315+0.011489j)  (-0.072235-0.014548j)  (0.016920-0.086594j)  (0.018823+0.043764j)  (0.032690-0.013810j)  (-0.023261+0.074847j)  (0.067104+0.052868j)  (-0.021305+0.017936j)  (-0.056672+0.001630j)  (-0.105721+0.022858j)  (0.047023+0.057915j)  (-0.015342+0.000972j)  (-0.060024-0.009948j)  (-0.142724-0.013890j)  (-0.031250+0.043798j)  (0.013907-0.012714j)  (-0.053820+0.018984j)  (0.017810-0.033591j)  (-0.029784+0.006699j)  (-0.015289+0.006247j)  (0.043172+0.007103j)  (-0.133140-0.001714j)  (0.003632-0.018455j)  (-0.006153+0.026038j)  (-0.074777+0.066345j)  (-0.026037-0.019146j)  (0.048677+0.025418j)  (-0.029695+0.054289j)  (0.031762+0.036432j)  (0.026151-0.035496j)  (0.025517-0.035734j)  (0.052159-0.001630j)  (-0.024208-0.040479j)  (0.049525-0.047215j)  (-0.077617-0.019235j)  (-0.065702+0.005521j)  (0.004820+0.038064j)  (-0.013233+0.053476j)  (-0.018762-0.007052j)  (-0.066996-0.000112j)  (0.090810+0.027865j)  (0.050407+0.024834j)  (-0.015648-0.132265j)  (0.048652+0.042038j)  (-0.013911-0.021864j)  (-0.058207+0.003808j)  (-0.004062+0.033169j)  (0.025361-0.025259j)  (0.119929+0.017716j)  (0.034262+0.033682j)  (0.067376-0.017805j)  (0.001808+0.017154j)  (0.036653+0.058630j)  (-0.038603+0.007740j)  (0.007042-0.016221j)  (-0.016714+0.024635j)  (0.124807-0.041861j)  (0.027783+0.034679j)  (0.024335+0.013142j)  (0.053906+0.031721j)  (-0.022966-0.034659j)  (-0.033749+0.002875j)  (0.013455+0.021673j)  (0.114724+0.046583j)  (0.053720+0.097335j)  (-0.079564+0.049499j)  (-0.041551-0.013907j)  (0.043340+0.032987j)  (0.034880+0.020060j)  (-0.046623-0.068649j)  (-0.011667+0.052812j)  (0.060368-0.075807j)  (0.020780+0.068168j)  (0.050883+0.010855j)  (0.096008-0.029942j)  (-0.027019-0.029562j)  (-0.021882+0.012210j)  (-0.025466-0.029831j)  (-0.027439-0.050691j)  (-0.000614-0.042357j)  (0.000451-0.039816j)  (0.033949-0.021170j)  (-0.048396+0.079197j)  (-0.010233+0.009715j)  (-0.012626+0.050592j)  (0.096709+0.064061j)  (0.001700-0.009853j)  (0.071813-0.004867j)  (-0.074586+0.017828j)  (-0.019130-0.001974j)  (0.063078+0.093429j)  (0.013553+0.032362j)  (0.000621+0.005659j)  (0.076244+0.044388j)  (-0.017618-0.004063j)  (0.038759+0.033161j)  (-0.024044+0.011566j)  (-0.096467-0.035129j)  (0.025786-0.059193j)  (0.109734-0.000987j)  (-0.043608+0.047565j)  (0.009053-0.017172j)  (-0.039349-0.019029j)  (0.016535-0.018353j)  (-0.038276-0.085137j)  (0.040667-0.047636j)  (0.013673-0.027351j)  (-0.021526-0.020249j)  (-0.079306-0.030260j)  (-0.065251-0.007485j)  (-0.005556-0.034672j)  (0.018259+0.013734j)  (0.017506+0.037344j)  (0.041026-0.000756j)  (0.005860-0.001053j)  (0.049740-0.030018j)  (0.078046-0.026578j)  (-0.060101+0.054234j)  (0.030163-0.069969j)  (-0.016859+0.024268j)  (0.074307-0.064926j)  (-0.035853-0.030320j)  (-0.069483-0.014744j)  (-0.010970+0.006240j)  (-0.025697-0.009474j)  (0.092313-0.020667j)  (0.001518-0.018189j)  (-0.025437+0.055458j)  (-0.060546+0.037036j)  (0.042929+0.003655j)  (0.004791+0.001111j)  (-0.064596+0.032555j)  (-0.002977+0.058634j)  (-0.040949-0.025850j)  (-0.020667+0.016708j)  (-0.082417-0.043653j)  (0.040479-0.052799j)  (-0.064851-0.039566j)  (0.031222+0.054084j)  (0.041946-0.057200j)  (-0.020851-0.019704j)  (0.001622+0.002603j)  (-0.024587-0.055446j)  (-0.010058+0.024020j)  (-0.090414+0.011151j)  (0.035231+0.056334j)  (0.007823+0.005292j)  (-0.018520-0.030088j)  (0.008110+0.000146j)  (0.049374+0.000150j)  (0.115510-0.060588j)  (-0.051815-0.052563j)  (0.083374-0.027358j)  (0.008624+0.012550j)  (-0.009480-0.029923j)  (-0.008663+0.069996j)  (0.059523-0.008675j)  (-0.020291+0.045054j)  (-0.082651-0.033829j)  (-0.012767+0.049561j)  (-0.018309-0.006400j)  (0.058953-0.000777j)  (-0.015560-0.026631j)  (0.052405+0.031881j)  (-0.051605-0.048884j)  (0.039051-0.052409j)  (-0.056388+0.008892j)  (0.014507+0.032565j)  (-0.048581+0.027105j)  (-0.009951-0.067950j)  (-0.022429+0.027263j)  (0.038251+0.046009j)  (-0.050933+0.028051j)  (-0.018901+0.020087j)  (-0.008568-0.041622j)  (-0.015073-0.012385j)  (0.009382+0.013422j)  (-0.045760-0.018088j)  (-0.101874+0.015049j)  (0.008554-0.002986j)  (0.132228+0.027010j)  (-0.021278+0.038888j)  (0.097108+0.027959j)  (-0.038687-0.045269j)  (-0.093096-0.002023j)  (0.005154+0.056725j)  (-0.030779+0.006731j)  (-0.025488-0.000366j)  (0.007467-0.015444j)  (0.032273+0.042753j)  (-0.029601+0.021951j)  (-0.012246-0.078414j)  (0.045059+0.034484j)  (-0.074382-0.008614j)  (0.038102-0.064975j)  (0.001579-0.019468j)  (-0.042122+0.004555j)  (-0.017364+0.007209j)  (-0.083707+0.032142j)  (0.052548+0.038280j)  (0.045000-0.009845j)  (0.042159-0.050539j)  (0.007846+0.003062j)  (-0.011889-0.029658j)  (0.016913-0.044242j)  (0.067040+0.003275j)  (0.037143-0.006841j)  (0.008116-0.053105j)  (-0.028507-0.063221j)  (-0.004297-0.012312j)  (0.003796-0.035681j)  (0.023874+0.038487j)  (-0.065217+0.020054j)  (-0.092265-0.037705j)  (0.034006+0.016976j)  (-0.013374+0.005169j)  (0.027325-0.003554j)  (-0.011539-0.037673j)  (-0.073378-0.021459j)  (0.005096-0.040538j)  (-0.011910+0.022897j)  (0.033372+0.009371j)  (0.026906+0.066714j)  (-0.008449+0.098010j)  (0.025369-0.008871j)  (-0.007437-0.026931j)  (0.113373-0.052931j)  (0.010450-0.031354j)  (-0.113080+0.001113j)
 (-0.042077+0.032771j)  (-0.101872+0.081635j)  (0.042208+0.077123j)  (-0.086009-0.009078j)  (-0.021186-0.009289j)  (0.092326+0.010266j)  (0.030982-0.037009j)  (0.038141+0.002015j)  (0.049621-0.014233j)  (-0.016716+0.035574j)  (-0.000122+0.072617j)  (-0.021643-0.076593j)  (0.065729+0.029922j)  (0.023353-0.002326j)  (-0.056283+0.008325j)  (-0.010407-0.062643j)  (-0.015589-0.021938j)  (-0.005449+0.004369j)  (-0.072640-0.051138j)  (-0.007383+0.001723j)  (0.054736-0.037868j)  (0.150886+0.004401j)  (0.033853+0.076220j)  (-0.078044+0.017118j)  (-0.005863-0.006856j)  (0.022381-0.002936j)  (0.080598-0.009088j)  (0.051818+0.039852j)  (0.002669+0.012069j)  (0.020201-0.072389j)  (-0.009435-0.019677j)  (-0.002667-0.056334j)  (-0.005147+0.011644j)  (0.010212+0.017972j)  (0.024149+0.035687j)  (0.038874+0.036832j)  (-0.030697-0.068421j)  (-0.017516+0.037167j)  (0.042618+0.025031j)  (-0.060163+0.019806j)  (-0.013513-0.101189j)  (0.021800+0.002777j)  (0.031745-0.012371j)  (-0.024005-0.001585j)  (-0.072019+0.006572j)  (0.009581-0.051167j)  (-0.049463+0.011286j)  (-0.006829-0.018051j)  (-0.062145-0.000474j)  (0.101192+0.004461j)  (-0.050057-0.056095j)  (0.001013-0.065307j)  (-0.041181-0.007238j)  (0.075212-0.011791j)  (-0.041927-0.011106j)  (-0.003078-0.010002j)  (-0.020317-0.043078j)  (-0.031689+0.007240j)  (0.027397+0.013198j)  (-0.021854-0.000957j)  (0.053114+0.003482j)  (-0.016263+0.054223j)  (0.011808+0.035883j)  (-0.111249+0.021799j)  (0.003538-0.007006j)  (0.049519-0.016362j)  (0.000609-0.032047j)  (-0.007067-0.097209j)  (-0.030455-0.032947j)  (0.011876+0.005619j)  (-0.092126-0.026607j)  (0.043957+0.005318j)  (-0.032485+0.016482j)  (-0.003921+0.041570j)  (0.049338+0.003493j)  (-0.064833-0.067759j)  (-0.011777-0.010803j)  (0.049844-0.019004j)  (-0.029767-0.042135j)  (0.010360+0.029901j)  (-0.061415-0.027551j)  (-0.011049-0.004383j)  (0.014856-0.001082j)  (0.018046+0.045908j)  (-0.021107-0.023111j)  (-0.037707+0.017879j)  (-0.109922+0.015638j)  (0.033409+0.034139j)  (0.023226+0.019741j)  (0.043393-0.014212j)  (0.010675+0.008450j)  (0.007141-0.029320j)  (0.068847+0.075067j)  (-0.006043-0.027027j)  (0.126485+0.013142j)  (0.069725+0.011102j)  (-0.013142-0.032683j)  (-0.006792-0.083727j)  (0.011225+0.006923j)  (0.007158+0.046811j)  (-0.145602+0.015311j)  (0.059075+0.039061j)  (0.106772-0.067120j)  (-0.017071+0.012713j)  (0.014336+0.035346j)  (0.069652+0.033308j)  (0.086577+0.017571j)  (0.008159+0.034565j)  (0.021862+0.012967j)  (-0.120896+0.058849j)  (-0.086654+0.023243j)  (0.115218+0.054476j)  (0.020313-0.035989j)  (-0.049480+0.006530j)  (-0.036412-0.005792j)  (-0.026522+0.054110j)  (-0.085811-0.002200j)  (-0.002934+0.062053j)  (-0.002707+0.022086j)  (-0.024223+0.024949j)  (0.029848-0.009354j)  (0.007914-0.019836j)  (0.024857-0.017512j)  (0.079769-0.000598j)  (-0.038998-0.036107j)  (0.043812-0.002356j)  (-0.083298-0.042013j)  (0.036805-0.055014j)  (0.069065+0.001181j)  (-0.040207+0.014615j)  (0.015096-0.009522j)  (0.004468-0.004780j)  (-0.090066+0.061472j)  (-0.104911-0.047201j)  (0.007826-0.064474j)  (0.066449+0.044888j)  (-0.097427+0.038855j)  (-0.106162-0.050237j)  (0.031793-0.005309j)  (0.036176+0.028611j)  (-0.050365+0.014923j)  (-0.034484-0.024914j)  (-0.077351+0.009724j)  (-0.006437-0.023095j)  (0.036189-0.062770j)  (0.046211+0.000641j)  (-0.066463+0.029746j)  (-0.005833-0.060521j)  (-0.002642+0.016025j)  (-0.113558+0.004355j)  (0.021772-0.003326j)  (-0.010796+0.013374j)  (0.008774+0.014652j)  (-0.030954+0.043033j)  (0.029107+0.013691j)  (0.016047+0.051659j)  (-0.047470+0.061217j)  (0.089983+0.001688j)  (-0.024656+0.009835j)  (0.004976+0.040585j)  (-0.047410+0.024286j)  (0.067924-0.036879j)  (-0.063841-0.005919j)  (-0.054547-0.014281j)  (-0.040929+0.027187j)  (-0.019025+0.026253j)  (0.067535-0.007912j)  (0.001131-0.055629j)  (0.036085-0.089426j)  (0.020059-0.039879j)  (-0.006370-0.017471j)  (-0.011309+0.006431j)  (-0.066856+0.004508j)  (0.020332-0.012441j)  (-0.028889-0.037623j)  (0.020876+0.008987j)  (-0.047466-0.004551j)  (-0.005907+0.033067j)  (-0.064899-0.053342j)  (-0.077999-0.041429j)  (-0.061328+0.000483j)  (-0.050494-0.028237j)  (0.032056-0.012406j)  (0.021558+0.029153j)  (-0.016873+0.036309j)  (0.005084+0.041557j)  (0.021338+0.089375j)  (0.026196-0.020624j)  (-0.052028-0.047248j)  (-0.006052+0.013550j)  (-0.022916-0.010549j)  (0.093229+0.022613j)  (-0.053601+0.002393j)  (-0.113679-0.050968j)  (-0.044807+0.021876j)  (-0.015945+0.034678j)  (0.045503+0.020436j)  (-0.008938-0.072885j)  (-0.055386+0.074871j)  (0.043666-0.047436j)  (-0.048168-0.070102j)  (-0.099095-0.039565j)  (-0.059609-0.003606j)  (0.007012-0.046198j)  (-0.064377-0.030925j)  (0.014008-0.039893j)  (0.050048+0.025937j)  (-0.014871-0.022924j)  (-0.030573+0.046676j)  (-0.015312-0.013708j)  (0.065011+0.058128j)  (0.037506+0.000057j)  (0.016773-0.002611j)  (0.021627+0.019745j)  (0.041487-0.005770j)  (0.023960-0.028099j)  (-0.048100+0.049010j)  (-0.006336+0.037441j)  (0.081866-0.006246j)  (-0.081648-0.027438j)  (0.015860+0.064799j)  (0.038508-0.004925j)  (-0.039404-0.045260j)  (0.058563-0.063443j)  (0.057451+0.014437j)  (0.006167+0.037063j)  (-0.027454+0.002292j)  (0.019923-0.029863j)  (0.004469+0.049635j)  (-0.043202-0.044578j)  (-0.032746+0.017657j)  (0.054204+0.057302j)  (-0.045052-0.002923j)  (-0.131378+0.027258j)  (0.015589+0.020080j)  (0.007133+0.015034j)  (0.025171+0.010785j)  (-0.049118+0.008411j)  (-0.022624+0.043898j)  (0.029442-0.005376j)  (-0.042686+0.020868j)  (0.037124+0.010831j)  (-0.025921+0.006760j)  (0.054107+0.009391j)  (0.008908+0.080112j)  (0.024423+0.003493j)  (0.080261-0.102173j)  (-0.106460+0.032082j)  (0.063144-0.013657j)  (0.040297-0.006913j)  (0.030329-0.015042j)  (-0.031165-0.050176j)  (0.039369-0.019974j)  (-0.035612-0.021136j)  (-0.037253-0.027254j)  (0.004689+0.041828j)
 (-0.064391+0.021749j)  (0.016969-0.031707j)  (-0.251743-0.118929j)  (-0.001605-0.032813j)  (0.048461+0.042976j)  (0.029789-0.100435j)  (0.026671-0.081114j)  (-0.032344+0.047042j)  (-0.007280+0.016012j)  (0.006896+0.018590j)  (0.081229-0.038280j)  (-0.041765+0.015338j)  (0.100317+0.040067j)  (0.064952+0.020504j)  (-0.050505-0.005522j)  (-0.008903+0.058513j)  (-0.012713-0.029339j)  (-0.013210-0.031035j)  (-0.055906+0.020288j)  (0.030985+0.020955j)  (-0.033337+0.025162j)  (-0.068660-0.011750j)  (-0.005645+0.046912j)  (0.042869+0.012620j)  (-0.019218-0.024212j)  (0.078484+0.000739j)  (0.078452-0.019114j)  (0.046276+0.019630j)  (0.076188-0.003160j)  (-0.026349+0.047965j)  (-0.038041+0.062680j)  (-0.006918+0.032420j)  (-0.027792+0.024624j)  (-0.079504-0.003608j)  (0.031590-0.025985j)  (0.069724-0.006695j)  (0.038754+0.015838j)  (-0.073171-0.074060j)  (0.008821-0.003532j)  (-0.028818+0.013979j)  (-0.013690+0.084753j)  (-0.037781+0.022717j)  (0.081520+0.028898j)  (0.054452-0.035810j)  (0.042039-0.007600j)  (-0.102204+0.028416j)  (0.089967-0.006922j)  (0.056162+0.011211j)  (0.079796+0.068780j)  (-0.002270-0.011475j)  (-0.068324+0.053007j)  (-0.006092+0.011093j)  (0.008229-0.016965j)  (0.042113-0.006697j)  (0.064711+0.032555j)  (0.049490-0.024515j)  (-0.053458-0.018513j)  (0.062077+0.065631j)  (-0.027350+0.026912j)  (0.006007+0.013533j)  (0.038063-0.026520j)  (0.039411+0.044917j)  (-0.030454-0.024595j)  (0.034107-0.000142j)  (-0.003534-0.022691j)  (-0.164202+0.009511j)  (0.043099-0.019710j)  (-0.007984+0.015966j)  (-0.079889+0.009570j)  (-0.009878+0.047848j)  (0.006399-0.037293j)  (0.007629+0.009173j)  (-0.011550+0.046689j)  (0.045885+0.037734j)  (-0.008492+0.018905j)  (0.063005-0.001878j)  (-0.072058-0.009919j)  (0.021056+0.002901j)  (-0.026970+0.030981j)  (0.004884-0.025952j)  (-0.075822-0.026709j)  (0.028232-0.056858j)  (0.030650+0.047325j)  (-0.046208+0.058859j)  (0.026074-0.007820j)  (-0.071758-0.009049j)  (-0.099714-0.047288j)  (0.071767-0.019753j)  (-0.056329+0.004219j)  (-0.009223+0.001674j)  (-0.048869+0.059578j)  (-0.056632+0.045243j)  (-0.037634+0.011195j)  (-0.098968+0.086592j)  (0.128080-0.083873j)  (0.045129+0.013578j)  (-0.002871-0.004966j)  (-0.000537-0.016978j)  (-0.094454+0.062917j)  (0.048396-0.014029j)  (-0.009607-0.008623j)  (0.077660+0.065736j)  (-0.044455-0.052059j)  (0.022097+0.009271j)  (0.007691+0.021174j)  (0.052846+0.005846j)  (-0.027338-0.003504j)  (-0.021383+0.078293j)  (-0.003744-0.004682j)  (0.047374+0.042928j)  (-0.032191-0.001533j)  (-0.056053+0.024279j)  (0.029734+0.029246j)  (0.007851-0.009570j)  (-0.073808-0.001870j)  (-0.009993-0.048887j)  (0.054407+0.001301j)  (0.029881+0.073239j)  (-0.048811+0.055755j)  (0.070181+0.009027j)  (-0.122711+0.019443j)  (-0.065318-0.043227j)  (-0.042834-0.007429j)  (-0.028299+0.000129j)  (0.038594-0.006880j)  (-0.028604+0.017712j)  (0.009159-0.003512j)  (0.054438+0.020288j)  (0.045363-0.046074j)  (-0.014872-0.002889j)  (0.075068+0.059925j)  (-0.005632+0.049987j)  (-0.063292-0.054087j)  (-0.017043+0.070775j)  (0.040969+0.015892j)  (0.028320+0.067528j)  (0.064202-0.024862j)  (0.012768-0.041756j)  (0.020573-0.022934j)  (0.061494-0.003697j)  (0.043368+0.017897j)  (-0.007889-0.025550j)  (-0.053954-0.043456j)  (-0.064067+0.044745j)  (0.004893+0.025784j)  (-0.017729-0.003512j)  (-0.007419-0.021235j)  (0.021644+0.001080j)  (-0.015880-0.034359j)  (-0.056880-0.010603j)  (-0.034121+0.025122j)  (0.024078-0.011672j)  (-0.085088+0.027144j)  (0.017965+0.021626j)  (-0.052019+0.026751j)  (-0.045890+0.016660j)  (-0.039740+0.023007j)  (-0.082023+0.003447j)  (-0.039897-0.015725j)  (-0.002851+0.029652j)  (-0.058095+0.063679j)  (0.072558-0.012560j)  (-0.028852+0.001378j)  (0.022258+0.001647j)  (0.027056-0.012485j)  (0.037671+0.010510j)  (0.080611+0.021469j)  (-0.013205+0.026198j)  (0.037432-0.026896j)  (0.015163+0.085901j)  (0.039257+0.013691j)  (-0.028851+0.054704j)  (0.001979-0.080753j)  (-0.033167+0.047905j)  (0.024876+0.003114j)  (-0.030073+0.030907j)  (0.029027-0.024764j)  (0.067873-0.019740j)  (-0.046575+0.045003j)  (-0.033855+0.038907j)  (-0.060202+0.050169j)  (-0.040579-0.017410j)  (-0.036373+0.041792j)  (-0.007345+0.038310j)  (-0.039274+0.023625j)  (0.033733+0.001536j)  (-0.071343+0.010835j)  (-0.056562-0.052001j)  (-0.096552+0.034117j)  (0.085898+0.006102j)  (-0.002373+0.020606j)  (0.028135+0.040901j)  (0.014257+0.011969j)  (-0.056889+0.036488j)  (-0.015244+0.019959j)  (-0.076106-0.009416j)  (0.038837+0.047850j)  (-0.035607-0.066722j)  (-0.032149-0.039344j)  (-0.007342-0.055637j)  (0.028490-0.070186j)  (0.058304-0.046298j)  (0.054947+0.045377j)  (-0.062156-0.070289j)  (0.008671-0.064005j)  (0.019226+0.136359j)  (-0.006009-0.023878j)  (-0.065597+0.022808j)  (-0.032155+0.017542j)  (-0.001044+0.041902j)  (-0.011086-0.000973j)  (-0.071411+0.030392j)  (0.067946-0.051263j)  (-0.055156+0.016980j)  (-0.018444+0.028111j)  (0.083395+0.019797j)  (0.000260+0.052855j)  (-0.007158-0.006455j)  (-0.029466+0.027414j)  (0.050412-0.000045j)  (-0.026575+0.006735j)  (-0.058707+0.000437j)  (-0.073389+0.013843j)  (0.065898+0.032758j)  (0.024392+0.004539j)  (-0.041962-0.007442j)  (0.017083-0.010208j)  (0.007106+0.015697j)  (0.007136-0.017891j)  (0.006301-0.006214j)  (0.025463+0.020125j)  (0.014963-0.056006j)  (0.076497+0.042009j)  (-0.029366-0.014546j)  (-0.049746-0.015760j)  (0.067522-0.012535j)  (-0.005148-0.004978j)  (0.003938-0.032507j)  (-0.006483+0.040842j)  (0.045455-0.047618j)  (-0.027376-0.010952j)  (-0.036884-0.014066j)  (-0.041317+0.010406j)  (-0.100418+0.014905j)  (0.041110-0.016759j)  (-0.065124-0.039816j)  (-0.015571+0.015932j)  (0.015134+0.023450j)  (0.033896+0.007184j)  (-0.008007-0.046820j)  (0.001899+0.011427j)  (0.000846+0.068763j)  (0.020515+0.036622j)  (-0.002976-0.012448j)  (0.058113-0.033835j)  (-0.015281-0.023340j)
 (0.074966-0.009879j)  (-0.020498+0.058780j)  (-0.036048+0.018067j)  (-0.050217+0.056227j)  (0.009936+0.041659j)  (0.068245-0.082918j)  (-0.001985+0.047625j)  (0.012728+0.002952j)  (-0.027372-0.033088j)  (0.047441-0.040408j)  (-0.044874+0.066186j)  (-0.057953-0.019264j)  (0.061007-0.022898j)  (-0.034233+0.037144j)  (-0.008330-0.003139j)  (0.045864-0.070165j)  (-0.040059+0.021266j)  (-0.027301+0.009019j)  (0.023928-0.015260j)  (0.003389-0.037932j)  (-0.018371+0.025443j)  (0.029319-0.009081j)  (-0.029475+0.009165j)  (0.013302+0.036399j)  (0.026410-0.039853j)  (0.009240+0.002590j)  (-0.076754-0.039180j)  (-0.046393+0.029254j)  (-0.099582+0.000289j)  (-0.078300+0.050361j)  (0.105159-0.029684j)  (-0.041853-0.009002j)  (0.019893+0.058642j)  (-0.050306+0.077120j)  (0.010396+0.029614j)  (0.058216+0.009822j)  (0.058839+0.008514j)  (0.056795+0.011107j)  (0.153844-0.051087j)  (0.023761+0.009213j)  (0.030189+0.042545j)  (0.039672-0.030305j)  (0.071067-0.001399j)  (0.055983-0.051228j)  (-0.016975+0.028289j)  (0.005240+0.035149j)  (0.024166-0.008043j)  (0.013646+0.011483j)  (-0.021827-0.043519j)  (-0.082377+0.012676j)  (0.012989-0.023197j)  (0.028935-0.033280j)  (-0.017274+0.012251j)  (0.024347-0.014010j)  (-0.029520+0.025528j)  (-0.065830-0.026927j)  (0.049624+0.033366j)  (-0.042387+0.045290j)  (0.025632+0.026641j)  (-0.035986-0.029116j)  (-0.035676-0.076622j)  (-0.058231+0.033300j)  (-0.013254-0.020852j)  (0.004329-0.007637j)  (-0.028919+0.007510j)  (0.022474+0.019159j)  (0.022861+0.034814j)  (0.017497-0.018388j)  (0.091049+0.001689j)  (-0.053489-0.014173j)  (0.026876+0.032934j)  (-0.027995+0.012822j)  (0.006691+0.024263j)  (0.036837+0.010527j)  (-0.042093+0.009393j)  (0.090254+0.009569j)  (-0.038812+0.016587j)  (0.036553-0.022177j)  (0.043328+0.057089j)  (0.057745+0.050078j)  (0.087079+0.025938j)  (-0.079673+0.047114j)  (0.022082-0.043330j)  (-0.033518+0.024771j)  (-0.054714-0.026926j)  (-0.010964-0.036829j)  (0.014131+0.039419j)  (0.063650-0.056841j)  (-0.038039-0.002677j)  (-0.032952+0.000446j)  (-0.040786+0.015210j)  (0.040674-0.027930j)  (-0.056348-0.003866j)  (0.054323-0.024308j)  (-0.026578+0.004321j)  (0.054788+0.052482j)  (0.076730+0.030659j)  (0.060896+0.004843j)  (0.085368+0.073204j)  (-0.053404+0.037882j)  (-0.084669+0.008032j)  (0.061157+0.064210j)  (0.086934+0.048609j)  (-0.049665-0.044711j)  (0.030963-0.017353j)  (-0.008673+0.091223j)  (-0.053698-0.037417j)  (-0.027451+0.031643j)  (-0.074227-0.035276j)  (-0.047229+0.056177j)  (0.029871-0.041101j)  (-0.136733-0.005337j)  (-0.025280-0.032040j)  (0.039264+0.076741j)  (0.005913-0.028413j)  (0.006399+0.027742j)  (0.120967-0.035350j)  (-0.011490-0.049678j)  (0.074655-0.025168j)  (-0.005558-0.006956j)  (-0.042958-0.041359j)  (-0.048986-0.030607j)  (0.001776-0.032967j)  (-0.006477+0.001761j)  (0.019285+0.071604j)  (-0.069978-0.074654j)  (-0.089634-0.027553j)  (0.009192+0.038962j)  (0.007635-0.020815j)  (0.019852+0.027092j)  (0.083999+0.042738j)  (-0.014592-0.012020j)  (0.064410+0.024838j)  (0.005566-0.045113j)  (0.009593+0.014886j)  (-0.006639-0.091590j)  (0.029064-0.035794j)  (-0.074697+0.016229j)  (0.024010+0.048593j)  (0.066962-0.030295j)  (0.075487-0.010285j)  (-0.027746+0.013262j)  (-0.066020-0.028227j)  (-0.014344+0.005253j)  (0.009875-0.091033j)  (0.074639-0.002270j)  (-0.056077+0.006790j)  (-0.114572-0.047674j)  (-0.010705+0.012548j)  (-0.038454-0.054492j)  (-0.051792-0.023335j)  (-0.086858+0.007071j)  (0.063439+0.036719j)  (-0.041054-0.049814j)  (0.002847-0.040707j)  (0.035810-0.028979j)  (-0.000164-0.055422j)  (-0.032692+0.082034j)  (0.064288+0.020805j)  (-0.004535-0.045600j)  (-0.090207+0.019067j)  (0.053409+0.005364j)  (-0.047755-0.051992j)  (0.007151-0.039020j)  (0.073881-0.028672j)  (-0.058616+0.016076j)  (0.053796-0.021312j)  (0.042464-0.027535j)  (-0.018407+0.022517j)  (0.039203-0.003947j)  (0.032424-0.009625j)  (0.003537+0.026187j)  (-0.006885+0.009631j)  (-0.023781+0.052893j)  (-0.018581-0.036379j)  (-0.052778+0.027115j)  (0.051003+0.011419j)  (0.013258-0.014075j)  (0.087818+0.003784j)  (0.065747+0.005814j)  (0.076649-0.017398j)  (-0.007828+0.013207j)  (0.055276-0.039507j)  (0.030446-0.053202j)  (0.040289+0.039224j)  (-0.005754+0.030950j)  (0.004503-0.025213j)  (-0.048368-0.030022j)  (0.050239-0.015411j)  (-0.056113-0.029822j)  (0.069167-0.041323j)  (0.037560-0.065036j)  (-0.032348+0.002653j)  (-0.083403+0.054694j)  (0.063953-0.022655j)  (0.038798-0.018240j)  (0.002258+0.099260j)  (0.068478-0.022568j)  (-0.037832-0.007415j)  (0.061946-0.004873j)  (-0.027134-0.028916j)  (0.037897-0.015822j)  (0.009616-0.013958j)  (0.060694+0.010047j)  (-0.007209+0.043293j)  (-0.042582-0.007611j)  (0.032376+0.008457j)  (-0.081322+0.003776j)  (0.041803-0.055550j)  (0.077150-0.054925j)  (0.097351-0.027038j)  (-0.005855+0.002724j)  (0.013284+0.030946j)  (-0.072343-0.002552j)  (0.028348-0.056748j)  (0.069100-0.055572j)  (-0.006960-0.008062j)  (-0.037210+0.002146j)  (0.011836-0.077004j)  (-0.044575+0.029309j)  (-0.091380+0.015201j)  (-0.000157-0.075379j)  (-0.031714-0.038779j)  (0.032459-0.002240j)  (-0.040389-0.017074j)  (-0.050054+0.015316j)  (0.049779+0.016285j)  (0.017562+0.024866j)  (0.022572-0.041000j)  (-0.067791-0.011226j)  (0.002028-0.016239j)  (0.039800+0.037284j)  (-0.052581+0.038331j)  (0.087722-0.019776j)  (-0.032390+0.017501j)  (0.020587-0.031490j)  (-0.162134+0.020243j)  (-0.042106-0.023830j)  (0.015322-0.009228j)  (0.051173-0.053343j)  (0.031335-0.000164j)  (0.045312+0.037719j)  (0.021329-0.009333j)  (-0.072643-0.017103j)  (0.062167+0.078627j)  (0.060618-0.007887j)  (-0.120820-0.055664j)  (0.001018-0.006985j)  (-0.021715+0.021582j)  (0.016845-0.071403j)  (-0.008055+0.046859j)  (0.024259+0.000328j)  (-0.021245+0.043864j)  (0.075918+0.001487j)  (0.001002-0.021005j)  (-0.005304-0.020780j)
