 (-0.873394-0.014434j)  (-0.012396-0.075911j)  (0.021856+0.011538j)  (0.087028+0.009398j)  (-0.028287-0.023313j)  (-0.005806+0.018219j)  (0.009177+0.080343j)  (0.003854-0.004815j)  (0.000162+0.044783j)  (-0.024857+0.015204j)  (-0.041473+0.044127j)  (0.009975-0.013044j)  (-0.004019+0.020730j)  (0.003663-0.021787j)  (-0.004980-0.009786j)  (-0.001763+0.011606j)  (0.057324+0.009983j)  (0.021121+0.006901j)  (-0.007447-0.020618j)  (-0.036581+0.004485j)  (-0.008042+0.012783j)  (-0.019198+0.047045j)  (0.001466-0.047475j)  (0.052119+0.080713j)  (-0.039125-0.007418j)  (-0.002473+0.016351j)  (0.002204+0.022389j)  (-0.026987+0.111524j)  (-0.015205-0.007536j)  (0.006883+0.047442j)  (-0.030277-0.046781j)  (0.068590+0.027535j)  (-0.014847-0.032684j)  (0.001396+0.004115j)  (-0.007283+0.083076j)  (-0.021144-0.013144j)  (0.029897-0.117343j)  (0.011283+0.018347j)  (-0.010997-0.022235j)  (-0.004626-0.013921j)  (-0.043653-0.023216j)  (-0.028281-0.017296j)  (-0.060229+0.055780j)  (0.011082-0.005709j)  (-0.018100+0.028370j)  (-0.018047+0.068825j)  (0.020404+0.054609j)  (-0.010185+0.012992j)  (0.029112+0.013483j)  (0.002944-0.005035j)  (0.021762+0.006236j)  (-0.017210-0.042914j)  (0.009447+0.049730j)  (0.013984+0.021937j)  (0.010917+0.015479j)  (-0.004466+0.005209j)  (-0.011906+0.014370j)  (0.028860-0.036043j)  (0.017870+0.019985j)  (-0.036134-0.035749j)  (0.023608+0.002941j)  (-0.024436+0.025116j)  (-0.001968-0.006960j)  (-0.040143-0.020426j)  (-0.048754+0.001794j)  (0.004993-0.022293j)  (-0.008193+0.102948j)  (-0.009480+0.049070j)  (-0.015699-0.002183j)  (0.009588-0.006461j)  (0.001443-0.051270j)  (0.011854-0.062247j)  (0.025689+0.023928j)  (0.003310-0.003854j)  (-0.003358+0.040866j)  (-0.032608+0.048011j)  (-0.030240+0.043073j)  (0.014283+0.015496j)  (-0.015340-0.003219j)  (-0.019449-0.009675j)  (0.009022+0.000674j)  (0.033282+0.020026j)  (-0.013403+0.033259j)  (-0.042854+0.037357j)  (0.026366+0.002339j)  (-0.020064+0.002532j)  (0.018331+0.042384j)  (0.007239-0.010013j)  (-0.032480+0.060752j)  (0.033231-0.011863j)  (0.013488-0.005953j)  (-0.007126-0.003914j)  (-0.001041-0.002121j)  (-0.010990-0.007676j)  (0.014571-0.007336j)  (-0.009161+0.014474j)  (0.012725-0.040537j)  (0.012674-0.003967j)  (-0.019647-0.039141j)  (-0.006416+0.016432j)  (0.010627+0.008186j)  (0.029366-0.009176j)  (0.004549-0.000306j)  (0.044734+0.027041j)  (-0.053102-0.023122j)  (0.016829-0.080844j)  (-0.002200-0.002632j)  (-0.017396+0.042101j)  (-0.015073-0.074997j)  (0.027052+0.032555j)  (0.004021-0.040923j)  (0.005066+0.005078j)  (0.007262+0.005533j)  (0.024395-0.027916j)  (0.005274+0.004039j)  (-0.031546-0.036294j)  (0.000649-0.008934j)  (-0.003936+0.011314j)  (-0.014876-0.012197j)  (0.060032+0.020889j)  (0.020208-0.013014j)  (0.009147-0.009832j)  (-0.017982-0.022725j)  (0.013311-0.055866j)  (0.001956+0.055199j)  (0.025559+0.017906j)  (-0.014939-0.015381j)  (0.014766-0.003869j)
 (-0.013607-0.101407j)  (-0.820519-0.023089j)  (-0.031564+0.035810j)  (0.025448-0.073198j)  (-0.069891+0.009426j)  (-0.016715-0.004450j)  (-0.046364+0.012324j)  (-0.049103+0.003490j)  (-0.029144-0.003790j)  (-0.030452-0.023437j)  (0.029669+0.017560j)  (0.015134+0.011561j)  (-0.004644+0.004795j)  (0.006594-0.028911j)  (-0.071013-0.030283j)  (-0.014736-0.120766j)  (0.005200-0.043658j)  (0.085997-0.003943j)  (0.038207+0.004905j)  (-0.011670-0.024975j)  (-0.011713+0.013910j)  (-0.054093-0.012773j)  (-0.032687-0.076776j)  (-0.048822-0.008872j)  (-0.016210-0.000345j)  (0.065436+0.060216j)  (-0.074251+0.037522j)  (0.013999-0.124599j)  (0.020010+0.003918j)  (0.007141+0.046527j)  (-0.009385+0.027247j)  (0.038532-0.094593j)  (-0.048912+0.131071j)  (0.002093+0.020135j)  (-0.030912+0.007160j)  (-0.009170+0.037207j)  (0.013811+0.000457j)  (-0.002598-0.035826j)  (0.014502-0.032029j)  (-0.014210+0.022803j)  (0.003100+0.086880j)  (-0.023026-0.000559j)  (-0.007118-0.057507j)  (0.006858-0.019263j)  (0.054257-0.052137j)  (0.004159+0.007325j)  (-0.033776-0.019014j)  (-0.000180+0.003480j)  (-0.002499-0.027393j)  (-0.012756+0.002061j)  (0.010965-0.063502j)  (0.034024+0.006940j)  (-0.020269-0.025580j)  (0.005239-0.038173j)  (0.001615-0.025912j)  (-0.002557-0.054595j)  (-0.002669+0.021978j)  (-0.016456-0.079565j)  (-0.002812+0.007363j)  (-0.053669+0.049935j)  (0.007223+0.018856j)  (-0.012768+0.027911j)  (-0.019278+0.006107j)  (0.034559+0.083636j)  (0.003199+0.023353j)  (0.058930-0.014125j)  (-0.007514-0.008139j)  (-0.009326-0.012155j)  (0.008548+0.053093j)  (-0.008758+0.002651j)  (-0.017882-0.028278j)  (0.023544-0.012604j)  (0.030496-0.002762j)  (-0.025314+0.005439j)  (0.004569-0.044652j)  (0.041864+0.009067j)  (0.013180+0.023643j)  (0.000008-0.012295j)  (-0.008143+0.084499j)  (0.015217-0.034098j)  (0.042162-0.008935j)  (0.027954-0.096730j)  (0.013577-0.039369j)  (-0.010661-0.091661j)  (-0.030403+0.008063j)  (-0.037912+0.042539j)  (0.021708-0.019223j)  (-0.026968+0.010478j)  (0.012707-0.031177j)  (0.000549-0.009180j)  (-0.025300-0.023911j)  (0.028133+0.014832j)  (0.008839+0.063900j)  (0.001607+0.066822j)  (-0.036782+0.009029j)  (-0.008589+0.009900j)  (-0.020856+0.024134j)  (-0.018181-0.039729j)  (-0.012887+0.010991j)  (0.003206-0.067274j)  (0.028149-0.050956j)  (0.063207-0.029693j)  (0.006361-0.030005j)  (0.016720-0.039557j)  (-0.001573+0.001697j)  (0.010505-0.009264j)  (-0.016506-0.025375j)  (-0.020324-0.015075j)  (0.001014-0.020508j)  (-0.050795-0.003867j)  (0.009884-0.051422j)  (0.009904+0.041155j)  (-0.020900-0.019501j)  (0.022139-0.027553j)  (0.021555-0.006726j)  (-0.006239-0.011744j)  (-0.005285+0.003194j)  (0.009935+0.017393j)  (-0.007831-0.046677j)  (0.007886-0.000366j)  (-0.014249+0.006278j)  (0.039086-0.085933j)  (0.032037+0.008849j)  (-0.001645-0.025045j)  (0.045161-0.010059j)  (-0.072815+0.006937j)  (0.036082+0.025677j)  (0.012404-0.050006j)
 (-0.001589+0.013706j)  (0.013868+0.010902j)  (-0.931253-0.003135j)  (0.011984-0.003419j)  (-0.000895-0.006629j)  (0.010463+0.004936j)  (-0.007305-0.001103j)  (0.018420+0.016286j)  (-0.019121+0.007790j)  (0.018489+0.054874j)  (-0.030561+0.006952j)  (0.001367-0.009658j)  (-0.019322+0.024879j)  (0.016433-0.022995j)  (0.011643-0.013346j)  (-0.005922+0.007280j)  (-0.036363-0.022422j)  (0.028239-0.049905j)  (-0.005034-0.004449j)  (-0.017053-0.000856j)  (-0.017904-0.000737j)  (0.014889-0.002237j)  (0.017487+0.045825j)  (0.030003+0.019130j)  (0.004220-0.035529j)  (0.008741+0.018417j)  (0.010152-0.004592j)  (-0.013196+0.061229j)  (-0.020390-0.017836j)  (0.024818+0.084791j)  (0.015033-0.003826j)  (-0.025627-0.008586j)  (0.017231+0.000717j)  (-0.000545+0.000061j)  (-0.008287+0.019122j)  (0.073498-0.046939j)  (-0.007443+0.001145j)  (-0.006457+0.000215j)  (-0.013629-0.009478j)  (-0.012917+0.014067j)  (0.008965-0.005710j)  (0.008636+0.012959j)  (-0.009591+0.015604j)  (-0.016938-0.004866j)  (0.006898-0.008373j)  (0.009767+0.021845j)  (0.007420+0.010451j)  (-0.022735-0.014589j)  (0.006378+0.016212j)  (0.006104-0.030420j)  (-0.008023-0.017762j)  (0.014095-0.001999j)  (-0.000965-0.019047j)  (-0.005537+0.011896j)  (0.018484-0.020124j)  (0.024328+0.050244j)  (-0.003665+0.002386j)  (0.005962-0.012689j)  (0.031334+0.017416j)  (-0.009338+0.011008j)  (0.000974+0.002086j)  (-0.003092-0.022357j)  (0.025741+0.002239j)  (-0.009617+0.006106j)  (-0.006410-0.052854j)  (-0.000110-0.004525j)  (-0.006712+0.008678j)  (0.008286-0.027470j)  (0.034567+0.071627j)  (0.024672+0.004580j)  (-0.015303-0.009632j)  (-0.016417+0.022876j)  (-0.007894+0.009481j)  (0.015562+0.008855j)  (0.002543+0.030043j)  (0.001427+0.011114j)  (-0.006782+0.023456j)  (0.017665-0.001697j)  (0.009581+0.005951j)  (0.006479-0.030396j)  (-0.041609-0.005008j)  (0.006508+0.019025j)  (0.007179-0.009524j)  (-0.003612-0.013923j)  (0.015558+0.109830j)  (0.039891+0.037131j)  (0.022853+0.007518j)  (-0.019906-0.005723j)  (0.003415+0.001252j)  (-0.000549+0.043367j)  (0.012128-0.021848j)  (0.023148-0.051560j)  (0.002768-0.004518j)  (0.010191-0.008537j)  (-0.016986+0.014193j)  (-0.003325-0.007480j)  (-0.008998+0.019757j)  (0.002600+0.000077j)  (0.016807+0.019589j)  (0.006717-0.002723j)  (0.009678+0.042348j)  (-0.009674-0.020587j)  (-0.010699-0.003856j)  (0.010001-0.010527j)  (-0.000935-0.000832j)  (-0.009422+0.077782j)  (-0.010049-0.000394j)  (-0.006828+0.043010j)  (-0.020019-0.065890j)  (0.037266+0.004522j)  (0.008942+0.004552j)  (-0.011979+0.004876j)  (-0.031482-0.003951j)  (0.009845-0.019296j)  (0.001996-0.004189j)  (-0.005469-0.014666j)  (0.011012+0.088734j)  (0.007729-0.007317j)  (0.004506+0.034775j)  (-0.006045-0.010372j)  (0.020226+0.015219j)  (0.004780+0.048946j)  (-0.015295+0.006450j)  (0.010132-0.052592j)  (0.021598-0.012234j)  (0.008216+0.001194j)  (-0.000335-0.027912j)  (-0.017533+0.003140j)
 (-0.100095-0.000065j)  (-0.035319-0.081300j)  (-0.002793+0.002587j)  (-0.883105+0.019270j)  (-0.039395+0.027361j)  (-0.001180-0.012364j)  (0.024994+0.000312j)  (-0.029881+0.004554j)  (0.009983-0.017043j)  (0.018376-0.011166j)  (-0.007318+0.001620j)  (-0.021443-0.016260j)  (-0.053282+0.028252j)  (-0.004041+0.000008j)  (-0.019322+0.000322j)  (0.027653-0.009639j)  (-0.022702+0.080370j)  (0.029115-0.023766j)  (-0.002949-0.026642j)  (-0.060610+0.038779j)  (0.005287+0.003657j)  (0.007121+0.079783j)  (0.027261+0.055406j)  (-0.013292+0.024153j)  (0.021460+0.013671j)  (0.011506+0.006792j)  (-0.004929-0.015180j)  (0.006925+0.062848j)  (0.045996-0.073829j)  (-0.013184+0.038975j)  (0.000612-0.015695j)  (0.032532-0.014375j)  (0.000286+0.021172j)  (0.026377-0.040347j)  (0.074069-0.051136j)  (0.011590-0.016013j)  (-0.008558+0.045965j)  (0.000487-0.018004j)  (-0.009519-0.006611j)  (0.023006-0.020730j)  (-0.003610+0.045585j)  (-0.011663+0.026261j)  (0.008610+0.006178j)  (-0.028196-0.050280j)  (-0.001267+0.013307j)  (0.002600-0.046529j)  (0.007580+0.014283j)  (-0.002695+0.018396j)  (0.005608-0.041794j)  (0.006103-0.022746j)  (0.006958+0.067686j)  (-0.013743-0.024516j)  (-0.020468-0.021536j)  (-0.022030-0.051649j)  (-0.025280+0.003425j)  (0.015858+0.033682j)  (-0.007795+0.004129j)  (-0.030432+0.066086j)  (0.020370+0.010407j)  (-0.039103+0.060550j)  (-0.005529+0.001335j)  (0.000066-0.013604j)  (0.036995+0.005757j)  (0.013372-0.023348j)  (0.018796+0.000809j)  (0.032467-0.006967j)  (-0.023297-0.041047j)  (-0.032789-0.071844j)  (0.001674-0.015621j)  (-0.033932+0.018887j)  (-0.016752-0.016346j)  (-0.012848-0.007015j)  (-0.025615-0.070494j)  (0.012439+0.002419j)  (0.023541+0.009430j)  (-0.039131+0.024200j)  (0.022762-0.005197j)  (-0.000842-0.012375j)  (-0.001881+0.021096j)  (-0.001849-0.013421j)  (-0.011382-0.055233j)  (0.022073+0.018967j)  (-0.020926-0.082404j)  (0.033593-0.009542j)  (-0.021389-0.014304j)  (-0.008597-0.048585j)  (-0.015512-0.000777j)  (0.001738-0.034608j)  (-0.011858-0.027543j)  (-0.002360-0.000705j)  (-0.008957-0.029976j)  (-0.017943-0.006129j)  (0.005166-0.001739j)  (-0.000962-0.002328j)  (0.039420-0.017653j)  (0.017340-0.047057j)  (-0.070211-0.055115j)  (-0.014016-0.043270j)  (0.006045-0.029374j)  (-0.018330-0.020739j)  (0.032152-0.002582j)  (0.021253-0.001900j)  (0.024492+0.004445j)  (0.064018+0.050239j)  (0.010338-0.004670j)  (-0.003130-0.005044j)  (0.009462+0.064639j)  (-0.033547-0.005722j)  (0.025642+0.041764j)  (-0.012233+0.001946j)  (0.009042+0.064763j)  (-0.027601-0.014482j)  (-0.001753-0.005892j)  (0.035324+0.064032j)  (0.008831+0.017214j)  (-0.023763-0.006697j)  (0.004021+0.003962j)  (0.023496+0.017054j)  (0.003119+0.058637j)  (-0.010029+0.014280j)  (-0.010582+0.028930j)  (-0.001917+0.002435j)  (0.007416+0.003047j)  (-0.026499-0.032401j)  (0.020680-0.001679j)  (-0.014670-0.055993j)  (-0.031911+0.012383j)  (0.010531+0.009995j)
 (0.005996+0.006150j)  (0.106117+0.006127j)  (-0.017904-0.000439j)  (0.036092+0.038727j)  (-0.892192+0.011984j)  (-0.027913-0.020430j)  (-0.016376-0.007581j)  (0.001482+0.022083j)  (0.011888-0.018698j)  (-0.094455-0.059964j)  (-0.014774-0.000346j)  (0.060335+0.018714j)  (0.007445-0.032692j)  (0.001333+0.018949j)  (-0.031742+0.015368j)  (-0.032766+0.010524j)  (0.007863+0.005693j)  (0.009201-0.023661j)  (0.010020+0.028715j)  (0.011613-0.003972j)  (0.029363+0.026932j)  (-0.012249-0.006636j)  (0.011044-0.020887j)  (-0.016661+0.050863j)  (-0.038210+0.030013j)  (-0.004508-0.012343j)  (-0.004524-0.022859j)  (0.022500-0.102294j)  (0.022608-0.066785j)  (-0.005344+0.034471j)  (-0.001126+0.009630j)  (0.009136+0.021803j)  (-0.010426-0.013218j)  (0.005006-0.005121j)  (-0.007091-0.075475j)  (-0.009628+0.028499j)  (0.006053-0.021492j)  (0.001830-0.000728j)  (-0.050180-0.027181j)  (-0.000271-0.052805j)  (-0.014270+0.062155j)  (-0.018874+0.007854j)  (0.026636+0.006578j)  (-0.009736+0.008232j)  (0.017525+0.024422j)  (0.009840+0.010359j)  (-0.006436-0.036534j)  (-0.028380-0.021784j)  (-0.010902+0.083660j)  (0.020547+0.004260j)  (-0.017762-0.005572j)  (-0.005626+0.005052j)  (0.014142+0.004368j)  (0.058454-0.080453j)  (0.005565+0.035963j)  (0.006187-0.026998j)  (-0.015543-0.020128j)  (-0.031401-0.010353j)  (-0.007856-0.012063j)  (0.004519-0.030397j)  (-0.006014+0.007050j)  (0.008041-0.045771j)  (-0.037123-0.033361j)  (0.009220-0.019169j)  (0.030590-0.015458j)  (-0.000706+0.063788j)  (-0.000648-0.016710j)  (-0.003387+0.018954j)  (0.028232-0.002457j)  (-0.000170-0.008283j)  (-0.038700+0.016166j)  (0.001303+0.006882j)  (-0.025184+0.000087j)  (-0.028627-0.006262j)  (-0.060914+0.026314j)  (0.006129+0.034962j)  (0.002393-0.020444j)  (0.009645-0.006614j)  (-0.014678-0.039183j)  (0.000923+0.005856j)  (-0.011127+0.011700j)  (-0.007091-0.011482j)  (-0.021521+0.006617j)  (-0.026117-0.034758j)  (-0.012472-0.011136j)  (0.037612-0.015048j)  (-0.024383-0.047128j)  (0.009393+0.033767j)  (0.000186-0.031616j)  (-0.001852+0.004624j)  (-0.010433-0.003876j)  (-0.029658-0.024036j)  (-0.002707+0.001109j)  (0.056134+0.030260j)  (0.022384-0.006495j)  (0.004032+0.046898j)  (-0.016769+0.024442j)  (-0.017166+0.026881j)  (-0.004024-0.001172j)  (-0.012589-0.040982j)  (0.008504+0.014091j)  (0.019660-0.014723j)  (0.063171-0.005637j)  (-0.015541+0.032733j)  (-0.008455+0.008500j)  (0.022829+0.004908j)  (0.008008-0.019470j)  (-0.007076+0.004478j)  (-0.019245+0.036671j)  (0.005912+0.016058j)  (-0.013363-0.008718j)  (-0.027920+0.014465j)  (0.019135-0.045936j)  (-0.003453+0.069589j)  (0.006847+0.019526j)  (-0.006636+0.011657j)  (-0.008724-0.007458j)  (0.018294-0.003750j)  (-0.044281-0.048028j)  (0.013788+0.033919j)  (-0.044087-0.057923j)  (-0.002261+0.011786j)  (0.015342-0.005707j)  (-0.006936-0.067105j)  (0.019422-0.051266j)  (-0.012091+0.025282j)  (0.025334-0.060713j)  (-0.006051+0.064687j)
 (-0.000773-0.015184j)  (0.010191-0.018153j)  (-0.008313+0.013588j)  (0.012115-0.016355j)  (0.007905-0.040125j)  (-0.876431+0.013404j)  (0.047557-0.019018j)  (0.018154+0.027641j)  (0.038119+0.045562j)  (-0.016445+0.025087j)  (0.017799-0.007750j)  (-0.005520-0.024150j)  (0.008841-0.020813j)  (0.020007-0.004396j)  (-0.013664-0.033671j)  (0.054723+0.007026j)  (0.017530-0.022903j)  (-0.044253+0.067108j)  (0.003390-0.007744j)  (0.009590+0.027218j)  (-0.021473-0.008681j)  (0.008681+0.002107j)  (-0.009467+0.041271j)  (0.012066+0.042243j)  (-0.010895+0.018059j)  (0.019731-0.000497j)  (-0.002380+0.019761j)  (0.019614+0.002803j)  (0.022772+0.011444j)  (0.015386-0.012377j)  (-0.013144+0.050000j)  (-0.051293-0.064595j)  (0.040646+0.086944j)  (-0.008138-0.032294j)  (-0.030081-0.085971j)  (-0.006279-0.022997j)  (0.029011-0.023318j)  (0.008578+0.003379j)  (-0.011337-0.018818j)  (0.002990-0.094600j)  (-0.021994-0.038217j)  (-0.064911-0.005091j)  (0.024911+0.009951j)  (0.015263-0.068526j)  (0.020698-0.006068j)  (-0.009688-0.000281j)  (-0.011484+0.011037j)  (0.042836-0.012695j)  (-0.011535+0.049039j)  (0.001107-0.079594j)  (-0.007762-0.071607j)  (-0.024601-0.011633j)  (0.010535-0.029684j)  (-0.008419+0.037053j)  (-0.025630-0.073255j)  (-0.018729-0.024101j)  (0.015359+0.028905j)  (0.023249+0.081896j)  (0.021038-0.049342j)  (0.001824+0.014931j)  (-0.008990-0.002396j)  (-0.018975-0.065982j)  (-0.009190-0.007482j)  (-0.004669+0.034025j)  (-0.024223+0.072246j)  (-0.020902-0.051591j)  (0.009148+0.014071j)  (0.016028+0.030475j)  (0.001974+0.005125j)  (-0.038086+0.008281j)  (0.020849-0.013293j)  (-0.002353-0.008390j)  (-0.011474+0.004096j)  (0.016223+0.018757j)  (0.001897+0.001528j)  (0.012521-0.012993j)  (-0.003508-0.002788j)  (0.002913+0.006297j)  (-0.016528-0.020328j)  (0.016658-0.073414j)  (0.008240+0.013318j)  (0.011432-0.086257j)  (0.020400-0.003508j)  (0.021579+0.079833j)  (-0.020356+0.050227j)  (-0.006816-0.013186j)  (-0.056638+0.010398j)  (0.000548+0.020264j)  (-0.003314+0.026653j)  (0.026459-0.027862j)  (-0.020318-0.035317j)  (-0.005497-0.014851j)  (0.002225-0.012561j)  (-0.007011-0.044281j)  (-0.010570-0.009614j)  (0.013258+0.003355j)  (-0.004065-0.003866j)  (0.016191-0.072713j)  (0.002779-0.016021j)  (0.017078+0.077558j)  (-0.015535+0.008596j)  (-0.011918-0.046844j)  (-0.007852-0.028291j)  (0.026900+0.024093j)  (0.025035+0.019086j)  (-0.013248+0.033068j)  (-0.001144+0.037628j)  (0.029970-0.067035j)  (-0.022492-0.005482j)  (0.001774+0.043387j)  (-0.030489-0.006608j)  (0.001369-0.048485j)  (-0.007471-0.034012j)  (-0.015607-0.011633j)  (0.017215+0.009233j)  (-0.000038+0.010933j)  (0.006579-0.025921j)  (0.005428-0.064520j)  (-0.044967+0.075890j)  (-0.008589-0.000319j)  (-0.006438+0.044381j)  (-0.033330+0.005124j)  (-0.020749-0.046710j)  (-0.017378+0.013840j)  (0.024003-0.000562j)  (0.010691-0.015952j)  (-0.005163+0.020450j)  (-0.006637+0.002907j)
 (-0.014797+0.069855j)  (0.042274+0.023532j)  (0.000723+0.007116j)  (-0.038084+0.005650j)  (0.000354+0.004788j)  (-0.048296-0.026497j)  (-0.904132+0.037177j)  (-0.034049-0.100957j)  (0.013162-0.001301j)  (-0.023022+0.003659j)  (0.025416+0.021154j)  (-0.033720-0.006839j)  (-0.031794-0.006884j)  (-0.012888+0.002656j)  (-0.014825-0.019008j)  (0.000656+0.001265j)  (0.019672-0.007104j)  (-0.043288+0.008375j)  (-0.007065+0.002355j)  (0.020942+0.006191j)  (-0.014322-0.029982j)  (-0.003636+0.008953j)  (-0.020983+0.011842j)  (0.029178+0.010363j)  (0.053579-0.023755j)  (0.030428-0.012170j)  (-0.021814-0.087514j)  (0.014444+0.016024j)  (-0.000044+0.021054j)  (0.028341-0.030312j)  (0.022482-0.000658j)  (0.026127+0.018899j)  (0.008630-0.021530j)  (-0.035218+0.037955j)  (0.027417+0.037968j)  (-0.020765-0.014897j)  (-0.018356+0.022821j)  (0.021132+0.002648j)  (-0.013859-0.013904j)  (0.026475-0.017205j)  (-0.054637-0.057051j)  (-0.044050+0.037915j)  (-0.019026-0.101442j)  (0.009045-0.018547j)  (-0.007314+0.018100j)  (0.044959+0.014259j)  (0.001289+0.008783j)  (0.002037-0.000094j)  (0.020536+0.011897j)  (-0.017453+0.003135j)  (0.002271-0.036618j)  (0.003927+0.005762j)  (0.016322+0.013890j)  (0.005195+0.042259j)  (-0.002075-0.006404j)  (-0.000782+0.011943j)  (0.013977-0.013799j)  (0.004657-0.000356j)  (-0.008124+0.075666j)  (0.003584+0.004122j)  (-0.016208+0.010556j)  (0.004412-0.005045j)  (-0.000732+0.043143j)  (-0.007614+0.004959j)  (-0.005321+0.019215j)  (-0.035448-0.005773j)  (0.004620-0.007448j)  (0.016871-0.011149j)  (0.001786+0.027283j)  (0.025212-0.024116j)  (0.008795+0.078101j)  (-0.011592-0.044861j)  (0.000441-0.004116j)  (0.000279+0.005957j)  (-0.009664+0.005321j)  (0.003368+0.011116j)  (0.008422-0.015305j)  (-0.016216-0.001416j)  (-0.027167+0.039850j)  (-0.000455+0.015651j)  (-0.020117-0.003761j)  (-0.015496-0.009970j)  (0.040403-0.018372j)  (-0.001470-0.044268j)  (-0.001885-0.015077j)  (0.005163+0.023453j)  (0.006639-0.003449j)  (0.031306-0.020593j)  (-0.029976+0.020104j)  (0.022658-0.009204j)  (0.019692+0.035987j)  (0.012016+0.069752j)  (-0.003467-0.033735j)  (0.007003+0.005835j)  (-0.028504+0.009216j)  (-0.021100-0.012576j)  (-0.029087-0.036454j)  (0.026792-0.024567j)  (-0.002537+0.023609j)  (0.006055-0.037000j)  (-0.029303+0.005592j)  (-0.000826-0.042186j)  (-0.001424-0.015841j)  (0.029518-0.005139j)  (-0.016596+0.009651j)  (-0.036202-0.015166j)  (-0.018662-0.011910j)  (0.022685-0.032226j)  (-0.018939-0.001097j)  (0.008476+0.008284j)  (0.000190+0.030324j)  (-0.023776-0.003027j)  (0.011691-0.027406j)  (0.011746-0.000546j)  (0.006554+0.015930j)  (-0.011529-0.058793j)  (0.010751-0.003233j)  (0.015042-0.031803j)  (-0.015742-0.044247j)  (0.020559-0.012949j)  (0.044382-0.011276j)  (-0.014574+0.066170j)  (0.019922-0.047077j)  (-0.001751+0.020577j)  (-0.010564-0.064383j)  (-0.036867+0.018103j)  (0.060295+0.077955j)  (-0.009204-0.032541j)
 (-0.009634+0.000204j)  (0.024716-0.000204j)  (-0.000097+0.004648j)  (0.022388-0.002745j)  (0.009964+0.018759j)  (-0.010442+0.009113j)  (0.011065-0.107145j)  (-0.927176+0.015823j)  (-0.013554+0.013168j)  (-0.023711-0.004027j)  (-0.001653+0.001168j)  (-0.008150-0.007247j)  (0.017456+0.007006j)  (0.004414-0.074533j)  (-0.013889-0.011645j)  (-0.009670+0.024452j)  (-0.020435-0.021984j)  (-0.008094+0.012648j)  (-0.001267+0.057036j)  (0.022228-0.012292j)  (0.027735+0.003764j)  (0.030028+0.003482j)  (0.011778+0.006700j)  (0.039099+0.017729j)  (-0.024589+0.019628j)  (-0.000032-0.018370j)  (0.029415+0.072057j)  (-0.007521+0.014654j)  (-0.003379+0.000909j)  (0.018353-0.038109j)  (0.008154-0.020150j)  (0.010304+0.005728j)  (0.016591-0.012676j)  (-0.001776-0.020894j)  (-0.003055-0.033778j)  (-0.009884+0.012946j)  (0.026758-0.021236j)  (-0.023961+0.024549j)  (-0.030559-0.012673j)  (-0.011065-0.009677j)  (0.045222-0.013353j)  (-0.019793+0.020319j)  (0.056899+0.000958j)  (0.013738-0.015326j)  (0.011528+0.009764j)  (0.015381+0.032156j)  (0.005282+0.004061j)  (-0.000084+0.009211j)  (-0.021281-0.041464j)  (0.004994+0.002786j)  (-0.009907+0.003961j)  (0.010303+0.037270j)  (-0.017429-0.038018j)  (0.019805+0.030286j)  (-0.006016+0.008441j)  (-0.008515+0.034620j)  (-0.031463-0.037719j)  (0.005349+0.005386j)  (-0.038238+0.000543j)  (-0.004007-0.007067j)  (0.032935+0.057057j)  (-0.009865-0.008098j)  (-0.005340-0.013679j)  (-0.001328-0.046775j)  (-0.015618-0.005597j)  (0.000823-0.015824j)  (-0.004709+0.013141j)  (0.001456-0.006250j)  (0.004287+0.013253j)  (0.008227+0.007429j)  (-0.002112-0.000853j)  (0.006761-0.034402j)  (0.011487-0.005479j)  (0.008319-0.032574j)  (0.008098-0.001239j)  (-0.026003-0.007014j)  (-0.009923+0.013425j)  (-0.007232-0.016541j)  (0.023855-0.017468j)  (0.018437+0.028841j)  (-0.010962+0.056581j)  (-0.024975-0.060584j)  (-0.013550-0.003616j)  (-0.029576-0.062558j)  (0.002307-0.005960j)  (0.040661-0.014455j)  (0.023464+0.001853j)  (0.018355-0.057428j)  (0.031741+0.029731j)  (-0.003261-0.000633j)  (0.010219-0.014572j)  (-0.012977-0.027263j)  (-0.007342-0.008348j)  (0.013512-0.015884j)  (0.024243-0.013222j)  (0.014112-0.046111j)  (0.014824+0.032855j)  (0.017337+0.011466j)  (-0.005221-0.005002j)  (0.015480+0.001832j)  (0.009661-0.003330j)  (-0.018733-0.021961j)  (-0.017098+0.017969j)  (0.003313+0.001433j)  (0.018062+0.003032j)  (0.030824+0.081534j)  (0.035515+0.002557j)  (0.008884+0.004503j)  (-0.010798-0.006073j)  (0.030333-0.017579j)  (-0.015110-0.002581j)  (-0.009699-0.008778j)  (0.007447+0.002639j)  (-0.000005-0.008715j)  (0.026514-0.057357j)  (0.004079-0.035334j)  (-0.003364+0.007872j)  (0.000661+0.036623j)  (-0.015113+0.015711j)  (-0.018663+0.026478j)  (-0.010218+0.022829j)  (0.016129+0.041737j)  (0.013461+0.021635j)  (0.006176-0.013814j)  (-0.032659+0.041940j)  (0.014651-0.027299j)  (0.006286-0.055558j)  (0.007255+0.018989j)
