 (-0.335413+0.000844j)  (-0.002670+0.011444j)  (0.128741-0.097193j)  (0.147619+0.099027j)  (0.098628-0.047967j)  (0.012729-0.048410j)  (-0.034120+0.003527j)  (-0.038094-0.017333j)  (-0.035099-0.061485j)  (-0.037451-0.029035j)  (0.033199-0.047081j)  (-0.215779+0.076139j)  (-0.001728-0.035064j)  (-0.135179+0.024008j)  (-0.049409-0.010329j)  (-0.086910-0.038969j)  (0.181005+0.031550j)  (0.046274-0.052154j)  (-0.033165+0.067742j)  (-0.128088-0.094878j)  (0.116998-0.064447j)  (0.034637-0.023448j)  (0.072858+0.009345j)  (0.013439-0.081961j)  (0.053486+0.058538j)  (-0.067077-0.032842j)  (0.039610+0.002778j)  (0.050289+0.034946j)  (0.063958-0.043151j)  (-0.125604+0.000787j)  (-0.002212-0.006005j)  (0.014277-0.056192j)  (-0.025095+0.014501j)  (0.046487+0.036904j)  (-0.039800-0.050630j)  (0.049730+0.021594j)  (-0.084941-0.023780j)  (0.014062-0.001703j)  (-0.095036+0.004158j)  (0.000973-0.072915j)  (0.002395-0.016470j)  (-0.105186-0.064291j)  (-0.016450-0.007751j)  (0.034058-0.030833j)  (-0.031190-0.031772j)  (-0.053169-0.024790j)  (-0.036063+0.016261j)  (0.040869+0.031529j)  (0.044169-0.042888j)  (0.032877-0.034106j)  (-0.019381-0.082558j)  (-0.049603+0.026831j)  (0.058079+0.017614j)  (-0.035083-0.034787j)  (-0.016885-0.011215j)  (0.024541+0.015501j)  (0.011599-0.008916j)  (-0.025274-0.015148j)  (0.042048+0.021200j)  (0.027429-0.033230j)  (0.017829+0.034144j)  (-0.103898+0.015147j)  (-0.013522+0.011024j)  (-0.035378-0.043853j)  (-0.017443+0.032528j)  (-0.003017-0.046499j)  (0.003629-0.021081j)  (0.001814-0.055042j)  (-0.029810-0.037435j)  (0.016517+0.030018j)  (0.012710-0.013543j)  (-0.030687+0.007228j)  (0.068923+0.032492j)  (0.036218+0.051704j)  (-0.061835-0.044194j)  (0.002444+0.086654j)  (0.016736-0.015224j)  (-0.028801-0.009358j)  (0.024525-0.044283j)  (-0.040205-0.028103j)  (-0.016381+0.016091j)  (-0.022065+0.016907j)  (-0.011403-0.043189j)  (-0.028531+0.080856j)  (-0.013783-0.005174j)  (-0.010161+0.036101j)  (-0.020236-0.038285j)  (-0.017124+0.033005j)  (0.064090-0.012766j)  (0.007260-0.021585j)  (0.055208+0.041848j)  (0.002905+0.004958j)  (0.061508+0.020054j)  (0.026644+0.018650j)  (-0.008650-0.035910j)  (0.027953-0.034551j)  (-0.029261-0.024674j)  (0.000143+0.002861j)  (0.015449-0.011598j)  (0.013199+0.002146j)  (0.031820-0.008040j)  (-0.015685-0.043529j)  (-0.029456-0.038669j)  (-0.050795-0.001887j)  (-0.036529-0.012407j)  (-0.037719+0.012789j)  (0.035046+0.027006j)  (0.091171-0.017518j)  (-0.015420-0.002920j)  (0.023372+0.064297j)  (-0.017676-0.002853j)  (-0.030018+0.045844j)  (-0.045580+0.008122j)  (-0.063322-0.034437j)  (0.061714-0.055399j)  (-0.075903-0.021500j)  (-0.012644+0.008076j)  (-0.042384-0.014415j)  (0.026603+0.031043j)  (0.012436+0.002372j)  (0.029941+0.033437j)  (0.031991+0.027693j)  (0.022856-0.071294j)  (0.012194-0.064254j)  (-0.050096-0.021656j)  (-0.009522+0.055578j)  (0.044893-0.022660j)  (-0.011475-0.024690j)  (0.040056+0.010504j)  (-0.087239-0.063820j)  (-0.093708-0.011172j)  (-0.056799+0.011344j)  (-0.045240-0.023457j)  (0.015093+0.028600j)  (0.053285+0.011343j)  (-0.039936-0.000518j)  (-0.053521-0.056598j)  (-0.057464-0.009697j)  (-0.017880-0.030066j)  (-0.011474+0.036198j)  (0.029916-0.019648j)  (0.017404+0.013545j)  (-0.017128-0.005414j)  (-0.083715+0.034630j)  (0.007306+0.061921j)  (-0.006143+0.014754j)  (0.058944+0.043189j)  (0.038028-0.000154j)  (-0.012221-0.009391j)  (0.027874+0.011286j)  (0.013549+0.010886j)  (-0.010870+0.017416j)  (0.021622-0.045438j)  (-0.001502-0.039606j)  (-0.017905+0.004092j)  (0.023040-0.001309j)  (-0.043587+0.002594j)  (-0.004970+0.029089j)  (0.017685+0.008688j)  (-0.001673-0.009297j)  (0.057725-0.009607j)  (0.017028-0.027414j)  (-0.028538+0.047995j)  (0.031890+0.025611j)  (0.059565-0.008188j)  (-0.002346-0.038426j)  (-0.011036+0.021025j)  (-0.013870-0.068807j)  (-0.065684+0.021599j)  (-0.013742+0.002435j)  (0.030795-0.021745j)  (-0.001961+0.027254j)  (-0.027286-0.025346j)  (0.049660+0.051082j)  (-0.058882-0.027112j)  (0.066517+0.045176j)  (0.014420+0.003118j)  (-0.014007+0.042434j)  (-0.048346+0.012981j)  (-0.005355-0.072917j)  (0.027746+0.004079j)  (0.006473-0.017163j)  (0.036210-0.007460j)  (0.002189+0.049714j)  (-0.054451-0.016807j)  (-0.004957-0.043986j)  (0.030869-0.001980j)  (0.072628+0.068315j)  (0.047061+0.026683j)  (-0.023433-0.000240j)  (-0.023952+0.010816j)  (0.062411-0.043263j)  (0.007449+0.038219j)  (0.013069-0.021501j)  (-0.024362-0.026457j)  (-0.037047+0.005987j)  (0.067978+0.040677j)  (-0.043975+0.019304j)  (0.017971+0.001800j)  (-0.010525-0.031805j)  (-0.023074+0.008585j)  (0.059807+0.013037j)  (-0.069020+0.022318j)  (-0.011981-0.021557j)  (0.007012+0.026389j)  (0.008281-0.009718j)  (-0.054082+0.049898j)  (-0.036404+0.032121j)  (0.008823-0.000975j)  (0.073950-0.026341j)  (-0.017580-0.001389j)  (-0.006493+0.013949j)  (0.023448-0.009863j)  (-0.005279-0.008131j)  (-0.002608+0.035846j)  (-0.011745-0.024419j)  (-0.031288+0.047042j)  (0.018857+0.002117j)  (0.016882-0.027891j)  (0.029138-0.013821j)  (-0.049025-0.003110j)  (0.039448+0.012831j)  (-0.012354+0.040082j)  (0.002732-0.004920j)  (0.046734+0.019420j)  (0.009186-0.019867j)  (-0.076073+0.024254j)  (-0.053640-0.030208j)  (-0.089890+0.042318j)  (0.016158-0.004866j)  (0.028225-0.023811j)  (0.019784+0.066481j)  (0.063367-0.043536j)  (0.091909+0.039875j)  (-0.048125-0.050189j)  (0.005226-0.043736j)  (-0.031319-0.009366j)  (0.044533-0.007534j)  (-0.041127-0.006820j)  (0.024216-0.016542j)  (0.018875-0.002752j)  (0.072090+0.027624j)  (0.040698+0.009997j)  (-0.004137-0.006771j)  (-0.083739+0.016335j)  (-0.002924+0.017507j)  (0.002218+0.025120j)  (-0.056402-0.051991j)  (0.035100+0.036434j)  (-0.058965-0.019421j)  (0.001931+0.000116j)  (-0.007224+0.019471j)  (-0.011830+0.012439j)  (-0.067337-0.036428j)  (0.036664-0.006678j)  (0.023638-0.008731j)
 (0.127323+0.005169j)  (-0.344735-0.004407j)  (-0.116981-0.036147j)  (0.043238+0.000751j)  (-0.181207+0.093358j)  (0.155628-0.003608j)  (-0.076525-0.005620j)  (0.104583+0.025852j)  (0.015551-0.014613j)  (0.093324+0.070140j)  (-0.083045-0.034618j)  (0.028964+0.022137j)  (0.022472-0.032143j)  (0.013606-0.028784j)  (-0.052208-0.006376j)  (-0.057684-0.028708j)  (0.045034+0.030717j)  (0.031532+0.058236j)  (-0.048635-0.060017j)  (-0.002336-0.038227j)  (0.062083-0.010729j)  (0.060907-0.069203j)  (-0.008592-0.028656j)  (0.014727+0.005733j)  (-0.017677+0.117442j)  (-0.029436+0.069203j)  (0.069355-0.091517j)  (0.108484-0.030657j)  (-0.068669+0.068118j)  (-0.083453-0.070314j)  (-0.094743+0.034585j)  (0.056660+0.070705j)  (-0.066227-0.008470j)  (0.091460-0.015351j)  (-0.087650-0.024383j)  (0.048221-0.095602j)  (0.014655-0.030022j)  (0.034834+0.011093j)  (0.016890+0.021988j)  (0.008244+0.019911j)  (-0.011001-0.072219j)  (0.031805-0.024930j)  (0.006240+0.033363j)  (0.094706-0.004248j)  (-0.035950-0.003351j)  (-0.037316-0.047520j)  (0.027335+0.018642j)  (-0.062664-0.013525j)  (-0.061919+0.097708j)  (0.044530-0.016021j)  (0.018776+0.003631j)  (-0.066506-0.030942j)  (0.037516-0.027353j)  (0.073901+0.002142j)  (0.041683+0.004776j)  (-0.046370+0.003104j)  (0.059192-0.008211j)  (-0.011838+0.010307j)  (0.027255-0.046064j)  (0.000738-0.000790j)  (-0.022621+0.038602j)  (-0.002116+0.018681j)  (0.036628+0.079799j)  (0.022741-0.057658j)  (0.012807-0.050967j)  (-0.105497+0.063421j)  (0.038096-0.022476j)  (-0.041914+0.043271j)  (-0.000459-0.028237j)  (0.016891+0.032861j)  (0.020599-0.115088j)  (-0.028997-0.018441j)  (0.006988-0.000421j)  (-0.004268+0.020519j)  (-0.045860-0.029114j)  (0.072345+0.029803j)  (-0.082383+0.014130j)  (0.017889+0.026798j)  (0.007525-0.044491j)  (0.024187-0.025575j)  (-0.030397+0.000669j)  (-0.013902-0.053422j)  (-0.016420-0.114808j)  (0.028192-0.069621j)  (0.010232-0.031158j)  (-0.028365+0.040855j)  (-0.042427-0.043359j)  (0.013197+0.001705j)  (-0.024334+0.046141j)  (-0.025886-0.034349j)  (0.041872+0.009002j)  (0.009959+0.005843j)  (0.039983+0.031156j)  (-0.025172+0.046146j)  (-0.042020-0.062379j)  (-0.083108-0.009330j)  (0.033745+0.021859j)  (-0.017981-0.014209j)  (0.049050+0.045734j)  (-0.037091+0.025491j)  (-0.053927-0.058362j)  (0.032579-0.022309j)  (-0.024357+0.013043j)  (-0.012668+0.055724j)  (-0.004701-0.002737j)  (0.006511-0.019431j)  (-0.028069-0.000881j)  (-0.006735+0.029011j)  (-0.064924+0.062846j)  (0.070191-0.073008j)  (0.005267-0.018911j)  (-0.011644+0.028820j)  (0.057109-0.035853j)  (-0.034268-0.010902j)  (-0.041652+0.001219j)  (0.069804-0.013043j)  (-0.016099+0.034680j)  (0.047704-0.047733j)  (0.042514+0.014867j)  (0.019357-0.050080j)  (0.039019+0.001971j)  (0.073030-0.002915j)  (0.083642-0.023037j)  (-0.003987+0.014147j)  (-0.001823-0.039238j)  (-0.053742+0.039865j)  (0.030609+0.019057j)  (-0.050425+0.042754j)  (0.012647-0.013079j)  (-0.004155+0.014479j)  (0.074101-0.001232j)  (0.003488+0.007205j)  (0.015928+0.004731j)  (0.018174-0.007561j)  (0.089750-0.033290j)  (-0.016327-0.010915j)  (0.000699+0.009097j)  (0.023117+0.006481j)  (-0.004116+0.021431j)  (0.045454+0.037686j)  (0.070840+0.065396j)  (-0.037579-0.018757j)  (0.064876-0.002801j)  (0.013829-0.031894j)  (-0.041730-0.008646j)  (0.078463+0.041078j)  (-0.035307+0.002075j)  (0.036680-0.010875j)  (-0.070204-0.024448j)  (0.010795+0.021567j)  (0.024288+0.015756j)  (0.018626+0.058290j)  (-0.001952+0.010352j)  (-0.063086+0.076563j)  (0.032524-0.033175j)  (-0.069635+0.013897j)  (0.047177-0.023907j)  (0.001875+0.009316j)  (0.002158-0.005207j)  (0.033452-0.004923j)  (0.010105+0.012841j)  (-0.009842+0.000172j)  (-0.015399+0.004683j)  (0.006132-0.002849j)  (-0.000045-0.035385j)  (-0.024638-0.000687j)  (-0.046942-0.014203j)  (-0.001141+0.000211j)  (0.022391-0.006120j)  (-0.045267+0.004129j)  (-0.072567+0.002528j)  (0.025776-0.071682j)  (0.002046+0.006583j)  (0.008945+0.042903j)  (0.024895+0.025870j)  (0.088500-0.001324j)  (0.012456-0.011778j)  (-0.030386+0.036769j)  (-0.036265+0.028381j)  (0.003477+0.027719j)  (0.009355+0.051803j)  (-0.044288-0.011514j)  (0.034548-0.022493j)  (-0.008862-0.010995j)  (0.016585+0.003761j)  (0.070099+0.037532j)  (-0.015973-0.008530j)  (-0.037971+0.033076j)  (0.060657+0.039356j)  (0.071376+0.026916j)  (-0.031778-0.010461j)  (-0.008476-0.004061j)  (-0.030752+0.018998j)  (0.065376+0.003372j)  (-0.065603+0.018005j)  (-0.035836-0.025096j)  (0.011605+0.044429j)  (0.009420+0.000407j)  (-0.027098-0.020425j)  (-0.049086+0.011965j)  (-0.056283+0.014567j)  (-0.020290+0.006174j)  (-0.016089+0.055481j)  (0.003369-0.064382j)  (-0.004013-0.022656j)  (-0.030011+0.014724j)  (-0.072860+0.017657j)  (-0.000479-0.020241j)  (-0.026738+0.026929j)  (0.001638-0.024283j)  (-0.068809-0.038421j)  (0.046505+0.005797j)  (-0.029906-0.036800j)  (-0.010745-0.028184j)  (-0.039421+0.000126j)  (0.024634-0.016760j)  (0.008728+0.004059j)  (-0.097794+0.020004j)  (-0.048613+0.003617j)  (-0.012550-0.044281j)  (-0.038909+0.025196j)  (0.030173-0.015606j)  (-0.017785+0.041256j)  (0.042943-0.005205j)  (-0.002959+0.018941j)  (0.019196-0.022507j)  (-0.049016+0.023087j)  (-0.028108-0.041876j)  (0.012479+0.027238j)  (-0.000658+0.004302j)  (0.031009-0.011052j)  (0.075792-0.009723j)  (-0.016142+0.017922j)  (0.003981-0.013227j)  (0.030633-0.015492j)  (-0.059643+0.002086j)  (0.095464+0.001493j)  (0.011878+0.014881j)  (0.006029+0.005613j)  (0.005204+0.015136j)  (-0.023514-0.018958j)  (0.032573-0.015452j)  (-0.066019-0.017674j)  (-0.012737+0.011000j)  (-0.077571+0.050876j)  (-0.029412+0.004379j)  (-0.011525-0.002874j)  (0.007242-0.026777j)  (-0.013915+0.063083j)  (-0.006788-0.014046j)  (-0.026594-0.037234j)  (0.031794-0.060222j)  (0.045713-0.011094j)  (0.029905+0.005666j)  (0.088920-0.037209j)  (-0.007291+0.029464j)
 (0.040367-0.059876j)  (0.003375-0.046555j)  (-0.422510-0.038271j)  (0.186959-0.006964j)  (0.078413-0.071329j)  (-0.137852+0.026966j)  (-0.119638-0.110803j)  (0.087851+0.014760j)  (-0.023110+0.034298j)  (-0.119970+0.059571j)  (0.045433+0.005005j)  (-0.000758+0.037736j)  (0.093262-0.064681j)  (0.020228-0.038730j)  (-0.078981+0.040597j)  (0.031220+0.109120j)  (0.006864-0.008623j)  (0.020196+0.045172j)  (-0.043278-0.066044j)  (0.080093+0.012092j)  (-0.020775+0.054061j)  (-0.036650+0.047607j)  (-0.071166+0.003094j)  (0.052021+0.063440j)  (0.063601+0.047329j)  (-0.027661-0.056114j)  (-0.087842+0.037736j)  (0.006284+0.018584j)  (0.004627+0.020244j)  (0.021971+0.019529j)  (-0.038455-0.032620j)  (0.016036+0.012073j)  (0.146079+0.008857j)  (-0.064783+0.056399j)  (-0.028316-0.019827j)  (0.034684-0.022266j)  (0.049902+0.037088j)  (-0.053075-0.010365j)  (-0.022640-0.007632j)  (0.059300-0.019657j)  (-0.074161+0.033916j)  (-0.013439+0.020162j)  (-0.117130-0.017136j)  (0.047510-0.066330j)  (0.003235+0.144681j)  (0.040869-0.104663j)  (0.002264-0.029850j)  (0.001322-0.060113j)  (-0.034437+0.088401j)  (0.021279-0.035279j)  (0.052473-0.016433j)  (-0.030191-0.062811j)  (-0.037379+0.013417j)  (-0.045095-0.033380j)  (0.020857-0.001164j)  (0.042944-0.007826j)  (-0.074763-0.049126j)  (0.020808+0.053816j)  (-0.008609+0.065957j)  (0.015400-0.060954j)  (0.042985-0.016367j)  (-0.063466-0.022103j)  (-0.030950-0.065890j)  (0.003000-0.035726j)  (0.023424-0.005690j)  (0.019287-0.064087j)  (-0.066709-0.091039j)  (0.038766-0.026262j)  (0.025924+0.067874j)  (-0.013809-0.050139j)  (0.008697-0.010996j)  (0.069677-0.055820j)  (0.027604-0.002548j)  (0.041589-0.018658j)  (0.027777+0.047590j)  (-0.040487-0.046423j)  (-0.069899+0.049047j)  (-0.017712+0.015197j)  (0.048049+0.067892j)  (-0.013860+0.031223j)  (-0.014651-0.022533j)  (-0.003841+0.000284j)  (-0.007372-0.049703j)  (0.001909+0.013609j)  (-0.018511-0.000762j)  (0.001067+0.007546j)  (-0.018989+0.037893j)  (-0.044015+0.010299j)  (0.036743-0.042615j)  (-0.032258-0.028775j)  (0.016353-0.007315j)  (0.006016+0.020857j)  (0.028929+0.070161j)  (0.041387-0.012090j)  (0.034991-0.016566j)  (-0.031003-0.019611j)  (0.043077-0.004693j)  (0.020752-0.025764j)  (-0.025875-0.024263j)  (0.057921+0.010018j)  (0.022277-0.032191j)  (0.013722-0.067907j)  (0.018353-0.047989j)  (-0.002374+0.004511j)  (0.012781-0.004045j)  (-0.010318-0.072755j)  (0.049919+0.015612j)  (0.015035-0.018375j)  (0.047785-0.002253j)  (-0.011787-0.045885j)  (-0.006176-0.031172j)  (-0.034073+0.007555j)  (-0.006513-0.002107j)  (-0.024844-0.008480j)  (-0.003143-0.027769j)  (-0.062883-0.008960j)  (0.016950+0.038998j)  (-0.022126-0.083047j)  (-0.028467+0.026927j)  (0.050111+0.048331j)  (-0.002907-0.010041j)  (0.012648-0.030134j)  (-0.015808+0.019682j)  (-0.034757-0.008426j)  (0.014800-0.013768j)  (0.015146-0.032399j)  (-0.000061+0.025697j)  (-0.008428+0.033593j)  (-0.011579+0.032212j)  (-0.006308+0.001974j)  (0.040144+0.053723j)  (-0.049313+0.023038j)  (-0.024260+0.011392j)  (-0.001241+0.003329j)  (-0.020553+0.020572j)  (-0.037115+0.018241j)  (0.016964+0.027578j)  (-0.045935-0.008856j)  (0.037696-0.004766j)  (-0.025805-0.024788j)  (0.005358-0.052230j)  (-0.015566+0.005602j)  (-0.034865-0.027267j)  (0.017543+0.004119j)  (-0.005222+0.031612j)  (-0.019118+0.016048j)  (0.034780+0.054472j)  (-0.018777+0.029049j)  (-0.057936+0.014240j)  (-0.007599+0.018574j)  (0.053244-0.047407j)  (0.021544+0.072271j)  (0.063595-0.037143j)  (0.046117+0.032920j)  (-0.019384+0.001280j)  (-0.024173-0.025322j)  (-0.013797+0.038360j)  (0.067308-0.066759j)  (-0.044585-0.012656j)  (0.070982+0.003304j)  (0.050797-0.018723j)  (0.017262-0.008832j)  (-0.008705+0.000519j)  (-0.004385-0.048460j)  (0.041802+0.060989j)  (0.045202+0.006048j)  (-0.053274-0.020040j)  (0.091392-0.033497j)  (0.001923+0.016362j)  (-0.015979-0.037765j)  (-0.023498+0.031709j)  (-0.005987-0.067244j)  (0.033652-0.052298j)  (0.050003+0.051827j)  (0.032963-0.025068j)  (0.025310-0.048990j)  (-0.046330+0.027649j)  (0.040937+0.036294j)  (-0.023603-0.024960j)  (0.047213+0.048251j)  (-0.017679-0.015147j)  (0.029612+0.016515j)  (0.012812+0.006144j)  (-0.036985+0.049143j)  (-0.028382-0.010052j)  (-0.013450+0.042037j)  (0.011093+0.003087j)  (-0.018227+0.007394j)  (-0.001467+0.003791j)  (-0.011885-0.021625j)  (-0.016556+0.019041j)  (0.028194-0.009407j)  (-0.053559+0.010275j)  (0.003296+0.001215j)  (-0.002269+0.025202j)  (0.004286+0.010198j)  (0.042470-0.022983j)  (-0.024827-0.037083j)  (-0.000727+0.012015j)  (0.007426+0.025043j)  (0.008508+0.016675j)  (-0.025218+0.007635j)  (0.015616+0.041061j)  (-0.018398+0.033126j)  (-0.013801+0.046681j)  (0.102926-0.019191j)  (-0.020796-0.012314j)  (-0.019230+0.024033j)  (0.022130-0.007244j)  (0.008978+0.006710j)  (0.028044+0.024761j)  (0.039169+0.035513j)  (-0.031345-0.018693j)  (0.027131+0.032549j)  (-0.021550-0.011669j)  (-0.058083+0.022531j)  (-0.049903+0.023351j)  (0.034962+0.030551j)  (0.030902-0.066260j)  (-0.006397+0.014319j)  (-0.042287-0.023310j)  (0.027868+0.028457j)  (0.063262+0.010353j)  (0.032171-0.041344j)  (0.039189-0.003900j)  (-0.051497+0.015722j)  (-0.000574+0.037597j)  (0.024489-0.011400j)  (-0.036727-0.045636j)  (0.025796+0.014926j)  (0.055924-0.033144j)  (0.039000+0.066388j)  (0.035467-0.052910j)  (0.001784+0.016023j)  (-0.013604+0.044613j)  (0.052101-0.007570j)  (-0.013753+0.015255j)  (-0.025302-0.022229j)  (0.061251-0.030247j)  (0.052312-0.006773j)  (-0.000740+0.008356j)  (0.018702+0.025274j)  (0.015084-0.021010j)  (0.043750-0.001749j)  (-0.044266-0.070582j)  (-0.066658-0.023551j)  (-0.008294+0.042944j)  (-0.030306-0.004644j)  (-0.019461-0.000363j)  (-0.036584+0.018286j)  (0.029181+0.003167j)  (0.004798+0.009880j)  (0.003440+0.024316j)  (0.054497+0.044486j)  (-0.029435-0.003308j)  (0.093507+0.001057j)
 (0.114971+0.000192j)  (0.047824-0.028087j)  (-0.044823-0.050752j)  (-0.527573-0.046227j)  (0.225549+0.095614j)  (0.014672+0.147379j)  (-0.119746+0.039683j)  (0.090130-0.008764j)  (-0.033086+0.045429j)  (0.095612+0.078741j)  (0.043006-0.044399j)  (-0.029582+0.067711j)  (-0.018747+0.035204j)  (0.079019+0.099600j)  (-0.073739-0.037006j)  (-0.010886-0.027033j)  (0.088972+0.003296j)  (0.015818-0.060193j)  (0.002242+0.088147j)  (-0.030770+0.047243j)  (-0.012713-0.014588j)  (-0.006863+0.012126j)  (-0.006388+0.007419j)  (0.071845+0.034567j)  (0.033317-0.016819j)  (-0.017598+0.046085j)  (-0.076977-0.054056j)  (0.017764+0.030847j)  (0.007822+0.061534j)  (-0.068757+0.042962j)  (-0.046266-0.058347j)  (-0.097535+0.071470j)  (0.031285+0.039877j)  (-0.074049+0.021695j)  (-0.001360+0.011822j)  (0.028255-0.035318j)  (0.018705-0.024069j)  (0.013832-0.016068j)  (0.003566-0.008943j)  (-0.001126-0.037425j)  (-0.050290-0.042533j)  (-0.030135+0.014085j)  (0.001560+0.015966j)  (0.074540+0.015747j)  (0.004979+0.018412j)  (-0.039463-0.045571j)  (0.022698+0.022702j)  (0.022896+0.013529j)  (-0.018391-0.006536j)  (-0.026215-0.035266j)  (0.025323-0.017499j)  (-0.096186-0.001771j)  (0.003725+0.030315j)  (0.007987+0.034988j)  (-0.019633-0.014249j)  (-0.027204+0.034363j)  (-0.010582+0.011274j)  (-0.000762-0.009755j)  (0.014428+0.021326j)  (0.033600+0.094755j)  (0.064985+0.032808j)  (-0.026975+0.051312j)  (-0.051853+0.008071j)  (0.049535+0.103468j)  (0.023476-0.004046j)  (-0.017736-0.032513j)  (0.017778-0.013778j)  (0.061840-0.034293j)  (0.016579+0.034163j)  (-0.014895+0.025822j)  (-0.012220-0.005223j)  (-0.000449-0.012696j)  (-0.021703-0.038472j)  (0.001626+0.021175j)  (-0.089348-0.059167j)  (-0.001220-0.001307j)  (0.005398-0.042152j)  (-0.017778-0.001852j)  (0.004087+0.001197j)  (0.001542+0.045702j)  (-0.036352+0.038915j)  (-0.053914+0.012475j)  (-0.010208-0.016885j)  (0.017410+0.048254j)  (-0.045674-0.047439j)  (0.016272-0.015893j)  (-0.046665+0.038791j)  (-0.031483+0.053525j)  (0.019640+0.063991j)  (0.054077-0.020472j)  (0.016822+0.048033j)  (0.023657+0.003787j)  (0.003559-0.016197j)  (0.022669+0.026689j)  (-0.005303+0.042474j)  (0.022951+0.024269j)  (-0.009174+0.023669j)  (0.028913+0.032409j)  (0.011764+0.040516j)  (0.052498+0.007051j)  (0.022605-0.008058j)  (0.018381+0.053054j)  (-0.031570+0.028915j)  (0.014170+0.026620j)  (-0.035877-0.021407j)  (-0.036465+0.019143j)  (0.038991-0.035805j)  (-0.008057-0.017246j)  (0.026158-0.023889j)  (-0.034678+0.055663j)  (0.026769+0.011770j)  (0.029494+0.042176j)  (0.024101+0.006211j)  (-0.015894-0.031758j)  (-0.019302+0.014401j)  (-0.011210-0.043468j)  (-0.011078-0.037501j)  (0.077953+0.052874j)  (0.073999+0.024489j)  (0.042828-0.036956j)  (-0.006617+0.053552j)  (-0.011357+0.011137j)  (-0.050863-0.033408j)  (-0.005495-0.072714j)  (0.020360+0.009855j)  (0.008525+0.025213j)  (0.013470-0.007045j)  (0.021683-0.030009j)  (-0.015475+0.055035j)  (-0.029575+0.051455j)  (0.009637-0.028745j)  (-0.039038+0.007603j)  (-0.083197+0.004890j)  (-0.073231-0.039632j)  (-0.032461+0.010112j)  (-0.031212+0.025444j)  (-0.015240-0.005771j)  (-0.054311-0.038130j)  (0.035391-0.019112j)  (0.054041+0.030226j)  (0.025681+0.003396j)  (-0.039457-0.032935j)  (-0.029790+0.000387j)  (-0.001866+0.024431j)  (-0.007171+0.043463j)  (-0.012753-0.005502j)  (-0.007216-0.060830j)  (-0.010518-0.001607j)  (0.038318-0.027761j)  (0.004238+0.018891j)  (-0.059441-0.023065j)  (-0.044411+0.000471j)  (-0.034121-0.039881j)  (0.015888-0.020913j)  (-0.074493-0.024098j)  (-0.000895-0.046367j)  (-0.045075-0.039173j)  (-0.029800+0.011004j)  (-0.003538+0.037997j)  (0.020560+0.009515j)  (-0.066515-0.073643j)  (-0.018521+0.017787j)  (-0.007136-0.086074j)  (-0.022936-0.004959j)  (0.008099+0.018631j)  (-0.033511-0.009789j)  (0.025873+0.033513j)  (0.033153-0.035941j)  (-0.008352+0.021363j)  (0.014981-0.003045j)  (-0.004670-0.022467j)  (0.015229-0.005746j)  (0.023757+0.040347j)  (0.029864-0.010222j)  (-0.009159-0.003833j)  (0.005743+0.031635j)  (-0.042943+0.002710j)  (-0.043920+0.007570j)  (-0.018878+0.039875j)  (0.031489+0.025354j)  (0.014679+0.053184j)  (-0.019928-0.014338j)  (0.036724+0.004435j)  (-0.051949-0.020061j)  (0.007601+0.047419j)  (0.020878-0.001238j)  (0.001706-0.004174j)  (0.006487+0.031156j)  (0.064638+0.005885j)  (-0.015752+0.051620j)  (0.023929+0.060541j)  (-0.032396-0.003979j)  (-0.032874+0.009723j)  (0.023535+0.017612j)  (0.025873-0.010905j)  (0.010339+0.048978j)  (0.039947-0.009082j)  (-0.035405+0.003953j)  (0.014117-0.000346j)  (-0.066794+0.020442j)  (0.010500-0.018684j)  (-0.006763+0.010775j)  (-0.011659+0.000702j)  (0.018011+0.007107j)  (0.044078+0.009206j)  (0.052386-0.027759j)  (0.025292-0.019416j)  (0.006919-0.012799j)  (-0.004738-0.004100j)  (0.014546-0.000017j)  (-0.009934+0.005909j)  (-0.011706-0.066032j)  (0.019353-0.006312j)  (-0.027698-0.006454j)  (0.027599+0.006193j)  (-0.016517-0.022255j)  (-0.037936-0.004673j)  (0.018436+0.007287j)  (-0.010479-0.033970j)  (0.006727-0.036609j)  (-0.045817+0.010515j)  (-0.020098-0.003692j)  (-0.030964+0.053812j)  (-0.008494-0.001752j)  (-0.054368+0.036274j)  (-0.035051+0.005618j)  (-0.080886+0.007863j)  (-0.054002-0.019757j)  (-0.029081+0.023069j)  (0.021884+0.028481j)  (0.016470+0.021155j)  (0.001708+0.026959j)  (0.023753+0.017021j)  (-0.007398+0.015268j)  (0.030789+0.024450j)  (0.005275-0.003375j)  (0.015622-0.003531j)  (-0.041005+0.022574j)  (0.033332-0.019753j)  (0.027564+0.064195j)  (0.042412-0.020020j)  (-0.059198+0.006463j)  (0.013118+0.010379j)  (-0.043026-0.003758j)  (-0.049258-0.006714j)  (-0.053568+0.026129j)  (0.011784-0.034234j)  (-0.033678+0.002080j)  (0.021430+0.034617j)  (-0.086772+0.012755j)  (-0.009896+0.021869j)  (-0.015396+0.007794j)  (0.021064+0.068633j)  (0.036752+0.035980j)  (-0.016389-0.059434j)  (0.053778-0.004167j)
