 (-0.774770+0.016082j)  (-0.200576-0.058692j)  (-0.040131+0.047236j)  (0.080514+0.023574j)  (0.041918+0.069670j)  (-0.065770-0.023001j)  (0.008820+0.026797j)  (0.007127+0.004084j)  (0.122786-0.114985j)  (-0.074463-0.062434j)  (-0.022899+0.026966j)  (-0.023325+0.010658j)  (0.023393-0.059225j)  (-0.001675-0.101394j)  (-0.047930-0.007368j)  (-0.054868-0.051963j)  (0.054200-0.003737j)  (0.005337-0.005502j)  (-0.025892+0.041466j)  (0.093211+0.039531j)  (0.074892+0.011199j)  (0.044202+0.028035j)  (0.031497+0.023143j)  (0.000423+0.041100j)  (-0.021160-0.013468j)  (0.055027-0.009442j)  (0.045734-0.002643j)  (0.052857-0.109705j)  (0.040829-0.066183j)  (-0.021180+0.046320j)  (-0.016700+0.010093j)  (0.001196+0.011239j)  (-0.046460-0.129960j)  (-0.022771+0.018368j)  (0.003322+0.033851j)  (0.001530-0.002777j)  (0.040781-0.070389j)  (0.019758-0.084049j)  (-0.011837+0.060313j)  (-0.034162-0.025083j)  (0.001586-0.021873j)  (0.009591+0.024418j)  (-0.035344-0.034412j)  (0.028866-0.019166j)  (-0.048372+0.021703j)  (-0.020591-0.061770j)  (0.000737+0.073048j)  (0.005761+0.032306j)  (0.031287+0.043667j)  (-0.014635+0.023948j)  (0.038038-0.008582j)  (-0.013202+0.042331j)  (-0.020049+0.024454j)  (-0.020071+0.038320j)  (-0.009743+0.008864j)  (0.048927-0.010679j)  (0.005206+0.021476j)  (-0.032951-0.042079j)  (-0.032647+0.035939j)  (0.019409-0.011919j)  (0.010561+0.020335j)  (0.004284+0.008876j)  (0.030789-0.042963j)  (0.030185+0.026859j)  (0.021529-0.013994j)  (0.014805-0.024204j)  (0.025115-0.003239j)  (0.017628+0.024066j)  (-0.010398-0.004586j)  (0.004277+0.030214j)  (0.008668-0.041582j)  (-0.060947+0.040016j)  (0.035025+0.022229j)  (-0.004808+0.004984j)  (0.006830+0.004905j)  (-0.001153+0.052760j)  (0.025495-0.026964j)  (0.005869+0.064596j)  (0.001850+0.082060j)  (0.069669+0.045327j)  (0.008584+0.008268j)  (-0.004068-0.004440j)  (-0.038389-0.059927j)  (0.019877-0.030360j)  (0.016059+0.044689j)  (-0.038187+0.000531j)  (0.001221+0.006010j)  (-0.034720+0.057104j)  (-0.027207+0.002635j)  (0.019919-0.014034j)  (-0.003321+0.005198j)  (0.042156-0.000998j)  (-0.039094+0.019801j)  (0.016057+0.062020j)  (-0.022617+0.019673j)  (-0.044901-0.016233j)  (0.030085-0.016656j)  (-0.064783+0.013349j)  (0.023091+0.092416j)  (0.024292-0.023503j)  (-0.000106+0.004521j)  (0.028828-0.006724j)  (-0.030353+0.027071j)  (0.022337-0.016503j)  (-0.045241-0.023966j)  (0.052353+0.007911j)  (0.005869-0.006636j)  (-0.035181+0.008789j)  (0.002285-0.054065j)  (0.004731+0.001065j)  (-0.057275+0.010466j)  (-0.001222+0.042612j)  (0.039388+0.019720j)  (-0.015670-0.013431j)  (-0.000171+0.047608j)  (-0.016852+0.031880j)  (-0.021999-0.017684j)  (-0.020366-0.057499j)  (0.025388+0.006788j)  (-0.048521-0.081939j)  (-0.002349+0.015957j)  (-0.017025+0.036427j)  (0.006101-0.039131j)  (0.021126-0.058479j)  (0.073320-0.010109j)  (-0.020897-0.006948j)  (0.012381+0.015067j)  (-0.005696-0.016372j)
 (-0.078893-0.088475j)  (-0.659112-0.019733j)  (-0.007394-0.000983j)  (-0.104351-0.007282j)  (-0.078090+0.077105j)  (0.069378+0.003660j)  (-0.046535+0.000566j)  (0.047959-0.008597j)  (-0.171369-0.036597j)  (0.124561+0.032442j)  (-0.041542-0.026038j)  (-0.000528-0.007861j)  (-0.037828-0.008558j)  (0.019299+0.085308j)  (0.018817+0.038438j)  (0.088128+0.015798j)  (-0.113017-0.040214j)  (0.039659+0.061682j)  (0.031628+0.034409j)  (-0.081916+0.043782j)  (-0.167205-0.015222j)  (-0.026147-0.024530j)  (0.022123-0.003598j)  (-0.016952+0.015230j)  (0.094027+0.033832j)  (-0.087765-0.001525j)  (-0.026281+0.008558j)  (-0.084630+0.050370j)  (-0.047525-0.000885j)  (0.042052+0.058691j)  (0.037407-0.028725j)  (-0.022260+0.032399j)  (0.017733+0.040359j)  (0.010831-0.032188j)  (-0.090984+0.015450j)  (-0.068813+0.004156j)  (0.033739-0.023274j)  (0.010260-0.003283j)  (-0.016023-0.112339j)  (-0.003098+0.014274j)  (0.112464+0.062236j)  (0.017394-0.001456j)  (-0.015449+0.028610j)  (-0.010025+0.005977j)  (-0.038428+0.009984j)  (-0.013158-0.031934j)  (-0.004096+0.033393j)  (-0.054751+0.030570j)  (-0.004441+0.056263j)  (0.029521-0.026986j)  (-0.058821+0.067069j)  (0.006030-0.011456j)  (0.014261+0.019151j)  (0.019545-0.021787j)  (0.033597-0.040471j)  (-0.045762+0.006885j)  (-0.042633-0.021596j)  (-0.091098+0.008034j)  (0.048366+0.063020j)  (-0.020066-0.035455j)  (0.038326+0.013730j)  (0.004321-0.047284j)  (-0.041971+0.065757j)  (-0.008107-0.017264j)  (-0.048483-0.018376j)  (-0.006263-0.002063j)  (-0.070586+0.005198j)  (0.000190-0.025475j)  (0.022408+0.027769j)  (0.015207+0.029702j)  (-0.024365-0.047314j)  (0.004524+0.006955j)  (-0.029532-0.046788j)  (0.001180-0.002889j)  (0.007004+0.028897j)  (0.028584-0.016970j)  (0.008902-0.052007j)  (-0.007027+0.011128j)  (-0.063176-0.018575j)  (-0.008754+0.042441j)  (-0.008491+0.034283j)  (0.030025-0.033161j)  (0.050813+0.058960j)  (0.058767+0.013054j)  (-0.000533-0.117408j)  (0.058417+0.062519j)  (-0.036474+0.025600j)  (0.021992+0.017193j)  (0.030559+0.028048j)  (0.057353-0.060646j)  (-0.008453+0.043378j)  (-0.074810+0.030958j)  (0.077313+0.053561j)  (0.001237+0.014643j)  (0.005635-0.006076j)  (0.020557+0.050900j)  (-0.029267+0.052798j)  (0.121739+0.007813j)  (0.019787-0.073112j)  (0.009836+0.009632j)  (0.046645+0.023557j)  (0.055362+0.031512j)  (0.038085-0.006433j)  (-0.075098+0.010884j)  (0.022565+0.071840j)  (-0.057172-0.032807j)  (-0.001491-0.021113j)  (0.011623+0.042768j)  (-0.001451+0.055682j)  (0.043340-0.055770j)  (0.039465+0.002588j)  (0.071267-0.045797j)  (0.004385-0.051610j)  (0.041923+0.066373j)  (0.021927-0.023658j)  (-0.014605-0.016683j)  (-0.014961+0.041366j)  (-0.018582+0.054406j)  (-0.013752-0.016044j)  (0.030320+0.036606j)  (-0.028194-0.023186j)  (0.022678-0.034579j)  (0.009700+0.030801j)  (0.005161+0.005023j)  (-0.242333-0.001379j)  (-0.012238+0.016701j)  (-0.014710+0.008849j)  (0.015728+0.014814j)
 (0.070211-0.002134j)  (-0.037832+0.040847j)  (-0.910745+0.012013j)  (-0.009836-0.030699j)  (0.050394-0.025631j)  (-0.015063+0.018452j)  (-0.001256-0.004273j)  (-0.016385-0.036686j)  (0.023716-0.012465j)  (-0.049716+0.062429j)  (0.011692-0.001414j)  (-0.006787+0.004732j)  (0.000223+0.027187j)  (-0.001302+0.080151j)  (-0.030585-0.000924j)  (-0.021377+0.030863j)  (-0.013092+0.002664j)  (0.068864+0.055968j)  (0.006749+0.015621j)  (0.032377-0.000191j)  (0.031631-0.017437j)  (0.017997-0.001997j)  (0.001858+0.053701j)  (-0.005775-0.006454j)  (0.002289-0.032820j)  (-0.008071-0.059442j)  (0.004477-0.038767j)  (-0.039430-0.024188j)  (-0.016940-0.021727j)  (0.005188-0.027773j)  (0.036058+0.000776j)  (-0.009562+0.008704j)  (0.001715-0.026546j)  (-0.003933-0.005112j)  (-0.014763-0.016095j)  (0.007001+0.081599j)  (-0.012809-0.046463j)  (0.003019-0.002471j)  (-0.023590+0.011512j)  (0.009447-0.003994j)  (0.005438-0.017569j)  (0.022755+0.069726j)  (0.017282-0.000536j)  (-0.023300-0.006704j)  (0.002999-0.007523j)  (-0.009637-0.043061j)  (-0.024899-0.002965j)  (0.017721+0.004234j)  (0.005632-0.007540j)  (0.024227-0.004081j)  (-0.016387+0.001523j)  (0.001735+0.031565j)  (-0.011779+0.007706j)  (-0.006703+0.009364j)  (0.009112-0.004130j)  (0.009702-0.003326j)  (-0.027495-0.028199j)  (0.023213-0.004535j)  (-0.003540-0.017205j)  (0.021227+0.006487j)  (-0.041034-0.011081j)  (-0.001812+0.002936j)  (-0.010566+0.012913j)  (0.008865+0.056314j)  (0.017876+0.050366j)  (0.001111+0.009391j)  (0.023719+0.007655j)  (0.006307-0.044066j)  (0.012969+0.038075j)  (-0.017168-0.000685j)  (0.001920+0.000053j)  (0.016903-0.000588j)  (-0.016611-0.004869j)  (0.020429-0.017453j)  (0.003339-0.042254j)  (-0.031875+0.004007j)  (0.013048+0.015699j)  (0.017120-0.010700j)  (0.009324+0.009624j)  (0.041313+0.011630j)  (0.017796-0.006099j)  (-0.015646-0.020537j)  (-0.003494+0.001096j)  (-0.030645-0.016135j)  (0.013983+0.008509j)  (0.022931-0.009860j)  (-0.003562+0.006244j)  (0.021221-0.001012j)  (-0.003048-0.015735j)  (-0.023763+0.047225j)  (-0.010946+0.039932j)  (0.023179-0.022790j)  (-0.041434-0.038051j)  (0.002886+0.002194j)  (0.023789+0.047016j)  (-0.000161-0.020514j)  (-0.011092-0.007460j)  (0.009160+0.015593j)  (-0.007060-0.002035j)  (0.024642-0.057304j)  (-0.027153+0.080744j)  (-0.013015-0.010204j)  (-0.034407+0.008529j)  (-0.046546+0.047155j)  (0.003303+0.003731j)  (0.009656+0.050609j)  (-0.010747-0.006538j)  (-0.024741+0.044089j)  (0.010846-0.036272j)  (-0.007547+0.010747j)  (-0.000801+0.020052j)  (0.017432-0.041571j)  (0.018966+0.057315j)  (0.002663-0.008202j)  (-0.004419-0.061220j)  (0.010734-0.000518j)  (-0.046626+0.026078j)  (-0.021884+0.035433j)  (-0.011862+0.005089j)  (-0.033238+0.000421j)  (-0.009515+0.002750j)  (0.010365+0.050856j)  (0.022663+0.020233j)  (-0.009675+0.049413j)  (0.008531-0.018365j)  (0.001715-0.009572j)  (-0.014202-0.052698j)  (0.024278+0.035328j)
 (-0.022958+0.004995j)  (-0.053695-0.020686j)  (-0.006535-0.018039j)  (-0.867328-0.018820j)  (0.045340-0.026060j)  (-0.055660-0.048326j)  (0.002987+0.032712j)  (-0.022216-0.066960j)  (0.018558-0.048301j)  (-0.020398-0.015514j)  (0.047566+0.000355j)  (-0.001616+0.011064j)  (0.004400-0.025327j)  (-0.018917-0.008700j)  (-0.004250-0.005708j)  (0.002494-0.007891j)  (0.014145+0.017585j)  (0.007790-0.035721j)  (0.005222-0.008717j)  (0.065657-0.065170j)  (-0.033844+0.018500j)  (0.040467-0.005890j)  (-0.031593+0.066917j)  (-0.007642-0.002902j)  (-0.063328-0.015383j)  (0.000081+0.010507j)  (0.036827-0.048595j)  (0.045386-0.014031j)  (0.045970+0.017580j)  (0.008037+0.008168j)  (-0.007007-0.006261j)  (0.056604-0.057485j)  (0.003361+0.090770j)  (0.006558+0.028770j)  (0.045678-0.017952j)  (0.032760-0.013149j)  (-0.010383-0.001202j)  (-0.024166-0.027282j)  (0.040563+0.054889j)  (-0.012893-0.024512j)  (-0.025781-0.020908j)  (0.016328-0.031406j)  (0.017681-0.008224j)  (-0.017854-0.094026j)  (-0.002703+0.004909j)  (0.022856+0.087856j)  (-0.022610-0.028920j)  (0.029907+0.004776j)  (-0.045475+0.017653j)  (-0.036256+0.029278j)  (-0.026931+0.064021j)  (0.022389+0.014214j)  (0.011281+0.015850j)  (-0.010559+0.039925j)  (-0.027033-0.031561j)  (0.024803-0.024086j)  (0.023736+0.015376j)  (0.019411-0.016093j)  (-0.007536-0.039602j)  (0.000929-0.015984j)  (-0.004896+0.015011j)  (0.033688+0.082664j)  (-0.006002-0.041991j)  (0.001060-0.039566j)  (0.030820+0.030082j)  (0.044849+0.050796j)  (0.020595-0.036170j)  (0.019395+0.029408j)  (-0.075690-0.005637j)  (-0.016589-0.039226j)  (-0.010342+0.001025j)  (-0.011663-0.011081j)  (0.007060+0.034576j)  (0.009262-0.007097j)  (0.019510-0.006279j)  (0.006201+0.018298j)  (0.000343-0.008520j)  (0.018350+0.003494j)  (0.032585+0.001194j)  (0.004665-0.048616j)  (0.005989+0.001062j)  (0.013926-0.031196j)  (-0.037517-0.029106j)  (0.013562-0.098614j)  (0.042542-0.014864j)  (-0.012095-0.019021j)  (-0.011485-0.010964j)  (-0.008969+0.038035j)  (0.003295+0.008622j)  (-0.009675+0.001374j)  (0.007384+0.044337j)  (0.005911-0.055454j)  (-0.000540+0.024338j)  (-0.000506-0.017819j)  (0.016123-0.008193j)  (0.052977-0.055182j)  (0.001459+0.025003j)  (-0.040209-0.023994j)  (-0.027476-0.023488j)  (0.038212+0.011747j)  (-0.004544-0.019574j)  (-0.001691-0.004560j)  (-0.027796-0.026138j)  (-0.013213-0.062393j)  (-0.009924-0.023934j)  (0.008172-0.009706j)  (0.016557+0.059738j)  (0.007069-0.030054j)  (0.007984+0.021783j)  (-0.016799+0.027342j)  (-0.014828+0.005766j)  (-0.008070+0.006897j)  (0.024111-0.034881j)  (-0.031921-0.010274j)  (-0.014999+0.025348j)  (0.019608+0.012023j)  (-0.009614-0.023352j)  (0.037266-0.075635j)  (0.041403+0.069910j)  (-0.012960+0.021023j)  (0.012077+0.001556j)  (-0.032370-0.052722j)  (0.020614-0.006709j)  (-0.057555-0.022595j)  (0.073598+0.064838j)  (0.011990-0.005306j)  (0.020651+0.009153j)  (0.003018-0.025715j)
 (0.052735+0.052383j)  (-0.068243+0.103804j)  (-0.007610+0.005305j)  (0.009092-0.018768j)  (-0.899378+0.003753j)  (-0.019787-0.073166j)  (-0.003831+0.018363j)  (-0.029871-0.123241j)  (0.053259-0.021979j)  (-0.049342-0.007365j)  (0.006567+0.024922j)  (0.018693+0.009030j)  (-0.007375-0.004058j)  (-0.011011-0.014855j)  (-0.017461-0.022741j)  (-0.055984-0.020654j)  (0.045121+0.006714j)  (-0.012267-0.032567j)  (-0.035128+0.021825j)  (0.048656+0.004936j)  (0.070215-0.059350j)  (0.028341-0.003294j)  (-0.002564-0.015553j)  (0.009429+0.004324j)  (-0.016379-0.030831j)  (0.022556-0.008402j)  (-0.007866-0.027552j)  (0.024897-0.037224j)  (0.009214-0.007135j)  (0.011001+0.006619j)  (0.001957+0.024871j)  (0.038159+0.011031j)  (0.006798-0.006195j)  (-0.026446-0.021754j)  (0.039512-0.016363j)  (0.020410+0.010959j)  (0.037308+0.086933j)  (-0.019390-0.025236j)  (-0.028379+0.015690j)  (-0.015813-0.023169j)  (-0.003808-0.013573j)  (0.000192+0.005023j)  (-0.008939+0.003591j)  (0.026812-0.023033j)  (0.028643-0.000978j)  (0.014551-0.018917j)  (0.009430-0.012973j)  (0.034730-0.050972j)  (-0.008696+0.062183j)  (-0.017057+0.002342j)  (0.007508-0.013982j)  (-0.026137+0.026523j)  (-0.005132-0.012636j)  (0.000870+0.054604j)  (0.000951-0.000474j)  (0.059655-0.044084j)  (-0.017216+0.021990j)  (-0.009284-0.005280j)  (0.001735+0.009574j)  (0.004098-0.007855j)  (-0.014177-0.007822j)  (-0.017261-0.056695j)  (0.025057-0.047118j)  (0.010800+0.012076j)  (0.016943+0.021490j)  (-0.013258+0.079358j)  (0.029934-0.034511j)  (0.006261-0.001949j)  (0.015873-0.006614j)  (0.005598-0.015456j)  (0.007052-0.001826j)  (-0.024584-0.024014j)  (0.007391+0.019387j)  (0.008279-0.002828j)  (-0.001419-0.029371j)  (-0.009980+0.029264j)  (0.024312+0.017700j)  (0.021609+0.024464j)  (0.004145-0.008997j)  (0.006740+0.001206j)  (-0.000014+0.005935j)  (-0.007863-0.071033j)  (0.010531+0.011412j)  (0.000553+0.053698j)  (0.007852+0.020836j)  (0.010979+0.009237j)  (0.005897+0.032507j)  (0.003119+0.002509j)  (0.007016-0.009420j)  (-0.018387+0.002978j)  (0.023234+0.011590j)  (0.016985+0.004235j)  (0.002669-0.082825j)  (0.044332+0.018851j)  (-0.011295+0.025547j)  (-0.006638-0.056193j)  (0.010282+0.022633j)  (-0.013030+0.005921j)  (0.012608+0.015601j)  (0.018108+0.016143j)  (-0.018372+0.008914j)  (-0.011086-0.015470j)  (0.005741-0.008949j)  (-0.008303-0.004755j)  (0.012320+0.013827j)  (0.002977-0.003990j)  (0.021110-0.003151j)  (0.017038-0.018207j)  (-0.025727-0.010765j)  (-0.016244+0.031876j)  (-0.020920-0.011332j)  (0.023253+0.019039j)  (0.015455+0.038194j)  (-0.023944-0.005937j)  (-0.003552+0.000168j)  (0.021138-0.004952j)  (-0.001988-0.020569j)  (0.010470-0.029809j)  (0.008507+0.036572j)  (-0.048033-0.024997j)  (0.011448-0.021025j)  (-0.015415+0.007481j)  (0.021165+0.007608j)  (-0.048096+0.045593j)  (0.007973+0.040283j)  (-0.012892+0.004951j)  (0.005575-0.004283j)  (-0.024619+0.041639j)
 (0.053556+0.002105j)  (0.015414-0.060724j)  (0.000552+0.012755j)  (0.008993-0.038215j)  (-0.007075-0.039620j)  (-0.885094-0.010617j)  (-0.000001-0.006197j)  (-0.000007+0.028475j)  (-0.022923+0.058608j)  (0.032822-0.035633j)  (-0.014330+0.067863j)  (0.010576+0.005157j)  (0.020771-0.041507j)  (0.008391-0.023085j)  (-0.009173-0.006667j)  (0.027371-0.048816j)  (-0.032924+0.083503j)  (0.013237-0.007829j)  (0.010849+0.031094j)  (-0.005272+0.051802j)  (-0.031095-0.003399j)  (-0.029205+0.008337j)  (0.013780+0.051915j)  (-0.010133+0.142963j)  (0.037660+0.024139j)  (0.012071+0.011252j)  (-0.031060+0.008578j)  (-0.018108+0.032400j)  (0.012314-0.011070j)  (0.027146+0.043177j)  (-0.036205+0.004861j)  (-0.014222+0.020607j)  (-0.008746-0.024554j)  (0.014585-0.011877j)  (0.021445+0.011870j)  (-0.003448-0.025235j)  (0.000847+0.001693j)  (0.004054+0.023169j)  (-0.021342-0.024765j)  (0.020614+0.007653j)  (-0.016529+0.027845j)  (0.010577-0.039549j)  (-0.045289+0.019380j)  (0.016340+0.016440j)  (-0.031516+0.002235j)  (-0.008946+0.002869j)  (-0.001461+0.026653j)  (-0.030719-0.001085j)  (0.014060+0.041262j)  (-0.035459-0.055678j)  (-0.016645+0.059641j)  (0.003550-0.023068j)  (0.022027+0.018392j)  (0.013104-0.014624j)  (-0.004485+0.006295j)  (-0.024184+0.029222j)  (-0.040312-0.014771j)  (-0.001164+0.027776j)  (-0.039611+0.054558j)  (-0.017781-0.032258j)  (0.001047+0.033154j)  (0.003271-0.033295j)  (-0.005126+0.023986j)  (0.027534+0.048772j)  (-0.024035-0.079137j)  (-0.027896-0.015196j)  (-0.010814-0.002168j)  (-0.010169-0.024912j)  (-0.001476-0.008031j)  (0.014662+0.017736j)  (0.013358-0.000869j)  (0.032003+0.020712j)  (-0.014231-0.078135j)  (-0.021076-0.017133j)  (0.013950+0.006467j)  (0.019894-0.024527j)  (0.000047-0.019777j)  (-0.003022-0.004556j)  (0.000514+0.024040j)  (0.007554+0.030846j)  (-0.027993+0.006150j)  (0.029881-0.072733j)  (0.005907+0.002171j)  (0.006052+0.065625j)  (0.009770+0.008339j)  (0.023797-0.021753j)  (0.004848+0.011216j)  (0.035733+0.060545j)  (-0.039143-0.004380j)  (-0.016419-0.029523j)  (0.005293-0.011336j)  (-0.006810-0.075908j)  (0.041478-0.005188j)  (0.013359-0.010396j)  (-0.004378-0.022922j)  (0.018291-0.005907j)  (-0.026254-0.065370j)  (0.009983-0.069399j)  (-0.000246-0.000233j)  (0.011144-0.004909j)  (0.013817+0.005791j)  (0.002301-0.087373j)  (0.022824+0.018683j)  (-0.015739+0.009219j)  (0.017818+0.008851j)  (-0.036036-0.051881j)  (-0.024125+0.017496j)  (-0.031293+0.044679j)  (0.029253-0.015791j)  (-0.042037+0.036935j)  (0.031356+0.046592j)  (0.005670-0.018966j)  (-0.034589-0.010683j)  (0.014646-0.031661j)  (0.002548-0.086541j)  (0.003197-0.007543j)  (0.023109-0.009388j)  (-0.010895+0.014189j)  (-0.004114+0.008542j)  (0.025176+0.015040j)  (-0.007973+0.018552j)  (-0.003455+0.008769j)  (-0.005677-0.001119j)  (0.026397+0.008769j)  (-0.028777+0.001892j)  (0.011236-0.024307j)  (0.002157-0.011155j)  (0.002438-0.008260j)
 (-0.057255+0.036496j)  (0.088751+0.048814j)  (-0.018302-0.009787j)  (-0.018101-0.003961j)  (-0.020729-0.004800j)  (0.005858+0.046151j)  (-0.897980+0.021238j)  (-0.019319+0.040272j)  (-0.045478-0.013031j)  (0.068187+0.000275j)  (-0.011798-0.050687j)  (-0.001078+0.001460j)  (0.036349-0.024569j)  (0.008287+0.000219j)  (0.038909-0.009457j)  (0.019638+0.006098j)  (-0.022120-0.032509j)  (-0.095972+0.022967j)  (-0.036772+0.000909j)  (0.005575+0.018794j)  (-0.016013+0.001700j)  (-0.023027-0.011357j)  (-0.028243+0.011511j)  (-0.006412-0.027188j)  (0.012361-0.002980j)  (0.022600+0.008978j)  (-0.001062-0.016383j)  (0.008135-0.014851j)  (0.009303+0.012021j)  (0.006766+0.001798j)  (-0.059110-0.090632j)  (-0.026521+0.072245j)  (0.004643-0.033907j)  (0.014015+0.027302j)  (0.002946-0.002224j)  (-0.022689+0.062042j)  (-0.019994-0.004260j)  (-0.020374+0.013605j)  (0.014492-0.029071j)  (-0.011409+0.005138j)  (-0.046346-0.046497j)  (-0.012729+0.010904j)  (0.011406-0.023943j)  (-0.004526-0.030150j)  (0.043961+0.007613j)  (-0.001049-0.001304j)  (0.003957+0.001628j)  (-0.000320-0.054313j)  (-0.000760+0.004279j)  (0.024740-0.011323j)  (-0.058948+0.030194j)  (-0.013567-0.031294j)  (-0.012270-0.016363j)  (0.022569-0.026981j)  (0.020017+0.010809j)  (-0.005170+0.009107j)  (0.015853-0.019606j)  (0.010986-0.068953j)  (-0.025083-0.020776j)  (0.010168-0.009962j)  (0.013124+0.015089j)  (-0.009423-0.016226j)  (-0.003333+0.024015j)  (0.014136+0.004831j)  (0.018127-0.071779j)  (0.006586+0.034225j)  (0.020849-0.014270j)  (-0.021135+0.020363j)  (-0.003471-0.006003j)  (-0.006546+0.002623j)  (0.012674+0.025240j)  (-0.013069+0.018585j)  (0.012586-0.017478j)  (0.017748+0.000295j)  (-0.019612+0.032054j)  (-0.000570-0.008270j)  (-0.005595-0.027779j)  (-0.001024-0.021227j)  (-0.013452+0.042217j)  (-0.065764+0.030907j)  (0.004729+0.015824j)  (-0.035185+0.001784j)  (0.001243+0.007477j)  (0.003365-0.025383j)  (0.013453-0.018348j)  (0.017997+0.061812j)  (-0.016506+0.000539j)  (-0.007327+0.011334j)  (-0.008754+0.008536j)  (-0.003347-0.010539j)  (-0.028198-0.023642j)  (-0.036017+0.008155j)  (0.005950+0.007062j)  (0.028592-0.000593j)  (0.013139-0.011425j)  (0.004535-0.065235j)  (-0.002645-0.015901j)  (0.005322+0.012973j)  (-0.003029-0.019157j)  (-0.013826+0.043316j)  (0.000611+0.009345j)  (0.017870-0.034418j)  (-0.019735+0.027559j)  (0.004384+0.002627j)  (0.002043+0.020853j)  (-0.025872-0.006994j)  (-0.017482+0.035471j)  (-0.006806-0.022405j)  (-0.006403+0.013691j)  (0.027783-0.001599j)  (-0.018399-0.016354j)  (0.019689-0.009625j)  (0.017479+0.008261j)  (0.028197-0.054657j)  (-0.010169-0.007864j)  (-0.028702-0.061186j)  (-0.004858+0.015377j)  (-0.033028+0.007295j)  (0.009068+0.066792j)  (0.019873-0.011774j)  (0.011787-0.007051j)  (0.003930+0.060496j)  (-0.020177-0.051147j)  (-0.026382+0.041588j)  (0.058895-0.061383j)  (0.035695+0.018079j)  (-0.013107-0.004533j)  (-0.024813-0.077888j)
 (0.019755+0.021247j)  (-0.093725-0.113703j)  (0.013659-0.009728j)  (0.026014-0.015717j)  (0.039110-0.077567j)  (-0.004295-0.013863j)  (-0.006955+0.029653j)  (-0.888814-0.035236j)  (0.011859-0.029578j)  (-0.029683-0.018597j)  (-0.027396+0.038192j)  (-0.010270-0.007233j)  (-0.025635+0.005280j)  (-0.022170-0.046616j)  (0.010470+0.025217j)  (-0.021318-0.003399j)  (-0.010282+0.012130j)  (0.009379+0.026008j)  (0.017457+0.073245j)  (-0.000170-0.007293j)  (-0.000290+0.037831j)  (0.021882-0.064440j)  (0.014052-0.048682j)  (0.026115-0.001867j)  (0.038063-0.008484j)  (0.011238-0.002175j)  (-0.000345-0.043528j)  (0.023548+0.114926j)  (-0.005409+0.012874j)  (-0.014835+0.056958j)  (0.014919+0.006473j)  (0.034644+0.015322j)  (-0.030175-0.020209j)  (-0.009283-0.000770j)  (-0.009925+0.011591j)  (-0.011829+0.045537j)  (-0.004245-0.006618j)  (0.014697+0.096967j)  (0.002395+0.020355j)  (0.021582+0.027956j)  (0.027770-0.028435j)  (0.004942-0.008585j)  (-0.010697-0.001400j)  (0.044247+0.003570j)  (-0.008648+0.024241j)  (-0.024941+0.014247j)  (0.034283-0.010937j)  (-0.034094+0.003012j)  (-0.027932+0.000123j)  (-0.042102+0.013392j)  (0.018960-0.004904j)  (0.004356-0.002519j)  (-0.011346-0.047340j)  (0.001065-0.011142j)  (0.018309-0.006505j)  (0.031554+0.019751j)  (0.003152-0.006096j)  (0.007995+0.000178j)  (0.019941-0.031459j)  (0.008692+0.008221j)  (0.002822-0.047615j)  (-0.028372+0.010747j)  (0.016534+0.016316j)  (-0.038797-0.039937j)  (-0.038912+0.038597j)  (-0.043269-0.003528j)  (0.015524+0.029702j)  (-0.031654-0.023226j)  (-0.032790-0.054667j)  (0.027918+0.000455j)  (-0.004102-0.009236j)  (0.031661+0.038070j)  (0.012681+0.035223j)  (0.014998+0.014579j)  (0.003399-0.005333j)  (-0.002643+0.002696j)  (-0.041694+0.017156j)  (-0.019358+0.026097j)  (0.007478+0.016982j)  (0.013371-0.019468j)  (0.000560+0.059104j)  (-0.000740+0.046015j)  (0.019794+0.004578j)  (-0.034508-0.002799j)  (-0.014782+0.005061j)  (-0.034879+0.007883j)  (0.012090-0.000604j)  (0.001856-0.068340j)  (-0.022170+0.057219j)  (0.000542+0.010202j)  (0.017531-0.029254j)  (0.024005+0.014732j)  (0.042855+0.002181j)  (0.051536+0.020913j)  (-0.000141+0.008122j)  (-0.003919-0.046582j)  (-0.037089-0.034350j)  (0.035764+0.012063j)  (-0.016755-0.026217j)  (0.018657+0.015953j)  (-0.010941-0.016821j)  (0.010528-0.004254j)  (-0.017775+0.023801j)  (-0.003510+0.003049j)  (0.025758-0.010246j)  (-0.027300+0.060023j)  (-0.008267-0.019671j)  (0.011165-0.005412j)  (0.021452-0.002437j)  (-0.008421+0.020254j)  (0.001068-0.017894j)  (0.025535-0.021681j)  (0.022830+0.008294j)  (-0.032261+0.033667j)  (-0.004528+0.032407j)  (-0.015268-0.083481j)  (0.000077-0.007503j)  (0.026232-0.005080j)  (-0.016475-0.015571j)  (-0.004731-0.052579j)  (0.022167+0.005071j)  (0.005929+0.049971j)  (0.000768-0.021032j)  (-0.003634-0.011512j)  (-0.004185+0.081827j)  (-0.009707-0.015436j)  (-0.012628+0.019949j)  (-0.014904+0.023428j)
