 (-0.760987+0.005459j)  (-0.272962+0.011071j)  (-0.057829-0.023957j)  (-0.063689-0.019993j)  (0.033772-0.041287j)  (0.057840+0.022549j)  (0.128738-0.019988j)  (-0.062103-0.011562j)  (0.003690-0.012315j)  (-0.066773-0.014361j)  (-0.005295+0.035355j)  (0.057996-0.030161j)  (0.086548+0.018739j)  (-0.009448+0.003506j)  (0.047481+0.022093j)  (0.017528-0.020340j)  (0.018077+0.043322j)  (0.039997+0.012936j)  (-0.019250-0.027045j)  (0.032772-0.016857j)  (-0.055361+0.036183j)  (-0.071385-0.072872j)  (-0.015811+0.041521j)  (-0.038072+0.002316j)  (-0.012818-0.046534j)  (-0.014101-0.012126j)  (0.087586-0.010640j)  (0.007598+0.082030j)  (0.038504-0.007767j)  (-0.048887+0.003287j)  (-0.094227+0.007352j)  (-0.049000-0.025027j)  (-0.011586-0.042775j)  (-0.025810-0.000574j)  (0.052830+0.025401j)  (-0.020716-0.024423j)  (0.032094-0.004068j)  (0.041018-0.104826j)  (0.033759-0.019056j)  (-0.021030+0.020725j)  (0.047224-0.131722j)  (0.027509-0.053800j)  (-0.038124-0.012192j)  (0.034447+0.036121j)  (-0.045107-0.057329j)  (-0.073664-0.025897j)  (0.011364-0.034282j)  (-0.014756+0.064218j)  (-0.045935-0.024903j)  (-0.012770+0.019791j)  (0.009407+0.046443j)  (-0.006715+0.053482j)  (0.001658-0.030142j)  (0.001826+0.026737j)  (0.001785-0.008281j)  (0.070136-0.039015j)  (-0.019677-0.047272j)  (0.002825+0.028357j)  (0.015527-0.034243j)  (0.014046+0.084108j)  (0.008480-0.015986j)  (0.048702-0.025092j)  (0.042166-0.019492j)  (0.011440-0.004521j)  (0.023398+0.043138j)  (-0.014477-0.027466j)  (0.084327+0.016732j)  (0.003629-0.022143j)  (-0.024270-0.021052j)  (-0.016568-0.027272j)  (0.033503-0.025166j)  (0.013714-0.005996j)  (0.000582-0.008127j)  (0.052526-0.009596j)  (-0.008688-0.052865j)  (-0.009995-0.022967j)  (-0.000518-0.015251j)  (0.018122+0.053749j)  (-0.015756+0.012874j)  (-0.005903+0.001386j)  (-0.057900-0.075302j)  (0.074540+0.009541j)  (-0.018755-0.019595j)  (-0.061012+0.004164j)  (0.065800-0.005011j)  (0.040659+0.002283j)  (-0.021479-0.008556j)  (-0.008637+0.041251j)  (-0.053268+0.005694j)  (-0.000114-0.023662j)  (-0.008771-0.022744j)  (0.035074+0.022196j)  (0.026003-0.055898j)  (0.039763+0.013876j)  (0.027751+0.015546j)  (-0.011504+0.014983j)  (-0.054105+0.020631j)  (-0.000273+0.018113j)  (0.009388-0.021252j)  (0.019131-0.050888j)  (-0.012442-0.031951j)  (0.006413+0.023625j)  (-0.047291-0.026546j)  (0.002373+0.048145j)  (0.030378+0.072485j)  (-0.010503+0.001704j)  (-0.004228+0.008361j)  (0.026716-0.041798j)  (0.016769+0.001032j)  (0.008049-0.004246j)  (0.039011+0.055106j)  (0.009806+0.001879j)  (0.013111+0.005576j)  (-0.012729-0.007610j)  (-0.038675+0.021190j)  (0.017192-0.016878j)  (-0.018727-0.006298j)  (-0.020010+0.053703j)  (-0.023009+0.024494j)  (-0.015717-0.003147j)  (-0.026093-0.070815j)  (0.017797-0.024231j)  (-0.010670-0.088385j)  (0.059025+0.022466j)  (0.013792+0.020636j)  (0.013666-0.031438j)  (0.028346+0.021309j)  (0.004554+0.072603j)
 (0.201234-0.061175j)  (-0.609234-0.027562j)  (-0.054749-0.023682j)  (-0.007181+0.074934j)  (-0.200870+0.016487j)  (-0.042017+0.073087j)  (0.133762-0.037938j)  (-0.087078+0.031869j)  (-0.032741+0.009340j)  (0.161829+0.054783j)  (0.073471+0.020257j)  (-0.079854-0.046931j)  (0.198919-0.015213j)  (-0.008742+0.084977j)  (-0.002205+0.060747j)  (0.030937-0.023904j)  (-0.025277+0.015248j)  (0.007360-0.181318j)  (0.017973+0.013907j)  (0.039091-0.129110j)  (0.076568-0.032375j)  (-0.076722+0.032212j)  (-0.039614+0.025965j)  (-0.034035+0.087725j)  (0.034452+0.085803j)  (0.049627-0.028265j)  (-0.060585+0.029559j)  (-0.019166-0.016472j)  (-0.026626-0.016123j)  (-0.034547+0.031416j)  (-0.002472+0.027472j)  (0.003157+0.008438j)  (0.019219+0.016627j)  (-0.047807+0.020598j)  (-0.068363-0.048572j)  (-0.008558-0.023077j)  (-0.036846-0.051297j)  (-0.024319-0.064140j)  (0.023609-0.021372j)  (-0.038369+0.039746j)  (0.005527-0.032992j)  (0.009760+0.035300j)  (0.062840-0.033161j)  (0.044421-0.030986j)  (-0.023197-0.004094j)  (0.060884+0.038951j)  (-0.060767+0.060427j)  (-0.001169-0.086742j)  (0.037651-0.090581j)  (-0.015220+0.000305j)  (-0.031664+0.034841j)  (-0.045188-0.005568j)  (0.001850-0.020548j)  (-0.013486-0.065273j)  (0.009525-0.014657j)  (-0.086320+0.054632j)  (-0.039416+0.047144j)  (0.008038+0.046351j)  (0.058405+0.056940j)  (-0.059131+0.033781j)  (0.027977-0.000394j)  (0.025589+0.013119j)  (-0.048609+0.049192j)  (0.021077-0.039897j)  (-0.006698+0.000346j)  (0.039946+0.036580j)  (-0.020226-0.010679j)  (0.051944-0.012021j)  (-0.011393+0.017621j)  (0.036493-0.055061j)  (0.020523-0.014030j)  (-0.006330-0.002418j)  (-0.040527-0.002288j)  (-0.024536-0.073059j)  (-0.065163+0.002919j)  (-0.032123-0.029599j)  (-0.002628+0.002332j)  (-0.004376-0.031645j)  (0.021199-0.041585j)  (-0.061696+0.041629j)  (-0.034204-0.019038j)  (-0.043210-0.064487j)  (0.034365+0.081730j)  (0.025136-0.003492j)  (-0.024911-0.046023j)  (0.023608-0.067089j)  (-0.016018-0.051928j)  (0.061460+0.008431j)  (0.024196-0.044675j)  (0.036168+0.057344j)  (-0.023201+0.055051j)  (0.001358-0.047979j)  (0.039322-0.027568j)  (0.011479-0.021392j)  (-0.031835+0.027636j)  (0.009900-0.033114j)  (0.036058-0.014119j)  (-0.033625+0.050418j)  (0.023717-0.003541j)  (0.011530-0.013154j)  (0.049450+0.007992j)  (0.003696+0.078780j)  (0.074370+0.064230j)  (-0.014287+0.005339j)  (0.026388+0.065719j)  (0.014659-0.021428j)  (0.072842+0.013212j)  (-0.019645+0.025693j)  (-0.003110-0.001152j)  (0.045868-0.019566j)  (-0.004730-0.035237j)  (-0.034236+0.045521j)  (0.003383+0.020265j)  (0.057799-0.039247j)  (-0.018504-0.018259j)  (0.017958-0.043109j)  (-0.007754-0.010743j)  (0.055791+0.054996j)  (0.063145+0.049631j)  (-0.007146+0.024553j)  (-0.014634-0.077232j)  (0.039364+0.118601j)  (0.014571+0.002519j)  (-0.034397-0.062489j)  (0.019134-0.023403j)  (0.010201+0.037535j)  (-0.037076-0.096708j)  (0.031509+0.050450j)
 (-0.046511-0.021476j)  (0.100505+0.006022j)  (-0.889791-0.018046j)  (-0.006456-0.040458j)  (-0.016555-0.023315j)  (-0.027409+0.000730j)  (-0.043459-0.015145j)  (-0.006256+0.003761j)  (-0.026963+0.001755j)  (0.006091-0.014996j)  (0.060046+0.028358j)  (-0.037027-0.005888j)  (-0.008199-0.058553j)  (0.054456-0.005337j)  (-0.013655-0.034808j)  (0.026842+0.052906j)  (-0.059202-0.121833j)  (-0.015296+0.002771j)  (0.044184-0.020529j)  (0.003232-0.013170j)  (0.042706-0.010043j)  (0.018834-0.026459j)  (-0.002550+0.011110j)  (0.000003-0.015924j)  (0.001749+0.031310j)  (0.018237+0.072259j)  (-0.038935+0.015885j)  (0.009724+0.002690j)  (-0.040728+0.012693j)  (0.042847+0.009536j)  (0.013828-0.027874j)  (0.006565-0.026582j)  (0.000338-0.018119j)  (-0.012048+0.016930j)  (0.010230-0.059410j)  (-0.007295-0.018820j)  (-0.034976-0.011414j)  (0.010442+0.024934j)  (-0.034182+0.010244j)  (0.011144+0.046366j)  (0.032791+0.015953j)  (0.011083+0.038121j)  (0.055628+0.012485j)  (-0.005917+0.018516j)  (-0.004481-0.000566j)  (0.011779+0.019197j)  (-0.006344-0.024631j)  (0.037847-0.012369j)  (0.019869+0.007018j)  (0.012393-0.037720j)  (0.027544+0.048257j)  (-0.031952-0.063316j)  (-0.005586-0.005077j)  (-0.017911-0.031523j)  (0.032733-0.040595j)  (-0.037157+0.021081j)  (-0.013802+0.012645j)  (-0.014028+0.014247j)  (0.004165+0.005491j)  (-0.024292-0.093212j)  (-0.024791+0.018803j)  (-0.008123-0.003966j)  (-0.014975-0.058581j)  (0.006614+0.005435j)  (-0.026649+0.022865j)  (-0.024121-0.007908j)  (-0.010259+0.003155j)  (0.001095+0.026078j)  (0.002162-0.049538j)  (0.038362+0.002320j)  (-0.017608+0.057570j)  (0.019596+0.004181j)  (0.045505-0.003599j)  (0.002946-0.000735j)  (-0.023602-0.025910j)  (-0.022749+0.022468j)  (-0.013057-0.004536j)  (0.002209-0.012318j)  (-0.027418-0.031393j)  (-0.008254-0.054696j)  (0.012086-0.005465j)  (-0.003164-0.028600j)  (0.004528+0.018072j)  (-0.019674-0.034313j)  (-0.006740+0.026690j)  (0.013124+0.015752j)  (0.008552+0.078818j)  (0.003411-0.002491j)  (-0.006438-0.028870j)  (-0.009668+0.017956j)  (0.017481-0.036984j)  (-0.010584-0.015828j)  (0.007314+0.044663j)  (0.012069-0.076725j)  (-0.017031+0.002170j)  (-0.015295-0.012938j)  (-0.010988-0.010917j)  (-0.017920+0.003398j)  (0.031249-0.014271j)  (-0.009711-0.001197j)  (-0.004264+0.019607j)  (0.003727-0.002484j)  (-0.004193+0.002540j)  (0.009938+0.001242j)  (-0.003108+0.009063j)  (0.009683+0.093336j)  (-0.000134-0.054786j)  (-0.027115+0.021835j)  (0.013053+0.033918j)  (0.003156+0.004349j)  (0.026433+0.012819j)  (-0.019632-0.053350j)  (0.017599-0.010455j)  (0.044602+0.003295j)  (0.005894-0.001762j)  (-0.021329+0.053093j)  (0.022982+0.024537j)  (-0.023272+0.003582j)  (-0.012690+0.004974j)  (0.008038+0.003255j)  (0.013637+0.012245j)  (0.045451+0.001109j)  (-0.002349-0.057304j)  (-0.010385-0.044635j)  (-0.005071-0.005676j)  (-0.012975+0.002223j)  (-0.031192-0.034210j)  (-0.033293+0.002368j)
 (0.050811-0.079620j)  (0.023179+0.017087j)  (-0.007057-0.023560j)  (-0.897385-0.009889j)  (-0.000439+0.019971j)  (-0.005957-0.021018j)  (0.028626-0.026452j)  (-0.006496+0.011565j)  (-0.042848-0.035851j)  (-0.025915+0.006100j)  (-0.015339-0.005812j)  (-0.010783+0.025824j)  (-0.004033-0.052258j)  (0.006053+0.047217j)  (0.002851+0.002512j)  (0.041657+0.096247j)  (0.012852-0.022609j)  (-0.041571-0.023289j)  (-0.023992+0.017369j)  (0.048043+0.034740j)  (0.016819-0.011822j)  (0.022695+0.040359j)  (-0.012573+0.023134j)  (0.003578-0.065719j)  (0.019149+0.005925j)  (-0.015766-0.023847j)  (-0.024388-0.010345j)  (0.000063-0.006518j)  (-0.020658-0.015352j)  (-0.019651-0.036535j)  (-0.032533+0.008529j)  (-0.009250+0.003818j)  (-0.030660-0.005695j)  (0.015085-0.005378j)  (-0.007390+0.038571j)  (0.002936+0.002500j)  (-0.018004-0.006257j)  (-0.054354-0.064500j)  (0.011482-0.008294j)  (0.004280+0.006494j)  (0.004059+0.069157j)  (-0.003155-0.002121j)  (-0.021459-0.000121j)  (-0.003318-0.052791j)  (0.038972+0.004815j)  (0.000446+0.001979j)  (-0.014799-0.036281j)  (0.020380+0.028347j)  (-0.002261+0.065817j)  (-0.010078+0.088791j)  (0.045497-0.021083j)  (0.000696+0.005933j)  (-0.012518+0.017278j)  (0.022425+0.010604j)  (-0.003500-0.009564j)  (0.024086-0.004237j)  (-0.012577-0.000779j)  (0.000568+0.007715j)  (-0.030063-0.072980j)  (0.013976+0.002567j)  (0.026692+0.005959j)  (0.019680-0.022968j)  (0.005413+0.009669j)  (-0.011640+0.010374j)  (0.011892-0.019022j)  (-0.027837-0.003626j)  (0.001363+0.007205j)  (0.017014-0.002901j)  (0.036034+0.043149j)  (-0.021756+0.014076j)  (-0.014541-0.020734j)  (-0.013010-0.042292j)  (-0.013312+0.048883j)  (0.002042-0.015127j)  (-0.009545-0.004133j)  (-0.010326+0.021055j)  (0.030861+0.001080j)  (-0.016742+0.031824j)  (0.010531+0.023134j)  (0.007633-0.003355j)  (-0.011991+0.022971j)  (-0.070730+0.026183j)  (-0.002394+0.016675j)  (0.009535+0.010304j)  (-0.006891+0.040450j)  (-0.036295-0.016068j)  (0.007673+0.027650j)  (0.019400+0.058827j)  (-0.019153+0.039313j)  (-0.016839-0.073738j)  (0.006591+0.008482j)  (0.000150-0.025163j)  (0.012878-0.024271j)  (-0.005997-0.064439j)  (0.015242+0.002426j)  (0.005570+0.000575j)  (-0.023287-0.006710j)  (-0.006242+0.068679j)  (-0.033861+0.006115j)  (-0.032553-0.004996j)  (0.006904-0.028158j)  (0.001668-0.027434j)  (0.018208+0.055286j)  (-0.001424-0.028888j)  (-0.006956-0.044221j)  (0.007874+0.006804j)  (-0.022645-0.019285j)  (-0.019648-0.027099j)  (-0.014182-0.049009j)  (0.027284-0.033638j)  (-0.031595+0.036198j)  (-0.015700+0.056226j)  (-0.019596-0.001163j)  (0.015927-0.065563j)  (0.001683+0.021845j)  (-0.015797+0.004275j)  (-0.004510+0.005475j)  (0.022665-0.012815j)  (0.018062+0.037580j)  (-0.006547-0.020678j)  (-0.023346-0.021944j)  (0.013704+0.060800j)  (-0.040919+0.037782j)  (-0.009808+0.004190j)  (-0.007559-0.008345j)  (0.044457-0.004008j)  (0.029700+0.036260j)  (0.008517-0.017465j)
 (-0.092144-0.044931j)  (0.105019+0.016579j)  (0.045021+0.015748j)  (-0.002190-0.016868j)  (-0.815483-0.009937j)  (-0.034373-0.142481j)  (-0.035247-0.021287j)  (0.026839+0.014400j)  (0.050007-0.005637j)  (-0.075599-0.009666j)  (-0.063666+0.007284j)  (-0.011991+0.010127j)  (-0.147912-0.045118j)  (0.015517+0.010520j)  (0.032429-0.014222j)  (0.023179+0.020096j)  (0.005755-0.026627j)  (-0.086756-0.045539j)  (0.007305+0.054519j)  (0.067140-0.060748j)  (-0.007876+0.042625j)  (0.047642+0.018189j)  (-0.002175-0.026579j)  (-0.004942-0.003827j)  (-0.043400+0.040634j)  (-0.033868-0.022711j)  (0.026191-0.011533j)  (0.017538+0.058926j)  (-0.020434-0.016757j)  (0.026783+0.024875j)  (-0.002030+0.034601j)  (0.005453+0.048966j)  (0.014480-0.102168j)  (0.032286-0.022612j)  (-0.015604-0.064635j)  (0.016964+0.006365j)  (-0.022485+0.032692j)  (-0.025767+0.025261j)  (-0.028328+0.027313j)  (-0.002891-0.044296j)  (0.038034-0.011275j)  (0.003347-0.002858j)  (-0.000449+0.020004j)  (-0.064605+0.040359j)  (0.011036+0.037530j)  (-0.001830+0.021177j)  (0.009237+0.012057j)  (0.033789+0.043796j)  (-0.025202+0.031872j)  (-0.010652-0.018933j)  (-0.034785-0.008904j)  (0.021545+0.009799j)  (0.018575-0.003119j)  (-0.007417-0.012012j)  (0.030014+0.000516j)  (0.043112+0.043141j)  (0.024842-0.024356j)  (-0.038660+0.042225j)  (-0.009505+0.008021j)  (0.022106-0.031541j)  (-0.014504+0.002907j)  (0.027091+0.007169j)  (0.011809-0.021971j)  (0.021304-0.033361j)  (0.005323-0.045405j)  (0.021804-0.025391j)  (0.004278+0.036355j)  (-0.033745+0.015163j)  (0.128342+0.018289j)  (-0.012644+0.036421j)  (0.004846+0.027768j)  (-0.023921+0.011542j)  (-0.012011-0.005840j)  (0.036559-0.001496j)  (0.016416-0.059131j)  (0.028240-0.007744j)  (0.005981-0.010157j)  (0.056325-0.034732j)  (0.008003+0.001656j)  (-0.003056+0.018952j)  (0.009927-0.017692j)  (0.040146+0.040064j)  (-0.005071+0.002963j)  (-0.031034-0.028572j)  (-0.011778-0.022501j)  (0.019558-0.061963j)  (0.018750-0.017020j)  (-0.022359+0.046297j)  (-0.019309-0.078577j)  (0.009101+0.015954j)  (0.023051+0.060539j)  (-0.023066+0.081001j)  (-0.000367+0.022941j)  (0.004354+0.042399j)  (0.017530-0.027678j)  (0.013197+0.094442j)  (0.009720+0.008800j)  (-0.002315+0.003342j)  (0.011649+0.005578j)  (0.024569-0.002332j)  (-0.005480-0.015084j)  (0.020625-0.061688j)  (0.004351-0.067752j)  (0.019913+0.053737j)  (-0.021674+0.077307j)  (0.012921-0.052948j)  (-0.046012-0.024813j)  (-0.008161+0.009767j)  (-0.012545+0.078497j)  (-0.031585-0.027148j)  (-0.004797-0.009643j)  (-0.007984-0.028712j)  (-0.049011-0.029364j)  (0.015327+0.002523j)  (0.005535-0.020884j)  (-0.050393-0.002083j)  (0.042007-0.053457j)  (0.011344-0.024834j)  (-0.032065+0.003415j)  (0.029650+0.018064j)  (-0.015645+0.007999j)  (-0.044481+0.057314j)  (-0.033167+0.002940j)  (0.052944-0.001934j)  (0.022997+0.052901j)  (0.011974+0.024279j)  (-0.003891-0.034227j)  (-0.052605+0.051824j)
 (-0.026001-0.018284j)  (-0.028568+0.064909j)  (0.030041+0.009249j)  (0.001176-0.032553j)  (0.041476-0.112206j)  (-0.880217+0.051373j)  (-0.055963-0.061269j)  (-0.022353+0.018798j)  (0.034561+0.044135j)  (-0.012075-0.017559j)  (0.008037-0.002703j)  (-0.007768-0.013237j)  (0.006303-0.038813j)  (-0.024503+0.044625j)  (0.023125-0.000419j)  (-0.015205+0.013829j)  (0.016895+0.031014j)  (-0.016341-0.007319j)  (-0.018240+0.002241j)  (0.024212+0.039783j)  (0.021486-0.016170j)  (0.019947-0.039154j)  (0.039632+0.018876j)  (0.048899+0.051820j)  (0.018563-0.007339j)  (-0.008708+0.018504j)  (0.003573+0.042084j)  (0.013299+0.015408j)  (0.041613+0.122532j)  (-0.007325-0.020203j)  (-0.006935+0.008275j)  (0.006180-0.004433j)  (0.012725-0.022854j)  (0.050979+0.006413j)  (0.020251+0.015034j)  (0.009548-0.015734j)  (0.026215-0.032981j)  (0.011283-0.019199j)  (-0.012749-0.019774j)  (-0.008463-0.017234j)  (0.015623-0.036444j)  (-0.008582-0.002814j)  (0.002478+0.031006j)  (-0.010443-0.048590j)  (-0.000308+0.049060j)  (-0.002391-0.004138j)  (0.005528-0.000877j)  (0.023106+0.022443j)  (0.021520+0.003385j)  (0.001536+0.000297j)  (0.031246-0.007848j)  (0.015774-0.004862j)  (0.000342-0.012361j)  (-0.067486+0.001014j)  (-0.007326+0.001964j)  (-0.000395-0.032740j)  (-0.011130+0.008271j)  (-0.003850+0.024557j)  (-0.033431+0.005740j)  (0.013233+0.005620j)  (-0.029465-0.045017j)  (0.010010+0.047722j)  (0.046672-0.000863j)  (0.012172-0.005189j)  (-0.003398+0.058380j)  (-0.027464+0.003577j)  (0.055594+0.066532j)  (-0.025449+0.060391j)  (-0.029475+0.004258j)  (-0.033032+0.008499j)  (0.021878-0.003568j)  (0.008282-0.045200j)  (0.029997-0.062254j)  (-0.012929+0.007977j)  (0.007683+0.044609j)  (0.029955+0.020298j)  (0.029140-0.008475j)  (0.032876+0.040863j)  (-0.020365+0.017638j)  (0.021952-0.019363j)  (-0.000456+0.012953j)  (0.042783+0.002215j)  (0.029412-0.022116j)  (0.027717+0.055602j)  (0.029053+0.075312j)  (0.023945-0.087409j)  (0.004207+0.021345j)  (-0.007825+0.037130j)  (0.005592+0.021431j)  (0.003322-0.003245j)  (-0.009864-0.066417j)  (-0.005300+0.022726j)  (-0.011447-0.006145j)  (0.016449-0.061720j)  (-0.032311+0.005537j)  (0.007598-0.008146j)  (-0.003696+0.018531j)  (-0.010657+0.001804j)  (-0.011341+0.018006j)  (-0.007731+0.027881j)  (-0.039934+0.029078j)  (0.021510+0.038921j)  (0.008885-0.015964j)  (0.036579+0.019534j)  (-0.022316+0.002718j)  (-0.036870-0.050020j)  (0.023355+0.040477j)  (0.021112+0.053641j)  (0.007247+0.062903j)  (-0.023526-0.052075j)  (0.016834+0.030203j)  (-0.004275+0.001037j)  (0.030082+0.001416j)  (-0.030745-0.018000j)  (0.006565-0.009838j)  (-0.059402-0.029859j)  (0.021964+0.002936j)  (0.045460-0.001968j)  (0.010565+0.018956j)  (-0.020209+0.003878j)  (0.001239+0.054129j)  (0.000657-0.040234j)  (-0.032483-0.010232j)  (-0.010031+0.045995j)  (0.007488+0.016764j)  (-0.010950+0.008331j)  (-0.014602-0.013712j)  (0.008883-0.030714j)
 (0.017707-0.020188j)  (-0.166593+0.020089j)  (-0.014022-0.015377j)  (-0.038947-0.011653j)  (0.008607-0.007279j)  (0.053853-0.073774j)  (-0.841328-0.016054j)  (0.025476-0.055537j)  (-0.038037-0.003670j)  (-0.011887+0.021228j)  (-0.003894+0.045653j)  (0.019558-0.012625j)  (0.044009+0.038009j)  (0.014026+0.008173j)  (-0.020075+0.039338j)  (0.035129-0.036775j)  (0.038014+0.035490j)  (0.050571-0.064007j)  (0.001540+0.002250j)  (-0.037522-0.034903j)  (-0.036895+0.016456j)  (-0.051719+0.039183j)  (0.037031-0.010639j)  (-0.088107-0.010490j)  (0.005870-0.086947j)  (-0.031149-0.075753j)  (0.040005-0.015177j)  (0.024100+0.013836j)  (0.057508+0.044262j)  (-0.012460+0.015591j)  (-0.057447-0.042750j)  (-0.004089+0.001028j)  (0.006052-0.057418j)  (0.008951+0.022015j)  (0.000070-0.011721j)  (-0.037536+0.002934j)  (0.021095-0.021981j)  (0.016304-0.076948j)  (0.061751+0.014815j)  (-0.022154+0.013994j)  (-0.005726+0.036194j)  (0.000452-0.005087j)  (0.007554-0.017563j)  (-0.009221-0.029014j)  (-0.008139-0.041603j)  (0.007088+0.016060j)  (-0.011107-0.025446j)  (-0.031170-0.132971j)  (-0.008958-0.041880j)  (0.007090+0.008003j)  (-0.004503-0.066199j)  (-0.036459+0.036366j)  (0.021497-0.005610j)  (-0.031009+0.009503j)  (0.006395+0.013393j)  (0.008581-0.044533j)  (-0.032390-0.001016j)  (-0.005421-0.022614j)  (-0.003391-0.022497j)  (-0.034308+0.005378j)  (-0.011972-0.021292j)  (0.020025+0.048754j)  (-0.018321-0.026120j)  (-0.008212-0.013831j)  (-0.026203+0.013471j)  (-0.013293+0.005154j)  (0.019422+0.016087j)  (0.012725+0.004491j)  (-0.008976-0.053666j)  (0.019593+0.051384j)  (0.028105+0.029844j)  (0.002791-0.020634j)  (-0.030008-0.008599j)  (0.019494-0.012884j)  (0.017657-0.014171j)  (-0.031549-0.002722j)  (-0.005340-0.011374j)  (-0.019150+0.026903j)  (0.016002+0.025778j)  (0.009823-0.063912j)  (-0.056082-0.009861j)  (0.007808-0.036688j)  (0.008239-0.083368j)  (-0.012720-0.104708j)  (-0.008625+0.021731j)  (0.021156-0.027001j)  (-0.031299-0.038733j)  (0.011319+0.022660j)  (0.027027+0.058208j)  (-0.011690-0.021255j)  (-0.023651+0.005326j)  (0.006322-0.011846j)  (0.036927-0.002979j)  (0.049010+0.018018j)  (0.003637+0.013184j)  (0.014572+0.056246j)  (-0.013988+0.011780j)  (0.016363-0.002330j)  (0.032142-0.017529j)  (-0.013697-0.034085j)  (0.015096-0.004781j)  (0.070561-0.037403j)  (-0.057322-0.041052j)  (0.017664+0.011407j)  (-0.010767+0.037446j)  (-0.000966-0.014348j)  (-0.008267+0.024405j)  (0.015074-0.034443j)  (-0.025432+0.002911j)  (-0.000590+0.007470j)  (-0.002168-0.018935j)  (0.024898-0.009495j)  (0.041861-0.026879j)  (-0.012735+0.067737j)  (-0.013135-0.035081j)  (-0.017719+0.056372j)  (-0.018474-0.027471j)  (-0.057649+0.027443j)  (-0.010270+0.009985j)  (-0.039549-0.019302j)  (-0.000513-0.045216j)  (0.014587-0.018863j)  (-0.026562+0.060003j)  (0.013827+0.034232j)  (-0.016494+0.026435j)  (0.048993+0.064002j)  (0.030141-0.036476j)  (-0.001889-0.013698j)
 (0.002027-0.031000j)  (0.088921+0.000522j)  (0.020164+0.008475j)  (0.013514-0.011993j)  (-0.001669+0.010952j)  (0.006729-0.005290j)  (-0.051683-0.069255j)  (-0.923665-0.046981j)  (0.002508+0.001952j)  (0.035817+0.031767j)  (-0.030026-0.011724j)  (-0.004029+0.033010j)  (-0.040079-0.014354j)  (0.012673+0.012405j)  (-0.041204-0.038214j)  (0.019362+0.022436j)  (0.012586-0.021154j)  (-0.015056+0.027038j)  (-0.051673-0.059094j)  (-0.014650-0.042962j)  (-0.007516+0.012488j)  (0.034490+0.009324j)  (0.003434-0.002826j)  (0.013410-0.007772j)  (-0.000440-0.004730j)  (0.010304+0.012050j)  (-0.011248-0.005320j)  (0.010699+0.014214j)  (0.029838-0.017320j)  (0.030426+0.021095j)  (0.004189+0.051524j)  (0.029523-0.010619j)  (0.009479-0.030245j)  (-0.015392-0.028408j)  (0.010466-0.016440j)  (0.007780-0.005368j)  (-0.006659-0.006448j)  (-0.042738-0.000808j)  (0.021886+0.012274j)  (0.004955-0.016399j)  (-0.004055+0.048378j)  (-0.003217-0.035989j)  (-0.016991-0.020974j)  (-0.023161+0.023462j)  (0.048584+0.003980j)  (0.002547-0.077806j)  (-0.017150-0.017367j)  (-0.011940+0.001682j)  (-0.001374-0.036191j)  (0.038622-0.017541j)  (0.017739+0.008361j)  (-0.030927-0.001176j)  (-0.007762-0.014341j)  (-0.013131+0.022610j)  (0.034032-0.009212j)  (0.003142-0.016961j)  (0.008792-0.054565j)  (0.004415-0.036282j)  (0.034279+0.021977j)  (-0.001879-0.008786j)  (-0.000528+0.005599j)  (-0.024755-0.017736j)  (-0.007395+0.005373j)  (0.002174-0.002836j)  (0.010399-0.019180j)  (-0.006631-0.014502j)  (-0.004067-0.009434j)  (-0.011462+0.009718j)  (0.023703+0.006848j)  (0.005587+0.013970j)  (0.032516-0.106402j)  (0.002779+0.006097j)  (-0.007850+0.012905j)  (-0.002529+0.024478j)  (0.026633+0.001882j)  (0.012115+0.030783j)  (-0.013774-0.009470j)  (-0.009876+0.002921j)  (-0.017780+0.002064j)  (0.008025-0.008363j)  (-0.002796+0.049282j)  (-0.007287+0.010613j)  (-0.016731-0.023632j)  (-0.005632+0.013810j)  (-0.010589-0.002586j)  (-0.001644-0.002969j)  (0.048818-0.004238j)  (0.000430-0.002688j)  (0.007457-0.018289j)  (0.002028+0.087253j)  (-0.001284+0.007255j)  (0.003697-0.044784j)  (0.015145-0.043501j)  (-0.010121-0.017646j)  (-0.008632-0.016617j)  (-0.030261-0.003256j)  (0.013536-0.001393j)  (0.069944-0.043039j)  (-0.003171+0.042896j)  (-0.003129-0.011184j)  (-0.013233-0.009731j)  (-0.000967+0.016507j)  (0.028647-0.004338j)  (0.020678+0.013520j)  (-0.007583+0.008547j)  (-0.003266+0.015381j)  (-0.015485-0.011132j)  (-0.014244+0.008504j)  (0.026298-0.013114j)  (0.033018+0.029499j)  (-0.005182+0.003783j)  (0.008920+0.010797j)  (-0.015573+0.018884j)  (-0.009162+0.056995j)  (-0.008044+0.002246j)  (0.010698+0.019185j)  (-0.010846-0.004482j)  (-0.010225-0.000192j)  (0.035575-0.010098j)  (0.009538-0.020615j)  (-0.001686-0.003617j)  (0.010338+0.011275j)  (-0.028140+0.014563j)  (-0.005334-0.048840j)  (0.009867+0.020293j)  (-0.002283-0.000636j)  (0.014403+0.011205j)  (0.003222-0.005547j)
