 (-0.368840-0.003300j)  (-0.102964+0.065225j)  (0.174446+0.021697j)  (0.080820-0.001029j)  (-0.038285-0.046396j)  (-0.156165-0.072025j)  (-0.154215-0.067824j)  (0.017690-0.087347j)  (0.065756-0.025787j)  (0.049561+0.101805j)  (0.010258-0.013911j)  (0.015723+0.069200j)  (-0.021532-0.123304j)  (-0.058967+0.017456j)  (-0.033858-0.072187j)  (0.005821-0.114584j)  (0.187853+0.031567j)  (-0.112496+0.034724j)  (-0.056326+0.054222j)  (0.070406+0.003841j)  (0.029235+0.017857j)  (0.054545-0.003914j)  (0.093600+0.021147j)  (0.132157-0.034968j)  (0.059228+0.002734j)  (-0.079851+0.019097j)  (-0.001823+0.111224j)  (0.081831-0.000261j)  (0.059269+0.023692j)  (-0.040310+0.015481j)  (-0.013050-0.030361j)  (-0.069551-0.055845j)  (0.075716+0.032537j)  (-0.080251+0.012982j)  (-0.035027-0.011103j)  (0.020758-0.051710j)  (-0.057365+0.072397j)  (0.011571-0.041760j)  (0.054592-0.004105j)  (-0.050439-0.051903j)  (0.034298-0.027114j)  (0.007411-0.002790j)  (-0.029714+0.038069j)  (0.036188-0.026982j)  (-0.020251-0.019587j)  (-0.007450-0.004786j)  (0.006043-0.020643j)  (0.040618+0.022968j)  (-0.045130+0.007268j)  (-0.017728+0.056778j)  (0.004615-0.021399j)  (-0.011874+0.011597j)  (-0.019234+0.001150j)  (-0.011858+0.004459j)  (-0.079548+0.003720j)  (0.008745-0.017831j)  (0.011301+0.038201j)  (0.000479+0.027902j)  (-0.010727-0.027782j)  (-0.050141+0.046014j)  (0.081343-0.021105j)  (-0.059168-0.010492j)  (0.061374-0.007841j)  (0.000074-0.045379j)  (-0.032738+0.051599j)  (0.051305-0.045913j)  (0.016243-0.082011j)  (0.009829+0.043096j)  (0.028607+0.006507j)  (0.030219-0.044491j)  (0.005845+0.004662j)  (-0.065440-0.040983j)  (0.032042+0.045555j)  (0.010362+0.012296j)  (0.031013+0.025389j)  (-0.026173+0.062981j)  (-0.025636-0.023514j)  (0.054458+0.011877j)  (0.040463+0.051403j)  (-0.037210+0.026077j)  (-0.027846+0.037960j)  (0.062056+0.012756j)  (0.032051+0.010408j)  (0.030769+0.034816j)  (0.041295-0.018317j)  (-0.017515+0.004352j)  (-0.046133-0.056414j)  (-0.019145+0.050756j)  (0.024225-0.006734j)  (0.013415-0.019702j)  (-0.039390-0.057225j)  (-0.047761+0.011037j)  (0.073566-0.010476j)  (-0.027435+0.007629j)  (0.042194+0.039289j)  (-0.041633+0.001007j)  (-0.045889+0.008350j)  (0.030360+0.028240j)  (0.025559+0.037490j)  (0.002522-0.021590j)  (0.042433+0.036842j)  (-0.007212-0.000416j)  (-0.027282-0.061332j)  (-0.034346-0.056788j)  (-0.018208+0.052038j)  (0.009373+0.015687j)  (0.004392-0.020566j)  (0.007081+0.026407j)  (-0.039304+0.018951j)  (0.011504-0.016483j)  (-0.066841+0.024898j)  (0.059431+0.013742j)  (0.044213-0.006352j)  (-0.013635-0.045514j)  (0.053245-0.007354j)  (0.037278-0.024448j)  (-0.038724-0.002191j)  (-0.023531+0.001697j)  (-0.013059-0.057348j)  (0.049967-0.003052j)  (0.039051+0.049164j)  (-0.045253+0.042208j)  (-0.064308+0.007591j)  (0.003386-0.021377j)  (-0.021352-0.037527j)  (-0.057636+0.001492j)  (0.011060-0.014590j)  (-0.028719-0.006178j)  (-0.002453-0.019608j)  (-0.098523-0.005257j)  (-0.051648-0.014894j)  (-0.051131-0.011112j)  (-0.032163+0.006632j)  (0.019287-0.006852j)  (-0.004912+0.037501j)  (0.054588-0.028205j)  (-0.049998+0.001931j)  (-0.025204+0.039437j)  (-0.082922-0.010269j)  (-0.031544+0.053785j)  (-0.003255+0.031513j)  (-0.037616-0.051166j)  (0.023767+0.056427j)  (-0.014384+0.031939j)  (0.016203+0.025697j)  (-0.031900-0.010228j)  (-0.011895-0.013033j)  (0.036568+0.069945j)  (-0.026272-0.060615j)  (-0.054236+0.036217j)  (-0.042789+0.016673j)  (0.031125+0.045164j)  (0.016561-0.006150j)  (-0.020004-0.032439j)  (-0.042649+0.018584j)  (-0.088797-0.030540j)  (-0.010419+0.033626j)  (0.021952+0.060870j)  (-0.048440+0.043286j)  (-0.023857+0.010177j)  (-0.022785-0.001259j)  (0.063962+0.002205j)  (0.001377-0.012764j)  (0.024225-0.060385j)  (0.105853+0.002065j)  (-0.032819+0.002841j)  (0.027242+0.025106j)  (0.018453-0.014009j)  (-0.034650+0.000895j)  (0.005154+0.031822j)  (0.005493-0.069675j)  (-0.007504-0.043690j)  (-0.040845-0.023495j)  (0.028369+0.011085j)  (-0.008449+0.016689j)  (0.071522+0.014764j)  (-0.023049+0.015106j)  (-0.003070+0.047903j)  (-0.007835+0.022241j)  (0.001538-0.025753j)  (-0.003667+0.048089j)  (-0.041658-0.004020j)  (0.008295+0.024964j)  (-0.004803+0.029181j)  (-0.024088+0.039675j)  (0.009439-0.016609j)  (0.010025-0.012632j)  (0.039878-0.015823j)  (0.009110-0.041997j)  (-0.034483-0.018837j)  (0.003118-0.040141j)  (0.048212-0.018747j)  (0.000250+0.040145j)  (-0.019682-0.006105j)  (-0.012687-0.058160j)  (0.001618-0.012507j)  (0.005166-0.004484j)  (-0.022502+0.030028j)  (0.108925+0.006406j)  (-0.033282-0.049250j)  (0.010256-0.067232j)  (-0.024707-0.003952j)  (0.013948-0.006403j)  (-0.019774-0.025322j)  (0.029446+0.003667j)  (-0.013082-0.004283j)  (-0.018920+0.017557j)  (-0.018948+0.020606j)  (0.041801+0.067332j)  (0.020024-0.064237j)  (-0.056076-0.057481j)  (0.005514+0.017688j)  (-0.016698-0.039291j)  (-0.019910+0.048784j)  (-0.004552-0.050339j)  (0.061196+0.058712j)  (-0.004625+0.010105j)  (-0.007720-0.030418j)  (0.028058-0.041149j)  (0.032249-0.038326j)  (-0.011372+0.024298j)  (0.004737-0.001870j)  (-0.013974+0.000624j)  (-0.004334-0.025073j)  (0.086434-0.019896j)  (0.028127-0.016947j)  (-0.019650+0.018054j)  (0.039731+0.005874j)  (-0.067517-0.013780j)  (0.076535+0.057630j)  (-0.004413+0.029110j)  (0.030405+0.046342j)  (-0.004750-0.011149j)  (0.016296+0.002551j)  (-0.032212-0.003839j)  (0.002279-0.039632j)  (-0.057760-0.019633j)  (0.030674-0.023865j)  (-0.011910+0.036219j)  (-0.000969-0.005520j)  (0.017867+0.002855j)  (0.010067+0.011082j)  (-0.019848-0.004045j)  (-0.038924-0.065066j)  (-0.011793+0.006065j)  (0.006941-0.013793j)  (0.025127-0.026013j)  (-0.041680-0.020534j)  (-0.009699+0.017686j)  (-0.044626-0.042233j)  (0.002295-0.033421j)  (0.019114-0.006790j)  (0.028524-0.030465j)  (-0.102368+0.006767j)  (0.047710+0.019288j)  (-0.038457-0.025159j)
 (-0.038372-0.100348j)  (-0.307713+0.001756j)  (0.038603+0.026615j)  (-0.036433+0.002012j)  (-0.111983+0.042033j)  (0.194106+0.122323j)  (0.003825-0.020019j)  (0.146068-0.017393j)  (-0.058510+0.025634j)  (0.028364-0.105372j)  (-0.095946+0.051020j)  (0.010716-0.014947j)  (0.034372-0.088302j)  (0.004247-0.002853j)  (-0.176296-0.026569j)  (0.098145-0.081594j)  (0.057423+0.078142j)  (-0.006760-0.011136j)  (0.044488-0.100879j)  (-0.136302-0.007351j)  (0.050803+0.002253j)  (0.043114+0.001756j)  (0.036778-0.124119j)  (0.073611-0.052408j)  (-0.047708+0.033929j)  (0.074122-0.074153j)  (-0.009286-0.048145j)  (0.027001+0.027341j)  (-0.061306-0.057096j)  (-0.092470-0.095437j)  (-0.127092+0.018435j)  (0.020128+0.037873j)  (-0.024545+0.066746j)  (0.045634+0.052124j)  (0.070076-0.075458j)  (0.025891-0.022508j)  (-0.045172+0.019295j)  (0.039745-0.008945j)  (0.037861-0.018083j)  (0.097399-0.007160j)  (0.010954-0.007249j)  (-0.019106+0.053601j)  (-0.011787+0.054713j)  (0.102010-0.011097j)  (-0.029670-0.017737j)  (0.006758+0.054574j)  (0.031744-0.003657j)  (0.012372-0.089201j)  (0.005397+0.024108j)  (0.052474-0.020405j)  (0.002335+0.066783j)  (-0.008711-0.026713j)  (-0.048689-0.081964j)  (0.101745+0.022634j)  (0.017769+0.012709j)  (0.028305-0.023772j)  (0.033559+0.042720j)  (0.045637-0.022702j)  (0.000079-0.020527j)  (-0.043556+0.001938j)  (0.036064+0.008303j)  (0.026620+0.016219j)  (0.062686-0.000351j)  (0.042235+0.009160j)  (0.026663+0.009631j)  (-0.041712+0.017374j)  (0.024463+0.076087j)  (-0.053588+0.055614j)  (-0.006344+0.021944j)  (-0.053294+0.057742j)  (0.020857-0.039523j)  (-0.015190+0.046874j)  (0.068124+0.037025j)  (0.018852+0.059815j)  (-0.043393-0.007592j)  (0.072439-0.016157j)  (-0.096475+0.036319j)  (0.054394-0.010658j)  (0.007168-0.011305j)  (-0.065979-0.023929j)  (0.058687+0.034409j)  (0.054318+0.055240j)  (0.012545-0.042002j)  (-0.014316-0.080122j)  (0.034382+0.028895j)  (-0.027019+0.013144j)  (-0.052553+0.015038j)  (0.032448-0.047420j)  (0.054527-0.012658j)  (0.033618-0.043299j)  (0.090322+0.020812j)  (-0.003305+0.022545j)  (-0.054763+0.056705j)  (0.037469-0.009165j)  (-0.009703+0.015757j)  (-0.040239-0.023402j)  (0.025165+0.044632j)  (0.031720+0.047619j)  (0.021920-0.027574j)  (-0.029228-0.065097j)  (-0.016348-0.015473j)  (0.011762+0.031363j)  (-0.020351+0.044416j)  (0.012237+0.011701j)  (0.012817+0.015497j)  (0.017166+0.003155j)  (-0.041587-0.010210j)  (0.030141+0.012035j)  (-0.026897-0.005415j)  (0.087365-0.043026j)  (-0.033404+0.023927j)  (-0.075916+0.021728j)  (0.000253-0.018091j)  (-0.044439+0.017903j)  (-0.025900-0.002296j)  (0.043581-0.016069j)  (0.008174+0.016398j)  (-0.035467+0.016252j)  (0.019125-0.004591j)  (0.001883-0.063071j)  (0.072935-0.040273j)  (0.064232-0.002428j)  (0.081075-0.007564j)  (0.047415-0.018673j)  (-0.018402+0.027574j)  (-0.013610+0.097005j)  (0.008920+0.007659j)  (0.015190+0.009019j)  (0.047581+0.025244j)  (0.034848-0.045391j)  (0.062536+0.008122j)  (-0.007140-0.020370j)  (0.022846-0.019386j)  (0.002788-0.010893j)  (-0.031496+0.011944j)  (0.023790+0.000000j)  (-0.021960-0.002698j)  (0.004965-0.013278j)  (-0.051117-0.029479j)  (0.026376-0.006531j)  (0.083779+0.038131j)  (-0.000586+0.074014j)  (-0.008807-0.011576j)  (0.012352+0.039985j)  (-0.036716+0.018497j)  (0.069786-0.017524j)  (-0.076226+0.025155j)  (0.029880+0.024001j)  (0.003934+0.052912j)  (-0.031727-0.012697j)  (0.003535-0.021356j)  (0.001050-0.009549j)  (-0.009216-0.002876j)  (-0.009611+0.091554j)  (0.060866+0.018913j)  (0.000534-0.017351j)  (0.021771-0.056529j)  (-0.005311-0.061568j)  (0.017993+0.000390j)  (-0.016942+0.002871j)  (0.020340+0.012478j)  (-0.017392-0.019421j)  (0.034196+0.009170j)  (-0.080694-0.041784j)  (0.039044-0.015081j)  (-0.036843-0.043397j)  (0.025073+0.025224j)  (-0.046970+0.006136j)  (0.043725-0.007471j)  (-0.001840+0.006020j)  (-0.040063-0.005268j)  (0.003252+0.008936j)  (-0.024033+0.037272j)  (0.009847-0.012363j)  (0.003035+0.012200j)  (0.022951+0.037268j)  (0.009712+0.032234j)  (0.024098-0.040741j)  (0.021049+0.014590j)  (-0.040257-0.043979j)  (-0.030585+0.013139j)  (-0.012264+0.053478j)  (0.042246+0.035659j)  (-0.002256+0.011837j)  (0.036485+0.018052j)  (0.049332-0.004855j)  (0.009807-0.069165j)  (-0.036416-0.006471j)  (0.039351-0.052742j)  (0.044341-0.032998j)  (-0.097354-0.043114j)  (-0.017178-0.019452j)  (-0.017330+0.012537j)  (-0.021729+0.033713j)  (-0.037356-0.021285j)  (-0.073078+0.005303j)  (-0.053496-0.012225j)  (0.043733+0.010455j)  (-0.040147-0.001083j)  (-0.044385-0.003465j)  (-0.021300+0.004610j)  (0.048614-0.010821j)  (-0.000589+0.014027j)  (-0.002454-0.049074j)  (0.023519+0.009583j)  (0.039578+0.008282j)  (-0.055000+0.001643j)  (0.020359-0.065449j)  (-0.004217+0.001077j)  (0.023690-0.063881j)  (-0.062507-0.013277j)  (0.049421-0.007785j)  (-0.054953+0.067064j)  (-0.005029+0.015919j)  (-0.025406+0.019830j)  (-0.029516-0.020272j)  (0.043192-0.014828j)  (0.008898-0.015585j)  (-0.066116+0.005847j)  (0.000773-0.017138j)  (0.002056+0.011022j)  (-0.041840-0.021965j)  (-0.033163+0.004976j)  (-0.029153+0.042790j)  (-0.005895-0.010481j)  (-0.020876-0.037108j)  (-0.017632+0.007745j)  (-0.041224-0.005024j)  (-0.016384+0.029655j)  (-0.027998-0.017904j)  (0.033534+0.010689j)  (0.033559-0.033132j)  (0.011542+0.026403j)  (0.020708-0.050452j)  (-0.026134+0.023459j)  (0.014687+0.020149j)  (0.081860+0.013557j)  (-0.037748+0.004102j)  (0.025457-0.040268j)  (-0.039310+0.013346j)  (-0.017108-0.000823j)  (-0.024729-0.029065j)  (-0.040373+0.061476j)  (-0.009642+0.022012j)  (0.017879+0.023993j)  (0.028402-0.042069j)  (0.036303-0.019258j)  (-0.020408+0.030577j)  (-0.037325-0.010089j)  (0.067771+0.013127j)  (0.011644-0.050045j)  (0.018333+0.014433j)  (-0.018317-0.018522j)  (-0.003551+0.033181j)  (0.050029+0.028724j)  (0.038594-0.016760j)
 (-0.070029-0.025436j)  (-0.008615+0.041880j)  (-0.410723-0.005718j)  (-0.005811+0.008182j)  (-0.025387-0.042916j)  (-0.160123+0.082286j)  (-0.092783+0.001398j)  (0.167958+0.022739j)  (-0.160020-0.045803j)  (-0.087888-0.055532j)  (-0.081775-0.032913j)  (0.037863-0.013027j)  (0.036616-0.020344j)  (-0.113459+0.034808j)  (-0.078656+0.077408j)  (0.042984+0.079839j)  (-0.036811+0.026842j)  (0.062444-0.011422j)  (0.103350+0.058677j)  (0.030208+0.073153j)  (-0.008306+0.032944j)  (0.013981+0.068360j)  (-0.103011+0.112521j)  (0.057679-0.018349j)  (-0.025569-0.010069j)  (-0.061945+0.000571j)  (-0.151009-0.033493j)  (0.022894-0.062881j)  (-0.047985-0.015061j)  (-0.065245+0.055198j)  (0.022402-0.059107j)  (0.002272+0.035371j)  (0.121224+0.024737j)  (0.011938+0.033959j)  (-0.017232-0.032956j)  (0.025049-0.038595j)  (0.010411+0.046970j)  (-0.044818+0.058266j)  (-0.029826-0.005574j)  (-0.096531-0.009926j)  (0.003128+0.008330j)  (-0.112760-0.105667j)  (-0.005191-0.011624j)  (-0.016001+0.024171j)  (-0.005955+0.070696j)  (0.073264-0.067576j)  (0.034585-0.046977j)  (0.032494-0.084892j)  (0.056325+0.042452j)  (0.048780+0.005227j)  (0.053565+0.034843j)  (-0.030944+0.013980j)  (0.045643-0.029196j)  (-0.005956+0.001205j)  (0.048123-0.005854j)  (0.030167+0.044757j)  (0.003180-0.011225j)  (0.012766+0.023593j)  (-0.011710+0.021551j)  (-0.009666+0.059896j)  (0.069266-0.016556j)  (-0.073705-0.039901j)  (-0.032875+0.004631j)  (-0.052730+0.010487j)  (0.035352+0.032295j)  (0.043580+0.024711j)  (0.010465+0.011611j)  (0.002778+0.015761j)  (-0.048245+0.002865j)  (-0.042467+0.039621j)  (0.075843+0.008531j)  (0.027026+0.042960j)  (-0.040520+0.049632j)  (0.049121-0.013001j)  (-0.011873-0.007639j)  (0.002959-0.042726j)  (-0.030313+0.031216j)  (0.004959-0.041552j)  (-0.038323-0.019700j)  (0.014275+0.033473j)  (0.037616-0.000741j)  (0.075698-0.045186j)  (-0.011440+0.040199j)  (-0.043667+0.034961j)  (-0.008157+0.004677j)  (0.031974+0.002153j)  (-0.032386+0.043772j)  (-0.066822+0.020200j)  (0.065215-0.028527j)  (0.000105-0.050817j)  (0.032242-0.007531j)  (-0.034870-0.011651j)  (0.036364+0.025854j)  (0.010381+0.003429j)  (0.049584-0.055638j)  (0.009636+0.020854j)  (0.061328+0.009353j)  (-0.038742+0.033256j)  (0.026836+0.001117j)  (0.054749+0.002473j)  (0.084175+0.006287j)  (-0.017044-0.053276j)  (-0.005394+0.032543j)  (0.026822-0.024217j)  (-0.011276-0.020265j)  (0.034135+0.004582j)  (0.025056+0.030530j)  (0.041360-0.021934j)  (0.022548+0.013224j)  (0.020906+0.004670j)  (-0.003513-0.009561j)  (-0.045026+0.004377j)  (0.045454+0.000665j)  (-0.006374+0.035389j)  (-0.048530+0.007633j)  (-0.056181+0.005821j)  (-0.040496+0.018858j)  (-0.014051+0.007079j)  (-0.024910-0.016846j)  (-0.012956+0.036159j)  (-0.000548-0.015754j)  (-0.020981-0.004859j)  (0.004768+0.006375j)  (-0.009030+0.014113j)  (-0.013882-0.029685j)  (0.013007-0.016741j)  (-0.019679+0.008497j)  (-0.023885+0.027087j)  (0.022554-0.031064j)  (0.021144-0.032700j)  (-0.028652+0.021227j)  (-0.022617+0.043714j)  (-0.005048+0.010825j)  (-0.036412-0.082132j)  (-0.027044-0.028870j)  (-0.008723+0.032205j)  (0.000729+0.058768j)  (-0.050877+0.008021j)  (0.020879-0.050324j)  (0.041434-0.056204j)  (0.011360-0.010588j)  (-0.076303+0.029658j)  (-0.038267+0.042542j)  (0.104209+0.055388j)  (0.031807+0.001122j)  (-0.080766+0.014223j)  (0.034013+0.018710j)  (0.026678-0.025223j)  (-0.046065-0.011643j)  (-0.031774-0.030733j)  (-0.028714-0.021729j)  (-0.009673+0.061255j)  (-0.007401+0.054690j)  (0.039597+0.035456j)  (-0.050177+0.020906j)  (-0.021618-0.017304j)  (-0.031577-0.028208j)  (0.007545+0.001109j)  (-0.041868+0.014167j)  (-0.004969+0.004219j)  (0.048669-0.006098j)  (0.069833-0.013663j)  (0.023820+0.002307j)  (-0.045868+0.027561j)  (0.044653-0.020511j)  (0.039783+0.012893j)  (-0.031709-0.017256j)  (0.033527-0.039420j)  (-0.030908+0.017177j)  (0.069376-0.017045j)  (-0.090632-0.033217j)  (0.045980+0.027575j)  (0.007310-0.024383j)  (0.026810-0.043295j)  (0.058156+0.007493j)  (0.013887-0.013545j)  (-0.039733-0.006668j)  (0.048351-0.034248j)  (-0.056329-0.017075j)  (0.030576+0.013821j)  (-0.031101+0.054746j)  (0.014100-0.000480j)  (-0.009256+0.017392j)  (-0.065242+0.064491j)  (0.009181-0.007583j)  (-0.097690+0.031942j)  (-0.035266-0.002727j)  (0.045259-0.045928j)  (-0.006871+0.033492j)  (0.060507-0.007060j)  (-0.004625-0.007337j)  (0.058148-0.003186j)  (-0.048601+0.009418j)  (-0.017494-0.034805j)  (0.021083-0.025308j)  (0.006319-0.012683j)  (0.075643+0.008822j)  (0.036002+0.004841j)  (0.013318+0.016008j)  (-0.047523+0.000932j)  (0.017922-0.030364j)  (-0.033423-0.003805j)  (-0.003688-0.030536j)  (0.019913-0.005021j)  (0.010372+0.016865j)  (0.029275+0.048239j)  (-0.034955+0.006066j)  (-0.006878-0.004490j)  (-0.009450+0.023345j)  (-0.000881-0.005555j)  (-0.010459+0.014964j)  (0.043064+0.010329j)  (-0.024797-0.000254j)  (-0.010958-0.011671j)  (0.015536-0.040011j)  (-0.013079-0.035792j)  (-0.010669+0.011519j)  (0.048951+0.040681j)  (0.019157-0.029306j)  (0.012998+0.016746j)  (0.022653-0.006898j)  (0.019269-0.006329j)  (0.053427+0.019430j)  (0.134533-0.033855j)  (0.033104+0.002919j)  (0.010771-0.002084j)  (0.023193-0.045563j)  (-0.016023+0.015925j)  (-0.002705-0.015362j)  (-0.001526+0.008063j)  (0.002455+0.004458j)  (0.024161+0.009199j)  (-0.001739-0.052256j)  (0.015320+0.000692j)  (-0.040725+0.004831j)  (0.060274-0.006817j)  (-0.021367+0.018619j)  (0.076087-0.026336j)  (-0.019283+0.044430j)  (-0.038265+0.016280j)  (-0.001078+0.037857j)  (-0.011079-0.009123j)  (0.008856+0.010989j)  (0.050837+0.016283j)  (-0.024702+0.028043j)  (0.014303+0.019695j)  (-0.040411+0.051927j)  (-0.090019+0.050899j)  (0.006985+0.009956j)  (-0.033239-0.015998j)  (-0.000485-0.000706j)  (0.059403-0.016944j)  (0.010832+0.015041j)  (0.059158-0.026913j)  (-0.047453-0.012391j)  (0.044380-0.011757j)
 (0.009319-0.059617j)  (0.200459+0.021225j)  (0.134314-0.012522j)  (-0.504380+0.030244j)  (0.160996+0.150565j)  (0.014260+0.021890j)  (0.145785-0.042811j)  (0.032580-0.012090j)  (-0.021024+0.044295j)  (0.076566+0.060250j)  (-0.091700-0.086191j)  (-0.117211+0.026349j)  (0.103896+0.005580j)  (0.057642+0.062799j)  (0.022454+0.050662j)  (0.007163-0.080386j)  (0.089665-0.024450j)  (-0.026500+0.067373j)  (0.032086+0.064031j)  (0.067819-0.037916j)  (-0.030527+0.051906j)  (0.069088+0.015264j)  (-0.101537-0.007949j)  (0.015860+0.047657j)  (0.022508+0.031208j)  (-0.035167-0.019311j)  (-0.047253-0.020507j)  (0.037098+0.074516j)  (0.004911-0.081281j)  (-0.109976+0.027570j)  (0.089127-0.024030j)  (-0.005658+0.001032j)  (0.089715-0.049920j)  (0.016344+0.041259j)  (-0.034453-0.011671j)  (-0.056806-0.009916j)  (0.043948+0.015125j)  (-0.005292+0.030074j)  (0.030414+0.025848j)  (-0.021056-0.031779j)  (-0.066399-0.053940j)  (-0.093807-0.050411j)  (-0.023101+0.003636j)  (0.061483+0.013241j)  (-0.022198-0.008184j)  (0.037588-0.090425j)  (0.043333+0.000898j)  (0.053720-0.068585j)  (-0.037126+0.023806j)  (-0.093208-0.022764j)  (0.021162-0.038033j)  (-0.003723+0.018681j)  (-0.001924+0.031776j)  (0.037291+0.036351j)  (-0.010643+0.014833j)  (-0.018323+0.049221j)  (0.024561+0.008466j)  (-0.036008-0.004608j)  (0.004957-0.061771j)  (-0.014105+0.065000j)  (0.036758+0.014091j)  (0.025460+0.006506j)  (0.025195+0.031633j)  (0.015508+0.008110j)  (0.004157+0.021670j)  (0.000697-0.001729j)  (-0.052589+0.016904j)  (0.065581+0.010146j)  (0.015967+0.029095j)  (-0.057984-0.046824j)  (0.025155-0.043814j)  (-0.004876+0.028813j)  (-0.023768-0.018391j)  (-0.015927-0.016542j)  (-0.058895-0.062896j)  (0.025135+0.000931j)  (-0.003826-0.073891j)  (-0.011403+0.026833j)  (0.020360-0.023918j)  (-0.041143-0.004149j)  (-0.002396+0.030559j)  (-0.039728+0.032031j)  (0.049275-0.015757j)  (0.030542-0.010050j)  (-0.001726+0.033674j)  (-0.006334+0.088237j)  (-0.035283-0.003172j)  (0.024012+0.045075j)  (0.046568-0.039299j)  (0.032424+0.004587j)  (-0.020458+0.015544j)  (0.035990+0.057680j)  (0.022240+0.045934j)  (0.019228+0.029861j)  (-0.011136-0.041875j)  (-0.013863+0.034121j)  (0.037940-0.010762j)  (0.011161+0.031812j)  (0.046725+0.014601j)  (0.044861-0.021550j)  (-0.002847+0.036112j)  (0.065750-0.009887j)  (-0.013914+0.002244j)  (-0.023586-0.030087j)  (0.010857+0.010114j)  (-0.023932+0.003030j)  (0.015430+0.049292j)  (-0.035923+0.012045j)  (0.048388-0.016475j)  (-0.015539-0.018204j)  (-0.001791+0.037245j)  (0.003472+0.023029j)  (0.041120-0.005099j)  (0.023516+0.009555j)  (-0.042968+0.003151j)  (-0.031442-0.008345j)  (0.027043+0.059270j)  (0.020322+0.017503j)  (0.048627+0.039438j)  (0.042149-0.005410j)  (-0.000244+0.044670j)  (-0.023850-0.001711j)  (-0.039047+0.006166j)  (0.102455-0.000991j)  (0.007131+0.025578j)  (0.036858+0.008699j)  (-0.030396+0.026289j)  (0.006398+0.029075j)  (0.039184+0.031346j)  (-0.009649+0.033788j)  (0.020664+0.014957j)  (0.008455+0.024484j)  (-0.045228+0.034126j)  (-0.002447+0.048147j)  (-0.030056+0.044675j)  (0.004273+0.013904j)  (0.037560-0.017194j)  (-0.040679-0.042099j)  (-0.011586-0.010693j)  (-0.038417+0.015299j)  (0.074608+0.041979j)  (0.039061-0.003708j)  (0.027793+0.053765j)  (0.019482+0.041008j)  (0.000361-0.017813j)  (-0.021705-0.010959j)  (0.026979+0.016194j)  (-0.010977+0.042321j)  (0.018322-0.010402j)  (0.009202-0.016921j)  (0.004140-0.017284j)  (-0.005844-0.020859j)  (0.021681-0.009217j)  (0.009076-0.039843j)  (-0.003568+0.049505j)  (-0.024839+0.010222j)  (-0.038933+0.046441j)  (0.035358-0.004457j)  (-0.027150+0.025289j)  (-0.032145+0.020598j)  (0.051712-0.008071j)  (-0.027141+0.017652j)  (0.002458-0.017657j)  (-0.008330-0.003448j)  (0.010715-0.011412j)  (0.008529+0.038012j)  (0.025556+0.039094j)  (-0.052509+0.030860j)  (-0.023145-0.012583j)  (-0.023432+0.006679j)  (0.007977-0.007682j)  (0.019112-0.035369j)  (-0.011523+0.016487j)  (-0.010148-0.018894j)  (0.023037-0.014439j)  (-0.047962-0.027762j)  (-0.018112-0.013444j)  (-0.033479+0.020320j)  (0.031844-0.035541j)  (-0.052527+0.011597j)  (0.031977+0.011943j)  (-0.024222-0.002413j)  (-0.042740+0.015137j)  (-0.040376-0.036219j)  (0.023658+0.037393j)  (0.023802-0.048001j)  (0.023581-0.016914j)  (0.023066-0.051002j)  (-0.039258+0.024513j)  (0.003844-0.007085j)  (0.050260+0.031228j)  (0.015349+0.021063j)  (-0.019499+0.021723j)  (-0.020743+0.017331j)  (0.011338-0.036280j)  (-0.028874+0.023086j)  (-0.045163-0.040059j)  (-0.035502-0.007733j)  (0.023601-0.022867j)  (-0.022236+0.028758j)  (-0.003931-0.010123j)  (0.037942+0.028255j)  (0.017316+0.029987j)  (0.003680-0.031321j)  (-0.006096+0.033321j)  (-0.038712-0.017026j)  (-0.066620+0.001250j)  (0.047980-0.030124j)  (-0.035995+0.016192j)  (-0.019120+0.008840j)  (0.002511-0.034230j)  (0.049239+0.007556j)  (-0.006973-0.053079j)  (-0.031821-0.055902j)  (-0.065638-0.013413j)  (0.009926-0.019082j)  (-0.004899+0.005536j)  (0.002692+0.021491j)  (-0.056399-0.029466j)  (0.036116+0.024732j)  (-0.031579-0.037845j)  (0.016363+0.000206j)  (-0.015082-0.007044j)  (0.002919+0.004858j)  (-0.019730-0.008045j)  (-0.014562+0.006199j)  (0.009563-0.002232j)  (-0.064163-0.070133j)  (-0.044676+0.001665j)  (-0.009222-0.037351j)  (0.007039-0.019046j)  (-0.042173+0.009509j)  (0.017843+0.031339j)  (-0.027579-0.050091j)  (-0.022445+0.000991j)  (0.054713+0.003958j)  (0.024000-0.003127j)  (-0.036346+0.012328j)  (0.006782+0.003235j)  (-0.024639+0.014263j)  (0.028182+0.014100j)  (-0.055774-0.035557j)  (0.064828+0.041571j)  (0.006087+0.025171j)  (0.004658-0.015782j)  (-0.014065-0.034014j)  (0.042321+0.030530j)  (-0.047770-0.041005j)  (0.021518+0.051866j)  (-0.067315+0.006186j)  (0.011010-0.024877j)  (-0.001026+0.000968j)  (0.025096+0.012723j)  (0.016641+0.020187j)  (0.029823+0.034546j)  (0.024239+0.024297j)
