 (-0.326290+0.007749j)  (-0.093907+0.020073j)  (0.124739-0.003749j)  (-0.040443+0.115023j)  (0.053310-0.036731j)  (-0.087900+0.006851j)  (0.027997-0.059493j)  (-0.122519-0.028217j)  (0.037458+0.039698j)  (-0.076873-0.014359j)  (-0.040117-0.016435j)  (0.054222+0.050290j)  (0.110776-0.068179j)  (0.001330-0.017344j)  (-0.039556-0.048476j)  (0.063390+0.057032j)  (-0.117559+0.043191j)  (-0.065958-0.034560j)  (0.053690-0.007402j)  (0.015751-0.059604j)  (0.010940+0.016792j)  (-0.097782+0.028753j)  (-0.066193+0.045552j)  (-0.123165+0.054006j)  (-0.068867-0.023303j)  (0.089432-0.029016j)  (0.052968+0.054518j)  (-0.021195-0.007366j)  (-0.014095-0.014999j)  (-0.049506+0.108295j)  (-0.087392+0.042293j)  (-0.103458-0.060880j)  (0.080735+0.137056j)  (0.018888-0.012227j)  (0.077323-0.018167j)  (0.045336-0.035598j)  (-0.042913+0.059724j)  (-0.040708+0.011236j)  (0.045553+0.026399j)  (-0.036366+0.009295j)  (-0.081077+0.030751j)  (-0.068363+0.019588j)  (0.007384-0.009963j)  (-0.053023+0.043113j)  (0.002315-0.062666j)  (-0.049172-0.073040j)  (0.021320+0.038683j)  (0.058367-0.009160j)  (-0.027363+0.000619j)  (-0.094453+0.090984j)  (-0.029360-0.029985j)  (-0.067925+0.039686j)  (0.034758+0.071226j)  (0.016328-0.020266j)  (0.096504+0.022107j)  (0.046685+0.035465j)  (-0.095303+0.034965j)  (-0.024546-0.053204j)  (0.077607+0.078055j)  (0.068845-0.055764j)  (-0.076959-0.046887j)  (0.054561-0.038238j)  (0.007290-0.044052j)  (0.003905-0.033215j)  (-0.172576+0.010401j)  (0.129866-0.032728j)  (-0.057188+0.073392j)  (-0.032819+0.014118j)  (0.006076+0.004658j)  (0.051055+0.053888j)  (-0.047462+0.007519j)  (-0.055434+0.049782j)  (-0.076752+0.044335j)  (0.078083+0.000098j)  (0.159169+0.010219j)  (0.047874-0.012311j)  (0.096104+0.023222j)  (-0.004220+0.001801j)  (-0.053508-0.026418j)  (0.043002-0.021354j)  (-0.023197+0.017637j)  (0.119462+0.037252j)  (-0.070823+0.044148j)  (0.171019+0.000648j)  (-0.009519+0.024835j)  (-0.052200+0.073526j)  (-0.002265-0.058494j)  (0.073356-0.008171j)  (-0.011813+0.097880j)  (-0.023043+0.108039j)  (-0.002920+0.040536j)  (0.007846+0.085869j)  (-0.034448-0.088594j)  (0.008097-0.014620j)  (0.014757+0.131659j)  (-0.079299-0.054602j)  (-0.062432-0.071446j)  (-0.083801+0.046205j)  (0.005120+0.106016j)  (0.011679+0.001475j)  (0.140303-0.077346j)  (-0.065376+0.014620j)  (0.009766+0.046238j)  (0.075052+0.082893j)  (0.032635-0.060973j)  (0.076433+0.062810j)  (-0.015544+0.021838j)  (-0.039429+0.041872j)  (0.052491+0.026581j)  (-0.036616+0.066422j)  (-0.030651+0.041912j)  (0.027197-0.018695j)  (-0.076669-0.048085j)  (0.062256-0.021738j)  (0.044580+0.008447j)  (-0.038271+0.018554j)  (0.023647-0.040048j)  (0.036794+0.067625j)  (-0.102081-0.021411j)  (-0.023695+0.067138j)  (-0.071230-0.050024j)  (-0.078457-0.020211j)  (0.109291-0.147200j)  (-0.030379+0.026087j)  (-0.034523-0.048793j)  (-0.038800-0.050432j)  (-0.069397+0.015596j)  (0.051764-0.020706j)
 (-0.085160-0.057174j)  (-0.276635+0.071307j)  (0.007584-0.141346j)  (0.072771+0.038547j)  (-0.017764+0.028291j)  (0.084021-0.003039j)  (0.107678-0.095651j)  (-0.072319-0.033519j)  (-0.066100-0.048105j)  (0.049859+0.041233j)  (-0.089474+0.067130j)  (-0.047951-0.132278j)  (0.018694+0.053061j)  (0.055059+0.011763j)  (0.093912-0.005768j)  (-0.063101-0.013219j)  (0.001833-0.049780j)  (0.008304-0.019560j)  (0.046208-0.015726j)  (0.087064-0.068141j)  (0.031822-0.024167j)  (-0.038618-0.117832j)  (0.049145-0.112077j)  (0.056236+0.110232j)  (-0.107785+0.030890j)  (-0.020424-0.001611j)  (-0.134717-0.019030j)  (-0.036268-0.029721j)  (0.013643+0.064556j)  (-0.093893-0.034149j)  (-0.115958-0.035786j)  (-0.049264+0.063383j)  (-0.120298-0.020690j)  (-0.190827-0.052686j)  (-0.006251-0.082833j)  (-0.030208-0.048354j)  (-0.098237+0.017074j)  (-0.022961-0.060825j)  (0.066008+0.001268j)  (-0.055319+0.007069j)  (0.004241-0.000957j)  (-0.028832-0.078467j)  (0.106058+0.011708j)  (0.100192-0.071648j)  (-0.020016-0.026439j)  (-0.025106+0.073135j)  (-0.036861-0.019500j)  (0.023798-0.063589j)  (-0.053895-0.013689j)  (0.009432-0.012054j)  (-0.069357-0.037009j)  (-0.015566-0.029247j)  (0.011646-0.053003j)  (0.056605+0.070908j)  (-0.067840-0.036599j)  (-0.025969+0.008053j)  (-0.002477-0.010319j)  (-0.025192-0.025118j)  (0.068471+0.029760j)  (0.046525+0.028765j)  (-0.070269+0.027002j)  (-0.033780+0.014682j)  (0.015839+0.045884j)  (0.028069-0.110130j)  (0.017160+0.008069j)  (0.064446-0.002987j)  (0.009983+0.017345j)  (0.065041+0.098872j)  (0.008558-0.064384j)  (-0.036498-0.012894j)  (-0.077398-0.034310j)  (0.052751-0.007434j)  (-0.017034+0.042537j)  (-0.013101+0.038890j)  (-0.029644+0.000492j)  (0.015746-0.099393j)  (0.012902+0.050999j)  (0.074018-0.036318j)  (-0.035990-0.012458j)  (0.063101+0.059825j)  (-0.065227+0.069924j)  (0.001886-0.079782j)  (-0.022339+0.014954j)  (-0.136569-0.023523j)  (0.060812+0.035442j)  (0.031610-0.034552j)  (0.105114+0.087557j)  (0.001936+0.103840j)  (0.057605-0.088557j)  (0.062043-0.031390j)  (-0.036678+0.012243j)  (0.043742+0.013722j)  (0.056823-0.017378j)  (-0.012792-0.023063j)  (0.099602-0.057664j)  (0.100300+0.010545j)  (0.010507-0.082376j)  (-0.011677+0.045383j)  (0.031947+0.114621j)  (0.000741-0.024703j)  (-0.064694+0.006566j)  (-0.068223+0.143332j)  (0.050112+0.079969j)  (-0.010340-0.038606j)  (-0.119945+0.078879j)  (-0.008053-0.080352j)  (-0.057289-0.000364j)  (0.004485+0.023155j)  (0.001084+0.008731j)  (-0.122969-0.002393j)  (-0.020429-0.018763j)  (-0.008893+0.025810j)  (-0.012462+0.037219j)  (0.043698-0.036932j)  (-0.095450-0.042809j)  (-0.086848-0.021515j)  (0.200610+0.034040j)  (0.049230+0.001020j)  (-0.006133-0.109728j)  (-0.010187-0.219377j)  (-0.083445-0.016122j)  (0.006141+0.004117j)  (-0.042972-0.014984j)  (-0.052647-0.019782j)  (-0.003360+0.004508j)  (-0.059751+0.051372j)  (-0.002710-0.042221j)  (0.084998-0.034302j)
 (0.062628+0.039058j)  (0.061367+0.044581j)  (-0.348499-0.107154j)  (0.060136+0.004390j)  (0.001501-0.018791j)  (-0.066978-0.000076j)  (0.014187+0.040508j)  (0.079638-0.125385j)  (0.053814-0.100200j)  (0.074004+0.044419j)  (0.010162-0.087733j)  (0.022909-0.034645j)  (0.103620-0.029113j)  (-0.091191+0.088785j)  (-0.027332-0.019707j)  (-0.094048+0.033916j)  (0.067377-0.008281j)  (-0.122848+0.002729j)  (-0.022702+0.009646j)  (0.044067+0.007801j)  (0.013581-0.056283j)  (0.022702-0.037292j)  (0.049395-0.058847j)  (-0.045023-0.009068j)  (-0.135908-0.003705j)  (-0.021338+0.040870j)  (0.069300+0.020899j)  (-0.024965-0.068497j)  (-0.039958+0.009279j)  (-0.034901+0.006805j)  (-0.032689+0.030247j)  (-0.128944-0.002907j)  (-0.046805-0.012817j)  (0.018901+0.042407j)  (0.114473-0.007967j)  (0.085272-0.132004j)  (-0.003578+0.040041j)  (0.083943+0.054391j)  (-0.014499-0.032884j)  (0.081593-0.038248j)  (-0.040551+0.027757j)  (-0.050864+0.075888j)  (-0.021922+0.099599j)  (0.077910+0.024000j)  (0.040684-0.032054j)  (-0.011024-0.022598j)  (-0.042151-0.106372j)  (0.025081-0.033936j)  (-0.009078-0.025572j)  (0.037425+0.011625j)  (0.114613-0.013335j)  (0.021240-0.017535j)  (-0.057059+0.060707j)  (-0.048937+0.070657j)  (-0.025005+0.052580j)  (0.079178-0.042526j)  (0.016754-0.084883j)  (0.080399-0.089617j)  (0.016186+0.111385j)  (-0.015394+0.056001j)  (-0.073974+0.132124j)  (-0.076059-0.097860j)  (0.137551+0.117527j)  (0.072326+0.066695j)  (-0.058584-0.103071j)  (-0.055293+0.000393j)  (0.028068-0.010759j)  (0.076409-0.009887j)  (0.008565+0.019248j)  (0.064786-0.055973j)  (-0.057431+0.083344j)  (0.038451+0.035215j)  (-0.163368-0.085010j)  (-0.037417-0.112171j)  (0.077991-0.000907j)  (-0.050151+0.062089j)  (-0.034628+0.016652j)  (-0.012785-0.012629j)  (0.015674-0.093627j)  (0.054615-0.017277j)  (0.033245+0.102997j)  (0.070063+0.042751j)  (-0.015547+0.013635j)  (-0.011341+0.003953j)  (0.067741+0.017157j)  (-0.011990+0.058767j)  (0.128238-0.001171j)  (0.015934-0.080752j)  (-0.037234+0.077444j)  (0.005667+0.062098j)  (-0.045891+0.074158j)  (0.097300+0.085468j)  (0.028133-0.015730j)  (0.020695+0.045845j)  (0.107834-0.092987j)  (-0.054730+0.016122j)  (0.030284+0.036377j)  (0.038956-0.002794j)  (-0.027445-0.030878j)  (0.002508+0.034374j)  (0.066853+0.042976j)  (0.027395-0.065688j)  (-0.047194-0.007635j)  (-0.011807-0.091649j)  (-0.016095-0.041328j)  (-0.051617-0.074654j)  (0.061252+0.040457j)  (-0.013785+0.002011j)  (0.051518+0.021957j)  (0.045471+0.040278j)  (0.022038-0.006349j)  (-0.014263-0.035607j)  (0.056433+0.038744j)  (0.103056-0.032462j)  (0.025446+0.051022j)  (-0.049882-0.029166j)  (0.027084-0.152241j)  (0.065317+0.005052j)  (0.021175-0.015572j)  (0.008865+0.090757j)  (-0.018063-0.051580j)  (-0.053121+0.004272j)  (0.015939+0.116818j)  (-0.026917+0.082643j)  (0.108351+0.035832j)  (-0.037340-0.037130j)  (0.032088-0.047675j)  (0.009000+0.058019j)
 (0.113901+0.051703j)  (-0.004172-0.015605j)  (-0.051809-0.054278j)  (-0.380405+0.045733j)  (-0.014002+0.048834j)  (0.014198+0.018218j)  (0.022417+0.042731j)  (0.101480+0.026013j)  (0.020158-0.016912j)  (0.105515-0.007088j)  (-0.151686+0.007632j)  (0.092197+0.056285j)  (-0.083897-0.026918j)  (-0.009993-0.105914j)  (0.018964+0.073061j)  (0.027877-0.027157j)  (0.026235+0.034215j)  (0.041186+0.058259j)  (0.086249+0.031083j)  (-0.022074-0.027353j)  (0.033341+0.005431j)  (0.044990+0.024758j)  (0.012035-0.060598j)  (-0.048393+0.074907j)  (-0.030062+0.025825j)  (-0.026095+0.028652j)  (-0.025175+0.069586j)  (0.016621-0.028718j)  (-0.027747-0.005518j)  (-0.025991+0.056123j)  (-0.064726+0.072287j)  (-0.137875+0.063349j)  (-0.016107+0.022503j)  (0.073764+0.038458j)  (0.117244+0.053731j)  (0.082624+0.073222j)  (-0.070845+0.022383j)  (-0.051351-0.041052j)  (-0.035091+0.107206j)  (-0.041760+0.060132j)  (-0.123038+0.028504j)  (-0.110634-0.050369j)  (0.060866-0.095340j)  (0.032726+0.010198j)  (0.070866-0.033621j)  (0.078790-0.065507j)  (0.038849-0.056143j)  (0.115989+0.045719j)  (0.005582+0.023306j)  (-0.022209+0.007032j)  (0.015519+0.076564j)  (0.008076+0.056639j)  (-0.071789-0.040923j)  (0.084627+0.113359j)  (0.045698+0.004282j)  (-0.021785-0.005470j)  (-0.080051+0.023922j)  (0.003806+0.031793j)  (0.100239-0.147785j)  (0.026064+0.015083j)  (0.114116+0.039791j)  (0.109701-0.017343j)  (-0.026768+0.016083j)  (-0.048047+0.014585j)  (0.005955+0.084326j)  (-0.050609+0.046735j)  (-0.017055+0.029181j)  (0.060485+0.035082j)  (0.056716-0.045701j)  (-0.031983-0.187202j)  (0.035011-0.044561j)  (0.029550-0.064797j)  (-0.049219-0.011416j)  (0.055594+0.027903j)  (-0.037103-0.000979j)  (0.038547-0.054176j)  (-0.004880+0.000701j)  (-0.006437-0.022403j)  (0.043265+0.022996j)  (-0.084919-0.034108j)  (0.111525+0.031595j)  (-0.082635-0.005253j)  (0.015647-0.050398j)  (-0.032313+0.028411j)  (0.153465+0.002725j)  (-0.014507-0.044150j)  (-0.046456-0.015302j)  (0.018055+0.012051j)  (-0.053053-0.030536j)  (0.071116-0.051074j)  (0.052334+0.008679j)  (0.043637+0.024750j)  (-0.077311+0.070608j)  (0.016160+0.131723j)  (-0.044776-0.009018j)  (-0.002028+0.025836j)  (0.001126-0.135410j)  (-0.061993+0.003576j)  (0.006546+0.014118j)  (-0.068282+0.073326j)  (0.059608-0.029360j)  (-0.014024-0.035155j)  (0.068954-0.107131j)  (0.074927-0.045518j)  (-0.049162-0.035210j)  (-0.072967+0.059451j)  (0.097309+0.103629j)  (0.071077+0.018769j)  (0.017802+0.037961j)  (0.070577+0.002907j)  (-0.035493-0.008494j)  (0.065522-0.015368j)  (0.016372-0.038583j)  (0.016007-0.084347j)  (0.054576+0.010316j)  (-0.018565-0.102057j)  (0.028241-0.007537j)  (-0.028326-0.019608j)  (0.128536-0.017397j)  (-0.016672-0.052035j)  (0.038223-0.044046j)  (-0.025449+0.023741j)  (0.081496-0.085998j)  (-0.070706-0.013535j)  (-0.129881+0.011724j)  (0.068823+0.053663j)  (0.033116-0.024282j)  (0.063548-0.040146j)
 (0.082641-0.018947j)  (-0.133611-0.035779j)  (0.008240+0.000955j)  (-0.024950-0.018247j)  (-0.381594+0.085334j)  (0.086417+0.059010j)  (0.043784-0.041784j)  (0.037000-0.072615j)  (-0.051450+0.040814j)  (-0.016509-0.032298j)  (0.039798+0.014664j)  (-0.092395+0.045850j)  (-0.089326-0.058127j)  (0.013397+0.016572j)  (0.080040-0.168196j)  (0.097117+0.066650j)  (0.009746-0.019249j)  (-0.119651-0.032852j)  (0.133561+0.114825j)  (0.110590+0.000247j)  (0.064807+0.051190j)  (-0.042808+0.096043j)  (0.070700-0.050738j)  (-0.018750+0.006162j)  (-0.010491-0.077349j)  (0.160236+0.046593j)  (0.052268+0.015272j)  (-0.066290-0.051685j)  (0.159958+0.097550j)  (0.010837-0.006278j)  (0.081981+0.060759j)  (0.036084-0.017579j)  (-0.036852+0.014000j)  (0.019545+0.025990j)  (-0.042007-0.034466j)  (-0.003365-0.022362j)  (0.096258-0.045464j)  (-0.069616-0.005634j)  (0.055173+0.028801j)  (0.018365+0.061181j)  (-0.070583+0.071654j)  (-0.001809-0.032703j)  (0.005212-0.071269j)  (-0.006671-0.043786j)  (-0.009256-0.018922j)  (-0.023984-0.034004j)  (0.061750-0.065925j)  (-0.074792+0.049086j)  (0.057803+0.061350j)  (0.033921+0.055411j)  (0.049699-0.028708j)  (-0.120794+0.058729j)  (-0.033148+0.002012j)  (0.012852-0.002037j)  (-0.005963+0.030380j)  (-0.000935-0.038681j)  (-0.022272-0.016306j)  (-0.111122-0.010072j)  (-0.067617+0.080926j)  (-0.093189-0.064474j)  (0.064050+0.014812j)  (-0.056399-0.001888j)  (-0.017445+0.049380j)  (-0.035121+0.030376j)  (0.007267+0.009872j)  (-0.144264+0.051187j)  (-0.026728+0.037920j)  (-0.045822+0.063172j)  (0.076028+0.039509j)  (0.061229+0.022779j)  (-0.066396+0.004220j)  (0.044345-0.007566j)  (-0.029538+0.045857j)  (-0.048925-0.105966j)  (-0.066532+0.075562j)  (-0.025696-0.064782j)  (0.010201-0.075175j)  (-0.081745+0.070181j)  (0.014145-0.010373j)  (0.076998-0.010958j)  (-0.044413-0.072569j)  (0.128922-0.025137j)  (-0.083444-0.119794j)  (-0.088281-0.000244j)  (-0.012329-0.082110j)  (-0.004276-0.033883j)  (0.056261+0.032288j)  (0.068368+0.053668j)  (0.038043+0.009692j)  (-0.074080-0.004275j)  (-0.015087+0.029158j)  (0.013179+0.081794j)  (0.040529+0.006866j)  (-0.128174+0.032968j)  (-0.032560-0.007874j)  (0.012880-0.021536j)  (0.014863+0.012814j)  (0.012582+0.136191j)  (-0.022317+0.023935j)  (-0.012344+0.023307j)  (0.052268+0.012364j)  (0.046813+0.007584j)  (0.104353+0.005030j)  (0.054422+0.005427j)  (0.002929-0.044637j)  (0.056656+0.012073j)  (0.036654-0.092507j)  (-0.046758+0.024473j)  (0.016500+0.032283j)  (0.044150+0.021863j)  (0.086792-0.099377j)  (-0.051437-0.006706j)  (-0.074025+0.078781j)  (-0.077444-0.012499j)  (0.006703-0.027701j)  (0.044489+0.115910j)  (-0.056203-0.035630j)  (0.033114-0.015093j)  (-0.011298+0.003639j)  (-0.048885+0.088876j)  (0.089193-0.029309j)  (-0.015954+0.074198j)  (0.026242-0.030372j)  (-0.034242-0.088089j)  (-0.040035+0.019131j)  (0.013129-0.033419j)  (0.092544+0.037112j)  (0.078303-0.002159j)
 (0.014565-0.001580j)  (0.120114+0.031493j)  (0.006478+0.126962j)  (0.075589+0.065049j)  (0.099452+0.019262j)  (-0.011034-0.022293j)  (-0.083884-0.002319j)  (0.072508+0.009551j)  (0.007058-0.014551j)  (-0.080554-0.090892j)  (-0.008624-0.141137j)  (0.058265+0.036059j)  (0.041234-0.062755j)  (0.090640+0.037905j)  (0.092092-0.033248j)  (-0.112271-0.044653j)  (-0.034768-0.044705j)  (0.067855-0.039247j)  (0.098150-0.007506j)  (0.031108-0.063566j)  (0.026274-0.015235j)  (0.004468-0.074176j)  (0.139332+0.112422j)  (0.154221+0.062093j)  (-0.185269-0.002001j)  (0.038805+0.045328j)  (-0.097415-0.075653j)  (-0.084951-0.008643j)  (0.010699-0.003231j)  (-0.047804-0.039325j)  (0.023600+0.043381j)  (-0.115542-0.038418j)  (0.015278+0.158135j)  (-0.084976-0.055328j)  (-0.039013+0.051051j)  (-0.031164-0.019911j)  (0.056351+0.009729j)  (0.026989-0.019627j)  (0.135982+0.102651j)  (-0.001865+0.025024j)  (-0.012683-0.060593j)  (0.119286+0.053221j)  (0.070173+0.001598j)  (-0.008820+0.093936j)  (0.154619-0.031826j)  (-0.097317-0.066621j)  (0.055745-0.057684j)  (-0.008800-0.001199j)  (0.033185+0.051231j)  (-0.041675-0.019082j)  (-0.024776-0.014280j)  (0.056008+0.005500j)  (0.178129-0.080828j)  (-0.004216+0.025640j)  (0.011486+0.019589j)  (-0.026853+0.012956j)  (0.024435+0.016903j)  (-0.057046+0.015499j)  (-0.022859+0.037520j)  (0.002219+0.022305j)  (-0.023125+0.046389j)  (0.023843+0.026523j)  (-0.133021-0.061071j)  (-0.040282-0.072652j)  (0.079856+0.025918j)  (-0.159983+0.030203j)  (0.013710-0.033443j)  (0.079491-0.042934j)  (-0.059186+0.051149j)  (0.027616-0.042317j)  (-0.033913+0.007228j)  (-0.087416+0.034982j)  (-0.058428+0.041975j)  (0.148242-0.040031j)  (0.017917+0.109820j)  (0.002580-0.122475j)  (-0.000919-0.010479j)  (-0.038563+0.002189j)  (-0.080141+0.027013j)  (-0.091299+0.027004j)  (-0.072364+0.106520j)  (-0.025605-0.024416j)  (0.070100+0.035076j)  (0.031559-0.003874j)  (-0.050339-0.019130j)  (0.040850-0.029804j)  (0.065025-0.037775j)  (-0.017297-0.045464j)  (-0.030036+0.091692j)  (0.038508+0.002151j)  (-0.024318+0.025367j)  (0.014984-0.008790j)  (0.103393-0.048973j)  (-0.066961+0.036374j)  (-0.042075-0.017798j)  (0.000916+0.073193j)  (0.081652-0.122899j)  (0.117074+0.049796j)  (-0.014456+0.008338j)  (0.125765+0.032127j)  (0.067216+0.044312j)  (-0.010973+0.012626j)  (-0.038964+0.006294j)  (-0.022142+0.060529j)  (-0.008429+0.027365j)  (0.004948-0.034457j)  (0.068582+0.077273j)  (-0.087064-0.006405j)  (-0.065309-0.008709j)  (0.056573+0.038467j)  (-0.010523+0.085393j)  (0.008666+0.025944j)  (-0.073188-0.120739j)  (-0.014968+0.000377j)  (-0.047108+0.020279j)  (0.093740+0.025878j)  (-0.047884+0.011308j)  (-0.075071-0.032438j)  (0.132074-0.019792j)  (-0.112356+0.052956j)  (0.000814-0.009636j)  (-0.040099-0.002753j)  (-0.097659+0.021010j)  (-0.017163-0.063471j)  (-0.068885+0.122093j)  (-0.026410+0.056624j)  (0.059902-0.015381j)  (-0.055168-0.025637j)
 (-0.003351+0.008128j)  (0.095606+0.065422j)  (-0.038428-0.041366j)  (-0.055076-0.029900j)  (0.034039-0.043619j)  (-0.099443-0.034716j)  (-0.293868+0.006013j)  (0.021719+0.032169j)  (0.006518+0.041450j)  (0.011951+0.041423j)  (-0.106944+0.046377j)  (-0.023012-0.054017j)  (0.044705+0.021492j)  (-0.087354+0.006890j)  (0.067706-0.018920j)  (0.037983+0.081741j)  (0.120896+0.059421j)  (0.202854-0.003539j)  (0.072024-0.049753j)  (0.035700-0.051055j)  (0.009169+0.021934j)  (0.036993-0.068499j)  (-0.053674-0.015991j)  (-0.093275+0.028595j)  (-0.073061+0.064774j)  (0.044417+0.003071j)  (0.018996-0.120203j)  (0.103249-0.015930j)  (-0.029913+0.020080j)  (-0.082197+0.004101j)  (0.037025+0.019312j)  (0.081969-0.026670j)  (-0.019649-0.000631j)  (-0.069091-0.012169j)  (-0.051134-0.054462j)  (-0.064935+0.048370j)  (0.030843-0.012109j)  (-0.113306+0.007333j)  (-0.096085+0.016101j)  (0.042950+0.030415j)  (0.103357-0.040708j)  (0.061085-0.021145j)  (-0.019913+0.004405j)  (0.061727+0.053802j)  (0.145282-0.098910j)  (-0.032588+0.091354j)  (0.036688+0.026149j)  (-0.022028+0.002010j)  (0.049608+0.012549j)  (0.085591-0.029243j)  (0.102618+0.050484j)  (-0.058099-0.010876j)  (-0.058211-0.052123j)  (-0.046300+0.013829j)  (0.064956-0.012907j)  (-0.049958+0.043515j)  (-0.170797+0.057624j)  (-0.043651-0.017478j)  (-0.008106+0.013157j)  (-0.017542+0.074304j)  (-0.080407-0.044207j)  (-0.061722+0.021101j)  (-0.048957-0.048234j)  (0.068971-0.128562j)  (0.005577-0.110437j)  (-0.105160-0.023951j)  (-0.051167-0.063830j)  (0.006376-0.006256j)  (0.047544-0.047774j)  (-0.087018-0.011411j)  (-0.038448+0.069243j)  (0.044437-0.006139j)  (0.044932+0.020609j)  (0.070239-0.041206j)  (-0.119859-0.029355j)  (-0.035582+0.045671j)  (-0.018995+0.061477j)  (0.036037+0.042738j)  (-0.040485+0.043831j)  (-0.040129-0.101325j)  (0.009033-0.005255j)  (0.253573+0.000515j)  (-0.070372-0.132491j)  (0.015927+0.062119j)  (0.023913-0.038882j)  (0.084738-0.012375j)  (0.087675-0.072481j)  (0.072401+0.001113j)  (-0.077993-0.020352j)  (0.023294+0.006791j)  (-0.001610+0.038407j)  (0.015211-0.052974j)  (0.012093+0.011776j)  (0.133913+0.026271j)  (0.103300+0.141266j)  (0.042068-0.097801j)  (-0.092788+0.064194j)  (-0.058073+0.085283j)  (0.019183+0.030964j)  (-0.002176-0.036393j)  (-0.038644-0.035294j)  (-0.050441-0.070810j)  (-0.085946+0.018865j)  (0.038480-0.007948j)  (-0.030880+0.000172j)  (0.044383-0.092143j)  (-0.038413-0.051215j)  (0.010117-0.062145j)  (0.003398+0.012926j)  (-0.016720+0.039721j)  (0.035283+0.039718j)  (-0.010416+0.085876j)  (-0.062414+0.105884j)  (0.002193-0.022700j)  (-0.007827-0.072412j)  (0.028260-0.035900j)  (0.023757+0.044592j)  (-0.009397-0.002480j)  (0.021802-0.031176j)  (-0.028070+0.028313j)  (0.093318-0.013464j)  (0.004621-0.022953j)  (0.127858-0.033120j)  (0.008143+0.051094j)  (-0.045555-0.108988j)  (0.032261+0.049203j)  (0.037229-0.042923j)  (-0.030937+0.068878j)
 (0.061010-0.046326j)  (-0.057595+0.042031j)  (0.063193-0.002186j)  (0.034051-0.014331j)  (0.040193+0.000841j)  (-0.182660-0.008282j)  (-0.075829-0.032599j)  (-0.166390-0.052151j)  (0.025056-0.049776j)  (0.070971-0.059680j)  (-0.065055-0.027954j)  (-0.066488-0.037410j)  (-0.076780+0.030418j)  (0.100012+0.005388j)  (0.012299+0.000871j)  (0.028343-0.016295j)  (0.116948+0.004262j)  (0.068347-0.028829j)  (0.082831-0.107847j)  (0.088936-0.062149j)  (-0.034027+0.005355j)  (-0.013992+0.007981j)  (0.066954-0.018101j)  (0.072531-0.014060j)  (0.034265-0.105508j)  (-0.056084+0.011720j)  (-0.062888-0.033356j)  (-0.024995+0.091558j)  (0.113709+0.022241j)  (0.014272+0.001268j)  (-0.003256-0.037558j)  (-0.111224-0.061682j)  (0.073777-0.008628j)  (0.081589-0.018688j)  (0.009206+0.058690j)  (0.016016-0.018408j)  (0.079498-0.022781j)  (0.039696-0.022879j)  (0.026970-0.114748j)  (0.013447-0.022300j)  (0.093273+0.014674j)  (-0.080138+0.019825j)  (0.057631+0.026337j)  (0.007765-0.064189j)  (-0.068951+0.054534j)  (-0.055760-0.004913j)  (0.061164+0.059196j)  (-0.187061+0.015988j)  (0.053598+0.015695j)  (-0.041332-0.001150j)  (0.097060+0.146510j)  (-0.121142+0.027785j)  (-0.157655+0.034746j)  (-0.047038+0.096838j)  (0.075048-0.046360j)  (0.085983+0.002388j)  (0.025780+0.053846j)  (0.015341-0.022235j)  (0.067359+0.043116j)  (-0.024611-0.103876j)  (-0.039336+0.125979j)  (0.090036+0.023358j)  (0.169531-0.090185j)  (-0.024124+0.000407j)  (0.085098+0.015613j)  (0.082533+0.039558j)  (0.036195-0.017037j)  (-0.067235+0.107092j)  (0.094945-0.054808j)  (0.031572-0.049493j)  (0.080389+0.032261j)  (-0.159522-0.145123j)  (-0.061640-0.071443j)  (0.104612-0.028201j)  (-0.114182-0.040766j)  (0.034787-0.019135j)  (0.111173-0.011705j)  (-0.016039+0.047771j)  (0.037399-0.065845j)  (0.056954+0.054845j)  (-0.021966+0.006505j)  (-0.067050+0.082489j)  (0.072380-0.097141j)  (0.038692-0.014672j)  (0.022327-0.040656j)  (-0.090480+0.045043j)  (-0.059802+0.035056j)  (0.093663-0.009637j)  (-0.021887+0.093386j)  (0.059038-0.004406j)  (0.041580+0.044596j)  (-0.018803-0.086686j)  (0.031009-0.036752j)  (0.081574+0.043282j)  (0.082342-0.086195j)  (-0.011505+0.016941j)  (-0.005873-0.045054j)  (-0.004883+0.078509j)  (-0.105377+0.044023j)  (0.050479+0.009343j)  (-0.003060-0.025864j)  (-0.142714+0.049725j)  (-0.005900-0.070401j)  (-0.031782+0.064046j)  (0.087862-0.010059j)  (-0.034828+0.045086j)  (-0.073422+0.023275j)  (0.051700+0.017981j)  (0.054960+0.008263j)  (-0.078804-0.045726j)  (0.062320+0.093050j)  (-0.045819+0.026080j)  (-0.015345+0.083894j)  (0.026556+0.027417j)  (0.024125+0.021013j)  (-0.011627-0.064589j)  (-0.022923-0.075324j)  (-0.015611+0.005439j)  (0.037037+0.023722j)  (0.010574+0.026210j)  (-0.002714-0.014137j)  (0.043853+0.036205j)  (-0.090028+0.072812j)  (0.100593-0.076955j)  (-0.050822+0.056065j)  (0.049097-0.013121j)  (-0.014649+0.017606j)  (-0.034238+0.019988j)
