 (-0.393116-0.000331j)  (-0.037240-0.052599j)  (-0.022286-0.089905j)  (0.132766+0.031857j)  (0.049601+0.055819j)  (0.122483-0.045115j)  (-0.026744+0.096009j)  (0.025553-0.098161j)  (0.154663+0.004664j)  (-0.284928+0.038347j)  (0.006785-0.014456j)  (-0.158131-0.012987j)  (-0.028303-0.039129j)  (-0.084489-0.075310j)  (0.001333-0.044640j)  (-0.119510-0.052250j)  (0.074392-0.006129j)  (0.049807+0.010615j)  (-0.108731+0.038062j)  (-0.071228-0.045034j)  (-0.072579+0.024682j)  (0.008442+0.069480j)  (0.007155+0.017500j)  (-0.072590+0.033201j)  (0.081239+0.028449j)  (-0.044991+0.091680j)  (-0.034684-0.014577j)  (0.022137-0.047620j)  (0.002354-0.045595j)  (-0.013291+0.029522j)  (0.069360-0.062860j)  (0.006242+0.075982j)  (0.010538-0.029422j)  (-0.052646+0.042296j)  (-0.047469+0.005317j)  (0.045848-0.000360j)  (-0.022193-0.006008j)  (0.084822-0.048287j)  (0.013431+0.003705j)  (-0.011894-0.071967j)  (0.014741+0.007412j)  (-0.016504-0.025146j)  (-0.026992+0.054677j)  (0.067459-0.035712j)  (-0.017030+0.013155j)  (-0.019290-0.023329j)  (-0.000662-0.058326j)  (-0.020316+0.037521j)  (0.011663+0.008054j)  (-0.003366-0.077408j)  (0.006799-0.056416j)  (0.005152+0.027549j)  (0.047462+0.074607j)  (0.038529-0.010773j)  (-0.013974+0.025093j)  (-0.014995-0.017668j)  (-0.032974-0.023846j)  (-0.003921+0.004506j)  (-0.077537+0.135791j)  (0.005881-0.001920j)  (0.011493+0.000878j)  (0.012388-0.065796j)  (-0.050940+0.000856j)  (-0.082970-0.055146j)  (0.012590-0.006870j)  (0.090387-0.026668j)  (0.019768-0.019550j)  (-0.002467+0.014339j)  (-0.025798-0.021846j)  (-0.002668-0.032116j)  (-0.024908+0.000568j)  (-0.033283+0.014863j)  (0.004382+0.026931j)  (0.013498+0.016460j)  (-0.033667+0.062891j)  (-0.016193+0.032190j)  (0.059785-0.021217j)  (-0.033398+0.024965j)  (0.056653+0.014850j)  (0.042544+0.001648j)  (0.077824-0.029057j)  (-0.004873+0.008139j)  (0.044256-0.002864j)  (-0.004092+0.012843j)  (-0.016526-0.011484j)  (0.019290-0.007084j)  (-0.029131-0.011487j)  (0.087597-0.041332j)  (-0.005261-0.007738j)  (0.035676+0.014465j)  (0.006563+0.051614j)  (-0.004886-0.018908j)  (0.043082-0.062857j)  (-0.011138+0.017701j)  (-0.033894+0.009969j)  (-0.013279-0.010457j)  (0.027690+0.037361j)  (-0.040362-0.036349j)  (-0.002733+0.048817j)  (0.030171-0.000902j)  (-0.063780-0.058722j)  (-0.019317+0.023334j)  (0.013573+0.044428j)  (-0.057358-0.006680j)  (0.039743-0.047952j)  (0.004863-0.074948j)  (0.038292-0.032628j)  (0.021440-0.015142j)  (-0.058032+0.046016j)  (0.020355+0.030474j)  (0.044156+0.036249j)  (-0.044003+0.010872j)  (-0.019336-0.017068j)  (-0.014044-0.022323j)  (0.034388-0.016328j)  (-0.076881-0.013677j)  (0.029514-0.029786j)  (0.024860-0.041475j)  (0.036603-0.028162j)  (-0.037281-0.016184j)  (0.022012+0.034292j)  (0.042842+0.043028j)  (-0.023874+0.010427j)  (-0.027773-0.007057j)  (0.009202+0.042452j)  (0.016175+0.024670j)  (0.043295+0.029303j)  (-0.015787-0.051346j)  (0.024475+0.036044j)  (-0.058842+0.001332j)  (-0.069084+0.022507j)  (0.018479+0.022624j)  (-0.033858+0.025722j)  (-0.005673+0.012960j)  (-0.042818+0.029464j)  (0.048490-0.034337j)  (-0.045719+0.029466j)  (-0.042501+0.023503j)  (0.003173+0.010491j)  (0.004064-0.043713j)  (0.013395-0.030721j)  (-0.003357-0.011963j)  (-0.019242+0.022442j)  (-0.008637+0.051199j)  (-0.002282+0.016407j)  (0.043812-0.026616j)  (0.082145-0.028215j)  (-0.016266+0.042613j)  (-0.022833-0.043986j)  (-0.023797+0.036881j)  (-0.082203-0.001354j)  (-0.010684-0.048580j)  (0.014936-0.012550j)  (-0.015644-0.010777j)  (-0.002286+0.025937j)  (0.036997-0.026740j)  (-0.101751+0.094429j)  (0.055465-0.007139j)  (0.002886+0.034568j)  (0.032121-0.004117j)  (0.018739-0.033522j)  (0.033466-0.062620j)  (-0.013963+0.035887j)  (0.059193+0.021284j)  (0.029550+0.020480j)  (0.002195-0.049879j)  (-0.000015-0.058078j)  (0.039938-0.071078j)  (-0.012556-0.023854j)  (-0.064862-0.015546j)  (0.047942-0.039704j)  (-0.007291-0.036545j)  (0.002079-0.009765j)  (-0.028578+0.037548j)  (0.003900-0.013731j)  (0.001254+0.054190j)  (0.008214-0.013233j)  (-0.028170+0.040054j)  (0.016592-0.022102j)  (0.051480-0.074625j)  (-0.034125+0.040891j)  (0.023394-0.036976j)  (0.006445-0.019329j)  (-0.048766-0.021112j)  (-0.014976+0.014513j)  (0.031028+0.027668j)  (0.016194+0.018153j)  (0.073453-0.010629j)  (0.086880+0.022744j)  (-0.003607-0.022321j)  (-0.022028+0.004788j)  (0.027197+0.015232j)  (0.041735+0.030990j)  (0.024201-0.041876j)  (0.007412+0.017402j)  (0.007888+0.021063j)  (-0.008350-0.017381j)  (-0.021397+0.040359j)  (0.025096-0.013407j)  (0.006262+0.009643j)  (-0.013839+0.001624j)  (0.005501+0.004695j)  (-0.023858+0.058852j)  (-0.031231+0.006518j)  (0.028043+0.022795j)  (-0.009793+0.005825j)  (-0.028512-0.015227j)  (0.023255+0.033868j)  (-0.010749-0.005770j)  (-0.009125+0.013568j)  (0.042387+0.012579j)  (0.038883-0.007741j)  (0.046091-0.034630j)  (-0.021226+0.002012j)  (0.021035+0.003840j)  (-0.016174-0.028573j)  (0.004764+0.049128j)  (-0.018550-0.012141j)  (0.017371-0.023171j)  (0.030802-0.008125j)  (-0.011524-0.010778j)  (0.021876+0.009230j)  (0.014976-0.024374j)  (0.000436-0.013589j)  (0.017032+0.016316j)  (0.010037+0.015883j)  (-0.049521+0.000861j)  (-0.007259-0.020318j)  (-0.031253+0.010096j)  (-0.049393+0.030918j)  (0.026752+0.056309j)  (0.000955+0.076492j)  (0.028781-0.009551j)  (-0.014765+0.010256j)  (0.002537-0.086854j)  (-0.038492+0.006330j)  (-0.014697+0.000748j)  (-0.045930-0.012519j)  (-0.034953+0.026612j)  (-0.018846-0.027201j)  (-0.003575-0.013357j)  (0.027975+0.015207j)  (0.058069+0.079022j)  (0.021901-0.020553j)  (-0.003735+0.066056j)  (0.033025-0.010881j)  (-0.016854+0.057086j)  (0.013736+0.016670j)  (-0.058006+0.019549j)  (0.005879-0.021997j)  (-0.032451-0.023918j)  (-0.001950-0.002932j)  (-0.011851+0.028560j)  (-0.023139-0.003360j)  (0.009564-0.027744j)  (0.054243-0.022928j)
 (0.050866+0.006233j)  (-0.353277+0.011227j)  (-0.247434-0.023005j)  (-0.004446+0.066432j)  (-0.166077+0.125284j)  (0.173869-0.049512j)  (0.086814-0.003896j)  (0.050063+0.014212j)  (0.100555+0.014783j)  (0.045647+0.014561j)  (-0.131351+0.077862j)  (-0.008931-0.066532j)  (0.007493-0.057843j)  (0.044327+0.014431j)  (-0.091536-0.015730j)  (0.072594-0.032518j)  (0.047948+0.147605j)  (-0.058243+0.010154j)  (-0.027657+0.015498j)  (0.082010+0.052064j)  (0.036781+0.038933j)  (0.102098-0.117434j)  (-0.016448-0.079607j)  (0.038278+0.022381j)  (0.046025+0.017466j)  (0.064844-0.024123j)  (-0.010327-0.001575j)  (0.001017+0.047160j)  (0.027954-0.030550j)  (-0.024423-0.003290j)  (-0.099433-0.018767j)  (-0.010255-0.009028j)  (-0.012062-0.064967j)  (0.013918-0.016539j)  (0.043987-0.023460j)  (0.075516+0.078028j)  (-0.026570-0.001922j)  (0.052567+0.058592j)  (0.002323-0.040426j)  (0.049364+0.009687j)  (-0.017550-0.039402j)  (-0.006343-0.001111j)  (-0.002217+0.055064j)  (0.065488-0.006103j)  (0.080675+0.044205j)  (-0.022153-0.019924j)  (0.066122-0.020967j)  (-0.045192-0.013419j)  (-0.031353-0.026326j)  (0.062455-0.005587j)  (0.016921+0.005992j)  (0.002808-0.046143j)  (-0.021197+0.039333j)  (0.074524-0.010262j)  (0.069273-0.066171j)  (0.007216-0.030698j)  (0.076695-0.010096j)  (0.029442-0.080677j)  (0.053890+0.037815j)  (0.002198-0.035036j)  (-0.006650+0.019801j)  (-0.005564-0.013729j)  (0.033148+0.021527j)  (-0.024623-0.011294j)  (0.045134+0.083123j)  (-0.087959-0.012369j)  (0.014419+0.028762j)  (-0.046063-0.085674j)  (-0.012156-0.019390j)  (0.031048-0.001475j)  (-0.029091-0.052734j)  (-0.060591+0.020137j)  (-0.019566+0.042794j)  (0.023000-0.002833j)  (-0.022079-0.008649j)  (0.064769+0.026539j)  (-0.039793+0.036559j)  (-0.009236-0.022045j)  (0.042576-0.005308j)  (-0.017037-0.024963j)  (0.046393-0.067904j)  (-0.029088-0.023627j)  (-0.001964-0.023389j)  (0.067975+0.007223j)  (0.025760-0.007481j)  (-0.034902+0.031800j)  (-0.038068+0.017217j)  (0.059632-0.000561j)  (0.019321+0.027430j)  (-0.006811+0.003235j)  (-0.008982-0.002940j)  (-0.017184-0.045426j)  (0.001501-0.065585j)  (0.064757-0.028896j)  (-0.041490-0.038414j)  (-0.002318-0.037398j)  (-0.053510+0.001805j)  (-0.023008-0.011114j)  (0.039433-0.042842j)  (-0.075675+0.028286j)  (-0.043392-0.034430j)  (0.010112+0.001075j)  (-0.020246+0.005472j)  (-0.001585-0.024697j)  (0.031640-0.013847j)  (0.021038-0.028543j)  (-0.023781+0.086375j)  (-0.007169+0.071861j)  (-0.022790-0.009710j)  (0.015095-0.017666j)  (-0.017419-0.003064j)  (-0.001008-0.005426j)  (0.077842+0.006509j)  (-0.052495+0.054180j)  (-0.020982+0.008766j)  (-0.003465-0.010522j)  (0.047624-0.004292j)  (-0.049220+0.008483j)  (0.032785+0.002851j)  (-0.025489+0.019065j)  (0.034101-0.024471j)  (0.032449-0.011055j)  (-0.007881-0.007077j)  (0.001986-0.013522j)  (-0.018281+0.018364j)  (-0.060867-0.017664j)  (-0.047167+0.013715j)  (-0.040686+0.044052j)  (0.037821-0.000915j)  (-0.031976-0.017473j)  (0.009716-0.012910j)  (-0.046473+0.001324j)  (0.016661+0.016399j)  (-0.013541-0.097310j)  (0.053931-0.020419j)  (0.022968-0.021112j)  (-0.003418+0.001605j)  (-0.019355-0.012370j)  (-0.053941+0.072601j)  (0.045381+0.003475j)  (0.022483+0.085565j)  (-0.022955-0.012527j)  (0.041635+0.008149j)  (0.003782-0.051716j)  (-0.011386+0.014276j)  (0.043203+0.000420j)  (0.000400+0.013588j)  (0.020893-0.019888j)  (0.026432-0.025399j)  (0.057817+0.030485j)  (-0.007624-0.038558j)  (-0.036384-0.024734j)  (-0.006336-0.023430j)  (-0.029849+0.001436j)  (0.069331-0.037242j)  (-0.001351+0.040378j)  (0.017444+0.054460j)  (-0.008950-0.017413j)  (0.026356+0.050353j)  (0.027187-0.002207j)  (-0.023072+0.030459j)  (-0.025737-0.002042j)  (-0.011152+0.010032j)  (-0.012251-0.009733j)  (0.017751-0.036231j)  (-0.071369-0.054822j)  (-0.008482-0.043829j)  (-0.077581+0.031047j)  (0.019712+0.027098j)  (-0.000965+0.010635j)  (-0.022113+0.082835j)  (0.004899+0.012630j)  (0.031884+0.022771j)  (-0.000092-0.021501j)  (0.022797+0.037986j)  (0.047868+0.012705j)  (0.026002+0.009094j)  (0.036006+0.005351j)  (-0.071314+0.012920j)  (-0.017548+0.050259j)  (0.016511-0.030199j)  (0.042699-0.008521j)  (0.025752-0.034782j)  (0.010433-0.021183j)  (0.048310-0.021388j)  (0.017223+0.032834j)  (0.038873-0.050356j)  (-0.026686-0.003059j)  (0.038774+0.028001j)  (0.017241+0.008587j)  (-0.007251-0.031749j)  (-0.062674-0.060486j)  (-0.004339-0.010074j)  (-0.005452+0.057233j)  (-0.055620+0.010733j)  (-0.014673-0.068312j)  (0.016864+0.045696j)  (0.001562+0.047269j)  (-0.012411+0.002586j)  (-0.111828+0.011154j)  (0.045334-0.014662j)  (0.022725-0.005773j)  (-0.094479-0.019219j)  (0.002466-0.030904j)  (0.002542+0.007200j)  (0.072769-0.022025j)  (-0.028551+0.031332j)  (0.001860+0.046742j)  (0.017039+0.031214j)  (-0.001783-0.001154j)  (0.009877+0.016425j)  (0.054579+0.019200j)  (-0.018390+0.022469j)  (0.019185-0.019970j)  (-0.017047-0.016841j)  (0.007502-0.013524j)  (0.049532+0.007242j)  (-0.071008-0.086131j)  (-0.015115+0.049735j)  (0.036439+0.023338j)  (0.031579-0.021700j)  (0.025624-0.034931j)  (-0.028074+0.005584j)  (-0.032233+0.023841j)  (-0.032446+0.024824j)  (-0.063973-0.036853j)  (0.008284-0.038917j)  (-0.011918+0.006768j)  (0.003238-0.002945j)  (-0.028934-0.001263j)  (0.051726-0.006254j)  (0.094302+0.010290j)  (-0.001399-0.031070j)  (0.030552+0.012997j)  (-0.068925-0.017696j)  (-0.035823+0.001861j)  (0.065316-0.036323j)  (-0.036637-0.039092j)  (0.000132+0.031938j)  (0.009194-0.019963j)  (-0.006411-0.005060j)  (-0.026624+0.001601j)  (-0.037094+0.042898j)  (-0.047715+0.021648j)  (-0.006032-0.003647j)  (-0.035204-0.039601j)  (-0.089971-0.007575j)  (0.018333-0.008972j)  (-0.022436+0.035933j)  (0.032750-0.003948j)  (0.025313-0.025838j)  (0.034759-0.000109j)  (-0.029169+0.044848j)  (0.007001+0.063343j)  (0.032038+0.008358j)  (0.004898+0.009269j)
 (-0.106468+0.036157j)  (-0.055425-0.001809j)  (-0.489555-0.021586j)  (0.048158-0.041390j)  (0.102892+0.041127j)  (0.004552+0.026698j)  (-0.182657+0.085059j)  (0.115372-0.048814j)  (-0.156420-0.082088j)  (0.024414-0.069347j)  (0.056631+0.000254j)  (0.089462-0.006205j)  (0.051972-0.055170j)  (-0.038968-0.020392j)  (0.010354+0.066794j)  (0.017962-0.013493j)  (-0.068387-0.122563j)  (-0.031929-0.014455j)  (-0.014389-0.000163j)  (0.046449-0.088768j)  (-0.013539-0.034725j)  (-0.034258+0.043352j)  (-0.091510+0.028839j)  (0.004981-0.067592j)  (0.070787-0.003841j)  (-0.014982+0.095999j)  (-0.082101+0.019224j)  (0.013148+0.000601j)  (0.043634+0.096052j)  (-0.015503-0.000732j)  (-0.017789+0.059120j)  (-0.060427+0.011708j)  (0.098373-0.041087j)  (-0.032724+0.013444j)  (0.001988+0.054826j)  (-0.065256+0.018699j)  (0.073520-0.046159j)  (-0.075613-0.023172j)  (0.084771-0.091869j)  (-0.011808+0.024280j)  (-0.004790-0.020172j)  (-0.069877+0.010069j)  (-0.074650-0.036220j)  (-0.009023-0.074105j)  (-0.019292+0.078173j)  (0.047441-0.032079j)  (0.023230-0.010393j)  (-0.021857+0.049276j)  (-0.012768+0.046360j)  (-0.000593-0.011285j)  (0.038645-0.004600j)  (-0.016603+0.075770j)  (-0.069437-0.019202j)  (0.006367+0.023619j)  (0.047058+0.054638j)  (0.018549-0.056946j)  (-0.004111-0.054306j)  (0.011484+0.036257j)  (-0.005101-0.040032j)  (0.000546-0.015861j)  (0.025769+0.024516j)  (-0.074121+0.055501j)  (0.001408-0.026824j)  (-0.031748-0.006157j)  (0.014830-0.084479j)  (0.066212+0.011356j)  (0.025063+0.023638j)  (0.086798+0.001798j)  (0.028619-0.011909j)  (-0.044970-0.046955j)  (0.040489+0.007995j)  (0.047646+0.022048j)  (-0.009175-0.010303j)  (-0.029923+0.065599j)  (0.072409+0.038747j)  (-0.000585-0.026212j)  (0.003225-0.039806j)  (0.013102+0.022492j)  (-0.000300+0.006889j)  (0.000170-0.016827j)  (-0.058574-0.001632j)  (0.045022+0.037395j)  (0.004921-0.026308j)  (-0.000341-0.040535j)  (0.033103-0.007717j)  (0.038004-0.009608j)  (0.010606+0.045838j)  (0.030248+0.039992j)  (0.040203-0.045343j)  (-0.056806+0.039421j)  (-0.022178-0.051402j)  (-0.014574+0.030372j)  (0.066681-0.016288j)  (0.018681-0.018820j)  (0.049896-0.039015j)  (-0.057024-0.038426j)  (0.079701-0.050324j)  (-0.008060+0.009457j)  (0.005102+0.022570j)  (-0.007838-0.032314j)  (-0.017028-0.010112j)  (-0.009173-0.056484j)  (-0.032474+0.026705j)  (0.059668-0.022235j)  (0.042563+0.022798j)  (-0.022109+0.063490j)  (0.010497+0.016654j)  (0.021736-0.025342j)  (0.023107+0.013190j)  (-0.036983-0.030605j)  (0.002078-0.031940j)  (-0.013314+0.013195j)  (0.026944-0.036462j)  (-0.021119+0.018810j)  (-0.050768-0.028240j)  (0.012603+0.010169j)  (-0.039861+0.069190j)  (-0.016273-0.046303j)  (-0.022816-0.020620j)  (0.014858-0.009765j)  (-0.036369+0.012484j)  (-0.015344-0.013421j)  (0.017648-0.019942j)  (-0.002320+0.049339j)  (0.032376-0.011317j)  (0.031569+0.005826j)  (-0.003082-0.000648j)  (0.015207-0.027161j)  (-0.016050+0.001381j)  (0.030110+0.016253j)  (-0.006870+0.016614j)  (-0.025082+0.042086j)  (0.007098+0.002436j)  (0.019638-0.021520j)  (-0.040634-0.043185j)  (-0.032129+0.047945j)  (0.012107-0.033934j)  (-0.025305-0.014240j)  (0.014438+0.014809j)  (-0.002275-0.040526j)  (-0.042415+0.051360j)  (-0.003346+0.013166j)  (0.020509+0.054098j)  (0.037781+0.011915j)  (-0.010339-0.068605j)  (-0.039509-0.020508j)  (-0.001486+0.022506j)  (0.040941-0.028263j)  (-0.047333-0.029848j)  (-0.046770-0.001565j)  (0.013838-0.058661j)  (-0.012459+0.001071j)  (-0.012794-0.073280j)  (-0.001109-0.007655j)  (0.020964-0.008429j)  (0.005572+0.009581j)  (0.023131-0.025743j)  (-0.023634-0.000794j)  (-0.016173-0.000945j)  (0.071501-0.019620j)  (0.018092-0.002862j)  (0.021795+0.015477j)  (0.012327-0.019757j)  (-0.016734-0.018621j)  (0.012782-0.000862j)  (0.052020+0.014549j)  (0.020002+0.004908j)  (0.024628-0.035610j)  (0.044923+0.009429j)  (0.079491+0.040562j)  (0.012092+0.017511j)  (-0.000216-0.016575j)  (-0.022779+0.051687j)  (0.062718+0.045923j)  (-0.021962-0.011612j)  (-0.004518+0.008350j)  (-0.022588+0.009169j)  (0.013576+0.044250j)  (0.012177-0.005981j)  (0.026940+0.006835j)  (-0.057824+0.016642j)  (0.009125-0.027949j)  (-0.016137+0.001501j)  (-0.020123+0.044611j)  (-0.030195-0.033255j)  (0.005219-0.045803j)  (-0.055524-0.064258j)  (-0.036879-0.036723j)  (-0.014018+0.002324j)  (0.011969-0.048478j)  (-0.011474-0.021769j)  (0.020808-0.006791j)  (-0.064872-0.008544j)  (-0.038818-0.015296j)  (-0.031184+0.043381j)  (-0.011162+0.018390j)  (0.046538+0.022225j)  (-0.005311-0.016868j)  (-0.016358-0.001600j)  (0.020039-0.020493j)  (0.018386-0.002872j)  (0.013255+0.000226j)  (0.049918+0.004598j)  (-0.029129-0.000667j)  (-0.023461+0.028703j)  (0.045746+0.035228j)  (-0.040625+0.036224j)  (0.002643+0.013747j)  (0.003058+0.020271j)  (-0.011149-0.025940j)  (-0.004268+0.061891j)  (0.015069+0.042904j)  (0.020720+0.015268j)  (-0.008142+0.018061j)  (-0.018699+0.048516j)  (0.004192+0.003172j)  (0.023966-0.026711j)  (0.028505+0.006649j)  (0.033881+0.036737j)  (0.063262+0.030075j)  (-0.047219+0.020036j)  (-0.008452+0.025950j)  (0.012992+0.044380j)  (0.046035-0.040160j)  (0.000356+0.001976j)  (-0.048913+0.013376j)  (-0.021277+0.046830j)  (0.028377+0.081145j)  (-0.027525+0.053974j)  (0.017529-0.012363j)  (-0.028679-0.013082j)  (0.020630+0.034909j)  (-0.033385-0.020394j)  (-0.018031+0.007950j)  (0.006688+0.045529j)  (0.087415-0.009484j)  (-0.026043+0.025542j)  (0.026170-0.045240j)  (0.024875+0.015096j)  (-0.000745-0.044666j)  (0.084822+0.051273j)  (-0.028780+0.005178j)  (-0.090173-0.031364j)  (-0.031481-0.067421j)  (0.012505+0.050728j)  (-0.034380+0.031461j)  (0.011485-0.014524j)  (0.009710+0.033445j)  (0.016350-0.015852j)  (0.006908-0.013188j)  (0.003250+0.018634j)  (0.041191+0.038135j)  (-0.048713+0.011929j)  (0.014794-0.008828j)  (-0.035897-0.015007j)  (0.019243+0.015235j)
 (0.090979+0.048196j)  (0.051445-0.075512j)  (-0.021070+0.016110j)  (-0.423563-0.008249j)  (0.222333+0.027519j)  (0.202880+0.050937j)  (0.081590+0.026776j)  (0.030379+0.042784j)  (-0.062484+0.081634j)  (0.127532+0.036122j)  (0.025958-0.036259j)  (-0.129195+0.064220j)  (0.070930+0.041101j)  (0.119589-0.003532j)  (-0.076055+0.002695j)  (-0.000389-0.058914j)  (0.070209-0.100941j)  (0.037956+0.026848j)  (-0.028174-0.026539j)  (0.019189+0.017127j)  (-0.020176-0.020837j)  (0.056017+0.022275j)  (-0.091750-0.051596j)  (-0.045547+0.031607j)  (0.037843-0.006476j)  (0.026913+0.037283j)  (0.015050+0.041209j)  (-0.062272+0.037577j)  (0.009125+0.001654j)  (-0.083209+0.084236j)  (0.027949-0.097210j)  (-0.037284+0.070192j)  (0.047248-0.007882j)  (0.002444+0.009463j)  (0.017377+0.037281j)  (0.025160-0.037482j)  (0.050902+0.037541j)  (-0.016771-0.057227j)  (0.033165+0.082802j)  (0.034458+0.001285j)  (-0.093249+0.016591j)  (-0.038810-0.050414j)  (0.006583+0.076433j)  (0.081461+0.029746j)  (0.047980-0.034340j)  (0.022117-0.036948j)  (0.033312+0.011219j)  (0.009341-0.001947j)  (-0.033788+0.018323j)  (-0.077150+0.026088j)  (0.005988-0.021744j)  (-0.107867+0.002634j)  (0.000461+0.049984j)  (0.068066+0.081418j)  (-0.020467+0.008528j)  (-0.023753+0.066745j)  (0.019216+0.016105j)  (-0.022279-0.008355j)  (0.023264-0.013094j)  (0.044820+0.059164j)  (0.003698-0.044648j)  (0.004018-0.007401j)  (-0.036315-0.007943j)  (0.026200-0.000553j)  (0.045376+0.034035j)  (0.035830-0.018534j)  (-0.000659+0.006605j)  (0.016680-0.007782j)  (-0.044444+0.031365j)  (-0.090740-0.009617j)  (0.025764-0.063130j)  (0.034493-0.014380j)  (0.006079+0.013916j)  (-0.047732-0.032678j)  (-0.041115-0.056296j)  (0.046106-0.008646j)  (0.024451-0.022332j)  (0.008052+0.003308j)  (0.021930-0.030696j)  (-0.031962+0.033929j)  (-0.048225-0.028588j)  (0.037914-0.007185j)  (0.031747-0.012073j)  (0.016273-0.013200j)  (-0.037558+0.035806j)  (0.030218+0.030975j)  (-0.000938+0.045552j)  (0.005826+0.009519j)  (0.045030-0.010545j)  (0.079094+0.032239j)  (-0.021363+0.002758j)  (-0.001024-0.016176j)  (0.029410-0.013050j)  (-0.052586+0.028729j)  (-0.018181+0.032685j)  (-0.013235+0.020140j)  (-0.000637+0.051419j)  (-0.001586+0.000300j)  (0.004306-0.040446j)  (0.041875-0.021810j)  (-0.000794-0.015637j)  (0.050996-0.037541j)  (-0.074320+0.002576j)  (0.065009-0.013531j)  (-0.027009-0.009197j)  (-0.028590-0.015240j)  (0.030663-0.085258j)  (-0.001588-0.006245j)  (-0.008646-0.036699j)  (0.002200+0.047823j)  (0.056786+0.025128j)  (-0.050420+0.018136j)  (-0.006990+0.021709j)  (-0.006138+0.000741j)  (-0.014660-0.057076j)  (0.047523+0.001023j)  (0.032741-0.030606j)  (-0.009179+0.044282j)  (0.061023+0.058307j)  (0.023598-0.031472j)  (0.027149-0.009364j)  (0.008824+0.037892j)  (-0.057377-0.053223j)  (-0.034777-0.037816j)  (0.018334+0.035434j)  (0.023235+0.028572j)  (-0.011116-0.056724j)  (0.054094+0.027212j)  (-0.038212+0.015573j)  (-0.010615+0.005649j)  (0.029244+0.005946j)  (0.014703+0.059335j)  (-0.049444+0.016734j)  (-0.028374+0.038770j)  (-0.096996+0.027845j)  (0.029462+0.012546j)  (0.011174-0.016731j)  (-0.069293+0.002596j)  (-0.028870+0.001892j)  (0.100941+0.024403j)  (0.030596-0.013657j)  (0.024531-0.031980j)  (-0.061328-0.007791j)  (-0.003420+0.020557j)  (0.019678+0.049131j)  (0.020294-0.023311j)  (-0.010412-0.023341j)  (-0.035841+0.002146j)  (0.047287-0.029474j)  (0.011067-0.007921j)  (-0.017770+0.002739j)  (-0.038688-0.028353j)  (-0.028687-0.039333j)  (0.021822-0.028644j)  (-0.021206-0.010399j)  (0.009627-0.000272j)  (-0.053235+0.022170j)  (-0.015250-0.023026j)  (0.014850+0.001456j)  (-0.043647-0.021864j)  (-0.064575-0.054300j)  (-0.020015+0.053741j)  (-0.001535+0.065262j)  (0.026787-0.006758j)  (0.048703-0.001578j)  (0.029870+0.007009j)  (-0.035073-0.039384j)  (-0.018606-0.000295j)  (0.014159+0.001397j)  (0.067117+0.025078j)  (0.008135+0.026671j)  (0.008969+0.016581j)  (0.006615-0.001425j)  (0.027880-0.020862j)  (-0.004999-0.018937j)  (0.005262+0.006526j)  (0.074274-0.004315j)  (-0.013973-0.008589j)  (-0.014173+0.018964j)  (0.073168+0.024714j)  (0.000487+0.005933j)  (-0.007065+0.068910j)  (-0.038642+0.003707j)  (-0.076018-0.016302j)  (-0.025177+0.026071j)  (0.038411+0.012765j)  (-0.044814-0.031460j)  (0.039970-0.018892j)  (0.038980+0.014250j)  (0.027490+0.011382j)  (-0.068217-0.006683j)  (-0.010876+0.003908j)  (-0.028108-0.008465j)  (0.004703-0.014786j)  (0.013081-0.036136j)  (-0.022333+0.025822j)  (0.002333+0.003658j)  (-0.035281-0.008775j)  (-0.003328-0.000084j)  (-0.026600+0.039829j)  (0.011013+0.009244j)  (-0.027506-0.005469j)  (-0.003109-0.009254j)  (-0.067916-0.000413j)  (-0.018283+0.036195j)  (-0.021501-0.004113j)  (-0.040284+0.033721j)  (0.051343-0.032247j)  (-0.020774-0.035125j)  (-0.023866-0.018084j)  (0.015117+0.012727j)  (0.055223+0.035735j)  (0.016077+0.034944j)  (-0.034935-0.007907j)  (0.001222-0.000721j)  (0.010707+0.013318j)  (-0.029200-0.016814j)  (0.046351-0.010156j)  (-0.053643-0.057535j)  (0.001722+0.021995j)  (0.005469-0.005382j)  (-0.006022+0.006396j)  (-0.008183-0.090896j)  (0.001838-0.019236j)  (-0.042359-0.046687j)  (0.010268+0.012719j)  (-0.033614+0.020411j)  (-0.101392-0.030737j)  (-0.033433+0.044478j)  (-0.036666+0.046201j)  (0.010898+0.081381j)  (-0.010265-0.025774j)  (0.025294-0.001288j)  (-0.014961-0.062030j)  (-0.025436+0.052896j)  (0.041282+0.002497j)  (0.014212-0.020495j)  (-0.035220+0.011257j)  (0.017395-0.036634j)  (0.014756-0.012268j)  (0.037916-0.034453j)  (0.001394+0.001564j)  (0.010314+0.006033j)  (-0.044240-0.010833j)  (0.020854+0.027549j)  (-0.053886-0.053133j)  (0.024329-0.030155j)  (-0.060832+0.024207j)  (0.043369+0.043188j)  (-0.063299+0.000215j)  (-0.041805-0.030012j)  (-0.012131-0.007547j)  (-0.020895+0.088742j)  (0.067839+0.015003j)  (-0.024449+0.042074j)  (0.032448-0.009625j)
