 (-0.336330+0.001434j)  (0.162171+0.025493j)  (0.124408+0.026652j)  (0.107991+0.132412j)  (-0.117315-0.027608j)  (0.001336-0.016411j)  (0.009825+0.004670j)  (0.078353-0.052829j)  (0.018001+0.021203j)  (-0.078947+0.008791j)  (0.053812+0.009005j)  (-0.086000+0.030157j)  (-0.061578-0.056165j)  (-0.138879+0.012940j)  (-0.023696+0.075368j)  (-0.124124+0.011067j)  (0.173516-0.011909j)  (0.001393+0.004262j)  (-0.059782-0.006286j)  (-0.037728-0.061291j)  (0.107453-0.049201j)  (0.100725+0.038205j)  (0.105175+0.093616j)  (0.004219-0.029588j)  (0.058619+0.014398j)  (-0.128614+0.023697j)  (0.080481+0.137093j)  (0.100672-0.011721j)  (-0.029324-0.042498j)  (-0.100018-0.061695j)  (-0.057507+0.004348j)  (-0.012944+0.043238j)  (0.006764+0.007410j)  (0.024885+0.030467j)  (-0.110962-0.085741j)  (0.023137-0.024020j)  (0.001249-0.018454j)  (-0.016635-0.009098j)  (0.036636+0.071516j)  (-0.037887-0.039528j)  (0.011316-0.006640j)  (-0.092006-0.029501j)  (0.009071+0.042147j)  (0.091034-0.069860j)  (-0.030859-0.036131j)  (-0.009917+0.003411j)  (-0.073674+0.003313j)  (-0.043596+0.056178j)  (-0.014832-0.063071j)  (0.057934-0.054535j)  (-0.017136-0.065018j)  (0.025439+0.064203j)  (-0.034852+0.017852j)  (0.024501-0.019839j)  (-0.024320+0.006055j)  (-0.003445+0.065130j)  (0.010390-0.010903j)  (-0.007685+0.014147j)  (0.012995+0.019869j)  (-0.050015-0.035793j)  (0.065920-0.017653j)  (-0.002317-0.009932j)  (-0.024352+0.009995j)  (-0.050106-0.095468j)  (-0.012144-0.035537j)  (-0.007659-0.000917j)  (0.043575+0.002832j)  (0.004293-0.021026j)  (-0.048366-0.015775j)  (0.013613-0.035308j)  (-0.019524+0.027221j)  (-0.001791-0.048771j)  (0.072469+0.026516j)  (0.050723-0.010040j)  (-0.033099+0.011091j)  (-0.000135+0.048557j)  (0.026447-0.023038j)  (0.011024+0.046269j)  (0.011314+0.003255j)  (-0.014548-0.058627j)  (0.011712-0.003622j)  (0.060055-0.028592j)  (-0.012305+0.017845j)  (0.004854+0.012222j)  (0.069883+0.006497j)  (0.045047+0.019561j)  (-0.001691-0.020556j)  (-0.041359-0.033273j)  (0.055393+0.021931j)  (-0.014063-0.000323j)  (0.026239+0.038527j)  (-0.000416+0.055384j)  (0.080350+0.007570j)  (-0.006040+0.022480j)  (-0.008633+0.005248j)  (-0.028239-0.047256j)  (0.012296-0.002630j)  (-0.004186-0.025123j)  (-0.047136-0.030083j)  (0.024218-0.010065j)  (0.046713+0.004025j)  (0.039147-0.017329j)  (-0.017085-0.045467j)  (-0.071905-0.001234j)  (0.037090-0.022017j)  (-0.021381-0.102104j)  (0.039981+0.045412j)  (0.043665-0.013089j)  (0.018650-0.017159j)  (0.027217-0.022604j)  (-0.013487+0.027222j)  (-0.026039-0.015111j)  (0.017025+0.020773j)  (-0.028484+0.020005j)  (0.102053+0.032247j)  (-0.001253-0.013046j)  (-0.021831+0.063113j)  (-0.022837-0.056403j)  (-0.059773-0.035590j)  (0.029874-0.047816j)  (0.040637+0.006707j)  (-0.043062+0.002184j)  (-0.019878-0.027643j)  (0.070989-0.008374j)  (0.036599-0.019926j)  (-0.038734+0.030324j)  (0.051835+0.046875j)  (-0.010911+0.040435j)  (0.050258-0.068794j)  (-0.042766+0.016298j)  (-0.098998+0.049119j)  (-0.013075-0.006745j)  (0.023887+0.009472j)  (0.048265+0.003880j)  (0.072890+0.023079j)  (0.037499+0.043129j)  (-0.065218-0.040545j)  (-0.063391-0.001945j)  (-0.044188+0.049339j)  (-0.046467-0.031119j)  (0.034054-0.034395j)  (-0.016558+0.059067j)  (0.014455+0.057708j)  (-0.033058-0.034266j)  (0.001442+0.002038j)  (-0.017056-0.069728j)  (-0.001500+0.029379j)  (-0.001177+0.051658j)  (-0.033542-0.005051j)  (0.016516+0.005816j)  (0.016136+0.023053j)  (-0.015385+0.004120j)  (0.001243-0.022426j)  (-0.014440-0.038247j)  (-0.019342+0.005766j)  (0.004908+0.005663j)  (-0.013807+0.004124j)  (0.029632-0.006183j)  (0.020974+0.010473j)  (-0.036079-0.047124j)  (-0.012214+0.045926j)  (0.024144+0.021680j)  (-0.001175-0.015656j)  (-0.018294-0.024027j)  (0.063202+0.031276j)  (-0.045266-0.024550j)  (0.008003-0.044617j)  (0.006580-0.059514j)  (-0.022737-0.005447j)  (-0.033653+0.028779j)  (-0.004088-0.038979j)  (0.029204+0.011612j)  (-0.033063-0.019111j)  (-0.000148+0.050560j)  (0.031052-0.007252j)  (0.022285+0.056468j)  (-0.072406+0.026195j)  (-0.038120+0.021660j)  (0.003263-0.015500j)  (0.019898-0.005025j)  (-0.026533+0.013955j)  (-0.002085-0.041699j)  (-0.004513+0.018413j)  (0.029336+0.036465j)  (-0.042395-0.006862j)  (0.043736+0.026999j)  (-0.045923+0.003395j)  (-0.008564-0.010793j)  (0.068034+0.004641j)  (0.002722-0.053395j)  (-0.022776+0.020272j)  (0.042803+0.013223j)  (0.013448-0.003762j)  (-0.017986-0.031896j)  (-0.069943+0.009466j)  (0.006416+0.050038j)  (0.054253+0.060016j)  (0.002005-0.014198j)  (0.038195+0.032271j)  (-0.035105+0.052345j)  (0.007271-0.043704j)  (0.020284-0.016820j)  (-0.025207-0.035724j)  (-0.031866+0.023089j)  (-0.033737-0.023137j)  (-0.001502+0.001766j)  (-0.045309+0.059792j)  (0.014070+0.037368j)  (-0.000616+0.002745j)  (0.005494-0.044796j)  (-0.100316-0.017700j)  (0.043621+0.028319j)  (-0.018329-0.004474j)  (-0.043182+0.052554j)  (-0.025939+0.012523j)  (0.005399-0.016250j)  (-0.008599+0.030720j)  (0.000326-0.037563j)  (-0.043781+0.022716j)  (0.023187-0.034648j)  (-0.048560+0.026330j)  (0.027406+0.032218j)  (-0.032316-0.019396j)  (0.044632-0.038076j)  (0.051131-0.011809j)  (-0.049304+0.008702j)  (-0.048093+0.058041j)  (-0.068453-0.035125j)  (-0.017594+0.005195j)  (0.042255+0.017541j)  (-0.036334-0.009541j)  (-0.018949+0.018651j)  (0.030505-0.025736j)  (0.034101-0.000316j)  (-0.040722-0.033415j)  (0.020249-0.017698j)  (-0.018112+0.030710j)  (-0.019304-0.035370j)  (-0.030338+0.008344j)  (-0.045365-0.052272j)  (-0.009827-0.033945j)  (-0.026939-0.017957j)  (0.021986+0.023234j)  (-0.014548+0.004773j)  (-0.025981+0.016794j)  (0.034895-0.006553j)  (-0.014283+0.049095j)  (0.027070-0.021394j)  (-0.004841-0.008206j)  (-0.054166-0.002197j)  (0.040209+0.027154j)  (-0.022021-0.009641j)  (-0.029620+0.003737j)  (-0.079915-0.000938j)  (0.077056+0.040399j)  (0.009099-0.025211j)
 (0.110688+0.053124j)  (-0.359927-0.014904j)  (-0.081416-0.049020j)  (0.065536+0.021611j)  (-0.203039+0.053607j)  (0.041297+0.009622j)  (-0.190911-0.020144j)  (0.099275+0.059953j)  (-0.035726-0.074407j)  (0.038839-0.063176j)  (-0.168013-0.003668j)  (-0.020977+0.046942j)  (-0.055120-0.112148j)  (0.052790+0.116877j)  (-0.079641+0.025653j)  (0.073696-0.020453j)  (0.126099+0.033729j)  (0.031809-0.006421j)  (-0.044059-0.062242j)  (0.037174-0.038190j)  (0.071741+0.043588j)  (-0.039211-0.017990j)  (-0.040529-0.059473j)  (0.046338-0.020482j)  (-0.053510+0.061673j)  (0.007024+0.109732j)  (-0.004739+0.026078j)  (0.087039-0.049883j)  (0.031755+0.024039j)  (-0.016745-0.054633j)  (-0.140059-0.046097j)  (0.032837+0.035335j)  (-0.026051+0.092251j)  (0.037153-0.026930j)  (0.013649-0.040156j)  (0.073011-0.004775j)  (0.004360+0.019688j)  (0.048609+0.076508j)  (-0.011874-0.000723j)  (0.038536-0.021245j)  (-0.003062-0.055622j)  (-0.054328-0.033344j)  (0.024064-0.013388j)  (0.055567+0.023602j)  (-0.030801+0.076253j)  (-0.061259-0.012394j)  (0.011474-0.002149j)  (-0.037315+0.070252j)  (0.057352-0.032295j)  (0.068073+0.047996j)  (0.039690+0.033699j)  (-0.087391-0.015539j)  (-0.002418-0.056768j)  (0.074805+0.009433j)  (0.065787-0.041715j)  (-0.001202+0.016505j)  (-0.000263-0.020307j)  (0.046559+0.036114j)  (0.023546-0.081504j)  (0.007478-0.000680j)  (-0.010766-0.002274j)  (-0.042879+0.024930j)  (-0.019216+0.010330j)  (0.017977+0.076111j)  (0.032651+0.037701j)  (0.040980+0.040655j)  (0.043072-0.033679j)  (-0.064998+0.020034j)  (0.032746-0.070887j)  (-0.035562+0.066503j)  (0.030548+0.016911j)  (-0.005665+0.001769j)  (-0.036329+0.007520j)  (-0.022926+0.047098j)  (0.004034+0.027652j)  (0.027743+0.018250j)  (-0.059651-0.037309j)  (0.047123-0.024323j)  (0.026946-0.018395j)  (-0.021606+0.014694j)  (0.027172+0.008704j)  (-0.028651-0.029990j)  (-0.006667-0.055077j)  (0.045652-0.009793j)  (0.064601-0.024824j)  (0.026695-0.004548j)  (-0.012108-0.025298j)  (0.006866-0.020761j)  (0.003093+0.075349j)  (0.007128+0.009921j)  (0.013852-0.024220j)  (-0.051945+0.008134j)  (0.028932+0.061930j)  (0.026442-0.028139j)  (-0.063839+0.016702j)  (-0.038847+0.037945j)  (0.007190-0.022054j)  (-0.002004+0.053787j)  (0.035294+0.039209j)  (0.020185+0.015915j)  (-0.043350-0.020425j)  (0.009599-0.033359j)  (-0.003524+0.012774j)  (0.059752+0.003854j)  (-0.018320+0.022990j)  (-0.028387-0.034688j)  (-0.022815+0.010765j)  (0.050693+0.068661j)  (0.035924+0.035124j)  (-0.053494+0.013634j)  (-0.004241-0.007382j)  (0.007261-0.006162j)  (0.029422-0.014497j)  (-0.037784-0.058629j)  (0.008632-0.008847j)  (0.027222+0.052690j)  (0.018406-0.003967j)  (0.030608-0.011708j)  (-0.052970-0.036605j)  (0.034434-0.048553j)  (-0.004230-0.004375j)  (0.040386-0.044134j)  (0.066613+0.042066j)  (0.030392+0.023150j)  (-0.028069+0.019414j)  (-0.020500+0.021848j)  (-0.016138+0.011801j)  (-0.056641+0.052777j)  (0.048243-0.054933j)  (-0.014448-0.057089j)  (0.000325+0.067672j)  (0.021210-0.002103j)  (-0.015624+0.022624j)  (-0.039722-0.052975j)  (0.003197-0.029048j)  (0.042585-0.038720j)  (-0.058996-0.019043j)  (-0.021852+0.041198j)  (-0.054297+0.004957j)  (0.062309-0.002411j)  (-0.001187+0.074791j)  (-0.020514-0.011587j)  (0.039574-0.020768j)  (-0.023530-0.050347j)  (0.029944+0.019315j)  (0.038567-0.025218j)  (-0.087336-0.037042j)  (-0.020990-0.031642j)  (-0.018012-0.017420j)  (0.035320+0.015035j)  (0.011960-0.022327j)  (0.008469-0.004849j)  (-0.002079-0.043284j)  (-0.038459+0.006002j)  (0.010812+0.050004j)  (-0.042602+0.024256j)  (0.040567-0.035726j)  (0.019446+0.004718j)  (0.026199-0.042444j)  (0.004676+0.021095j)  (0.006325+0.008857j)  (-0.025818+0.026403j)  (0.035606+0.026892j)  (0.031540-0.022879j)  (0.013218-0.050740j)  (-0.021475-0.045512j)  (-0.034104+0.049017j)  (0.035297-0.040436j)  (0.017318-0.007265j)  (-0.012302+0.047669j)  (-0.007168+0.031837j)  (0.026585+0.035117j)  (0.010798+0.004996j)  (0.014215-0.039797j)  (0.071036+0.024562j)  (0.038146-0.036346j)  (0.029085+0.007033j)  (0.009565+0.009171j)  (-0.037493-0.047208j)  (-0.019608+0.007474j)  (0.021044+0.016011j)  (-0.024551+0.001503j)  (0.034837-0.030224j)  (0.016445-0.031972j)  (0.016902+0.016723j)  (0.125416+0.007334j)  (0.016500+0.026262j)  (-0.015690-0.026774j)  (-0.003797+0.005943j)  (0.023612-0.021732j)  (-0.062811+0.030710j)  (-0.031787-0.057065j)  (-0.014731-0.004590j)  (-0.026306+0.004599j)  (-0.110990+0.008912j)  (-0.009743-0.009122j)  (-0.003579-0.001258j)  (-0.075274+0.013623j)  (-0.021976-0.015182j)  (-0.042645+0.020109j)  (0.051232-0.007530j)  (-0.015144+0.013353j)  (-0.032494-0.004772j)  (-0.017659-0.059940j)  (-0.023544-0.005419j)  (0.032554-0.012993j)  (-0.045261+0.012983j)  (0.021388+0.017487j)  (-0.011140+0.000187j)  (-0.044967+0.025623j)  (0.007501+0.023589j)  (0.100291-0.016222j)  (-0.017736+0.050233j)  (-0.048439-0.031865j)  (-0.020569-0.047579j)  (-0.020059+0.001076j)  (0.050396+0.004410j)  (-0.032097-0.002617j)  (-0.085328+0.041211j)  (0.020791+0.015759j)  (0.008991+0.027272j)  (-0.026430-0.000955j)  (-0.008141+0.049755j)  (0.043147+0.005514j)  (-0.060204-0.004742j)  (-0.042515+0.021239j)  (-0.040925+0.009864j)  (-0.066245+0.013361j)  (-0.077287+0.017073j)  (0.068109-0.006357j)  (0.042302-0.009120j)  (0.032244+0.010373j)  (-0.000515-0.043597j)  (0.038697+0.006464j)  (0.013323-0.008283j)  (-0.047857-0.031833j)  (0.044976-0.016586j)  (-0.000333+0.007701j)  (-0.024026-0.014671j)  (-0.016039-0.018122j)  (0.019903-0.017534j)  (0.027080-0.029959j)  (-0.015697+0.032376j)  (-0.001223-0.050111j)  (-0.028908+0.068198j)  (-0.023175-0.015910j)  (0.026265+0.057439j)  (-0.030012-0.014035j)  (-0.033634+0.021072j)  (-0.004125+0.010990j)  (-0.002397-0.018687j)  (0.042435-0.026437j)  (0.022621+0.007673j)  (0.042574-0.006240j)  (0.035472+0.010420j)  (0.027125+0.023500j)
 (-0.275115+0.050444j)  (0.033655-0.054012j)  (-0.384671+0.009638j)  (0.123989-0.028862j)  (0.043803-0.013077j)  (-0.204595+0.028978j)  (-0.101040-0.163695j)  (0.086328+0.026223j)  (-0.030784+0.008359j)  (-0.083695+0.030822j)  (0.018372-0.016144j)  (0.095046+0.036416j)  (0.102194-0.004561j)  (-0.085023-0.085865j)  (-0.120861+0.065500j)  (0.076511-0.000060j)  (-0.088675-0.004358j)  (0.031599-0.046411j)  (0.070067-0.037956j)  (0.115373+0.004062j)  (-0.024566-0.040152j)  (-0.051139-0.011815j)  (-0.104270+0.052831j)  (0.036303-0.005356j)  (0.089714+0.046938j)  (0.022114-0.045424j)  (-0.048039-0.040607j)  (-0.003636-0.038281j)  (0.017057+0.018945j)  (0.036221-0.002487j)  (-0.003774-0.044386j)  (-0.068962+0.061206j)  (0.093758+0.018576j)  (0.004049-0.029063j)  (0.056742-0.058505j)  (-0.004633-0.063983j)  (-0.007035+0.034959j)  (-0.055275-0.074712j)  (0.010077-0.001384j)  (-0.003376+0.007121j)  (-0.042013-0.053994j)  (-0.037567+0.008745j)  (-0.025170+0.017562j)  (-0.036656-0.007901j)  (0.050307+0.035101j)  (0.017973+0.022980j)  (0.025087-0.048795j)  (0.085443+0.032397j)  (-0.001711+0.024817j)  (0.016392-0.031913j)  (-0.009962+0.024493j)  (-0.052030-0.058417j)  (-0.056142-0.053045j)  (-0.008752-0.039839j)  (-0.009319+0.016591j)  (0.051572+0.007635j)  (-0.026205+0.000230j)  (0.045395+0.056767j)  (0.011503-0.014336j)  (0.075942+0.009977j)  (0.055522-0.019599j)  (-0.071393-0.033154j)  (-0.011928+0.012935j)  (-0.048877+0.023545j)  (0.054319-0.028251j)  (-0.008827+0.038571j)  (-0.041131+0.001729j)  (0.058906+0.010756j)  (0.033733+0.008261j)  (-0.017687-0.012743j)  (0.027990-0.001046j)  (0.011260-0.002470j)  (-0.017814-0.010542j)  (0.012471+0.033905j)  (0.069351-0.050386j)  (-0.006079-0.042173j)  (0.040031+0.044908j)  (0.003005-0.025572j)  (0.023657+0.010444j)  (0.017522-0.020544j)  (-0.010891-0.046160j)  (0.055305+0.023639j)  (-0.051748+0.031684j)  (-0.066488-0.057399j)  (-0.014171+0.018065j)  (-0.045053+0.028593j)  (-0.001195+0.041851j)  (-0.047056-0.009144j)  (0.050389-0.044006j)  (-0.019215-0.048886j)  (0.001842-0.043972j)  (-0.035304-0.016891j)  (0.003863+0.044817j)  (-0.040880+0.007743j)  (0.096800-0.016211j)  (0.013410+0.076281j)  (0.077128-0.040125j)  (0.012557+0.000292j)  (0.014310+0.028400j)  (0.068861-0.035741j)  (0.038148-0.003094j)  (0.000963-0.001645j)  (-0.004776-0.005176j)  (0.037246-0.045929j)  (-0.021628+0.039606j)  (-0.048864-0.029204j)  (0.005127-0.013085j)  (0.027884+0.007163j)  (0.011111+0.005122j)  (-0.022181-0.039562j)  (0.033771-0.034475j)  (-0.074298+0.029196j)  (-0.007800-0.018750j)  (0.020231-0.064250j)  (0.006887-0.020086j)  (-0.001532+0.002252j)  (-0.015601+0.025304j)  (-0.025738-0.031269j)  (-0.047686-0.012656j)  (-0.043532+0.011667j)  (-0.004704-0.022538j)  (-0.005210-0.061739j)  (0.010714+0.035589j)  (-0.009354+0.028662j)  (-0.042965+0.016546j)  (-0.001339-0.048832j)  (0.010708-0.015272j)  (-0.010077-0.056878j)  (-0.037546-0.075005j)  (-0.000118-0.006287j)  (-0.007802-0.017305j)  (0.017258-0.017138j)  (-0.005841+0.017417j)  (0.008819+0.040182j)  (0.028825+0.044719j)  (-0.011752-0.074567j)  (-0.030965+0.012030j)  (-0.008186-0.011849j)  (0.038934-0.008217j)  (-0.051507-0.018704j)  (0.006225+0.037573j)  (-0.022933+0.020818j)  (-0.092080+0.038546j)  (0.029485-0.006924j)  (-0.022183-0.023894j)  (-0.098782+0.013214j)  (0.054401+0.029075j)  (0.026536-0.010545j)  (-0.006695+0.028622j)  (0.006195-0.026441j)  (0.016983-0.040287j)  (-0.014182+0.048005j)  (-0.026080+0.010836j)  (0.013817+0.004914j)  (0.016903-0.010250j)  (0.018609+0.009532j)  (-0.030135+0.006205j)  (0.056714-0.029217j)  (-0.020501+0.011762j)  (0.058169+0.016042j)  (0.058742+0.035293j)  (0.014851+0.077268j)  (-0.047789-0.005413j)  (-0.003255-0.004357j)  (0.047106-0.047219j)  (0.010287+0.011107j)  (-0.061647+0.030177j)  (0.041498-0.006274j)  (-0.016631+0.019323j)  (0.008655+0.015540j)  (-0.024382+0.048393j)  (0.031267-0.028520j)  (0.013084-0.000128j)  (0.038791+0.022429j)  (0.009839-0.086477j)  (0.000808-0.023214j)  (-0.016039+0.039704j)  (0.051150+0.020474j)  (-0.005712+0.018674j)  (-0.027578+0.008863j)  (-0.028426+0.030959j)  (0.005478+0.047861j)  (0.026066+0.003993j)  (0.012663+0.055533j)  (-0.014694-0.056114j)  (-0.046982+0.016089j)  (0.050809+0.060725j)  (0.047697-0.013053j)  (-0.017494-0.050338j)  (0.018387-0.026860j)  (-0.036210+0.022966j)  (-0.061694-0.013029j)  (-0.034458+0.021311j)  (-0.008268+0.051021j)  (-0.076144+0.032992j)  (0.040810-0.010993j)  (0.032870+0.017727j)  (0.012102-0.007098j)  (-0.021522+0.016065j)  (-0.011149+0.012531j)  (0.031546-0.018270j)  (-0.010313-0.003288j)  (-0.001678+0.038884j)  (0.054831+0.021868j)  (0.009824+0.000959j)  (0.007969-0.001628j)  (-0.014354-0.001309j)  (-0.005006-0.043942j)  (-0.017111+0.003548j)  (0.002388-0.003407j)  (0.028371-0.017926j)  (0.011412+0.052643j)  (-0.031282+0.013229j)  (0.030021+0.003940j)  (0.031895-0.047754j)  (-0.043660-0.012591j)  (0.002675+0.010139j)  (-0.002276+0.000926j)  (0.063480-0.024545j)  (0.035719+0.034952j)  (0.013015-0.007048j)  (0.049217-0.018148j)  (-0.001881+0.050728j)  (0.065626-0.022610j)  (0.040419+0.008794j)  (-0.031496+0.049686j)  (0.016661-0.017366j)  (0.013221+0.001352j)  (-0.019902-0.086917j)  (-0.015898+0.018585j)  (0.018168+0.028757j)  (-0.002103-0.029769j)  (-0.002799-0.024951j)  (0.027865+0.031413j)  (-0.022243-0.010559j)  (0.024772+0.003407j)  (-0.059078-0.014500j)  (-0.031468-0.035028j)  (0.049171+0.014440j)  (-0.027902+0.017394j)  (-0.020996+0.025637j)  (0.002071-0.008370j)  (0.014910-0.032550j)  (-0.012996-0.022465j)  (0.034580-0.031700j)  (0.010210+0.044498j)  (0.009860+0.059283j)  (-0.016683+0.001865j)  (0.023304+0.022259j)  (0.001026+0.046648j)  (0.012703-0.003749j)  (0.040585+0.019520j)  (-0.001842-0.006709j)  (0.065903-0.053857j)  (-0.042810+0.058747j)  (0.007970-0.040848j)
 (0.026962-0.004011j)  (0.173843+0.006166j)  (-0.030613-0.008681j)  (-0.554974-0.011524j)  (0.133805+0.097616j)  (0.066088+0.078855j)  (-0.037214-0.082627j)  (0.108945+0.021945j)  (-0.006944+0.075544j)  (0.142974-0.010001j)  (0.058006-0.072942j)  (-0.056412+0.031865j)  (-0.025580+0.071859j)  (0.062297+0.025274j)  (-0.128227-0.009860j)  (0.050181-0.016944j)  (0.075078-0.076329j)  (0.065299-0.039621j)  (0.010235+0.056065j)  (0.045119-0.002539j)  (0.008395-0.008365j)  (-0.009895+0.031991j)  (-0.020803-0.067969j)  (-0.029836+0.028469j)  (0.014856+0.009666j)  (-0.071416+0.037576j)  (0.039802-0.045861j)  (0.071978-0.020635j)  (-0.003939-0.099032j)  (-0.108358+0.025433j)  (0.047949-0.037917j)  (0.028161-0.040684j)  (0.093480+0.003529j)  (-0.038291+0.053202j)  (-0.048543+0.014711j)  (-0.037951-0.016067j)  (0.017302+0.049238j)  (0.006023+0.032291j)  (0.054769+0.060966j)  (0.048639-0.026042j)  (0.022234-0.016243j)  (-0.000713-0.039592j)  (-0.014662+0.045546j)  (0.055540-0.001301j)  (-0.051828+0.009503j)  (0.008630-0.002741j)  (0.012482-0.028004j)  (0.045576+0.042686j)  (0.031529-0.002575j)  (0.072802-0.018560j)  (-0.035554-0.054245j)  (-0.047005-0.009886j)  (-0.014965+0.041745j)  (-0.053664+0.054248j)  (0.001029-0.005966j)  (0.018747+0.021542j)  (0.021188-0.017028j)  (-0.019424-0.023191j)  (0.043170-0.065405j)  (-0.033184+0.005081j)  (0.029978-0.026657j)  (-0.063414+0.015601j)  (-0.006056+0.000768j)  (-0.005583+0.010151j)  (0.011305-0.009547j)  (0.053602+0.050237j)  (0.045532+0.003513j)  (0.047705-0.026975j)  (0.030962-0.004956j)  (-0.036342+0.025187j)  (0.030419-0.025154j)  (-0.042346+0.024552j)  (-0.026574+0.023823j)  (-0.016481-0.090949j)  (-0.062325+0.017258j)  (-0.031649+0.020846j)  (-0.025517-0.010921j)  (-0.009600-0.026622j)  (-0.002941-0.003639j)  (-0.027022-0.028105j)  (0.004800+0.090628j)  (-0.016297+0.015771j)  (0.015437+0.004996j)  (-0.025377-0.032597j)  (0.026181+0.025563j)  (-0.016473+0.041515j)  (0.024763+0.021540j)  (-0.033989-0.018055j)  (0.051132+0.032390j)  (-0.049472-0.048897j)  (0.020217+0.013971j)  (-0.067853+0.018106j)  (0.060222+0.018283j)  (0.061626+0.060107j)  (-0.036757-0.015660j)  (0.022813-0.038913j)  (0.008445+0.004496j)  (0.031374-0.001914j)  (0.064375-0.013642j)  (0.043698-0.016011j)  (0.017245-0.041678j)  (0.049896-0.041244j)  (-0.050576+0.032457j)  (0.044304-0.020572j)  (-0.018779-0.006416j)  (0.003329-0.017511j)  (0.036243+0.035965j)  (0.017217-0.048411j)  (0.035345-0.045740j)  (0.009946+0.039614j)  (0.109865+0.048177j)  (-0.034239-0.004166j)  (0.048271+0.022909j)  (-0.030591+0.019726j)  (-0.030073+0.003278j)  (-0.013042-0.001725j)  (0.007280-0.020944j)  (0.005856+0.046423j)  (0.007049+0.053154j)  (-0.029656+0.060005j)  (0.041658+0.037160j)  (0.037702-0.026649j)  (0.003273+0.007596j)  (0.032224+0.006656j)  (0.000016-0.034436j)  (-0.022293+0.004953j)  (-0.021324+0.007423j)  (0.005080-0.046282j)  (0.016565+0.048860j)  (-0.002040+0.038992j)  (-0.057867-0.014683j)  (-0.021819-0.014314j)  (-0.019674+0.010800j)  (-0.031145+0.036254j)  (-0.010566+0.000865j)  (-0.001478-0.005962j)  (0.026857+0.025113j)  (-0.039558+0.043893j)  (-0.015077-0.026845j)  (0.014724+0.022215j)  (0.016483-0.042032j)  (0.013980-0.005190j)  (-0.059120+0.031003j)  (0.004044+0.028034j)  (-0.004195-0.018124j)  (0.013159+0.010591j)  (-0.010419-0.018825j)  (-0.008087-0.003723j)  (0.013287-0.000272j)  (0.002177+0.009624j)  (0.006850+0.025141j)  (-0.033113-0.018933j)  (-0.018204-0.026992j)  (-0.071101-0.039936j)  (-0.020538+0.016495j)  (-0.012072+0.035650j)  (-0.003726+0.018984j)  (0.011857-0.013710j)  (0.001661+0.008161j)  (-0.033447-0.024705j)  (0.042831-0.035254j)  (-0.024956-0.001639j)  (-0.050766-0.024113j)  (0.010824-0.014356j)  (0.031382-0.010322j)  (-0.008687+0.007696j)  (-0.010250-0.022263j)  (-0.030033+0.035485j)  (-0.043209+0.013903j)  (0.006277-0.017491j)  (0.015396+0.024321j)  (0.034996+0.022550j)  (0.030951+0.021700j)  (0.016942-0.048651j)  (-0.010632-0.039740j)  (0.013522-0.019236j)  (0.039055+0.033293j)  (-0.016530+0.062994j)  (-0.024512+0.019434j)  (-0.002086+0.017501j)  (-0.013474-0.011983j)  (-0.048439-0.012161j)  (0.004202-0.006759j)  (-0.056179-0.065902j)  (0.055883+0.030215j)  (0.046726+0.004598j)  (-0.020430+0.022931j)  (0.007790+0.028030j)  (-0.020611-0.013125j)  (-0.021227-0.034564j)  (-0.037249-0.003047j)  (-0.014920-0.006021j)  (-0.046066-0.003130j)  (0.030072+0.073051j)  (-0.059954-0.007375j)  (-0.044937+0.025286j)  (0.070663-0.012529j)  (-0.040166-0.001466j)  (-0.042372-0.013189j)  (0.018378+0.022178j)  (0.002448-0.008275j)  (0.018438-0.004632j)  (-0.013967-0.019696j)  (0.007315+0.009677j)  (-0.035111-0.030312j)  (0.039317-0.037012j)  (-0.030832+0.005014j)  (-0.000677+0.014973j)  (-0.013494+0.000800j)  (-0.037122+0.035189j)  (-0.028732+0.035557j)  (0.015402+0.053161j)  (0.011095+0.042981j)  (0.011679-0.004873j)  (-0.015338-0.047153j)  (-0.058232+0.008136j)  (0.039495-0.055674j)  (-0.010824-0.004307j)  (-0.046309+0.007340j)  (0.003731+0.019358j)  (0.009810-0.024259j)  (0.009681-0.037853j)  (0.019955+0.030280j)  (-0.018804+0.005055j)  (0.030390-0.031826j)  (-0.007326-0.007977j)  (-0.003008-0.006993j)  (-0.044697+0.031382j)  (-0.043725-0.015348j)  (-0.003424+0.008863j)  (-0.003742+0.017729j)  (-0.005407+0.006287j)  (0.027319-0.008522j)  (0.082277-0.024539j)  (-0.042994+0.016365j)  (0.027248+0.006962j)  (-0.005037+0.053509j)  (-0.047010-0.004555j)  (0.040535+0.000031j)  (-0.006145-0.001200j)  (-0.017142-0.022255j)  (-0.028171+0.005620j)  (0.008930-0.037625j)  (-0.002608+0.042710j)  (0.056187+0.020269j)  (-0.084353+0.044734j)  (-0.008082+0.069995j)  (-0.040571+0.045766j)  (0.004637+0.025713j)  (-0.057078+0.017460j)  (-0.002684-0.051331j)  (0.057669+0.031932j)  (0.017361-0.009823j)  (-0.016525+0.016375j)  (-0.046425-0.000729j)  (0.022833-0.000541j)
