 (-0.834873+0.000262j)  (0.195530+0.075843j)  (-0.086413+0.004387j)  (0.073353+0.024966j)  (-0.006025-0.000621j)  (0.022456+0.046580j)  (-0.029672-0.015584j)  (0.029776+0.027522j)  (0.078341-0.001953j)  (-0.058957+0.012200j)  (-0.001927+0.057728j)  (0.008893+0.016273j)  (-0.016598+0.005470j)  (0.028032-0.063008j)  (-0.009537+0.110801j)  (-0.035767-0.015602j)  (-0.008371-0.000354j)  (0.068233+0.026233j)  (0.079390+0.028437j)  (0.043150+0.074210j)  (-0.005083-0.024425j)  (-0.021452-0.010228j)  (-0.041831-0.037639j)  (0.023023-0.004334j)  (-0.031253+0.010881j)  (0.018345-0.032386j)  (-0.022978+0.018545j)  (-0.054561-0.093119j)  (-0.012476-0.000042j)  (-0.003507-0.008709j)  (-0.024269-0.003367j)  (0.042160+0.016062j)  (-0.039444-0.004197j)  (-0.034865+0.002092j)  (-0.041043+0.010338j)  (0.004655-0.038338j)  (-0.029062+0.028155j)  (0.020786+0.058704j)  (0.013301+0.022007j)  (0.013473+0.036619j)  (-0.022038-0.029449j)  (0.018007+0.009589j)  (-0.019797+0.012625j)  (0.021530-0.015503j)  (0.027133-0.037340j)  (-0.040650+0.014349j)  (0.001502-0.010779j)  (0.051216-0.001098j)  (0.071434+0.020345j)  (-0.018769-0.014999j)  (-0.006250+0.015869j)  (0.013116+0.001844j)  (0.030493+0.012374j)  (-0.022806+0.095645j)  (-0.010757-0.016930j)  (-0.016257+0.026750j)  (-0.035648+0.007567j)  (-0.010080-0.038673j)  (0.030937-0.074324j)  (-0.031820+0.039101j)  (0.029428+0.002463j)  (0.035463+0.019980j)  (-0.002232+0.008140j)  (-0.038341+0.002355j)  (-0.047408+0.007990j)  (0.024429-0.001727j)  (-0.001473-0.020595j)  (0.014089-0.036451j)  (-0.043217-0.018857j)  (0.000603+0.004192j)  (0.006992-0.049017j)  (0.008739+0.063498j)  (0.043280+0.000818j)  (0.010869+0.009479j)  (-0.040154-0.011377j)  (0.006262+0.014178j)  (-0.005823+0.013566j)  (-0.007262+0.042502j)  (0.034198+0.041431j)  (0.014704+0.019290j)  (0.048772-0.018977j)  (0.061113+0.025019j)  (-0.039129+0.099047j)  (0.033218+0.017622j)  (-0.029131+0.006652j)  (0.005321+0.039628j)  (0.023593+0.035014j)  (-0.003818+0.026337j)  (0.009511+0.040447j)  (0.014791-0.007558j)  (0.000861-0.001799j)  (0.043287+0.036196j)  (-0.006255-0.012103j)  (0.028464+0.080552j)  (-0.038740+0.002471j)  (-0.008892-0.022649j)  (0.002634+0.036403j)  (-0.026503-0.011817j)  (0.030668+0.005570j)  (-0.019393+0.086215j)  (-0.003883+0.000588j)  (-0.008936+0.032524j)  (0.024386+0.001010j)  (-0.017270+0.021617j)  (0.008478+0.030753j)  (0.024574-0.006826j)  (0.036252+0.014505j)  (-0.021758-0.007501j)  (-0.012151-0.057544j)  (0.004589+0.004630j)  (-0.036809+0.014622j)  (-0.011109+0.018465j)  (0.021125-0.016475j)  (0.006663+0.004101j)  (0.052815+0.014325j)  (0.031142+0.011092j)  (0.013113-0.010554j)  (0.044791-0.017702j)  (0.017329-0.000413j)  (-0.068090+0.043072j)  (0.017445+0.021609j)  (-0.041336-0.006726j)  (0.014468+0.000098j)  (0.015750-0.010993j)  (-0.018497-0.020187j)  (0.023070+0.006218j)  (0.023011-0.010218j)  (-0.010227-0.040866j)
 (-0.177360-0.010239j)  (-0.580868+0.003677j)  (-0.156143-0.089602j)  (-0.057420-0.029981j)  (-0.076162-0.049037j)  (0.029390-0.084084j)  (-0.025830-0.071094j)  (0.012884+0.049491j)  (-0.008843-0.020418j)  (0.342884+0.013474j)  (-0.034977-0.065859j)  (0.080793-0.025512j)  (0.119767+0.059475j)  (0.042023+0.085113j)  (0.012274+0.064236j)  (0.039705+0.006633j)  (-0.080960-0.030275j)  (0.013846+0.016823j)  (0.056689+0.033175j)  (-0.027601-0.040693j)  (-0.151783+0.009122j)  (0.034305+0.035763j)  (-0.128136-0.003414j)  (-0.016457+0.004918j)  (0.077403+0.062575j)  (-0.100053-0.000480j)  (-0.022677+0.016340j)  (-0.042461+0.063894j)  (-0.013979+0.013872j)  (-0.095836+0.087290j)  (0.006511+0.002580j)  (-0.007402+0.020516j)  (-0.047504+0.035713j)  (0.003426+0.075067j)  (0.025126+0.035581j)  (-0.091957-0.024544j)  (-0.013200-0.033565j)  (0.049876+0.019438j)  (0.008489+0.020701j)  (-0.006831-0.015270j)  (-0.033871-0.036054j)  (-0.007371-0.073743j)  (0.046210-0.000156j)  (0.014116-0.012523j)  (-0.036107-0.018877j)  (0.023280+0.036859j)  (-0.019967-0.007281j)  (0.010130-0.037727j)  (-0.064164-0.015758j)  (-0.022524+0.030816j)  (-0.020578+0.064622j)  (-0.004485+0.031912j)  (0.080153-0.003179j)  (0.073454-0.025954j)  (-0.084041+0.001576j)  (-0.021035+0.060707j)  (0.045140+0.037027j)  (0.048146+0.070579j)  (0.034075+0.049365j)  (-0.043818+0.009281j)  (0.007013+0.088524j)  (0.064099+0.015811j)  (-0.015143+0.058122j)  (0.040439+0.014752j)  (-0.017798+0.039061j)  (0.037765+0.043629j)  (-0.047546-0.034830j)  (0.033773-0.006821j)  (-0.041442+0.068048j)  (0.019687-0.051367j)  (-0.046587+0.023895j)  (0.047444-0.109245j)  (0.056116+0.046627j)  (-0.060929+0.005667j)  (-0.018812-0.009928j)  (-0.043022+0.036737j)  (-0.066594+0.010881j)  (-0.032979+0.024914j)  (-0.061630-0.063283j)  (-0.032740+0.045552j)  (0.024574+0.039922j)  (0.018488-0.025487j)  (0.020734-0.000573j)  (0.013586+0.004942j)  (-0.035963-0.036134j)  (0.034928-0.006991j)  (0.011871-0.028896j)  (-0.011115-0.020036j)  (0.042563+0.044024j)  (0.050861-0.045704j)  (0.026961-0.039831j)  (-0.050251-0.014087j)  (0.051465+0.117194j)  (-0.041416-0.026098j)  (-0.018537+0.033395j)  (-0.057409+0.006138j)  (0.003238-0.052263j)  (0.009480+0.005975j)  (0.074117-0.018788j)  (-0.000588-0.039290j)  (-0.028263-0.028437j)  (0.043630+0.017611j)  (0.085862+0.057322j)  (0.030206+0.024441j)  (0.009959-0.116207j)  (-0.006682-0.015143j)  (-0.003904-0.032247j)  (-0.011724-0.016749j)  (-0.006286+0.081433j)  (0.037194-0.009839j)  (0.019388+0.009049j)  (-0.015874-0.010758j)  (0.025068-0.004711j)  (0.013174-0.000267j)  (-0.029931-0.001321j)  (-0.004087-0.088721j)  (0.017650+0.014181j)  (0.003679+0.002068j)  (0.022162+0.016627j)  (0.009717-0.010292j)  (0.047650+0.034452j)  (0.009713+0.028374j)  (0.019281-0.024050j)  (0.019195+0.016056j)  (0.065350+0.020693j)  (0.093528-0.009237j)  (-0.030954+0.014070j)  (-0.000611-0.007491j)
 (0.113668-0.065144j)  (0.133046+0.085257j)  (-0.838801+0.004652j)  (-0.006566-0.057135j)  (0.029737-0.009521j)  (0.033112-0.003717j)  (0.011297+0.024230j)  (0.017325-0.044606j)  (0.042793-0.035576j)  (-0.052463+0.168611j)  (0.026409-0.058743j)  (-0.016543-0.002352j)  (-0.034911+0.006958j)  (-0.026710+0.096302j)  (0.010430-0.033149j)  (-0.021057+0.028136j)  (0.004254-0.025638j)  (0.027785-0.024888j)  (0.009422-0.043720j)  (0.021494-0.025128j)  (0.008382-0.037253j)  (-0.001170+0.047062j)  (0.006837+0.059949j)  (0.018615-0.022125j)  (-0.035073+0.013567j)  (-0.042832+0.004807j)  (0.025865-0.020974j)  (0.020737+0.051108j)  (-0.024851+0.005257j)  (0.004897+0.007470j)  (-0.005037+0.001008j)  (0.035389+0.004622j)  (-0.034851-0.037777j)  (-0.011914-0.045661j)  (-0.016747-0.006541j)  (0.042269+0.021070j)  (0.041163-0.017804j)  (-0.013260-0.007358j)  (-0.001164+0.006180j)  (0.022437-0.008685j)  (-0.008727+0.009645j)  (0.038558+0.070598j)  (-0.020089+0.008915j)  (0.001424-0.028644j)  (0.005585-0.033744j)  (-0.066851+0.090931j)  (-0.015770+0.025344j)  (0.006967-0.031989j)  (0.062953-0.095817j)  (-0.048450+0.019729j)  (-0.000360-0.025727j)  (0.012028-0.001872j)  (-0.036718-0.054208j)  (0.023392+0.015662j)  (0.018479-0.059235j)  (0.014130-0.007894j)  (-0.024495+0.006589j)  (-0.012656-0.003438j)  (-0.028924-0.043505j)  (-0.003319-0.014201j)  (-0.011044+0.071054j)  (-0.023636-0.011872j)  (-0.012433-0.003427j)  (-0.025661-0.000409j)  (-0.004619+0.062280j)  (-0.006867-0.004861j)  (0.014343-0.001568j)  (-0.028012+0.039805j)  (-0.013928+0.049299j)  (-0.000986-0.004383j)  (-0.020754-0.010337j)  (-0.000253-0.098468j)  (0.014545-0.000548j)  (-0.005637+0.020085j)  (-0.018473-0.053055j)  (0.007563+0.007176j)  (0.030336+0.021304j)  (-0.020208-0.016461j)  (0.063607+0.015344j)  (0.000025-0.033885j)  (0.029959-0.041749j)  (-0.002527-0.016998j)  (-0.014797-0.005030j)  (0.022995+0.053939j)  (0.024533-0.000353j)  (0.002017-0.020377j)  (0.029992+0.005960j)  (0.037342+0.005788j)  (-0.000595-0.024011j)  (-0.048503+0.046471j)  (0.021775+0.018287j)  (0.005048-0.017707j)  (-0.050225-0.005266j)  (-0.002464+0.002372j)  (0.016982+0.051288j)  (-0.006823-0.014337j)  (0.000411+0.012557j)  (-0.018327+0.005413j)  (-0.021122-0.004173j)  (0.029960+0.026379j)  (-0.036403+0.043512j)  (-0.027173+0.001461j)  (0.007644+0.030364j)  (0.006422+0.006250j)  (0.011258+0.017617j)  (-0.034295+0.081183j)  (0.009589+0.016905j)  (-0.005413-0.006197j)  (0.049432+0.068101j)  (0.012840+0.029627j)  (-0.007685+0.002610j)  (-0.011774+0.019992j)  (0.008201+0.019526j)  (-0.000764-0.022062j)  (0.007277-0.028694j)  (-0.007070+0.005063j)  (-0.009358-0.029544j)  (-0.026638+0.035397j)  (-0.011264+0.006193j)  (0.003932-0.046259j)  (-0.017029-0.009265j)  (0.010223+0.067992j)  (-0.019105+0.016995j)  (-0.022594+0.004528j)  (-0.050133+0.033700j)  (-0.000808+0.012906j)  (-0.027304-0.057813j)  (-0.010325-0.032617j)
 (0.041489+0.073316j)  (0.107730-0.052020j)  (-0.037746-0.026994j)  (-0.832332+0.081048j)  (-0.040655-0.012896j)  (0.020292+0.008282j)  (-0.047392-0.036478j)  (0.035530+0.030442j)  (0.057592+0.035066j)  (-0.066853-0.033089j)  (-0.028392+0.037066j)  (0.041599-0.008106j)  (0.039751+0.051610j)  (0.075443-0.058226j)  (-0.060318-0.037295j)  (-0.011030-0.077398j)  (-0.043641-0.004687j)  (0.065127+0.038285j)  (-0.005485+0.048283j)  (0.044257-0.003610j)  (-0.073108-0.008464j)  (-0.028124+0.003678j)  (-0.021042-0.049212j)  (0.012276+0.008678j)  (0.024242-0.006216j)  (0.038940-0.031409j)  (-0.012503+0.006055j)  (-0.025391-0.022451j)  (-0.057342-0.028300j)  (-0.026476-0.085016j)  (-0.005851+0.000648j)  (0.013640+0.058937j)  (-0.031576-0.008926j)  (-0.047851-0.007293j)  (-0.027336+0.007647j)  (0.022868-0.036151j)  (-0.030196+0.025087j)  (0.014139+0.028964j)  (0.014967+0.080376j)  (-0.017172-0.066727j)  (-0.035619-0.066252j)  (0.014030-0.000031j)  (-0.019446-0.010319j)  (-0.000754+0.026000j)  (-0.001554-0.005305j)  (-0.015814+0.052864j)  (-0.019687-0.017614j)  (0.031899-0.007597j)  (-0.001413+0.048813j)  (-0.002835-0.050475j)  (-0.038492-0.033675j)  (-0.008155-0.001997j)  (-0.000767+0.004190j)  (0.015686-0.054382j)  (0.013925+0.007833j)  (-0.026164+0.003765j)  (-0.018834-0.050060j)  (0.001563+0.011074j)  (0.054355-0.016948j)  (0.048769-0.009175j)  (-0.003211-0.024088j)  (-0.042795-0.062112j)  (0.039633-0.014572j)  (-0.035287-0.054574j)  (-0.023353-0.009795j)  (0.030506+0.064754j)  (-0.037364-0.006638j)  (0.011778-0.006516j)  (0.005183+0.045799j)  (-0.015632-0.048114j)  (-0.004153+0.003331j)  (0.014817+0.012729j)  (0.072328+0.052204j)  (0.030909+0.014664j)  (-0.011996-0.031133j)  (-0.027775+0.046587j)  (0.006637-0.012689j)  (0.002125+0.005987j)  (0.013486+0.010074j)  (0.023754+0.012705j)  (0.017421+0.016358j)  (0.026919+0.109533j)  (-0.061164-0.034563j)  (-0.020594-0.021720j)  (-0.053931+0.062964j)  (-0.013602+0.020545j)  (0.023907+0.032498j)  (-0.004555+0.023803j)  (0.025054-0.024030j)  (-0.003032-0.020811j)  (-0.026091-0.049358j)  (0.044240+0.003488j)  (-0.012274+0.097281j)  (0.010878-0.016802j)  (0.008383+0.000875j)  (-0.024153-0.008906j)  (0.026929+0.077306j)  (-0.014209-0.005282j)  (0.003654-0.001164j)  (-0.037829-0.082085j)  (-0.037824-0.019465j)  (-0.008946+0.008383j)  (0.000961+0.003301j)  (-0.013188+0.044800j)  (-0.022279-0.016516j)  (0.013172+0.009270j)  (-0.009783+0.002591j)  (-0.028025-0.036278j)  (-0.039559-0.040657j)  (0.001543+0.017139j)  (-0.009594+0.020710j)  (-0.032943-0.004483j)  (-0.014558+0.020653j)  (0.000970+0.058774j)  (0.013810+0.024715j)  (0.011438+0.008390j)  (0.025101-0.016315j)  (-0.019752-0.034489j)  (0.004503+0.057807j)  (-0.020424+0.027530j)  (0.006135-0.007421j)  (-0.009303-0.083710j)  (0.024719+0.016837j)  (-0.005206-0.001688j)  (0.017570-0.018123j)  (-0.003742+0.006378j)  (0.025802+0.033253j)  (0.018385-0.020551j)
 (0.058303-0.005837j)  (0.036678+0.026769j)  (0.019669+0.006507j)  (0.036606-0.042107j)  (-0.908473+0.004617j)  (-0.002961-0.040347j)  (-0.003942+0.008692j)  (-0.015172-0.074371j)  (0.029913-0.005671j)  (-0.008213+0.019102j)  (0.039123+0.037286j)  (0.009662+0.001936j)  (-0.007790-0.007702j)  (0.002988-0.027013j)  (0.021722-0.017587j)  (-0.008413+0.021901j)  (0.013491-0.005840j)  (0.006391+0.011624j)  (-0.034805+0.039134j)  (0.052194-0.009942j)  (-0.009344-0.031464j)  (-0.023095-0.017217j)  (0.015635+0.034263j)  (0.006508+0.005037j)  (-0.017773+0.009457j)  (0.011154-0.017404j)  (-0.051729-0.007499j)  (0.033318-0.012358j)  (-0.003161-0.010598j)  (-0.024915+0.016863j)  (0.004880+0.017697j)  (0.037334-0.009428j)  (0.012285-0.033417j)  (-0.023793+0.026557j)  (0.009962-0.021028j)  (-0.000859-0.032272j)  (0.001781+0.057635j)  (-0.021945+0.015866j)  (-0.023261-0.032495j)  (0.034456+0.002318j)  (-0.010190-0.009810j)  (-0.002514-0.023910j)  (-0.003140-0.033482j)  (0.035579-0.005192j)  (0.008034+0.070966j)  (0.000119+0.049762j)  (-0.011323+0.007700j)  (-0.002145+0.000840j)  (0.029444+0.038790j)  (0.005722+0.021533j)  (-0.017510+0.016320j)  (-0.000618+0.008259j)  (-0.001058+0.008105j)  (-0.011421+0.062984j)  (-0.005933-0.031573j)  (-0.033132-0.058056j)  (0.002618-0.016651j)  (-0.027171-0.020582j)  (-0.019390-0.005827j)  (-0.008347-0.005767j)  (-0.008004-0.010267j)  (-0.023459+0.068771j)  (0.013178-0.081094j)  (-0.002454+0.007209j)  (-0.045116+0.006097j)  (0.013279+0.035947j)  (0.032309-0.039107j)  (-0.022492+0.009834j)  (-0.012307-0.001298j)  (0.016561-0.003689j)  (-0.013352+0.013509j)  (0.021283-0.002471j)  (0.011152+0.073057j)  (0.015532-0.013782j)  (-0.027477+0.030015j)  (-0.001707+0.022437j)  (0.010111-0.002409j)  (-0.001646-0.006131j)  (0.000429+0.023752j)  (-0.003012+0.002990j)  (-0.000029-0.026845j)  (0.024189-0.006682j)  (-0.029455+0.057007j)  (0.001343+0.070973j)  (0.003124-0.008872j)  (0.000880-0.003406j)  (0.020911+0.011222j)  (0.034536+0.047715j)  (-0.025756-0.019154j)  (0.032124+0.038305j)  (0.038220-0.010186j)  (0.016364-0.003925j)  (-0.032783-0.046108j)  (0.048706+0.019661j)  (0.006149+0.009015j)  (-0.021707-0.003508j)  (0.017216-0.007268j)  (0.003206-0.004704j)  (0.008925-0.009472j)  (-0.012733-0.009622j)  (-0.028786+0.007531j)  (0.019454-0.026040j)  (0.020539-0.019397j)  (-0.010301-0.073410j)  (-0.006179-0.003540j)  (-0.011126-0.022729j)  (0.038922+0.015483j)  (-0.002271+0.006777j)  (0.011098+0.043125j)  (0.002099-0.008437j)  (-0.017407-0.018725j)  (0.009154+0.007606j)  (0.009148-0.011233j)  (0.007846+0.014132j)  (-0.000603-0.006141j)  (0.002410-0.009915j)  (-0.025746-0.013490j)  (0.001549-0.064781j)  (0.008348-0.065740j)  (-0.049352-0.052436j)  (-0.039535+0.060437j)  (-0.026353+0.007281j)  (-0.008723+0.000581j)  (-0.020388+0.053064j)  (-0.017326+0.046211j)  (-0.006297+0.005010j)  (0.013580-0.013091j)  (-0.010400-0.000063j)
 (0.001820-0.030866j)  (0.045062-0.079627j)  (-0.029269-0.040796j)  (-0.006652-0.035534j)  (0.014565-0.056739j)  (-0.881129+0.003987j)  (0.007888-0.061184j)  (0.007516-0.022480j)  (0.070468-0.112842j)  (0.017052+0.024041j)  (0.079860+0.045459j)  (0.006739-0.000974j)  (0.036311+0.021164j)  (-0.009634-0.013786j)  (-0.006086-0.002178j)  (-0.009295-0.004620j)  (0.006308+0.059215j)  (0.021925-0.012272j)  (-0.027100-0.017965j)  (0.004134-0.003170j)  (-0.013159-0.005562j)  (0.018947-0.002460j)  (-0.038837-0.069677j)  (0.000716-0.010930j)  (0.007621+0.017897j)  (-0.004139-0.033114j)  (-0.003319+0.037786j)  (-0.018493-0.080109j)  (-0.019206+0.032069j)  (0.019941+0.028550j)  (0.006887+0.014311j)  (0.032275-0.032572j)  (0.032898+0.011023j)  (0.022897+0.021652j)  (0.007576+0.023794j)  (-0.029950-0.017065j)  (-0.006504+0.006167j)  (-0.015459+0.023737j)  (0.027653-0.034917j)  (0.012467-0.016262j)  (0.004073-0.060144j)  (-0.003942-0.007874j)  (0.021838+0.030131j)  (0.012038-0.010938j)  (-0.028813-0.130366j)  (0.018827-0.034236j)  (0.005640+0.018472j)  (-0.009728-0.021694j)  (-0.041422-0.026670j)  (0.002906+0.049096j)  (-0.000898-0.067599j)  (-0.015618-0.010873j)  (-0.022040-0.035275j)  (0.023885-0.019153j)  (0.006291+0.027402j)  (-0.003333-0.000614j)  (-0.017604+0.041261j)  (-0.010744-0.044133j)  (0.024964+0.030176j)  (-0.000784-0.011917j)  (0.032373-0.014743j)  (-0.006099+0.008269j)  (0.009845+0.010437j)  (-0.028252+0.064745j)  (-0.035616-0.004549j)  (-0.000612+0.033777j)  (-0.019604-0.006792j)  (0.030572-0.007771j)  (-0.045502+0.013579j)  (-0.033574-0.029329j)  (-0.041753-0.004050j)  (-0.010720-0.035532j)  (0.019249+0.009618j)  (0.006651-0.003128j)  (-0.000326-0.003483j)  (-0.013115-0.024831j)  (0.005845-0.005550j)  (0.004400-0.020613j)  (0.020798+0.005015j)  (-0.043979-0.038800j)  (0.003099-0.035879j)  (0.019784-0.021047j)  (0.009146+0.027530j)  (-0.056403+0.064619j)  (0.010878+0.000096j)  (-0.008869+0.063304j)  (0.058862-0.034554j)  (-0.008044-0.004107j)  (-0.009817-0.013358j)  (-0.008866-0.006908j)  (0.027232-0.051762j)  (0.013411+0.035913j)  (0.009049+0.022595j)  (0.013384-0.054946j)  (0.031309+0.032147j)  (-0.029650+0.003036j)  (-0.006315-0.001507j)  (-0.006560+0.023478j)  (-0.035044-0.012342j)  (0.008366-0.026109j)  (-0.018503-0.011316j)  (0.031691-0.000284j)  (0.018937-0.040311j)  (0.014835+0.006697j)  (-0.015696-0.006775j)  (-0.006267-0.015617j)  (0.017245-0.009249j)  (-0.010776+0.048813j)  (0.004062+0.007153j)  (-0.002633-0.051593j)  (0.004487-0.065198j)  (-0.017360+0.034818j)  (-0.011017-0.006280j)  (-0.010603-0.042471j)  (0.014611+0.015903j)  (0.002123-0.019416j)  (-0.003624+0.022064j)  (0.009403-0.053290j)  (0.007330-0.071275j)  (0.021494+0.007734j)  (0.029307-0.025207j)  (-0.000590+0.016351j)  (0.034257+0.027777j)  (-0.004359-0.004809j)  (0.021305-0.060968j)  (0.002796-0.032153j)  (0.011668-0.009120j)  (0.000361-0.004988j)
 (0.006872-0.027705j)  (-0.045179+0.011837j)  (0.019565+0.027339j)  (0.009472-0.030008j)  (0.006193-0.009561j)  (0.008976-0.081458j)  (-0.888270-0.005994j)  (-0.009909-0.025997j)  (-0.014829-0.004622j)  (-0.049644+0.056494j)  (0.023422-0.006278j)  (-0.051605+0.011111j)  (0.007848+0.008951j)  (-0.097481+0.024909j)  (-0.009362-0.037017j)  (-0.004411-0.042391j)  (0.046976-0.011590j)  (-0.029356+0.004992j)  (0.017172-0.015298j)  (0.019195+0.029646j)  (0.017608+0.002662j)  (0.023242-0.005596j)  (-0.003099-0.009793j)  (0.015492+0.014349j)  (0.004963+0.121798j)  (0.007903-0.014146j)  (0.022151-0.025094j)  (-0.003369-0.057940j)  (0.015942+0.052156j)  (-0.005171-0.007546j)  (0.023309-0.134634j)  (-0.030138-0.029892j)  (-0.024933-0.034515j)  (0.025496-0.024350j)  (-0.005746+0.000305j)  (0.013905+0.089068j)  (0.039109-0.005876j)  (-0.018242-0.045658j)  (0.008455-0.011814j)  (0.025093+0.016533j)  (0.055989-0.008947j)  (-0.000868+0.004780j)  (0.003076+0.000462j)  (-0.019419+0.004006j)  (0.020223-0.020428j)  (0.026036+0.020960j)  (0.012735-0.037799j)  (-0.014716-0.002387j)  (-0.001132-0.002536j)  (0.027221+0.022577j)  (0.025641+0.044496j)  (-0.009018+0.008121j)  (-0.032234+0.011460j)  (-0.026445+0.031523j)  (0.041492+0.046880j)  (-0.015442-0.032099j)  (-0.006751-0.004000j)  (-0.028668-0.001878j)  (-0.038318-0.009520j)  (0.011156-0.007837j)  (-0.016875-0.015175j)  (0.012365+0.045732j)  (0.007842+0.074941j)  (-0.020572+0.014618j)  (-0.001680+0.021684j)  (-0.016408+0.004632j)  (0.046774-0.021146j)  (-0.009482-0.069720j)  (0.016014+0.045604j)  (-0.005800+0.024095j)  (-0.000336+0.055560j)  (0.023360-0.070906j)  (0.001669+0.000947j)  (0.013991-0.007104j)  (0.006616-0.014415j)  (0.013608-0.017705j)  (0.000324-0.028949j)  (0.002282-0.008749j)  (0.016950+0.019004j)  (-0.013480-0.010293j)  (-0.030295-0.023601j)  (-0.017516+0.008218j)  (0.032624+0.015639j)  (-0.017149+0.008858j)  (0.009237-0.017441j)  (-0.014444+0.062255j)  (-0.007140-0.051849j)  (-0.007800-0.009304j)  (-0.017796-0.020253j)  (-0.015555+0.012539j)  (0.033807-0.048198j)  (0.000276-0.016356j)  (-0.035764+0.046413j)  (0.012920+0.009486j)  (0.004578-0.048460j)  (0.038026+0.000294j)  (-0.008316+0.045231j)  (0.022349+0.015422j)  (-0.021824+0.013512j)  (0.018546+0.025195j)  (-0.010192+0.004332j)  (0.010360+0.044499j)  (-0.003785+0.005204j)  (-0.019700+0.012903j)  (-0.006810+0.017385j)  (0.002621-0.015755j)  (0.012278+0.009466j)  (0.004405-0.039376j)  (-0.008659-0.017649j)  (-0.003462+0.005760j)  (-0.011525-0.026068j)  (0.004705+0.007986j)  (0.024291+0.020008j)  (-0.003080+0.052626j)  (0.008013-0.017831j)  (0.026695-0.011880j)  (-0.018872+0.035990j)  (-0.003249-0.007647j)  (-0.009113+0.018064j)  (0.006303+0.026484j)  (0.009837+0.010057j)  (0.019122-0.028052j)  (-0.024503-0.001546j)  (-0.018376+0.059604j)  (0.017294-0.033480j)  (-0.018582+0.050740j)  (-0.015427-0.000302j)  (0.008458-0.053082j)
 (0.023701+0.039080j)  (0.057430+0.001140j)  (-0.015782-0.012622j)  (0.012519+0.029618j)  (0.018968-0.077994j)  (0.002016+0.005856j)  (-0.019195-0.013828j)  (-0.929845-0.014117j)  (0.033349+0.045499j)  (0.022576-0.023812j)  (0.001546+0.045062j)  (-0.006279-0.013695j)  (0.032292-0.026799j)  (0.004023+0.001396j)  (0.010997+0.004404j)  (0.067905-0.042949j)  (-0.036894+0.016431j)  (0.037840+0.013404j)  (0.000488+0.071984j)  (0.006478-0.000239j)  (-0.019655+0.015540j)  (0.008511-0.006167j)  (-0.054160+0.002724j)  (0.008603+0.016734j)  (0.015291+0.005048j)  (0.013178-0.002552j)  (-0.039278+0.039712j)  (-0.009168+0.018954j)  (-0.012588-0.002164j)  (0.003861+0.010558j)  (-0.002740-0.004534j)  (0.016581+0.041468j)  (0.010526+0.002197j)  (-0.012812-0.014198j)  (-0.024595-0.015084j)  (-0.012786+0.005405j)  (-0.004992+0.009855j)  (0.027869+0.023289j)  (-0.004601+0.017815j)  (0.005556+0.006555j)  (-0.017118-0.017007j)  (-0.027868+0.012779j)  (0.011773+0.005902j)  (0.022554-0.009162j)  (0.013466+0.003812j)  (-0.026120-0.021353j)  (-0.000151+0.049777j)  (0.021436+0.009558j)  (0.008035-0.067114j)  (0.002198-0.008494j)  (-0.000054+0.009381j)  (-0.008253+0.000352j)  (0.035609-0.077712j)  (-0.008987-0.015255j)  (-0.003883+0.018834j)  (0.017050+0.013362j)  (0.014291-0.042105j)  (0.003407-0.006879j)  (0.017075-0.015980j)  (0.014785-0.000979j)  (0.015924-0.013147j)  (0.002719+0.036451j)  (0.008750-0.004896j)  (-0.007339-0.044898j)  (0.012227-0.018197j)  (0.035343-0.000448j)  (-0.002406+0.054867j)  (-0.011544+0.070148j)  (0.017515-0.006477j)  (0.029472+0.007024j)  (0.004794-0.022895j)  (0.022348-0.062808j)  (0.037600+0.046562j)  (-0.002212+0.012741j)  (-0.011552-0.002755j)  (-0.020901+0.041428j)  (-0.009308+0.009509j)  (0.007634-0.004979j)  (-0.000047+0.030663j)  (0.016230-0.008323j)  (0.019408+0.033336j)  (0.038598-0.016223j)  (-0.021114+0.008883j)  (0.017106-0.017080j)  (-0.004844-0.040081j)  (0.018494+0.038240j)  (0.000707+0.017699j)  (-0.003120-0.038959j)  (0.036674-0.014734j)  (0.007358+0.003772j)  (0.006167+0.008059j)  (0.002226+0.033134j)  (-0.007702-0.005759j)  (-0.019300+0.024634j)  (-0.019169-0.017514j)  (-0.023506+0.036724j)  (0.018991+0.001361j)  (-0.006856+0.005588j)  (0.002605-0.003049j)  (0.011476+0.032057j)  (-0.030796-0.015370j)  (-0.012309-0.006717j)  (-0.007382+0.003165j)  (0.001494+0.004056j)  (-0.010062+0.004042j)  (0.012760+0.007624j)  (-0.000908-0.033587j)  (-0.001730-0.014449j)  (0.009097+0.002239j)  (0.013695-0.017388j)  (-0.016770-0.016224j)  (-0.000021-0.020797j)  (0.005944+0.003515j)  (0.008383+0.009811j)  (0.016981-0.000894j)  (0.023225-0.021192j)  (0.009331-0.002116j)  (0.022716-0.002756j)  (0.014483+0.000281j)  (-0.022097+0.056527j)  (0.014384-0.008432j)  (-0.014950+0.043586j)  (-0.014167-0.014595j)  (-0.000127-0.012682j)  (-0.022116-0.035013j)  (0.017696-0.018148j)  (0.005560-0.008208j)  (0.007000+0.007847j)
