 (-0.858497-0.003724j)  (0.132121-0.045741j)  (-0.094560+0.028985j)  (0.003542-0.026608j)  (0.051949+0.027136j)  (-0.073742+0.021024j)  (0.018911+0.014599j)  (0.015009-0.034212j)  (0.036263-0.045193j)  (-0.061806+0.041100j)  (0.004963+0.021621j)  (0.006204+0.006159j)  (-0.018190-0.027564j)  (-0.022340-0.015451j)  (-0.035988-0.012478j)  (-0.003342-0.016236j)  (0.018383+0.041223j)  (0.028617-0.012651j)  (-0.035603+0.035193j)  (0.003180+0.025989j)  (0.024727+0.000387j)  (-0.012846+0.045092j)  (0.020916-0.061596j)  (0.046407+0.016511j)  (-0.003758-0.021185j)  (0.008866+0.009874j)  (-0.020584+0.019116j)  (-0.021414+0.018401j)  (0.003127-0.006613j)  (0.054749-0.007019j)  (-0.002054+0.015525j)  (0.048499-0.020089j)  (-0.018944+0.115022j)  (-0.057499+0.009789j)  (0.082156+0.037911j)  (-0.046145+0.047289j)  (0.028592+0.013235j)  (0.001965-0.028151j)  (-0.018910-0.013472j)  (-0.000421-0.030117j)  (0.002493-0.008073j)  (-0.024618+0.007183j)  (-0.021973+0.004240j)  (0.011905-0.024250j)  (0.021037+0.024523j)  (0.070139+0.055473j)  (-0.022377-0.065482j)  (-0.039468-0.071358j)  (0.020696+0.024574j)  (0.002406+0.006348j)  (0.012722-0.027468j)  (0.021380-0.034051j)  (0.022702+0.019631j)  (0.002012+0.096955j)  (0.007653-0.011396j)  (-0.000597-0.010445j)  (-0.015139+0.006799j)  (-0.009167-0.028957j)  (-0.022978+0.034870j)  (0.019655-0.015201j)  (-0.002532-0.033897j)  (-0.011858+0.041870j)  (-0.010045-0.007916j)  (0.058609+0.076198j)  (-0.023642-0.038899j)  (0.012322+0.016512j)  (0.000128-0.018737j)  (0.001394+0.062198j)  (0.017035-0.049874j)  (0.010701+0.007436j)  (-0.022783-0.051077j)  (-0.053443-0.061293j)  (0.052375+0.021970j)  (0.029956+0.010404j)  (-0.012986+0.011595j)  (0.019946+0.007664j)  (0.004419-0.012035j)  (-0.014295+0.004956j)  (-0.004838+0.005761j)  (0.005679+0.003745j)  (0.002612-0.038635j)  (0.001606-0.017848j)  (-0.030747-0.049613j)  (-0.063816-0.041649j)  (0.004314+0.014521j)  (-0.041044+0.016794j)  (-0.006157-0.010049j)  (0.036309-0.002039j)  (-0.007084+0.010155j)  (0.011258-0.020092j)  (0.017017+0.002689j)  (-0.040428+0.054116j)  (0.015685-0.045472j)  (0.010940+0.015010j)  (-0.021541-0.023342j)  (-0.022172+0.035620j)  (-0.035008+0.035514j)  (-0.060240+0.046403j)  (0.004120-0.010275j)  (0.028753+0.013847j)  (0.029259+0.023542j)  (-0.016372-0.048203j)  (-0.017534-0.001693j)  (-0.003500-0.064681j)  (0.011156+0.002707j)  (-0.016018-0.051878j)  (0.013289-0.042514j)  (-0.005373+0.028754j)  (-0.036710+0.012430j)  (-0.008658+0.007237j)  (-0.005318+0.001558j)  (0.030183+0.015739j)  (0.034408-0.015285j)  (0.041306+0.077064j)  (0.026369+0.026351j)  (-0.009408+0.024210j)  (-0.002070+0.026895j)  (-0.017310+0.002322j)  (-0.023278-0.030448j)  (0.018122+0.014934j)  (0.003759+0.027163j)  (0.022130-0.023981j)  (0.014071+0.001330j)  (-0.040986-0.008736j)  (0.034641-0.017692j)  (0.012470-0.031603j)  (-0.028287+0.006094j)  (0.017883+0.014515j)
 (-0.146810+0.001437j)  (-0.796525-0.002495j)  (-0.069447-0.100375j)  (0.095929-0.037337j)  (-0.074722+0.038103j)  (0.082015-0.035430j)  (0.015702-0.012156j)  (-0.045026+0.050977j)  (-0.082812-0.040550j)  (0.189160-0.024284j)  (0.005895+0.016321j)  (0.003495+0.011637j)  (-0.018803-0.011219j)  (-0.007230+0.048916j)  (0.069325-0.023736j)  (-0.000033+0.016548j)  (-0.043566-0.032813j)  (0.083106+0.021402j)  (0.004580+0.014534j)  (-0.002901+0.044817j)  (-0.057477-0.003515j)  (0.002217+0.019624j)  (0.030799+0.046780j)  (-0.036899+0.043486j)  (0.033862-0.018894j)  (-0.044365-0.017154j)  (-0.034113+0.019151j)  (0.012608+0.008600j)  (0.042817-0.025788j)  (-0.073694+0.114454j)  (-0.011654+0.007624j)  (0.003699+0.004879j)  (-0.025785+0.035953j)  (-0.003472+0.002658j)  (-0.006762+0.044117j)  (0.000385-0.002704j)  (-0.014492+0.009070j)  (0.018961+0.018105j)  (0.018480+0.008643j)  (0.002956+0.096435j)  (-0.014972-0.002438j)  (0.026344-0.014051j)  (0.011786+0.010082j)  (-0.011309+0.029319j)  (0.016546+0.000585j)  (0.029336+0.023369j)  (0.021559+0.010218j)  (0.038039-0.058961j)  (0.024362+0.023913j)  (0.051461+0.044932j)  (-0.021472-0.004534j)  (-0.038089-0.016473j)  (0.020925+0.046170j)  (-0.010817+0.028221j)  (-0.003024+0.008131j)  (-0.004560+0.003827j)  (0.034053+0.012194j)  (0.036742+0.021199j)  (0.018065-0.081033j)  (-0.055654-0.006273j)  (-0.022092+0.059409j)  (0.033493-0.011083j)  (0.000408+0.039749j)  (-0.008785-0.002906j)  (0.002198+0.039207j)  (0.010231+0.030630j)  (-0.010014-0.031219j)  (0.008809+0.025027j)  (0.016035+0.007858j)  (-0.004386-0.011423j)  (0.012453-0.045059j)  (-0.029832-0.013443j)  (0.034643-0.094147j)  (-0.040440+0.022546j)  (0.013495-0.037955j)  (-0.024777+0.002464j)  (-0.009396-0.009497j)  (-0.016563-0.039012j)  (0.002272+0.043243j)  (-0.012596+0.028517j)  (-0.022848+0.047670j)  (0.047662-0.043964j)  (-0.004422-0.041278j)  (-0.000871-0.095183j)  (-0.055447-0.090545j)  (0.010308-0.051594j)  (-0.003923+0.000034j)  (-0.019387-0.002645j)  (0.055460+0.057695j)  (0.023581-0.045649j)  (-0.011453+0.018265j)  (-0.056443+0.027295j)  (0.020765+0.051035j)  (0.007659-0.001830j)  (0.029533+0.013656j)  (0.040115+0.016767j)  (0.012432+0.008219j)  (-0.048036+0.028893j)  (-0.002342+0.030212j)  (0.020615-0.052034j)  (-0.035212+0.036243j)  (0.028449-0.010089j)  (0.015396-0.024767j)  (0.025144-0.052480j)  (-0.008725+0.013533j)  (-0.027958+0.016600j)  (-0.001211+0.080024j)  (-0.006312-0.022451j)  (0.001770-0.013014j)  (-0.010335-0.018892j)  (0.003955+0.005468j)  (-0.007156-0.079509j)  (0.000532+0.013158j)  (0.053333+0.022095j)  (0.005448-0.011405j)  (-0.004634-0.015710j)  (-0.019055+0.019279j)  (-0.018972+0.003741j)  (0.039191-0.023920j)  (0.035004-0.009491j)  (-0.007120-0.023253j)  (0.034458-0.012450j)  (0.008695+0.021019j)  (0.051995+0.002794j)  (-0.039417+0.027159j)  (-0.091656-0.030082j)  (-0.017688-0.036557j)  (-0.025916-0.046264j)
 (0.086153-0.029480j)  (0.028772-0.055690j)  (-0.885335-0.005794j)  (0.006369-0.026745j)  (0.011174-0.055458j)  (0.004838+0.052697j)  (0.030231-0.012802j)  (-0.040840-0.031962j)  (0.004733-0.025589j)  (-0.053679+0.081142j)  (0.014523+0.000384j)  (-0.001508+0.006793j)  (-0.057114-0.003538j)  (-0.010407+0.092741j)  (0.009771+0.047720j)  (0.035737+0.013721j)  (0.020708-0.009953j)  (-0.008066+0.008641j)  (-0.006773-0.004709j)  (-0.002926-0.036588j)  (-0.017796-0.012490j)  (0.024854+0.057109j)  (-0.011510-0.060534j)  (0.027402-0.004711j)  (-0.053561-0.054395j)  (0.040725-0.018019j)  (0.033570-0.022923j)  (-0.021966-0.003297j)  (-0.006407+0.002051j)  (-0.015956+0.061308j)  (0.005468+0.011440j)  (0.012183-0.024564j)  (-0.006380+0.007574j)  (0.008201+0.045996j)  (-0.020220-0.014503j)  (0.011724+0.014395j)  (0.025887-0.022282j)  (0.001491+0.019090j)  (-0.005028+0.004770j)  (-0.008136-0.010617j)  (0.012491-0.007052j)  (0.047395+0.030420j)  (-0.009501+0.004183j)  (0.026265-0.021902j)  (0.001462-0.015759j)  (-0.007401-0.071278j)  (-0.008990+0.036678j)  (0.014248+0.023866j)  (-0.002015-0.030035j)  (-0.031964+0.059851j)  (0.003708-0.007972j)  (0.025305+0.022654j)  (-0.015667+0.004221j)  (-0.006662+0.000543j)  (-0.016609-0.042345j)  (0.013802+0.013978j)  (0.010049+0.002446j)  (-0.028437+0.022664j)  (-0.027958-0.022203j)  (-0.017845+0.042592j)  (-0.028493+0.005120j)  (-0.037427+0.016390j)  (-0.000509+0.024986j)  (-0.010529-0.003220j)  (-0.029824+0.078839j)  (0.035762-0.037054j)  (0.023624+0.000119j)  (0.000749-0.052772j)  (0.020803+0.065828j)  (-0.015245-0.013942j)  (-0.007594+0.002331j)  (0.003328+0.003098j)  (0.011364+0.015266j)  (0.017875+0.068298j)  (0.002612+0.068637j)  (-0.000854+0.038617j)  (0.009628+0.015728j)  (0.026856+0.003527j)  (-0.005840+0.008271j)  (0.004038-0.015518j)  (0.015993+0.012897j)  (-0.013264+0.014528j)  (0.028933+0.025557j)  (0.006591-0.008460j)  (0.011474-0.109424j)  (0.019486+0.023504j)  (-0.005677-0.014803j)  (-0.034934-0.028253j)  (-0.029317-0.015769j)  (-0.005672+0.004722j)  (0.011529-0.038924j)  (0.008022+0.009074j)  (-0.041366-0.011464j)  (-0.005742+0.043598j)  (0.020661-0.005211j)  (0.000963+0.015149j)  (0.015518-0.019941j)  (0.050876+0.011631j)  (-0.004778+0.009590j)  (0.013948+0.026046j)  (-0.010520+0.060147j)  (-0.005806-0.042891j)  (-0.000994+0.027725j)  (-0.019007+0.008654j)  (-0.004165-0.004407j)  (-0.004875+0.022358j)  (-0.042035-0.017118j)  (0.003048-0.006154j)  (0.010541+0.013364j)  (0.009142+0.022079j)  (0.020633-0.002342j)  (-0.007581+0.004515j)  (-0.015696+0.056277j)  (-0.037085-0.071966j)  (-0.008389-0.041904j)  (-0.012140+0.019508j)  (0.011536+0.069108j)  (-0.021872+0.037339j)  (-0.035549+0.007786j)  (-0.010969+0.015566j)  (0.010208-0.014394j)  (-0.037008-0.030732j)  (0.013338-0.020101j)  (-0.051507+0.070997j)  (-0.005299-0.020760j)  (0.028068+0.002877j)  (0.019533-0.003251j)  (0.016148+0.033311j)
 (-0.035439-0.026786j)  (-0.025873-0.040891j)  (-0.014013-0.046907j)  (-0.902917+0.020509j)  (-0.024025+0.029370j)  (-0.020160-0.055986j)  (-0.040713-0.008939j)  (0.039916+0.075106j)  (-0.010837-0.005492j)  (0.071129-0.031565j)  (-0.018677-0.010654j)  (0.001237-0.008913j)  (-0.004863+0.012721j)  (-0.015416+0.034034j)  (0.027216-0.019234j)  (0.007701-0.008905j)  (0.025215-0.080737j)  (0.007891-0.005933j)  (0.004776+0.017747j)  (0.024974+0.018034j)  (-0.012205+0.027880j)  (-0.007058-0.028690j)  (-0.000388-0.047846j)  (-0.017641+0.091759j)  (0.022484+0.010579j)  (-0.015422-0.009281j)  (-0.027707-0.001523j)  (0.000416+0.029739j)  (0.030734+0.051180j)  (-0.006708+0.021473j)  (-0.006102+0.001158j)  (0.012920-0.004424j)  (-0.037588+0.012616j)  (-0.012782+0.070586j)  (-0.009427-0.003220j)  (0.001303-0.000339j)  (-0.010059+0.014289j)  (0.000891+0.008728j)  (0.028174+0.000384j)  (0.012099-0.073444j)  (-0.045396+0.037413j)  (0.014789-0.006520j)  (0.015664+0.015147j)  (-0.024337+0.100082j)  (-0.003761-0.011139j)  (0.009407-0.041759j)  (-0.001527-0.025608j)  (0.018869-0.028454j)  (-0.028368+0.027539j)  (-0.006019+0.035724j)  (0.018581+0.042496j)  (0.009581-0.003366j)  (-0.030831+0.028443j)  (0.005747-0.001587j)  (0.019275+0.036954j)  (0.001788+0.032167j)  (0.011041-0.012485j)  (-0.004683+0.053430j)  (0.002228+0.014075j)  (-0.026258-0.017717j)  (0.001681+0.059950j)  (-0.001804-0.005254j)  (0.013571+0.005208j)  (0.020302-0.027410j)  (0.008885+0.022147j)  (0.019783-0.027199j)  (-0.016979-0.079710j)  (-0.007666-0.019607j)  (-0.056366-0.022793j)  (-0.001253-0.018729j)  (-0.003271-0.004920j)  (-0.017852-0.013990j)  (0.022344+0.002417j)  (0.010641+0.014947j)  (0.010833-0.029566j)  (-0.001694+0.003338j)  (-0.023162+0.020215j)  (-0.012952-0.007793j)  (-0.030037+0.019643j)  (0.008135+0.012443j)  (-0.002515+0.008949j)  (0.026292+0.042711j)  (-0.007164+0.070543j)  (0.028965-0.000175j)  (-0.009461-0.014289j)  (0.010820+0.032838j)  (-0.012586+0.010496j)  (-0.022495+0.006406j)  (-0.015477+0.008594j)  (-0.022748+0.010245j)  (0.015540+0.011490j)  (-0.016132-0.002653j)  (0.019226+0.001696j)  (-0.003235-0.008751j)  (0.041731-0.002211j)  (0.019443-0.018102j)  (0.039384+0.058702j)  (-0.032426+0.029213j)  (0.017283+0.015097j)  (-0.024367-0.015678j)  (0.003113+0.000072j)  (0.027513-0.034592j)  (-0.015649+0.013109j)  (-0.003551+0.039344j)  (0.015908+0.050201j)  (0.005001+0.006412j)  (-0.028655-0.006365j)  (-0.004277-0.020423j)  (-0.005311-0.050619j)  (-0.033026+0.000111j)  (-0.006658+0.057874j)  (0.003377-0.011943j)  (-0.019496+0.029251j)  (0.013293-0.021190j)  (0.023728+0.001695j)  (0.006811-0.002161j)  (0.013005-0.002524j)  (0.000770-0.026917j)  (-0.002223+0.060627j)  (0.014998-0.014308j)  (-0.032470+0.000567j)  (-0.026912+0.054937j)  (-0.002605-0.021007j)  (0.029190+0.036709j)  (0.022742+0.026708j)  (-0.017731-0.032043j)  (-0.006592-0.014871j)  (-0.007593-0.007377j)
 (0.003554+0.049414j)  (0.061484-0.010643j)  (-0.037741-0.014151j)  (0.032881-0.014814j)  (-0.890148-0.002438j)  (-0.047875-0.027770j)  (-0.016358+0.013450j)  (0.014550-0.028159j)  (0.017733-0.009064j)  (-0.051668-0.037315j)  (0.008747-0.012405j)  (-0.046469+0.006307j)  (0.022283-0.021173j)  (0.026551-0.016234j)  (-0.025835-0.009468j)  (-0.007433+0.023419j)  (-0.007513+0.012385j)  (-0.000426-0.009003j)  (0.013510+0.000370j)  (0.062089-0.021591j)  (-0.012698+0.053937j)  (-0.010006-0.017936j)  (-0.020914-0.006886j)  (0.016863-0.000161j)  (0.020281-0.046892j)  (-0.034193+0.009776j)  (0.030906+0.011425j)  (0.019426+0.040873j)  (0.013248-0.012151j)  (0.008319-0.015870j)  (-0.004882+0.020513j)  (-0.021561+0.002427j)  (-0.043257+0.013624j)  (-0.015681-0.006112j)  (0.046408-0.016005j)  (-0.044320+0.029921j)  (0.048564-0.035261j)  (0.012537-0.004068j)  (-0.001834-0.017704j)  (-0.055927-0.046869j)  (-0.004878+0.081866j)  (-0.055375-0.007824j)  (0.024374-0.047493j)  (-0.001989-0.004853j)  (0.006194+0.027772j)  (-0.004352-0.024326j)  (-0.034936+0.005251j)  (-0.031445-0.097896j)  (-0.002576+0.000865j)  (0.007659+0.011285j)  (0.003137-0.016243j)  (-0.016671+0.016679j)  (0.034842+0.017235j)  (0.044507-0.043039j)  (-0.017018+0.077890j)  (0.034720+0.053768j)  (0.021394+0.011224j)  (-0.000856+0.028630j)  (-0.016912+0.010251j)  (-0.003780-0.032011j)  (-0.002193+0.001537j)  (-0.020192-0.069451j)  (0.023370+0.011683j)  (0.000893+0.020295j)  (-0.021483-0.020562j)  (0.019109+0.052953j)  (-0.039456+0.011928j)  (0.020237+0.004704j)  (0.004772+0.022185j)  (-0.023864-0.008720j)  (-0.014303+0.023890j)  (0.016022+0.011096j)  (0.012788+0.004091j)  (0.024356+0.019336j)  (0.025707-0.018428j)  (-0.016931+0.055921j)  (-0.012523-0.028916j)  (-0.017394+0.011084j)  (0.012996-0.025450j)  (-0.004867+0.012267j)  (-0.008249+0.008806j)  (0.048650+0.050721j)  (-0.072419-0.001900j)  (0.034446-0.036036j)  (-0.001084+0.024276j)  (-0.030001+0.003371j)  (0.015597-0.011983j)  (0.019577+0.078375j)  (0.007903-0.046564j)  (0.005713+0.004962j)  (-0.008508-0.000705j)  (0.005409+0.007051j)  (0.021992+0.007388j)  (-0.024440+0.014539j)  (-0.016359-0.011214j)  (0.005828+0.005953j)  (-0.003784+0.000802j)  (0.013528+0.007457j)  (0.004453+0.002064j)  (0.001929+0.049610j)  (0.012547-0.005922j)  (-0.029869-0.015730j)  (-0.040515+0.060887j)  (0.002340+0.009051j)  (0.010622-0.072410j)  (-0.013579+0.007863j)  (-0.012008-0.011528j)  (-0.015892+0.066249j)  (-0.018961+0.030165j)  (0.015367-0.002698j)  (0.000223+0.007400j)  (-0.009871-0.001810j)  (-0.005885+0.057578j)  (-0.003722+0.069380j)  (0.036670+0.067856j)  (0.007518+0.013685j)  (-0.022550-0.056545j)  (-0.047760-0.035663j)  (0.001560-0.025545j)  (0.011128-0.043399j)  (-0.009887-0.039489j)  (0.012565-0.011069j)  (-0.001305-0.012775j)  (0.001481-0.030085j)  (0.021777+0.003322j)  (0.008220-0.029777j)  (-0.025472-0.062251j)  (0.003497+0.011786j)
 (0.029065-0.023953j)  (-0.081309-0.016173j)  (0.003186+0.018648j)  (0.003310-0.033189j)  (0.012683-0.031209j)  (-0.886310+0.044362j)  (0.061359-0.051859j)  (-0.005622+0.099288j)  (-0.029535-0.020822j)  (0.084223+0.003524j)  (-0.014918-0.000821j)  (0.022942-0.024547j)  (0.003158+0.044431j)  (0.040995+0.000963j)  (0.041008+0.009381j)  (0.014145-0.017994j)  (-0.002694-0.029052j)  (-0.021274+0.008093j)  (-0.012287+0.017548j)  (-0.021468+0.021740j)  (0.026195-0.012105j)  (0.028318+0.016044j)  (0.001921+0.064616j)  (-0.011438-0.073974j)  (0.016306-0.004963j)  (-0.018504-0.002782j)  (0.005889+0.004763j)  (0.019619-0.013888j)  (-0.017884+0.010052j)  (-0.012631-0.023014j)  (0.005997-0.003315j)  (-0.042686-0.032029j)  (0.002151-0.030288j)  (0.000237+0.021766j)  (-0.083778-0.083909j)  (0.010895-0.002785j)  (-0.004849+0.000020j)  (0.026113-0.042069j)  (-0.031289-0.068844j)  (0.011840+0.032049j)  (-0.027128-0.033685j)  (0.011910-0.017266j)  (-0.011216+0.033607j)  (-0.015345-0.014983j)  (0.013884-0.033724j)  (-0.022408-0.016908j)  (0.013942+0.011031j)  (-0.016582+0.020337j)  (0.050603-0.047511j)  (-0.008773-0.017066j)  (0.005120-0.022247j)  (-0.002710-0.006301j)  (0.010102-0.054247j)  (0.015490+0.077268j)  (-0.024799+0.037520j)  (-0.037933+0.008450j)  (-0.028813-0.005987j)  (0.029271+0.008478j)  (0.011191-0.062781j)  (-0.007805-0.001628j)  (-0.021363-0.004366j)  (0.003076-0.026081j)  (-0.000217+0.002930j)  (0.038518+0.100985j)  (-0.011099+0.016298j)  (-0.001489-0.042860j)  (0.003573+0.002404j)  (0.037732-0.006087j)  (-0.019341-0.007352j)  (-0.018451+0.047178j)  (-0.005332+0.005224j)  (0.054943+0.007340j)  (0.014443-0.002051j)  (-0.016331-0.024475j)  (0.010042+0.041855j)  (-0.027530-0.014064j)  (-0.016668-0.032919j)  (0.006548+0.012697j)  (-0.017208+0.004569j)  (-0.007722+0.019671j)  (0.013970+0.016566j)  (0.013857-0.043574j)  (0.022717-0.008221j)  (0.004960-0.011384j)  (0.027038+0.025796j)  (-0.005112-0.004918j)  (-0.006143+0.009093j)  (-0.038772-0.016137j)  (-0.002648-0.009950j)  (-0.011565-0.002540j)  (0.006150-0.073514j)  (0.025594-0.005116j)  (-0.002992+0.004428j)  (-0.003231-0.000316j)  (0.007692-0.052302j)  (0.004119-0.017859j)  (0.003892-0.002739j)  (0.002987-0.003252j)  (-0.014039-0.002787j)  (-0.014935+0.055090j)  (-0.004791+0.026666j)  (-0.011187+0.022533j)  (0.004379+0.011193j)  (-0.004491+0.020881j)  (0.005044+0.009879j)  (0.016847+0.019013j)  (-0.023866+0.032555j)  (0.009865+0.040045j)  (0.007350+0.002186j)  (0.020655+0.033189j)  (-0.013614-0.106003j)  (0.007429+0.004292j)  (0.002206+0.006124j)  (0.021660-0.023118j)  (0.024745+0.029184j)  (-0.006837+0.008743j)  (-0.004223-0.038808j)  (0.019642-0.058620j)  (0.000216-0.017714j)  (0.006954-0.007826j)  (0.019092+0.079116j)  (0.005408+0.005994j)  (0.012638-0.017779j)  (-0.042437+0.042829j)  (-0.013053+0.056195j)  (-0.012136-0.036542j)  (0.026065+0.013459j)  (0.017877-0.018188j)
 (-0.017833+0.001991j)  (0.006943-0.012614j)  (-0.017925-0.013493j)  (0.062522-0.020449j)  (0.005307+0.007525j)  (-0.045128-0.025529j)  (-0.917790-0.009539j)  (-0.012215+0.047030j)  (-0.014455+0.004555j)  (0.008248+0.006910j)  (-0.029937+0.003809j)  (0.018881+0.004348j)  (-0.014533+0.012401j)  (-0.012617+0.029375j)  (0.015565+0.000942j)  (0.028017-0.014316j)  (-0.009687-0.012269j)  (-0.052928+0.019872j)  (-0.029605-0.003892j)  (-0.021262-0.002587j)  (-0.005437+0.016867j)  (-0.020495+0.028530j)  (-0.021868+0.004736j)  (0.021056+0.000666j)  (-0.017902-0.048311j)  (0.007876-0.020341j)  (-0.003420-0.009032j)  (0.019753+0.048454j)  (-0.013902+0.002083j)  (-0.008625-0.005955j)  (-0.008409-0.010412j)  (0.021324-0.005054j)  (-0.001432-0.014765j)  (0.034030+0.009817j)  (-0.043741-0.031808j)  (-0.025333+0.043062j)  (0.000506+0.002151j)  (-0.004136-0.015810j)  (-0.000278-0.002324j)  (-0.012193+0.003841j)  (-0.010607-0.085962j)  (-0.001810-0.019805j)  (0.006980-0.117390j)  (-0.030575+0.003305j)  (0.024098+0.026541j)  (0.025618+0.011351j)  (0.006258+0.014354j)  (-0.002240+0.000080j)  (0.016873+0.007116j)  (0.017162+0.011064j)  (0.000475-0.062388j)  (0.006935-0.035034j)  (-0.013372-0.012518j)  (-0.011997+0.011967j)  (0.023183-0.016514j)  (0.021215+0.034912j)  (0.021393+0.001803j)  (0.016622+0.003768j)  (-0.005165+0.061389j)  (0.009738-0.016379j)  (0.009609+0.009057j)  (0.036971+0.026873j)  (-0.000730+0.030170j)  (0.014927-0.002256j)  (-0.005286+0.062794j)  (-0.030894-0.061896j)  (0.012647-0.007533j)  (-0.002770+0.013011j)  (-0.008747+0.054218j)  (-0.004398-0.004155j)  (-0.041892+0.052694j)  (-0.021861-0.013448j)  (0.023587-0.011761j)  (-0.002704+0.010933j)  (-0.016565-0.004436j)  (-0.002453+0.013605j)  (0.004573+0.055492j)  (-0.006531-0.017483j)  (0.012154+0.010319j)  (0.010178+0.017737j)  (-0.033325-0.002373j)  (0.018705+0.004712j)  (0.019150-0.003183j)  (-0.048077+0.012905j)  (-0.001445-0.024053j)  (0.021524-0.011254j)  (-0.010638+0.002592j)  (-0.015785-0.031087j)  (0.007797+0.029773j)  (-0.007507+0.009428j)  (0.034640+0.088413j)  (-0.009234+0.013466j)  (0.013406-0.001468j)  (-0.022728-0.001306j)  (0.001248-0.001969j)  (0.028454-0.061915j)  (-0.010764+0.026484j)  (-0.014849-0.001628j)  (-0.012260-0.007176j)  (-0.016633-0.000544j)  (-0.007863+0.007766j)  (0.014809-0.013898j)  (-0.033964-0.025095j)  (-0.005612+0.006487j)  (-0.005594+0.005514j)  (-0.013257+0.000845j)  (-0.001888-0.003677j)  (0.029593-0.031975j)  (0.005279+0.024243j)  (0.016323-0.006675j)  (0.042741-0.049939j)  (-0.021617+0.002441j)  (-0.017310+0.001079j)  (0.046997-0.023451j)  (0.015062-0.023157j)  (-0.022461+0.008309j)  (-0.005360-0.046479j)  (-0.004485-0.066439j)  (0.008751-0.009934j)  (-0.000583-0.015910j)  (-0.009222-0.003464j)  (-0.024714+0.051455j)  (0.023943-0.032822j)  (0.016293-0.011942j)  (-0.001402+0.009319j)  (0.027435-0.008765j)  (0.001695+0.050742j)  (0.003335+0.037426j)
 (-0.017553-0.012187j)  (0.021763+0.058573j)  (0.025641-0.027951j)  (-0.047485+0.064910j)  (-0.020330-0.024212j)  (0.000464+0.087605j)  (-0.004573+0.041225j)  (-0.908843-0.042536j)  (0.015314+0.069381j)  (-0.025630-0.015812j)  (0.058842-0.051464j)  (0.002711+0.019589j)  (-0.012137+0.019604j)  (0.010951-0.012585j)  (-0.007816-0.014775j)  (0.021117-0.015449j)  (-0.009516+0.005840j)  (0.027683+0.054597j)  (-0.024673+0.091007j)  (0.001729+0.001340j)  (0.026774+0.009809j)  (0.004408-0.026257j)  (0.014143-0.007335j)  (0.001795+0.011674j)  (0.019317+0.012696j)  (-0.016466+0.015305j)  (-0.004588+0.018317j)  (-0.022334+0.066493j)  (-0.005005+0.031942j)  (-0.006297-0.005313j)  (0.002675+0.002799j)  (-0.011062-0.079155j)  (-0.002345-0.052021j)  (-0.002424-0.007688j)  (-0.029772+0.017182j)  (0.014035+0.009489j)  (-0.021758+0.010030j)  (0.002438-0.000734j)  (-0.015907-0.030121j)  (-0.010810-0.039351j)  (0.009711-0.025712j)  (0.014002-0.000451j)  (0.024202-0.008543j)  (0.013275-0.003404j)  (0.009102-0.021431j)  (0.013667+0.025209j)  (0.008257+0.007766j)  (0.004134-0.006371j)  (-0.018621+0.000255j)  (-0.017966-0.006620j)  (-0.006643+0.030354j)  (0.008111+0.034625j)  (-0.017283-0.053457j)  (0.018978-0.002359j)  (0.017847+0.001852j)  (-0.006624-0.058813j)  (0.006156-0.063506j)  (0.023947-0.009037j)  (-0.019835-0.006272j)  (0.009103-0.017600j)  (0.022972-0.020040j)  (-0.017033-0.010054j)  (0.009176-0.011966j)  (-0.010921+0.017522j)  (0.008720-0.010645j)  (-0.027721+0.020385j)  (-0.032166-0.024577j)  (0.002391-0.019351j)  (0.004037+0.030202j)  (-0.010746+0.010297j)  (-0.006567-0.015776j)  (0.051485+0.012031j)  (0.005661+0.003480j)  (-0.011574-0.005692j)  (-0.023707-0.023966j)  (0.015500+0.000819j)  (-0.010778-0.002762j)  (0.004188-0.010861j)  (0.016344+0.010241j)  (0.015855-0.004210j)  (0.008044+0.053288j)  (-0.001535+0.006011j)  (-0.016387-0.005834j)  (-0.061812-0.083887j)  (-0.007483+0.016364j)  (-0.042380+0.053396j)  (0.014680+0.003989j)  (0.011918-0.057956j)  (0.031912-0.034059j)  (-0.029564+0.003544j)  (0.006368-0.000593j)  (0.024843-0.003776j)  (-0.002414+0.055196j)  (0.017296+0.014796j)  (0.004668-0.001831j)  (-0.003745+0.036506j)  (0.003550+0.033604j)  (0.008284+0.014740j)  (0.012736-0.018939j)  (0.018934+0.007992j)  (-0.000845-0.019044j)  (-0.019287-0.012451j)  (0.022597+0.021053j)  (0.008358-0.007785j)  (0.030384-0.006977j)  (0.027118+0.036809j)  (0.032997-0.067013j)  (-0.011800-0.018868j)  (-0.013323-0.003514j)  (-0.001689+0.020690j)  (-0.005836+0.005878j)  (0.024903-0.025296j)  (0.003508+0.012552j)  (-0.027505+0.053442j)  (-0.022735-0.042628j)  (-0.005127-0.030675j)  (-0.025523-0.006162j)  (-0.012733-0.006211j)  (0.004151+0.003094j)  (-0.009640+0.046015j)  (0.005527-0.001560j)  (-0.000856+0.061466j)  (-0.013163+0.022543j)  (0.016489-0.017902j)  (0.002551+0.021158j)  (-0.009465+0.016250j)  (0.026598+0.061410j)  (-0.010187-0.015696j)
