 (-0.317223+0.002505j)  (0.013069+0.060032j)  (0.049371+0.001311j)  (0.063954+0.080507j)  (0.075782-0.073771j)  (-0.178107+0.066504j)  (-0.111826-0.000976j)  (0.008352+0.065822j)  (0.079951+0.004915j)  (-0.106764-0.103169j)  (0.051500-0.028468j)  (-0.067210-0.051523j)  (-0.088596-0.150306j)  (-0.169346-0.050990j)  (-0.082190+0.057687j)  (-0.017140-0.106992j)  (0.170516+0.027749j)  (-0.001761+0.068489j)  (-0.067632-0.007192j)  (-0.078331-0.096930j)  (0.012108-0.060749j)  (0.087382-0.010736j)  (0.043807+0.029587j)  (0.001574-0.057217j)  (0.054325+0.034631j)  (-0.082560+0.010196j)  (-0.016905+0.035794j)  (0.035685+0.041433j)  (0.063195+0.009486j)  (-0.106216-0.062493j)  (0.051124+0.015716j)  (0.041271+0.113444j)  (0.031779-0.064842j)  (-0.083599-0.000417j)  (-0.058086-0.048620j)  (0.065423+0.027031j)  (-0.051466-0.051216j)  (0.046369+0.003795j)  (0.015935+0.021818j)  (-0.013644-0.061040j)  (0.042395+0.021781j)  (-0.087478-0.070852j)  (0.001931+0.028364j)  (0.045071+0.034569j)  (0.000696-0.049025j)  (-0.009139-0.031812j)  (-0.031427-0.040182j)  (-0.016767+0.050973j)  (-0.003428+0.026330j)  (0.070172-0.024028j)  (-0.060251-0.040587j)  (-0.013648-0.009715j)  (-0.016688-0.053415j)  (-0.062813+0.011230j)  (-0.026853+0.018638j)  (0.029850+0.014392j)  (0.007891+0.020652j)  (-0.021793-0.032254j)  (0.049555+0.025350j)  (-0.001383-0.044673j)  (0.070565-0.038289j)  (-0.057725+0.002589j)  (0.015290-0.082093j)  (-0.072608-0.013326j)  (0.019708-0.015921j)  (0.040715+0.016213j)  (0.001460-0.018223j)  (-0.009516-0.008713j)  (0.011306-0.011671j)  (-0.002248-0.027712j)  (-0.017437+0.036064j)  (0.011688+0.014031j)  (0.055815-0.003315j)  (0.042352-0.011527j)  (-0.074426+0.036701j)  (-0.014942+0.030435j)  (0.004073+0.024448j)  (-0.010000+0.004324j)  (0.007422+0.033923j)  (-0.012572-0.033681j)  (0.037352+0.018240j)  (0.051867+0.028537j)  (-0.009094-0.010856j)  (-0.028873-0.047453j)  (0.004605-0.016933j)  (0.032776+0.023601j)  (-0.004901-0.012138j)  (0.009533+0.065487j)  (0.004942+0.001518j)  (-0.008177+0.003920j)  (0.030979+0.044492j)  (-0.020293-0.014266j)  (-0.005918-0.041842j)  (-0.017540-0.033633j)  (-0.020465-0.012028j)  (0.002777+0.018449j)  (-0.024161-0.005399j)  (-0.051155-0.007935j)  (-0.024607-0.007280j)  (0.116950-0.031654j)  (-0.026990+0.032382j)  (-0.030340+0.095094j)  (-0.035460+0.051955j)  (-0.065508-0.042632j)  (-0.034851-0.032633j)  (-0.016660-0.035642j)  (0.046709+0.028882j)  (0.030225-0.019033j)  (-0.031791-0.043468j)  (-0.033458+0.001140j)  (0.040560+0.084934j)  (-0.020902-0.026985j)  (-0.020761+0.023881j)  (0.015511+0.019098j)  (0.014035-0.019188j)  (-0.071071-0.061431j)  (0.061059+0.008342j)  (-0.085772+0.029477j)  (-0.008257-0.011321j)  (-0.023268-0.010221j)  (-0.001037+0.029231j)  (0.003508+0.021727j)  (0.025077-0.039694j)  (0.037513-0.039071j)  (0.014006-0.023626j)  (0.001569+0.035139j)  (-0.010268+0.021173j)  (0.000112+0.049755j)  (0.050291-0.013043j)  (-0.068338-0.069724j)  (-0.112874+0.022633j)  (-0.019547-0.028010j)  (-0.043421+0.033222j)  (0.054948-0.052251j)  (0.005927+0.080716j)  (-0.020919-0.003419j)  (-0.046986-0.065699j)  (-0.008843+0.010422j)  (-0.050373-0.018784j)  (0.009980-0.002918j)  (0.066383-0.018940j)  (-0.021716-0.010936j)  (-0.045588+0.003754j)  (-0.061721+0.030951j)  (-0.023769-0.041713j)  (0.016634-0.009015j)  (0.017100+0.056873j)  (-0.010879+0.012832j)  (-0.004119+0.002151j)  (0.064785-0.029303j)  (-0.052813-0.005899j)  (0.009782+0.003043j)  (-0.052636-0.103115j)  (-0.001303-0.003696j)  (-0.003785+0.038549j)  (-0.000420-0.010084j)  (-0.035192+0.064583j)  (0.070418+0.012421j)  (0.055020-0.019936j)  (0.019767-0.044538j)  (0.036206-0.013241j)  (0.052779+0.005068j)  (0.012143-0.000775j)  (0.051902+0.030613j)  (0.103525+0.012627j)  (-0.009446+0.028044j)  (-0.030368+0.046576j)  (-0.034613-0.086451j)  (-0.004528+0.009014j)  (-0.007851-0.004435j)  (0.021468-0.009344j)  (-0.001924+0.027817j)  (-0.075124+0.014303j)  (0.028108-0.053124j)  (-0.018886+0.019553j)  (0.014515+0.052353j)  (0.000677-0.000605j)  (-0.038866-0.025597j)  (0.038465-0.006218j)  (-0.020452-0.033134j)  (0.014721+0.034915j)  (0.002667+0.023116j)  (0.023465-0.046644j)  (-0.009674-0.021447j)  (-0.032974-0.011849j)  (0.001071-0.054067j)  (0.019363+0.051648j)  (0.043318-0.001217j)  (0.053386+0.005669j)  (-0.002651-0.005845j)  (-0.057294-0.027274j)  (0.062494-0.003518j)  (0.038679+0.003367j)  (-0.010894-0.025810j)  (0.019193-0.017614j)  (-0.060141-0.005718j)  (0.024559+0.046888j)  (-0.020377-0.007907j)  (0.041445+0.031439j)  (-0.010996-0.061140j)  (-0.006535+0.009344j)  (0.002632+0.032904j)  (-0.040125+0.027211j)  (-0.066880-0.004932j)  (0.020101+0.013132j)  (0.033537+0.002700j)  (0.015022-0.029053j)  (0.028418+0.026598j)  (0.013712-0.028020j)  (0.006292-0.049177j)  (-0.011803-0.005487j)  (0.027128+0.079625j)  (-0.039409+0.017880j)  (-0.007568-0.026808j)  (-0.041437-0.021282j)  (-0.021441-0.014057j)  (-0.000606-0.044665j)  (-0.001309-0.050895j)  (-0.022210+0.004243j)  (0.066185+0.008411j)  (-0.079556-0.007472j)  (0.019564-0.021036j)  (0.010811-0.040220j)  (-0.011003-0.012844j)  (-0.016579-0.016473j)  (0.003089+0.002669j)  (-0.001063-0.008584j)  (-0.013602-0.033846j)  (-0.044303+0.003667j)  (-0.033740+0.000067j)  (-0.009643+0.037423j)  (-0.002687-0.007750j)  (0.065776-0.021961j)  (0.065362+0.022320j)  (-0.027254-0.022420j)  (-0.019656+0.011545j)  (-0.030344-0.014489j)  (0.024277-0.034049j)  (-0.008182+0.048756j)  (0.047957-0.012502j)  (0.021312-0.005219j)  (-0.004619+0.032354j)  (0.023247+0.063094j)  (-0.045152-0.034860j)  (-0.059568-0.036968j)  (0.004549+0.007026j)  (-0.001518+0.031991j)  (-0.002377-0.035715j)  (0.033980-0.010393j)  (-0.000784-0.029356j)  (-0.020987+0.013644j)  (0.042009-0.032118j)  (-0.014049-0.036194j)  (-0.020273-0.015002j)  (0.101551+0.034593j)  (0.047177+0.010038j)
 (0.073771+0.038800j)  (-0.296852-0.000324j)  (-0.094215+0.016148j)  (0.096809-0.023218j)  (-0.250209+0.039372j)  (0.148173-0.004914j)  (-0.026183+0.061033j)  (0.097795+0.037956j)  (0.146588+0.062026j)  (0.062927+0.020069j)  (-0.067518-0.051753j)  (0.060767+0.025394j)  (0.007538-0.045839j)  (0.027400+0.065150j)  (-0.091086+0.000745j)  (-0.012394-0.040054j)  (0.079124+0.039665j)  (-0.032962+0.031623j)  (-0.107621+0.012381j)  (0.113667-0.056761j)  (0.053434-0.010047j)  (0.051683-0.016873j)  (-0.027300-0.100929j)  (0.034931+0.012008j)  (-0.042211-0.019556j)  (0.049042+0.044639j)  (0.036559-0.065930j)  (0.063436+0.015357j)  (-0.013885+0.005299j)  (-0.073691-0.043075j)  (-0.143936-0.007407j)  (0.066776+0.063361j)  (-0.036044+0.019636j)  (0.059159-0.037535j)  (-0.024614+0.010036j)  (-0.008771-0.003915j)  (-0.005556-0.045391j)  (0.049832-0.000608j)  (0.042842-0.108643j)  (0.053514+0.050597j)  (0.029419-0.001011j)  (0.010710-0.010664j)  (0.028844-0.000275j)  (0.059008-0.006017j)  (-0.002599+0.008253j)  (-0.066794-0.036724j)  (0.025281-0.047355j)  (-0.060289-0.018732j)  (0.025094-0.002216j)  (0.045642-0.003672j)  (-0.002432+0.051212j)  (-0.055228-0.039150j)  (-0.048600+0.027686j)  (0.019990+0.008889j)  (0.002562-0.050592j)  (0.041079-0.043125j)  (0.060769+0.029603j)  (0.014513-0.023094j)  (0.025283-0.096099j)  (-0.022726-0.064991j)  (-0.053186-0.019861j)  (0.013868-0.016220j)  (0.064160-0.005339j)  (0.040679-0.020395j)  (0.036844-0.013874j)  (-0.108655+0.020283j)  (0.039300-0.090951j)  (-0.033262+0.044601j)  (0.069111-0.000722j)  (-0.020976+0.045542j)  (0.049028-0.024108j)  (-0.043386-0.000589j)  (0.007262+0.006973j)  (-0.042277+0.061740j)  (-0.075124-0.029739j)  (0.061094-0.024907j)  (-0.052057-0.041605j)  (0.017664-0.023666j)  (0.066337+0.006341j)  (-0.039412-0.006814j)  (-0.011337+0.015259j)  (0.054182+0.086696j)  (-0.014499-0.038114j)  (-0.013000-0.033828j)  (0.016304-0.018188j)  (-0.001794+0.018543j)  (-0.079439-0.053727j)  (-0.006319+0.029666j)  (0.059207-0.008401j)  (0.000400+0.001462j)  (-0.003467-0.027524j)  (-0.003169-0.007190j)  (0.024128+0.018765j)  (-0.018820-0.022501j)  (0.003854-0.056103j)  (-0.038160+0.028119j)  (-0.044231+0.003160j)  (0.003678+0.028295j)  (-0.021918+0.059036j)  (-0.030400-0.030423j)  (-0.058780-0.042634j)  (-0.020358-0.011279j)  (-0.022557+0.022439j)  (0.038645+0.079343j)  (-0.013671+0.043566j)  (0.010975-0.063472j)  (-0.026724+0.056568j)  (0.021534+0.009627j)  (-0.070242+0.059329j)  (0.003655-0.000411j)  (-0.071500-0.034852j)  (-0.005134+0.026516j)  (-0.000815-0.030128j)  (-0.039146-0.019570j)  (0.003088+0.023290j)  (0.021428+0.023423j)  (0.017784-0.001829j)  (0.014318-0.004464j)  (0.043117+0.049824j)  (0.011267-0.014007j)  (-0.013651+0.001031j)  (0.067406+0.020115j)  (0.057625+0.009195j)  (0.025443-0.011094j)  (-0.049192-0.011622j)  (-0.030397+0.025687j)  (0.010826+0.037788j)  (-0.026315+0.033475j)  (0.008392+0.028274j)  (-0.019321+0.028621j)  (0.040660-0.018527j)  (-0.082699+0.004349j)  (-0.024942+0.025524j)  (-0.004373+0.027489j)  (0.064455+0.006786j)  (0.021340+0.001280j)  (-0.022131-0.021942j)  (0.074036+0.041400j)  (-0.049262-0.023607j)  (0.034728+0.003527j)  (0.047985+0.049098j)  (-0.022763-0.029047j)  (0.026021-0.041163j)  (-0.016012-0.035039j)  (-0.005846-0.041526j)  (0.074004+0.026313j)  (-0.041159+0.015163j)  (0.066036-0.046748j)  (-0.005785+0.025237j)  (0.038934-0.035218j)  (-0.020930+0.012329j)  (-0.052943+0.014766j)  (0.075144-0.039037j)  (-0.056640+0.003643j)  (0.045040-0.020404j)  (0.003670+0.039814j)  (0.088708-0.003460j)  (-0.044958+0.004929j)  (0.039471+0.005504j)  (0.007782-0.002847j)  (-0.000174-0.042602j)  (0.024865+0.010719j)  (-0.015905-0.004428j)  (-0.016277+0.045198j)  (-0.026868-0.056465j)  (-0.009765-0.006501j)  (-0.032980+0.025777j)  (0.036532+0.000383j)  (0.068800+0.020329j)  (-0.071601+0.020032j)  (0.004012-0.053013j)  (-0.000803+0.015089j)  (0.028016+0.013857j)  (0.026552+0.003215j)  (0.031726-0.026501j)  (0.050739-0.032831j)  (-0.020504+0.002667j)  (-0.014093-0.011277j)  (-0.040770+0.018519j)  (-0.054109+0.039477j)  (-0.020486+0.022139j)  (-0.031076-0.041014j)  (-0.006025-0.056343j)  (0.019589-0.038839j)  (-0.007193-0.010642j)  (0.092176+0.026110j)  (-0.050294+0.021133j)  (-0.020621-0.026779j)  (0.049514+0.070056j)  (0.047378+0.038743j)  (-0.047859-0.026264j)  (-0.042323-0.016408j)  (-0.060981+0.007554j)  (0.029857+0.022406j)  (-0.104680+0.017248j)  (0.005998-0.032908j)  (-0.006251+0.023907j)  (-0.046585-0.025551j)  (-0.027300+0.015401j)  (-0.029074+0.017406j)  (-0.037803+0.027578j)  (-0.021474-0.001325j)  (-0.029780+0.020908j)  (0.018762-0.075424j)  (0.011023-0.002725j)  (0.072347-0.002093j)  (-0.046452-0.008068j)  (-0.005817+0.002787j)  (0.050258-0.033408j)  (-0.010534-0.033992j)  (-0.025407-0.012082j)  (0.057450+0.048520j)  (0.030301-0.002965j)  (-0.006900+0.029456j)  (-0.033609-0.007498j)  (-0.019686-0.008472j)  (0.031995+0.013998j)  (-0.058798-0.010892j)  (-0.044106-0.027615j)  (0.076990-0.012997j)  (-0.046450+0.016101j)  (-0.027586+0.026848j)  (-0.024316+0.000632j)  (-0.031448-0.009185j)  (-0.042156-0.030948j)  (-0.043439-0.008534j)  (-0.070715+0.009872j)  (-0.039545-0.057460j)  (-0.039302+0.005417j)  (-0.019480-0.049996j)  (0.023251+0.002591j)  (0.078842+0.005351j)  (0.017704+0.004418j)  (0.014510-0.002944j)  (-0.047622+0.002441j)  (-0.061180-0.043353j)  (0.065072+0.021805j)  (-0.023747-0.016160j)  (-0.011945-0.026432j)  (0.072886+0.017014j)  (-0.006432-0.008743j)  (-0.052784-0.032529j)  (-0.070257+0.018314j)  (-0.015624+0.014486j)  (-0.136799-0.010545j)  (-0.042735-0.009920j)  (0.017619+0.019855j)  (-0.024887+0.004941j)  (-0.020018+0.008900j)  (0.061023-0.024886j)  (-0.028896-0.035790j)  (0.045662-0.041543j)  (-0.019671-0.000601j)  (0.046914-0.029442j)  (0.022772-0.007043j)  (-0.011504+0.055500j)
 (-0.058402+0.080985j)  (0.049101+0.103665j)  (-0.434508+0.000448j)  (0.277946-0.146282j)  (0.224380+0.031808j)  (0.049801+0.035820j)  (-0.098572-0.038027j)  (0.081989+0.023262j)  (-0.057525+0.090016j)  (0.009767+0.014446j)  (0.093917-0.105153j)  (-0.027641+0.021369j)  (0.049146+0.048220j)  (0.091028-0.044002j)  (-0.065557+0.036542j)  (0.070601+0.001647j)  (-0.015523-0.091772j)  (0.045808+0.037143j)  (0.001111+0.000199j)  (0.064754+0.085411j)  (-0.030291-0.015140j)  (-0.013280-0.002926j)  (0.014067+0.087028j)  (0.025932-0.038466j)  (-0.007552+0.019913j)  (-0.067211-0.037985j)  (-0.100377-0.012514j)  (0.033502-0.044395j)  (-0.037692+0.026831j)  (0.020878+0.041520j)  (0.003003-0.031320j)  (-0.010058+0.054465j)  (0.082351+0.022041j)  (-0.033094+0.014717j)  (-0.004743+0.030191j)  (-0.070396+0.032616j)  (0.083290-0.005616j)  (-0.060108+0.009251j)  (0.029692-0.008557j)  (0.015026+0.007901j)  (-0.083968+0.046787j)  (-0.008247-0.005981j)  (-0.035692-0.024135j)  (0.053376-0.026275j)  (-0.016053+0.084693j)  (-0.023276+0.000968j)  (0.049455-0.039926j)  (0.031729-0.027150j)  (0.001053+0.023876j)  (0.016594-0.072246j)  (0.062906+0.016373j)  (-0.045688+0.016085j)  (-0.025646-0.051377j)  (0.002376-0.040353j)  (-0.010588+0.058989j)  (0.089168+0.018642j)  (-0.018425-0.034337j)  (0.038582+0.047574j)  (-0.003172-0.013224j)  (0.027641+0.063613j)  (0.020718-0.004200j)  (-0.077195-0.024770j)  (-0.020779-0.004007j)  (0.013941+0.021924j)  (0.054054-0.067443j)  (0.019124+0.030678j)  (0.003997-0.004995j)  (0.112798-0.000319j)  (0.026986-0.018391j)  (-0.058072+0.016516j)  (0.012886+0.022415j)  (0.007784+0.013879j)  (0.008193+0.021748j)  (-0.011980-0.075192j)  (-0.023042+0.006711j)  (-0.017463-0.093339j)  (-0.013447-0.015506j)  (0.019829-0.017324j)  (0.007497-0.000115j)  (0.004446-0.067199j)  (-0.033293-0.001829j)  (0.022779+0.001408j)  (0.011812-0.031640j)  (-0.043879-0.000919j)  (0.004401-0.010934j)  (0.030208-0.011738j)  (-0.000591+0.033519j)  (-0.007453+0.069173j)  (0.081328+0.027941j)  (0.007643-0.013253j)  (0.039418+0.002823j)  (-0.022984+0.019612j)  (0.072013-0.014778j)  (0.034295-0.019448j)  (-0.009266-0.004483j)  (-0.026961+0.053277j)  (0.046141-0.021761j)  (-0.031399+0.021967j)  (-0.004939-0.016711j)  (0.020297-0.019839j)  (0.073058-0.000026j)  (0.063917-0.034443j)  (0.006835+0.010608j)  (-0.018489+0.008786j)  (0.002861-0.043541j)  (-0.005316+0.010189j)  (-0.007124-0.003625j)  (0.024065+0.001807j)  (-0.025533-0.028887j)  (-0.003475+0.065152j)  (0.029341+0.025986j)  (-0.054965-0.003042j)  (0.002939+0.000456j)  (-0.018202+0.028800j)  (-0.021163-0.026524j)  (-0.003011-0.016303j)  (-0.024462-0.014822j)  (-0.043267-0.012193j)  (0.019127+0.029577j)  (0.040507+0.003044j)  (0.017166+0.036638j)  (0.002834-0.013390j)  (-0.024358-0.007988j)  (0.015455+0.007160j)  (-0.015082-0.046517j)  (0.017278-0.014702j)  (-0.024359-0.009114j)  (-0.033349-0.060555j)  (-0.067102-0.032417j)  (0.020186+0.036182j)  (-0.002428-0.018242j)  (-0.013091+0.021787j)  (-0.039667+0.042037j)  (-0.007496+0.071133j)  (0.012159-0.055028j)  (-0.052442-0.023529j)  (0.008423-0.052823j)  (-0.019652-0.018390j)  (0.007701+0.000754j)  (-0.003571-0.019346j)  (-0.025922+0.085320j)  (-0.020881+0.010472j)  (-0.029565-0.013097j)  (0.050478-0.007392j)  (0.005489-0.025883j)  (0.007261+0.012329j)  (0.009962+0.009348j)  (0.013722-0.011699j)  (-0.057566-0.012535j)  (-0.015101-0.038530j)  (0.010475-0.001367j)  (0.002415+0.042500j)  (-0.007698+0.032895j)  (0.013834+0.035484j)  (-0.022042+0.013529j)  (-0.020628+0.022428j)  (-0.074562+0.019804j)  (-0.022766+0.014859j)  (-0.021279+0.027970j)  (0.002504-0.006140j)  (0.015701+0.003273j)  (0.064888-0.052118j)  (-0.024297-0.025017j)  (-0.058840-0.011051j)  (0.059660-0.031718j)  (0.031853+0.037016j)  (-0.019466-0.026606j)  (0.048995-0.052713j)  (-0.012968-0.027891j)  (0.073492-0.016435j)  (0.023412+0.030423j)  (-0.010468+0.021170j)  (0.017691+0.034253j)  (0.039282+0.008443j)  (-0.005681-0.013468j)  (0.021043+0.032907j)  (-0.035968-0.028116j)  (0.034289+0.044756j)  (-0.043427-0.011068j)  (-0.002103-0.012912j)  (-0.065989+0.036006j)  (-0.008754+0.020006j)  (0.035255-0.017971j)  (-0.023644-0.003150j)  (0.041681-0.039552j)  (0.018934-0.018980j)  (-0.063158+0.017746j)  (-0.007684-0.021239j)  (0.015691+0.062468j)  (0.045694-0.057934j)  (-0.002405-0.048433j)  (0.032181+0.007179j)  (-0.072857+0.058881j)  (0.009647-0.025734j)  (-0.038377+0.047533j)  (0.009945+0.009867j)  (0.015472-0.059502j)  (0.016742-0.002908j)  (0.009716-0.009833j)  (0.000939+0.005962j)  (0.043208-0.001478j)  (-0.004137+0.019488j)  (-0.017549+0.033393j)  (-0.001953-0.020761j)  (0.019542+0.062230j)  (0.015826+0.000446j)  (-0.032904+0.058618j)  (-0.068913-0.012936j)  (-0.047179+0.013282j)  (-0.034915+0.011070j)  (0.027409+0.055061j)  (0.001069+0.016894j)  (-0.029034+0.043281j)  (-0.007722-0.009077j)  (0.055192-0.024081j)  (-0.014078+0.060044j)  (-0.005256+0.027160j)  (0.021640-0.008425j)  (0.006955+0.008613j)  (0.015226+0.019318j)  (-0.014838-0.027665j)  (-0.016826+0.012786j)  (0.008574+0.065808j)  (0.069157-0.021653j)  (0.002146-0.002029j)  (-0.006099+0.018614j)  (-0.031538+0.009592j)  (-0.008244+0.062867j)  (0.017010+0.014432j)  (0.025336-0.020789j)  (0.009608-0.014517j)  (0.034241+0.002611j)  (-0.033930-0.006306j)  (-0.022611+0.008195j)  (-0.036116+0.013990j)  (0.051898+0.008167j)  (-0.034108-0.028302j)  (-0.028132+0.056216j)  (-0.007021-0.023647j)  (-0.019327+0.007552j)  (0.042893-0.020322j)  (0.006889+0.009022j)  (0.022871+0.051898j)  (0.003808-0.043006j)  (0.002529-0.030836j)  (-0.014904+0.003898j)  (0.045757+0.005690j)  (-0.033434-0.012565j)  (0.032751-0.016263j)  (-0.021283-0.020378j)  (0.003576-0.045338j)  (0.019015+0.016433j)  (-0.020202-0.002516j)  (0.024463+0.074779j)  (-0.068488-0.006643j)  (0.039483+0.075623j)
 (0.126916-0.099820j)  (0.100799+0.015011j)  (0.156230+0.041376j)  (-0.477297-0.005458j)  (0.131999+0.056998j)  (0.115513+0.098836j)  (0.014173+0.064834j)  (0.048643-0.045852j)  (-0.133277+0.153453j)  (0.060837-0.003159j)  (0.143792-0.040760j)  (-0.114804+0.022703j)  (0.024192+0.001673j)  (0.075199+0.037287j)  (-0.039759+0.005758j)  (-0.054043-0.035390j)  (0.063471+0.011066j)  (-0.015528+0.067956j)  (-0.061602+0.127637j)  (-0.009655+0.022790j)  (0.058124-0.012285j)  (0.021961-0.037807j)  (-0.040450-0.018314j)  (0.012898+0.087239j)  (-0.006548-0.041000j)  (-0.071855-0.002975j)  (-0.043790-0.010172j)  (0.017958+0.016963j)  (-0.067057-0.029607j)  (-0.067783-0.013234j)  (-0.009681+0.037065j)  (0.041234-0.021369j)  (0.038427+0.017379j)  (0.065275+0.057000j)  (-0.052506+0.011869j)  (-0.028046-0.008124j)  (0.008393+0.024525j)  (-0.038393-0.013121j)  (0.054559+0.004591j)  (-0.021591-0.076979j)  (-0.094315+0.048648j)  (-0.024226-0.027416j)  (-0.036934+0.005859j)  (0.133671-0.001616j)  (-0.014788-0.015373j)  (0.035095-0.042001j)  (0.011931-0.046282j)  (-0.031001+0.041604j)  (-0.060408+0.032206j)  (-0.007810-0.000368j)  (0.029674-0.027173j)  (-0.049476-0.031995j)  (-0.034315-0.017579j)  (-0.013383+0.041706j)  (-0.069202-0.042880j)  (0.077812+0.044264j)  (0.014871+0.012101j)  (0.010331+0.028703j)  (0.037759-0.061291j)  (0.011403-0.079272j)  (0.018962+0.009076j)  (-0.072206-0.025815j)  (-0.059815+0.013491j)  (0.056392+0.038113j)  (0.048331-0.023343j)  (0.028207+0.019133j)  (0.039613-0.012291j)  (0.078984-0.029931j)  (0.039610-0.057487j)  (-0.025992-0.015561j)  (0.031554+0.000154j)  (-0.017983-0.028290j)  (0.029467+0.011119j)  (-0.024570+0.074891j)  (-0.061237-0.018937j)  (0.017316+0.043221j)  (0.007176+0.000695j)  (-0.015333+0.030250j)  (-0.008034+0.012823j)  (0.002287-0.060490j)  (-0.040874-0.046292j)  (0.038864+0.001108j)  (-0.030834-0.050160j)  (0.019751-0.074950j)  (0.076070+0.019715j)  (0.044581+0.017105j)  (-0.060993+0.009767j)  (-0.054764+0.055735j)  (0.016374+0.020131j)  (-0.027495-0.015333j)  (0.017279-0.002063j)  (0.018500+0.034575j)  (0.037512+0.050352j)  (-0.020519+0.022828j)  (0.004264-0.067769j)  (-0.037053-0.004553j)  (0.010882+0.023306j)  (0.019730+0.025577j)  (-0.013569-0.050027j)  (0.061692+0.004443j)  (0.002935+0.051763j)  (0.048042+0.007046j)  (-0.014319+0.002327j)  (0.019265+0.000379j)  (0.010820-0.007852j)  (-0.021077+0.007405j)  (-0.005436-0.089074j)  (-0.019911+0.007478j)  (0.004599+0.009894j)  (-0.017354+0.001132j)  (0.017934-0.011104j)  (-0.023274-0.009988j)  (-0.038032-0.058997j)  (0.010567+0.006316j)  (-0.053857-0.002369j)  (0.006133+0.009622j)  (0.017017+0.000199j)  (0.027642+0.025710j)  (0.014036+0.026006j)  (0.020367+0.046996j)  (0.004014-0.001753j)  (0.012460+0.000815j)  (0.004542-0.026514j)  (-0.002670-0.010426j)  (0.080385+0.010017j)  (0.029430+0.001463j)  (-0.044739+0.008325j)  (0.008505-0.033692j)  (-0.050066+0.030528j)  (-0.066687+0.033857j)  (0.021518+0.025007j)  (-0.047154-0.011305j)  (-0.046727-0.025250j)  (-0.016031-0.005025j)  (0.014775+0.028747j)  (0.040693-0.044188j)  (0.029095-0.013790j)  (-0.067043-0.004435j)  (-0.056321+0.021231j)  (0.041395+0.011376j)  (0.028198+0.057174j)  (0.038135+0.001429j)  (0.004592+0.005175j)  (-0.023010-0.029330j)  (-0.018717+0.020892j)  (0.024879+0.006809j)  (0.014142+0.064359j)  (0.057885-0.011743j)  (-0.021662-0.001116j)  (0.048744-0.021815j)  (-0.013733-0.017235j)  (-0.046849-0.020009j)  (-0.007010-0.052499j)  (-0.003554-0.054821j)  (-0.003047-0.033034j)  (-0.045002+0.011611j)  (-0.051901+0.025163j)  (-0.033380+0.026204j)  (-0.010886+0.011775j)  (-0.030813-0.012213j)  (-0.025910+0.021886j)  (-0.010607-0.016604j)  (-0.017032-0.024882j)  (-0.055831+0.035302j)  (0.033611-0.015726j)  (-0.005314-0.025895j)  (0.017130-0.022858j)  (-0.026670+0.035175j)  (-0.016619+0.002577j)  (0.010010+0.057695j)  (0.036779-0.013620j)  (0.011495+0.006769j)  (0.034022+0.027439j)  (0.002932-0.014807j)  (0.013566+0.022223j)  (0.029387+0.030831j)  (0.013928+0.026234j)  (0.023059+0.006934j)  (-0.006060+0.021439j)  (0.017363+0.048815j)  (0.043549-0.002864j)  (-0.023278-0.020018j)  (0.010175+0.008314j)  (-0.020545-0.034676j)  (0.017976+0.040780j)  (-0.000124+0.008382j)  (0.019851-0.041318j)  (0.028987+0.017818j)  (0.034492-0.019005j)  (-0.000226-0.061934j)  (-0.032663-0.007137j)  (0.002843+0.038203j)  (-0.029091+0.005661j)  (0.028383+0.049453j)  (-0.027100-0.013071j)  (-0.035820+0.019850j)  (0.024543-0.005068j)  (-0.047411+0.007546j)  (0.020170+0.012627j)  (-0.027884+0.012404j)  (0.003900-0.004733j)  (0.014583-0.022121j)  (-0.002979+0.018273j)  (0.056847+0.045575j)  (0.025680+0.062250j)  (0.019659-0.058108j)  (-0.090188-0.002914j)  (0.018771+0.034412j)  (-0.032029+0.027164j)  (0.009637+0.009069j)  (-0.029362-0.000250j)  (0.009010+0.027148j)  (0.006390-0.007274j)  (0.003706-0.015831j)  (-0.005505-0.037262j)  (-0.054074+0.011560j)  (-0.028853+0.032117j)  (-0.004602-0.039140j)  (-0.011399+0.054560j)  (0.000483+0.022083j)  (0.024314+0.032611j)  (-0.036159+0.015692j)  (-0.042787+0.029280j)  (0.006340+0.005958j)  (0.009574-0.067721j)  (-0.000343+0.018503j)  (-0.070575+0.038060j)  (-0.055266+0.003407j)  (-0.037566-0.000237j)  (0.043929+0.032566j)  (-0.049339-0.007410j)  (-0.019862-0.003297j)  (0.014922-0.014616j)  (-0.024543-0.005963j)  (-0.023926-0.013627j)  (0.064245+0.016590j)  (0.003301-0.033154j)  (0.010407+0.010584j)  (0.019871+0.016344j)  (-0.027080-0.035910j)  (0.028398+0.024057j)  (-0.008098-0.006695j)  (0.049536+0.015553j)  (-0.074801-0.064761j)  (-0.055358-0.014629j)  (-0.005557-0.066602j)  (0.033472+0.001890j)  (-0.030612-0.042224j)  (0.020019+0.000194j)  (-0.039774-0.026432j)  (0.007483-0.036183j)  (0.003976-0.025512j)  (-0.021724+0.055352j)  (-0.002496+0.005572j)  (-0.016123+0.008753j)  (-0.012491-0.013031j)
