 (-0.617577-0.002879j)  (0.019920+0.164920j)  (0.080116-0.047858j)  (0.148954-0.108387j)  (0.057302-0.057067j)  (0.030027+0.060545j)  (-0.069545+0.050731j)  (0.029974-0.038351j)  (0.127507+0.064379j)  (-0.135586+0.038331j)  (-0.013620+0.062865j)  (0.028928+0.038331j)  (-0.081439+0.014776j)  (-0.060489+0.007345j)  (-0.108022-0.047702j)  (-0.106930-0.020810j)  (-0.022314-0.026747j)  (0.146593+0.091521j)  (0.076091+0.051900j)  (0.159610-0.006276j)  (0.027093-0.028097j)  (-0.022646-0.034468j)  (0.091920-0.004009j)  (0.083591+0.001517j)  (0.018527-0.039632j)  (0.044359-0.003935j)  (0.020402-0.040616j)  (0.030458-0.043892j)  (-0.120594-0.071506j)  (-0.007779+0.025607j)  (-0.042136+0.025102j)  (0.053180+0.020318j)  (-0.101775+0.033867j)  (-0.103436-0.007181j)  (0.017781+0.046429j)  (0.032293-0.008459j)  (0.000111+0.007714j)  (0.109435-0.021837j)  (0.028185+0.043647j)  (-0.010310-0.018905j)  (-0.041617-0.045745j)  (0.030732-0.008966j)  (-0.034292+0.005208j)  (0.079191-0.028990j)  (0.074343-0.027368j)  (-0.025612+0.044563j)  (-0.015686-0.055721j)  (0.020754-0.035220j)  (0.062136-0.006675j)  (-0.079400-0.004143j)  (-0.038925+0.025018j)  (-0.056301+0.037500j)  (0.005145+0.018824j)  (0.031936-0.064911j)  (-0.045728+0.007500j)  (0.037580+0.014663j)  (-0.082873+0.035658j)  (0.059797+0.023477j)  (0.031352-0.080643j)  (0.032828+0.014990j)  (0.014800+0.028914j)  (0.005029+0.006714j)  (0.030400-0.076231j)  (-0.063741-0.005301j)  (-0.048206-0.009152j)  (0.055384+0.052451j)  (0.017285+0.012501j)  (-0.004310-0.002109j)  (-0.019408-0.035404j)  (0.064475+0.025063j)  (0.018434+0.030271j)  (-0.006127+0.009968j)  (0.126727+0.046156j)  (-0.020115-0.004352j)  (-0.048720+0.001747j)  (-0.015337+0.068515j)  (-0.036807+0.006770j)  (0.024140-0.018260j)  (0.014752+0.006867j)  (0.020511-0.020791j)  (0.075183+0.004423j)  (0.009422+0.040538j)  (-0.018430+0.038260j)  (0.072314+0.005979j)  (-0.115386+0.049060j)  (0.051597-0.037366j)  (0.014572-0.008670j)  (-0.035735+0.028067j)  (0.130099+0.047379j)  (0.016058-0.015798j)  (0.031537-0.027679j)  (-0.015529-0.020199j)  (-0.058041+0.063285j)  (0.010588-0.035077j)  (-0.029214+0.025840j)  (-0.066384-0.077972j)  (-0.013970+0.003925j)  (-0.010556-0.000837j)  (0.060282+0.011777j)  (-0.011709-0.016810j)  (-0.067423-0.001889j)  (-0.040511+0.018618j)  (0.045340-0.007243j)  (-0.005198+0.009556j)  (0.020613-0.001608j)  (0.066653-0.020435j)  (0.023051-0.008169j)  (-0.026718+0.017405j)  (0.028850-0.023542j)  (0.046122+0.035702j)  (-0.027750+0.033077j)  (-0.023194+0.093668j)  (-0.035340+0.008316j)  (-0.008137-0.038438j)  (-0.040633-0.044748j)  (0.043261+0.014631j)  (0.004440-0.024410j)  (0.040049+0.028793j)  (0.015828+0.014016j)  (-0.022353+0.063649j)  (0.090138+0.025320j)  (0.006122-0.000242j)  (0.016288-0.032739j)  (0.024477-0.015695j)  (0.008010+0.041539j)  (0.054190+0.029036j)  (-0.007910-0.026319j)  (-0.044849+0.020960j)
 (0.271878-0.118293j)  (-0.468982-0.013581j)  (-0.030328-0.035427j)  (0.169192-0.053039j)  (0.000398-0.037745j)  (0.077473+0.052186j)  (-0.067407-0.094425j)  (0.012085+0.013484j)  (0.079600+0.015006j)  (0.058207+0.071038j)  (-0.032170+0.005103j)  (0.042996+0.023432j)  (0.035923-0.014000j)  (0.124940+0.064898j)  (-0.045761+0.034639j)  (0.005985-0.007464j)  (-0.051474-0.092404j)  (0.134493+0.057068j)  (0.034146-0.006426j)  (0.011057-0.022300j)  (-0.090581-0.055507j)  (-0.036436-0.043416j)  (-0.082657-0.073158j)  (0.025771-0.007488j)  (0.015981-0.013693j)  (-0.005434-0.039567j)  (-0.109898+0.067930j)  (-0.091210+0.047258j)  (-0.085604-0.067790j)  (-0.058989+0.076084j)  (-0.034887+0.009867j)  (0.035895+0.048610j)  (-0.042570+0.115182j)  (-0.107115+0.063181j)  (0.023830-0.082580j)  (0.003445-0.023769j)  (-0.046248-0.003975j)  (-0.023702+0.006373j)  (-0.026070-0.093783j)  (0.034704-0.053183j)  (-0.102299-0.006523j)  (-0.004280-0.061461j)  (0.006797+0.025644j)  (0.082554-0.087282j)  (-0.021019-0.063755j)  (0.004052+0.036745j)  (-0.090467+0.003136j)  (-0.028357-0.150069j)  (-0.031150-0.055886j)  (-0.065620+0.011263j)  (-0.006885-0.012526j)  (0.004910-0.046139j)  (0.041863-0.038998j)  (0.055360-0.050097j)  (-0.002382+0.045874j)  (-0.040710+0.000794j)  (0.022123+0.000989j)  (0.085388-0.020019j)  (0.033622-0.002858j)  (-0.057238-0.041788j)  (0.072533+0.047365j)  (0.044273+0.020029j)  (-0.056548+0.023942j)  (0.022137+0.054055j)  (-0.036002-0.002734j)  (0.175197+0.014120j)  (-0.101069-0.031936j)  (0.053450+0.015347j)  (-0.041331-0.033222j)  (0.040945+0.009221j)  (0.036331+0.021275j)  (0.040110+0.045399j)  (0.063179-0.022631j)  (-0.072516-0.005293j)  (-0.031915-0.030584j)  (-0.001783+0.016570j)  (-0.144260-0.003696j)  (0.066580-0.023253j)  (0.004080-0.023760j)  (-0.165823+0.015087j)  (0.025496+0.024348j)  (0.000777+0.032109j)  (-0.018408-0.004927j)  (0.099092-0.027299j)  (-0.073142+0.044207j)  (0.036448-0.017177j)  (-0.067057-0.027930j)  (0.014361-0.048343j)  (0.076902-0.026365j)  (0.068901-0.025131j)  (0.010474-0.005794j)  (-0.033588+0.011925j)  (0.035258+0.000316j)  (0.026645+0.031577j)  (-0.023931-0.030235j)  (-0.084013+0.014316j)  (0.026848-0.030038j)  (-0.028457-0.037676j)  (0.085197-0.017767j)  (-0.081922+0.005763j)  (0.068776+0.001214j)  (0.067091+0.010418j)  (-0.011639+0.007330j)  (-0.032714-0.052790j)  (-0.085393-0.023716j)  (-0.023302+0.002148j)  (-0.062077-0.012564j)  (0.009633+0.036409j)  (-0.052164+0.024146j)  (0.095412+0.052530j)  (0.090388+0.036511j)  (0.050057+0.020759j)  (0.035622+0.040752j)  (0.022949+0.019091j)  (0.006628+0.022355j)  (-0.042979+0.006725j)  (0.058027+0.015851j)  (-0.013680-0.003632j)  (0.016351+0.012698j)  (0.002220+0.015985j)  (-0.007693-0.035357j)  (0.032540+0.001870j)  (0.050235-0.013253j)  (0.007517-0.000804j)  (0.078963+0.032258j)  (0.077985+0.048395j)  (-0.100840-0.032199j)  (0.063461-0.004384j)
 (0.046598+0.046706j)  (-0.115436+0.063403j)  (-0.907974+0.014826j)  (-0.019182+0.002837j)  (0.022363-0.020514j)  (-0.015630+0.016419j)  (-0.007072+0.031895j)  (0.045296-0.026109j)  (0.004825+0.017379j)  (-0.101204+0.045730j)  (-0.007691+0.062545j)  (-0.001046-0.004889j)  (-0.021055-0.003480j)  (-0.038818+0.048641j)  (0.012416-0.035048j)  (-0.057232-0.001410j)  (0.009505-0.021982j)  (-0.012698+0.002817j)  (0.012375+0.001950j)  (0.030912+0.033421j)  (0.047116+0.004146j)  (0.020740-0.006254j)  (0.033866-0.007674j)  (0.014465+0.021896j)  (0.008750+0.004447j)  (0.004532-0.026280j)  (0.038409-0.021603j)  (0.040513-0.016527j)  (0.002774-0.015458j)  (0.019331+0.010579j)  (0.011652-0.005055j)  (0.008428+0.032858j)  (-0.018282-0.019574j)  (-0.007042-0.033630j)  (0.016895+0.011807j)  (0.020262-0.019040j)  (0.022820-0.002154j)  (0.023293+0.000366j)  (0.017097+0.030708j)  (0.033333-0.027363j)  (0.006019+0.005699j)  (0.009313+0.080510j)  (-0.023470-0.005505j)  (0.012463+0.015301j)  (0.020631+0.005878j)  (0.010612+0.046080j)  (-0.015798+0.000207j)  (0.017489+0.030141j)  (0.022298+0.026409j)  (-0.010085+0.003798j)  (-0.005663-0.037456j)  (-0.015618-0.004861j)  (-0.024978-0.011571j)  (0.011101+0.019600j)  (-0.006881-0.010842j)  (0.039918+0.011217j)  (-0.007045-0.036084j)  (-0.014258+0.010513j)  (0.009327-0.062024j)  (0.005769+0.006498j)  (-0.002268-0.006449j)  (0.004807-0.029832j)  (0.013464-0.016958j)  (-0.020335-0.028456j)  (-0.006872+0.040006j)  (-0.011253-0.008766j)  (0.034189+0.014918j)  (0.011166-0.029664j)  (0.004148-0.017968j)  (-0.003330+0.017354j)  (-0.022686-0.083604j)  (-0.008830+0.005835j)  (0.022965+0.026759j)  (0.036737+0.070356j)  (-0.004221-0.077272j)  (0.012281-0.012376j)  (0.025922+0.040461j)  (0.000871-0.002503j)  (0.015326+0.039493j)  (0.034477+0.001227j)  (0.011093-0.008743j)  (-0.005884+0.001683j)  (-0.004702+0.006450j)  (-0.000188-0.004247j)  (-0.014463-0.010106j)  (0.005245+0.015214j)  (0.007337-0.000999j)  (0.002883+0.003829j)  (0.028553-0.003990j)  (-0.002118-0.009791j)  (0.012425+0.023245j)  (0.005943+0.021096j)  (-0.023550-0.017583j)  (0.006948-0.016445j)  (0.003239-0.005515j)  (-0.002301-0.013432j)  (-0.004826+0.016037j)  (0.013736+0.000732j)  (-0.000059+0.003924j)  (0.006820+0.035960j)  (-0.017461+0.021122j)  (-0.015480+0.012693j)  (-0.002360+0.019130j)  (0.009450-0.002964j)  (0.014208-0.009354j)  (0.026518-0.062186j)  (0.010505-0.008301j)  (-0.025498+0.016572j)  (0.035033+0.046722j)  (-0.027140-0.007170j)  (-0.042792+0.008628j)  (-0.033164+0.044774j)  (-0.005121-0.001873j)  (-0.000258-0.002244j)  (-0.003512-0.031943j)  (0.019646+0.001282j)  (0.026014+0.018356j)  (0.002414+0.006873j)  (0.004036+0.011063j)  (0.021988-0.014705j)  (0.029644+0.008843j)  (-0.025607+0.067231j)  (-0.033527+0.001765j)  (-0.001999+0.017110j)  (0.004433-0.013211j)  (-0.004976+0.019680j)  (0.055057-0.051020j)  (-0.027012-0.044406j)
 (0.136205+0.013709j)  (0.033615+0.010734j)  (0.039378+0.015866j)  (-0.802377+0.004275j)  (0.008282-0.003634j)  (0.075824-0.006047j)  (-0.054558+0.021761j)  (0.065467+0.011509j)  (0.043294+0.062208j)  (-0.046894-0.025431j)  (-0.067072+0.047963j)  (0.028381-0.002000j)  (-0.057721-0.036419j)  (0.027816+0.003070j)  (-0.029160-0.047706j)  (-0.023594-0.065665j)  (0.027842-0.018546j)  (0.087576+0.051488j)  (0.035869+0.042516j)  (0.033241+0.004280j)  (-0.015895+0.033485j)  (-0.025119+0.072145j)  (0.019502+0.027790j)  (0.045309+0.015605j)  (0.029770-0.002333j)  (0.030849+0.038941j)  (0.024986+0.004051j)  (-0.008449+0.046723j)  (-0.069669-0.044140j)  (-0.037144+0.017675j)  (-0.021510+0.005209j)  (0.059244+0.003759j)  (-0.028988+0.000614j)  (-0.072358-0.044891j)  (0.026371-0.008005j)  (-0.011541+0.002120j)  (-0.019914+0.031039j)  (0.052479+0.045343j)  (-0.019261+0.070413j)  (-0.024333-0.012263j)  (-0.041646+0.004983j)  (0.006827+0.002299j)  (-0.022704+0.014178j)  (0.076999-0.019040j)  (0.053539+0.026043j)  (-0.032318+0.005843j)  (-0.027421-0.006242j)  (0.031364-0.001273j)  (-0.002892+0.004089j)  (-0.055246-0.034285j)  (-0.030290-0.004903j)  (-0.033743-0.020293j)  (-0.026397-0.032003j)  (0.058651+0.017489j)  (-0.036278+0.046011j)  (0.008973+0.024302j)  (-0.030377-0.033242j)  (0.045718+0.017222j)  (0.067704+0.028071j)  (-0.022522-0.004704j)  (0.036200+0.118990j)  (-0.012487-0.071722j)  (0.037087-0.005841j)  (-0.014647-0.068391j)  (-0.001687-0.014615j)  (0.036195+0.020449j)  (0.006657+0.000749j)  (0.010171+0.095218j)  (-0.047789-0.006671j)  (-0.001981+0.005802j)  (-0.026590+0.016238j)  (-0.018499-0.005937j)  (0.020616+0.056935j)  (0.007216-0.018802j)  (-0.027614-0.015608j)  (-0.012239+0.046657j)  (-0.040149+0.045714j)  (0.006890-0.016651j)  (0.000183+0.014075j)  (0.035067+0.024971j)  (0.046296+0.019969j)  (-0.003640+0.087872j)  (-0.018421-0.008973j)  (0.025191+0.021063j)  (-0.077084-0.059747j)  (0.015003-0.032476j)  (-0.034748+0.012669j)  (0.011080+0.014648j)  (0.061242+0.034773j)  (0.019487-0.009729j)  (-0.022187-0.119692j)  (0.012068+0.022290j)  (-0.044257+0.075322j)  (-0.028153+0.013596j)  (-0.024493-0.032035j)  (-0.039055+0.012787j)  (-0.045371-0.062475j)  (0.021865+0.023414j)  (0.020986+0.030104j)  (-0.050134-0.076035j)  (-0.005164-0.004647j)  (0.027231-0.007364j)  (0.046431+0.015139j)  (-0.041881-0.010228j)  (0.002181-0.097013j)  (0.021062+0.039714j)  (-0.011144+0.065713j)  (-0.013536-0.008428j)  (-0.007411-0.062411j)  (0.036020-0.009802j)  (0.026794-0.070980j)  (0.023467-0.025886j)  (0.003699-0.003888j)  (0.002341+0.044538j)  (0.008461+0.017912j)  (0.036158+0.043048j)  (0.031126-0.013377j)  (-0.027020-0.013583j)  (0.027735+0.033740j)  (0.021605-0.004902j)  (0.028418+0.017409j)  (-0.043120-0.047739j)  (-0.007308-0.006114j)  (0.020265-0.007580j)  (0.004777+0.030229j)  (0.028151+0.041815j)  (-0.023984+0.010834j)  (0.006629-0.010637j)
 (0.014046+0.038946j)  (-0.113713-0.058244j)  (0.033911+0.004662j)  (0.017099-0.014113j)  (-0.881732-0.020745j)  (-0.023758-0.013465j)  (-0.042475+0.038117j)  (0.014196-0.024988j)  (0.020724+0.007362j)  (-0.061184+0.000200j)  (-0.008632+0.025841j)  (-0.026564+0.017360j)  (-0.057212-0.011236j)  (-0.046672-0.036324j)  (-0.011197-0.030997j)  (0.000610-0.005582j)  (-0.022570+0.006071j)  (-0.008230-0.001306j)  (-0.026279+0.007865j)  (0.034034+0.051121j)  (0.029251+0.021845j)  (0.005389-0.039026j)  (0.029396+0.020283j)  (0.011623+0.001640j)  (0.010184-0.013331j)  (-0.006986-0.000464j)  (0.008569-0.003717j)  (0.049809+0.015506j)  (-0.019590+0.034046j)  (0.004446+0.006448j)  (0.001074+0.015728j)  (0.028780-0.006209j)  (0.015906-0.087629j)  (-0.014847-0.010674j)  (-0.032804+0.012380j)  (0.014639+0.009123j)  (-0.006829+0.005843j)  (0.027308-0.058955j)  (-0.014321+0.013928j)  (0.026957-0.065921j)  (-0.016042-0.003075j)  (0.017552+0.010376j)  (-0.009603-0.112077j)  (0.020515+0.031007j)  (-0.010963+0.028173j)  (-0.028061-0.056519j)  (0.029260-0.019844j)  (0.018164-0.051488j)  (-0.010324-0.022207j)  (-0.013718-0.001261j)  (-0.033174+0.002887j)  (0.006391+0.000945j)  (-0.006388+0.057950j)  (-0.011138+0.032801j)  (-0.002234-0.018449j)  (0.001203-0.045370j)  (-0.025816-0.001966j)  (-0.017137-0.031808j)  (0.009476-0.018010j)  (0.011767-0.011965j)  (-0.019570-0.003754j)  (0.020863+0.033131j)  (0.060527-0.009851j)  (-0.012944-0.024701j)  (-0.008228+0.011772j)  (-0.007130+0.049897j)  (0.024679-0.025579j)  (0.004843-0.009263j)  (0.004947-0.009628j)  (0.026037+0.007023j)  (0.045957+0.003562j)  (-0.016568-0.005632j)  (0.032858-0.033975j)  (0.037356-0.056243j)  (-0.030879-0.026407j)  (-0.007622-0.064459j)  (0.031169+0.040202j)  (-0.009751-0.010941j)  (-0.007095+0.003173j)  (0.022071-0.001539j)  (0.016572+0.007440j)  (-0.016838+0.000528j)  (-0.009629+0.080996j)  (0.061583-0.037144j)  (-0.010224+0.008137j)  (0.024504-0.005250j)  (0.026489-0.022367j)  (-0.029210-0.062415j)  (0.013839+0.020119j)  (0.011607-0.028232j)  (-0.042306+0.000130j)  (0.005034+0.011724j)  (-0.023545-0.079656j)  (-0.006361-0.007843j)  (-0.022649-0.020639j)  (-0.019295-0.022328j)  (0.025869+0.003832j)  (0.019860+0.003761j)  (0.006203-0.012611j)  (-0.020779+0.001940j)  (-0.035402+0.029735j)  (-0.005993-0.019145j)  (0.053922+0.062407j)  (-0.011130+0.022418j)  (0.033511-0.008613j)  (0.043297-0.008043j)  (0.006479+0.053756j)  (0.006502+0.012722j)  (-0.007638+0.038457j)  (-0.016964+0.010497j)  (-0.014591+0.013723j)  (0.028407-0.033630j)  (-0.019241+0.018882j)  (0.003089-0.017275j)  (-0.002015-0.011955j)  (0.018870+0.010146j)  (0.014241-0.035288j)  (0.017739-0.084951j)  (0.006255+0.053194j)  (0.010871-0.082805j)  (-0.001616+0.005218j)  (-0.034192-0.018214j)  (-0.014673-0.005679j)  (-0.007663+0.065840j)  (-0.025016+0.000073j)  (0.004202-0.007119j)  (0.002545+0.036577j)  (-0.009755-0.030190j)
 (0.055208-0.067623j)  (0.024860+0.024120j)  (0.012151-0.017089j)  (-0.022422-0.046826j)  (0.010155-0.053396j)  (-0.879994+0.017596j)  (0.024479+0.056627j)  (-0.014902-0.000284j)  (0.060382-0.086006j)  (-0.026264-0.009285j)  (0.065716+0.063723j)  (0.028434-0.016558j)  (0.017742+0.015867j)  (0.024113+0.038594j)  (-0.047046-0.017973j)  (-0.015893+0.004856j)  (0.002067+0.003421j)  (0.034285-0.001379j)  (0.020196-0.011563j)  (0.033166-0.016599j)  (0.003243-0.029523j)  (-0.005019-0.000578j)  (-0.023944-0.000725j)  (0.004667+0.002671j)  (0.029082+0.004185j)  (-0.006654-0.003959j)  (-0.024386-0.018721j)  (0.012289+0.040090j)  (-0.014177+0.031280j)  (-0.078394+0.007291j)  (0.004169+0.012880j)  (0.040760+0.047344j)  (-0.004752+0.034349j)  (0.007446+0.008607j)  (0.030549-0.017253j)  (-0.020670+0.010701j)  (-0.035912+0.026189j)  (-0.007958+0.074557j)  (-0.015177-0.059196j)  (-0.027344-0.006796j)  (0.005164+0.073442j)  (-0.000000-0.004855j)  (-0.012094+0.032365j)  (0.001833-0.031546j)  (0.017669+0.019376j)  (-0.001838+0.007863j)  (-0.024291+0.023391j)  (0.008379-0.015659j)  (-0.031053-0.012804j)  (0.044926+0.002073j)  (0.003491-0.048408j)  (0.003120-0.012552j)  (-0.013970-0.009019j)  (0.006059-0.020834j)  (-0.007792+0.022123j)  (0.011933+0.009785j)  (-0.010185+0.017413j)  (0.003152-0.017077j)  (-0.004975+0.082355j)  (0.005881-0.017731j)  (-0.025300+0.070140j)  (0.022647+0.003921j)  (-0.012757-0.022616j)  (0.003947+0.050401j)  (-0.032347+0.006432j)  (0.002434+0.019573j)  (-0.005099+0.002843j)  (-0.007290-0.004883j)  (-0.020508-0.007056j)  (0.010376-0.005430j)  (-0.025441-0.002423j)  (-0.047874-0.016850j)  (0.013441-0.030064j)  (-0.014699-0.005079j)  (0.001842+0.002962j)  (0.002388+0.011740j)  (0.003801+0.000643j)  (0.001481-0.010266j)  (-0.006244+0.014999j)  (0.013143+0.030407j)  (-0.003626-0.006082j)  (0.016338-0.008291j)  (0.006277-0.016347j)  (-0.011530-0.107586j)  (-0.033163+0.002526j)  (0.013038-0.009144j)  (-0.000294-0.086206j)  (0.023454+0.065388j)  (0.027029-0.011773j)  (0.017660-0.002532j)  (-0.007834-0.082769j)  (0.026646+0.088598j)  (0.007829+0.023940j)  (0.031576-0.034423j)  (-0.033418-0.003292j)  (0.003750+0.015444j)  (-0.033931+0.066989j)  (-0.007668-0.018555j)  (0.003688-0.008490j)  (0.009417-0.025467j)  (-0.017208+0.006855j)  (0.016147-0.001703j)  (0.030668-0.055145j)  (-0.004486+0.002840j)  (-0.012910-0.010218j)  (0.014499-0.046252j)  (0.013558-0.004793j)  (-0.034982+0.074914j)  (0.003340-0.032208j)  (0.005879+0.027823j)  (0.003187+0.042291j)  (0.009867+0.003055j)  (-0.004521-0.004510j)  (-0.014407+0.002179j)  (-0.000386-0.032301j)  (0.005399-0.002484j)  (0.025238+0.020239j)  (-0.011862-0.057110j)  (0.017850+0.052825j)  (-0.025195+0.033033j)  (0.057591+0.050023j)  (-0.026891-0.077594j)  (0.018342-0.037509j)  (0.000341+0.008879j)  (0.005217-0.002733j)  (-0.004488-0.066557j)  (-0.008352+0.006009j)  (-0.024593-0.009480j)
 (-0.027891+0.008845j)  (0.010052+0.071377j)  (-0.025092-0.015389j)  (-0.035879+0.054563j)  (-0.011152+0.002644j)  (-0.010570+0.056465j)  (-0.871378+0.001796j)  (-0.079037-0.019474j)  (-0.020500-0.006978j)  (0.037279+0.069712j)  (0.023390-0.032939j)  (-0.022932-0.000999j)  (0.029710+0.047980j)  (-0.077712+0.066333j)  (-0.031363-0.035227j)  (0.046249-0.006041j)  (0.039019-0.001789j)  (-0.095278-0.000674j)  (-0.018043-0.034849j)  (-0.010847-0.041938j)  (0.001645-0.023710j)  (0.007451+0.095112j)  (-0.007777-0.014465j)  (-0.020125-0.020919j)  (0.003087+0.051592j)  (0.002017-0.003142j)  (-0.030659-0.072423j)  (-0.007060-0.020071j)  (0.052173+0.022817j)  (-0.012829-0.023226j)  (-0.024115-0.073588j)  (-0.020080-0.052421j)  (-0.017846+0.014146j)  (0.032655+0.093419j)  (0.049525-0.001182j)  (-0.018677+0.055512j)  (-0.007722-0.023100j)  (-0.007940-0.020558j)  (0.060336-0.021567j)  (0.001846+0.008734j)  (-0.000649-0.042062j)  (0.001078-0.021778j)  (0.016257+0.021759j)  (-0.017621+0.011737j)  (-0.019668+0.000406j)  (0.001642+0.004580j)  (0.037779-0.018347j)  (0.008997-0.026350j)  (0.002157-0.014355j)  (0.017522+0.005816j)  (0.007138-0.024780j)  (-0.003873-0.048997j)  (-0.002024-0.009421j)  (-0.011901+0.028695j)  (-0.039481-0.061378j)  (-0.021371+0.000208j)  (0.013880+0.025327j)  (-0.019669+0.014535j)  (-0.036653+0.068999j)  (-0.013405-0.015765j)  (-0.013891+0.016648j)  (-0.011729+0.057380j)  (-0.010971-0.006268j)  (-0.009552+0.020026j)  (0.001602-0.021856j)  (-0.021961+0.035907j)  (-0.008143-0.016948j)  (-0.024329-0.032894j)  (0.008134+0.036690j)  (-0.017063-0.007910j)  (-0.007412+0.031180j)  (-0.011146+0.067773j)  (-0.011142-0.019215j)  (0.033679+0.014831j)  (0.025619+0.024193j)  (-0.016669+0.001574j)  (0.016880-0.062296j)  (0.002306+0.033102j)  (-0.009199-0.028331j)  (-0.055377-0.009130j)  (-0.048890-0.025793j)  (0.009105+0.006147j)  (0.016746-0.031901j)  (0.009708+0.004105j)  (0.033655-0.018550j)  (-0.003088+0.034222j)  (-0.005806-0.025455j)  (0.036710-0.016870j)  (-0.023731+0.020332j)  (0.015407+0.014205j)  (-0.021788+0.005447j)  (-0.007100-0.012146j)  (0.034126+0.119897j)  (-0.007027+0.013318j)  (0.039987-0.013108j)  (0.002833+0.010151j)  (-0.030715-0.001140j)  (-0.019176+0.000278j)  (-0.032118+0.014724j)  (0.024809+0.089264j)  (0.037141+0.008513j)  (0.001345-0.023708j)  (-0.004020-0.005406j)  (0.007372-0.020646j)  (0.023988-0.008284j)  (0.005002-0.024619j)  (0.023095-0.022880j)  (-0.006865+0.050948j)  (0.001997-0.019181j)  (-0.007304+0.017743j)  (-0.002912+0.024513j)  (0.007974+0.022915j)  (-0.027231-0.051677j)  (-0.010420+0.044988j)  (-0.027011+0.025246j)  (0.017230-0.021496j)  (0.002320+0.014959j)  (-0.010192-0.022823j)  (-0.014482-0.027263j)  (0.005649+0.020246j)  (-0.018036-0.009731j)  (0.021082-0.045708j)  (0.004086-0.014149j)  (-0.011065+0.030954j)  (-0.016552+0.030001j)  (-0.045050+0.004781j)  (-0.011668+0.029810j)  (-0.029595-0.028697j)
 (0.039510+0.004536j)  (-0.102337-0.062087j)  (0.013969+0.008671j)  (0.000470-0.027261j)  (0.027508-0.015022j)  (0.012130+0.008185j)  (0.017973+0.022042j)  (-0.915999-0.005194j)  (0.046271+0.061941j)  (-0.066885-0.002558j)  (-0.034728+0.087512j)  (-0.023335-0.010843j)  (-0.029189-0.017142j)  (0.005745-0.033941j)  (0.026773-0.015032j)  (-0.005996-0.003310j)  (0.009790+0.013285j)  (-0.015482-0.013470j)  (0.027425-0.012534j)  (0.028393+0.012671j)  (0.030218+0.009746j)  (0.000066-0.005939j)  (0.021260+0.001999j)  (-0.009003-0.038797j)  (0.027427-0.023185j)  (0.019206+0.008898j)  (0.025082+0.034872j)  (0.017390-0.003401j)  (-0.024949+0.005082j)  (0.002274-0.014230j)  (-0.008156+0.012862j)  (0.020169-0.008162j)  (0.003547-0.022753j)  (-0.008230-0.015642j)  (-0.011431-0.012025j)  (0.001017+0.000465j)  (0.029174+0.010033j)  (0.029321+0.013293j)  (-0.039594+0.081402j)  (-0.015639-0.010083j)  (0.005418+0.009663j)  (0.020193+0.012570j)  (-0.000554-0.002559j)  (-0.000941-0.095785j)  (0.017920-0.009886j)  (0.009341-0.002270j)  (-0.011920+0.013752j)  (0.010500+0.039364j)  (0.002618-0.046280j)  (-0.022482+0.003073j)  (0.011302-0.044655j)  (0.000697-0.010871j)  (-0.033484-0.068209j)  (-0.036540+0.027877j)  (-0.013422-0.007420j)  (0.044063-0.005615j)  (-0.010576-0.004427j)  (0.020008-0.003962j)  (0.036732-0.002906j)  (0.008076-0.007998j)  (0.050243-0.011044j)  (0.016800+0.015415j)  (0.018056+0.007928j)  (-0.018410-0.072246j)  (-0.011633+0.004416j)  (-0.005813-0.016731j)  (0.012120+0.010811j)  (-0.004423+0.067986j)  (-0.002137+0.031957j)  (-0.001733+0.023457j)  (0.001216+0.011221j)  (-0.003884-0.012220j)  (0.005342+0.015676j)  (-0.006107+0.064668j)  (-0.020388+0.004201j)  (-0.000762+0.019428j)  (0.039083+0.026133j)  (-0.002531-0.010352j)  (0.003627+0.014303j)  (0.030949+0.000127j)  (0.022753+0.079733j)  (0.008965+0.006806j)  (-0.020566+0.010505j)  (-0.035013+0.011284j)  (-0.003457+0.020591j)  (-0.003326-0.011290j)  (-0.002480+0.015938j)  (-0.019265+0.039084j)  (0.019608-0.000682j)  (-0.023497-0.012456j)  (-0.021041+0.012239j)  (0.003616+0.011233j)  (-0.023373-0.013877j)  (0.022367-0.006864j)  (-0.017134+0.002537j)  (-0.013734-0.011138j)  (-0.037927-0.051034j)  (-0.018734-0.000772j)  (0.003738-0.047981j)  (0.025881-0.041245j)  (-0.006957+0.033134j)  (0.001572-0.012740j)  (-0.000087+0.000229j)  (0.000747-0.030190j)  (0.005933-0.005889j)  (0.021514+0.030148j)  (0.006158-0.047022j)  (0.004224+0.007483j)  (0.003154+0.014334j)  (-0.020292-0.004145j)  (-0.042602+0.000150j)  (-0.013923-0.004136j)  (0.003285-0.005548j)  (-0.002838-0.015738j)  (-0.014240+0.007698j)  (0.021074+0.045293j)  (-0.014621-0.009557j)  (0.013112-0.013862j)  (0.008611+0.001054j)  (-0.005849-0.021761j)  (0.017545+0.009456j)  (-0.009268+0.018325j)  (-0.023797-0.015613j)  (-0.002208-0.005149j)  (0.014079-0.027390j)  (-0.017132-0.002749j)  (0.025740+0.011419j)  (-0.007676-0.014251j)
