 (-0.695534-0.015192j)  (0.084924-0.089784j)  (-0.024256+0.020419j)  (0.058991-0.012137j)  (0.112242-0.089695j)  (0.156888+0.011766j)  (-0.106523+0.051326j)  (0.032610+0.008144j)  (0.115840-0.089043j)  (-0.141261+0.038996j)  (0.102494-0.003590j)  (0.001727+0.066668j)  (0.128727+0.002959j)  (-0.059942-0.004071j)  (-0.027434-0.002707j)  (-0.111581+0.011551j)  (0.028255+0.068085j)  (0.074966+0.021287j)  (0.059672-0.023194j)  (0.105219-0.077435j)  (0.005783-0.044323j)  (-0.066461-0.021346j)  (-0.037014+0.011823j)  (-0.005148-0.007797j)  (0.047497-0.033532j)  (-0.005959-0.023793j)  (-0.054662+0.018835j)  (0.019297-0.057504j)  (-0.034214+0.031853j)  (0.026452-0.020214j)  (-0.040035+0.013447j)  (0.025991-0.012656j)  (0.050214+0.047992j)  (-0.026568+0.030522j)  (-0.122545+0.040634j)  (0.015580-0.023102j)  (-0.007315+0.010810j)  (0.054609-0.002453j)  (0.023493+0.017462j)  (-0.009081-0.032606j)  (-0.029022+0.049643j)  (0.040280-0.003130j)  (-0.067995+0.021290j)  (0.051930-0.045275j)  (0.015810-0.053671j)  (-0.106598+0.047237j)  (0.062767+0.004081j)  (0.091302-0.027248j)  (0.023018-0.029798j)  (-0.061365+0.007524j)  (-0.014681+0.038512j)  (0.045247+0.025652j)  (-0.080170-0.006993j)  (0.008706+0.080175j)  (-0.004181+0.081397j)  (0.036031-0.021985j)  (-0.053964+0.038132j)  (0.000342+0.011257j)  (-0.005240+0.044749j)  (0.001754-0.056633j)  (-0.011638-0.011923j)  (-0.019209-0.030520j)  (0.008975+0.016932j)  (-0.054942+0.020415j)  (-0.026444+0.015635j)  (0.073178+0.001912j)  (-0.021731-0.037510j)  (-0.008147+0.031279j)  (-0.026205+0.008748j)  (-0.083932+0.006593j)  (-0.015125-0.009708j)  (0.003026+0.005028j)  (0.061042-0.028456j)  (0.010074+0.022527j)  (-0.014204-0.024409j)  (0.010616+0.043978j)  (0.059054+0.025461j)  (0.044863-0.020410j)  (0.016854-0.035176j)  (0.083807+0.018737j)  (0.121790+0.079163j)  (0.019258+0.008291j)  (-0.022096-0.038487j)  (-0.019902-0.070396j)  (-0.065905+0.039322j)  (-0.043333-0.015168j)  (0.040655-0.020463j)  (-0.016535+0.041680j)  (-0.011974+0.031047j)  (-0.010308+0.009037j)  (0.008783+0.002824j)  (0.042555-0.002302j)  (-0.033777-0.009778j)  (-0.039988+0.010612j)  (-0.018931+0.028094j)  (-0.014783-0.028771j)  (-0.040610+0.042456j)  (-0.084759-0.016834j)  (0.019918-0.093149j)  (-0.050749-0.013211j)  (-0.052459+0.064192j)  (-0.057306+0.032300j)  (0.039150+0.028029j)  (0.015881+0.016474j)  (0.022458-0.031379j)  (-0.023050+0.018347j)  (0.041003+0.009557j)  (0.006137+0.064388j)  (-0.018707+0.010567j)  (-0.030836+0.000281j)  (-0.030722+0.019308j)  (-0.037828+0.064981j)  (-0.032289+0.024175j)  (-0.026043+0.017213j)  (0.012209-0.007317j)  (-0.004292+0.008334j)  (0.020939-0.021750j)  (0.015280-0.028321j)  (0.002070+0.015328j)  (-0.096627-0.004688j)  (0.022288-0.044079j)  (-0.008602+0.032393j)  (0.029833-0.005943j)  (0.010683+0.019673j)  (-0.017482-0.017505j)  (-0.017710-0.019195j)  (-0.017509-0.020810j)  (-0.034133+0.013739j)
 (-0.247659+0.010134j)  (-0.650622-0.025807j)  (-0.017271-0.022243j)  (-0.051468+0.024709j)  (0.062174+0.010146j)  (-0.168306-0.020255j)  (0.025838-0.002124j)  (0.015951+0.041570j)  (-0.071588+0.019739j)  (0.146999+0.069187j)  (0.071150+0.169502j)  (-0.010000-0.038094j)  (-0.001516+0.053506j)  (0.110052+0.022939j)  (-0.025989-0.007540j)  (0.051829-0.016642j)  (-0.060433-0.087578j)  (0.051641+0.032994j)  (0.027787-0.071578j)  (-0.037768+0.051461j)  (-0.016407+0.059643j)  (0.046294+0.010994j)  (-0.035524-0.008401j)  (-0.079838+0.011592j)  (0.030394+0.029121j)  (0.002072+0.016311j)  (-0.040894+0.000386j)  (-0.028524+0.010157j)  (-0.034886-0.036628j)  (0.012021+0.025850j)  (-0.006185+0.007634j)  (0.124838+0.081344j)  (0.019869+0.156048j)  (-0.038361-0.040122j)  (-0.079704-0.055790j)  (0.009243+0.029791j)  (0.013198-0.019030j)  (-0.009735+0.051143j)  (-0.081416-0.035494j)  (-0.007369-0.003135j)  (0.022731+0.061271j)  (-0.013434+0.056471j)  (0.054972-0.023327j)  (0.030438+0.003235j)  (-0.022121-0.001145j)  (-0.001678+0.025767j)  (-0.029676+0.004916j)  (-0.040848-0.044436j)  (-0.019544-0.013299j)  (0.024860-0.026541j)  (-0.074025-0.079291j)  (0.021140+0.003382j)  (0.013649-0.000362j)  (0.026617-0.057280j)  (-0.017242-0.005152j)  (-0.056741+0.002804j)  (-0.077426+0.007761j)  (0.017865-0.006710j)  (0.063814+0.018319j)  (-0.014074-0.009002j)  (0.099044+0.045313j)  (0.033851+0.079801j)  (-0.079170-0.034359j)  (0.008534-0.012111j)  (-0.020101-0.061759j)  (0.029905-0.001982j)  (-0.082601-0.077785j)  (0.028843+0.021528j)  (0.044645+0.015569j)  (0.092848-0.065998j)  (0.008302-0.017275j)  (0.043664+0.039505j)  (-0.001772+0.025562j)  (-0.027382-0.028213j)  (-0.009455-0.027973j)  (-0.020397-0.023324j)  (0.024813+0.043746j)  (0.005382+0.000495j)  (0.009090-0.039314j)  (-0.031281+0.076650j)  (0.009195+0.033224j)  (-0.043388-0.019157j)  (0.003183+0.004158j)  (0.044259+0.011554j)  (-0.061831-0.043560j)  (-0.019712+0.020992j)  (-0.056680-0.041173j)  (0.033266-0.040539j)  (0.051672+0.013040j)  (0.039718-0.001085j)  (-0.079964-0.058638j)  (-0.066077+0.017723j)  (0.040120+0.048655j)  (0.009129-0.066825j)  (0.038305-0.029116j)  (0.008078+0.026409j)  (0.035473+0.014925j)  (0.045148-0.036422j)  (0.057667-0.007217j)  (-0.070891-0.001377j)  (0.049792-0.055860j)  (0.088851+0.025986j)  (0.028349+0.019561j)  (-0.038451-0.065415j)  (-0.043909-0.011468j)  (0.017097-0.003722j)  (0.028887-0.016242j)  (-0.025099-0.009908j)  (0.036070-0.050829j)  (0.016082+0.008476j)  (0.028866-0.095713j)  (-0.025583-0.064115j)  (-0.001048-0.039313j)  (0.029620-0.017400j)  (-0.027344-0.036658j)  (0.029513+0.032327j)  (-0.032197+0.004694j)  (0.003807+0.013992j)  (0.033167-0.030746j)  (0.088800-0.014076j)  (0.001457+0.019274j)  (0.032649-0.019338j)  (-0.042863+0.001255j)  (-0.021430+0.023397j)  (0.010292+0.008450j)  (0.025871-0.004469j)  (-0.024712-0.057529j)  (0.047788-0.032309j)
 (0.041286-0.030051j)  (-0.044991+0.005493j)  (-0.927168+0.006182j)  (-0.000308-0.039469j)  (-0.008346-0.035373j)  (0.004147+0.006146j)  (0.039344+0.015013j)  (0.016686+0.009613j)  (-0.008989-0.011367j)  (-0.000382+0.037147j)  (-0.077551-0.011303j)  (-0.007360+0.000266j)  (0.018990-0.005077j)  (-0.013587+0.048301j)  (0.012452+0.004465j)  (-0.025780-0.070456j)  (-0.018524+0.005095j)  (0.019297-0.001135j)  (0.012122-0.000700j)  (0.011643-0.001323j)  (-0.018688-0.010503j)  (-0.026992-0.043458j)  (0.029610+0.034723j)  (-0.039707+0.051988j)  (0.001094+0.032237j)  (0.017597+0.016403j)  (-0.001704+0.034812j)  (0.006853+0.000885j)  (-0.019805+0.009236j)  (0.006613-0.006476j)  (-0.001633-0.004369j)  (-0.027550-0.014940j)  (0.011916-0.021130j)  (0.016785+0.021403j)  (-0.000654+0.054744j)  (-0.016489-0.000020j)  (0.014318-0.003328j)  (-0.008191-0.013391j)  (0.035013+0.005356j)  (0.012858-0.008680j)  (0.055953-0.013960j)  (-0.023267+0.001778j)  (0.015702+0.005787j)  (-0.019409+0.007607j)  (-0.029004-0.001443j)  (0.009042-0.007589j)  (-0.009919+0.001265j)  (0.009932+0.011391j)  (-0.000365-0.005760j)  (0.004838-0.003142j)  (0.001161-0.010674j)  (0.017437-0.016069j)  (0.028356+0.006248j)  (-0.019939+0.014266j)  (0.032432+0.046914j)  (-0.003120-0.073036j)  (0.004425+0.051179j)  (-0.019198+0.012507j)  (-0.041819+0.030690j)  (-0.003317+0.001601j)  (0.003742+0.079422j)  (0.007740-0.013220j)  (0.034465+0.005002j)  (-0.000767+0.006491j)  (0.002030-0.001581j)  (-0.022015+0.002698j)  (0.020370+0.006368j)  (0.016499+0.020284j)  (0.004691+0.011985j)  (-0.000864+0.000800j)  (-0.018481+0.021241j)  (-0.003846+0.011661j)  (-0.040259-0.003431j)  (0.001372+0.003589j)  (-0.023444+0.017660j)  (0.018032+0.003573j)  (0.006067+0.015001j)  (0.004689+0.002535j)  (0.012623+0.000524j)  (0.010569+0.022822j)  (0.023406-0.011473j)  (-0.004943+0.001986j)  (0.005772+0.003402j)  (-0.000217-0.028214j)  (0.009798+0.031458j)  (0.020249+0.010151j)  (-0.003351+0.008507j)  (0.011247+0.008793j)  (0.002205+0.029975j)  (-0.025502+0.006228j)  (0.006737-0.054682j)  (0.012935+0.015537j)  (-0.007438+0.005792j)  (0.010325+0.005151j)  (-0.015172-0.004896j)  (-0.007358-0.017050j)  (0.000676+0.004183j)  (-0.009319-0.019935j)  (-0.001304+0.015322j)  (0.024884+0.034295j)  (0.006843+0.020501j)  (-0.005772-0.035923j)  (-0.021555+0.023177j)  (0.011567-0.037569j)  (-0.011927+0.010562j)  (0.014241+0.074915j)  (-0.010571-0.003171j)  (0.012873-0.003783j)  (-0.019988+0.058625j)  (-0.019134+0.012337j)  (0.008326+0.040341j)  (-0.008818-0.004268j)  (0.028391-0.000650j)  (0.003587-0.024897j)  (-0.013215+0.035894j)  (0.013838-0.017990j)  (-0.023773+0.020199j)  (-0.011908+0.013489j)  (-0.014695+0.044106j)  (-0.004144-0.056483j)  (0.017592+0.000890j)  (0.032815+0.059550j)  (-0.004671+0.058958j)  (0.014195-0.015691j)  (-0.007704+0.011620j)  (0.003156+0.008954j)  (0.051120-0.053061j)  (-0.011503+0.045692j)
 (0.035353+0.027945j)  (0.019316-0.057751j)  (-0.021418-0.016883j)  (-0.888400+0.028342j)  (0.042596-0.034935j)  (0.044817+0.046174j)  (-0.030884+0.025528j)  (-0.020045-0.025663j)  (0.038811-0.003386j)  (-0.033576-0.009424j)  (0.002339-0.025871j)  (0.043870+0.002910j)  (0.027178-0.028199j)  (-0.032088-0.036845j)  (-0.024575+0.005094j)  (-0.015176-0.016156j)  (-0.026971-0.043604j)  (0.004567+0.005933j)  (0.028795+0.004689j)  (0.018635-0.010544j)  (-0.005062-0.016805j)  (0.016429-0.012427j)  (-0.021878-0.007627j)  (-0.007454+0.028313j)  (0.031133+0.000359j)  (-0.021577-0.032323j)  (0.002482-0.004355j)  (-0.058127-0.005155j)  (0.011099+0.013646j)  (0.011680+0.008683j)  (-0.023383-0.010577j)  (0.004354-0.011252j)  (-0.012795-0.015342j)  (0.010583-0.004550j)  (-0.032879+0.000017j)  (-0.017778-0.008426j)  (0.007349+0.016368j)  (0.013319-0.000076j)  (0.003987+0.002860j)  (-0.003184-0.036705j)  (-0.021116+0.008690j)  (0.080318-0.015079j)  (-0.034846-0.001966j)  (0.019031-0.112751j)  (-0.000972-0.011337j)  (-0.029546-0.034202j)  (0.012149-0.001151j)  (0.005670-0.008755j)  (0.027218+0.007518j)  (-0.028731-0.011206j)  (-0.000930-0.044109j)  (0.003234-0.021981j)  (-0.025465-0.020985j)  (-0.013970-0.034488j)  (0.014565-0.005578j)  (0.043580+0.036281j)  (0.017882+0.014694j)  (0.022872-0.024707j)  (0.000356-0.005478j)  (-0.002165-0.035905j)  (0.006040-0.062935j)  (-0.018807+0.045374j)  (-0.013933+0.014634j)  (0.023189-0.085526j)  (-0.011926-0.001774j)  (0.001887+0.010897j)  (-0.023009-0.014894j)  (0.008527+0.027296j)  (0.010757-0.091887j)  (-0.022411-0.006033j)  (-0.003243-0.010334j)  (-0.003446-0.014534j)  (0.019271+0.051887j)  (-0.001077+0.002765j)  (0.003971-0.004447j)  (0.013341+0.057434j)  (-0.003242+0.005465j)  (-0.012507+0.004351j)  (-0.005186+0.072088j)  (0.032743-0.005198j)  (0.001211+0.014651j)  (0.021574+0.043025j)  (0.027018+0.083327j)  (0.022713+0.019123j)  (0.023579+0.010764j)  (0.055042-0.074904j)  (0.022138-0.055808j)  (-0.011325-0.034594j)  (-0.029315+0.015024j)  (-0.012848+0.002644j)  (0.033568+0.021602j)  (0.021643+0.004015j)  (0.006952+0.091466j)  (-0.038854-0.068492j)  (0.009162+0.012938j)  (-0.002932-0.017745j)  (-0.014711-0.028542j)  (-0.041531+0.036691j)  (0.001496-0.013946j)  (0.002394+0.038941j)  (-0.013400-0.024073j)  (-0.026815-0.017339j)  (0.038085+0.007158j)  (0.029239+0.021667j)  (-0.008770+0.014310j)  (0.005620+0.009560j)  (-0.026000-0.013711j)  (-0.005124-0.000524j)  (0.003501-0.004145j)  (-0.017348-0.016273j)  (0.030436-0.077147j)  (-0.001649-0.014317j)  (-0.019026+0.040535j)  (0.002316-0.069188j)  (0.002581+0.009701j)  (-0.004049+0.008536j)  (0.008547+0.005341j)  (0.011697-0.009089j)  (0.025677-0.061314j)  (-0.029786-0.010525j)  (-0.011147-0.009612j)  (-0.037440+0.076932j)  (-0.000864-0.009729j)  (0.013520+0.061079j)  (-0.019758+0.015143j)  (0.009303-0.004214j)  (-0.023164-0.001592j)  (-0.028442-0.017100j)
 (0.020558-0.023180j)  (0.134679-0.064826j)  (-0.011297-0.000550j)  (-0.007453+0.002901j)  (-0.844112-0.011093j)  (-0.070159+0.003999j)  (-0.079167+0.020429j)  (0.004265+0.006499j)  (0.054915-0.026943j)  (-0.012966+0.031983j)  (0.068982+0.032018j)  (-0.038956-0.017669j)  (0.042026+0.021614j)  (0.002440-0.002523j)  (-0.059876-0.001812j)  (-0.040644-0.003534j)  (-0.008021-0.028472j)  (0.095700+0.003683j)  (0.037718+0.017103j)  (0.022629+0.041212j)  (-0.029697+0.005020j)  (0.017248+0.028773j)  (-0.018641+0.091404j)  (-0.050395+0.004366j)  (0.028940-0.029594j)  (-0.003730-0.010251j)  (-0.086181+0.018050j)  (0.039478+0.012258j)  (-0.038412-0.056119j)  (0.019274+0.031501j)  (-0.042916+0.001616j)  (0.064004+0.010283j)  (0.015044+0.077070j)  (-0.026203-0.062557j)  (-0.043317-0.058369j)  (0.002258-0.016680j)  (0.044832-0.006347j)  (-0.016277-0.005874j)  (-0.027867+0.001141j)  (0.010123-0.031581j)  (0.010291+0.096153j)  (0.021761+0.025467j)  (-0.020703-0.000163j)  (0.051762-0.017607j)  (-0.009141-0.014022j)  (-0.012891-0.018189j)  (-0.001411+0.070842j)  (-0.019598-0.009489j)  (-0.022450-0.084415j)  (0.016383+0.027547j)  (-0.035661-0.022032j)  (-0.008546-0.010795j)  (-0.020252+0.000865j)  (0.025156-0.025251j)  (-0.014297-0.006709j)  (-0.002869-0.001736j)  (-0.068077+0.060122j)  (-0.025103-0.063902j)  (0.034693+0.019743j)  (0.009703+0.008058j)  (0.002740-0.022771j)  (-0.006335+0.065809j)  (-0.014877-0.011598j)  (-0.011100+0.033844j)  (-0.037751-0.017160j)  (0.015239-0.015129j)  (-0.042871-0.016214j)  (0.012247+0.060615j)  (0.025591-0.018646j)  (0.001557-0.028548j)  (-0.000948-0.067864j)  (0.042118+0.033790j)  (0.024792-0.015995j)  (-0.016005+0.030697j)  (0.022766-0.053118j)  (-0.021287+0.031035j)  (0.026329+0.036570j)  (0.006607-0.008420j)  (0.009845-0.017089j)  (0.019852+0.005581j)  (0.056748+0.023213j)  (-0.010956+0.089974j)  (-0.017499-0.002333j)  (0.021756+0.001621j)  (-0.028906-0.042495j)  (-0.010276-0.002730j)  (0.017114+0.006098j)  (0.007919+0.010772j)  (0.002221-0.010005j)  (-0.010498-0.069101j)  (-0.027706-0.018059j)  (-0.016226+0.053604j)  (-0.035778+0.022830j)  (-0.001970-0.021320j)  (-0.009569-0.002570j)  (0.042938+0.022785j)  (0.030477+0.028885j)  (-0.063352-0.017401j)  (0.022619-0.023380j)  (-0.024962+0.004924j)  (-0.017970+0.050025j)  (0.031589-0.025771j)  (0.029743-0.014723j)  (-0.017968-0.011201j)  (-0.033689+0.098165j)  (0.009792-0.014516j)  (0.015396+0.016757j)  (-0.025861-0.016389j)  (-0.011459+0.027858j)  (-0.021612-0.004771j)  (-0.000672-0.024655j)  (-0.010984-0.047359j)  (-0.005496-0.028859j)  (0.007115+0.057936j)  (-0.018894+0.014779j)  (0.025158+0.027176j)  (-0.010781+0.017239j)  (-0.012871+0.039373j)  (-0.019923+0.002939j)  (0.003447-0.030942j)  (0.005334-0.007944j)  (-0.019609-0.006285j)  (0.028616+0.022253j)  (0.018606-0.022259j)  (0.000349-0.025014j)  (0.008686+0.039039j)  (-0.015169-0.009958j)  (-0.013148-0.063150j)
 (0.070323-0.062200j)  (-0.014866-0.143986j)  (-0.009725+0.029099j)  (0.031057+0.000808j)  (0.096829-0.102992j)  (-0.810543+0.049529j)  (-0.079866+0.087791j)  (0.020449-0.030425j)  (0.070770-0.042134j)  (-0.064060-0.017872j)  (0.003002-0.031428j)  (0.013898+0.096523j)  (0.082999-0.044774j)  (-0.015356-0.095646j)  (-0.068798-0.008689j)  (-0.063669+0.101355j)  (-0.003677+0.030743j)  (-0.017302-0.044470j)  (-0.015558+0.024906j)  (0.027319-0.023623j)  (0.004027-0.038226j)  (-0.021198-0.013580j)  (-0.002059+0.020526j)  (0.025234+0.028889j)  (0.019260-0.012431j)  (0.021584-0.032410j)  (-0.026522+0.005049j)  (-0.016250-0.046714j)  (-0.033464-0.055738j)  (0.028617+0.094414j)  (-0.019292+0.017197j)  (-0.006199+0.001999j)  (0.024344-0.151974j)  (-0.094234-0.022168j)  (-0.011575+0.050640j)  (-0.025123+0.025429j)  (0.018462+0.019670j)  (0.045302-0.007543j)  (0.007387+0.054348j)  (-0.022282+0.022370j)  (-0.018838-0.031249j)  (0.002020-0.093161j)  (-0.029296-0.009365j)  (0.004014-0.019112j)  (0.011821+0.020157j)  (-0.028900+0.018352j)  (0.001613+0.025925j)  (0.009664+0.013063j)  (0.044860+0.010148j)  (-0.057069-0.021294j)  (0.027466+0.055566j)  (0.018774-0.012834j)  (-0.037955-0.019859j)  (0.001601+0.012536j)  (0.002292+0.022842j)  (0.016360+0.021943j)  (0.017191+0.044505j)  (0.011908+0.016083j)  (0.035011+0.042777j)  (0.014538+0.042296j)  (-0.049149-0.012687j)  (-0.000137+0.051036j)  (0.029132-0.048592j)  (-0.031940+0.029569j)  (0.018845+0.015817j)  (0.012072-0.003994j)  (-0.007978+0.012351j)  (0.023579-0.028553j)  (-0.009129-0.023300j)  (-0.062498+0.016410j)  (0.005726+0.007347j)  (-0.004038-0.064379j)  (0.032823+0.010681j)  (0.018057+0.011279j)  (-0.028351+0.000569j)  (0.011235+0.030970j)  (0.020995-0.009817j)  (0.065872-0.016269j)  (0.022324-0.005196j)  (0.038137-0.014674j)  (0.008046+0.020833j)  (0.029324-0.004683j)  (0.005055+0.002288j)  (-0.042717+0.016293j)  (-0.019587+0.025115j)  (-0.032664+0.030752j)  (0.017704+0.022561j)  (-0.012041+0.022741j)  (0.000226-0.007692j)  (-0.003875+0.001656j)  (0.018836+0.049561j)  (0.024890-0.015460j)  (0.004471+0.006110j)  (-0.020481-0.002657j)  (-0.006931-0.011869j)  (-0.038360+0.053119j)  (-0.027491-0.000052j)  (-0.048356+0.008395j)  (-0.062849-0.033646j)  (-0.029620+0.016593j)  (0.011889+0.032100j)  (-0.024594-0.051074j)  (0.004815-0.097218j)  (-0.008494-0.044198j)  (0.022786+0.004911j)  (-0.016636-0.015638j)  (0.019963-0.034496j)  (0.014665+0.054764j)  (-0.020804-0.001487j)  (-0.047434+0.021167j)  (-0.030894-0.044598j)  (-0.009168+0.026007j)  (-0.009421+0.009313j)  (-0.014899+0.004452j)  (0.000846-0.037433j)  (-0.015157-0.025866j)  (0.043825+0.026313j)  (0.015942-0.005233j)  (-0.017914-0.015531j)  (-0.051362-0.003879j)  (-0.025897-0.014634j)  (-0.013260+0.019856j)  (0.011058+0.025951j)  (0.049998+0.001251j)  (0.023282+0.053423j)  (0.006967+0.014971j)  (-0.001541+0.028844j)  (-0.025012-0.002986j)
 (-0.017346+0.008150j)  (-0.119447+0.054431j)  (0.001777-0.004059j)  (0.004907-0.008253j)  (-0.050842+0.021000j)  (0.041510+0.029020j)  (-0.874841+0.014614j)  (-0.032390+0.087027j)  (-0.015425+0.011999j)  (0.050256-0.005723j)  (-0.088120-0.043533j)  (0.006555-0.023251j)  (-0.009551-0.004980j)  (0.010655+0.030012j)  (0.031945+0.023136j)  (0.042661+0.002036j)  (0.024230+0.010840j)  (-0.016861-0.031910j)  (-0.018265-0.056265j)  (-0.010071-0.011411j)  (0.052332+0.015756j)  (0.005474+0.005068j)  (0.037627+0.003764j)  (0.015876+0.023112j)  (-0.036915+0.074559j)  (0.004913+0.001823j)  (0.021653-0.046349j)  (0.010316+0.024147j)  (0.002603-0.021103j)  (-0.002960-0.012558j)  (0.042385+0.002370j)  (-0.036129+0.087179j)  (0.011071-0.058242j)  (0.036618+0.046012j)  (0.014135+0.045745j)  (0.006703-0.048303j)  (-0.015791-0.002699j)  (-0.025016-0.006398j)  (0.031781+0.057008j)  (0.006221-0.001175j)  (-0.005976-0.037585j)  (-0.025441-0.006249j)  (0.020966+0.013397j)  (-0.065803-0.012978j)  (0.017419+0.026107j)  (0.009222+0.023303j)  (0.012207-0.022997j)  (0.004919-0.049475j)  (-0.002396+0.033722j)  (0.031201-0.081889j)  (0.040448-0.063462j)  (-0.006439-0.013807j)  (0.047905-0.033827j)  (-0.038060+0.017819j)  (0.030930+0.062167j)  (0.022770-0.002127j)  (0.048930-0.007036j)  (-0.003989-0.010306j)  (-0.025195+0.064332j)  (0.006543+0.022028j)  (0.007099-0.001215j)  (0.006763-0.022615j)  (0.042588+0.003066j)  (0.007682-0.038201j)  (0.014399+0.050157j)  (-0.016989-0.009440j)  (0.013540+0.025746j)  (0.012182-0.046909j)  (0.018253-0.000181j)  (0.012942+0.016265j)  (-0.011876+0.031391j)  (-0.024216+0.017671j)  (-0.035826+0.049061j)  (-0.009695-0.005745j)  (0.017091+0.022716j)  (0.032464-0.022010j)  (0.005904-0.036363j)  (-0.008537-0.018954j)  (-0.007309+0.011465j)  (-0.058193+0.001482j)  (-0.062035-0.038472j)  (-0.008100-0.010562j)  (0.017652+0.003451j)  (-0.019036+0.038655j)  (0.038417-0.015627j)  (-0.007906-0.071303j)  (0.018203-0.004537j)  (0.011591+0.001121j)  (-0.003729+0.012674j)  (0.013354-0.010085j)  (0.015060-0.019676j)  (-0.008955-0.028054j)  (0.023679-0.051447j)  (-0.007363-0.013035j)  (0.024392+0.016778j)  (-0.015997+0.021104j)  (0.009938+0.042094j)  (0.015095-0.006129j)  (0.001962-0.041230j)  (0.058832+0.020994j)  (0.041239-0.007198j)  (0.018034+0.041371j)  (-0.027490-0.024066j)  (-0.007466+0.029290j)  (-0.045612+0.025922j)  (0.012087-0.014568j)  (-0.029383-0.018054j)  (0.027391+0.031861j)  (-0.000899-0.004038j)  (0.007489-0.027084j)  (-0.011838+0.010046j)  (0.005863+0.023233j)  (0.013809-0.041335j)  (0.004523-0.017795j)  (0.014320+0.030549j)  (-0.014111+0.012140j)  (0.017472-0.012435j)  (-0.010379-0.003833j)  (-0.009470+0.010596j)  (0.017461+0.001596j)  (0.005368+0.050191j)  (0.004958+0.044084j)  (0.009557+0.028773j)  (0.010197-0.049423j)  (0.007374-0.063077j)  (0.003627-0.061973j)  (0.003297+0.012115j)  (-0.006581+0.036460j)
 (-0.027855+0.044440j)  (0.011876+0.024853j)  (-0.010808+0.012076j)  (0.028024-0.015476j)  (0.008072+0.022038j)  (-0.011404-0.017737j)  (-0.023679+0.078105j)  (-0.902531-0.036490j)  (0.028293+0.068299j)  (-0.002984-0.042687j)  (0.014026+0.009228j)  (-0.004721+0.018750j)  (0.021351-0.012050j)  (-0.002299-0.039135j)  (-0.033132-0.035121j)  (0.001258-0.000913j)  (-0.037830+0.058716j)  (0.023931+0.041600j)  (-0.006650-0.016254j)  (-0.015538+0.007151j)  (0.001118-0.021212j)  (0.002767-0.004225j)  (0.003341-0.003415j)  (-0.016967+0.015147j)  (0.020966-0.003174j)  (0.001120+0.050270j)  (-0.015328-0.011941j)  (-0.013470+0.024093j)  (-0.004776+0.008222j)  (-0.006901-0.013536j)  (-0.015922+0.017136j)  (0.004354-0.004349j)  (-0.037997+0.015034j)  (-0.024996-0.013654j)  (0.019118+0.000329j)  (0.013882+0.014497j)  (0.027101+0.014399j)  (0.019622-0.023822j)  (-0.012176+0.020695j)  (0.019893+0.023375j)  (0.009547-0.025132j)  (0.020552-0.015205j)  (-0.017731-0.023598j)  (-0.001336+0.001211j)  (0.014604+0.015798j)  (0.021869-0.010886j)  (0.012667+0.032999j)  (0.000421-0.006604j)  (0.034673-0.021349j)  (-0.013240+0.021225j)  (-0.017691+0.010495j)  (0.017505+0.060082j)  (-0.012351+0.088237j)  (0.036322-0.073948j)  (0.013924+0.006941j)  (0.033364+0.005176j)  (0.010219-0.034300j)  (0.019859+0.020469j)  (-0.011514-0.006494j)  (0.007430-0.010206j)  (-0.015411+0.024142j)  (-0.016959+0.042176j)  (-0.020275+0.021896j)  (0.014072+0.010806j)  (0.018964-0.012704j)  (-0.030935+0.073555j)  (0.019838-0.026171j)  (-0.001681-0.013120j)  (0.019736-0.011029j)  (-0.016825-0.003114j)  (0.005728+0.010784j)  (-0.010627+0.043283j)  (-0.000255+0.013380j)  (-0.018662+0.005430j)  (-0.043321+0.000849j)  (-0.017134+0.050275j)  (0.006634+0.012357j)  (0.011182+0.009516j)  (-0.019255+0.013138j)  (0.030312+0.019214j)  (0.029875+0.003266j)  (-0.018977-0.005470j)  (-0.011436-0.018554j)  (0.014277-0.029310j)  (-0.000526+0.022331j)  (-0.028850+0.008052j)  (-0.014772+0.025460j)  (0.025972+0.027854j)  (-0.003526-0.005465j)  (-0.035869+0.018463j)  (-0.021971-0.045274j)  (-0.004357+0.026010j)  (-0.023363+0.129556j)  (-0.015724+0.020661j)  (-0.004412-0.019851j)  (-0.060498-0.005109j)  (0.028876+0.025785j)  (0.030337+0.052876j)  (-0.009998-0.010146j)  (0.024675-0.034324j)  (-0.004736-0.007430j)  (0.016606-0.070222j)  (-0.005943+0.012897j)  (0.015174-0.030525j)  (-0.001972-0.079921j)  (-0.004748+0.088647j)  (0.007066-0.008544j)  (-0.029370+0.005727j)  (-0.008912+0.024689j)  (-0.000372+0.010406j)  (0.000420-0.021729j)  (-0.011660-0.012234j)  (0.001229-0.003130j)  (-0.026196+0.009310j)  (0.004957+0.033386j)  (-0.021471-0.004353j)  (-0.000892+0.007904j)  (0.016670+0.015711j)  (0.002747-0.016029j)  (0.011938-0.048471j)  (-0.001499+0.007142j)  (0.029820-0.101188j)  (0.036377-0.044740j)  (-0.007204+0.001810j)  (-0.006185-0.020732j)  (0.000369+0.024478j)  (0.013369-0.020603j)  (-0.007519-0.005190j)
