 (-0.873224-0.005330j)  (0.035700+0.036439j)  (-0.001811+0.011531j)  (0.066948+0.003191j)  (0.016710-0.050035j)  (-0.013962+0.024285j)  (0.034615+0.039285j)  (0.004605+0.012999j)  (0.044698+0.038425j)  (0.020756+0.012612j)  (-0.004145+0.021458j)  (0.024422-0.000987j)  (0.008133+0.035156j)  (0.019785+0.004686j)  (-0.024547-0.001608j)  (-0.005812+0.003689j)  (0.016804-0.025627j)  (0.050988+0.025634j)  (0.010241-0.003191j)  (-0.000578+0.009527j)  (0.002399-0.015333j)  (-0.035621-0.007167j)  (0.022569+0.003136j)  (-0.010334-0.002924j)  (0.010411+0.025106j)  (0.031718+0.005089j)  (0.002884+0.019391j)  (-0.058289+0.031795j)  (-0.016609-0.046908j)  (-0.023701-0.047057j)  (0.030112+0.058418j)  (-0.064186-0.013547j)  (-0.007399+0.012267j)  (0.013718+0.005098j)  (0.007468+0.109582j)  (-0.021432-0.020376j)  (-0.004179-0.077490j)  (-0.009340-0.009330j)  (-0.028563-0.000824j)  (0.004862-0.056496j)  (0.022152+0.021167j)  (0.025858-0.028850j)  (-0.015780+0.014732j)  (-0.003121-0.024552j)  (-0.017162+0.005534j)  (0.019324-0.004958j)  (0.001157-0.056148j)  (0.037382+0.002826j)  (-0.017679+0.005331j)  (-0.014327+0.026069j)  (-0.001970+0.016412j)  (0.026255-0.029115j)  (0.038781+0.068171j)  (-0.017334+0.104260j)  (-0.009283+0.013560j)  (-0.004489+0.000537j)  (0.012544-0.003482j)  (0.032128-0.014221j)  (-0.010116-0.020639j)  (-0.014615-0.022584j)  (0.020400+0.024209j)  (0.008465+0.030938j)  (-0.037162+0.004122j)  (0.014901-0.004736j)  (-0.020865+0.014938j)  (-0.018054-0.000457j)  (-0.002053+0.014104j)  (0.014122+0.072939j)  (-0.001163-0.022773j)  (-0.015146+0.003745j)  (-0.007636+0.091098j)  (-0.073967+0.072310j)  (-0.006308+0.020886j)  (0.004562+0.000378j)  (-0.046176+0.081131j)  (-0.063099-0.017143j)  (0.002074+0.035306j)  (0.028435-0.031506j)  (-0.016464+0.030436j)  (0.034308-0.020461j)  (0.018615-0.007742j)  (0.004258+0.007558j)  (-0.016947+0.111740j)  (0.036661-0.002840j)  (-0.013738+0.017017j)  (-0.002544+0.005320j)  (-0.039776-0.021083j)  (-0.010105-0.006596j)  (-0.016078+0.023326j)  (0.012502+0.011471j)  (0.008109-0.010226j)  (0.029988+0.056529j)  (-0.028906-0.008382j)  (-0.011686+0.033589j)  (-0.005599+0.018070j)  (0.015205-0.006632j)  (-0.033737-0.010779j)  (0.034232+0.024355j)  (0.051378+0.036689j)  (-0.001274+0.011358j)  (-0.005260+0.021858j)  (-0.000156+0.098904j)  (0.019754+0.010442j)  (0.025274-0.072430j)  (-0.066537+0.040141j)  (0.043229+0.035193j)  (-0.001164-0.008465j)  (-0.006370+0.023194j)  (-0.020911-0.035218j)  (-0.044038+0.017597j)  (-0.006728-0.016285j)  (-0.005419+0.025355j)  (0.021408+0.012439j)  (0.000951+0.020177j)  (-0.013355+0.013198j)  (0.009907-0.056892j)  (0.002089+0.010659j)  (-0.003593-0.014000j)  (-0.008581+0.019158j)  (0.023098-0.020610j)  (-0.002442-0.004012j)  (0.005972+0.027276j)  (-0.048281+0.039474j)  (0.000617-0.032067j)  (-0.044717+0.064358j)  (0.016251+0.019214j)  (0.009591-0.022771j)  (-0.018824+0.009732j)
 (-0.025193+0.044699j)  (-0.823259-0.019634j)  (0.007966+0.010267j)  (0.004266-0.075834j)  (-0.022717+0.009712j)  (-0.046853+0.016837j)  (0.050883-0.049875j)  (-0.021947-0.016959j)  (0.022161+0.087083j)  (-0.054042+0.064342j)  (0.022138-0.020713j)  (-0.000989-0.007843j)  (0.073098+0.043931j)  (-0.003768-0.018160j)  (-0.004915-0.058301j)  (-0.015845+0.046006j)  (-0.011154+0.014362j)  (0.125125-0.000788j)  (0.022271+0.023685j)  (0.018704+0.050835j)  (0.018058-0.044110j)  (0.002490-0.038820j)  (0.063656-0.018565j)  (-0.000702+0.028924j)  (0.002836-0.022846j)  (-0.024389-0.024130j)  (-0.022475-0.007164j)  (0.020657-0.023934j)  (-0.018698+0.006418j)  (0.040423-0.075283j)  (0.004878+0.024074j)  (-0.052630-0.045531j)  (0.010020-0.051455j)  (-0.015103+0.070083j)  (0.052856+0.043453j)  (0.063387+0.029832j)  (-0.021307+0.032939j)  (-0.029299+0.013652j)  (-0.064727-0.066860j)  (0.022011-0.001977j)  (-0.018430-0.046700j)  (-0.042230+0.041878j)  (0.034070+0.014085j)  (0.069174+0.035554j)  (0.044598-0.039765j)  (-0.034471-0.013135j)  (0.010251-0.013473j)  (0.005526+0.054205j)  (0.003606-0.077799j)  (-0.032484-0.023585j)  (-0.055529-0.027455j)  (-0.014967+0.009644j)  (0.007335-0.012250j)  (-0.014815-0.039674j)  (-0.049439-0.107609j)  (-0.029985+0.015935j)  (0.000710+0.023592j)  (-0.078801-0.014237j)  (-0.017961-0.029017j)  (-0.014446+0.077476j)  (0.013330-0.007146j)  (0.005783-0.025932j)  (-0.034391+0.044436j)  (-0.030663+0.022346j)  (-0.017173+0.000731j)  (-0.016689-0.029411j)  (-0.009974-0.014813j)  (0.010252+0.038708j)  (0.035161-0.023012j)  (-0.002338-0.057691j)  (0.030840-0.007615j)  (-0.009325-0.017677j)  (-0.015853-0.004664j)  (-0.002042-0.001693j)  (-0.008883+0.037125j)  (-0.010156+0.026342j)  (0.022253+0.000191j)  (-0.001674+0.032923j)  (0.018367-0.012790j)  (-0.053199+0.031524j)  (0.053324+0.054888j)  (-0.043885-0.055063j)  (0.012361-0.015867j)  (0.042764+0.029659j)  (-0.000307+0.001947j)  (0.098395-0.085842j)  (0.032010-0.014206j)  (-0.006699+0.006090j)  (-0.017450-0.022429j)  (-0.005205-0.013824j)  (0.012285-0.030411j)  (-0.050758+0.060257j)  (0.055434+0.097604j)  (-0.040556-0.002490j)  (-0.004866-0.001205j)  (0.018331+0.024831j)  (-0.022809+0.017282j)  (0.046776-0.006073j)  (0.028544+0.028668j)  (0.018686+0.012113j)  (0.002872+0.050964j)  (0.011459+0.022868j)  (0.016526-0.007829j)  (0.018836-0.014746j)  (0.030269-0.080114j)  (-0.006748+0.008567j)  (-0.009311+0.106967j)  (-0.009387+0.003588j)  (-0.004616-0.007186j)  (-0.008854-0.009122j)  (-0.021508-0.051266j)  (0.013678+0.036072j)  (0.005555+0.006980j)  (0.027226-0.025854j)  (-0.004895+0.001981j)  (-0.019705-0.010379j)  (0.006927-0.005591j)  (-0.028101+0.005571j)  (-0.001578-0.006784j)  (0.039038-0.031792j)  (-0.006950-0.007741j)  (-0.002417+0.041544j)  (0.007786-0.063455j)  (-0.015016-0.010497j)  (-0.021752-0.045025j)  (-0.038650-0.005863j)  (-0.034817+0.043941j)  (0.003478+0.058011j)
 (0.011443+0.005863j)  (-0.002901-0.000806j)  (-0.939618-0.008208j)  (0.027641+0.006177j)  (0.012663+0.006617j)  (0.014165+0.012542j)  (-0.000641+0.018395j)  (0.023219+0.008132j)  (-0.029395-0.008144j)  (-0.042293+0.023851j)  (-0.016491+0.026715j)  (-0.025216+0.013448j)  (0.000968-0.001024j)  (0.007011+0.056007j)  (-0.005463-0.001403j)  (0.010873-0.002401j)  (0.004862+0.008868j)  (-0.002304+0.012178j)  (0.004007+0.020834j)  (-0.014490+0.000876j)  (0.014286-0.002412j)  (-0.019564+0.004542j)  (0.010635-0.039917j)  (0.006001-0.019396j)  (0.004104+0.048283j)  (0.038255+0.066514j)  (-0.001320-0.001402j)  (-0.019590+0.048624j)  (0.013207-0.011283j)  (0.025517-0.000350j)  (0.009462-0.007951j)  (0.008830+0.018343j)  (0.024600+0.015350j)  (0.002540-0.004355j)  (0.002998+0.003527j)  (0.061564-0.031671j)  (-0.007843+0.019035j)  (-0.003674+0.000565j)  (-0.025704+0.008992j)  (0.000212-0.001790j)  (0.011019-0.019506j)  (-0.001442-0.004103j)  (0.021743+0.008886j)  (-0.000517+0.006266j)  (-0.002497-0.009986j)  (0.004206-0.007798j)  (-0.010721+0.026668j)  (-0.017975+0.031089j)  (0.018713+0.001224j)  (-0.006672+0.011572j)  (-0.008412+0.001660j)  (-0.011030-0.023112j)  (0.001334-0.007000j)  (0.038308+0.004368j)  (-0.014659-0.000978j)  (-0.002897-0.008767j)  (0.052381-0.074566j)  (0.004297+0.009904j)  (0.000563+0.017684j)  (0.003825-0.001682j)  (-0.014132+0.000148j)  (-0.020062-0.011762j)  (-0.013129+0.069871j)  (0.006797+0.001113j)  (-0.013582+0.019690j)  (-0.010802+0.005020j)  (-0.020336-0.000750j)  (0.001596-0.041279j)  (-0.022270-0.037771j)  (-0.024591-0.001811j)  (-0.001781-0.014133j)  (0.009014+0.005860j)  (0.024143+0.018236j)  (-0.008539-0.005290j)  (-0.003254+0.059039j)  (0.007142-0.013631j)  (-0.006541+0.004276j)  (0.018032-0.003640j)  (-0.006976-0.010460j)  (0.007773+0.010290j)  (0.014966+0.009651j)  (0.008217-0.005571j)  (-0.011745-0.007754j)  (-0.019279-0.001884j)  (0.005938-0.001348j)  (-0.006718+0.000865j)  (-0.026438+0.006983j)  (-0.022247-0.004709j)  (0.000338-0.013599j)  (0.032486-0.036195j)  (-0.009166+0.013772j)  (0.012522-0.008808j)  (0.024570+0.010588j)  (0.024110-0.016945j)  (-0.004342+0.002242j)  (-0.003859+0.008151j)  (0.012582+0.066009j)  (0.009280-0.053270j)  (-0.039806-0.004912j)  (0.004117+0.043141j)  (-0.004940-0.038835j)  (0.013271+0.027410j)  (0.008729+0.009286j)  (0.010786+0.039768j)  (0.001515-0.000277j)  (-0.006199+0.110992j)  (0.008222-0.008422j)  (0.012327-0.047448j)  (-0.006787-0.011898j)  (-0.000143-0.003245j)  (-0.004766-0.031733j)  (-0.015924+0.016362j)  (-0.004289+0.012433j)  (0.019843+0.006102j)  (0.005709+0.011023j)  (-0.014838+0.008951j)  (-0.029173-0.026019j)  (-0.013108-0.009925j)  (-0.018812+0.007166j)  (0.001876-0.026210j)  (-0.017222+0.005141j)  (-0.009563+0.073201j)  (0.004373-0.004321j)  (0.000891-0.010017j)  (0.008897+0.036046j)  (0.002413+0.008136j)  (0.007807-0.016306j)  (0.004237+0.014607j)
 (-0.092483-0.008356j)  (-0.024162-0.052296j)  (-0.020391+0.011533j)  (-0.877956+0.029216j)  (0.009506-0.019679j)  (0.002440-0.020906j)  (0.024880+0.007214j)  (0.044851-0.035436j)  (-0.038097+0.032324j)  (-0.009883-0.024295j)  (-0.010510+0.003308j)  (0.010061-0.014445j)  (-0.012778+0.017110j)  (0.000297+0.013372j)  (0.014149-0.006629j)  (-0.035436+0.010489j)  (0.051386-0.115852j)  (-0.039971-0.038674j)  (-0.003452-0.021234j)  (-0.023486-0.042965j)  (-0.037855-0.022497j)  (0.013217-0.004434j)  (-0.026043-0.050975j)  (-0.016958+0.023631j)  (-0.000404-0.002117j)  (0.012244+0.002644j)  (0.032576-0.067971j)  (0.038348+0.123417j)  (0.034050+0.065000j)  (-0.006888+0.059158j)  (0.028699+0.012094j)  (0.015081-0.041795j)  (-0.003194+0.014045j)  (-0.004348+0.016704j)  (0.047499+0.044452j)  (-0.000188+0.024299j)  (-0.017517+0.009296j)  (-0.011350+0.006041j)  (0.000449-0.002857j)  (0.002277+0.061521j)  (-0.013495-0.023390j)  (-0.044869-0.026485j)  (0.000452-0.002776j)  (-0.026286-0.068305j)  (0.016367+0.021496j)  (-0.012832+0.077018j)  (-0.016149-0.024225j)  (-0.006561+0.008926j)  (0.034189-0.014424j)  (-0.008757+0.016509j)  (-0.003500-0.056893j)  (-0.009686+0.007235j)  (-0.021456+0.006639j)  (-0.028222+0.022718j)  (0.012368-0.015064j)  (-0.032980+0.009218j)  (0.025434-0.019088j)  (-0.036726+0.074076j)  (-0.025522-0.029852j)  (0.013672-0.006695j)  (0.023258-0.010517j)  (0.023794-0.025657j)  (-0.014201+0.019896j)  (0.037432-0.014315j)  (-0.007830+0.003982j)  (0.029399+0.021207j)  (-0.001293-0.093337j)  (-0.021600-0.043901j)  (-0.047481+0.037660j)  (0.002004-0.025122j)  (0.016441+0.007471j)  (-0.020957-0.007894j)  (0.028811-0.039908j)  (-0.002606+0.014550j)  (0.007781+0.014336j)  (-0.041620-0.041188j)  (-0.009772+0.004441j)  (0.016752+0.043102j)  (-0.001339+0.000842j)  (0.002310-0.023608j)  (0.012778+0.012107j)  (-0.033387+0.024517j)  (-0.005328-0.036610j)  (-0.000558-0.049656j)  (-0.000821-0.005008j)  (0.015009+0.003005j)  (0.013128-0.010053j)  (0.008962+0.030238j)  (0.001656-0.016743j)  (-0.003269+0.015126j)  (0.000875-0.003868j)  (-0.021028-0.024143j)  (0.017967+0.012397j)  (0.008779-0.001043j)  (-0.018440-0.000572j)  (0.013083-0.059783j)  (-0.027423+0.047088j)  (-0.028865-0.053395j)  (0.005437+0.020306j)  (0.010928-0.001556j)  (0.002851-0.015972j)  (-0.001772+0.033383j)  (0.004696+0.016004j)  (-0.013518+0.061648j)  (0.020059-0.022461j)  (-0.016364-0.029138j)  (-0.021004-0.056178j)  (-0.000019-0.016033j)  (0.028290-0.058734j)  (0.021150+0.000783j)  (0.025190+0.082054j)  (0.012991-0.025138j)  (-0.001094+0.027647j)  (-0.027146+0.037717j)  (0.013221+0.002658j)  (0.010120-0.005216j)  (-0.000888+0.005160j)  (0.016927+0.006896j)  (0.007443+0.021242j)  (-0.005769+0.020462j)  (-0.017846-0.009009j)  (-0.028936-0.096414j)  (-0.022052+0.014688j)  (-0.004505-0.030568j)  (0.030455-0.015379j)  (-0.049717-0.027630j)  (-0.001288-0.026119j)  (0.011247+0.004045j)
 (0.000537-0.033322j)  (0.019961+0.021834j)  (-0.020301+0.011683j)  (0.023120-0.013227j)  (-0.875290+0.007889j)  (0.022055-0.009015j)  (-0.003962+0.038945j)  (0.045194-0.077447j)  (0.011782+0.096349j)  (-0.074656-0.050340j)  (0.029212+0.016540j)  (-0.060329-0.082869j)  (0.005566-0.034981j)  (0.016527-0.016520j)  (0.022265-0.026004j)  (-0.014258-0.016659j)  (0.040364+0.001464j)  (-0.009828-0.020299j)  (0.015225+0.012009j)  (0.007332+0.002508j)  (-0.035964+0.032386j)  (-0.008892-0.016277j)  (-0.000649+0.014702j)  (-0.009849+0.125603j)  (0.042611-0.000860j)  (-0.009512+0.004463j)  (-0.036601-0.024284j)  (-0.023841+0.049303j)  (-0.008600+0.010728j)  (-0.002760-0.019159j)  (-0.004965+0.008001j)  (0.011336+0.019751j)  (-0.051500+0.002455j)  (0.016548-0.012890j)  (0.012763+0.012488j)  (0.007969+0.018936j)  (-0.042731-0.024529j)  (0.005087-0.022320j)  (0.009261-0.005705j)  (0.012167-0.070332j)  (-0.032882+0.052531j)  (-0.014885+0.002745j)  (-0.001774+0.098714j)  (-0.016177-0.012833j)  (-0.023783+0.027551j)  (-0.004309+0.039344j)  (0.018630-0.027672j)  (0.014816+0.008127j)  (-0.013530+0.023883j)  (-0.006474+0.010593j)  (-0.008879+0.015861j)  (-0.008258-0.017125j)  (-0.029290-0.005004j)  (0.026515-0.097042j)  (0.003862-0.005707j)  (0.022744-0.007845j)  (-0.024101+0.041069j)  (-0.013591+0.062507j)  (0.000617-0.013103j)  (-0.013949-0.008473j)  (0.013047-0.009926j)  (-0.031547-0.092155j)  (-0.018334-0.011627j)  (-0.028999-0.111309j)  (-0.010169+0.014973j)  (0.012334-0.000979j)  (0.004783+0.009780j)  (-0.015900+0.013770j)  (-0.008888+0.011847j)  (0.012222+0.016062j)  (-0.045263+0.057929j)  (-0.021384-0.023898j)  (-0.012545-0.024483j)  (-0.009977+0.005920j)  (-0.022469-0.005090j)  (-0.024975+0.033226j)  (-0.015683-0.070846j)  (0.006495-0.012594j)  (-0.006651+0.003840j)  (0.035655-0.006023j)  (-0.007796+0.004455j)  (0.005746+0.041935j)  (-0.018619-0.065162j)  (0.010230+0.015666j)  (-0.010650+0.002213j)  (-0.027527-0.008944j)  (-0.013378+0.065137j)  (0.002102+0.028798j)  (0.007269-0.012317j)  (0.028084+0.033808j)  (-0.012713-0.018464j)  (-0.005036-0.001520j)  (-0.024426+0.010072j)  (0.012507-0.015797j)  (-0.001028+0.002920j)  (0.041637+0.034389j)  (-0.020326+0.006176j)  (-0.007629-0.001686j)  (0.011828+0.006383j)  (-0.001230-0.001638j)  (0.003744-0.012747j)  (-0.028408+0.031592j)  (0.048993+0.002298j)  (0.013492-0.001231j)  (-0.029723+0.033145j)  (-0.002146+0.004721j)  (0.033071-0.045457j)  (0.024978+0.033489j)  (0.001207-0.040528j)  (-0.024699+0.008460j)  (-0.017602-0.001295j)  (0.034353-0.017669j)  (-0.018900-0.014078j)  (-0.034206+0.001308j)  (0.017405+0.047208j)  (0.014275+0.010822j)  (0.006153-0.006873j)  (-0.005167-0.074661j)  (-0.026815-0.020625j)  (0.009325+0.055006j)  (-0.027783-0.053300j)  (0.038816+0.009291j)  (-0.028483-0.009698j)  (0.040406-0.063756j)  (-0.025919-0.037783j)  (0.003781+0.006118j)  (-0.008898+0.037616j)  (-0.017563+0.000524j)
 (0.018566-0.015132j)  (0.037909-0.000304j)  (-0.001125+0.000363j)  (0.013110-0.035842j)  (-0.004117-0.031811j)  (-0.895661-0.024716j)  (-0.035782-0.050243j)  (0.006954-0.010864j)  (-0.020993-0.007096j)  (0.035831-0.002529j)  (0.004836-0.013975j)  (-0.011692+0.001010j)  (-0.011316+0.009303j)  (0.037628-0.008030j)  (-0.006461-0.024543j)  (0.011405-0.027444j)  (-0.004165+0.000261j)  (0.010338-0.013101j)  (-0.012412-0.032016j)  (0.015313+0.017284j)  (0.013604-0.019146j)  (-0.031210+0.005264j)  (0.012530-0.023528j)  (0.032131+0.027253j)  (-0.001277+0.038228j)  (0.034571-0.012773j)  (-0.006552+0.031647j)  (0.046501+0.011345j)  (-0.005687+0.016697j)  (0.010732+0.018785j)  (0.006051-0.032396j)  (-0.001714+0.025833j)  (0.012007+0.127390j)  (0.032860+0.001712j)  (-0.046298-0.072096j)  (0.023603+0.006626j)  (-0.023688-0.009322j)  (-0.018774+0.040398j)  (0.012454+0.020123j)  (-0.025524+0.023069j)  (-0.000650-0.084393j)  (-0.037829-0.053402j)  (0.016821+0.013118j)  (-0.014645+0.045140j)  (-0.019674+0.010228j)  (0.003882+0.022676j)  (0.005377-0.004717j)  (0.027768-0.005684j)  (-0.016149-0.026065j)  (0.018762-0.009893j)  (-0.010917+0.022713j)  (-0.001148-0.007772j)  (-0.014949-0.006597j)  (-0.014129-0.044258j)  (0.011394-0.058579j)  (-0.039927-0.003243j)  (-0.021512+0.015911j)  (0.032723+0.048648j)  (-0.011492+0.046768j)  (0.011427-0.072866j)  (-0.009496-0.027295j)  (0.001152-0.032549j)  (0.010874+0.017505j)  (-0.025225-0.030070j)  (-0.025850+0.061111j)  (-0.023864-0.037279j)  (-0.008236+0.000824j)  (0.020144-0.006909j)  (-0.041439-0.029429j)  (-0.030867-0.016753j)  (-0.030432-0.009701j)  (-0.012659+0.068956j)  (0.000378+0.034547j)  (-0.003253+0.005263j)  (0.026327+0.012654j)  (-0.017638-0.038450j)  (0.001408-0.016178j)  (0.017660-0.026200j)  (-0.017168-0.010870j)  (0.000386+0.003097j)  (-0.006672+0.010338j)  (0.023276-0.002201j)  (0.017827-0.006856j)  (0.034296-0.065229j)  (-0.002866+0.050966j)  (-0.016299+0.028729j)  (-0.036283+0.012089j)  (-0.026283-0.020275j)  (-0.020861+0.003097j)  (-0.023679-0.014830j)  (-0.006861-0.063450j)  (-0.021162-0.016770j)  (0.019106-0.002959j)  (-0.044738+0.040823j)  (-0.037253-0.026869j)  (-0.015496-0.010405j)  (0.000500+0.047490j)  (-0.016093-0.050136j)  (0.010234+0.008676j)  (0.010318-0.000837j)  (0.017534-0.012405j)  (0.019141+0.070790j)  (0.025655-0.002561j)  (-0.019497-0.001025j)  (-0.028919+0.005960j)  (0.008564-0.055500j)  (-0.050274+0.028439j)  (-0.032325+0.006793j)  (0.009152+0.008190j)  (0.009105+0.043699j)  (-0.004689-0.034398j)  (0.035720-0.076330j)  (0.019851-0.024017j)  (0.014228-0.020527j)  (-0.022934-0.016582j)  (0.014083-0.002169j)  (0.001872-0.034656j)  (-0.002838-0.047517j)  (0.012723+0.044607j)  (0.013914+0.007254j)  (-0.027871-0.033242j)  (0.007885+0.011916j)  (-0.034234+0.065577j)  (-0.009634-0.024973j)  (0.023600-0.007369j)  (0.011453-0.023944j)  (-0.006939+0.013113j)  (0.002144-0.023127j)
 (-0.035966+0.031293j)  (-0.038016-0.054430j)  (0.007826+0.005240j)  (-0.034921-0.001273j)  (-0.007522+0.035350j)  (0.035357-0.064459j)  (-0.878019-0.047793j)  (0.014767+0.002797j)  (0.021784+0.028908j)  (-0.024311+0.003249j)  (-0.044392-0.020921j)  (-0.008774+0.038283j)  (0.031697+0.035131j)  (0.007332-0.003295j)  (-0.042927-0.015079j)  (-0.059038-0.016533j)  (-0.008170-0.023961j)  (-0.106696-0.008227j)  (-0.055429-0.007378j)  (0.006177+0.043381j)  (0.082963-0.043590j)  (0.001625-0.015336j)  (-0.014186+0.003107j)  (0.030192-0.015113j)  (0.055146+0.075849j)  (0.022573-0.024131j)  (0.005981+0.033726j)  (-0.022806+0.003695j)  (-0.006259+0.015966j)  (-0.007787-0.009517j)  (-0.002384-0.023055j)  (-0.003850+0.071467j)  (-0.003202-0.041535j)  (0.014187+0.069190j)  (0.026766+0.023733j)  (-0.038637-0.075860j)  (-0.018065+0.012116j)  (0.006032+0.008641j)  (0.004587-0.025428j)  (-0.019026-0.006448j)  (0.026518-0.086687j)  (-0.023034+0.015147j)  (0.034791-0.004085j)  (0.006620-0.005716j)  (-0.027548+0.000773j)  (-0.005959+0.009708j)  (-0.024385+0.013998j)  (0.019700+0.014134j)  (0.022395-0.007746j)  (-0.014490-0.074050j)  (0.011664-0.025260j)  (-0.002869-0.041417j)  (0.024305-0.003107j)  (0.027499+0.040607j)  (0.008561+0.025393j)  (0.000689+0.003050j)  (-0.023068+0.055380j)  (0.008269+0.033021j)  (-0.058304-0.052683j)  (-0.023230-0.020933j)  (-0.005548+0.020640j)  (0.017536-0.030079j)  (0.039222+0.020093j)  (-0.011713-0.001119j)  (-0.003421-0.020775j)  (-0.011713+0.047348j)  (-0.011474-0.015229j)  (-0.019089+0.005811j)  (0.019576+0.027331j)  (-0.019624+0.065071j)  (-0.052523+0.003800j)  (-0.015157+0.016523j)  (-0.024252+0.037616j)  (-0.021769-0.006964j)  (-0.018014-0.010996j)  (0.005461-0.007111j)  (-0.029423+0.004138j)  (-0.036593-0.025735j)  (0.014057+0.027768j)  (-0.026169+0.010296j)  (0.020994+0.006916j)  (0.014017+0.006063j)  (-0.025891-0.001284j)  (-0.014806+0.072918j)  (0.007387-0.009430j)  (0.043133+0.008484j)  (0.016665+0.048565j)  (-0.011378-0.007601j)  (0.011341+0.059871j)  (-0.015257-0.009542j)  (0.035882-0.008080j)  (-0.019987+0.012230j)  (0.035876-0.054598j)  (-0.015057-0.007859j)  (0.016833+0.020393j)  (0.028401-0.027284j)  (-0.004551+0.022740j)  (0.024015+0.004404j)  (0.012285+0.001564j)  (-0.015950-0.069410j)  (-0.007054-0.010976j)  (0.009965-0.013146j)  (0.007450-0.016900j)  (-0.004469-0.009558j)  (0.032768-0.000315j)  (-0.020709-0.015713j)  (-0.015132+0.019141j)  (0.012288+0.018696j)  (-0.026492+0.008989j)  (-0.001445-0.041635j)  (0.004199+0.013733j)  (-0.024405-0.001286j)  (-0.004566-0.005789j)  (0.028414-0.078020j)  (-0.020727-0.013524j)  (-0.019375+0.004726j)  (0.012511-0.055370j)  (0.014420-0.008724j)  (-0.037359-0.058108j)  (-0.000556-0.035030j)  (0.005720-0.007552j)  (0.030761+0.092442j)  (-0.024821-0.035632j)  (0.006677-0.026217j)  (0.004663+0.036147j)  (0.009395+0.014710j)  (-0.008281-0.072782j)  (-0.009754-0.002446j)
 (0.008593-0.017608j)  (-0.008701-0.010650j)  (-0.012205+0.005441j)  (-0.030562-0.029951j)  (-0.018259-0.072369j)  (0.001005-0.009507j)  (-0.026574+0.001148j)  (-0.915073+0.004867j)  (0.002740+0.014548j)  (-0.015242-0.020683j)  (0.013170+0.031128j)  (-0.016152-0.014139j)  (0.003888-0.020786j)  (-0.022494-0.045308j)  (0.032849-0.011909j)  (-0.027894+0.052354j)  (0.037796-0.013702j)  (0.008478+0.014015j)  (-0.019556+0.067465j)  (0.028215-0.007253j)  (-0.011003+0.003334j)  (0.005715-0.022513j)  (-0.010276+0.000470j)  (-0.017964+0.003589j)  (-0.000168+0.024456j)  (0.017877+0.003485j)  (0.051610+0.072662j)  (-0.023336+0.003733j)  (-0.011888+0.021759j)  (-0.003327+0.022595j)  (0.035569-0.064178j)  (0.017001+0.010096j)  (-0.010927+0.004118j)  (0.006075+0.003093j)  (0.027982-0.023467j)  (-0.014403+0.018243j)  (-0.032449-0.006791j)  (-0.014635-0.000890j)  (0.016343+0.007081j)  (-0.005580-0.017999j)  (-0.003685+0.064651j)  (0.019779-0.000834j)  (-0.006238+0.017625j)  (-0.002824-0.017843j)  (0.021413-0.000216j)  (-0.010158+0.019788j)  (0.011094-0.059109j)  (0.009113+0.010329j)  (-0.000768+0.035662j)  (0.021078+0.018843j)  (-0.007881+0.003147j)  (-0.013224+0.052752j)  (0.000449-0.056994j)  (0.004371+0.015440j)  (0.031088-0.009385j)  (0.011756+0.066029j)  (0.034518-0.048496j)  (0.032099+0.008300j)  (0.012868-0.004898j)  (-0.000527-0.013265j)  (0.032988-0.014430j)  (0.039418-0.028887j)  (0.028083-0.002012j)  (-0.018994-0.082881j)  (-0.007220+0.012456j)  (0.008345+0.015854j)  (0.010986-0.010076j)  (0.000795-0.033395j)  (-0.023245+0.032349j)  (-0.002576+0.021930j)  (-0.004024+0.002599j)  (0.004022+0.030563j)  (0.029617-0.011895j)  (0.027953-0.004519j)  (0.022825+0.011281j)  (-0.005468-0.006519j)  (-0.006227+0.002130j)  (0.006409-0.007846j)  (-0.019152+0.044161j)  (0.035786+0.001422j)  (0.017322+0.058350j)  (-0.026252+0.035308j)  (0.017794-0.014523j)  (0.017965+0.030948j)  (-0.009562-0.012572j)  (-0.001519+0.065737j)  (-0.011956-0.008145j)  (-0.003865-0.080382j)  (-0.006579+0.011096j)  (-0.004199-0.010466j)  (-0.011056-0.004779j)  (-0.008119+0.052521j)  (-0.025898+0.026743j)  (-0.005708+0.006023j)  (0.016879-0.013975j)  (-0.018247-0.002352j)  (-0.005926-0.033321j)  (0.000586-0.011875j)  (0.016095-0.025575j)  (-0.008737-0.006334j)  (0.005894-0.003706j)  (0.003233+0.006336j)  (0.017550+0.014271j)  (-0.011268+0.054556j)  (-0.009382+0.003404j)  (0.021753+0.062233j)  (0.007935-0.026289j)  (-0.008789-0.007524j)  (-0.001191+0.027775j)  (0.020887-0.003778j)  (-0.013681+0.014694j)  (-0.001639-0.037973j)  (-0.007660+0.016179j)  (0.015047+0.036412j)  (0.027143+0.002774j)  (0.021772-0.083745j)  (0.005044+0.004000j)  (0.015210-0.013796j)  (0.028380+0.042277j)  (-0.022489+0.006096j)  (0.018028+0.000528j)  (0.014515+0.047513j)  (0.015133+0.003760j)  (0.010398-0.001706j)  (0.030918+0.060762j)  (-0.017481+0.033671j)  (-0.004563+0.014284j)  (-0.003693+0.017810j)
