 (-0.654313-0.006704j)  (0.030756+0.040979j)  (0.065599-0.010810j)  (0.094124-0.035390j)  (0.156410-0.018303j)  (-0.014119-0.011007j)  (-0.064009+0.008880j)  (0.068260+0.004147j)  (0.155190-0.003786j)  (-0.162922+0.072246j)  (0.001130-0.030334j)  (0.055843+0.026159j)  (-0.073426+0.019025j)  (-0.075896-0.010507j)  (-0.067500-0.013980j)  (-0.158223-0.017005j)  (0.053579-0.041765j)  (0.067876+0.042627j)  (0.118593-0.011403j)  (0.098776+0.004741j)  (0.012251-0.021195j)  (-0.049670-0.005906j)  (0.046414-0.063690j)  (0.029888-0.028390j)  (0.039227+0.047444j)  (0.059921-0.022453j)  (0.037125+0.034167j)  (-0.012644-0.096682j)  (-0.103778-0.090629j)  (0.062116+0.086168j)  (-0.006582+0.028833j)  (0.084246+0.045380j)  (-0.043394+0.025331j)  (-0.059956+0.041955j)  (-0.002591+0.030124j)  (0.010989+0.015973j)  (-0.011157-0.034390j)  (0.029489-0.040381j)  (0.024978+0.056287j)  (-0.028563+0.004329j)  (-0.022430+0.007361j)  (0.041025-0.056195j)  (-0.040799+0.010024j)  (0.050075-0.042039j)  (0.021945+0.041788j)  (0.012942+0.040133j)  (-0.014265+0.023986j)  (0.092851-0.024722j)  (0.048460-0.023600j)  (-0.026513+0.004744j)  (-0.041430+0.016035j)  (-0.045185+0.052020j)  (-0.003131+0.080510j)  (0.046786+0.048034j)  (0.014067-0.037942j)  (0.001950+0.019744j)  (-0.040699+0.025389j)  (-0.001685+0.025483j)  (0.045966+0.137106j)  (0.048466-0.000787j)  (-0.005257-0.006594j)  (-0.014336-0.001227j)  (-0.005521-0.007417j)  (-0.024359-0.047631j)  (-0.071099-0.006930j)  (0.078372+0.020494j)  (0.036127-0.023074j)  (-0.029722+0.025743j)  (0.026945-0.035494j)  (0.034642-0.003555j)  (0.007022-0.017972j)  (-0.095733+0.075514j)  (0.098164-0.000397j)  (0.003446-0.005046j)  (-0.059982+0.041154j)  (-0.009720+0.005902j)  (0.018107+0.087911j)  (-0.016320-0.058357j)  (-0.010672-0.022568j)  (0.071879+0.007387j)  (0.118643+0.007225j)  (0.017719+0.034340j)  (-0.066135+0.045989j)  (0.018985+0.023211j)  (-0.065242+0.020121j)  (0.018591+0.038617j)  (0.029065-0.025321j)  (0.004034+0.010321j)  (0.023949+0.007768j)  (0.010822+0.026683j)  (0.037199+0.005150j)  (0.045437+0.021266j)  (-0.063926-0.034198j)  (0.055736-0.019543j)  (-0.046797+0.002404j)  (-0.047664-0.036549j)  (0.048605+0.038054j)  (-0.031042-0.006259j)  (0.028652+0.063916j)  (-0.009887-0.012119j)  (-0.090818+0.042258j)  (-0.054615-0.025117j)  (0.045121+0.003930j)  (0.008922-0.045602j)  (-0.029616+0.000497j)  (0.088195+0.022004j)  (0.031935+0.014081j)  (-0.070100+0.041959j)  (-0.016246+0.017005j)  (-0.000345+0.020028j)  (-0.062983-0.000827j)  (-0.060577-0.053826j)  (-0.010290-0.003534j)  (0.005810-0.054614j)  (-0.029044+0.006368j)  (0.047337-0.015954j)  (0.024221-0.011996j)  (0.016886+0.058526j)  (-0.021718+0.036159j)  (-0.036159+0.023756j)  (0.033212+0.008417j)  (-0.023332-0.011495j)  (0.013399+0.002944j)  (0.015014-0.038656j)  (-0.107136+0.053864j)  (-0.035437-0.026195j)  (-0.018527-0.023551j)  (-0.084220+0.007636j)
 (0.102061-0.080975j)  (-0.514401+0.053513j)  (-0.068391-0.104263j)  (0.181039+0.064810j)  (-0.075760+0.011039j)  (-0.034619-0.027202j)  (0.063259+0.009152j)  (0.074004+0.130166j)  (0.034551+0.105223j)  (0.130064+0.097393j)  (-0.060767-0.078403j)  (0.013095-0.033878j)  (0.011732+0.082118j)  (0.065871+0.078271j)  (0.047833+0.028873j)  (-0.054947-0.036867j)  (0.030623-0.104686j)  (0.056190+0.087300j)  (0.039961-0.012809j)  (0.000069+0.006613j)  (-0.122080+0.000536j)  (0.007822-0.012285j)  (0.012749-0.082961j)  (-0.049415-0.043355j)  (0.040666+0.006180j)  (-0.067739-0.005222j)  (-0.056482-0.014733j)  (-0.051634+0.053330j)  (-0.078443-0.037720j)  (-0.011581+0.072236j)  (0.020053+0.011021j)  (0.048042+0.064855j)  (-0.082793+0.053697j)  (-0.090818-0.012652j)  (0.043321+0.006023j)  (-0.004907-0.077663j)  (-0.045860+0.049766j)  (-0.024721+0.056094j)  (0.043732-0.026601j)  (0.001783+0.053349j)  (-0.083188-0.017993j)  (-0.026973-0.076986j)  (0.000775+0.019875j)  (0.092835+0.035690j)  (0.060988+0.066241j)  (0.007008-0.031240j)  (-0.044882-0.103682j)  (-0.033416-0.050729j)  (0.014774+0.004594j)  (-0.050163+0.002027j)  (-0.056878+0.022302j)  (-0.041062+0.006185j)  (0.078244+0.013642j)  (0.114717-0.158710j)  (0.029996+0.004540j)  (-0.059150+0.052165j)  (0.000433+0.021239j)  (0.031141+0.029292j)  (0.065737+0.046703j)  (-0.001987-0.036248j)  (0.058181+0.094069j)  (0.052698-0.015266j)  (-0.037430-0.022565j)  (0.002487+0.020414j)  (-0.049284+0.009472j)  (0.084119+0.133719j)  (-0.103629-0.054808j)  (0.051187+0.074878j)  (-0.000934-0.030874j)  (0.094608-0.014532j)  (0.037398-0.071454j)  (-0.021466+0.052909j)  (0.062878+0.074242j)  (-0.005607-0.011312j)  (-0.017162+0.017336j)  (-0.004203-0.063832j)  (-0.083117+0.014285j)  (-0.019649-0.055477j)  (-0.011447+0.010839j)  (-0.049617-0.014131j)  (0.001315+0.024186j)  (0.020418+0.076869j)  (-0.024874+0.002930j)  (0.073169-0.052488j)  (-0.017204-0.048016j)  (0.037376-0.035917j)  (-0.038652+0.008745j)  (0.035409-0.007851j)  (0.085366-0.039198j)  (0.090019-0.014110j)  (-0.005402-0.044485j)  (-0.057983-0.011109j)  (0.048437+0.099709j)  (-0.054435-0.008111j)  (-0.019648+0.002980j)  (-0.112390-0.066160j)  (0.002221-0.020579j)  (0.065803+0.030639j)  (0.087686+0.045273j)  (-0.107008+0.016164j)  (0.000052+0.001557j)  (0.045163+0.042504j)  (0.030825-0.039350j)  (0.019262+0.017120j)  (0.010599+0.029321j)  (0.028324+0.061887j)  (-0.029174-0.046356j)  (-0.012782+0.023104j)  (0.015671+0.042796j)  (0.058784+0.047380j)  (-0.006512+0.009849j)  (0.023434+0.120745j)  (0.024718+0.021168j)  (-0.025906-0.064598j)  (0.004056-0.011682j)  (-0.062604-0.033708j)  (-0.023241-0.006993j)  (-0.021523+0.036516j)  (0.035166-0.065167j)  (0.056851+0.012097j)  (0.023299-0.013061j)  (-0.015150+0.042170j)  (-0.012027-0.004421j)  (0.052872+0.024439j)  (0.068122+0.005432j)  (0.098403+0.029784j)  (-0.023311-0.037216j)  (-0.043318+0.006164j)
 (0.031016-0.001960j)  (-0.109117+0.036849j)  (-0.889512-0.007777j)  (-0.061184-0.004058j)  (0.060965-0.051955j)  (-0.021770+0.020553j)  (-0.008849+0.032722j)  (-0.025077-0.021004j)  (-0.009794-0.019798j)  (-0.093802+0.025984j)  (0.011809+0.019469j)  (0.023489+0.010261j)  (-0.047947+0.005074j)  (-0.064296-0.016281j)  (-0.024370-0.016849j)  (0.007400+0.012882j)  (-0.008691-0.000559j)  (-0.002179+0.006199j)  (0.002836+0.024579j)  (0.020234-0.003844j)  (0.030741-0.030297j)  (0.029760+0.010028j)  (0.023797-0.034841j)  (0.048307-0.097071j)  (0.029080+0.009159j)  (0.007754-0.001310j)  (0.009017-0.081478j)  (-0.014596-0.025906j)  (0.012924-0.033530j)  (-0.009210-0.016387j)  (0.000199+0.025791j)  (-0.015904-0.014431j)  (0.007592-0.020268j)  (0.012776+0.010115j)  (-0.000781+0.011080j)  (-0.014653-0.010925j)  (0.039512-0.010416j)  (0.035200-0.016090j)  (0.002845+0.010757j)  (-0.025069-0.012811j)  (-0.023951-0.020824j)  (0.023945+0.033365j)  (0.015281-0.015182j)  (-0.034713+0.008818j)  (0.003538+0.000274j)  (-0.011790+0.023250j)  (0.012760+0.026021j)  (0.028582+0.012613j)  (-0.008775-0.025248j)  (-0.014527-0.008345j)  (-0.016776+0.004376j)  (-0.003983+0.007503j)  (-0.026150+0.025952j)  (-0.022002+0.021967j)  (0.034712-0.035339j)  (0.005172-0.020684j)  (-0.010582-0.015733j)  (-0.007725+0.020729j)  (-0.011339+0.000478j)  (0.030181+0.020608j)  (-0.019853+0.019404j)  (-0.007598+0.003860j)  (-0.003945-0.063718j)  (-0.012056+0.074197j)  (0.022692+0.015479j)  (-0.036502-0.017107j)  (0.030960-0.010014j)  (-0.053919-0.050783j)  (0.001770+0.041426j)  (-0.029519+0.029427j)  (0.022266+0.006925j)  (0.043852-0.042120j)  (-0.001628-0.000446j)  (0.006124-0.036665j)  (-0.002892+0.037544j)  (-0.003119+0.021427j)  (0.032180-0.000692j)  (0.026676-0.000344j)  (-0.011714-0.035178j)  (0.028114-0.016600j)  (0.015871-0.003650j)  (0.025397-0.016332j)  (-0.008057-0.007410j)  (-0.034101+0.006000j)  (0.000398+0.033349j)  (0.024136-0.009134j)  (0.030722-0.011748j)  (-0.008137+0.007921j)  (0.009395-0.032996j)  (-0.016008+0.023661j)  (0.019687+0.018200j)  (0.045073-0.025610j)  (-0.033264-0.006831j)  (0.034980-0.005851j)  (-0.015212+0.011832j)  (0.042782+0.011269j)  (0.024498+0.004794j)  (-0.039591+0.016335j)  (-0.002724+0.019664j)  (0.010223+0.029891j)  (-0.075037+0.004639j)  (-0.047392-0.006688j)  (0.014143+0.002876j)  (0.009377-0.011710j)  (-0.004799+0.011625j)  (-0.020949+0.097789j)  (0.006880+0.027652j)  (-0.011523+0.000699j)  (-0.016686-0.033996j)  (-0.010325+0.103045j)  (-0.028851-0.007702j)  (-0.015749-0.009176j)  (-0.013928+0.026455j)  (0.003340+0.049786j)  (0.007864-0.024123j)  (0.015278-0.000354j)  (-0.002553-0.048690j)  (0.004909+0.016008j)  (-0.023905+0.035958j)  (-0.064334+0.014147j)  (-0.008676+0.000907j)  (-0.049221+0.032072j)  (0.012394+0.011618j)  (-0.003379-0.020259j)  (-0.060249-0.001211j)  (-0.021756+0.018793j)  (0.006130+0.005693j)  (-0.010684+0.056491j)
 (0.142199-0.022062j)  (0.178766+0.042221j)  (-0.001945-0.031195j)  (-0.813090-0.023283j)  (0.022225+0.048279j)  (-0.024453-0.029793j)  (-0.047971-0.018857j)  (0.093950+0.041931j)  (0.104385+0.088875j)  (-0.001599+0.000581j)  (-0.022338-0.057473j)  (0.035057+0.000069j)  (-0.010028+0.023062j)  (0.011710+0.027453j)  (0.005383+0.000095j)  (-0.056056-0.040250j)  (0.002788-0.007519j)  (0.057183+0.031668j)  (0.036605+0.022730j)  (0.040499+0.045695j)  (-0.019063+0.002192j)  (-0.012915-0.040200j)  (0.005783-0.077061j)  (0.019931-0.008562j)  (0.059980+0.025030j)  (-0.011633+0.016022j)  (-0.048145+0.011417j)  (-0.013963+0.026238j)  (-0.076727-0.041004j)  (-0.009062-0.000615j)  (0.017324+0.009270j)  (0.052869+0.056801j)  (-0.053148+0.036033j)  (-0.075110-0.007497j)  (0.004362-0.033021j)  (0.007812-0.019804j)  (-0.041830+0.008077j)  (0.009697-0.000126j)  (0.022471+0.031943j)  (0.008218+0.005835j)  (-0.043875-0.010408j)  (0.008035-0.046550j)  (0.001463+0.007906j)  (0.043275+0.050859j)  (0.010840+0.039946j)  (-0.024108-0.024629j)  (-0.038030-0.046164j)  (0.022407-0.018207j)  (0.047563-0.008273j)  (-0.022949-0.015826j)  (-0.044232+0.008228j)  (-0.024568+0.003694j)  (0.022885-0.009710j)  (0.041274-0.024974j)  (-0.001004+0.007566j)  (-0.028801+0.016892j)  (-0.019685-0.002921j)  (-0.016115+0.043500j)  (0.045041-0.061171j)  (-0.002103-0.064876j)  (0.065117+0.011321j)  (-0.007669+0.004633j)  (-0.015297+0.006862j)  (-0.011114-0.080932j)  (-0.025055+0.007134j)  (0.090276+0.068443j)  (-0.048952-0.016472j)  (-0.011758+0.011458j)  (-0.013629-0.097548j)  (0.035953-0.004567j)  (0.010650-0.006593j)  (-0.031906+0.003391j)  (0.078661-0.025234j)  (0.006722+0.006024j)  (-0.024173+0.021505j)  (-0.002183-0.013295j)  (-0.043584+0.036642j)  (0.021353-0.000592j)  (-0.003149+0.022057j)  (-0.011677+0.007595j)  (0.052932+0.009930j)  (0.004551+0.118022j)  (-0.040405-0.012223j)  (0.015456+0.012335j)  (-0.048376-0.013178j)  (0.035271+0.021482j)  (-0.031442-0.078952j)  (-0.015539-0.000651j)  (0.056586-0.018216j)  (0.021700-0.011268j)  (0.018678-0.018291j)  (-0.002434-0.036816j)  (-0.005985-0.030966j)  (0.014135-0.005025j)  (-0.002351+0.002818j)  (-0.024889+0.056337j)  (-0.002555-0.003392j)  (0.025983+0.011699j)  (0.056337-0.008886j)  (-0.033067-0.046970j)  (-0.048020-0.000932j)  (-0.017915+0.010070j)  (0.043243+0.027209j)  (-0.017670+0.071227j)  (-0.004578+0.021418j)  (0.045367+0.018314j)  (-0.026417-0.022737j)  (-0.016921+0.003613j)  (0.034183+0.021558j)  (0.032510-0.022021j)  (0.011016+0.037052j)  (-0.001534-0.083578j)  (0.017203+0.007921j)  (-0.007432+0.022360j)  (0.005168+0.014919j)  (-0.003814+0.004276j)  (-0.020543-0.001637j)  (-0.006579+0.009479j)  (0.000158+0.040252j)  (0.019121-0.007382j)  (0.006272-0.006066j)  (-0.018517+0.011117j)  (0.015614-0.014748j)  (0.027675+0.058506j)  (0.018408+0.015164j)  (0.021954+0.009471j)  (-0.027912-0.020658j)  (-0.035916-0.004359j)
 (0.169369-0.032670j)  (-0.064173-0.041408j)  (0.032913+0.006045j)  (0.046751-0.034439j)  (-0.795342-0.019842j)  (-0.048583+0.008689j)  (-0.040879+0.019784j)  (0.040495-0.051853j)  (0.071221-0.039446j)  (-0.160233+0.017048j)  (0.002416-0.002845j)  (0.027228-0.007801j)  (-0.007698-0.016429j)  (-0.045414-0.041267j)  (-0.056366-0.034108j)  (-0.092954+0.003069j)  (0.018368+0.007616j)  (0.016274-0.035269j)  (0.069685+0.000164j)  (0.079861-0.011155j)  (0.079113+0.005071j)  (-0.063713-0.003562j)  (0.018371-0.039943j)  (0.024016-0.003599j)  (0.019156+0.021434j)  (0.032708-0.009664j)  (0.015566+0.033992j)  (0.030051-0.033472j)  (-0.026982-0.000692j)  (0.057192+0.023255j)  (-0.000349+0.033195j)  (0.070561-0.024193j)  (-0.032619+0.007860j)  (-0.023194+0.038640j)  (-0.032614-0.040657j)  (0.011102+0.074742j)  (0.001146+0.004374j)  (0.026138-0.029715j)  (-0.013729+0.041514j)  (-0.015385-0.071152j)  (0.006664-0.013680j)  (0.038019+0.011611j)  (-0.020934+0.057555j)  (-0.001068-0.046450j)  (0.024987-0.002922j)  (-0.013686-0.025911j)  (-0.003302+0.065844j)  (0.049582+0.002034j)  (0.052379-0.042561j)  (-0.019718+0.016485j)  (-0.003270+0.029204j)  (-0.018897+0.001931j)  (-0.004194-0.045066j)  (-0.019283+0.032910j)  (0.052746-0.027153j)  (0.049978-0.069915j)  (-0.030878+0.040535j)  (-0.014268+0.003595j)  (0.010713+0.018298j)  (0.039978+0.011316j)  (-0.020137-0.037866j)  (-0.025048-0.005047j)  (0.017971-0.010282j)  (-0.036299-0.015706j)  (-0.056760+0.004684j)  (0.028848+0.063053j)  (0.008530+0.033338j)  (-0.017500+0.062674j)  (0.000822-0.018866j)  (-0.018671-0.028747j)  (-0.029000-0.009379j)  (-0.005778-0.012305j)  (0.035479-0.020191j)  (0.009401+0.001585j)  (-0.038106-0.048792j)  (-0.018204+0.078317j)  (0.086067-0.019379j)  (-0.005628+0.005296j)  (-0.012380-0.045144j)  (0.070350-0.016988j)  (0.082516+0.015897j)  (0.034543+0.012863j)  (-0.009709+0.011891j)  (-0.019182-0.028695j)  (-0.053057+0.035783j)  (0.028956+0.025524j)  (0.046561+0.016321j)  (0.016885+0.021138j)  (-0.011203-0.042563j)  (-0.057073+0.019075j)  (0.014023+0.035514j)  (0.016618-0.002902j)  (-0.036633-0.004622j)  (0.057643-0.005607j)  (-0.022321-0.011872j)  (0.007885+0.033760j)  (-0.031666+0.001411j)  (-0.026127+0.003080j)  (0.002388-0.049486j)  (-0.023826+0.039493j)  (-0.066969+0.029240j)  (-0.046597-0.020054j)  (0.022230+0.058045j)  (0.018274-0.012232j)  (-0.027914-0.042248j)  (0.069940+0.028298j)  (0.025481+0.036967j)  (-0.051240-0.015630j)  (0.008037-0.009071j)  (-0.008312-0.013612j)  (-0.041414+0.075825j)  (-0.053938-0.031781j)  (0.009243-0.032557j)  (0.006600-0.013905j)  (0.023168+0.045419j)  (0.040239-0.001336j)  (-0.003188+0.005198j)  (0.001181-0.082996j)  (-0.027716-0.010079j)  (-0.026743-0.059519j)  (0.001088-0.040279j)  (-0.017213+0.002858j)  (0.025080+0.015733j)  (-0.026306-0.075324j)  (-0.068233-0.002574j)  (-0.011446-0.003065j)  (-0.012164-0.068739j)  (-0.037427+0.029723j)
 (-0.032525-0.008060j)  (-0.049234+0.042522j)  (0.025699-0.000726j)  (-0.027110+0.002425j)  (0.018781-0.013858j)  (-0.906867-0.016996j)  (0.009063+0.066757j)  (-0.033663-0.038137j)  (-0.010561-0.077896j)  (0.024269-0.006392j)  (0.040241+0.009913j)  (-0.014427-0.000822j)  (0.011625-0.002919j)  (0.001001+0.008096j)  (-0.010859+0.001714j)  (0.029137-0.023645j)  (-0.014354+0.013835j)  (-0.004074-0.009306j)  (-0.003336+0.057882j)  (-0.016524+0.013982j)  (-0.009982+0.015826j)  (0.026393-0.007093j)  (0.015866+0.020882j)  (-0.011685+0.006017j)  (-0.027546-0.015168j)  (0.004678-0.025475j)  (0.025484+0.003609j)  (0.037582+0.036297j)  (0.035655-0.055944j)  (0.001199+0.006247j)  (0.001528+0.048636j)  (-0.019539-0.011918j)  (-0.011362+0.002870j)  (0.029042-0.064908j)  (0.011091-0.016874j)  (-0.021989+0.093627j)  (-0.000482+0.006940j)  (-0.031735+0.004237j)  (0.019452-0.023692j)  (0.006866-0.007149j)  (0.017875-0.058154j)  (-0.024511-0.022621j)  (0.005062-0.009048j)  (-0.021240-0.060555j)  (-0.015379-0.012848j)  (-0.013057+0.017701j)  (0.015437-0.006015j)  (-0.008130+0.018995j)  (-0.035818+0.013362j)  (0.041993-0.020919j)  (0.029417-0.017630j)  (-0.004441+0.018146j)  (0.008523+0.001309j)  (-0.017169-0.070188j)  (-0.014664+0.006047j)  (0.008361+0.050411j)  (-0.010704+0.014140j)  (-0.007373-0.024715j)  (-0.000630+0.057990j)  (0.025885+0.033646j)  (0.016190+0.047321j)  (0.017889+0.033389j)  (-0.007580+0.004404j)  (-0.027155-0.056255j)  (0.010848-0.009157j)  (-0.043987-0.010737j)  (0.016795+0.003960j)  (-0.005453-0.009483j)  (0.018262-0.002357j)  (0.012080+0.022641j)  (-0.025841+0.008925j)  (-0.004659-0.084259j)  (-0.015664+0.003847j)  (0.000295+0.009093j)  (0.005866-0.010352j)  (0.018483+0.004511j)  (0.012587-0.028890j)  (0.005784+0.031230j)  (0.004258+0.007315j)  (0.008065-0.044576j)  (-0.024162+0.009088j)  (0.003425+0.029811j)  (-0.010501+0.006865j)  (-0.011554+0.083301j)  (0.004350-0.024780j)  (0.018223+0.003288j)  (-0.005087+0.003379j)  (0.002809+0.016099j)  (-0.033888+0.032041j)  (0.017143+0.012601j)  (0.005917-0.007823j)  (-0.003849+0.017241j)  (-0.012815-0.005777j)  (0.024384-0.009481j)  (0.004556-0.021163j)  (0.027989+0.000838j)  (0.018536-0.022032j)  (0.005830+0.000900j)  (0.009803+0.004430j)  (0.000875+0.048319j)  (0.002381+0.006837j)  (0.008148+0.015834j)  (0.014534-0.010950j)  (0.025098+0.006829j)  (-0.000389-0.000216j)  (0.033950-0.054659j)  (0.003884+0.015926j)  (0.019265+0.023313j)  (-0.008001+0.019850j)  (-0.011476-0.008312j)  (0.020149+0.032605j)  (0.004319-0.077590j)  (0.002593+0.046192j)  (-0.015307+0.003016j)  (0.025963-0.005408j)  (-0.017849-0.008811j)  (0.003282-0.054806j)  (0.008806-0.001870j)  (0.003886-0.043683j)  (0.028682+0.072403j)  (-0.016813+0.017716j)  (0.017714-0.022129j)  (-0.013049+0.010835j)  (-0.021284+0.065512j)  (-0.031259+0.063799j)  (0.024062+0.017569j)  (-0.007243+0.023943j)  (0.000198-0.035138j)
 (-0.058998-0.020061j)  (-0.002488-0.001494j)  (-0.017848-0.005224j)  (0.013798-0.004352j)  (-0.040515-0.002573j)  (0.016701+0.061021j)  (-0.913061-0.015641j)  (-0.039255-0.011537j)  (-0.046797-0.031861j)  (0.052519+0.030714j)  (-0.015595-0.005722j)  (-0.016833-0.012598j)  (0.030611+0.003247j)  (0.033257+0.041119j)  (0.033628+0.007854j)  (0.018307+0.002453j)  (-0.002079-0.033971j)  (-0.000913+0.006915j)  (-0.028589+0.004226j)  (-0.023306-0.003784j)  (-0.009483-0.011657j)  (0.022223+0.000850j)  (-0.024125-0.008070j)  (-0.015817-0.012064j)  (-0.026479-0.061020j)  (-0.013449+0.004998j)  (-0.050379-0.054087j)  (-0.012246+0.005403j)  (-0.016506+0.009437j)  (-0.022613+0.002954j)  (-0.017467-0.102115j)  (-0.020324-0.007613j)  (-0.008200+0.022597j)  (0.007050-0.108378j)  (-0.017093+0.010975j)  (-0.009023+0.031831j)  (-0.012330+0.015598j)  (-0.023289+0.014564j)  (0.026195-0.018983j)  (0.006965+0.018635j)  (0.007151-0.067549j)  (-0.013520+0.025206j)  (-0.011707+0.000750j)  (-0.010621+0.008381j)  (-0.010029-0.000767j)  (0.000960+0.004030j)  (0.006890-0.020080j)  (-0.017107-0.012278j)  (-0.009101+0.025089j)  (-0.002254+0.008583j)  (0.031044-0.022148j)  (0.040675+0.003099j)  (0.021055+0.013872j)  (-0.006723-0.009273j)  (-0.015538+0.025626j)  (0.013674+0.012553j)  (-0.018770+0.002518j)  (0.002518+0.005776j)  (-0.001849+0.038448j)  (0.011376-0.008907j)  (0.005853+0.006285j)  (0.001513-0.003266j)  (-0.002449-0.051273j)  (0.021765+0.003617j)  (0.013293+0.026829j)  (-0.025796-0.009307j)  (-0.031760+0.003388j)  (0.005703+0.004355j)  (0.030260+0.049226j)  (-0.021839+0.004229j)  (0.007725-0.078394j)  (-0.032348-0.025759j)  (-0.002900+0.008998j)  (-0.016208-0.013946j)  (0.004706-0.009962j)  (0.010068+0.010612j)  (-0.027970+0.009247j)  (-0.007663+0.012334j)  (0.004409+0.023245j)  (-0.026362-0.029874j)  (-0.003573-0.031089j)  (-0.016979+0.033618j)  (-0.004754+0.012571j)  (0.020323-0.022436j)  (0.001495+0.005159j)  (-0.020266+0.008785j)  (0.008032+0.015846j)  (0.012264+0.001797j)  (-0.013093-0.070425j)  (0.006196+0.002204j)  (-0.011668+0.044944j)  (-0.016173-0.060865j)  (0.010856+0.002098j)  (-0.030787+0.003397j)  (0.001631-0.004179j)  (-0.004330+0.057731j)  (0.022453-0.015139j)  (0.024912-0.011866j)  (-0.001634+0.031464j)  (-0.004851+0.052394j)  (0.017028+0.009199j)  (0.021558+0.082912j)  (-0.001385-0.023483j)  (0.004045+0.004130j)  (0.005076-0.011484j)  (-0.031765+0.012220j)  (-0.002240+0.015054j)  (0.019610-0.004831j)  (-0.008152-0.014344j)  (0.029578+0.010046j)  (0.038913+0.011470j)  (0.041343+0.006992j)  (0.010426+0.013622j)  (-0.000261-0.014121j)  (0.020357+0.007467j)  (-0.019528-0.064981j)  (-0.036631+0.024035j)  (-0.022467-0.002947j)  (-0.035457+0.002887j)  (0.033845-0.021481j)  (-0.007111+0.001904j)  (0.013380-0.034278j)  (-0.024008-0.000022j)  (0.001709+0.007582j)  (0.007572-0.024522j)  (0.038664-0.010918j)  (0.005906-0.055466j)  (0.004461-0.054140j)
 (0.077777-0.006257j)  (0.133672-0.031730j)  (-0.017571-0.011033j)  (0.083816-0.018447j)  (0.033961+0.028115j)  (0.006670-0.038133j)  (0.008743-0.010869j)  (-0.867590-0.019759j)  (0.046376+0.048357j)  (0.007635-0.004897j)  (-0.021786-0.016071j)  (0.023152-0.021813j)  (-0.011601+0.014662j)  (0.014588-0.060500j)  (-0.013179+0.029703j)  (-0.053781-0.013449j)  (-0.017709-0.040868j)  (0.040492+0.010695j)  (0.025402+0.036955j)  (0.017102-0.007194j)  (0.005044+0.019300j)  (-0.029182-0.042124j)  (-0.009759-0.118321j)  (0.007164+0.013542j)  (0.039648+0.004612j)  (0.010157+0.006930j)  (-0.001857+0.074149j)  (0.015445+0.092485j)  (-0.048575-0.035986j)  (0.007700+0.010568j)  (0.015928+0.025508j)  (0.049510+0.005806j)  (-0.025969+0.093627j)  (-0.016095+0.018015j)  (-0.029673-0.021281j)  (-0.001601+0.009859j)  (-0.029829+0.019662j)  (-0.012130+0.005509j)  (0.011584+0.018349j)  (0.008686+0.003248j)  (-0.013760+0.006159j)  (-0.015413-0.021936j)  (0.013603-0.004732j)  (0.038403-0.025481j)  (0.034762+0.000627j)  (-0.006435-0.008768j)  (-0.018321+0.015630j)  (-0.006836+0.042281j)  (0.013780-0.004162j)  (-0.035014-0.003310j)  (-0.011851+0.034985j)  (-0.016523+0.111026j)  (-0.006841-0.042736j)  (-0.007868-0.022297j)  (-0.005794-0.002211j)  (-0.032947+0.065311j)  (-0.016603-0.001102j)  (-0.001740+0.008668j)  (-0.002281-0.050342j)  (0.004100-0.010138j)  (0.001804-0.013784j)  (0.002982-0.009510j)  (-0.007242+0.030514j)  (0.020649-0.005003j)  (-0.031662+0.001008j)  (0.034307+0.009072j)  (-0.038117-0.017454j)  (0.027221+0.022191j)  (-0.008770-0.019238j)  (0.030958-0.038869j)  (-0.012858-0.016374j)  (0.012553-0.020850j)  (0.056634-0.005370j)  (-0.027723-0.029593j)  (-0.014317+0.026221j)  (-0.044468-0.004479j)  (-0.021661+0.028495j)  (0.002537-0.028137j)  (0.005946+0.005224j)  (-0.028426+0.015126j)  (0.037559+0.088442j)  (0.021162+0.009760j)  (-0.037855+0.013303j)  (0.004620-0.052653j)  (-0.041522+0.003692j)  (0.015239+0.020692j)  (0.017575+0.003949j)  (0.009348+0.058132j)  (0.032316-0.021978j)  (0.045682-0.013301j)  (0.005564-0.008393j)  (-0.003575-0.018715j)  (0.003144-0.003000j)  (0.020545-0.007330j)  (0.001389-0.004328j)  (-0.033002+0.085116j)  (0.013841-0.080608j)  (0.005684-0.008285j)  (0.041820-0.012081j)  (0.002240-0.000008j)  (-0.041031+0.000346j)  (0.011721-0.070943j)  (0.042013+0.005167j)  (-0.021828+0.002390j)  (0.022700+0.008858j)  (0.049456+0.049350j)  (-0.015237-0.043157j)  (-0.001910+0.013982j)  (0.006742-0.007291j)  (0.021719+0.007211j)  (-0.008134-0.006837j)  (-0.019786-0.063394j)  (-0.017378-0.017747j)  (-0.022668-0.059832j)  (-0.005890+0.044901j)  (0.000652-0.045404j)  (-0.029827+0.005621j)  (0.027417+0.003009j)  (0.004014-0.014767j)  (-0.013165+0.036233j)  (0.002678+0.005716j)  (-0.025838-0.022691j)  (-0.001258+0.010020j)  (0.012690-0.016720j)  (0.002311-0.011390j)  (0.023212-0.018156j)  (0.008490+0.031832j)  (-0.015494+0.001899j)
