 (-0.653272+0.006461j)  (0.295849-0.003739j)  (-0.040550-0.045180j)  (0.151314+0.051795j)  (0.157236+0.116055j)  (-0.045213-0.028001j)  (-0.045260-0.024356j)  (0.073980-0.006259j)  (0.198866+0.055973j)  (-0.080941-0.029344j)  (-0.040181+0.031247j)  (0.026981+0.008371j)  (-0.078572+0.017986j)  (0.026222+0.016544j)  (0.039116-0.049539j)  (-0.147505-0.005464j)  (-0.016382+0.014899j)  (0.093445+0.047319j)  (0.092475-0.033171j)  (0.097036-0.025279j)  (-0.028622-0.019775j)  (-0.011200-0.005096j)  (-0.004161-0.027743j)  (0.007619-0.007493j)  (0.047384-0.032111j)  (0.029009-0.017160j)  (0.002377-0.032228j)  (-0.007139-0.015777j)  (-0.070701-0.008409j)  (0.011843-0.004805j)  (0.058705-0.049106j)  (0.081250+0.014944j)  (-0.007630+0.016254j)  (-0.085844+0.028497j)  (-0.004749-0.002950j)  (-0.004815-0.031630j)  (-0.035337+0.039782j)  (0.033086-0.000902j)  (-0.004816-0.010873j)  (-0.006763+0.033696j)  (-0.038089+0.032731j)  (-0.021256-0.022091j)  (-0.043074-0.007517j)  (0.044959+0.012191j)  (0.041286-0.015578j)  (0.037097+0.025520j)  (-0.058428-0.047043j)  (0.036627+0.004192j)  (0.082344-0.084226j)  (-0.034456-0.037144j)  (-0.032369+0.025762j)  (-0.048121+0.005190j)  (-0.100208-0.014211j)  (0.040715-0.017324j)  (0.033532-0.047864j)  (-0.006183+0.022816j)  (-0.043817+0.043499j)  (-0.046422+0.023523j)  (0.006507+0.015300j)  (0.058362-0.007268j)  (-0.002076+0.037664j)  (-0.014184-0.002398j)  (0.041626+0.012500j)  (-0.055837+0.005884j)  (-0.053355+0.021744j)  (0.079844+0.028893j)  (-0.017544+0.038926j)  (-0.026300+0.021474j)  (0.026023-0.041631j)  (0.046189+0.013397j)  (-0.020191-0.055487j)  (-0.026064+0.016754j)  (0.052390+0.035800j)  (0.050233+0.009537j)  (-0.005369+0.028274j)  (-0.000818-0.023829j)  (0.043089+0.044533j)  (-0.014943+0.012560j)  (-0.023906-0.010625j)  (0.063796+0.019900j)  (0.069958-0.041298j)  (0.024263+0.015231j)  (-0.059506-0.001625j)  (-0.007737-0.017982j)  (-0.054451-0.007662j)  (0.042599-0.002664j)  (0.015828-0.000596j)  (-0.015072-0.021628j)  (0.064905-0.060194j)  (-0.022676-0.014118j)  (0.018348+0.001772j)  (0.041453-0.005690j)  (-0.031468+0.024226j)  (0.025043+0.015555j)  (-0.031131-0.009447j)  (0.005030-0.035095j)  (-0.009631+0.004610j)  (0.042855-0.022789j)  (-0.005873+0.050151j)  (-0.015190-0.041001j)  (-0.064922+0.010550j)  (-0.079751-0.088843j)  (0.048813+0.089448j)  (0.022353-0.080145j)  (-0.032516-0.003340j)  (0.041837-0.010610j)  (0.076765-0.000644j)  (-0.089452+0.026676j)  (0.033641+0.023649j)  (-0.017986-0.014622j)  (-0.029684+0.013498j)  (-0.032456-0.036192j)  (-0.065860-0.022128j)  (0.016431-0.061849j)  (-0.006190-0.024100j)  (0.011682-0.003254j)  (-0.012146+0.004416j)  (0.048794-0.002663j)  (-0.054058-0.003894j)  (-0.049856+0.029024j)  (-0.047791-0.012133j)  (-0.020208-0.008790j)  (0.003106-0.016422j)  (-0.038778+0.038889j)  (-0.089095+0.028368j)  (-0.013853-0.031588j)  (-0.040538-0.002817j)  (-0.038147-0.009808j)
 (-0.194226+0.025498j)  (-0.590278+0.043020j)  (-0.050457-0.114343j)  (0.070564+0.018356j)  (-0.126682-0.027949j)  (-0.069031-0.123588j)  (0.027387-0.071016j)  (-0.037385+0.036015j)  (-0.049837+0.026504j)  (0.252122+0.119452j)  (-0.035190-0.011792j)  (-0.023263-0.042403j)  (-0.001592+0.092811j)  (0.114164+0.071963j)  (0.131749+0.027699j)  (-0.104980+0.000713j)  (-0.104091-0.006236j)  (0.092038+0.065776j)  (-0.006788-0.004112j)  (-0.034081-0.017052j)  (-0.112397-0.002753j)  (0.075059-0.043110j)  (-0.043873-0.057540j)  (-0.073114-0.011457j)  (0.087561-0.019879j)  (-0.086057-0.019288j)  (-0.050883-0.013262j)  (0.003068-0.042374j)  (-0.157577+0.045194j)  (0.002281+0.026662j)  (-0.017909+0.047438j)  (0.035498+0.008263j)  (-0.100263+0.091905j)  (-0.081738+0.007644j)  (-0.003770-0.014239j)  (0.003180-0.029989j)  (0.009574-0.002315j)  (-0.021359+0.031405j)  (0.007561+0.002301j)  (0.059140-0.010871j)  (-0.045501-0.081048j)  (-0.108251-0.017228j)  (0.016987+0.026868j)  (0.019481+0.040677j)  (0.042029+0.015057j)  (-0.002537-0.077018j)  (-0.057632+0.000229j)  (-0.050715+0.020955j)  (0.029230+0.009248j)  (0.025417+0.015650j)  (0.052848-0.024645j)  (0.028367-0.032837j)  (0.035783-0.020683j)  (0.004222-0.092756j)  (0.001368-0.016927j)  (-0.042102+0.080504j)  (0.032191-0.000628j)  (0.025927+0.015051j)  (0.060463+0.010737j)  (-0.012948-0.085870j)  (0.063593+0.023492j)  (0.055592-0.029051j)  (-0.055512+0.021657j)  (0.035304+0.013667j)  (-0.015724+0.010670j)  (0.035125+0.018483j)  (-0.070282-0.016598j)  (0.047497+0.017600j)  (-0.001615-0.026264j)  (0.050952+0.023847j)  (0.008934-0.084504j)  (0.032167-0.043416j)  (0.032382-0.037251j)  (-0.025785-0.037795j)  (0.013089+0.028643j)  (-0.036742-0.075389j)  (-0.011922+0.007872j)  (0.016975-0.003773j)  (0.041398+0.007841j)  (-0.022292-0.012722j)  (-0.019777-0.023857j)  (0.006450+0.017042j)  (-0.033458+0.023654j)  (0.051903-0.077019j)  (-0.054940-0.029435j)  (-0.010911+0.056318j)  (-0.054804+0.001249j)  (0.001498-0.035988j)  (0.061295-0.029809j)  (0.038086-0.041702j)  (-0.028900-0.021320j)  (-0.040224+0.002722j)  (0.107120+0.000957j)  (-0.062905+0.003207j)  (-0.032253+0.002957j)  (-0.086433-0.051799j)  (-0.019578-0.079107j)  (0.060536+0.039484j)  (0.042443+0.017115j)  (-0.022256+0.011998j)  (0.004855+0.022091j)  (0.005619+0.024644j)  (0.020892-0.016679j)  (0.055357-0.040373j)  (0.007445-0.011685j)  (-0.007844+0.017731j)  (-0.026945-0.054893j)  (-0.039442+0.015203j)  (0.026855+0.017560j)  (0.031257+0.039734j)  (0.014217-0.008513j)  (-0.004179+0.008275j)  (0.023082+0.015417j)  (0.007049-0.015688j)  (0.021839-0.001590j)  (-0.039401-0.014703j)  (0.020041+0.032397j)  (0.107948+0.044711j)  (-0.062731-0.001045j)  (0.059547-0.044361j)  (0.000168-0.022289j)  (0.016642+0.061760j)  (-0.014777-0.005635j)  (0.004619+0.038376j)  (0.015737+0.048477j)  (0.043183+0.034515j)  (-0.018079-0.006042j)  (-0.053692+0.011809j)
 (0.052435-0.040331j)  (-0.038138+0.009834j)  (-0.907109-0.011406j)  (-0.019014-0.012786j)  (0.038220-0.029919j)  (0.008599-0.005129j)  (0.012983+0.005036j)  (-0.007518-0.012592j)  (-0.019167+0.004522j)  (-0.082962+0.023638j)  (0.001940-0.093842j)  (-0.006749-0.009414j)  (-0.016761-0.015019j)  (-0.022198+0.001688j)  (-0.001204+0.013384j)  (0.009413-0.018044j)  (-0.005050-0.022882j)  (0.002756+0.009242j)  (0.008093+0.023603j)  (0.011973-0.002483j)  (-0.010759-0.024251j)  (0.008941+0.046692j)  (0.024172+0.088472j)  (-0.051418-0.052410j)  (0.036536-0.008264j)  (0.013712+0.000148j)  (-0.006659-0.016486j)  (-0.017832+0.003719j)  (0.016366-0.038151j)  (-0.009309+0.035407j)  (-0.002858-0.023358j)  (0.014926-0.011063j)  (-0.017579-0.035743j)  (0.008938+0.008813j)  (0.032748+0.025998j)  (0.016306+0.020178j)  (0.035982+0.024976j)  (0.010230-0.008744j)  (0.022076+0.011542j)  (-0.003929-0.000770j)  (0.023481-0.004920j)  (0.024600-0.001807j)  (-0.007031-0.003917j)  (-0.004434+0.002689j)  (0.002963+0.009642j)  (-0.001184+0.001302j)  (-0.021918-0.043223j)  (-0.020676+0.012244j)  (0.007619+0.011063j)  (0.017832+0.013850j)  (0.023713+0.032737j)  (0.006666+0.012452j)  (-0.025615-0.004734j)  (-0.003403-0.003315j)  (0.003576-0.054296j)  (0.003850-0.034007j)  (-0.021809-0.006515j)  (-0.022616+0.019149j)  (-0.030474+0.059975j)  (-0.009090+0.030384j)  (-0.043483+0.011975j)  (0.006124+0.013577j)  (0.021237-0.076890j)  (-0.009319+0.057061j)  (-0.027890+0.020598j)  (-0.023003+0.052557j)  (0.020004-0.007731j)  (-0.006282-0.062148j)  (0.027255+0.085115j)  (-0.015934-0.004105j)  (0.002078+0.004207j)  (0.010850+0.024133j)  (0.012365+0.074568j)  (0.037343+0.063632j)  (-0.005296-0.055198j)  (0.004646-0.016350j)  (-0.005045+0.000311j)  (-0.016921+0.000738j)  (0.013709-0.001911j)  (0.000202+0.001736j)  (0.028184+0.021826j)  (0.024484+0.036492j)  (-0.008282-0.007934j)  (-0.014147-0.004265j)  (-0.007069+0.014575j)  (-0.024463+0.017759j)  (0.008898+0.002974j)  (0.008022+0.002147j)  (-0.004845+0.010682j)  (-0.012106+0.015096j)  (0.014465-0.061905j)  (0.002325-0.005373j)  (-0.033025+0.017819j)  (0.019776+0.017178j)  (-0.006210-0.016752j)  (0.011647-0.019136j)  (-0.000379+0.022446j)  (-0.020307-0.014267j)  (-0.006581+0.003308j)  (0.009146+0.038346j)  (-0.033775+0.027542j)  (-0.012290+0.014915j)  (-0.031189+0.008380j)  (0.015835+0.045531j)  (-0.010825-0.001556j)  (-0.038302+0.024916j)  (0.011187-0.041893j)  (-0.018701+0.027228j)  (0.026809+0.062860j)  (-0.011362+0.023213j)  (0.011410-0.054553j)  (-0.020524-0.007302j)  (-0.017737+0.071863j)  (-0.003717-0.001005j)  (0.018227+0.015387j)  (-0.011594-0.016806j)  (0.021463+0.032576j)  (-0.038804+0.019216j)  (0.017556+0.003301j)  (-0.019781+0.010762j)  (-0.023079-0.005731j)  (0.027786+0.060511j)  (0.012833-0.025573j)  (-0.033363-0.000026j)  (-0.021753-0.026188j)  (0.000006+0.005364j)  (0.007829-0.018826j)  (0.009613+0.021249j)
 (0.097480+0.030995j)  (0.166380+0.082398j)  (0.010462-0.048307j)  (-0.820971-0.035820j)  (0.073270-0.026032j)  (-0.056633-0.054502j)  (0.007551-0.017301j)  (0.009575+0.004433j)  (0.043382+0.009851j)  (0.064492+0.094348j)  (-0.039273+0.028950j)  (0.042823-0.014641j)  (-0.035465+0.032422j)  (0.069293-0.051060j)  (0.023165+0.010173j)  (-0.092154+0.015826j)  (-0.017109-0.059797j)  (0.117839+0.039175j)  (0.062535-0.000840j)  (0.032051-0.033715j)  (-0.060245-0.012846j)  (0.009594-0.027163j)  (-0.024171-0.043041j)  (-0.024461+0.023626j)  (0.063717-0.039771j)  (0.020451-0.026189j)  (0.011395-0.014722j)  (-0.013433+0.027456j)  (-0.096741-0.033266j)  (0.014772-0.032291j)  (-0.007233+0.005969j)  (0.033638-0.001983j)  (-0.044578+0.019880j)  (-0.067612+0.013470j)  (0.036835-0.018776j)  (0.029360-0.020940j)  (0.022080-0.000495j)  (0.011911+0.018836j)  (0.029384+0.008380j)  (0.026392-0.026148j)  (-0.050927-0.010089j)  (0.001117+0.021176j)  (-0.027863+0.019668j)  (0.076177-0.077020j)  (0.015263-0.002342j)  (0.029971+0.044628j)  (-0.062120-0.002568j)  (0.006341-0.011038j)  (0.030340-0.003987j)  (-0.016965-0.028064j)  (0.032142-0.004920j)  (-0.013060+0.014809j)  (0.031908+0.013070j)  (0.036722-0.000501j)  (0.008040-0.016695j)  (-0.030684+0.066953j)  (-0.014961+0.021190j)  (-0.027750+0.051631j)  (0.050000+0.018884j)  (0.054009+0.004361j)  (0.048322-0.039045j)  (-0.005875+0.047091j)  (-0.016726+0.038179j)  (-0.014655-0.021877j)  (-0.018924-0.001733j)  (0.037914+0.018480j)  (-0.030314-0.050125j)  (0.025850+0.108695j)  (-0.044292-0.001734j)  (0.031711+0.010411j)  (0.015075-0.045531j)  (0.005637-0.001536j)  (0.007277+0.016968j)  (0.010548+0.006960j)  (0.032155+0.053637j)  (-0.027065-0.031937j)  (-0.033566+0.014647j)  (-0.009237-0.026429j)  (-0.010081-0.036519j)  (0.022594-0.031534j)  (0.006865+0.017022j)  (0.016218+0.045210j)  (-0.006131-0.046121j)  (-0.002337-0.005146j)  (-0.045652+0.004327j)  (0.023037+0.013674j)  (0.013793-0.005106j)  (0.012998-0.005797j)  (0.039053-0.011854j)  (0.014497+0.001566j)  (0.022455+0.000475j)  (-0.006782-0.039257j)  (-0.029428+0.048076j)  (0.024358+0.013635j)  (-0.016708+0.017899j)  (-0.020548-0.054566j)  (-0.033467-0.043311j)  (-0.019513-0.012793j)  (0.013124+0.028001j)  (-0.054701+0.020722j)  (-0.041162-0.004901j)  (-0.009052+0.025493j)  (0.079850-0.033017j)  (-0.016727+0.043198j)  (-0.013932+0.014142j)  (0.004180+0.033699j)  (0.001919-0.033570j)  (-0.030019+0.020872j)  (0.018867+0.020090j)  (-0.021788+0.029119j)  (0.017410-0.016349j)  (-0.022151-0.027564j)  (-0.029551+0.000001j)  (0.018988+0.037127j)  (0.011463+0.002946j)  (-0.032361+0.012261j)  (-0.017268+0.002609j)  (0.040846-0.026173j)  (-0.000223-0.044373j)  (-0.003055+0.030571j)  (0.006462+0.023901j)  (-0.016482+0.004328j)  (0.010785-0.028969j)  (-0.021008+0.061492j)  (-0.003785-0.011634j)  (0.056443+0.043763j)  (0.019806-0.001668j)  (-0.026201-0.011894j)
 (0.179601-0.042221j)  (0.116727+0.001281j)  (-0.009267-0.020689j)  (0.102332-0.053259j)  (-0.792907+0.025571j)  (-0.048344+0.012648j)  (-0.010585+0.042273j)  (0.045891-0.055735j)  (0.085975-0.042055j)  (-0.103764+0.093309j)  (0.009414+0.025697j)  (0.013248+0.007153j)  (-0.023079+0.029239j)  (0.026398+0.002410j)  (0.004623-0.038185j)  (-0.085259+0.043485j)  (0.005028-0.001259j)  (0.032233-0.018443j)  (0.071061-0.037943j)  (0.033032-0.040251j)  (-0.003853+0.007960j)  (-0.023325+0.009100j)  (-0.007915-0.024269j)  (-0.025107-0.030999j)  (0.025574-0.020646j)  (0.016851-0.056339j)  (0.003192-0.026168j)  (-0.007611+0.043606j)  (-0.070815+0.033284j)  (-0.004684+0.002067j)  (0.014929-0.045894j)  (0.041924-0.014814j)  (0.021832-0.015552j)  (-0.047381+0.070280j)  (0.002708+0.004777j)  (-0.005200+0.012807j)  (0.023225+0.030101j)  (0.028857+0.022838j)  (0.003342-0.004155j)  (0.058082-0.001306j)  (-0.060404+0.062381j)  (-0.035809-0.019532j)  (-0.041752-0.014796j)  (0.049880-0.023221j)  (0.010930+0.037368j)  (0.025927-0.001614j)  (-0.049308+0.073788j)  (0.043229-0.043450j)  (0.044297-0.026447j)  (-0.040158+0.004339j)  (-0.005819+0.011519j)  (-0.027166+0.047693j)  (-0.008157+0.024889j)  (0.028555+0.057820j)  (-0.009112-0.032738j)  (0.030587+0.038756j)  (-0.054616+0.124773j)  (-0.040595-0.004548j)  (-0.000169-0.029868j)  (0.030541-0.033850j)  (-0.024380+0.020261j)  (-0.035562-0.017596j)  (0.015228-0.001242j)  (-0.026922+0.039016j)  (-0.046125+0.045338j)  (0.078829+0.105670j)  (0.016073+0.015376j)  (-0.013203+0.048914j)  (-0.010588-0.033202j)  (0.025787+0.050830j)  (-0.040187+0.005738j)  (-0.014746+0.024323j)  (0.042305-0.010946j)  (-0.005026+0.037083j)  (-0.004655-0.032378j)  (0.003928-0.001489j)  (-0.003482+0.002083j)  (0.004570-0.028569j)  (-0.020086-0.008889j)  (0.037804-0.030502j)  (0.029516-0.015076j)  (0.027169+0.050663j)  (-0.035232-0.016163j)  (-0.020062+0.073129j)  (-0.070667+0.001616j)  (0.001367-0.021702j)  (0.017561-0.022875j)  (-0.009432-0.017578j)  (0.009517-0.042227j)  (-0.017540+0.000452j)  (0.039878-0.004131j)  (0.003703-0.028768j)  (-0.039977+0.019402j)  (0.015898-0.003434j)  (-0.003685+0.038237j)  (0.000878+0.026412j)  (0.006035+0.001648j)  (-0.038203-0.023675j)  (0.013919-0.005220j)  (-0.050815-0.004127j)  (-0.034252+0.013894j)  (-0.058973+0.011187j)  (0.051269+0.044730j)  (0.003511-0.017117j)  (-0.011952-0.031841j)  (0.003197-0.019367j)  (0.041375+0.025555j)  (-0.037750+0.063303j)  (0.006250+0.005882j)  (-0.013965-0.013889j)  (0.011663+0.093772j)  (-0.030627+0.024167j)  (-0.054530-0.008074j)  (-0.002042-0.008007j)  (0.044431+0.063363j)  (0.024540-0.023978j)  (0.003840+0.066514j)  (0.010163-0.048137j)  (-0.019969-0.043503j)  (-0.014176-0.023714j)  (0.005959-0.026827j)  (-0.005539+0.002346j)  (-0.004402-0.015611j)  (-0.035499-0.029129j)  (-0.052492+0.029290j)  (0.002006+0.035814j)  (-0.013501-0.085872j)  (-0.040239-0.002210j)
 (0.041028-0.028745j)  (-0.118995-0.036019j)  (0.027403+0.007330j)  (-0.006834+0.008607j)  (0.036132+0.024651j)  (-0.853524-0.003489j)  (-0.053319+0.033865j)  (-0.014058+0.043754j)  (0.019981+0.042928j)  (-0.093232+0.034548j)  (0.035758+0.009731j)  (0.015161+0.008527j)  (0.001041-0.023633j)  (-0.059939+0.020868j)  (0.006642-0.029655j)  (0.021626-0.030314j)  (0.028917+0.019509j)  (-0.056872+0.004428j)  (-0.033891+0.012896j)  (0.001603+0.024868j)  (0.042744-0.011694j)  (0.003898+0.020253j)  (0.066637+0.017263j)  (0.090658+0.012117j)  (0.024834+0.073656j)  (0.014775-0.017676j)  (-0.014988+0.003313j)  (0.010351-0.033575j)  (0.034482-0.035396j)  (-0.022770+0.034438j)  (-0.014079-0.021434j)  (0.034915-0.037018j)  (-0.014404+0.050395j)  (0.056673-0.043409j)  (0.030513+0.010536j)  (0.002007+0.069666j)  (0.058144-0.005680j)  (0.025661+0.041373j)  (0.014874+0.038098j)  (0.013854+0.012074j)  (0.027838-0.053452j)  (0.027849-0.005667j)  (-0.033216+0.004677j)  (-0.042465-0.060129j)  (-0.020056-0.039248j)  (0.012892-0.002281j)  (0.045971-0.018495j)  (0.001211+0.006653j)  (-0.047376-0.037348j)  (0.005083-0.070226j)  (-0.035671-0.039617j)  (0.000182+0.030599j)  (-0.012100+0.008329j)  (0.026076-0.074886j)  (0.016081-0.013212j)  (-0.006196+0.074529j)  (-0.027467+0.036834j)  (-0.022943+0.044242j)  (-0.016125-0.031998j)  (0.011632+0.005143j)  (-0.020185+0.104589j)  (-0.000135+0.001414j)  (0.015895-0.008961j)  (-0.021964-0.000070j)  (0.002964+0.019260j)  (-0.021147+0.021566j)  (-0.000787-0.012614j)  (-0.017355-0.020039j)  (0.029984-0.003974j)  (-0.023736+0.032039j)  (0.019583+0.043444j)  (-0.042429-0.012944j)  (-0.029839-0.007686j)  (-0.000609-0.019669j)  (0.033809-0.003813j)  (-0.006975+0.005386j)  (0.020827-0.023491j)  (-0.018149+0.044771j)  (-0.007911-0.006495j)  (0.035865+0.003844j)  (0.011865+0.009302j)  (0.021809-0.007082j)  (0.010526-0.002633j)  (-0.012948+0.081585j)  (0.035150-0.022589j)  (-0.009092+0.013495j)  (-0.003091-0.003476j)  (-0.012147+0.021373j)  (-0.025746-0.007276j)  (-0.013939+0.003130j)  (0.034439+0.020697j)  (0.016163-0.033739j)  (-0.019441+0.016589j)  (0.020883-0.001302j)  (0.011080-0.017034j)  (0.006682+0.010238j)  (0.026255+0.036052j)  (0.013561-0.013919j)  (-0.032622+0.001736j)  (-0.009440+0.029219j)  (-0.021853+0.011512j)  (0.002178-0.005479j)  (-0.000322+0.016697j)  (-0.026336+0.011754j)  (-0.015143-0.007122j)  (-0.019985+0.080449j)  (0.034072+0.011532j)  (0.029369-0.042026j)  (0.006595-0.008472j)  (-0.017683-0.072746j)  (0.010030-0.073477j)  (-0.010695-0.090992j)  (-0.023973+0.008880j)  (0.009359-0.004571j)  (-0.026953-0.021715j)  (0.030790-0.027854j)  (-0.014326-0.050694j)  (0.001762-0.002148j)  (-0.011411-0.008939j)  (-0.065718+0.052947j)  (-0.007990+0.060924j)  (-0.017299-0.015977j)  (0.002070+0.027157j)  (-0.067050-0.011965j)  (-0.036526+0.086360j)  (-0.058682+0.027326j)  (0.010165-0.001671j)  (0.014328-0.023652j)
 (-0.045420-0.058158j)  (-0.011328+0.016108j)  (0.000062-0.013572j)  (-0.035828-0.012995j)  (-0.021269-0.022531j)  (0.045286+0.009554j)  (-0.898802+0.002243j)  (-0.001271+0.056309j)  (-0.053632-0.032046j)  (0.044775+0.067763j)  (0.009121-0.003631j)  (0.003351-0.002122j)  (0.007199-0.015443j)  (0.000185+0.009479j)  (-0.010520+0.025867j)  (0.029682-0.000691j)  (0.031111-0.025410j)  (-0.037984+0.015313j)  (-0.026200-0.000554j)  (-0.001057-0.029444j)  (-0.030017-0.022738j)  (-0.014753+0.022803j)  (0.017651-0.001902j)  (0.000254-0.020177j)  (0.051207-0.003958j)  (-0.006037-0.010624j)  (-0.016715+0.055485j)  (-0.003594-0.007021j)  (0.035894-0.006831j)  (-0.024705+0.004081j)  (-0.031496-0.087775j)  (-0.034572+0.042943j)  (-0.043897-0.027263j)  (0.043000+0.050283j)  (0.029742+0.004278j)  (-0.034488-0.059191j)  (0.005949-0.031960j)  (-0.023560+0.001820j)  (0.009767+0.002504j)  (-0.009201+0.019268j)  (0.023684+0.017091j)  (-0.024831+0.038021j)  (-0.010374-0.082682j)  (-0.009495-0.020525j)  (-0.023878+0.005547j)  (-0.008966-0.010785j)  (-0.000249-0.015973j)  (-0.030094-0.017045j)  (0.009508+0.009990j)  (-0.016589-0.050258j)  (-0.045602-0.062412j)  (0.046723-0.008669j)  (0.015565+0.009664j)  (0.013115+0.021180j)  (0.020525-0.097032j)  (0.011375-0.022167j)  (-0.011008+0.054345j)  (0.014898+0.007887j)  (0.011896+0.098878j)  (-0.001043-0.003717j)  (0.001570-0.018367j)  (0.014454+0.001344j)  (-0.047013-0.026998j)  (0.023164+0.001415j)  (-0.046716+0.008202j)  (-0.012740-0.012664j)  (-0.005661+0.000180j)  (-0.002371+0.009998j)  (-0.004749+0.006717j)  (0.022628-0.004836j)  (0.009437+0.028417j)  (0.035434+0.045945j)  (-0.026798-0.010777j)  (-0.015023-0.019021j)  (0.016387+0.025796j)  (0.021078-0.020087j)  (0.018622+0.012918j)  (0.000216+0.010241j)  (0.021357+0.056749j)  (-0.020245-0.009307j)  (-0.009026-0.014145j)  (0.018422-0.009567j)  (0.009300+0.002693j)  (0.021164-0.000221j)  (0.006929-0.000144j)  (-0.011117-0.008083j)  (-0.018719-0.002563j)  (-0.007796-0.024167j)  (-0.032259-0.048125j)  (0.013599+0.014259j)  (-0.007456+0.007097j)  (-0.005402+0.000230j)  (0.026439+0.084058j)  (-0.005537+0.007660j)  (0.017153-0.003878j)  (0.025046+0.038066j)  (-0.019297-0.004459j)  (0.013326+0.011610j)  (0.022674+0.021581j)  (0.016870-0.074447j)  (0.030084-0.017728j)  (-0.015564+0.057770j)  (-0.028299+0.014307j)  (-0.006276-0.007342j)  (0.006091+0.005707j)  (0.001263-0.031714j)  (-0.018081+0.049624j)  (0.025807+0.010074j)  (-0.024895+0.005249j)  (-0.031524+0.005883j)  (0.010819-0.012193j)  (-0.006320+0.031503j)  (0.018339+0.021078j)  (-0.000251-0.013441j)  (0.014273+0.024014j)  (-0.004031+0.015581j)  (-0.011440-0.004969j)  (-0.023416-0.001479j)  (-0.006337+0.023212j)  (0.030588+0.011130j)  (0.004164-0.004279j)  (0.018587+0.028171j)  (-0.024717+0.073362j)  (-0.015369+0.024561j)  (0.040356-0.038277j)  (-0.008003+0.005159j)  (0.002173-0.040106j)  (0.015739-0.011407j)
 (0.044178+0.033160j)  (0.075496+0.010911j)  (0.000090-0.000038j)  (0.060226+0.006200j)  (0.012207+0.011590j)  (-0.007295+0.050945j)  (-0.027768+0.044700j)  (-0.907129-0.002815j)  (0.032834+0.001141j)  (-0.009436-0.051017j)  (-0.038236+0.011406j)  (0.010187-0.012783j)  (-0.002444-0.020608j)  (-0.006027+0.021217j)  (0.019926-0.039945j)  (-0.055157+0.021237j)  (-0.012992-0.021179j)  (0.016731+0.043611j)  (-0.003514+0.007191j)  (0.026402-0.007754j)  (-0.014567+0.006061j)  (0.010226-0.003685j)  (0.029327-0.011768j)  (0.002045-0.007149j)  (0.022156+0.053257j)  (0.024706-0.000962j)  (-0.017154+0.006267j)  (0.027220-0.031497j)  (-0.025380-0.023092j)  (-0.000298+0.010920j)  (-0.021228-0.047287j)  (0.061067+0.057363j)  (-0.009512+0.010908j)  (-0.007802-0.035198j)  (-0.019492+0.005592j)  (-0.014050-0.009250j)  (-0.010273+0.015482j)  (-0.013712+0.005919j)  (-0.004988-0.024449j)  (0.015409-0.020931j)  (-0.007940+0.037284j)  (-0.021983+0.000118j)  (-0.004979-0.004304j)  (0.029473+0.024102j)  (0.008724+0.010142j)  (-0.032293+0.008678j)  (-0.035500+0.010181j)  (0.035687-0.013645j)  (0.034529+0.038439j)  (-0.051351+0.004680j)  (-0.006090+0.019603j)  (-0.028221+0.102125j)  (-0.004614-0.063776j)  (0.000921+0.014118j)  (0.007342-0.018516j)  (-0.032105+0.037564j)  (0.007613-0.027560j)  (0.000198-0.007653j)  (0.016381-0.077503j)  (0.017548+0.008971j)  (0.010924-0.022713j)  (-0.014991+0.005384j)  (-0.010461+0.007628j)  (-0.016690+0.000004j)  (-0.008553-0.002687j)  (-0.005992+0.017786j)  (-0.001533+0.001796j)  (0.019370+0.025000j)  (0.027363+0.038945j)  (-0.028976-0.010128j)  (0.007144-0.026570j)  (-0.000700-0.024951j)  (-0.003377+0.025470j)  (-0.006214-0.022394j)  (0.019838+0.006145j)  (-0.008194-0.012957j)  (0.008189+0.018454j)  (0.014290-0.045616j)  (-0.025486+0.018547j)  (-0.002571+0.022458j)  (-0.005371+0.096514j)  (0.007434+0.015990j)  (-0.025180+0.006015j)  (0.020125+0.008225j)  (-0.044171+0.013017j)  (-0.000156-0.017221j)  (0.012205+0.008077j)  (-0.003937+0.059165j)  (0.028719-0.006216j)  (0.002335-0.014999j)  (-0.041415-0.001459j)  (0.023647-0.010984j)  (-0.000163+0.034843j)  (-0.031834-0.009063j)  (-0.011763-0.008698j)  (-0.022913+0.043447j)  (-0.017059-0.057347j)  (-0.001806-0.016327j)  (0.024078-0.002496j)  (-0.030126+0.005307j)  (-0.023180-0.009840j)  (-0.016422+0.010641j)  (0.039536-0.033206j)  (0.041092-0.001503j)  (-0.018310-0.024952j)  (0.026459+0.066077j)  (0.017472+0.020392j)  (-0.025993+0.003955j)  (0.013088-0.006311j)  (0.015151+0.029513j)  (-0.020818+0.001746j)  (-0.022124+0.003245j)  (0.023407-0.001447j)  (-0.011566-0.045779j)  (0.004094+0.007986j)  (0.016242-0.003010j)  (-0.024710+0.006229j)  (0.032225-0.015286j)  (0.027850+0.007080j)  (-0.027959+0.028837j)  (0.017244+0.001221j)  (-0.018212+0.018076j)  (-0.002435+0.003193j)  (-0.004441-0.003783j)  (-0.020945-0.088021j)  (0.012373-0.043788j)  (-0.021087+0.052392j)  (-0.017633+0.006569j)
