 (-0.385529+0.002351j)  (0.115484-0.033189j)  (0.132628-0.146712j)  (-0.108231-0.003582j)  (0.057769-0.128178j)  (-0.007083+0.062554j)  (-0.067825-0.051636j)  (0.079879-0.021993j)  (-0.068517-0.020765j)  (0.028307+0.045270j)  (0.024994-0.040526j)  (0.065164-0.054039j)  (-0.020914+0.006159j)  (-0.132552-0.013386j)  (0.026338-0.010632j)  (-0.106625-0.048345j)  (0.219514+0.036695j)  (-0.034846+0.076081j)  (0.077124+0.011596j)  (0.006193+0.029765j)  (0.030066-0.021628j)  (0.076283+0.037680j)  (0.085169+0.008180j)  (-0.048780+0.022217j)  (-0.048706+0.142875j)  (-0.090747-0.014660j)  (0.032508+0.093752j)  (0.085211-0.012571j)  (0.007607+0.022245j)  (-0.125640-0.011064j)  (0.042824-0.024073j)  (0.069884-0.055258j)  (0.019872+0.083767j)  (-0.080442-0.004868j)  (-0.073171-0.038922j)  (0.053092+0.065736j)  (-0.010426+0.030507j)  (0.048247-0.062159j)  (0.067942-0.002888j)  (-0.005768-0.034040j)  (0.048082+0.012413j)  (-0.047028-0.055255j)  (0.016178-0.044227j)  (0.024914-0.001284j)  (-0.054239+0.041881j)  (-0.022391-0.013028j)  (-0.059995-0.045301j)  (0.008412+0.065541j)  (0.041812+0.028774j)  (-0.053082-0.041505j)  (-0.008264-0.052161j)  (0.018795+0.020398j)  (-0.042910+0.031230j)  (0.003063-0.027939j)  (-0.041422-0.062749j)  (-0.026366+0.003207j)  (0.044190+0.013636j)  (0.035336-0.017894j)  (0.065285-0.108354j)  (-0.077929+0.018821j)  (0.077157-0.002443j)  (-0.017628-0.044473j)  (0.033476+0.025353j)  (-0.022868-0.046286j)  (-0.024969-0.006182j)  (0.036200+0.057880j)  (0.104972-0.045757j)  (-0.018434-0.030280j)  (-0.006299-0.027997j)  (0.015543+0.042425j)  (0.021489-0.017869j)  (-0.076433-0.005224j)  (0.039508-0.032733j)  (0.005902+0.001901j)  (-0.008589+0.085023j)  (0.038658+0.033332j)  (0.004253-0.036224j)  (-0.003165+0.007143j)  (0.046400+0.062358j)  (-0.087135-0.031231j)  (-0.042647+0.041783j)  (-0.040749-0.008830j)  (0.033210-0.047631j)  (0.001047-0.005039j)  (-0.021352-0.022742j)  (0.038705+0.047828j)  (0.019521+0.003501j)  (-0.069543+0.021465j)  (0.004024+0.051113j)  (-0.000430+0.013829j)  (0.018891-0.019489j)  (0.002120+0.019533j)  (0.030732-0.014646j)  (-0.004570+0.044426j)  (0.042258-0.013558j)  (0.023767-0.013731j)  (0.003768-0.034693j)  (0.014225-0.017352j)  (0.006770+0.024609j)  (-0.011680-0.002285j)  (0.018344+0.006946j)  (0.019973-0.042359j)  (-0.003695+0.038764j)  (-0.030899-0.022841j)  (0.019872+0.008449j)  (-0.018848+0.018125j)  (0.002030-0.007742j)  (0.042933-0.004945j)  (-0.007763+0.003613j)  (-0.003025+0.016744j)  (-0.017662+0.053065j)  (0.019502-0.009892j)  (0.015413+0.017738j)  (0.021798-0.033976j)  (0.031793-0.023107j)  (-0.040367-0.046824j)  (-0.029559+0.008791j)  (-0.013909-0.032284j)  (0.005133+0.049580j)  (-0.015920-0.006839j)  (0.002678+0.020124j)  (-0.041178+0.005961j)  (-0.001781+0.048033j)  (-0.002699-0.031957j)  (-0.090589-0.075040j)  (0.010948-0.028825j)  (0.040543+0.020907j)  (-0.050043-0.024212j)  (0.010932-0.042181j)  (-0.027131+0.003794j)  (-0.083715-0.026162j)  (-0.008183-0.047964j)  (-0.012703-0.071976j)  (0.046406-0.004455j)  (-0.016187+0.058984j)  (0.006658-0.021330j)  (-0.010148+0.027504j)  (-0.042119+0.047970j)  (-0.042126+0.006516j)  (-0.060431+0.009837j)  (0.034110+0.013164j)  (0.018268+0.014308j)  (-0.040278-0.009095j)  (-0.052458-0.042356j)  (0.012334-0.059180j)  (0.016893+0.026558j)  (0.016197+0.026136j)  (-0.013959+0.032184j)  (0.036691-0.021702j)  (0.004162+0.004072j)  (-0.015111-0.032024j)  (-0.021307+0.078734j)  (-0.027932+0.041114j)  (-0.024450-0.005501j)  (-0.002708-0.054220j)  (-0.083275-0.080284j)  (-0.004870+0.012887j)  (0.033828+0.013485j)  (-0.039966-0.007089j)  (0.002904+0.009021j)  (-0.005916-0.031003j)  (0.000745+0.006112j)  (0.013177-0.011808j)  (-0.027358+0.035293j)  (0.047188-0.020605j)  (0.054410-0.024188j)  (0.013775-0.039385j)  (0.064008-0.025187j)  (0.008999+0.000578j)  (0.018275-0.011134j)  (-0.006018+0.027634j)  (0.032781-0.013534j)  (-0.033067+0.029141j)  (0.023098-0.006323j)  (-0.001370-0.019238j)  (-0.005275+0.018884j)  (0.038340+0.027350j)  (-0.019871+0.004885j)  (-0.032276+0.019943j)  (-0.027284-0.040038j)  (-0.032015+0.018446j)  (0.006953-0.027045j)  (-0.017127-0.013511j)  (0.005634+0.022512j)  (-0.018079-0.007690j)  (0.018882-0.012349j)  (0.004684-0.005597j)  (0.016166+0.028183j)  (0.017905+0.003128j)  (-0.017969+0.011328j)  (-0.016363-0.027831j)  (0.035486+0.017401j)  (0.075369+0.004578j)  (0.101940-0.044715j)  (-0.053722+0.032640j)  (-0.008322-0.001130j)  (0.019313-0.017900j)  (-0.037658-0.020236j)  (0.021344+0.028368j)  (0.000367+0.006491j)  (-0.011113-0.053226j)  (-0.008404-0.044166j)  (-0.065166+0.028692j)  (-0.034371-0.018404j)  (-0.035109+0.022769j)  (-0.001446-0.006005j)  (-0.058911+0.034571j)  (-0.016602-0.017069j)  (-0.000239+0.054695j)  (0.057977-0.018655j)  (-0.068769+0.051545j)  (0.045820-0.037182j)  (0.002669-0.000181j)  (-0.031010-0.040273j)  (0.007982-0.005508j)  (-0.014005-0.046094j)  (-0.046453+0.034887j)  (-0.005285-0.021286j)  (-0.018214-0.023210j)  (-0.008342+0.002058j)  (-0.027680-0.023268j)  (-0.001347+0.002492j)  (-0.072599-0.022965j)  (-0.019910-0.034322j)  (-0.046846+0.020987j)  (-0.034708-0.001542j)  (-0.023676-0.040209j)  (0.005802+0.035492j)  (-0.007625+0.023340j)  (0.013750+0.026105j)  (-0.024992+0.023464j)  (-0.024573-0.003661j)  (-0.002547-0.001528j)  (0.009739+0.027793j)  (-0.003137-0.003804j)  (-0.005168-0.036844j)  (-0.037983-0.039784j)  (0.007699+0.059002j)  (-0.121128-0.001334j)  (0.003282-0.058421j)  (-0.023985-0.025867j)  (0.062792+0.016963j)  (0.036758-0.081818j)  (-0.047073+0.010999j)  (-0.007563-0.004230j)  (0.038863-0.008129j)  (0.051262+0.044766j)  (-0.007369-0.031553j)  (0.021247+0.000978j)  (-0.062039+0.006014j)  (-0.010904-0.032320j)  (-0.029652+0.026644j)  (-0.007464-0.036828j)  (-0.038213-0.013934j)  (0.027869-0.022939j)  (0.012361-0.045463j)
 (0.003291+0.011518j)  (-0.359647+0.005618j)  (-0.238031+0.077529j)  (-0.056966-0.014885j)  (-0.129134+0.011058j)  (0.150084+0.024618j)  (0.142308+0.022212j)  (-0.002924+0.004784j)  (0.036795+0.021996j)  (0.101549+0.007344j)  (-0.096320+0.002235j)  (0.148435+0.011602j)  (0.095666-0.084199j)  (0.039682+0.000053j)  (-0.028999+0.027269j)  (0.030124-0.020074j)  (0.046082+0.060635j)  (-0.113280+0.032107j)  (-0.040703-0.026328j)  (-0.017750-0.009347j)  (0.077539-0.024807j)  (0.083707-0.010023j)  (0.031528-0.036397j)  (0.008155-0.051008j)  (-0.035688+0.020185j)  (0.074899-0.015931j)  (-0.023636-0.023391j)  (0.050804+0.000926j)  (-0.093005+0.057326j)  (-0.116140-0.011226j)  (-0.127440-0.044148j)  (0.096758-0.092849j)  (-0.042664+0.083859j)  (0.075069-0.022733j)  (0.037972-0.037741j)  (0.047233-0.072924j)  (-0.000002-0.008346j)  (0.098635+0.036186j)  (0.010113+0.010639j)  (0.025628-0.015693j)  (-0.018129-0.044529j)  (-0.053350-0.032417j)  (0.039971+0.044086j)  (0.034277+0.013090j)  (-0.073620-0.036593j)  (0.010476+0.013209j)  (-0.021585+0.006781j)  (-0.025092+0.071520j)  (0.005684-0.012933j)  (0.007509-0.034241j)  (0.034831+0.091926j)  (-0.094435+0.017599j)  (-0.019439-0.016610j)  (0.045084-0.006548j)  (0.021527+0.009311j)  (0.022860-0.073382j)  (0.032419+0.047168j)  (0.024982-0.026895j)  (-0.025953-0.086014j)  (-0.072958+0.001564j)  (-0.004535-0.038852j)  (0.070493+0.032981j)  (0.057977-0.023638j)  (0.010355+0.029379j)  (0.025237+0.032367j)  (-0.036830+0.018306j)  (0.075369-0.042043j)  (-0.060446-0.010064j)  (0.012905-0.029924j)  (-0.076396-0.002282j)  (0.012393-0.073905j)  (-0.053069+0.041288j)  (0.036578-0.016066j)  (-0.012325+0.034876j)  (-0.077509+0.047681j)  (0.068376-0.039876j)  (-0.061863+0.007679j)  (0.065724-0.020897j)  (-0.004341+0.029152j)  (-0.035542-0.034573j)  (0.039593-0.005535j)  (-0.006684+0.021012j)  (0.044160-0.077556j)  (-0.003674+0.041117j)  (0.013042+0.009704j)  (-0.038662+0.012193j)  (-0.023113-0.026648j)  (-0.037713-0.012054j)  (0.004762+0.018732j)  (0.007577+0.005834j)  (0.026496-0.000948j)  (-0.005513+0.013491j)  (-0.006607+0.033732j)  (-0.044361+0.070076j)  (-0.061963+0.034723j)  (-0.077470-0.008710j)  (0.005903-0.034018j)  (0.039408+0.020193j)  (-0.050807+0.029002j)  (-0.018903-0.017891j)  (-0.018057-0.046975j)  (0.003747+0.014180j)  (0.026649-0.008868j)  (0.008703+0.027204j)  (0.056217+0.003122j)  (0.001275-0.000136j)  (-0.052656-0.046730j)  (-0.013858-0.002447j)  (-0.066053+0.000547j)  (0.023820+0.069704j)  (0.007959-0.036910j)  (-0.031317+0.017810j)  (-0.032594+0.049097j)  (-0.025167+0.033796j)  (-0.019372+0.001532j)  (0.057476-0.011784j)  (0.006675-0.039256j)  (-0.032265+0.017488j)  (-0.039368+0.014642j)  (0.059285+0.013376j)  (0.016230-0.062014j)  (0.025174+0.026449j)  (0.052058-0.010022j)  (0.033031+0.013966j)  (-0.010832-0.028624j)  (-0.010130+0.003285j)  (0.021598+0.016893j)  (-0.058797+0.034847j)  (0.046884-0.018353j)  (-0.001822-0.013060j)  (0.058516+0.005348j)  (-0.037494-0.026550j)  (-0.019294+0.054067j)  (-0.016457-0.000908j)  (-0.010293-0.000819j)  (0.031502-0.024861j)  (0.021514-0.035063j)  (-0.007175-0.005102j)  (-0.005413+0.021778j)  (0.062663+0.010834j)  (-0.008667+0.077955j)  (0.003514+0.018650j)  (0.053690+0.006363j)  (-0.065362-0.001564j)  (0.036012+0.057851j)  (0.024584+0.003855j)  (-0.044740+0.018384j)  (0.018382-0.030087j)  (-0.015479-0.053476j)  (-0.051294-0.030550j)  (0.038191+0.032558j)  (-0.019451+0.000001j)  (0.031429-0.058439j)  (-0.046986+0.006977j)  (0.008651-0.018975j)  (-0.047645+0.002336j)  (0.016765-0.036271j)  (0.058329-0.000588j)  (0.031487-0.002477j)  (0.023858+0.019745j)  (-0.007907-0.025541j)  (-0.036063+0.009746j)  (-0.036847+0.015167j)  (-0.016783-0.032850j)  (-0.029751-0.013726j)  (0.003007+0.013554j)  (-0.011402-0.049442j)  (-0.004556+0.056306j)  (0.009358+0.005141j)  (0.013661-0.038139j)  (-0.033685+0.035179j)  (-0.007732-0.011167j)  (0.027054-0.013940j)  (-0.023059+0.042493j)  (0.018017-0.014884j)  (0.001266+0.036589j)  (-0.059924+0.002929j)  (-0.021783+0.028129j)  (-0.046211-0.026356j)  (-0.013191+0.028586j)  (0.016415-0.010908j)  (-0.007701+0.005560j)  (-0.064200-0.037765j)  (0.058569-0.011132j)  (-0.013369-0.012448j)  (0.077540-0.041500j)  (-0.002325-0.001797j)  (-0.028952+0.009607j)  (0.010432+0.020629j)  (0.062217-0.018760j)  (-0.038798-0.020633j)  (0.055865+0.005214j)  (-0.016172+0.032207j)  (0.031659-0.011870j)  (-0.032557-0.002745j)  (-0.042463-0.003536j)  (0.003596-0.030795j)  (0.025685+0.020403j)  (-0.033738+0.004831j)  (0.011299-0.036360j)  (-0.060581-0.022676j)  (-0.045459-0.016135j)  (-0.038338+0.013401j)  (-0.060662-0.046153j)  (-0.009943+0.021256j)  (0.080411+0.019212j)  (-0.070061+0.023519j)  (0.012943-0.011056j)  (-0.038873+0.015186j)  (0.002851+0.029319j)  (0.015362-0.045056j)  (0.063745+0.037121j)  (-0.020999+0.072392j)  (-0.039940+0.031746j)  (-0.025126-0.001843j)  (-0.053780+0.025703j)  (-0.004368-0.030701j)  (-0.032474+0.071238j)  (-0.075043-0.038394j)  (-0.015753+0.008055j)  (0.053014+0.040376j)  (0.033917+0.005759j)  (-0.086387+0.026289j)  (0.004327+0.042041j)  (-0.061896+0.029532j)  (-0.034868+0.032431j)  (-0.061764+0.024833j)  (-0.105268+0.055805j)  (-0.003992-0.014545j)  (-0.025279-0.043207j)  (0.018204+0.028906j)  (0.016643-0.034298j)  (0.008708-0.039055j)  (0.006115-0.013935j)  (-0.018766+0.053242j)  (-0.033412-0.012590j)  (0.042027-0.002149j)  (-0.001053-0.000094j)  (-0.016687-0.015832j)  (-0.041054-0.014252j)  (0.031698-0.032248j)  (-0.006156-0.005462j)  (-0.036313+0.035885j)  (-0.022610+0.004034j)  (-0.025194+0.010670j)  (-0.015154-0.003881j)  (0.019630+0.013538j)  (-0.005294+0.012090j)  (0.000844+0.056024j)  (-0.021687+0.005787j)  (0.018296+0.028950j)  (0.030342-0.029221j)  (0.021961-0.009353j)  (-0.038613+0.000278j)  (0.037791+0.050175j)  (0.005088+0.033405j)
 (-0.140238+0.014467j)  (-0.101075-0.063546j)  (-0.483030-0.038361j)  (-0.067804-0.050646j)  (0.077186-0.029724j)  (-0.182437+0.057027j)  (-0.119030-0.134088j)  (0.117286+0.009127j)  (-0.080686+0.023286j)  (0.001699-0.025231j)  (0.082717+0.001275j)  (0.103457+0.026598j)  (0.030335-0.091479j)  (0.015543-0.075519j)  (-0.101018+0.012864j)  (0.057477+0.060690j)  (-0.138172+0.015285j)  (0.037032-0.025103j)  (0.100673-0.026308j)  (0.044338-0.027369j)  (-0.017117-0.037204j)  (-0.062742+0.051128j)  (-0.037287+0.070291j)  (0.038934+0.032092j)  (0.009540+0.032521j)  (-0.020883-0.070674j)  (-0.098783+0.036597j)  (0.034322-0.046609j)  (-0.055924+0.086785j)  (0.040236+0.076403j)  (-0.052799-0.067949j)  (0.036178+0.000131j)  (0.136610-0.005307j)  (-0.033445+0.020863j)  (-0.004178+0.063304j)  (-0.034192-0.042011j)  (0.011571-0.015584j)  (-0.111929-0.037121j)  (0.027736-0.023638j)  (0.045655+0.053634j)  (0.064454+0.021441j)  (-0.017814+0.027549j)  (-0.025501-0.032463j)  (-0.029744-0.035386j)  (0.018828+0.018632j)  (-0.018020-0.073733j)  (0.029354-0.054087j)  (0.025384+0.021479j)  (0.010195+0.082171j)  (0.076657-0.046150j)  (0.021983+0.064113j)  (-0.028759+0.051317j)  (-0.016820-0.000305j)  (-0.029716+0.025465j)  (0.014294+0.000163j)  (-0.038028-0.005725j)  (-0.014545-0.012011j)  (-0.002871+0.055474j)  (0.023837+0.008715j)  (0.023378+0.010986j)  (0.043667+0.012798j)  (-0.071168-0.101500j)  (-0.113912-0.001438j)  (0.015617+0.037618j)  (-0.001754+0.007752j)  (0.001508-0.013662j)  (-0.003711-0.044081j)  (0.029202-0.004509j)  (-0.017842+0.000445j)  (-0.060466+0.022393j)  (-0.012279+0.014752j)  (0.047707-0.039785j)  (-0.022017-0.038902j)  (0.046722-0.047256j)  (0.036694+0.018176j)  (-0.079195-0.009414j)  (0.032587+0.022111j)  (0.023393-0.024849j)  (-0.022095+0.041408j)  (0.041879-0.055170j)  (-0.036231-0.031588j)  (0.074924+0.003885j)  (0.008610-0.001725j)  (-0.014989-0.014169j)  (0.021771-0.009214j)  (-0.077646+0.004349j)  (0.009462+0.022057j)  (-0.065090+0.003819j)  (-0.000203-0.031048j)  (-0.049782+0.007783j)  (-0.048159+0.036774j)  (-0.007047-0.013901j)  (0.047864+0.026689j)  (-0.000490-0.000210j)  (0.070188-0.040600j)  (-0.011266+0.009106j)  (0.030562-0.020459j)  (-0.026689-0.014078j)  (0.037450+0.015298j)  (0.027336-0.003277j)  (0.077509+0.020303j)  (-0.025740-0.006427j)  (0.001962-0.052715j)  (0.049524-0.029186j)  (-0.000895+0.024943j)  (-0.012841-0.014639j)  (0.003215-0.024042j)  (0.032993-0.029602j)  (0.008893-0.032837j)  (-0.045751-0.025017j)  (0.054496+0.012636j)  (0.006894-0.000976j)  (-0.009019+0.003886j)  (-0.009412-0.002151j)  (-0.000866-0.002448j)  (-0.003605+0.021984j)  (-0.035057-0.005559j)  (0.040341+0.042358j)  (-0.023364-0.056145j)  (-0.003121-0.031952j)  (0.008809+0.039872j)  (-0.001702-0.054090j)  (-0.020622+0.005153j)  (-0.032261-0.013728j)  (0.008984-0.012891j)  (0.020994-0.010390j)  (0.034960+0.027915j)  (0.054117-0.014300j)  (-0.013382+0.010514j)  (0.007814+0.051617j)  (0.006054-0.016827j)  (-0.023576+0.027759j)  (0.023880-0.044516j)  (-0.031285-0.050799j)  (0.009576-0.022426j)  (-0.041277-0.054782j)  (-0.030101+0.004622j)  (0.017363+0.029286j)  (-0.029681-0.008689j)  (-0.043479-0.018753j)  (-0.006963-0.015363j)  (-0.053688+0.005523j)  (-0.038839+0.017389j)  (0.005963+0.013105j)  (0.015395-0.023492j)  (-0.047914-0.010108j)  (0.015702+0.023310j)  (0.023644+0.024786j)  (-0.041090+0.035702j)  (-0.005415+0.042848j)  (-0.009900-0.061654j)  (-0.008067-0.014632j)  (0.007629+0.029077j)  (0.061206+0.025378j)  (-0.024711-0.033764j)  (0.004541+0.023915j)  (-0.056195+0.012146j)  (-0.002438+0.004175j)  (-0.012524+0.010981j)  (0.032938-0.010412j)  (0.064215+0.032080j)  (0.039422-0.010674j)  (0.027251+0.021439j)  (-0.025193+0.013024j)  (0.028717-0.042402j)  (0.031705+0.049088j)  (0.023809-0.023662j)  (0.065852-0.018878j)  (0.000760-0.012340j)  (-0.021273-0.028436j)  (-0.031590-0.019159j)  (0.017308-0.023120j)  (-0.014750+0.029320j)  (0.009566-0.007141j)  (-0.015737+0.001847j)  (-0.046466-0.027017j)  (0.003714+0.016726j)  (0.013437-0.009980j)  (-0.002314-0.008169j)  (0.079993+0.052163j)  (-0.038922-0.003407j)  (-0.025795-0.023956j)  (0.003420+0.004365j)  (-0.045946+0.016003j)  (-0.005250-0.004051j)  (-0.019149+0.000248j)  (-0.024276+0.057727j)  (-0.040490-0.034314j)  (-0.026203-0.009634j)  (-0.015402-0.066800j)  (-0.005700+0.032521j)  (0.031094-0.028246j)  (-0.040876+0.003860j)  (-0.015047-0.016444j)  (-0.010207-0.002666j)  (-0.017462+0.024620j)  (0.004846-0.007838j)  (-0.020226+0.006709j)  (-0.002194+0.010024j)  (0.004487-0.036072j)  (0.081305+0.031918j)  (-0.026665-0.028916j)  (0.008853+0.033664j)  (0.048808-0.022638j)  (-0.008013-0.012667j)  (-0.059979+0.033573j)  (0.008276-0.000867j)  (-0.008672+0.009243j)  (0.030407-0.037453j)  (0.024608+0.028831j)  (-0.013313+0.013391j)  (0.053170-0.019148j)  (0.027089+0.009944j)  (0.033957+0.032626j)  (0.049867+0.010921j)  (0.005046-0.019650j)  (-0.084707-0.058012j)  (0.038868+0.005165j)  (0.054678+0.006631j)  (-0.048002+0.012571j)  (0.029411-0.026461j)  (-0.002043-0.025128j)  (-0.043466+0.008727j)  (0.105097-0.009938j)  (0.027060-0.018780j)  (0.011422+0.011755j)  (0.009737+0.006772j)  (0.040352+0.031959j)  (-0.005245-0.008203j)  (-0.023057-0.004386j)  (-0.003393+0.013871j)  (-0.040124+0.034230j)  (-0.030774-0.006755j)  (-0.009108-0.017877j)  (0.032283+0.007415j)  (0.000430-0.034234j)  (-0.048219+0.006672j)  (-0.007464-0.008303j)  (0.021016-0.020733j)  (0.018377+0.038063j)  (0.037003+0.011600j)  (0.008449-0.018366j)  (0.038866+0.009909j)  (0.006215+0.020207j)  (-0.063497+0.002463j)  (0.000089+0.011641j)  (0.038914+0.031684j)  (-0.021119-0.006808j)  (-0.032810+0.011422j)  (-0.034059-0.006718j)  (0.028599+0.050795j)  (0.031391-0.033640j)  (0.028458+0.030693j)  (-0.011824-0.010512j)  (-0.010627+0.002053j)  (0.011002-0.020370j)
 (0.096369-0.051894j)  (0.114415+0.116515j)  (-0.028280+0.017073j)  (-0.501049-0.028151j)  (0.158533+0.128605j)  (0.042609+0.105718j)  (-0.004989+0.013658j)  (-0.036082-0.000147j)  (0.024670+0.029192j)  (0.175951-0.026355j)  (0.043230-0.054075j)  (-0.151620+0.109500j)  (0.050748+0.080040j)  (0.076858+0.032335j)  (-0.159958-0.047580j)  (0.062427-0.038475j)  (0.048204-0.048133j)  (-0.033170+0.100485j)  (-0.008877+0.059851j)  (0.021635+0.024376j)  (-0.031267+0.048571j)  (0.058898-0.029325j)  (0.057405-0.074285j)  (0.030548-0.052798j)  (0.017434+0.040560j)  (-0.038999-0.024861j)  (0.005824-0.017244j)  (0.009529+0.060127j)  (0.006158-0.091108j)  (0.019575-0.007361j)  (-0.039511-0.085134j)  (-0.031187+0.020405j)  (0.084736-0.004715j)  (-0.013335-0.069955j)  (0.026415-0.014430j)  (0.006070-0.022996j)  (0.000448+0.047958j)  (0.002433-0.035304j)  (0.021708-0.077310j)  (0.073663-0.022434j)  (-0.043792+0.045848j)  (-0.030723-0.070385j)  (-0.023732+0.030883j)  (0.053206+0.060824j)  (0.019030+0.017564j)  (-0.041171-0.041915j)  (0.057881-0.002273j)  (-0.007233-0.008909j)  (-0.031508-0.019672j)  (0.024292-0.001093j)  (0.028435-0.056748j)  (-0.040883-0.044472j)  (-0.019858-0.008579j)  (-0.067710+0.020918j)  (-0.042611+0.069200j)  (0.034583+0.012971j)  (-0.034720+0.030900j)  (-0.016235-0.016718j)  (0.028591-0.034486j)  (-0.005679+0.016302j)  (0.018424+0.002332j)  (-0.033968-0.040185j)  (0.007742-0.005177j)  (-0.008873+0.025271j)  (-0.024308-0.023027j)  (0.025148+0.000011j)  (0.029418-0.019070j)  (0.036771+0.049363j)  (0.047113-0.006898j)  (0.005476+0.050127j)  (-0.064775+0.015776j)  (-0.005912+0.016295j)  (-0.012435-0.025840j)  (0.020421-0.034644j)  (-0.066269-0.023566j)  (-0.059360+0.062252j)  (-0.011802+0.004002j)  (0.010102-0.038125j)  (0.037252+0.023216j)  (0.003167-0.010391j)  (0.028624+0.038962j)  (0.048409-0.008800j)  (0.005657-0.005288j)  (0.006078-0.038044j)  (-0.023962-0.018660j)  (0.008951+0.001820j)  (-0.012030-0.009455j)  (0.054095+0.070617j)  (0.061963-0.010212j)  (0.015571-0.007975j)  (0.055353+0.007110j)  (-0.024118+0.035484j)  (-0.021043+0.054350j)  (0.035566+0.050475j)  (-0.010539+0.001391j)  (0.037040+0.032934j)  (0.010502+0.033261j)  (0.023748+0.036731j)  (-0.006182-0.050656j)  (0.012408+0.009455j)  (-0.019397+0.028725j)  (0.047024-0.021776j)  (-0.000229-0.012773j)  (0.017763+0.036937j)  (0.022931-0.018350j)  (0.059901+0.042501j)  (0.031224-0.012581j)  (0.026056-0.000875j)  (0.014209+0.003274j)  (0.006306+0.040979j)  (0.058205+0.031623j)  (-0.001924-0.012307j)  (-0.081477+0.024885j)  (0.008458+0.001536j)  (-0.075851-0.029967j)  (-0.013415-0.041884j)  (0.017248-0.027456j)  (0.011532+0.057840j)  (0.041915+0.047366j)  (0.001133-0.011741j)  (0.013049+0.026535j)  (0.020282+0.034017j)  (-0.014108-0.001428j)  (-0.026186-0.002654j)  (-0.014508+0.007657j)  (-0.042944-0.012785j)  (-0.025395-0.001488j)  (0.020774-0.067615j)  (0.033800-0.018851j)  (-0.008383+0.001627j)  (0.006224-0.054273j)  (-0.065147+0.002060j)  (-0.054755+0.048679j)  (-0.068512+0.028612j)  (-0.004615-0.005619j)  (-0.001982-0.052529j)  (-0.020223-0.009732j)  (-0.080565-0.006442j)  (-0.056357+0.002570j)  (0.059358+0.017438j)  (0.041270+0.038299j)  (0.059897+0.026491j)  (-0.005906+0.003612j)  (-0.002600+0.063011j)  (-0.019549+0.037706j)  (0.025431-0.056305j)  (0.012224-0.026078j)  (0.022732-0.006759j)  (0.002073+0.029257j)  (0.015329+0.001206j)  (0.023518+0.019711j)  (-0.028498-0.012543j)  (-0.019209-0.038972j)  (-0.018851+0.052144j)  (0.009910-0.024189j)  (0.022256+0.027743j)  (-0.022730+0.025732j)  (-0.016379-0.015921j)  (0.006782+0.008788j)  (0.029422-0.025816j)  (0.030473+0.002085j)  (0.020282-0.000140j)  (-0.001507-0.035613j)  (0.013300-0.006413j)  (-0.009693-0.018862j)  (0.008433-0.011468j)  (0.010333-0.021090j)  (-0.013480-0.038681j)  (-0.038231+0.008562j)  (0.008381+0.011921j)  (-0.036088-0.015336j)  (-0.004290+0.064485j)  (0.043625+0.057306j)  (-0.028270-0.025129j)  (-0.021170+0.022529j)  (-0.004302+0.032463j)  (0.048460-0.037746j)  (-0.025736-0.043731j)  (-0.002434-0.018985j)  (0.020118+0.027928j)  (-0.003397-0.008393j)  (0.026431+0.014005j)  (-0.016615-0.013426j)  (-0.020509-0.021045j)  (0.033016+0.032259j)  (0.034233-0.017392j)  (-0.055009-0.030124j)  (0.034174-0.006571j)  (0.023587+0.001902j)  (-0.003831+0.025581j)  (0.015983-0.014286j)  (-0.028838-0.005863j)  (-0.044868-0.037444j)  (-0.002118-0.001856j)  (0.063607-0.005667j)  (-0.014226+0.043380j)  (0.002207+0.006087j)  (-0.035359-0.019491j)  (0.029020-0.011103j)  (-0.012798-0.023246j)  (0.032540-0.012114j)  (0.005606-0.008727j)  (-0.007307-0.039051j)  (0.023956+0.014476j)  (0.036402+0.013176j)  (-0.028670+0.022480j)  (-0.054082+0.011381j)  (0.008133+0.031198j)  (-0.034052-0.059081j)  (-0.008989+0.024051j)  (-0.005832-0.075766j)  (-0.013031+0.025138j)  (0.037638-0.011836j)  (-0.002655-0.000720j)  (0.013485-0.041873j)  (-0.025388+0.029447j)  (0.003868+0.003975j)  (-0.020088-0.006051j)  (-0.013140-0.037291j)  (0.030722+0.028337j)  (-0.009207-0.020578j)  (-0.041859+0.052910j)  (-0.006573+0.040903j)  (-0.027685+0.004504j)  (-0.005437+0.002303j)  (-0.002220-0.000277j)  (-0.056939-0.068141j)  (-0.028048-0.036980j)  (-0.026665+0.013742j)  (-0.004188-0.050407j)  (-0.006323+0.005144j)  (0.000687+0.004548j)  (0.020233-0.017226j)  (0.001304-0.025228j)  (0.037444+0.015227j)  (-0.027381+0.009144j)  (-0.020526+0.024430j)  (0.033707+0.062504j)  (0.018350-0.004868j)  (0.011323-0.050181j)  (0.009748+0.005473j)  (0.059017-0.056224j)  (0.050930-0.007772j)  (0.007965-0.023394j)  (0.070420-0.023828j)  (-0.016636-0.014385j)  (0.015884-0.000591j)  (-0.033469+0.004063j)  (-0.009703+0.017426j)  (0.007864-0.067067j)  (-0.091352+0.043286j)  (-0.026319-0.009741j)  (0.036809+0.030121j)  (0.024561+0.017510j)  (-0.083174-0.068372j)  (-0.068945+0.028598j)
